band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
0,78,427,2235,7868,19634,55688,9965,0,92,378,1640,6076,23228,61305,3176,1,252,1590,5265,14442,35636,37893,816,2099,5254,8873,15681,25773,25949,11767,499,1045,1397,5523,16086,26784,28953,15292,815,0,0,216,3599,19799,36994,27490,7797,0,0,191,4455,20241,35657,29059,6292,567,1562,3633,7783,18949,32517,26612,4272,818,559,1196,4646,16660,46907,24136,973,7307,17089,23880,24411,15637,6158,1340,73,6,571,5223,13612,22077,25644,23201,5561,371,3272,11213,23496,29170,18254,7784,2335,88
8306,177125,230540,166521,124061,89178,74088,14624,4284,97283,195196,199197,155507,121933,94431,16612,5542,80158,148820,164601,154426,145826,155262,29808,110629,125791,96407,97031,123813,138489,149462,42821,48765,70783,55398,102297,148579,157284,156700,144637,0,9220,116524,72896,98705,145102,175410,266586,0,12493,110660,80294,96739,144210,191509,248538,53821,84246,61504,82200,145424,166583,172591,118074,56099,109413,123277,133600,145075,154120,132180,30679,13460,174691,217138,128116,91201,90625,126254,42958,235771,183163,156295,94386,47865,35656,68158,63149,80103,68936,51896,60043,75888,98119,131310,318148,559
12036,96704,239464,291144,258950,98161,17386,2183,22005,215900,262409,245463,179412,81691,8373,775,33195,184438,207577,204693,194688,151496,39490,451,206167,323290,256220,130617,60607,28895,9419,813,88497,128083,148025,172515,180175,177565,111851,9317,151,8803,56537,156720,256023,288899,163558,85337,151,10776,49982,172291,252681,281609,174322,74216,82096,131954,158154,170521,185960,179816,105869,1658,147336,266080,274595,191377,95502,34977,5814,347,55410,141463,200910,187717,162997,140569,104842,22120,87974,181318,169207,138636,116903,117946,122306,81738,42377,80511,118422,141526,157237,157260,147525,171170,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
79977,79588,27269,11100,3125,524,244,584,122119,62226,12607,3443,967,330,243,476,129654,49126,13710,6107,2187,802,441,384,9070,10903,16112,24178,34075,41524,44049,22500,47491,63076,37233,24423,15013,10672,3856,647,0,4711,81632,76315,26809,10563,2240,141,0,5809,75100,84418,24609,10093,2287,95,78144,72646,23395,12816,9277,4833,1063,237,31996,65401,59468,28282,11572,4335,948,409,1746,1422,3073,4174,5819,10351,27617,148209,23941,26287,25560,24835,25636,30071,35146,10935,75012,70677,21453,11039,6739,4690,3757,9044,588
3,17957,82627,72466,70564,64062,43940,4343,307,42951,82815,77358,67323,54497,30391,320,5143,115480,95564,68319,49405,20092,1932,27,14054,15262,27430,51507,94478,111628,40064,1539,14507,96105,145891,75919,19636,3563,337,4,5,49014,268426,36655,1820,41,1,0,15,58778,253403,42398,1333,34,1,0,12618,131974,123127,59507,21943,5745,964,84,9609,11424,29291,88504,145552,66628,4939,15,4217,5069,11344,24615,47327,80272,138120,44998,7,434,2642,8965,30379,109162,161134,43239,16497,171229,112549,39980,12082,2885,657,83,216
13498,201355,151170,185039,201225,92064,43849,9709,28616,223001,261536,212489,95081,53566,19445,4175,102970,409340,169137,93943,65067,39333,15601,2518,145287,56156,62225,89055,115462,132189,162587,134948,210845,196832,129514,120673,108316,78635,41633,11461,16,45033,316133,205769,152054,108435,48755,21714,14,49683,289684,234096,147932,105315,52856,18329,269611,214137,135925,105415,84006,55117,27952,5746,134488,81354,123223,157679,187515,155120,54180,4350,59813,37165,41266,56425,78409,114190,213842,296799,60547,98910,97989,80660,63491,69288,176374,250650,292228,188897,124857,97456,75042,53117,36666,29646,547
240973,50057,6396,2572,934,553,519,1247,268019,26111,4689,1582,678,457,658,1057,261222,28488,6748,2597,1504,917,842,933,15860,10501,16631,23962,46525,67593,76778,45401,98568,111677,52685,21479,10130,5560,2029,1123,455,26336,128923,121942,18816,5736,985,58,468,29930,121249,129264,16040,5175,1092,33,151219,112665,20955,8940,5292,2523,1059,598,70578,107975,65113,34195,16157,6852,1543,838,4478,1465,2166,2576,3418,6062,18493,264593,28913,43188,42987,41403,41909,45599,42379,16873,164413,97863,19285,7945,4356,2873,2061,4455,589
67,56600,347254,276801,110734,33929,4710,162,469,78386,305140,237491,137545,62960,8193,73,3637,32765,196856,256289,186444,127812,26410,44,340283,303915,116131,45075,17548,5980,1265,60,11916,161745,310865,205054,105679,32464,2442,92,1,4223,2274,3654,19156,76585,156471,567893,1,4524,1905,4085,19652,77674,171009,551407,6917,21513,182959,309635,210468,92126,6602,37,121058,265607,220726,150152,61378,10459,840,37,52672,261880,201728,135060,93963,59294,24064,1596,373,5719,25274,70356,170179,333779,211608,12969,6265,26729,100879,189023,251200,171020,66760,18380,514
96049,129319,122007,124965,189577,213198,29960,760,137248,125842,124655,165954,237147,97747,16578,664,151201,133757,149649,169906,157307,112214,31128,673,27235,77561,168271,267564,243740,98310,20880,2274,73799,132574,99412,126203,151249,166325,125224,31049,86,146089,386243,244801,92909,28296,6346,1065,159,164912,352245,267920,85852,27255,6640,852,119388,127159,118628,143032,146767,138966,96522,15373,68815,127207,151607,218851,215532,100470,22579,774,10285,15377,58523,142450,200778,179585,142436,156401,110957,163743,150380,129598,118386,115467,88055,29249,33983,167779,115804,129809,151012,134472,98302,74674,406
3,7736,25449,29221,38255,47754,58890,16163,203,16542,28860,34943,39951,47139,49394,6439,3475,36722,43885,40033,43581,39348,13142,3285,10346,13721,29729,47161,58268,48166,15418,662,11378,45302,76916,56997,20913,7462,3121,1382,8,17234,112212,66076,22600,4939,381,21,18,21005,100833,76236,20410,4529,426,14,9105,48617,69122,49531,26132,12073,5578,3313,5790,6259,15753,42097,77997,58374,14518,2683,11819,14043,20233,27554,37837,47706,52912,11367,1,72,665,3629,15025,58865,106820,38394,8381,77319,73593,34212,15723,7808,4674,1761,220
244,30499,47000,48850,25950,14802,8069,386,184,19425,39730,46026,35552,21639,12907,337,5077,44868,36635,34574,25570,19036,9828,212,367,1524,4309,10676,26415,59678,57791,15040,2008,39184,44610,38965,32338,15062,3519,114,0,3,32954,74249,48727,16789,2558,520,0,5,30813,81582,45018,15002,3037,343,3810,48580,35158,32019,28173,19050,8433,577,235,1182,3948,12171,36682,90504,30762,316,772,4832,6631,10510,18831,34852,60670,38702,166,1995,8071,19229,33738,54771,54382,3448,20825,67550,44787,24788,12803,3965,912,170,70
3165,15053,11998,37469,86318,255046,347770,12400,3476,25157,49288,94341,191691,282881,116583,5802,10671,51407,130768,174786,170069,154129,72606,4783,136930,218084,179119,112498,65978,37602,14538,4470,129444,160233,113842,98269,93737,105595,58185,9914,336,337214,333707,62254,17127,12708,5199,674,351,368137,296497,69996,16185,11408,6140,505,115796,136546,121309,98621,89125,108865,83133,15824,60815,105454,160491,178864,135743,92486,31191,4175,32817,172752,184203,148174,107589,71761,35876,16047,1437,21845,60232,80026,82756,102788,191252,228883,43647,153509,129438,110260,84198,76552,90627,80988,335
0,14,1260,17187,86978,168703,147695,10199,0,681,7780,37975,106710,169100,105541,4249,0,5664,41803,96750,126483,108016,51603,1717,3106,4896,16438,77787,130856,117287,74324,7342,1807,9559,33008,73347,113435,121897,69323,9660,0,5,19912,183805,144597,61742,17115,4860,0,6,16602,202180,132401,58095,18787,3965,886,10279,36225,70508,102501,114165,83212,14260,958,2277,16861,70240,121027,132375,86170,2128,3238,13587,35371,82610,139966,127822,29131,311,1338,21838,71907,102501,104787,84141,39420,6104,610,15613,75904,127779,114022,64308,26172,7628,150
36,480,3310,11460,34942,126361,693966,319651,66,679,1481,3536,11584,47896,542525,582439,9,335,1263,3200,9791,41765,467828,666015,2283,4285,6187,10506,19332,45058,253579,848976,836,1438,2705,4844,11821,55755,303090,809717,0,75,1919,9674,30365,123055,314247,710871,0,112,1654,10572,30241,119977,353804,673846,456,1238,2904,5795,15450,54354,268333,841676,981,1533,2125,3335,6009,17242,301581,857400,55097,526693,323604,158606,80874,34531,10013,788,36804,336284,404688,266632,103898,29159,10382,2359,648,4646,31011,103022,206531,300042,351949,192357,116
0,64,352,1410,4917,27815,104350,21902,2,87,323,1032,4126,25676,118926,10638,1,290,1305,3699,16036,63615,72737,3127,2581,5426,9556,24847,55388,46872,15148,992,1150,2674,7447,18807,42198,57641,28443,2450,0,0,278,7207,32021,59374,50561,11369,0,0,242,8385,32499,57576,53552,8556,688,1827,4109,9889,28219,53337,55137,7604,702,519,1275,4715,24137,77311,48718,3433,10204,32983,50800,41601,19038,5014,1050,120,8,292,5065,20925,39078,48104,38349,8989,556,3002,14254,39667,50360,35072,15346,2553,141
536,13360,5396,13068,58020,216181,427896,76568,3851,10195,2351,5973,19614,99525,562764,106752,11753,2983,3739,6617,18351,109883,557449,100250,19508,10138,23093,57725,134851,193163,283756,88791,17831,1947,2385,4573,13449,65937,348747,356156,0,4262,14473,9562,29920,160124,324314,268370,0,7218,11297,10900,31475,145382,382460,222293,16516,2292,3584,6235,14178,45886,276932,445402,17047,1919,3551,9311,30538,156600,478976,113083,27549,313042,294561,110584,42921,16912,5203,253,76209,294143,254890,116134,34556,10671,4932,19490,12339,6003,9754,26921,61908,126178,240361,327560,120
326631,38732,7256,5249,4198,2745,514,1213,309348,46842,11492,8148,5670,3329,678,1031,254656,71630,27010,15574,9838,6091,917,822,123760,67603,50483,38094,32724,27291,25530,21053,125753,64153,50288,47891,42677,32578,19397,3801,247808,119508,14869,3120,916,281,30,6,249069,120597,12359,3382,829,262,36,4,137246,92092,58637,38246,25848,19336,12991,2142,221600,68666,45010,26415,14630,6393,2683,1141,344,3905,10676,15332,21476,36349,77824,220632,151020,63298,39398,28564,23607,24663,30195,25793,80954,91497,62381,45273,33838,24602,19180,28813,272
0,793,11794,34853,107198,95868,14153,1133,180,14478,30044,54259,106337,56468,3055,971,9208,39902,43157,61355,80438,29412,1521,799,34719,48519,71710,51235,29826,17909,9588,2286,39791,19408,20828,29054,56511,77167,21596,1437,1,69907,159814,30891,4939,230,10,0,1,80092,145168,35953,4383,183,12,0,37248,24553,28686,37740,61964,63496,10887,1218,25979,27745,56587,89791,51266,11823,1845,756,17186,12701,52428,62783,36403,30883,35458,17950,4086,33353,61551,46189,28598,23367,24414,44234,31371,24246,24339,25700,32963,43465,49379,34329,379
56239,154531,87275,55891,32925,15726,7763,1392,8496,46921,58965,79487,88681,79489,44781,4922,5858,26528,35301,52202,76749,101033,103109,10962,7593,10945,16064,30282,57663,89347,115400,84448,1063,2798,6921,17133,35445,74219,141613,132550,74,1867,29939,77245,116361,126652,37280,22324,77,2365,27173,83949,112512,122893,43568,19205,903,7084,15963,28174,48791,87031,140810,82986,5445,11025,17636,28947,51823,101088,174295,21483,2738,27545,57928,76165,80705,77553,62152,26956,288947,76496,25496,10123,4806,2760,1726,1388,2841,13011,24061,44531,63861,70288,70289,122859,581
545,9345,28713,44083,72298,183173,197082,13378,2089,26693,39784,83608,126048,150922,111518,7955,2340,64804,68207,94932,116393,124433,70143,7365,4610,24640,62707,111893,162335,134531,43594,4307,2471,22335,62179,109942,134187,109178,76149,32176,0,27107,216903,207599,84919,12040,49,0,1,33155,195260,232413,76685,11032,71,0,2519,29615,67275,103239,127692,109304,78301,30672,1860,8752,35209,93904,184495,164897,51889,7611,3736,29735,84836,111592,112106,110174,82967,13471,19286,77384,83230,90054,97013,104116,71468,6066,2084,44384,98711,112090,101525,79859,60083,49881,236
3834,117054,366282,321623,185021,69038,18195,1203,9706,150605,336845,267665,190624,103562,22658,585,9862,82931,249276,273365,222413,188053,55958,392,310736,351228,212006,113793,57324,27320,8988,855,21439,166768,341188,259482,185201,96705,11298,169,2,9361,5682,18967,60763,144374,201550,641551,4,9805,4858,21194,61637,140666,227053,617033,13736,41277,216370,335583,272978,178595,23437,274,138097,252027,254357,228433,149583,51522,7989,242,45012,272409,260961,193583,139407,101447,61606,7825,5045,30525,70214,141303,259675,366824,189171,19493,13327,57941,141999,230866,297794,206168,100720,33435,515
7243,168185,242080,174898,126736,47968,6625,318,3993,105694,161059,197464,181880,108977,14836,150,3638,41988,112934,135308,175376,236500,68209,100,177211,267490,150043,96822,53885,22216,5490,896,15725,91674,166450,208786,188753,83327,18521,817,0,3796,6138,24827,75390,161863,209031,293008,0,4228,5167,27568,75243,157392,232796,271659,8207,38640,125791,179411,227946,163182,30244,632,60402,139345,173788,208200,139904,47363,4971,80,73678,244964,151349,112795,89095,64938,33218,4016,16383,39389,63278,117148,193299,218015,111353,15188,7429,37996,104869,140122,169086,163272,104872,46407,498
0,0,9,237,3802,21984,136190,63529,0,13,205,1937,8099,36533,161424,17540,6,1581,6064,15845,37671,81637,77647,5300,5091,958,1957,5691,16269,46388,103675,45722,4522,1993,7253,21230,46003,74092,59565,11093,0,11235,43734,69656,66043,30481,4058,544,1,12359,40990,77381,61758,28651,4277,334,3629,3501,10810,23570,42210,62922,64620,14489,3962,556,762,2082,6366,40533,161828,9662,8149,12030,29800,44899,58069,53267,18826,711,128,1269,12944,45788,60064,60830,37297,7431,1279,19340,52086,58347,47287,29447,14948,3017,174
175858,174089,76184,43403,21248,8977,2366,711,140838,171753,76365,49357,33999,19443,9794,1287,120609,163611,84128,55502,36245,24579,16406,1756,32303,87293,98898,100112,85210,62740,32151,4129,18421,92654,106537,90690,74239,59683,43616,16996,152,34020,187958,167126,90185,21611,1626,158,146,42561,173882,182996,81426,20047,1656,122,38162,113863,94297,80931,66862,52762,41055,14904,77959,130941,95348,68505,57197,41885,27923,3078,9546,3494,12095,32276,64840,104267,162636,113682,74701,105199,111468,102614,64231,27062,7253,10308,8119,76409,120782,101780,80880,57152,37937,19777,431
213363,128137,100710,90997,57144,20723,4891,5134,174249,95847,70454,85765,100379,74104,15546,4755,152532,82914,53292,55093,70295,99144,102200,5629,45246,43525,49313,77128,126226,149055,98193,32413,62552,72411,52964,52723,63278,97823,144296,75052,26417,53185,50869,44062,52329,75703,97145,221389,26488,56169,45186,48619,50591,73855,109123,211068,76055,83125,56988,53256,64465,95844,144883,46483,108938,61335,58077,69552,101263,129151,86564,6219,2901,29764,89435,83253,76698,77694,99465,161889,258485,132959,74926,47086,33535,30627,30687,12794,59664,84937,68310,66655,70329,74777,82712,113715,612
126543,13159,3044,1662,1112,827,526,134,106423,26857,5231,3388,2233,1460,1251,164,109752,23028,7011,3439,1838,1191,671,77,7112,8694,14718,19033,21512,20246,23245,32447,41341,50686,33806,14213,4857,1682,403,19,7,130833,15846,302,16,2,1,0,7,134617,12004,359,17,2,1,0,75580,49085,13562,5121,2339,994,303,23,34110,36769,32017,18736,13387,7511,4163,314,2297,955,1168,1716,3027,5904,17940,114000,8991,20548,24959,25437,23897,20794,15134,7247,75550,44118,16378,6416,2705,1159,490,191,318
69556,75756,84635,81926,57562,21039,5883,238,77015,78828,97005,89255,39420,12838,2109,125,78333,133848,114560,46710,17434,4519,1148,43,36731,67380,95027,95387,56604,30485,12846,2135,54625,157201,114972,48419,15553,4906,885,34,34826,325084,34085,2442,148,10,0,0,33597,331993,28168,2710,120,7,0,0,46898,141931,110303,59427,26559,8702,2583,192,67478,86988,110359,78236,40689,11481,1324,40,2579,4462,7372,16309,41457,100283,159811,64322,286,4761,16566,31406,51282,98123,160088,34083,19923,168093,130878,50725,19736,5482,1521,237,38
0,154,3664,15533,54240,299749,255179,25723,0,1354,18028,68107,197352,234710,127520,7171,17,14348,74615,171554,202196,141650,46874,2988,7440,11499,40458,99533,198359,227120,68821,1012,6990,37087,106787,174997,177704,113414,33597,3666,1,15753,310427,267543,52113,6939,1105,361,0,21600,269220,307596,47982,6319,1221,304,3940,32428,98917,154987,171936,132055,52697,7282,2516,6364,30464,111881,225468,218951,55743,2855,9543,11850,39954,110457,210245,216174,55305,714,898,10381,38775,83970,132373,180302,177091,30452,2130,79173,211551,189177,108026,45487,14968,3730,154
0,3,136,412,490,1459,1254,217,27,366,642,1316,870,435,190,125,244,1619,882,539,307,204,81,95,1831,669,469,363,298,157,112,72,2268,594,377,337,201,121,41,32,0,763,1685,1038,377,99,9,0,0,854,1539,1121,359,88,10,0,2026,660,428,324,241,180,68,44,1472,794,697,533,297,76,26,76,1059,351,354,437,507,501,567,195,8,8,43,69,143,294,690,2716,1639,744,532,421,308,186,103,38,634
80873,72462,40321,65592,100259,79027,78605,50413,95085,84683,66599,101875,80870,73770,62156,5400,144736,113393,120153,70610,66745,42761,12890,1670,32566,78932,79344,119237,118416,87282,47647,11535,107675,178313,162158,78941,32731,14603,4554,844,87383,286953,127322,67300,10299,2155,411,124,87070,294654,115438,73563,8691,1922,518,92,141006,174238,134016,65850,33010,19261,8283,2433,51883,83918,111774,152243,128790,30940,4976,1075,21716,35817,35072,36669,45566,94862,134594,168662,1484,4827,10035,21290,46049,117227,256802,112601,127550,183504,132101,60331,34537,20902,12454,3251,203
86,6288,37936,82981,123325,207987,120808,8166,781,26254,92003,170932,180967,88695,23155,4790,7513,139025,205969,135745,61852,25982,8606,2885,79014,116375,133268,116279,81309,42423,16390,2519,107323,221559,136444,62027,31148,17933,8402,2741,2107,277051,242219,55733,9388,1002,66,11,2235,307043,206167,63093,8004,947,79,9,101757,197550,149908,69737,33449,19674,11127,4375,43330,88341,152433,160760,98151,36897,5397,2268,22076,22652,48702,83297,121590,151058,110490,27712,353,4021,12128,18348,29099,74075,241167,208386,65515,198523,174498,78184,34320,17775,11209,7553,333
97346,32183,19723,15165,13813,8799,8573,48817,95219,38573,23352,14677,11407,9261,9887,42043,85059,35892,29085,19635,13965,11864,12167,36752,96943,30486,18518,15488,15037,15301,15205,37441,139561,29671,25882,20341,14743,9205,4177,839,234767,6676,2562,350,61,3,0,0,234774,6986,2229,383,44,3,0,0,121101,35326,32336,24413,16243,9777,4522,701,103873,31246,19598,17460,12134,11728,11805,36575,43365,18216,19934,23916,25312,28192,42207,43277,5637,9285,11837,13554,15545,18858,24816,144887,140280,26607,22824,22256,17661,9262,3714,1815,1
13189,166093,179976,67780,15718,2651,509,101,16408,148416,159172,79669,30720,9888,1634,110,6035,81556,135668,111865,69269,32964,8497,163,79441,135176,107639,69644,36801,13588,3309,419,2099,3740,27240,107705,145974,87282,52231,19746,0,995,6820,47622,111983,141504,103015,34078,0,1049,5619,51992,112466,139358,107892,27641,1899,10958,62163,130051,124893,68671,40861,6521,64438,142831,117912,69265,33887,14201,3351,132,2575,22730,69647,99696,104570,91223,49722,5854,124503,125292,114414,57533,16622,4274,1401,1978,1423,5249,19424,45823,72847,86425,86230,128596,562
48736,13608,10576,7103,5532,4093,3678,66616,41540,20731,12261,8468,4516,3193,4692,64541,36738,22640,15886,8889,4702,3892,5589,61606,35272,15474,8816,7555,7388,8996,12930,63511,69325,33949,21437,11905,8278,7170,5786,2092,138685,19886,1202,145,20,3,1,0,138018,20843,924,138,15,3,1,0,54861,36132,27505,16071,10251,7613,5271,2238,33956,21369,15984,8607,5829,5652,6420,62125,61358,11250,8198,8914,10007,11479,17369,31367,10435,9265,10836,8929,8458,11794,18601,81624,78135,24128,18978,16902,11575,5774,2667,1783,15
112574,6797,2344,1599,670,207,73,187,111147,9222,2163,1003,600,238,108,144,102628,14009,4229,1786,1234,588,209,102,47149,14834,10597,10125,8483,9740,10971,13057,60609,19190,13383,11942,9659,6082,3557,966,102084,16468,3798,1504,785,453,215,294,102025,16999,3270,1637,727,423,245,275,66697,27703,13826,7021,4043,2970,2293,677,76467,15776,11368,8410,7171,4006,2006,187,146,573,1185,2059,3420,6428,15702,95264,40892,15907,11048,9005,7889,9432,13279,16760,48964,35011,15590,8792,5624,3811,2859,3740,269
