band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
0,2,108,350,1062,3112,7944,12397,34398,34859,1663,0,26,95,310,844,2191,5499,15943,39560,31224,203,0,40,376,1228,2837,6019,12702,24933,36724,10964,72,1346,2950,4175,6750,9761,14666,20167,19916,13064,2999,101,808,674,1581,4119,9530,15976,21003,21319,16024,4666,195,0,0,0,167,1462,8575,19040,24927,24993,13359,3372,0,0,0,163,1315,8920,18643,25030,26333,12458,3033,439,558,1541,2682,4725,8717,15639,24395,23160,12620,1419,699,341,476,938,2543,6259,14676,35401,27764,6692,106,3620,10558,13967,17760,18498,15264,9603,4564,1731,317,13,1,86,905,3968,8448,13321,16987,18932,16907,15194,1146,145,1054,3624,8498,15228,20409,21019,13714,6889,4315,1000,88
520,65647,176041,161614,121683,105843,81696,66047,56602,46552,2198,1097,29836,105922,144116,148247,126683,108454,88500,73925,55745,1918,2618,23389,85089,110416,117029,114961,113916,105873,114379,89164,7609,64243,111811,79947,67452,68944,75111,95317,101309,112089,91679,16541,19438,68023,41020,41173,62474,94540,113047,114167,114535,111083,104943,0,1587,20937,95670,54159,62585,81541,100914,119041,167522,180487,0,1573,29740,87581,53599,63519,80609,100117,121804,169130,176771,25621,72145,52420,43326,52601,81190,113457,123385,122750,124672,72876,29562,75206,86015,87784,95883,99387,104422,114439,105997,77074,8674,8469,53926,170810,156602,103878,75002,63803,65056,79738,94354,12805,183885,135744,130913,112922,78757,48609,29816,25447,33950,86337,18063,44089,74224,39908,37693,41685,48777,58407,70829,82574,125502,260755,559
5469,30580,112206,174684,202887,223000,165525,73819,21210,5710,938,5557,95537,192765,185534,175889,161641,122924,61043,12734,2076,328,10708,96353,147468,149128,154694,142829,141186,111722,57831,3924,185,135494,210590,242634,178479,111925,63921,37481,21884,10419,2915,286,60552,83614,97772,108747,122064,130287,130569,131310,107868,41161,2084,0,1297,14294,40653,97450,164163,206690,201514,146658,95329,47980,0,1234,16283,37876,98819,166064,204564,200275,152370,92941,45602,57022,77745,105984,116207,122723,130378,136532,130996,110816,27357,268,92104,169724,208784,194779,157443,99783,56352,27497,8223,1206,133,39474,64048,128311,147744,140485,127844,114295,102974,89593,52959,8301,46222,122832,132618,122655,105440,91755,82644,86031,88662,84582,52587,31415,38516,72710,86972,98878,109943,116519,114812,105981,115885,124397,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
32865,100138,34324,18599,8910,4702,1570,418,187,192,506,73669,90915,23102,8456,3495,1265,496,246,168,212,387,94778,66437,21280,9279,5187,2724,1204,594,356,290,282,6728,6862,8872,12218,16480,21503,24555,30698,33621,27682,13192,21019,60066,37062,26776,19719,13691,10040,7999,4399,1243,397,0,360,9170,63857,70775,33201,14555,7123,2739,596,35,0,288,10889,62976,69685,33773,14232,7205,2824,505,34,46534,76539,33714,15850,9985,8189,6186,3630,1283,363,138,19067,41536,51366,40096,25689,12959,6614,3317,1137,302,328,1556,599,1510,2248,2842,3541,4628,7124,13214,35761,129388,16697,19182,19061,18591,18024,18358,18674,21835,24505,23503,3981,34054,86692,30270,14788,9033,6074,4512,3435,2778,2940,7835,588
0,919,26951,52987,64697,54797,50748,46760,38765,18755,583,14,9057,48458,63677,56538,49865,48853,40379,29493,9584,44,229,45946,94446,67107,53744,43735,32118,15092,3298,247,0,10460,9700,13150,19891,32019,50558,78950,80578,50564,9784,308,9194,35833,92459,106671,69911,28858,9684,2785,527,40,0,0,3432,95497,203007,48051,5658,293,23,1,0,0,0,2960,102302,199532,45057,5812,275,23,1,0,0,6596,45747,119423,86650,52973,26878,11911,4237,1218,308,21,7248,6878,10657,22187,48643,98808,100531,51466,9156,388,0,3107,3140,4329,8644,15118,25023,38970,56710,85355,104151,11415,1,83,596,2003,4893,11653,28341,75040,123952,96665,12735,3865,80495,132103,77350,36692,16020,6313,2125,737,236,26,216
939,98803,149118,107589,123183,157183,130280,63121,43771,19367,4555,4532,116715,170335,193957,184979,94818,62674,39363,20471,8240,1825,22558,308320,223738,114202,77902,54955,43689,29501,15450,6552,1042,127578,42936,40814,47875,57355,78601,83446,95560,113137,121236,89371,144846,169704,118435,92805,88529,85925,74829,58199,38187,20354,6096,5,5726,77833,248561,165142,138345,103050,74445,45996,28227,10579,5,3204,80045,239650,169363,143190,102835,75008,47407,27424,9778,180762,200072,132659,94934,80700,68302,57292,40993,27627,11510,3058,114076,53228,67256,86684,114242,126520,139398,115931,65849,12712,2013,46449,30638,26417,30430,37982,48343,61302,80448,122037,208845,205018,37105,67326,73407,71446,61790,51421,44443,49251,78052,214008,149660,205496,187182,113634,89298,75464,61938,51107,39414,28814,25701,19861,547
178999,97554,14979,5730,2171,1047,566,352,341,477,1035,229607,56609,9866,2630,1276,679,453,327,408,618,778,217376,64148,10052,4749,2066,1225,977,699,643,634,682,12869,8015,8509,13402,14609,28674,28282,53277,54927,52491,28196,46535,114494,63031,35008,19658,10150,6298,4218,2014,990,855,0,10266,26388,115075,111601,26614,8236,3474,1310,284,3,0,9310,32565,107705,110427,30118,7825,3799,1264,233,5,99323,128253,42070,13913,7142,5208,3475,1876,974,654,363,41584,79152,81822,39581,26487,15970,10124,5464,1799,630,638,3949,1170,1256,1520,1790,2067,2717,4136,8192,27038,249416,18529,29137,32465,31193,29865,30384,30402,33788,32964,24879,9645,82415,150261,34755,13034,6817,4030,2853,2118,1588,1584,3796,589
1,2984,107404,266123,228796,126520,64100,26604,6896,768,61,28,7920,121739,219758,198873,131860,86739,49106,13514,693,27,812,6970,50746,151429,190018,163421,128779,94550,42271,1245,16,209963,298445,167551,77917,39372,20379,10194,4482,1652,287,15,7767,38893,181303,234381,168131,107642,62340,25164,4253,339,44,0,1125,3728,1449,1801,6371,20878,53533,96757,161754,482861,0,1046,3954,1308,1837,6435,21396,51323,98756,164020,480182,6511,2438,34964,139889,229775,199984,131650,70950,13736,338,22,51762,194935,183443,162768,122163,74920,30911,7838,1360,139,18,9461,160956,187308,143521,106640,81758,62417,44347,25527,8041,281,83,1622,6930,18967,40793,80002,146758,243870,226399,57229,7604,5388,6032,33657,76083,122656,168078,183188,129074,64496,33344,8260,514
48563,103948,91154,96580,84171,104138,143404,173027,56664,3879,307,89590,106684,88269,89288,111890,159956,156659,77302,22701,3281,215,90044,124476,96385,108478,120345,124668,114629,80433,40569,5606,202,19157,31917,76970,121978,187270,213440,148939,73215,25542,6523,884,24060,126315,73759,72910,83869,101046,116820,122500,106269,64660,13627,0,19415,180773,303826,216048,109044,48279,18727,7058,2220,445,0,15070,208640,277486,216424,111231,48008,19071,7331,2154,420,65116,118048,83464,86756,99734,109140,106571,101514,87028,43142,5322,40592,84485,95256,111133,153036,178581,129526,81161,26696,5159,210,8162,6900,16510,44270,88849,131882,149005,132943,103585,128907,94822,70773,113469,119144,109267,96486,90041,84262,84926,74695,47801,14971,8899,109028,106016,82943,89845,104276,110925,99524,76919,69182,48278,406
0,877,9921,15258,23739,26396,29456,33593,42044,35418,6769,5,5468,15757,21610,24617,26368,31322,33373,36818,24595,3538,364,15393,32612,30439,30510,31013,31357,29334,16461,4166,1822,8106,7216,13061,21634,30947,39162,44872,34902,19325,4092,154,7394,20056,41574,56312,49031,26317,11655,5719,2796,1888,729,0,2808,25827,85688,65154,29195,11060,3098,554,81,6,0,2638,30510,81936,63317,30473,10910,3048,563,73,3,5794,17439,46530,49961,41535,27309,15723,8634,5329,2677,2540,4369,3780,6088,12406,23774,48126,55181,45662,18532,4246,1307,9581,7797,11708,15033,18355,23758,29217,34462,38725,32240,2595,1,8,117,482,1812,5257,14506,40151,73036,76035,12066,4112,30490,67549,52142,29949,16343,9592,5872,3496,3272,654,220
1,3738,40904,32604,34094,27713,17961,8821,6958,2905,101,1,3990,24248,30603,32088,28939,21584,17857,12486,3941,63,6,26366,31300,28419,22769,20312,19014,14203,10975,2401,35,194,701,1465,3189,5961,12124,23964,39970,49015,33064,6153,367,15713,32184,33097,29422,28905,19225,11751,4357,732,47,0,0,18,30933,59101,43842,28434,9197,2854,1276,145,0,0,68,29678,56166,48418,27061,10300,2952,1044,113,205,24462,34430,27267,22354,21131,19039,14909,9013,2862,128,147,328,1381,3084,6254,15645,40885,61570,42675,3770,61,89,2507,4034,4957,6545,10035,15768,24471,38064,48928,20402,46,619,2330,6070,11834,18979,27328,38969,46560,22721,344,4192,49535,44486,31737,20889,12852,7686,3009,936,411,67,70
44,12169,8002,9189,19733,40559,79810,166225,328052,101692,3744,102,14576,21218,37116,57106,92841,166701,209799,138500,28109,3151,4234,22346,52686,100369,129552,125982,117764,110369,88357,14428,3132,87036,149197,157066,126252,94070,62368,41248,28146,14510,6701,2625,49270,170515,90537,83614,73540,67599,70000,78118,59393,20748,5885,0,93083,328675,232339,67469,21564,9946,7922,6039,1901,281,0,82517,366441,207825,64361,22089,9456,8443,6386,1458,243,58731,122373,95292,86637,75225,66375,65752,79995,75533,35296,8010,37321,66395,90388,112812,138596,113870,91671,68445,40118,6676,2927,14798,84480,140929,133970,114993,92386,71834,53637,33308,18572,10312,316,6741,24460,45208,56859,59843,60694,72970,106252,219147,116729,13311,102803,105681,93606,84895,69668,58005,55254,60055,73611,52330,335
0,0,75,1124,5965,30019,80144,127759,131388,53567,1995,0,41,1298,6270,18292,49402,91360,129698,102003,32648,1024,0,502,9116,30179,61807,84996,93972,81866,56770,12431,397,2147,2887,3985,12578,46739,80679,97115,85796,69223,29029,1858,1094,3496,10355,24055,43785,72476,88080,89371,65436,31014,2874,0,0,38,17389,129505,136378,81400,39338,17417,8847,1724,0,0,37,15314,120618,147515,79539,40931,17967,8524,1591,464,2634,11392,29498,43965,62553,79243,85194,73840,38261,4992,560,1109,2233,11472,35746,83463,92057,91470,94686,18693,547,1172,6512,13183,26695,50146,83110,107677,97310,42023,4182,26,364,6107,25772,53785,72819,78448,74064,63139,38448,17191,1899,229,2985,20983,58353,88951,94731,75908,48048,24705,13868,3275,150
6,150,663,2326,6715,14192,30090,82788,285061,653804,114411,14,233,718,1027,2046,4365,11656,29709,125134,871723,143581,4,83,407,945,1840,3908,9382,26404,114570,853558,179105,1363,2600,3548,4646,6589,10053,16069,30180,82621,458713,573824,543,850,1283,2060,2942,5011,10958,36008,126869,383392,620290,0,1,173,1395,5218,13582,31103,81212,180468,348825,528229,0,6,217,1360,5055,13568,30239,78968,187687,351010,522096,353,473,1261,2203,3325,6644,14239,35131,106364,384799,635414,648,961,1121,1526,2301,3105,5186,10919,49001,795728,319710,16367,245851,399409,223567,132244,83045,49004,25884,11474,3137,224,8858,145325,296737,293528,223606,130270,54211,21640,10506,4501,1024,319,1365,6099,23427,59526,110747,168346,217963,241861,267308,93245,116
0,7,82,303,764,1810,5312,16707,62503,68008,5314,1,14,94,285,555,1168,3884,16242,69046,68466,1055,0,47,419,1012,1810,5147,15029,43313,69735,23768,530,1537,3266,4520,7071,13465,28405,43798,36670,17954,3776,348,829,1159,2811,5583,10901,20618,35890,42526,30633,8944,916,0,0,0,195,2550,15447,29517,39923,44801,24804,3573,0,0,0,191,2445,15853,28802,40529,46387,23547,3056,518,861,1640,2960,5866,12035,23475,38766,47944,23871,2874,604,294,448,1033,2507,7473,22728,57219,51735,16117,652,4362,18035,29041,37816,33836,21849,10514,3750,1197,373,37,6,34,543,3829,11889,22506,30680,35530,30890,23309,1594,251,1131,3528,10578,24817,35956,35674,26291,14876,6867,841,141
20,9945,4956,3382,6388,21622,49855,141473,285951,274317,13116,581,11654,1936,1766,3383,7594,19663,59896,266513,427260,10779,7596,5734,1881,2639,4032,7648,17478,68244,293183,389549,13041,18359,4523,9864,17559,34598,70706,101129,142413,180224,203401,28249,17172,1556,1414,1775,2728,5360,13104,39801,171949,326644,229522,0,61,11421,6985,6239,12737,35367,98250,200404,318811,120750,0,33,13289,5041,5921,13334,32809,102851,225045,307709,104993,16020,1459,1820,2649,3716,6400,13591,29352,94942,368663,272413,16418,1582,1584,2482,5086,11041,30899,97821,261691,361049,21372,16734,107218,285252,208916,99298,48730,24804,12623,5938,1462,50,32824,162137,231332,181171,105205,47251,17486,7919,4278,3565,17857,5171,11066,3123,7300,15654,29623,53500,88586,139226,234101,223674,120
294953,59207,11688,6662,4600,2496,3487,1360,707,292,1086,274417,67731,17371,7967,5798,4646,3645,2920,768,421,854,213100,84828,34902,19656,11189,8446,6987,4948,1407,448,627,99202,60400,43570,33424,30624,23860,24759,19621,18325,18276,14477,92609,67251,39223,36733,35135,33276,29770,24915,17225,8741,1660,48447,295926,27547,10087,2741,1095,462,171,49,11,2,52226,289080,32728,7901,2705,1223,440,176,47,11,1,104016,79776,59149,41085,28289,24236,17656,14462,11040,6067,762,189343,69780,42999,29755,21645,14671,8855,4955,2624,1059,852,132,1240,4403,7907,10520,12975,17122,25432,42594,81813,182400,125430,59293,37709,28300,21386,19047,16729,17933,19347,28356,13008,44557,83040,57937,44519,35002,28612,22869,18095,14237,14627,23043,272
0,0,2039,7807,19867,44990,94867,70381,23453,1957,431,0,4499,14576,23230,31730,58609,83578,41938,5853,1386,393,500,24989,31726,29782,40507,55867,56532,22547,1949,918,475,26947,25099,44114,53484,41682,28234,18350,13525,8593,4585,1179,33858,14499,14756,14921,18027,29498,46549,58145,31332,3230,977,0,17487,83995,115560,38132,8726,1787,92,13,0,0,0,16541,90219,112456,35537,9209,1730,86,13,1,0,32760,14214,20146,21060,24511,34915,49866,48778,17031,1507,1004,20435,16310,25444,42746,64071,56447,28561,8295,2238,715,530,15298,6082,13439,40686,50846,33899,24078,22132,24701,27056,7575,1433,12313,34552,45383,37002,26557,18527,17024,17561,24614,30826,25455,16371,18208,17790,17867,20689,25931,31555,33331,39813,18782,379
12794,120470,97596,63568,42818,31031,20145,11690,7733,3219,678,1934,26124,36433,45956,53464,62053,66471,56771,42000,19416,1120,1554,15580,20793,26739,33638,46864,60300,71715,82211,50172,2176,4065,8708,8338,11755,18108,28761,47120,66062,79990,84606,54229,639,1456,2530,5478,9861,17377,31047,50779,88248,110793,93534,46,291,3040,23953,51516,74049,93634,87322,43077,21661,13153,46,260,3923,23109,50134,74699,92254,90895,43797,20572,12053,514,2351,7100,11827,18085,27951,39424,60342,92501,105823,45824,3191,6772,8751,13237,19024,26220,43955,70640,118090,97930,3932,1417,8165,28636,43882,53274,58431,58524,56684,51531,34503,16695,245048,89938,37216,17359,8730,4874,3032,2029,1364,1300,852,984,6730,11396,17905,28460,40321,48886,51325,48901,59069,97764,581
68,3303,10332,20549,29182,33343,64082,117864,180336,87367,2191,420,9255,23915,30598,54284,68784,110787,104838,105066,38051,2619,277,24813,54964,49110,61637,79663,89974,91981,71321,21943,2934,2255,9849,25140,48926,72041,102693,119590,100738,53162,12554,1669,1225,6645,25825,46548,72584,94023,95873,79824,62908,43489,19673,0,817,48880,159942,176978,119153,35043,7444,360,0,0,0,683,54783,157173,173090,120412,34647,7446,383,0,0,1189,9500,31756,49701,68269,88106,93744,80614,62967,44899,17872,1080,2971,10345,25543,54488,99629,145968,126512,60451,18533,3097,354,12559,31484,64561,79325,82722,81198,80418,71040,42034,2922,7439,44271,59690,60590,64038,68589,71862,76586,64848,29660,1044,220,14022,46964,73774,81891,79092,71054,59086,45631,43963,32920,236
186,29221,152614,278061,248296,181431,111359,54640,20107,5889,446,1738,40074,187668,230794,217433,163760,128767,77954,29324,4550,188,6400,17576,106855,186102,200809,181795,160692,137704,78047,6164,106,190372,296236,225435,147775,94021,58828,35546,20643,10252,2809,333,14751,46805,181833,259763,205283,156103,121866,75077,19693,978,98,0,711,9649,3957,9720,28507,58325,98898,133275,204497,534711,1,378,10306,3580,9718,29039,57801,97881,139833,206372,527341,12757,6140,59046,165399,242196,234127,181850,137170,41999,1393,173,75369,175583,184539,190208,171824,141921,90603,39197,11313,1585,108,14427,142193,212736,188546,150535,119556,93868,74893,56308,27417,1771,1639,13535,29711,52095,87596,141319,211249,272374,207050,51730,13952,11165,16447,63774,105613,150753,203665,214514,154788,90096,55499,15936,515
