band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
0,8,207,577,1948,6302,11349,27882,44696,2926,0,40,163,524,1383,4034,11705,36800,40805,441,0,73,607,1771,4657,10324,21868,37923,18529,143,1489,3554,5156,8654,13054,19894,21909,17381,4643,161,856,807,2186,6327,13875,20641,23841,20044,7039,279,0,0,0,415,3400,13193,28848,26424,19741,3874,0,0,1,429,4216,16163,25389,28208,17711,3778,469,780,1996,3488,6812,13432,24027,26815,16074,2002,731,384,594,1581,3929,11838,30266,36726,9656,190,4703,11988,16450,20369,19177,13413,6804,2484,485,22,3,140,1603,6033,11633,17263,20273,19450,17776,1721,197,1476,5073,11836,19770,23636,18594,8930,5075,1308,88
1375,96133,186036,173300,125648,99111,78418,65548,55065,3809,1662,47142,129636,158589,158931,128216,102332,87255,66913,3767,3100,35554,103258,126714,130495,124234,118569,122431,108580,11508,76689,116924,84373,71703,80169,95530,108042,119396,109605,22012,25706,70398,44029,50751,86359,116759,126028,125584,123490,115339,0,2775,47668,90730,57467,70661,114566,114266,186804,199506,0,2583,63258,75642,61964,80133,102275,119287,181661,197640,30820,79126,52619,50490,68716,112917,134263,132557,138720,84215,35477,87103,95126,98944,105739,115017,121643,120569,91880,12945,9272,81897,195057,150382,96797,74234,69757,81727,106301,19019,198123,148006,141207,112036,70243,40316,28369,33133,82008,31002,54902,72473,41886,42603,49114,58860,73481,86611,126891,277622,559
6791,44046,148103,198358,242050,220017,114184,33360,7933,1186,8369,130502,206457,204601,195848,147239,95635,24095,2856,426,14818,120914,164114,165223,164834,158441,136122,82660,8666,236,153616,244057,249860,171587,97174,51762,29144,14295,4152,381,67123,96166,109651,125519,138661,144429,145850,127967,57474,3188,0,1767,21553,65280,133611,186329,259392,166568,128589,52939,0,1614,24928,60799,145859,211271,226109,173143,119220,53085,62855,92198,120146,129721,137805,149230,146184,132800,44718,371,106004,195084,235472,198687,144141,81302,39928,13364,1867,179,43277,81792,151175,161026,148230,132354,117829,103086,66035,11224,56474,139314,144408,128188,108751,94687,92201,96670,95340,59995,34346,48299,84717,100421,115053,125050,128240,118834,123727,137341,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
47372,95336,31191,15715,8320,2799,715,231,203,529,89884,81370,20457,6475,2209,841,338,207,207,423,107077,59882,18803,8478,4357,1945,806,431,330,302,7339,7918,10562,15441,19003,26106,32111,36435,32199,15297,28330,61268,37358,27018,18249,12481,9627,5909,1720,451,0,1223,17901,88021,55513,22413,12351,3865,1082,42,0,945,22032,84141,58209,22254,9924,3934,930,42,55132,77412,29948,14668,9841,7699,5130,1925,491,165,21495,48122,55612,39539,20379,10228,4605,1695,383,353,1611,742,1934,2724,3404,4526,6528,12159,33288,135495,18599,21133,20806,20252,19833,20502,22353,26374,27281,5278,44998,84408,26852,13629,8294,5593,4145,3169,3131,8192,588
0,3113,44091,65062,60787,57937,52773,46284,24703,1212,36,16604,63298,62783,60710,55736,46752,35705,14266,72,685,68008,94167,66171,55475,41853,23056,6150,394,3,11322,11130,15493,26284,44024,71821,91986,68116,15293,493,10143,48097,113628,106645,53909,17680,4895,886,79,0,0,9090,159694,163956,21360,1766,92,4,0,0,0,7313,172077,153867,21337,1306,60,2,0,0,7649,70484,124752,80434,43907,19476,6869,1936,425,30,8012,7613,13716,32132,77355,117096,81076,18139,821,2,3422,3527,5655,11650,20991,35497,55010,84674,117234,18302,2,130,943,3135,7838,20975,59271,129642,114538,19488,5408,107757,132208,66629,28253,10758,3533,1061,321,34,216
2365,124882,153863,111951,158001,175137,87711,53512,24952,5535,8489,145669,205784,200501,165199,81637,50021,27805,10481,2323,37619,354047,203109,109693,70922,53700,39152,19746,8558,1363,132711,46018,45684,56644,71666,91095,101292,118178,133204,101417,161328,181009,119837,99207,96483,89398,70981,47157,25240,7269,5,11750,136521,262396,156279,118951,109372,52482,38193,11960,5,9790,146151,246522,171009,129313,91766,55922,35508,11923,205948,205941,132331,98215,82653,69121,50923,33872,15260,3645,119759,59685,80303,104071,132926,151717,137924,88822,20244,2458,50660,31595,30061,35682,46671,60802,79437,119296,212341,231364,42999,75962,80651,75784,62710,51453,50668,72166,205628,179888,232871,185783,115956,93003,75825,61586,47916,34241,28254,22474,547
212775,72385,9549,3819,1470,861,421,383,493,1095,231346,59187,5910,2562,1396,540,421,399,651,839,231838,52914,8344,4096,1863,1227,819,718,684,748,13606,8498,10979,16007,17864,33831,52225,58456,58620,33165,59510,114649,62995,31452,15803,8692,5342,2689,1210,909,11,14220,35310,156361,71754,16262,6870,1915,538,10,11,13230,47493,147894,72283,14788,5164,1936,441,11,115192,126170,33450,11599,7368,4380,2697,1222,743,430,52781,95728,56691,50853,21808,13495,7796,2598,809,692,4123,1155,1490,1837,2080,2616,3810,7502,23773,254865,21325,32662,35556,33412,33536,34346,34091,37120,29745,11458,106435,137412,28627,11194,5838,3663,2573,1858,1688,3963,589
2,8105,174299,304619,193697,93964,43008,11129,1357,77,89,17940,167423,252922,183112,115999,67069,24183,1486,34,1780,9676,81213,193377,203501,154858,118529,63512,3791,20,248022,306764,149582,68067,32969,15153,6783,2446,448,23,8333,62616,231048,235673,151910,90953,40659,8471,541,53,0,1646,3648,1565,3293,11368,46637,83187,173385,505528,0,1531,3927,1403,3654,14454,43865,88826,173026,499571,6598,4499,62564,197043,250320,177943,103337,27156,774,23,65999,217999,197493,166923,109129,54882,15192,2379,239,22,15708,194009,195980,141747,103896,77922,55712,33364,11438,481,125,2462,9968,28104,61063,124318,232285,273578,90090,8264,5591,9623,47998,101545,158139,201817,169068,85185,40560,10730,514
57684,117962,102683,91023,102988,129095,213010,84421,6559,410,105746,110652,93955,104137,139209,192051,118883,35444,5466,292,108346,123127,108920,124607,139513,128207,107389,55492,9968,266,20358,43440,97568,156359,222906,206003,109911,38963,9193,1134,34988,132338,76489,85636,102537,116855,135372,124693,79592,17335,0,58010,214183,337314,167712,79048,35959,9487,3593,529,0,46918,257462,305184,175672,78518,28340,9932,3290,519,79225,121632,91047,101465,114838,119079,114158,100214,56828,7349,47093,100974,101921,131133,185359,176182,113374,41279,8205,315,8702,8463,23797,64476,121197,159678,155495,120814,129506,113707,80926,127525,129146,115030,102051,95503,93187,86334,57694,18439,12878,131041,105207,92205,106044,120463,115774,90669,76171,55383,406
0,1983,13741,20686,25999,30580,34808,44124,42607,8943,12,8606,19883,23600,28447,32507,35074,40265,31008,4069,814,21741,35934,31676,33950,35029,33492,23330,5248,2257,8725,8798,15335,28685,39414,46214,43435,26372,6241,252,8048,25287,53084,61308,42866,18383,7823,3643,2136,893,0,5278,41091,99821,49340,19334,7509,905,187,6,0,4812,48655,93867,50758,18692,5602,927,152,6,6506,25252,54306,52060,38251,22729,11552,6799,3274,2742,4765,4137,8276,16947,35774,59554,58662,27783,5949,1624,10149,9288,13878,17552,22782,29447,36040,41488,38572,4275,1,20,192,877,3277,10147,31789,73055,86134,17979,4754,42510,73000,48497,24744,13404,7709,4289,3687,877,220
15,12282,41051,42742,30503,24169,12883,7913,4103,139,4,9594,23355,41738,30674,27040,22541,14260,6512,82,54,33412,32033,28303,27352,21020,16614,12886,4073,53,217,833,1974,5000,8852,17826,39749,51128,41981,8240,575,22867,37578,32817,30930,27541,16043,6240,1149,60,0,0,399,52188,54619,39318,23244,3902,1985,145,0,0,2121,51198,59081,40366,17026,4137,1704,167,463,33424,33261,26265,26154,22255,17981,12008,3795,194,165,568,1690,4322,10791,25208,66738,59543,6692,83,228,3036,4840,5778,8863,13966,23049,38143,52705,25192,67,855,3368,8851,16320,25765,38125,50496,31412,541,7636,55949,45385,30504,18476,10884,4995,1366,519,86,70
249,14667,7489,12558,32722,60171,135682,354224,146727,4730,726,17083,27880,47719,78854,143088,220645,183903,45653,3668,5940,28639,70292,124128,138633,138611,126773,106709,25975,3519,99182,169709,166243,125985,85512,55585,36700,18875,8434,2994,67986,171817,95643,89877,76465,74783,82668,75050,28294,6636,0,171368,334087,186720,41336,14112,10775,7047,3488,286,0,157776,376388,158845,41972,14522,8754,7743,2904,315,73783,126535,103386,90067,78501,69827,82278,88879,46458,9505,44230,75877,108546,135619,141352,112356,84399,51920,11655,3265,19006,108028,154728,141136,115048,89004,66068,42231,22155,11815,511,9778,32666,55932,64653,66144,73441,104145,204859,157090,19388,119968,111076,100450,85972,68699,61038,63915,78683,60030,335
0,0,248,2400,15813,66756,118617,149600,75719,2883,0,148,2185,11385,32718,72627,140129,123471,47939,1434,0,1250,14014,43793,85160,99914,92163,75068,20039,635,2489,3059,5756,22715,68208,111369,94266,83051,38284,2839,1250,4685,13865,34016,63905,88446,100334,81456,40073,4006,0,0,151,51108,152463,118145,74017,21432,12584,2136,0,0,263,52051,166474,118650,57797,22987,11665,2149,560,4093,17685,35290,60270,81646,89807,86646,49328,6711,663,1125,4110,22020,62418,93420,106071,107241,34146,822,1701,7979,17361,36880,70885,109503,116799,63227,7645,56,519,9026,36239,68570,83230,85323,75034,49387,22014,2694,304,4995,31924,78590,104093,95184,63580,32613,16487,4266,150
7,208,1043,3989,10039,24179,60283,225420,709901,155137,26,360,852,1374,3150,8285,22662,90226,841534,221737,4,131,585,1349,2738,6926,19805,83586,785447,289635,1565,3022,4082,5766,8826,14481,26013,67763,395200,663488,616,1003,1575,2538,4091,8012,25749,103511,366411,676700,0,11,312,2703,8642,19180,69147,145064,381669,563478,0,13,427,2533,9365,23355,62775,156563,370165,565010,369,658,1544,2828,4994,10852,28215,88095,350606,702045,744,1056,1341,1890,2943,4549,8704,34556,670110,464313,23770,330594,388909,202628,118099,69396,35989,15975,4519,327,13640,193919,335400,302609,198840,92688,32327,13783,5611,1389,380,1904,9973,37493,89577,156175,223265,260198,293071,118170,116
0,13,155,465,1193,3642,12001,49973,84972,8396,1,22,135,458,828,2389,10448,56607,87794,2128,0,88,585,1334,3288,10681,33816,73534,36609,875,1772,3738,5553,9685,21662,42257,44207,25621,5868,447,901,1459,3634,7948,16136,31219,45925,39431,12968,1189,0,0,5,587,6893,21905,44623,45674,36824,4299,0,0,10,584,8033,26334,39503,48653,33427,4266,560,1084,2048,4101,8720,19989,36910,51823,31778,3797,625,338,623,1610,4015,16771,48136,65339,22318,1035,5869,21388,35126,41638,31567,16793,6087,1787,504,51,6,54,1093,6846,18291,30156,37913,35902,27761,2788,323,1437,5282,16658,33779,40955,33230,19169,8794,1183,141
75,11507,3686,4723,12369,35548,118740,273978,325631,24768,1191,11591,1986,2058,5544,13915,43442,199639,511227,20432,9388,4243,2362,3285,5814,13139,42623,238961,467684,23526,18616,5864,12349,23553,50082,102773,136052,186945,234756,40035,17341,1617,1621,2196,3961,9645,28863,139439,342075,264267,0,302,13931,6275,7789,18237,83318,164101,389627,127445,0,201,14750,5607,8857,23780,76923,185659,357112,138136,16159,1580,2306,3128,5454,10230,23969,76269,350275,321655,16512,1663,2088,3519,8046,21365,71376,229873,422229,34354,18175,157644,310480,180966,78471,37217,17715,8051,2228,78,42399,198773,247636,170187,82381,30852,11288,5390,3733,18386,7497,9242,4224,10693,23361,45292,82313,137358,237815,253229,120
310974,45207,13077,5748,2862,4146,1941,1156,303,1124,290127,57615,13668,8979,5441,4105,4045,1219,433,906,225872,83943,30953,16308,11794,8199,5632,2656,504,677,105456,61427,48428,32905,31724,26626,22170,21742,19766,16294,102552,65360,41992,40748,37433,34808,29289,20943,11282,2131,101947,252273,21328,7749,2008,785,353,74,19,2,105562,246506,25432,5801,2106,774,262,76,17,2,113816,81180,61598,38981,30646,21257,17188,13059,7810,1003,197277,70034,40962,33310,20108,11636,7619,3307,1361,924,180,1842,5678,9952,12605,16602,23901,40780,81097,193901,132671,60607,38700,27904,22398,19117,19015,20716,28244,17166,55214,85009,60007,44809,35066,27972,21575,16552,15667,24667,272
0,55,3321,12818,31246,83505,89733,41733,2738,643,0,6807,16314,29771,46069,89337,61575,13862,1524,533,1847,30280,33813,36380,51302,66496,39445,4644,1043,542,28930,30159,52506,55769,38819,24899,16813,10665,5795,1437,35703,15362,16568,16785,24663,42965,60371,46679,5622,1074,0,28285,109255,101312,21761,4497,667,10,5,0,0,26736,116073,97204,21201,4197,364,12,5,0,33995,17091,22347,23939,30855,47367,58635,27858,2651,1054,22200,17836,32562,54252,73252,46192,14674,3348,884,592,15781,7191,20322,54165,47639,30235,24297,26477,29433,10252,1982,16662,43540,47609,35386,23901,18625,19084,22447,36556,27214,18187,19990,19379,20886,25341,33081,36156,42811,22747,379
23959,130279,96859,60952,41887,26826,17432,8502,4206,840,3024,29928,44075,56292,60550,74248,64966,50958,25997,1704,2308,18534,23791,31771,43485,59426,75246,88469,65262,3450,4992,8846,10137,15126,25783,42561,64741,84085,92911,62560,742,1792,3479,7238,14664,26075,47273,84700,122319,103460,52,534,5451,38591,64497,84372,122772,51871,30324,13278,52,465,7540,37314,68193,94582,104152,58188,27060,14196,596,3140,9681,14690,24017,37206,57225,92285,118213,54689,3547,7775,11174,15799,24758,39277,63774,116370,122950,6318,1720,12120,37116,51467,61953,64825,63181,58680,41511,19169,258435,86637,33715,14941,7334,4080,2556,1632,1395,1017,1373,8215,13985,23301,37570,49937,56643,54160,61644,104913,581
176,4040,13999,26694,37777,43485,121029,180838,116942,3637,784,13388,27835,42622,67545,98599,120727,113216,60074,3827,536,35889,58124,56783,78951,92405,101194,89321,31447,3967,2770,12770,33979,61246,93085,127392,125359,71667,18103,2246,1569,9937,33205,61167,91049,109291,94773,73008,52042,22576,0,3885,80429,200703,166592,75571,19931,1505,1,0,0,2930,91287,192495,174117,72071,14166,1550,1,0,1485,13614,39782,63076,84691,100556,97633,73886,53220,20674,1288,4042,14539,39531,80325,140746,154352,85188,24486,4120,747,16092,44206,78936,89918,90048,88965,82150,52576,4979,9882,53901,65409,68271,72491,77178,83067,76621,40039,1758,407,20632,60260,86116,89854,82852,69760,53271,47993,37472,236
588,44897,214840,314333,234135,153495,82353,28598,8439,572,3330,63768,216747,273054,207922,157883,106110,45612,7567,257,7234,28341,143888,216799,219172,183141,162755,107688,13099,133,225322,314467,218874,143090,86010,48253,27917,13835,4051,431,15907,70301,235832,270943,195894,153567,102306,35315,2073,112,2,3560,7700,5732,17018,40255,100877,123251,228846,555009,2,2513,9070,5386,18890,48678,90881,132722,220399,553709,12993,10754,94087,218580,270552,225669,173794,72163,3464,194,88736,197536,205191,207193,174258,127846,60958,17800,2604,128,18652,179539,231501,192401,149872,115039,89160,67502,35652,2932,2338,17290,37755,69550,120154,197217,282314,260956,79879,14797,11542,25043,82167,132548,192833,240631,197852,113687,65928,20019,515
2035,72743,193283,177816,146529,110205,55388,13237,2661,156,1029,51035,116982,142769,156395,149096,113819,39214,3646,68,1772,16834,65743,100549,108970,136065,178304,154812,10964,40,116368,236603,162057,103895,72643,47159,22724,9673,2358,573,10137,48306,109324,143327,171541,157348,93052,33623,7082,313,0,753,4835,6722,22451,50853,115859,135175,221374,216031,0,604,5307,6313,24739,60391,103466,144078,212134,217021,7246,13570,68807,115435,146991,180424,167035,64009,10394,142,39051,98136,128436,154142,161970,120396,56343,14401,1137,41,25762,211526,148082,109441,87975,73073,58144,40605,17581,1864,11068,27026,38665,60409,99030,149949,180812,141089,56181,9824,5471,16862,58302,95997,113784,132652,141442,105998,73373,30172,498
0,0,0,12,234,2659,10346,47431,147841,17228,0,4,40,420,1691,5024,17716,76464,119781,4611,0,466,3029,6325,13676,26929,52260,78531,42086,2449,4882,781,960,1955,5119,11595,26806,57238,94783,21632,4276,1157,2944,7954,18667,34828,52636,61357,36037,5895,0,4337,15372,50489,54427,51717,39647,7130,2521,111,0,2855,20562,47880,59434,54379,30798,7506,2223,114,3388,1660,5435,10844,20183,31546,45065,56630,42914,8086,3743,572,467,783,1797,4258,16846,83958,110340,2987,6844,6544,16670,27724,37096,45636,47306,30352,7321,258,87,461,3183,17094,39304,48094,49208,43476,19390,5454,456,8563,29468,46270,46295,38929,28245,16652,9710,1163,174
95141,206344,85489,48974,33586,19000,8741,3745,1406,410,83703,176556,90214,53143,34697,27778,18693,11953,5478,621,75959,155233,93446,57360,41852,29947,22479,16394,9380,786,22558,56447,80169,78238,81194,69370,57275,38646,16924,2015,11990,56569,87101,80925,71717,60667,50588,42735,29264,11280,0,8987,83626,168431,128212,76531,31982,4318,687,62,0,7540,104529,151981,135535,74784,23593,4248,560,66,17258,89712,86497,72115,61671,54216,46137,37482,28704,9044,54633,105342,90167,68904,53707,45540,37842,28882,16697,1122,8804,2369,5004,13214,28020,48862,73351,101935,153483,67794,54808,81726,87985,89000,80463,55076,28832,11726,3710,9510,6294,32924,95762,91907,80203,66636,51502,36313,28028,13267,431
180640,114787,88833,78787,70160,47360,25483,7744,2646,4659,149472,90322,58154,60059,68308,83271,70122,31595,5814,3982,126262,82922,48321,41115,45211,53291,73140,96002,51233,3602,34766,36979,36566,43098,63803,99213,119836,105502,59275,22061,42529,68239,45761,41054,43067,50048,67100,97786,117374,48141,6962,53188,39484,39020,35879,38114,60938,57871,108784,180859,7641,50361,45500,35551,37409,42504,52598,61960,104857,182718,53644,76669,53234,43034,42843,50972,64581,99761,111407,24954,92436,54174,45620,49528,56144,81760,93340,105501,38433,4163,2080,9916,54068,73810,65479,61464,60771,67057,91034,135420,218665,129694,77578,51541,35978,27479,24394,24114,24888,6768,37092,77225,58418,53604,53227,55842,58986,60621,74599,91485,612
