band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,census_code
142708,46906,11119,946,732,171254,26932,3050,545,630,166959,27281,6302,1237,632,15257,26003,45109,68546,47496,89598,64376,30730,15536,2171,1223,105922,77926,16216,1124,945,106173,80463,13858,972,132544,44616,17540,7055,656,69617,95151,30607,6300,736,2353,4658,7930,18687,168783,39732,41058,40335,48727,32559,129406,40481,13887,7314,11323,588
3113,109153,118724,99057,25915,16640,126081,116446,82457,14338,68693,160338,97328,29206,397,22452,41777,115845,160102,15786,58240,220273,71589,5781,79,9090,323650,23126,96,0,7313,325944,22643,62,0,78133,205186,63383,8805,455,15625,45848,194451,99215,823,6949,17305,56488,139684,135536,132,4078,28813,188913,134026,113165,198837,39011,4594,355,216
127247,265814,333138,141223,30487,154158,406285,246836,77826,12804,391666,312802,124622,58898,9921,178729,102328,162761,219470,234621,342337,219044,185881,118138,32509,11755,398917,275230,161854,50153,9795,392673,300322,147688,47431,411889,230546,151774,84795,18905,179444,184374,284643,226746,22702,82255,65743,107473,198733,443705,118961,156435,114163,122834,385516,418654,208959,137411,82157,50728,547
285160,13368,2331,804,1588,290533,8472,1936,820,1490,284752,12440,3090,1537,1432,22104,26986,51695,110681,91785,174159,94447,24495,8031,2119,14231,191671,88016,8785,548,13241,195387,87071,7100,452,241362,45049,11748,3919,1173,148509,107544,35303,10394,1501,5278,3327,4696,11312,278638,53987,68968,67882,71211,41203,243847,39821,9501,4431,5651,589
8107,478918,287661,54137,1434,18029,420345,299111,91252,1520,11456,274590,358359,182041,3811,554786,217649,48122,9229,471,70949,466721,242863,49130,594,1646,5213,14661,129824,678913,1531,5330,18108,132691,672597,11097,259607,428263,130493,797,283998,364416,164011,17571,261,209717,337727,181818,89076,11919,2587,38072,185381,505863,98354,15214,149543,359956,254253,51290,514
175646,193706,232083,297431,6969,216398,198092,331260,154327,5758,231473,233527,267720,162881,10234,63798,253927,428909,148874,10327,167326,162125,219392,260065,96927,58010,551497,246760,45446,4122,46918,562646,254190,38272,3809,200857,192512,233917,214372,64177,148067,233054,361541,154653,8520,17165,88273,280875,276309,243213,208451,244176,197554,179521,76133,143919,197412,226507,206443,131554,406
1983,34427,56579,78932,51550,8618,43483,60954,75339,35077,22555,67610,68979,56822,7505,17523,44020,85628,69807,6493,33335,114392,61249,11466,3029,5278,140912,68674,8414,193,4812,142522,69450,6529,158,31758,106366,60980,18351,6016,8902,25223,95328,86445,7573,19437,31430,52229,77528,42847,21,1069,13424,104844,104113,47264,121497,38148,11998,4564,220
12297,83793,54672,20796,4242,9598,65093,57714,36801,6594,33466,60336,48372,29500,4126,1050,6974,26678,90877,50221,23442,70395,58471,22283,1209,0,52587,93937,27146,2130,0,53319,99447,21163,1871,33887,59526,48409,29989,3989,733,6012,35999,126281,6775,3264,10618,22829,61192,77897,922,12219,42085,88621,31953,63585,75889,29360,6361,605,70
14916,20047,92893,489906,151457,17809,75599,221942,404548,49321,34579,194420,277244,233482,29494,268891,292228,141097,55575,11428,239803,185520,151248,157718,34930,171368,520807,55448,17822,3774,157776,535233,56494,16497,3219,200318,193453,148328,171157,55963,120107,244165,253708,136319,14920,127034,295864,204052,108299,33970,10289,88598,130797,177586,361949,139356,211526,154671,124953,138713,335
0,2648,82569,268217,78602,148,13570,105345,263600,49373,1250,57807,185074,167231,20674,5548,28471,179577,177317,41123,5935,47881,152351,181790,44079,0,51259,270608,95449,14720,0,52314,285124,80784,13814,4653,52975,141916,176453,56039,1788,26130,155838,213312,34968,9680,54241,180388,180026,7701,9545,104809,168553,124421,24708,5299,110514,199277,96193,20753,150
215,5032,34218,285703,865038,386,2226,11435,112888,1063271,135,1934,9664,103391,1075082,4587,9848,23307,93776,1058688,1619,4113,12103,129260,1043111,11,3015,27822,214211,945147,13,2960,32720,219338,935175,1027,4372,15846,116310,1052651,1800,3231,7492,43260,1134423,354364,591537,187495,51964,4846,207559,638009,291528,46110,7000,2284,47466,245752,483463,411241,116
13,620,4835,61974,93368,23,593,3217,67055,89922,88,1919,13969,107350,37484,5510,15238,63919,69828,6315,2360,11582,47355,85356,14157,0,592,28798,90297,41123,0,594,34367,88156,37693,1644,6149,28709,88733,35575,963,2233,20786,113475,23353,27257,76764,48360,7874,555,60,7939,48447,73815,30549,1760,21940,74734,52399,9977,141
11582,8409,47917,392718,350399,12782,4044,19459,243081,531659,13631,5647,18953,281584,491210,24480,35902,152855,322997,274791,18958,3817,13606,168302,606342,302,20206,26026,247419,517072,201,20357,32637,262582,495248,17739,5434,15684,100238,671930,18175,5607,29411,301249,456583,175819,491446,115688,25766,2306,241172,417823,113233,16678,22119,16739,14917,68653,219671,491044,120
356181,18825,7008,3097,1427,347742,22647,9546,5264,1339,309815,47261,19993,8288,1181,166883,81333,58350,43912,36060,167912,82740,72241,50232,13413,354220,29077,2793,427,21,352068,31233,2880,338,19,194996,100579,51903,30247,8813,267311,74272,31744,10926,2285,2022,15630,29207,64681,274998,193278,66604,41515,39731,45410,140223,104816,63038,38127,40334,272
55,16139,114751,131466,3381,6807,46085,135406,75437,2057,32127,70193,117798,44089,1585,59089,108275,63718,27478,7232,51065,33353,67628,107050,6696,28285,210567,26258,677,5,26736,213277,25398,376,5,51086,46286,78222,86493,3705,40036,86814,119444,18022,1476,22972,74487,77874,50774,39685,18644,91149,59287,37709,59003,45401,39369,46227,69237,65558,379
154238,157811,68713,25934,5046,32952,100367,134798,115924,27701,20842,55562,102911,163715,68712,13838,25263,68344,148826,155471,2534,10717,40739,131973,225779,586,44042,148869,174643,43602,517,44854,162775,162340,41256,3736,24371,61223,149510,172902,11322,26973,64035,180144,129268,13840,88583,126778,121861,60680,345072,48656,11414,4188,2412,9588,37286,87507,110803,166557,581
4216,40693,81262,301867,120579,14172,70457,166144,233943,63901,36425,114907,171356,190515,35414,15540,95225,220477,197026,20349,11506,94372,200340,167781,74618,3885,281132,242163,21436,1,2930,283782,246188,15716,1,15099,102858,185247,171519,73894,5330,54070,221071,239540,28606,16839,123142,179966,171115,57555,63783,133680,149669,159688,41797,21039,146376,172706,123031,85465,236
45485,529173,387630,110951,9011,67098,489801,365805,151722,7824,35575,360687,402313,270443,13232,539789,361964,134263,41752,4482,86208,506775,349461,137621,2185,3562,13432,57273,224128,783855,2515,14456,67568,223603,774108,23747,312667,496221,245957,3658,286272,412384,302104,78758,2732,198191,423902,264911,156662,38584,19628,107305,317371,543270,94676,36585,214715,433464,311539,85947,515
74778,371099,256734,68625,2817,52064,259751,305491,153033,3714,18606,166292,245035,333116,11004,352971,265952,119802,32397,2931,58443,252651,328889,126675,7395,753,11557,73304,251034,437405,604,11620,85130,247544,429155,20816,184242,327415,231044,10536,137187,282578,282366,70744,1178,237288,257523,161048,98749,19445,38094,99074,248979,321901,66005,22333,154299,246436,247440,103545,498
0,12,2893,57777,165069,4,460,6715,94180,124392,466,9354,40605,130791,44535,5663,2915,16714,84044,116415,5433,10898,53495,113993,41932,4337,65861,106144,46777,2632,2855,68442,113813,38304,2337,5048,16279,51729,101695,51000,4315,1250,6055,100804,113327,13388,44394,82732,77658,7579,548,20277,87398,92684,24844,9019,75738,85224,44897,10873,174
301485,134463,52586,12486,1816,260259,143357,62475,30646,6099,231192,150806,71799,38873,10166,79005,158407,150564,95921,18939,68559,168026,132384,93323,40544,8987,252057,204743,36300,749,7540,256510,210319,27841,626,106970,158612,115887,83619,37748,159975,159071,99247,66724,17819,11173,18218,76882,175286,221277,136534,176985,135539,40558,13220,39218,187669,146839,87815,41295,431
295427,167620,117520,33227,7305,239794,118213,151579,101717,9796,209184,89436,98502,169142,54835,71745,79664,163016,225338,81336,110768,86815,93115,164886,165515,60150,78504,73993,118809,289643,58002,81051,79913,114558,287575,130313,96268,93815,164342,136361,146610,95148,137904,198841,42596,11996,127878,126943,127828,226454,348359,129119,63457,48508,31656,114317,112022,109069,119607,166084,612
136602,6485,2294,1206,420,127171,11927,4744,2217,948,126282,14567,3923,1883,352,11807,22489,32437,32872,47402,74275,55555,14500,2526,151,85215,61615,172,4,1,80010,66816,178,2,1,112466,27205,5668,1529,139,58425,47508,26916,11777,2381,2881,1829,3644,11330,127323,20533,38930,39696,32316,15532,107573,30293,6922,1780,439,318
112921,135348,114511,31427,2388,123002,152058,101055,19612,868,148716,191480,48430,7488,481,72291,145757,123417,47255,7875,147014,194133,47741,7382,325,315226,79891,1462,16,0,307984,87145,1454,12,0,129480,184657,67401,13875,1182,116148,169246,93542,17283,376,5052,11637,44044,174878,160984,2072,24572,65280,171781,132890,106688,226498,53765,8752,892,38
26,6516,53582,452930,141188,219,24333,212582,346359,70749,3661,113897,308539,207891,20254,12594,59238,246173,314303,21934,22672,161692,287574,165967,16337,2171,389800,248564,12698,1009,1828,390210,251804,9501,899,16759,145109,266857,196465,29052,5329,45396,272222,313528,17767,15056,60809,257206,304475,16696,4872,58126,173125,287840,130279,28885,307674,237934,68883,10866,154
0,205,675,2386,705,219,1137,1705,691,219,1248,1625,650,313,135,2263,769,544,261,134,2663,638,445,172,53,325,2370,1114,160,2,298,2421,1121,129,2,2444,738,457,253,79,2004,1035,708,129,95,1283,571,749,831,537,12,59,159,537,3204,2127,883,571,297,93,634
138151,63535,138172,124709,102985,150612,114089,150992,116883,37862,202160,191819,106350,66114,6515,70864,145239,188643,132335,37878,199609,270864,85646,20953,2747,328586,198469,51092,3410,390,311356,214736,52799,2704,353,240077,224535,79254,27860,6371,102742,171134,232108,55897,3718,43612,55694,64624,164794,244234,3930,15690,51360,215574,283761,231636,227142,73449,32412,9991,203
1567,55114,169120,311644,50132,9769,139345,290157,135607,12699,74542,309921,158084,38643,6387,144900,208694,160230,63811,9942,249650,232392,71860,27103,6572,112744,426550,46413,1829,41,99812,439722,46589,1416,38,210986,256302,80073,30423,9793,91013,225666,216168,50446,4284,32949,74010,163902,232478,84238,1891,17865,36804,144713,386304,175785,284241,85988,27575,13988,333
117003,37875,22179,13200,54162,121607,38237,21730,14190,48655,108607,45684,27271,18194,44663,117050,32266,23910,24808,46385,158171,41497,27943,14059,2749,240091,4053,269,6,0,239904,4247,265,3,0,142618,51394,32499,15210,2698,123775,34052,24329,18717,43546,54897,31124,39675,47046,71677,10957,18379,23223,30602,161258,157241,37007,32597,13922,3652,1
91708,291219,58280,4502,308,86501,259443,83696,15757,620,45420,204595,143925,49144,2933,161697,174360,87690,20538,1732,3523,43062,212741,138193,48498,569,11838,122392,215773,95445,477,11769,138999,205761,89011,5295,90129,214946,108068,27579,149652,192804,79998,22292,1271,10812,102306,165699,138429,28771,196924,183872,55837,6701,2683,3516,29523,95516,135844,181618,562
57667,17017,10008,6311,68939,55845,21174,9841,5283,67799,51535,26537,10035,6514,65321,45602,15672,11657,15500,71511,90477,37386,15475,11478,5126,157049,2783,106,3,1,156819,3024,95,4,0,76646,45788,20646,11725,5137,47552,25608,11541,9297,65944,69213,13360,15049,19273,43047,15556,16925,13592,20136,93733,93814,31026,23131,8782,3189,15
117666,4564,1633,363,225,118015,4733,1294,377,206,113114,8227,2370,881,193,57005,17900,14390,15791,19870,73702,21691,17646,9524,2825,116050,6740,1703,673,435,115655,7151,1776,604,415,85129,24832,8618,4719,1932,86851,18898,11887,6759,996,431,1797,4333,11662,106554,51201,18558,13435,15388,25630,73582,28175,11235,5943,5456,269
11767,3851,17768,48409,21483,14349,17149,35329,30999,4027,19454,36924,30919,11031,2184,35689,44129,14386,3155,1959,11430,25229,25636,29108,5230,11742,64647,15865,2948,2,10840,65833,16386,2213,2,14043,23287,25319,25770,9098,32405,33150,32107,6164,1241,9085,19074,31051,24700,15408,7721,23357,23824,25451,16234,7327,17480,22263,22942,26528,327
92579,179772,118859,64717,6492,40567,119144,144806,135011,23921,23629,74534,128464,181512,56144,18246,61581,148393,181600,55266,15616,24002,69941,179036,178659,194,8651,72704,138935,247881,445,8597,82445,132299,244579,17211,40620,92536,175567,140544,16541,67021,137472,190011,51475,19219,133990,155242,108343,47342,296331,100661,34175,17017,14468,22224,47200,85254,116420,193280,621
4,5745,65262,353848,86290,210,6984,39059,336903,127993,901,14836,59132,347051,89229,15209,79524,157559,222569,36288,4655,13648,112135,321897,58814,550,10444,36785,254783,208587,547,10474,44159,259234,196735,3940,17102,78515,311151,100441,4719,10139,68092,308977,119222,61940,238077,158227,49530,3375,3751,104168,277103,114382,11745,3707,46028,187720,220824,52870,165
35918,66273,58881,33122,7620,33889,63679,58972,39415,5859,54868,69491,49177,25105,3173,9557,30295,67828,68144,25990,48577,88567,46695,16560,1415,8667,111806,63975,16082,1284,7999,112794,66624,13353,1044,54480,77204,43559,22711,3860,14123,38132,76701,70372,2486,6614,12818,29875,70345,82162,1081,10643,35872,94711,59507,70576,88906,30841,9871,1620,71
466245,50663,14909,7862,27946,455280,58858,18788,9834,29067,437275,77128,20851,11345,29457,240019,153098,101331,42990,42772,331256,171413,63694,17886,6988,565875,30040,87,1,0,562187,33729,91,0,0,324503,177695,58536,20475,6119,383046,109947,35244,12113,23637,59111,15508,30247,108412,362772,47616,102670,139288,136033,146220,235929,247663,74343,18496,3779,24
48411,199933,89473,35643,1333,29308,130919,133171,73886,7509,16501,68160,99267,155446,35419,132547,101011,66500,59461,15274,25856,84086,109443,81017,74391,554,8727,38828,95721,230963,518,8815,44370,93022,228068,11093,61424,113750,119800,68726,52709,135023,98049,66185,22827,113341,113086,73622,55440,19304,107116,75989,95185,76315,20188,13369,49588,67327,120616,123892,464
289143,173508,48663,13639,5051,177653,165791,126883,50869,8808,139797,132218,131004,109264,17721,69471,87035,142524,158514,72460,46408,83031,115375,165893,119297,12859,133476,182205,123714,77750,11552,135032,196015,112363,75042,57078,103807,120681,162597,85841,116787,93198,137491,150759,31769,6875,50688,138858,182138,151445,296292,126654,56459,33788,16811,44252,102980,131405,122535,128832,631
137881,67284,15451,3428,3104,123678,80266,16545,3589,2947,118602,74038,28054,4053,2138,37440,58099,52539,43595,35033,51542,78487,68653,25732,1517,106767,115033,2887,721,0,96487,125387,3028,582,0,75917,88872,49515,10132,1787,71918,90341,48476,14328,2423,5223,9897,37019,52629,121812,26916,72763,71368,41760,12666,69674,66504,46206,29720,13515,326
165388,6146,2873,3164,36448,154967,12787,5562,5596,35107,141359,19995,9649,8607,34409,97396,21991,21487,27704,45441,129933,28865,23247,19982,11992,207730,6073,199,17,0,207234,6572,201,12,0,127123,35773,23345,17517,10261,125056,22367,18438,13619,34539,38984,10262,12534,30793,121446,60491,25771,17972,20318,89467,123407,48319,24187,10314,7792,58
12006,84654,137223,158300,19527,33480,115795,106134,125563,30738,28661,98999,92950,129665,61435,18131,100973,166832,115144,10630,18965,41638,71417,123435,156255,9733,81197,217367,101121,2292,8895,82643,233012,85408,1752,24443,55012,74890,118868,138497,28958,113493,102588,118032,48639,20542,121972,132237,108734,28225,239958,85580,38516,28930,18726,13668,46754,68341,92549,190398,367
27178,41624,81357,121332,17132,26449,56087,75284,123342,7461,42538,54720,84316,103185,3864,88994,126550,61961,9663,1455,57979,48847,57898,89347,34552,10848,69366,116996,90410,1003,9809,68545,131577,77856,836,58673,49997,65868,89103,24982,64224,89262,89939,43890,1308,33631,130267,62399,36429,25897,23355,79942,59942,58522,66862,38985,38749,48519,63775,98595,369
412718,275702,85807,31358,10922,454204,225872,96911,32613,6907,522597,186091,68528,30218,9073,128115,87866,108860,162922,328744,383361,188998,142345,76083,25720,9400,434586,274866,87640,10015,6414,436557,286756,77219,9561,443249,189008,108187,58799,17264,177935,158984,262631,196077,20880,47197,33415,69653,139611,526631,96701,137939,143537,158494,279836,467512,168785,95902,52201,32107,546
13014,179664,105088,22167,1852,62546,161167,79264,18246,562,75652,114602,80229,49551,1751,95010,147880,58390,17975,2530,78404,104013,70380,60121,8867,21,26393,171505,98999,24867,16,25521,183600,89458,23190,69570,112450,76051,57925,5789,112958,126141,60405,21556,725,23316,53985,88959,113242,42283,41086,62538,59393,96344,62424,33476,111301,89137,61432,26439,491
1016115,96307,34613,16268,1596,1043978,82587,29791,7975,568,1048915,74842,30350,10378,414,106022,192176,238503,264782,363416,588729,368926,162631,40677,3936,1123646,39623,1566,64,0,1117071,46199,1595,34,0,919778,177254,51636,15049,1182,525453,328267,185544,107688,17947,2185,10842,30753,65278,1055841,242696,320328,274411,224845,102619,885335,179403,60506,26203,13452,314
18,1828,18631,262583,2288018,31,307,3217,91166,2476357,76,803,6913,84907,2478379,963,3634,15999,158756,2391726,602,1827,16765,170432,2381452,33,5488,67061,474052,2024444,80,5446,83394,477109,2005049,412,2983,17817,127243,2422623,382,372,1565,29076,2539683,1603985,752806,160907,46820,6560,118084,1171319,1132688,138348,10639,5679,74271,309010,1253351,928767,113
783,10379,24403,94059,27767,3753,32574,81727,38021,1316,21825,91442,38672,5359,93,66819,62902,21700,5448,522,93874,43113,15511,4753,140,51634,98714,6642,398,3,47212,103205,6686,286,2,84200,52586,14907,5261,437,57085,73022,23189,4055,40,12881,16891,49379,65356,12884,59,2208,7377,25415,122332,53508,72637,22532,7025,1689,341
398755,46850,19023,7485,1482,419179,39842,10087,3435,1052,417236,39674,11231,4084,1370,40491,78832,120303,160835,73134,275969,123048,50021,20004,4553,8756,323458,129413,11342,626,7379,325031,131701,8933,551,350007,85560,25978,10173,1877,226749,188370,46926,9881,1669,6831,5457,10208,29875,421224,57617,78825,96383,151540,89230,329085,92344,30091,12595,9480,575
196309,11939,4782,2709,3103,199000,12334,3720,1584,2200,200886,12020,2779,1514,1642,35008,34104,45003,70394,34344,122789,67383,19893,6610,2188,138957,78176,1525,194,10,132037,85129,1559,129,9,160242,44750,9226,3431,1213,124482,61270,22878,7905,2328,1829,1217,3007,16198,196586,35767,56763,59477,45755,21076,139657,57178,15005,4833,2180,590
396102,357562,116257,50266,4008,211141,396209,199210,95876,21759,201926,292635,207060,183400,39174,150490,304744,309102,138819,21040,82184,119697,209146,312067,201101,32572,196424,349013,265762,80424,30442,198230,375926,242614,76983,101452,195204,217204,271228,139107,181904,318760,268347,136599,18585,48116,169264,244299,265592,196924,529901,193629,88211,59339,53115,63624,141857,175796,184137,358781,398
9221,350072,129432,11323,490,23836,333132,123287,20065,218,19031,266602,165891,48815,199,324347,119144,43255,12203,1589,75447,274676,117488,32673,254,744,8059,36234,251331,204170,671,8131,46551,251787,193398,21841,256535,176160,45824,178,221332,210801,63580,4786,39,97589,160560,123982,98064,20343,3200,50680,111767,255604,79287,23568,139097,151488,120227,66158,512
307367,92314,63660,46721,59643,281627,131042,66837,41210,48672,298288,144241,51370,36402,38793,102064,108777,140639,130612,86711,143810,212144,119306,56562,36355,262060,282491,19032,4044,0,230246,314375,20379,2773,0,202879,209667,77051,39237,39589,185869,164395,127063,60882,34138,85878,27686,54692,107112,293109,36780,134424,176593,144918,73106,184866,177620,98476,47401,57378,306
29,6412,109085,291684,67836,666,9921,74780,271039,118640,2433,24026,96979,277075,74533,14223,49469,134363,234193,42798,7021,23965,140893,251311,51856,3236,36242,82256,252429,100883,2713,35744,97146,245782,93661,6173,22509,104960,252954,88450,7271,10514,71457,314837,70967,41964,174232,167116,83329,8405,4347,102158,214306,130947,23288,7254,90854,180795,155096,41047,168
162666,1380,401,136,196,161353,2268,768,228,162,158233,4619,1429,379,119,59162,26441,24720,27840,26616,96518,42109,20660,4862,630,163795,924,60,0,0,163717,1009,53,0,0,126091,30097,5920,2332,339,114996,30209,13201,5126,1247,458,997,2192,6713,154419,60806,31787,22451,22301,27434,106999,44159,9813,2857,951,270
13163,24786,33172,85140,33694,14922,30679,52086,85682,6586,23345,81665,64375,18691,1879,3952,14129,54361,98441,19072,36481,90294,47066,14206,1908,4863,125043,51847,7985,217,3144,127139,53238,6236,198,47652,79947,41451,17345,3560,2051,13078,96222,75759,2845,3334,8860,32112,82629,63020,383,5790,24500,65992,93290,72038,80445,27889,7714,1869,232
0,118,6176,94691,348507,5,974,35969,298551,113993,188,35183,181783,213808,18530,4635,10561,54861,291366,88069,9103,58053,174127,180129,28080,3576,99227,193831,151115,1743,2738,101471,213850,130179,1254,11026,63210,163812,178619,32825,2773,5636,59682,340635,40766,3275,41042,180021,210711,14443,4927,44357,115007,199906,85295,23257,183612,184125,53896,4602,194
145097,267706,500714,794561,152288,135131,269452,547688,673268,234827,107636,245794,408026,658557,440353,368502,405317,407869,462247,216431,71981,142645,318812,641771,685157,1326,108334,293946,669867,786893,932,108793,330556,658334,761751,91736,186391,296186,648456,637597,227146,353428,404683,553227,321882,433101,706162,342793,246946,131364,837632,624461,236656,92365,69252,73853,167503,239033,331781,1048196,552
33295,132716,204469,224938,41136,68661,138332,174761,203126,51674,80918,150894,179186,166154,59402,77928,176681,209009,147006,25930,54546,91958,158087,216784,115179,4928,161199,287035,160221,23171,3802,161982,306499,142748,21523,65340,109862,157848,192058,111446,70453,138836,180068,189359,57838,42520,117817,210693,209729,55795,142444,207994,151416,92874,41826,27599,110967,185543,168287,144158,463
293805,292247,183619,94218,12793,145523,202697,198027,240703,89732,61724,135352,168995,240382,270229,75030,141178,202841,286147,171486,26558,43517,98780,231127,476700,5621,67785,262265,423745,117266,5061,68386,296950,399423,106862,26877,60942,121345,246426,421092,91824,154918,165794,231362,232784,116114,317732,221024,155895,65917,710824,103715,30653,18336,13154,27329,48951,97372,152730,550300,566
