band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,0,8,86,278,420,1023,2443,4784,7099,9961,22171,34402,12982,238,0,2,38,77,170,440,687,1573,3157,6004,13263,29238,35569,5649,28,0,2,71,293,715,1370,2474,4572,7935,13131,20731,25929,17360,1302,10,987,1364,2692,3217,4329,6264,7999,10780,14169,15006,14757,9527,4107,676,21,603,506,554,1139,2579,4795,8283,11962,14271,16286,15129,12470,6205,1051,62,0,0,0,0,43,372,1421,5151,10021,20055,18538,16679,15818,6283,1514,0,0,0,0,43,387,1760,6268,12351,16436,18547,18614,13830,5918,1741,346,257,646,1201,1744,2539,3916,6550,9778,14885,19089,16868,12663,4938,475,546,306,263,374,500,1301,2226,4506,9035,16587,28509,21896,8387,1440,19,952,7250,8489,10415,12585,13819,13235,11236,8119,5124,2808,1356,417,87,3,0,9,134,721,2287,4628,7061,9823,12012,13281,13911,12531,12134,7010,353,32,409,1232,2832,5324,8753,12426,14994,15986,13706,8554,5264,3665,2367,351,88
1,13300,84207,133829,118914,106593,80802,76360,67597,55600,46885,41481,39140,19202,532,268,6153,42383,84305,95140,108780,106611,96841,83695,72525,62320,54742,48327,21958,395,1721,5510,31423,67171,78213,84588,83777,87954,82998,80056,76275,84669,82307,35976,1805,32994,88891,71728,58828,50427,46821,51396,58985,65318,71575,75565,80298,79571,46034,6012,10601,44427,41076,30413,27886,36481,52988,68484,81646,85375,83298,82939,83947,73660,81222,0,0,2775,19749,75018,43631,38298,40069,49761,77977,78581,72274,119724,149085,117501,0,0,2583,18984,77105,42811,39868,45657,56572,65274,76343,79945,110756,143775,124770,11691,48087,50168,36190,32825,34094,42430,59511,79692,85848,90709,90263,92230,85792,44913,15302,46966,60312,63295,64206,66569,66860,79037,74859,79211,84892,78109,66589,35612,2624,7231,9080,74858,129804,123068,92567,68292,54656,48083,46002,48538,56944,72696,49079,3545,143890,104247,97992,96291,86700,70252,51001,35325,24233,19148,18800,23554,41942,63469,7599,13401,73736,40238,28450,27224,28815,31669,35889,40416,47276,53572,59244,74482,122071,207960,559
2229,12145,36463,87378,118115,140968,166253,153434,142380,87677,43502,16365,6547,2120,452,1861,28020,108990,143486,131858,135714,133391,115547,94149,73251,36499,9980,2352,779,151,2614,39328,93790,109273,110202,109862,108365,110922,103988,94374,77445,46963,8353,462,87,92931,132428,172314,174243,142517,104687,70068,46503,32365,21128,13966,8345,3495,940,98,44801,51973,66515,70588,79019,85563,91619,95226,96245,96729,95305,81783,47986,12063,613,0,268,1499,13824,23937,49072,84097,105453,130390,185229,143332,97399,96191,56477,28860,0,271,1343,13187,24628,47912,88204,121389,147537,152389,140751,106112,87015,53821,31469,42894,46581,65578,79053,83333,87481,90618,96015,100402,96997,96272,85715,42365,2554,170,63572,97094,140422,158511,142446,133202,100489,76591,48363,30633,15997,6662,1614,374,58,32248,28342,64479,96652,108723,106826,100534,93426,86624,80201,73554,67160,50636,23916,2707,22950,76329,96509,97404,91595,83597,74242,67075,62121,60362,63766,64743,65710,57757,31868,21710,23576,37359,54772,61949,68417,75076,80583,84444,85980,83313,77781,78890,93883,88295,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
7402,86922,48384,24043,14545,8318,6976,2621,1522,609,201,136,132,156,444,28099,104551,38604,16279,6426,4227,1690,924,436,264,161,120,135,176,319,51326,84935,30698,14505,7968,4808,3338,1858,1106,579,395,263,216,195,221,4953,4850,5454,6442,8293,11268,11180,16162,17767,20756,23454,24336,22719,17404,7373,6286,46982,36330,26461,20851,17064,12922,9837,7971,6634,5511,3391,1428,451,292,0,0,1223,8307,37192,60423,42818,22280,12828,9822,4430,1964,983,131,10,0,1,944,7649,39212,59312,44594,23226,12643,7446,4307,2105,842,117,13,24018,61879,46647,22751,13144,8721,6625,5988,4927,3832,2244,979,382,202,72,10530,25542,33545,39414,31326,24411,14724,10057,5826,3326,2104,870,290,165,281,1462,336,555,1198,1585,1875,2159,2588,3183,3989,5736,8962,17382,44691,106710,11631,14082,14019,13936,13770,13352,13310,13338,13687,14397,16409,17921,19209,11122,2228,9450,74552,45404,20258,12076,8147,5866,4472,3549,2878,2406,2030,2020,2503,6800,588
0,9,3104,20391,44757,44005,36982,43026,38716,34969,35678,28410,20236,5597,82,0,655,15985,39615,43185,43281,38473,42495,35478,31520,27283,23654,13747,590,1,1,9017,59675,67330,51435,41573,38630,32281,26417,17680,8689,2837,346,51,0,7824,6982,7646,9626,12901,19250,25711,38678,51456,63314,58361,38427,13485,2243,58,6295,10366,41579,71774,82431,66068,41532,20925,9132,3906,1447,428,75,4,0,0,35,9055,89839,153610,80201,18654,3860,612,86,9,1,0,0,0,0,86,7227,78458,174419,73067,18756,3471,416,52,9,1,0,0,0,4843,10738,62552,87416,70709,47061,32960,18969,11454,5366,2498,941,353,93,9,5344,4913,5368,8337,12706,24805,47722,66158,80571,62556,30769,5890,791,32,0,2437,2086,2426,3261,5435,8609,12750,18179,25559,34326,44524,60834,80029,53676,1831,0,14,118,482,1199,2397,4344,8391,16078,31894,65087,91932,82230,48395,3401,1923,21089,90153,96228,64400,38209,21441,11737,5833,2788,1225,581,238,105,12,216
29,20321,106897,112594,82889,70331,106834,126918,99386,62351,47237,31635,19601,8514,2372,556,39923,113679,132617,131794,141874,120956,75346,50534,36312,25218,16296,7945,3926,933,3263,128470,259933,151827,94015,66960,49733,41307,33582,27783,19657,11458,6888,2553,480,112340,36212,30177,30318,32562,39448,45258,55025,62478,65725,72170,81575,89210,88824,56587,102997,122921,116419,83888,68909,66247,64033,63693,58155,49470,39601,29067,19419,9221,3869,4,51,11700,71809,171696,155412,108854,90741,75635,80420,50901,30533,28439,16684,5030,4,55,9736,59495,181846,151332,116954,101772,81596,65223,49046,33419,25844,15806,5781,119432,165124,127333,92398,74764,63384,55269,51924,44581,36077,27850,20868,12230,4707,1968,96681,42162,40601,49982,64452,69940,88131,94085,102427,94958,79168,52620,17558,4062,1082,35067,27523,19665,19555,21531,24657,29746,35409,42318,49999,63141,85593,127430,188132,128143,22953,43678,52330,54044,53059,49332,42986,37703,33474,32598,37852,52384,113071,201843,70602,99687,209437,109530,81171,67861,59927,52210,45597,39604,33735,26963,21459,18708,19055,12965,547
90457,151484,43219,6239,5466,1663,985,656,690,286,261,257,292,428,868,157494,111332,21707,5494,1780,1198,1051,449,436,306,223,291,369,467,654,173565,88469,22718,6704,3906,1830,1275,1106,709,606,473,458,450,470,512,10777,5234,6093,7202,8169,11615,8592,19363,23740,27618,42400,40663,39743,35744,16298,19703,87972,66484,44015,30540,19892,11882,7350,5263,3687,2722,1622,906,506,707,0,1021,13210,22423,64606,104642,58968,20504,8544,5714,2083,988,490,57,1,0,1053,12188,22847,60030,112510,60209,19087,7775,3877,2220,1003,394,56,2,49065,118867,73430,25907,12248,6894,5077,3754,2917,2007,1192,720,519,455,199,27821,63490,57198,53530,23445,30569,13268,14888,7147,5353,3787,1254,604,389,508,3526,1056,696,1072,972,1283,1308,1547,1841,2327,3369,5616,11691,39138,227809,12047,19695,22245,23545,23239,22184,21919,23835,22128,21527,25400,24284,22014,13821,5368,23768,155721,64358,22335,10842,6644,4264,2927,2310,1832,1399,1200,1028,1378,3245,589
0,186,7921,87332,183952,207634,138261,94819,54581,33619,15352,5166,1235,166,33,0,753,17276,97594,160621,162130,129794,98586,70731,48998,31044,11210,1417,87,16,2,4011,7443,40160,98807,135623,142599,115925,99835,83828,63650,34563,3747,58,6,102335,272588,179863,113840,64734,39075,24594,14769,8759,5223,2760,1246,389,74,8,6842,7326,56781,143831,174501,148389,109989,78718,54156,31895,13841,3394,484,89,21,0,1,1645,3207,1070,936,1740,3923,8998,26545,46360,56919,111020,150564,417329,0,1,1530,3305,1098,927,1803,4734,11571,24195,44780,63716,103076,146248,423273,6234,817,4046,28490,83820,147297,172126,147524,108613,76860,42975,10658,748,33,16,19259,117348,147391,136583,120260,107573,77824,56007,30180,12640,3857,1074,215,39,7,6145,62827,140745,136244,112326,89157,72466,60064,49288,39513,29884,19679,9742,2141,36,19,473,2095,5292,11408,21372,35458,58081,91842,140662,190190,175011,82287,9989,6078,4489,2148,8577,26407,49129,74007,99146,123631,137179,122270,83029,48954,29943,17956,3391,514
15223,87594,72829,64877,60550,68279,71165,72073,88845,144809,100297,52325,5969,838,162,41789,102110,72499,62984,64782,70326,82176,135444,113640,93067,42664,18596,4899,745,114,34928,126599,69946,71648,79696,82183,89252,97635,80833,75052,54826,33003,9319,853,62,14927,14137,34734,57845,79915,116167,148866,154137,125906,84256,44017,20601,7557,2507,263,11806,75925,79595,51990,51079,59056,63609,75118,80665,90360,89496,80209,60227,29870,6830,0,192,57818,142178,207546,201773,126447,74692,45621,29217,11363,4866,3057,860,205,0,318,46600,150272,210148,202226,131469,78044,44677,21747,11176,5349,2720,845,244,22511,108091,70255,61828,60865,69819,75423,77229,81265,75707,74134,64531,45402,16702,2073,20527,60968,66572,61952,82680,88422,122617,132276,106648,84409,49186,21058,7461,1001,58,6827,4091,6247,12674,26957,48642,74616,97273,108986,106534,93437,76338,75290,126374,41549,45639,75557,87255,87652,81199,75325,68369,65766,63419,61945,61749,55827,42990,25097,8046,4040,40384,99495,74293,61110,62009,68481,76701,81325,79466,70022,56955,50454,51437,29663,406
0,13,1970,7582,13188,13657,15467,19243,21869,22266,26953,29713,32994,14612,3944,0,582,8036,12107,14585,16791,16817,22251,21886,22911,23822,28606,26507,6223,2347,1,4904,17650,24385,22387,20838,23152,22219,23608,22820,19990,14012,3924,2959,622,6757,4240,6526,9539,13925,20556,24135,30009,31484,31234,24334,14239,5534,924,35,5957,6992,20386,32180,41939,40273,31731,19420,10098,5737,3645,2084,1474,1293,262,0,39,5239,23357,51855,65700,37781,20046,10847,6469,1554,391,172,21,0,0,66,4746,22382,56526,63614,38450,20703,10297,4624,1482,423,138,20,0,4664,5741,21353,35524,38494,32348,27931,19037,14012,8438,5871,4042,2508,1554,1954,2991,3013,2898,4981,6823,13419,23797,30675,40856,41958,31842,12645,4607,2637,329,7455,5041,6941,8783,10614,12033,14599,17251,20379,23410,25906,28212,28522,13830,495,0,2,19,88,264,717,1749,3809,7866,17091,34919,52834,58451,40746,4916,2827,7716,36721,50744,41533,29220,18191,11988,7969,5494,3898,2606,2521,1796,247,220
0,261,12036,19737,38073,25983,19728,17657,17287,7728,7983,5085,3660,521,61,0,249,9349,17827,18960,28306,17026,20126,20562,16107,10921,9773,5981,579,34,0,5179,28287,23897,21018,15421,15722,18589,14061,11481,10365,7654,3786,323,17,121,339,590,1205,1957,3812,5761,7234,13683,23320,33518,34039,31066,16747,2408,128,2929,20385,24409,24889,21097,20434,20898,17139,11882,7147,3254,1071,107,31,0,0,0,18,14405,38164,38618,30660,24659,20432,4617,2097,1610,492,28,0,0,0,15,12161,41143,41868,32597,24982,13960,5010,2193,1376,447,48,58,6673,27156,24286,18273,16967,18330,15784,14295,13047,10113,6829,3158,763,68,91,179,463,982,1685,3345,6312,10207,19480,43210,45988,37083,6308,443,24,9,977,2278,3185,3421,4012,5407,7380,10042,14082,19793,27317,34394,35520,7983,20,196,706,1789,3850,6580,10157,13609,18319,23296,31103,34222,26516,5392,45,141,25662,37782,31938,25303,18648,13261,9631,6468,4000,1661,700,399,177,29,70
0,3711,11205,5233,5228,9586,19674,29313,43906,78849,135592,275465,132726,16898,1833,0,6364,11445,16939,25616,33044,48544,65816,107582,144356,152200,107992,42135,5501,1685,1094,11853,21632,40153,64825,89442,91279,96320,89645,84367,83100,66015,24174,3298,2022,55819,96052,117020,115668,94153,82407,61373,45054,34670,26831,17389,11355,6501,3227,1700,16431,131135,92237,64377,61676,59467,51627,50024,49597,54240,57420,46058,23464,6808,4658,0,975,170393,250390,184558,85859,33198,14040,8210,8085,5331,4406,3100,554,120,0,967,156809,258150,195672,81411,33273,14964,8257,6029,5645,4823,2576,501,142,15485,110853,73980,70119,65034,58300,52958,48929,46441,52927,59693,58537,37170,13212,5581,23422,44576,52109,67029,82613,94523,91374,86423,75911,58337,50761,27221,10390,2491,2039,9092,30445,87497,103469,100843,91552,79810,67840,56402,46412,36618,25269,16353,11609,6008,94,1806,8389,18854,30359,39385,42499,43604,44694,46938,56131,74517,114704,239224,8021,4555,48845,85956,75989,69407,66130,59366,51218,44087,40936,40415,43602,50748,55125,32840,335
