band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
0,627,17834,141740,234346,37489,8,4687,41741,159289,204477,21834,199,25805,118213,165878,114183,7758,4595,11388,86244,173525,133251,23033,3629,25343,88749,156287,132624,25404,0,3549,200173,177898,42255,8161,0,2533,216255,162700,42341,8207,2189,28160,87549,140162,140182,33794,1363,8639,80334,166308,164285,11107,6258,30386,98162,189350,105565,2315,4438,61243,131903,137319,82062,15071,2078,56562,161266,141592,56195,14343,150
96,1978,13212,57129,451288,666503,202,1422,4138,20529,202185,961730,56,1005,3746,17155,186060,982184,3520,6940,12801,29390,134526,1003029,1255,2678,5890,21202,194911,964270,0,860,10808,58297,295266,824975,4,878,11456,57157,294424,826287,685,2719,6989,26331,168256,985226,1417,2337,4220,9450,83747,1089035,190130,634601,239269,96157,27594,2455,114584,536267,393557,117400,23928,4470,1308,19203,118816,299121,434785,316973,116
6,256,1564,10000,90565,58419,6,228,1210,7475,101483,50408,18,1014,4263,29463,110560,15492,4217,9278,28915,73814,41752,2834,1718,6252,22108,61959,61599,7174,0,74,7411,51969,80321,21035,0,67,8560,51120,80434,20629,1181,3501,11831,42375,82021,19901,857,1028,5326,43247,98466,11886,18758,57584,59246,21612,3301,309,24,2413,23853,54905,59141,20474,1104,9574,46801,64660,32674,5997,141
6967,9933,15460,100280,449328,229057,10875,4647,6848,37432,394084,357139,13066,3785,8241,33791,434203,317939,21636,21201,67627,186800,325342,188419,18477,2778,5481,24505,246179,513605,16,16756,11525,67914,350599,364215,2,16558,12855,65451,351768,364391,17192,3824,7611,23604,151494,607300,17543,3322,10963,53679,420412,305106,87076,475847,182813,50373,13933,983,158255,397820,185301,39217,9517,20915,15755,7826,31436,94846,233309,427852,120
348384,21980,7504,5278,2046,1346,339360,24900,11570,7016,2473,1219,289051,58925,20894,12529,4128,1011,150856,78174,50910,42153,34923,29522,150854,72984,64247,54425,35910,8118,333019,47362,4924,1066,157,10,328395,51802,5210,971,152,8,171965,100450,53806,33659,21343,5315,247709,74989,38993,17312,5863,1672,946,9778,19533,31113,70868,254300,176680,65573,40027,31434,35207,37617,116032,100365,63708,42945,28070,35418,272
0,5870,41570,145689,70748,1915,3022,30923,65016,135077,30145,1609,20669,56188,76765,98384,12533,1253,46615,84467,75101,36978,17915,4716,46111,26823,36147,81427,72285,2999,7540,176213,76860,5132,47,0,8114,183055,70045,4531,47,0,43984,37109,47134,87489,48126,1950,33070,52598,114434,58330,6249,1111,20138,38127,86833,46462,43895,30337,10323,68754,66102,36241,31844,52528,38864,32954,33838,46913,60758,52465,379
106668,172863,74405,39892,14843,3071,21180,72466,100223,119789,82215,15869,12965,42725,64199,107539,144609,39705,11144,16734,37006,82443,139848,124567,1758,5992,20165,54117,143937,185773,212,16020,92893,169794,104194,28629,205,16022,97337,166523,102891,28764,2181,15704,34239,71998,153739,133881,8581,18452,36020,78316,192630,77743,6726,59947,97703,107176,96336,43854,324920,60259,15883,5894,2840,1946,6241,23761,54442,87591,91264,148442,581
2072,24561,56053,112837,287811,65283,6658,49135,96381,178250,192413,25780,16887,93996,119400,159774,140420,18140,9449,57943,136458,215322,118992,10453,5696,56215,135016,175089,122591,54010,152,146360,305097,92919,4089,0,173,152366,308290,83779,4009,0,7071,66384,129193,167299,125609,53061,3386,25455,110884,252331,139527,17034,10145,74885,144869,149654,133712,35352,42113,109303,118538,131936,124245,22482,9817,98761,148691,131120,90703,69525,236
18247,341056,449490,217460,51394,4603,28677,353827,382317,234191,80243,2995,16982,235654,362798,294639,169068,3109,454766,361172,171825,68675,23486,2326,45902,372081,370894,229265,63515,593,67,12795,21150,104437,236792,707009,28,12821,23012,103612,237534,705243,16560,160362,430044,346983,127478,823,219431,342163,311320,175240,33065,1031,123465,375833,272667,176889,111150,22246,11895,64350,170842,376926,411043,47194,21896,135137,287100,382410,195617,60090,515
32279,305476,254651,153167,27171,1309,23069,192099,253042,232607,72310,926,8911,107658,177299,250830,227846,1509,277774,278391,135401,63718,17075,1694,34627,178106,269902,228128,60079,3211,154,7175,27432,126329,256320,356643,129,7175,29659,123905,255872,357313,11991,111017,229041,302420,115753,3831,101079,206285,274371,164265,27681,372,171427,253716,157643,113599,66866,10802,27647,66005,142546,269851,231185,36819,13335,96135,180946,229456,177826,76355,498
0,2,244,7348,90598,127559,0,145,2010,14293,134818,74485,85,4942,18469,60931,121093,20231,5416,1638,6643,28014,98795,85245,4971,5449,24578,69443,96341,24969,180,36398,88047,84163,15846,1117,151,36258,94322,78459,15452,1109,4237,9125,28148,60345,92291,31605,4167,846,2349,12560,147136,58693,10503,27796,56579,78342,49430,3101,293,6690,53146,80771,69711,15140,4687,48473,77892,59121,28451,7127,174
254790,151137,63607,25295,6811,1196,218529,148301,71483,41209,19780,3534,190221,155248,78381,45936,27539,5511,56868,130373,131365,109361,63924,10945,43806,142520,121976,94882,70096,29556,2941,159866,226449,103905,9402,273,2330,160165,237090,93891,9085,275,75728,143184,108341,85423,63661,26499,124040,151851,96862,72544,47525,10014,10364,9138,37909,94902,171908,178615,108502,145779,139701,76468,20809,11577,18278,149025,139787,102677,61731,31338,431
261041,153038,119128,67191,14590,6111,213980,102632,109703,133651,54309,6824,186968,85444,71419,99258,154358,23652,60841,59836,94535,177315,171900,56672,91918,77832,70900,91213,164369,124867,45880,68922,59731,78062,114586,253918,43810,71061,61591,76471,112749,255417,108049,90824,70551,91368,165003,95304,132902,74802,90198,142882,161127,19188,5928,85151,114274,101978,113839,199929,312811,132719,67926,43602,40562,23479,91769,99019,88778,94730,102246,144557,612
133736,8116,2556,1436,891,272,121073,15785,5041,2796,1705,607,119951,18333,4946,2307,1283,187,9571,14858,25128,28321,28515,40614,61146,55806,23094,5590,1314,57,31585,114321,1082,17,2,0,30123,115852,1012,18,2,0,100489,34857,8002,2733,854,72,47931,44670,29031,16287,7792,1296,2637,1332,2167,4523,13984,122364,15127,30830,33978,31191,24402,11479,96436,35815,10211,3207,1021,317,318
96717,104583,110573,67232,16586,904,105589,111930,124584,45492,8553,447,112065,188466,72920,19702,3215,227,54764,109897,129864,68791,28639,4640,103340,192964,78913,17854,3406,118,232723,158276,5438,157,1,0,223540,167237,5691,126,1,0,89417,179693,89449,30490,6998,548,92611,133196,117254,46790,6598,146,3900,7500,19322,65721,183941,116211,965,13482,38572,76255,180044,87277,58254,229356,82009,22395,4060,521,38
2,1609,17740,119211,437082,78598,28,9909,77552,279265,252920,34568,773,52587,207174,262583,122768,8357,9889,31225,117816,284565,203525,7222,14202,93462,218197,224715,94923,8743,618,155652,437454,56483,3517,518,536,162352,435528,51791,3507,528,9414,84994,195864,221987,125566,16417,3833,19815,127577,309790,185579,7648,12250,30566,128988,292827,184146,5465,2466,30144,101414,187182,251471,81565,10484,206810,264737,128621,36313,7277,154
0,55,496,839,2185,396,85,810,1456,1048,409,163,704,1826,754,400,174,113,2089,723,520,359,167,113,2531,609,436,250,100,45,80,1825,1581,451,34,0,68,1865,1581,425,32,0,2275,734,429,317,160,56,1779,953,764,340,47,88,1191,453,557,651,757,362,10,36,82,204,594,3045,1924,820,592,382,190,63,634
122765,56889,79594,127972,97359,82973,130563,88717,128962,102544,100167,19485,175039,169944,103909,82387,37645,4034,52536,113998,143545,147571,93036,24273,153214,253692,120181,39949,11172,1611,219980,250640,98338,11563,1229,197,201987,265410,103328,9727,1296,200,190114,223682,101314,40735,18143,4109,83281,118014,198523,147053,16177,2551,33825,47213,48236,68194,168875,206615,2674,9657,25305,72975,246044,213660,182024,228790,92672,42562,21494,7088,203
397,25463,101431,175039,260257,24990,3702,78767,207501,219057,70664,7886,37380,251426,199446,72950,22100,4275,113826,170859,160251,99459,37400,5782,192068,237513,97772,38130,17637,4457,28471,446413,102226,10049,396,22,24950,451653,101935,8609,407,23,156903,253696,108353,41214,20547,6864,65409,162887,216568,115922,23578,3213,27173,46643,102911,170298,184858,55694,969,10714,23167,45381,184813,322533,123644,269561,123515,41482,18182,11193,333
108360,35561,20496,16779,11235,51988,110071,39497,22253,15101,11501,45996,97917,43570,28184,18692,14651,41405,109858,30910,20667,20226,20948,41810,149994,36906,28555,18308,8935,1721,238839,4901,615,64,0,0,238641,5052,679,46,1,0,132635,46332,34209,20164,9479,1600,115483,32108,24586,16900,14453,40889,50353,24055,31023,34093,44563,60332,8476,14053,17784,21423,27827,154856,150272,31770,29925,21602,8111,2739,1
47539,265826,113673,17208,1579,192,45457,238305,119903,35284,6773,295,22784,155121,157219,83782,26076,1035,126373,160696,104831,43184,10005,928,2704,14918,123162,183438,87229,34566,24,3069,52344,165238,168211,57131,12,3021,55627,164394,168021,54942,3080,42502,159489,152766,71645,16535,110630,180806,103010,39871,11188,512,5541,61634,127473,137572,97998,15799,163289,168068,90385,18659,3293,2323,2291,14780,54848,101397,113555,159146,562
54302,15759,9962,7272,4651,67996,50159,20973,11868,5658,4629,66655,45651,24970,13532,6001,5907,63881,41665,15248,10204,10124,14646,68055,81217,38017,17382,10673,9100,3553,154094,5586,238,23,1,0,153642,6030,251,18,1,0,66733,43986,23850,12989,8621,3763,41159,25459,13298,7665,8012,64349,66448,11642,11630,13629,18163,38430,13129,13961,12375,11798,19869,88810,87663,27397,23083,14108,5191,2500,15
115163,6202,1949,758,168,211,116065,5903,1567,697,216,177,109702,10079,2871,1486,501,146,52983,16573,13149,11821,13291,17139,68777,19808,16539,11978,6432,1854,112770,8885,2199,1005,397,345,112144,9474,2313,933,393,344,78146,26438,10663,5127,3556,1300,82390,17481,12150,8763,4138,469,286,1125,2552,5101,13143,102570,46993,17399,12460,10753,14315,22292,64597,30900,12860,7051,4285,4698,269
11174,2414,8439,26202,43374,11675,11492,14337,25858,28929,18353,2884,13876,28797,31424,19039,5947,1429,26392,41526,21516,6323,1891,1670,8562,20102,20066,22704,22301,2898,7382,54218,25753,7231,620,0,6933,53227,28121,6324,669,0,10281,19758,20339,21182,19918,6039,26818,26014,27480,21246,2585,924,6807,13389,22965,24986,19577,11594,5196,17273,20913,19095,22658,11452,5127,13345,16769,19890,18545,22864,327
56019,167610,112111,87403,36016,3260,23177,88363,118170,123139,98325,12275,14967,54639,86317,125941,156071,26348,14701,33734,93559,149339,138848,34905,12951,16026,35942,88684,175922,137729,179,2518,32434,100095,120168,212971,434,2404,34726,97410,119143,214248,13316,27686,54447,100831,167932,102266,12803,38860,86400,144966,153782,25709,10747,88348,135113,116558,78491,34879,265652,109165,43229,19704,12773,12129,16505,33769,56439,85141,99942,172582,621
0,1573,19759,131296,324094,34427,29,3363,13832,78479,362195,53251,190,8803,23352,107134,338184,33486,9861,49329,105130,158709,173696,14424,4305,5795,37588,181792,255432,26237,60,6142,16853,77849,275055,135190,88,6315,17831,77970,274321,134624,3385,8129,34669,121429,294887,48650,4130,4915,25697,109252,320957,46198,31273,191084,171980,90342,24994,1476,1652,44081,203195,198834,55357,8030,2669,19145,103878,197440,155570,32447,165
23140,57646,51104,41159,24093,4672,21177,54215,52126,45142,26176,2978,37663,67308,47792,32037,15497,1517,7513,17475,46306,62669,49759,18092,29158,84375,51090,27399,9231,561,4125,64272,93550,32739,6721,407,3695,62235,98738,29906,6846,394,33453,79060,43952,28491,14678,2180,11125,24848,49768,78816,36255,1002,5003,9114,17136,35097,71205,64259,575,5627,19133,44091,96349,36039,46552,94043,37570,17213,5442,994,71
445773,61465,18553,9029,6124,26681,432980,69270,23512,10786,7890,27389,402847,97954,26504,11948,9325,27478,211427,134812,110236,56186,29496,38053,285029,175410,83693,30864,10830,5411,516003,79512,485,3,0,0,511164,84356,484,3,0,0,276311,186052,77535,29962,13238,4230,350018,114013,50856,18375,8742,21983,56272,12785,16835,39593,130322,320243,36043,73731,109304,116808,109550,126391,173772,256344,102462,34967,9919,2746,24
23319,170911,100696,63601,15839,427,9796,104529,119509,92636,45878,2445,7135,54762,63122,109936,123342,16496,110557,94310,64948,49287,47915,7776,16832,56555,94295,80016,64971,62124,277,3645,20644,54623,96312,199292,223,3558,22784,51990,95838,200400,6191,42465,72563,109857,89334,54383,38986,99659,104929,64661,54839,11719,84420,110331,71845,53117,43548,11532,96158,59144,74913,77695,54621,12262,7648,36960,48140,72871,103515,105658,464
227094,203275,64620,22931,8252,3832,146214,141697,124378,82838,29411,5466,111901,120389,103728,109502,75970,8514,57454,64821,99390,132300,124496,51543,35541,62648,83964,111702,148424,87725,3645,84028,152034,155912,73676,60709,2960,84749,157217,150939,73354,60785,42072,84405,89789,114319,141073,58346,100744,75487,97713,125632,115456,14972,5039,25426,88548,133797,158782,118412,264395,126660,65198,35448,26234,12069,32568,74523,105115,110261,97012,110525,631
109654,84262,22126,6020,2494,2592,99292,88853,27569,6308,2627,2376,101186,70637,40604,10296,2519,1643,26971,49966,45540,41515,34838,27876,36799,67077,64092,45148,12075,740,46912,172265,4529,1587,115,0,43872,175220,4833,1438,121,0,58065,80714,57513,23903,4694,1334,51427,87412,53607,25696,7726,1618,4638,4527,21963,36367,49202,109883,18086,55465,64779,50092,28196,8855,53763,63183,44416,33077,21061,10119,326
162377,7921,2633,2400,3089,35599,149727,15552,5457,4362,5057,33864,133190,23456,9966,6935,8064,32408,92585,20183,17456,18951,25320,39524,122945,27305,20734,18381,15334,9320,202107,11281,564,64,3,0,201353,12030,577,56,3,0,117832,35861,22059,16876,13766,7625,120774,19927,16934,13342,10662,32380,36547,9550,8583,13475,35920,109944,54566,24548,16508,14456,19284,84657,108848,50449,26809,14304,6893,6716,58
5577,55090,100280,129293,114817,6653,14571,95128,92899,92979,102628,13505,14117,81473,76385,84945,119861,34929,10639,65036,123823,139131,67833,5248,13506,30975,46961,74575,117037,128656,2532,46173,143562,184074,34992,377,2057,47193,150146,178007,33974,333,16948,42239,54823,72008,117447,108245,18778,81580,94159,86326,104121,26746,9009,87385,114808,102719,83267,14522,213484,92362,41519,26393,24200,13752,7862,34984,48718,65805,82312,172029,367
16672,36709,45208,92520,90848,6666,14389,48302,51139,80960,92436,1397,28030,52160,51025,88322,67860,1226,71213,107052,81470,22628,5460,800,48500,42861,42830,56025,78687,19720,3838,42732,93255,120855,27673,270,2523,42034,100081,115279,28439,267,49053,42381,47593,62494,74431,12671,53021,66689,78565,69876,19859,613,21444,103356,78378,34429,33772,17244,13648,63841,58077,45726,52441,54890,29559,35704,34476,46623,55955,86306,369
300278,343744,93447,51158,21109,6771,368381,263940,105329,55463,18528,4866,458426,210623,81094,39676,20774,5914,115995,67672,82408,102264,163393,284775,343365,167930,140529,94798,51520,18365,443,312527,295401,163344,38564,6228,151,316778,295513,160680,37175,6210,398989,183003,110774,71818,40565,11358,154975,123038,175528,237522,115548,9896,42126,25046,42287,76160,143438,487450,75762,111266,120183,117211,159930,232155,422759,168924,98946,63199,36547,26132,546
3342,122830,138201,44641,11919,852,28374,155290,89013,42043,6815,250,46681,112857,72840,59438,29624,345,68229,135809,77603,27920,10913,1311,56430,96682,66598,54949,43150,3976,0,9886,103912,133679,59902,14406,0,10078,109450,129097,59036,14124,48954,101561,71093,58202,40234,1741,80808,126805,68092,35487,10374,219,19904,34728,63958,82328,97916,22951,30014,53989,47812,57121,87873,44976,19686,89109,83695,65658,44036,19601,491
977736,114938,39911,22170,9354,790,1007942,102171,34491,16601,3276,418,1021561,84784,35405,18486,4372,291,80936,144705,189886,208553,227578,313241,499488,360605,202877,78045,21994,1890,1006840,155031,2480,542,6,0,995616,166249,2596,433,5,0,823439,241066,64520,27310,7967,597,447282,314094,199107,123059,73361,7996,1689,5832,17311,35214,69703,1035150,190802,267134,250067,209080,174898,72918,804225,225108,71625,35885,17200,10856,314
6,631,4901,39145,473098,2053297,17,153,823,9189,200292,2360604,25,394,2117,13488,158992,2396062,758,2079,6540,27677,262430,2271594,496,842,5225,33021,252089,2279405,7,1308,21875,172680,542950,1832258,28,1290,24108,172320,540955,1832377,308,1280,7518,29081,192799,2340092,338,234,679,2760,72743,2494324,1170274,1075846,214170,79808,27546,3434,50760,729074,1257883,471177,56542,5642,2550,38178,147699,431310,1363506,587835,113
295,6244,13170,36019,90010,11653,1514,19656,48814,70470,16699,238,10121,76190,52989,16393,1647,51,53110,60514,30373,10372,2760,262,78478,48766,19124,8733,2232,58,14581,125508,15472,1761,69,0,11499,128657,15602,1562,70,1,66283,60241,19495,8337,2820,215,41545,69678,34033,10646,1471,18,11452,10156,27898,53156,47750,6979,24,1005,4145,9028,31921,111268,34033,76614,29963,11426,4193,1162,341
