band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
2,1724,9889,19671,30031,41214,53027,78553,95762,128021,175332,172902,63812,3327,105,1575,8839,19330,29126,36871,55291,79191,105449,137837,166452,183711,48957,533,276,2693,5104,11614,25943,43979,68885,85794,115704,138490,160393,170339,43645,408,59460,74493,65854,57807,54466,54624,56020,58263,64771,75619,90047,102652,54701,4490,11302,16291,27513,40224,43757,49574,57083,74426,104523,128316,138627,119228,54674,7729,0,27,747,2935,5623,7162,14244,18473,27099,54340,72143,106770,184881,378823,0,28,764,2924,6199,8697,12314,18826,30624,44135,78776,110125,206909,352946,8538,6241,7706,16072,27763,45405,61567,76791,102675,131269,161456,152873,70009,4902,16217,31911,32689,37809,41231,50381,55970,71214,80989,106333,137958,155677,54070,818,9431,104409,149102,120444,101695,90304,78829,64586,51066,39801,31095,21294,10157,1054,1680,18597,61499,98664,107852,97451,79119,69187,65974,70307,73295,73328,46690,9624,5766,7840,13951,26093,41775,63059,84990,106002,125306,129869,109816,81566,61201,16033,474
275510,51977,4348,720,288,99,47,22,4,3,2,2,7,4,303031,26737,2225,554,245,107,52,35,13,6,9,12,7,0,320166,10747,1210,400,213,108,79,47,25,14,11,8,5,0,39033,23712,18543,17212,17002,17239,17802,19588,19455,22509,25014,32721,36070,27133,96954,96781,51981,34609,22826,14570,8302,4186,1775,656,248,110,32,3,237,327436,5107,200,41,10,2,0,0,0,0,0,0,0,333,327284,5176,193,36,11,0,0,0,0,0,0,0,0,174894,119688,27543,6500,2227,973,512,330,184,97,53,23,7,2,121745,57281,36655,27236,22224,18181,14464,13093,8616,6506,4436,2259,336,1,2,7,15,14,30,59,113,213,369,682,1333,2861,10996,316339,11943,22614,26244,26761,26360,24831,22269,21393,20861,22156,23310,25630,43226,15435,69317,211510,38374,8429,2902,1257,583,305,156,83,45,35,16,21,281
144729,173727,46737,16572,8728,3734,2168,1361,607,463,381,388,326,40,185732,150837,34496,13745,6223,3190,1739,1215,790,571,461,517,418,27,236642,102222,29057,12658,6987,3869,2837,1859,1280,886,695,529,423,17,11367,9267,14445,23013,36160,55334,61145,61978,50368,33757,21767,13099,6674,1587,52266,123693,62854,39653,29810,22780,18161,15038,12128,9912,6984,4294,1878,510,0,2951,41011,92217,93453,75281,63265,19460,7426,3778,944,147,21,7,0,2890,42132,92125,107268,80002,44908,18934,7506,2931,1097,144,19,5,135852,110019,55151,32046,20080,14006,10142,7600,5660,4104,2862,1738,639,62,51138,110415,97284,68679,34530,17193,10110,4740,2396,1701,874,522,349,30,3879,743,713,690,955,1319,1910,2869,4451,7325,12805,25673,69344,267285,25048,21594,22442,23763,25118,26535,27376,29093,31685,38825,44680,45650,31469,6683,55628,136588,63406,38420,26507,19354,14733,11091,8606,6810,4864,3618,4230,6106,569
0,114,722,1835,7629,26472,52659,64189,50398,34783,15067,4034,1045,85,6,172,2285,12187,28784,37017,47524,42827,31082,21549,20039,13833,1652,75,42,10935,25545,29425,33300,37758,34177,25802,18842,15466,16128,10456,1061,95,4471,11511,9284,10786,15287,21120,28947,34407,36969,35932,29307,16827,3968,216,304,2092,17115,26733,29204,33684,32300,30130,26527,23286,21053,13467,2530,607,0,20,7549,39405,47853,39726,39703,22595,15932,12258,8683,8430,9544,7334,0,15,7903,38909,55354,42500,30011,22409,17228,9266,10012,8833,10250,6342,185,6403,21197,24709,27183,30541,32132,29981,24861,22990,21474,13975,2754,647,562,2031,6409,11508,19108,29534,45385,51572,40359,27741,16069,7465,1162,127,146,2267,11191,13343,14140,15635,18097,22209,26759,30909,32331,31474,29984,10547,937,1949,6107,14854,22996,26825,28367,30057,31286,33890,32250,23455,5826,233,178,18250,26350,26316,28288,29227,27757,24038,21766,19426,15354,11644,8456,1982,229
65,11221,24472,15844,18849,24460,30828,39469,32452,32374,28138,12651,3453,297,1564,18839,20487,20396,27845,21698,24179,27665,24340,24775,24552,32576,5473,184,1642,31585,36168,25946,21809,21860,19935,21932,22602,21554,22483,22657,4055,345,4400,15154,11746,12323,13069,16384,25079,33320,40047,39563,35220,20859,6482,927,1319,4816,14984,21630,24481,24658,23945,25994,26053,27827,30345,32485,12137,3899,0,38,10506,30712,33358,34788,49855,31707,22967,17119,9350,11842,14522,7809,0,31,11188,30170,38498,41150,38758,31965,24764,13459,10380,13044,14609,6557,978,8201,23999,24976,22921,21056,22307,24520,23833,27295,30515,29976,10574,3422,5186,13701,13413,10564,11438,15439,29701,42807,39197,35639,29881,22681,4281,645,543,2169,10932,14618,15788,18242,20372,23376,26222,29723,33436,33666,31578,13908,3485,10563,21250,35207,39862,35886,30223,25051,21076,19511,16921,10873,3979,686,323,15419,20125,21131,22890,24726,26223,26212,25169,23762,21139,19099,20200,8155,237
35627,168044,174325,97614,60672,29241,22926,14247,5543,4758,2870,1248,417,63,13130,68117,106766,111295,61303,77940,59160,38695,31521,21745,17162,9419,1323,19,7120,41945,55254,58340,51042,52440,49307,56852,59715,65374,60095,52159,7936,16,26672,41958,46420,53544,56461,60859,62076,64856,67461,58086,46473,24932,7365,432,7904,46690,27468,19265,18433,19883,23812,33479,42641,58062,74679,88222,89020,68037,0,81,15122,66172,49973,46411,87215,85612,80670,85402,52020,30365,17017,1535,0,85,15573,64342,60707,55042,70315,90019,87015,66431,59298,32233,16020,515,16771,49828,26328,21662,20573,23116,28292,36836,46281,62153,85391,100018,81198,19148,26162,39823,51974,63510,73287,73598,59371,57994,48486,44444,39049,32192,7664,41,4492,1445,14243,57467,84711,81853,70406,60300,53125,49803,47303,40965,30832,20650,319561,78934,44550,26462,17694,12980,10953,9803,9958,11819,14585,23492,30952,5852,8679,38499,33190,20382,17445,17792,19712,22775,27026,31895,34150,37028,66071,242951,567
82623,123508,90596,54934,46359,35759,35060,25050,20058,15350,10409,4135,521,853,137081,174330,107113,57392,31901,16326,10611,4658,2791,1388,415,318,363,528,163113,243980,96804,20261,8510,5508,2829,1649,883,560,277,235,285,321,49788,67472,66775,68114,56302,50371,38786,35896,26287,22598,19235,17698,15752,10141,89316,171307,111058,69727,42953,25573,14512,8890,5514,3390,1865,717,179,214,17245,513307,13351,987,233,66,17,6,1,0,2,0,0,0,19198,511057,13653,980,250,59,8,7,1,0,2,0,0,0,166849,220706,86633,30501,14948,9076,6095,4254,2828,1739,960,303,150,173,127009,131291,96469,66464,54019,28553,16217,9938,6434,4049,2309,1347,618,498,1656,650,924,962,1495,2709,4821,7400,12114,24511,53201,106089,168052,160631,2232,5498,10037,14951,19879,24961,29287,34580,41149,53444,68321,90413,131311,19152,50547,165083,144630,80600,41086,22788,13627,9041,6160,4347,2734,1664,1534,1374,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,14,6,4,2,3,27,32,0,0,0,0,1,15,31,11,3,4,6,32,35,23,105,30,18,4,5,3,9,12,12,5,2,9,8,16,3,99,9,14,25,14,6,16,21,8,5,16,9,0,0,0,0,0,0,0,0,34,32,10,0,0,0,0,0,0,0,0,0,0,2,41,25,12,0,0,0,0,0,0,0,0,36,75,7,5,19,42,18,39,34,19,115,9,5,2,5,6,17,15,12,13,11,13,48,37,186,8,0,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,0,117,15,0,0,1,1,9,38,142,66,24,6,0,3,2,10,582
0,1073,4654,4978,3530,4098,7326,10691,17132,22274,28718,21992,2713,50,0,314,2680,4039,3516,3082,3144,5406,9981,17190,29923,46111,3825,18,18,338,1301,3259,4262,4682,5470,7242,11547,18903,32953,36796,2449,9,933,4798,4223,3634,4365,5947,8576,13464,20653,25994,23291,11204,1999,148,192,397,1409,3995,6740,8881,11514,16037,21534,26970,24065,7179,306,10,0,0,0,0,43,196,1254,5559,13392,28002,36346,28873,12711,2853,0,0,0,3,46,393,1018,4900,14816,24613,38627,29067,13544,2202,118,263,950,2025,4190,6286,8220,11104,14675,21275,29801,26196,4066,60,525,3556,3547,2647,2093,2146,3099,5316,11451,23246,39967,29653,1967,16,131,1669,14767,22152,21168,18546,15337,12118,9096,6384,4152,2525,1022,162,1,13,57,530,3316,12033,22662,26072,22719,18720,12647,7812,2481,166,23,709,2816,5893,10327,16333,23202,26531,23838,14064,4510,832,124,27,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,10,0,2,3,2,1,1,1,1,3,1,1,0,0,40,28,0,0,0,0,0,0,0,0,0,0,0,0,70,21,11,5,4,1,1,0,0,0,0,2,3,11,88,65,15,2,4,0,0,0,0,0,0,0,0,0,0,91,27,8,0,0,0,0,0,0,0,0,0,0,0,23,25,37,32,23,16,13,15,26,18,12,17,43,169,169,22,17,9,6,17,8,9,7,6,8,11,24,198,66,6,0,0,1,1,0,2,0,0,0,0,0,60,190,0,1,0,0,0,1,0,0,2,1,1,12,1,1,5,9,4,9,10,42,23,14,13,1,4,1,70,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,0,1,3,2,0,5,7,7,2,1,3,6,2,10,14,2,15,22,2,102,19,4,7,2,3,4,1,7,4,0,1,0,0,51,64,21,14,6,6,7,8,8,4,0,0,0,0,0,10,42,10,2,2,2,0,0,0,0,0,0,0,0,4,50,14,3,2,1,0,0,0,0,0,0,0,1,19,30,39,14,38,30,35,25,13,16,21,6,0,159,33,17,16,9,9,4,11,8,7,7,16,19,0,118,2,0,0,0,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,3,9,18,84,45,12,5,1,0,0,50,180
101669,150638,131502,98697,72804,36593,20786,6682,2112,462,57,3,0,0,45803,142352,89467,90719,89156,73391,49595,25062,11740,3501,1061,157,1,0,22650,90763,79946,70242,69104,70600,70980,62219,49174,26071,8906,1339,11,0,82950,192983,126756,83044,52861,34622,23178,13893,7451,3013,1076,168,10,0,5575,41643,57349,69459,74034,75459,75555,76449,63928,44366,25131,10270,2634,153,0,3805,30855,38020,36812,33596,49928,51668,53662,79448,91707,88306,48866,15332,0,3604,30777,38076,37658,40138,42326,49784,61970,67253,97484,90727,50300,11908,7644,38251,52265,60323,67302,64677,66708,73339,77027,63350,35041,13626,2383,69,69797,166233,129368,97641,70043,44381,22476,12192,5965,2563,1136,202,8,0,991,2844,45230,82989,84359,73816,60061,47288,38422,34783,36833,45234,51506,17649,20521,38153,64239,79305,80209,71651,59343,52195,48192,45882,34672,19574,6753,1316,513,16759,30636,32698,33535,38287,48171,58395,65111,69799,69213,61296,62753,34839,453
0,31,511,2188,5863,18855,33814,60008,85730,99109,73099,32187,3681,45,0,134,1137,4561,18276,44096,83574,82747,82011,55067,32646,9887,975,10,10,4606,39240,64998,74325,70718,62490,42556,29370,17013,7015,2525,251,4,1432,1984,2079,2969,4485,7034,11838,18883,34403,60102,87887,121204,57408,3413,725,9809,31350,54403,68517,70696,61284,49743,34472,20517,9776,3258,533,38,1,65710,161373,98192,49232,25968,12068,1926,470,131,23,15,8,4,1,64525,162129,98296,54292,25540,7756,1896,521,104,31,20,6,4,366,16558,47742,57702,59407,57411,50516,42074,33273,24689,16059,7221,1996,107,290,632,1778,3297,6269,12830,26481,48984,87326,116878,91503,18094,747,12,165,1294,2071,2581,3799,5879,8503,13045,22557,41135,74186,114195,106058,19653,40,261,1295,3824,8852,16563,26004,38570,51810,70915,81994,76135,38273,585,1203,64968,123624,91791,55035,31648,19702,12971,8180,3985,1422,436,139,17,135
9190,53178,25911,21965,36791,47423,61340,77196,76468,77264,60608,25192,10838,8344,41541,44289,25314,30032,50922,62669,76350,81189,72039,51684,28439,13535,11756,1949,54980,47031,50431,67426,82833,85183,68864,51194,34667,21437,11870,7066,8594,132,23572,45297,51939,69854,85328,91582,83130,57130,37887,24120,15058,5330,1407,74,23255,62191,59573,77047,81859,78973,66087,51953,37513,25870,16184,8637,2097,469,0,18504,131233,121004,99957,71191,63143,34865,22547,18088,7778,2584,643,171,0,16502,131380,121604,108042,76970,49806,34922,25290,14643,8997,2737,697,118,29877,53275,57837,65918,70773,70161,64321,52844,43310,34000,24567,13785,9164,1876,44411,54602,33417,42717,85750,100044,103333,62123,31292,13989,7158,5713,6940,219,11498,9175,10965,16982,25105,35249,46748,58566,67338,72611,71650,65825,67870,32126,470,2251,5662,12024,21059,31434,40523,51093,62543,81770,99569,109458,66825,7027,5796,52928,77434,78216,74972,69807,61662,51512,41672,30621,21384,14717,8514,2473,203
6807,62594,61776,48142,52404,60448,57836,48583,37759,22919,12264,4378,4258,488,16067,61857,60370,49700,48198,53522,48587,44055,39922,29436,17687,5818,4522,915,28650,78653,48997,39765,44306,46186,46446,42729,37845,32161,21480,7975,3441,2022,15160,24128,40731,54730,73595,76134,66283,53169,33474,19338,10713,6428,3992,2781,10583,36211,46050,43694,39887,38517,41631,43138,47218,47990,44167,27918,8644,5008,0,538,14199,49088,73456,77490,116717,73042,41693,22479,6712,3709,1247,286,0,453,14392,48876,81348,91455,95913,74743,43422,17079,7720,3852,1211,192,17752,65616,48977,37249,40282,42269,41855,42119,41445,39648,33686,20035,4930,4793,18230,35649,54411,79461,76133,61973,51534,38642,27046,18843,9951,3825,2801,2157,5970,7083,10741,22337,31587,40895,45991,46881,43920,40082,37650,40919,60090,46510,8821,31631,46843,50965,51832,51147,46620,42108,38319,35882,30314,23467,17112,5595,2220,40162,49077,35182,32908,35492,39019,42519,44069,42239,34889,28207,31159,23514,383
13337,74400,155732,224098,191628,121427,64432,18708,5076,800,209,93,30,12,24053,177007,242238,176778,120922,70172,36443,15329,5597,1178,179,56,23,7,38624,166395,147092,129873,107701,94652,75434,56087,35477,14845,3466,303,29,4,48455,75441,108674,146699,146990,116100,82042,55402,36552,23066,15932,10331,3941,357,27283,58190,61484,67496,71545,74495,80077,89688,100685,107910,88325,38717,4044,43,0,13,3325,21524,53452,87346,145163,133100,108528,129663,105583,59348,18536,4401,0,12,3345,21145,55881,105258,124696,125524,127909,108611,114760,61176,18488,3177,35494,79526,93990,84763,79618,78153,79120,84979,89518,88265,60664,15114,772,6,53329,131128,190223,175777,130418,85466,56195,27036,13850,4866,1457,221,10,6,9556,2548,15971,26952,39391,51763,63254,74402,84697,95316,106327,119803,124807,55195,101250,137638,122959,98614,78344,63540,50751,42409,36987,35614,33401,30346,23041,15088,14187,50652,68752,70934,70344,68513,66424,64341,62372,59855,50670,45282,61200,116456,528
