band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
1726,29560,71245,131580,223783,348234,67139,1680,28169,65997,134482,243286,350163,49490,2969,16718,69922,154679,254194,330732,44053,133953,123661,109090,114283,140390,192699,59191,27593,67737,93331,131509,232839,257855,62403,27,3682,12785,32717,81439,178913,563704,28,3688,14896,31140,74759,188901,559855,14779,23778,73168,138358,233944,314329,74911,48128,70498,91612,127184,187322,293635,54888,113840,269546,191999,143415,90867,52389,11211,20277,160163,205303,148306,136281,146623,56314,13606,40044,104834,190992,255175,191382,77234,474
327487,5068,387,69,7,4,11,329768,2779,352,87,19,21,7,330913,1610,321,126,39,19,5,62745,35755,34241,37390,41964,57735,63203,193735,86590,37396,12488,2431,358,35,327673,5307,51,2,0,0,0,327617,5369,47,0,0,0,0,294582,34043,3200,842,281,76,9,179026,63891,40405,27557,15122,6695,337,9,29,89,326,1051,4194,327335,34557,53005,51191,43662,43017,48940,58661,280827,46803,4159,888,239,80,37,281
318456,63309,12462,3529,1070,769,366,336569,48241,9413,2954,1361,978,445,338864,41715,10856,4696,2166,1224,440,20634,37458,91494,123123,84125,34866,8261,175959,102507,52590,33199,22040,11278,2388,2951,133228,168734,82725,11204,1091,28,2890,134257,187270,63842,10437,1241,24,245871,87197,34086,17742,9764,4600,701,161553,165963,51723,14850,4097,1396,379,4622,1403,2274,4779,11776,38478,336629,46642,46205,51653,56469,70510,90330,38152,192216,101826,45861,25824,15416,8482,10336,569
114,2557,34101,116848,85181,19101,1130,178,14472,65801,90351,52631,33872,1727,10977,54970,71058,59979,34308,26584,1156,15982,20070,36407,63354,72901,46134,4184,2396,43848,62888,62430,49813,34520,3137,20,46954,87579,62298,28190,17113,16878,15,46812,97854,52420,26494,18845,16592,6588,45906,57724,62113,47851,35449,3401,2593,17917,48642,96957,68100,23534,1289,2413,24534,29775,40306,57668,63805,40531,2886,20961,49821,58424,65176,55705,6059,18428,52666,57515,51795,41192,26998,10438,229
11286,40316,43309,70297,64826,40789,3750,20403,40883,49543,51844,49115,57128,5657,33227,62114,43669,41867,44156,45140,4400,19554,24069,29453,58399,79610,56079,7409,6135,36614,49139,49939,53880,62830,16036,38,41218,68146,81562,40086,21192,22331,31,41358,79648,70723,38223,23424,21166,9179,48975,43977,46827,51128,60491,13996,18887,23977,26877,72508,74836,52562,4926,2712,25550,34030,43748,55945,67102,45486,14048,56457,75748,55274,40587,27794,4665,15742,41256,47616,52435,48931,40238,28355,237
203671,271939,89913,37173,10301,4118,480,81247,218061,139243,97855,53266,26581,1342,49065,113594,103482,106159,125089,112254,7952,68630,99964,117320,126932,125547,71405,7797,54594,46733,38316,57291,100703,162901,157057,81,81294,96384,172827,166072,82385,18552,85,79915,115749,160334,153446,91531,16535,66599,47990,43689,65128,108434,185409,100346,65985,115484,146885,117365,92930,71241,7705,5937,71710,166564,130706,102928,88268,51482,398495,71012,30674,20756,21777,38077,36804,47178,53572,35237,42487,58921,71178,309022,567
206131,145530,82118,60110,35408,14544,1374,311411,164505,48227,15269,4179,733,891,407093,117065,14018,4478,1443,512,606,117260,134889,106673,74682,48885,36933,25893,260623,180785,68526,23402,8904,2582,393,530552,14338,299,23,1,2,0,530255,14633,309,15,1,2,0,387555,117134,24024,10349,4567,1263,323,258300,162933,82572,26155,10483,3656,1116,2306,1886,4204,12221,36625,159290,328683,7730,24988,44840,63867,94593,158734,150463,215630,225230,63874,22668,10507,4398,2908,315
0,0,0,0,0,0,0,0,0,4,27,10,5,59,0,0,16,42,7,38,58,135,22,8,21,17,11,24,102,23,39,22,29,21,9,0,0,0,34,42,0,0,0,0,0,43,37,0,0,0,0,111,12,61,57,53,124,7,11,32,25,24,85,194,0,0,0,0,0,110,200,0,0,0,0,0,132,0,2,47,208,30,3,12,582
1073,9632,7628,18017,39406,50710,2763,314,6719,6598,8550,27171,76034,3843,356,4560,8944,12712,30450,69749,2458,5731,7857,10312,22040,46647,34495,2147,589,5404,15621,27551,48504,31244,316,0,0,239,6813,41394,65219,15564,0,3,439,5918,39429,67694,15746,381,2975,10476,19324,35950,55997,4126,4081,6194,4239,8415,34697,69620,1983,1800,36919,39714,27455,15480,6677,1184,14,587,15349,48734,41439,20459,2647,732,8709,26660,49733,37902,5342,151,52
0,0,0,0,0,0,0,2,1,1,0,0,0,10,2,5,2,2,4,1,40,28,0,0,0,0,0,70,32,9,2,0,0,5,99,80,6,0,0,0,0,0,118,8,0,0,0,0,0,48,69,39,28,44,29,212,191,26,23,17,13,19,222,72,0,2,2,0,0,60,190,1,0,1,2,2,13,6,13,19,65,27,5,71,26
0,0,0,0,0,0,0,5,1,0,2,0,4,2,12,9,4,8,24,17,24,121,11,5,5,11,1,0,115,35,12,15,12,0,0,10,52,4,2,0,0,0,4,64,5,1,0,0,0,20,69,52,65,38,37,6,192,33,18,15,15,23,19,120,0,0,0,0,0,80,250,0,0,0,0,0,18,0,4,27,129,17,1,50,180
252307,230199,109397,27468,2574,60,0,188155,180186,162547,74657,15241,1218,1,113413,150188,139704,133199,75245,10245,11,275933,209800,87483,37071,10464,1244,10,47218,126808,149493,152004,108294,35401,2787,3805,68875,70408,101596,133110,180013,64198,3604,68853,77796,92110,129223,188211,62208,45895,112588,131979,140047,140377,48667,2452,236030,227009,114424,34668,8528,1338,8,3835,128219,158175,107349,73205,82067,69155,58674,143544,151860,111538,94074,54246,8069,17272,63334,71822,106566,134910,130509,97592,453
31,2699,24718,93822,184839,105286,3726,134,5698,62372,166321,137078,42533,985,4616,104238,145043,105046,46383,9540,255,3416,5048,11519,30721,94505,209091,60821,10534,85753,139213,111027,54989,13034,571,65711,259565,75200,13994,601,38,12,64526,260425,79832,9652,625,51,10,16924,105444,116818,92590,57962,23280,2103,922,5075,19099,75465,204204,109597,759,1459,4652,9678,21548,63692,188381,125711,301,5119,25415,64574,122725,158129,38858,66171,215415,86683,32673,12165,1858,156,135
62368,47876,84214,138536,153732,85800,19182,85830,55346,113591,157539,123723,41974,13705,102011,117857,168016,120058,56104,18936,8726,68869,121793,176910,140260,62007,20388,1481,85446,136620,160832,118040,63383,24821,2566,18504,252237,171148,98008,40635,10362,814,16502,252984,185012,84728,39933,11734,815,83152,123755,140934,117165,77310,38352,11040,99013,76134,185794,165456,45281,12871,7159,20673,27947,60354,105314,139949,137475,99996,2721,17686,52493,91616,144313,209027,73852,58724,155650,144779,113174,72293,36101,10987,203
69401,109918,112852,106419,60678,16642,4746,77924,110070,101720,92642,69358,23505,5437,107303,88762,90492,89175,70006,29455,5463,39288,95461,149729,119452,52812,17141,6773,46794,89744,78404,84769,95208,72085,13652,538,63287,150946,189759,64172,10421,1533,453,63268,172803,170656,60501,11572,1403,83368,86226,82551,83974,81093,53721,9723,53879,133872,138106,90176,45889,13776,4958,13053,33078,72482,92872,84002,78569,106600,40452,97808,102979,88728,74201,53781,22707,42382,84259,68400,81538,86308,63096,54673,383
87737,379830,313055,83140,5876,302,42,201060,419016,191094,51772,6775,235,30,205019,276965,202353,131521,50322,3769,33,123896,255373,263090,137444,59618,26263,4298,85473,128980,146040,169765,208595,127042,4087,13,24849,140798,278263,238191,164931,22937,12,24490,161139,250220,236520,175936,21665,115020,178753,157771,164099,177783,75778,778,184457,366000,215884,83231,18716,1678,16,12104,42923,91154,137656,180013,226130,180002,238888,221573,141884,93160,72601,63747,38129,64839,139686,138857,130765,122227,95952,177656,528
121488,3774,472,130,38,14,1,118745,5430,1194,343,137,56,12,113072,9664,2181,682,225,80,13,38922,21243,18486,17097,15369,11505,3295,52470,30324,21465,14187,5809,1572,90,104677,17719,2058,873,374,143,73,104440,17856,2317,731,344,159,70,69772,36805,12502,4110,2071,622,35,79848,28324,11668,4567,1229,263,18,13,209,580,1599,4743,17845,100928,26499,23915,17773,13640,12595,14739,16756,40885,41849,22952,11760,5482,1898,1091,285
0,2,103,1195,15420,347086,165412,0,10,209,1747,19115,311432,196705,0,284,1574,7403,37430,285442,197085,869,1587,5152,21409,73050,289654,137497,710,1469,5004,20336,81786,260458,159455,252,2662,8436,51324,149874,222875,93795,237,2609,11177,46335,143399,233135,92326,341,1070,3319,10594,38132,186140,289622,295,433,964,4447,29265,297789,196025,23458,238951,165655,71998,22752,5596,808,1140,61879,231415,133565,72190,25079,3950,739,8570,42629,116187,189099,143499,28495,81
2596,9419,6554,7853,12615,8667,440,8646,9666,9862,10529,7442,1880,119,12019,13098,9748,8783,3786,660,50,37164,6963,2325,815,435,242,200,24558,14904,5918,2049,582,124,9,0,7360,11593,15584,8832,4310,465,0,7297,13627,13583,8591,4576,470,17785,12974,9373,5209,2418,370,15,30763,12334,3299,1033,495,188,32,15535,9696,4943,4132,4219,5299,4320,40,332,925,2064,4092,9908,30783,12659,8380,10582,8014,4930,2478,1101,518
0,0,0,0,3,2,2,0,0,0,1,3,7,3,0,0,3,5,10,7,3,22,2,3,0,1,0,0,19,11,5,2,4,1,0,0,0,0,2,2,6,2,0,0,0,2,2,10,2,1,1,18,31,26,23,5,63,16,7,18,19,19,12,35,0,0,0,0,0,0,40,0,0,0,0,0,18,0,0,8,22,2,3,21,501
6344,200238,352589,277721,219184,133474,26209,13315,249791,298266,238615,212190,177785,25797,15959,126938,230176,275056,281651,256640,29339,309320,269125,238515,184530,125453,71635,17181,34241,186132,339070,307482,230047,95056,23731,24,8059,6912,34466,144086,354498,667714,20,8035,8398,33617,130039,373728,661922,17419,82711,268516,360178,326890,134896,25149,120441,237882,258705,244767,205330,128457,20177,158828,415095,211710,155403,127522,102393,44808,19294,68800,208138,343377,328416,198476,49258,24546,112984,193912,302791,343727,172833,64966,476
20599,17351,10685,28926,43871,43924,49511,36459,39834,43411,30889,16716,7083,40475,33564,46623,46105,27805,16033,7955,36782,67280,20222,25283,23516,17909,20001,40656,112078,57169,23755,10989,6984,3491,401,214783,82,2,0,0,0,0,214780,85,2,0,0,0,0,87566,62912,32958,16519,9895,4454,563,78891,36783,25645,14363,12200,12453,34532,50675,20580,16356,22219,34173,48601,22263,1228,3840,6897,9785,17236,47404,128477,112237,45687,25821,15808,10143,3901,1270,8
7,1,0,0,0,2,4,10,7,8,2,0,8,14,9,17,12,1,4,19,8,59,11,7,0,0,0,0,49,13,17,5,0,0,0,0,0,20,4,0,0,0,0,0,16,8,0,0,0,0,30,24,6,13,23,2,55,4,4,7,2,15,11,84,2,0,0,0,0,10,50,0,0,0,0,0,61,0,6,16,58,10,1,12,458
0,4,2548,82761,121135,393007,31400,149,93152,109327,182407,217406,28257,157,161033,175010,207970,77635,8393,794,20,189280,135268,153115,109989,39448,3644,111,402307,152976,54760,17434,3176,196,6,223363,398253,8358,824,56,1,0,213076,408073,9089,563,52,2,0,386803,155075,61620,21274,5071,957,55,157811,272677,136067,53383,10471,433,13,65208,46329,45358,77196,139741,120011,137012,1,5,90,1306,10163,76893,542397,304118,195860,82201,26404,13516,6997,1759,337
29004,109046,102714,50090,13891,749,13,28928,83970,99442,65615,25417,2129,6,35103,68921,63905,61866,56742,18947,23,44166,58132,77760,71130,40006,12688,1625,28340,44520,57673,69594,69499,34772,1109,1276,14383,20982,60706,98209,88744,21207,1233,14460,25167,58054,91363,95172,20058,27224,49182,63817,72493,69642,23006,143,46890,60311,81927,68315,38747,9265,52,15423,17377,55237,69073,69867,55951,22579,28077,59514,66165,57656,44617,27424,22054,19069,37189,63770,75664,69042,31994,8779,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
22020,95333,62587,64277,40570,10273,339,26717,71703,53871,47176,49186,45476,1270,27441,63466,40797,39268,47299,72122,5006,9042,30245,52345,72721,81066,47341,2639,8519,24484,33283,40128,50471,75585,62929,611,78605,86518,82278,33518,12974,895,550,77487,98746,71495,32073,14281,767,11322,39445,35308,36792,45443,77161,49928,20373,50016,53233,47232,54121,66102,4322,455,23293,54558,58455,62340,71459,24839,128339,72382,40583,24120,15718,10474,3783,3976,26697,39595,44136,48686,48529,83780,365
99724,65677,25304,8958,1641,416,691,138116,50562,9977,2212,662,393,489,148809,37630,10201,3675,1262,490,344,12241,15178,27343,39929,49874,46308,11538,56880,59843,36430,23527,18074,6942,707,671,55875,86467,43222,13837,2298,17,672,55516,96700,33965,12912,2611,11,102822,53743,22397,14314,7130,1759,239,31272,86370,61230,18964,3539,601,435,1765,1348,3842,6357,10975,24572,153552,30096,30762,29286,27750,30574,37118,16817,87584,54409,21722,12663,8375,5623,12027,588
35187,28350,80217,108314,74886,18773,4452,76674,98056,89353,59574,18841,5059,1475,139410,109921,64661,26140,4546,3020,152,59244,136580,94400,41915,11734,2595,206,100526,75780,57405,60487,43610,5389,28,236130,99508,5141,552,11,0,0,231504,103958,5306,362,10,0,0,127582,74230,66596,51435,19384,4557,699,125511,111043,76593,30530,6384,1446,20,5329,4912,9641,38498,77671,107627,102996,1150,19276,51861,52566,61744,104232,52396,55332,89031,66925,58365,44953,20670,7944,300
0,0,0,4,10,13,50,0,0,0,3,17,28,71,0,0,1,16,47,32,51,102,9,2,13,18,9,8,59,33,28,22,21,16,3,0,0,11,29,12,2,0,0,1,8,27,16,4,0,0,0,9,70,35,45,51,71,16,6,21,11,28,57,179,3,0,0,0,0,30,100,0,0,0,0,2,152,1,3,23,126,32,13,37,362
0,3,18,520,13458,186301,47454,0,15,1040,7183,50358,175843,13315,518,5206,10998,33221,89290,102517,6004,2330,7553,23024,59477,95970,56642,2758,6127,17793,36983,69834,78052,36864,2101,348,15286,65531,87763,56515,20430,1881,244,14358,76129,75659,57498,22191,1675,5531,10586,19413,33291,67965,99125,11843,591,1308,5003,41821,121683,74687,2661,7198,51604,69635,63023,35155,15437,5702,76,1054,9937,37536,77339,87662,34150,11333,36481,66216,71210,45176,14735,2602,76
100239,130819,62073,48840,44769,24476,1809,58004,118913,90234,53447,47165,41719,3543,29353,87786,92259,81913,64238,52244,5232,135853,93283,63463,54401,40314,21258,4453,14574,53480,72728,80480,71333,70082,50348,1226,24966,56691,105155,85368,87533,52086,1207,24940,65436,95851,82382,92695,50514,10884,42765,69273,83361,85154,74348,47240,105620,111044,69573,45421,41594,34581,5192,2945,69846,122157,101404,64908,36802,14963,107678,102744,80536,53211,40976,23067,4813,4339,16810,33359,64007,86141,85883,122486,461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
0,0,0,0,0,0,0,0,0,0,1,5,11,32,0,0,0,5,22,20,44,52,12,4,5,11,15,13,43,22,19,14,21,13,8,0,2,0,2,34,8,0,0,0,4,0,21,21,0,0,0,19,41,23,40,38,45,14,6,8,16,18,61,104,2,0,0,0,0,30,130,0,0,0,0,0,63,0,2,30,95,6,2,41,540
240053,10333,1351,408,234,243,574,242215,8263,1315,446,290,346,436,236555,12792,2231,760,384,356,290,27801,21589,31946,51384,52005,48348,20314,94021,96657,40212,14438,5993,1800,268,5517,36839,73786,120653,15124,1348,122,5250,36193,91058,105071,14166,1538,113,155353,74397,15940,4966,2012,563,158,100866,97672,39021,11466,2759,793,503,8647,809,826,1556,3837,12928,224765,37821,55149,46543,32543,30646,30291,20318,133412,81979,22697,8657,3773,1545,1324,600
0,0,0,0,0,0,0,7,1,0,0,0,4,2,15,5,0,0,8,2,5,71,1,1,5,2,3,1,79,11,1,4,8,2,0,11,21,0,0,0,0,0,4,28,0,0,0,0,0,24,43,12,10,13,15,2,85,10,4,4,8,6,9,42,0,0,0,0,0,70,130,0,0,0,0,0,17,0,1,20,69,9,3,32,624
650588,145520,41620,17120,5452,974,1,560666,176572,65822,33455,17403,7130,227,410242,213074,104198,65966,47227,20220,348,122397,205782,218519,182507,99150,30284,2636,123705,172320,162940,149805,135472,101770,15263,1803,185602,238226,251631,133202,42354,8457,1715,185131,264814,223766,130907,46846,8096,173919,216395,158402,119538,101916,79690,11415,274985,280016,168395,85100,40138,12362,279,754,5643,39560,87012,138806,230659,358841,318043,195861,129344,86325,65267,52993,13442,58563,200171,174236,142897,120473,87105,77830,390
23174,243314,259255,111639,33370,4072,176,23640,256462,218850,111899,51769,12274,106,33476,154692,175795,165594,99852,45442,149,149925,229778,168304,87932,31361,7085,615,20678,227321,239555,115432,53089,18834,91,0,4650,7363,73874,182811,247181,159121,0,4659,10068,70842,171654,262541,155236,10614,152667,247213,176792,71910,15789,15,81154,256300,205652,90395,34582,6874,43,17624,141091,140826,131646,108861,97256,37696,1327,23826,78914,160910,250267,145794,13962,12111,115914,188335,194078,119964,36925,7673,513
0,395,15616,87578,174778,129450,19335,35,6478,56657,128152,147514,80313,8003,5641,80841,122596,123871,68580,21591,4032,7651,12070,27190,54558,111628,177513,36542,22833,94789,112426,106559,66690,20559,3296,36293,218071,123225,39720,8170,1656,17,36362,218877,131294,31045,7706,1860,8,24757,99509,111730,95253,64362,26026,5515,4037,9286,35573,98475,177383,97419,4979,6988,7354,16284,44600,109274,172297,70355,189,3975,21820,58852,113875,161221,67220,61834,179126,114576,48482,16363,4982,1789,176
22240,7312,1935,1072,570,108,1,26266,3813,1712,999,390,54,4,28535,2508,950,732,462,49,2,6480,5956,5824,5354,4293,3928,1403,18276,8331,3511,1378,939,794,9,29131,4068,39,0,0,0,0,29071,4125,42,0,0,0,0,25014,4940,1379,826,835,241,3,17794,7973,4379,2364,645,80,3,77,117,380,821,1514,4297,26032,586,2030,3435,4101,5127,7433,10526,20725,7127,2509,1266,745,492,374,277
0,0,0,0,0,4,17,0,0,2,2,2,17,68,1,2,4,6,12,68,61,102,30,19,10,24,9,2,44,61,53,35,37,8,0,0,0,18,10,24,20,8,0,4,14,16,22,29,3,0,3,8,44,117,122,49,17,37,53,45,43,78,91,196,0,1,0,0,0,60,210,0,0,0,0,0,117,0,4,38,191,10,3,60,133
0,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,4,10,6,8,32,6,7,1,3,0,0,20,24,14,9,10,0,0,0,2,2,18,18,7,1,0,2,2,24,24,2,2,2,4,19,73,43,48,21,48,51,23,12,33,41,37,35,0,1,0,0,0,30,90,0,0,0,0,1,17,0,0,3,42,15,0,43,71
463455,26195,2462,591,134,23,8,469021,20418,2573,590,187,73,6,465184,22795,3846,771,206,63,3,122988,74431,70145,69793,66095,61691,27725,234855,129554,75771,40078,11127,1424,59,431124,53866,4756,1984,711,309,118,430427,54339,5361,1635,645,348,113,337148,118302,28159,6872,1945,429,13,286480,116847,54961,25825,7430,1301,24,409,861,1455,3462,10248,43327,433106,53994,80463,74870,64906,64034,72289,82312,230519,169113,56973,23368,9352,2618,925,286
7990,137663,283430,218835,119464,37417,11242,18686,200377,247083,170696,110156,59839,9204,48667,222267,173341,141492,125829,95739,8706,29645,64227,130458,186048,206838,171806,27019,19355,119660,163654,176047,167003,125510,44812,184,7611,25175,176410,307075,247177,52409,168,7682,32104,172191,290494,263582,49820,21968,139770,173833,173389,159178,117782,30121,26467,97515,191048,201204,178178,111968,9661,15144,30173,90492,141073,186112,228457,124590,102192,143906,180031,159449,136000,75694,18769,26055,167974,200031,184087,133603,64441,39850,486
365234,56269,26625,13446,5816,4746,4363,370525,58509,23173,10683,5561,4979,3069,356106,70511,23744,12418,7127,5241,1352,99674,79323,83815,80871,72837,48982,10997,223939,108309,62836,38133,26731,14707,1844,235246,200907,32483,6766,986,97,14,235382,199780,35205,5077,930,111,14,255434,97637,53691,32786,21830,13122,1999,234016,102798,59302,45679,23499,9964,1241,4147,4238,3733,6827,20506,65614,371434,55918,57598,64958,72809,87525,88123,49568,203738,144442,63434,35148,19027,8137,2573,66
0,0,0,0,0,0,0,3,1,0,0,0,1,2,5,2,1,1,1,3,1,18,1,0,2,0,0,0,24,5,1,5,0,0,0,0,10,0,0,0,0,0,0,12,0,0,0,0,0,14,38,8,11,13,14,0,152,8,4,14,16,19,11,15,0,0,0,0,0,10,40,0,0,0,0,0,7,0,1,7,16,1,0,21,578
8565,9399,29824,58966,26811,4878,2002,10782,16690,48122,36623,20754,5549,1925,18212,36466,36545,27443,16079,4132,1568,20907,17125,25272,38507,30432,7511,691,5938,34160,38547,31654,20334,8022,1790,0,25426,48650,43604,21241,1490,34,0,24648,56210,36889,20609,2053,36,7569,33333,36602,29684,21295,9815,2147,11993,20126,35988,48883,18044,3827,1584,3436,11423,12270,21969,30907,38472,21968,1575,9874,18866,34136,40648,31060,4286,5382,29854,37512,34631,22350,7705,3011,227
38,737,7171,24626,98493,203405,43018,2205,19340,55831,88596,111527,85637,14352,13053,57351,67577,92949,102759,38754,5045,57475,196271,99971,20951,2504,285,28,30791,75137,62556,63772,73609,69221,2178,234486,137622,4798,66,0,0,0,233276,138537,5085,25,0,0,0,42033,84436,65847,65125,74648,34416,10880,29772,92914,103591,89463,49780,10853,1115,30173,92285,93479,74400,49014,31054,7080,1826,41044,55156,53171,63864,99593,62610,13821,45647,61095,58290,60213,51304,86894,313
