band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
4344,45807,105407,208616,389093,120000,3498,44014,103625,234454,381087,106589,4427,31340,122727,244277,375737,94759,156304,139153,127267,146531,210661,93351,35043,89071,121630,217156,312532,97835,77,6313,24348,62367,177579,602583,81,7213,23632,60185,179968,602188,16664,39027,117601,218205,362978,118792,58731,88122,119355,187589,312830,106640,167472,284870,201872,129946,71793,17314,35477,217018,212367,158121,170329,79955,17176,62131,164167,275257,252119,102417,474
330199,2572,218,26,6,12,330892,1827,232,49,20,13,331542,1133,248,79,25,6,69252,40757,40534,46163,61883,74444,213852,82780,29391,6249,691,70,331848,1160,25,0,0,0,331888,1129,16,0,0,0,308981,21318,2038,556,124,16,191809,67413,38564,24207,10189,851,13,45,182,777,3472,328544,43186,61989,55847,49522,54876,67613,302005,27820,2547,492,120,49,281
338747,49450,8198,2162,896,508,353658,35702,6602,2208,1141,650,352177,33146,8949,3484,1581,624,24665,56705,129361,126136,51255,11839,201152,98472,49593,30712,16520,3512,12533,175468,180177,28752,2991,40,13000,193198,163127,27577,3023,36,268774,78532,29990,14714,6832,1119,187764,164102,37483,7823,2259,530,4863,1762,3584,9392,32806,347554,53954,55556,62366,72838,102334,52913,217704,94951,41981,22153,11676,11496,569
238,5725,83468,128826,38765,2010,393,31500,96082,82484,44342,4231,18396,69540,83246,49933,35063,2854,18923,26891,55592,83256,66062,8308,6090,59640,75702,64602,46968,6030,198,72723,101335,43608,21587,19581,224,81932,92536,42453,22377,19510,12795,57710,71845,62809,47368,6505,4212,27190,83135,103341,38575,2579,5433,30723,38663,58977,74307,50929,4251,34378,63406,72416,72477,12104,27113,62705,66548,52538,36105,14023,229
18796,44168,62775,84424,58474,5936,26550,52636,55822,60323,64557,14685,46738,64113,48094,52298,53493,9837,23567,28539,46049,86021,77267,13130,9829,48755,57249,61597,70957,26186,458,58524,100275,62560,25925,26831,476,64525,94794,60938,27772,26068,15600,58278,50560,57724,69565,22846,24454,24787,50201,93926,71815,9390,5512,33044,44108,59130,76379,56400,19699,77379,79398,52696,38023,7378,22266,49833,58738,59538,49422,34776,237
273569,246679,68201,22277,6016,853,113960,236199,147552,80401,35849,3634,66996,135528,112924,134918,145244,21985,83380,120703,143907,153038,102140,14427,66658,46432,50365,92601,175030,186509,2734,106763,155477,200323,126093,26205,3355,115848,146861,196227,130462,24842,76779,51949,57842,101025,195793,134207,82146,148794,156785,122705,90300,16865,7559,125179,181879,130312,108560,64106,416060,65932,29142,23380,36887,46194,60609,51767,43323,59891,79636,322369,567
239610,141411,87818,50343,23951,2082,351435,148308,35011,8076,1375,1010,459292,70805,10908,2771,742,697,140744,151252,105612,69860,46157,31590,304958,167702,51786,15825,4431,513,539659,5380,167,7,2,0,539874,5204,127,8,2,0,425488,89951,19369,7744,2270,393,294655,163490,61877,17894,5811,1488,2605,2510,8102,25702,135030,371266,10611,34614,61620,91677,162382,184311,270338,200564,47459,16839,6577,3438,315
0,0,0,0,0,0,0,0,17,20,8,60,0,1,46,16,26,72,147,14,13,25,12,27,106,39,25,40,19,16,0,0,0,74,2,0,0,0,2,71,7,0,0,12,106,40,69,67,127,7,25,30,25,94,194,0,0,0,0,110,200,0,0,0,0,132,0,8,183,95,3,13,582
2672,10315,12672,34778,61469,7323,717,8827,7231,19542,75728,17184,631,7079,11620,24207,75014,10678,7362,9165,15949,42270,50088,4395,849,9386,22893,46352,48674,1075,0,25,1468,28421,76328,22987,0,27,1433,25446,78827,23496,596,5197,16259,32347,64123,10707,5321,6334,5958,22319,82703,6594,4807,48276,40687,23617,10008,1834,22,2168,36422,55518,30177,4922,1364,14387,43552,56357,13277,292,52
0,0,0,0,0,0,2,1,1,0,0,10,2,6,2,4,2,40,28,0,0,0,0,70,33,9,1,0,5,99,81,5,0,0,0,0,122,4,0,0,0,0,61,71,37,49,29,222,198,22,28,17,19,227,72,0,2,2,0,60,190,1,1,2,2,13,7,20,53,43,10,73,26
0,0,0,0,0,0,5,1,2,0,4,2,13,9,9,18,24,25,124,9,8,9,3,1,129,25,15,18,2,0,27,35,6,0,0,0,27,43,4,0,0,0,29,71,71,62,44,10,197,33,17,19,22,27,120,0,0,0,0,80,250,0,0,0,0,18,0,7,108,60,3,50,180
300134,232088,80467,9049,267,0,220332,207204,152947,38284,3227,11,141669,168694,163922,122906,24706,108,326979,196541,72874,22607,2976,28,64932,159251,174891,157552,60257,5122,12465,80980,99571,133872,205868,89249,12473,85234,94872,128898,210116,90412,62551,140614,154005,173698,85978,5159,285550,223915,90474,19049,2986,31,11702,177445,161143,97397,88765,85553,77521,178999,156901,116172,79458,12954,26694,75962,97943,146328,157100,117978,453
94,6442,54726,175495,168608,9756,304,14818,136656,185962,74631,2750,13369,145036,157982,78158,19816,760,4094,6971,20756,68860,211418,103022,18308,121203,157273,92526,24633,1178,123566,231922,57056,2470,91,16,124759,238140,49640,2461,106,15,32076,129709,127917,84288,37355,3776,1368,8105,42104,172913,188203,2428,2102,6392,15798,46741,176962,167126,572,10093,46174,111713,184418,62151,107330,214249,66392,22875,4010,265,135
71664,59669,124465,183739,127768,24403,94621,77275,159221,174920,68496,17175,116044,159104,181600,94887,29046,11027,86877,161484,202341,103077,35231,2698,103865,173825,171295,99500,38739,4484,50201,277762,177069,65484,19860,1332,49964,292361,161979,64856,21127,1421,99521,155668,156973,108585,56327,14634,111978,116313,235983,99949,18178,9307,23814,40411,91497,149545,165409,121032,4149,29183,80091,138759,229927,109599,83726,181000,156089,104597,51060,15236,203
91755,122745,135507,92909,32113,5627,98248,121370,118683,94190,41629,6536,124699,100675,107629,91574,49317,6762,50901,130375,169485,94792,26631,8472,62372,100044,94157,105759,97424,20900,2553,99186,229749,126346,20332,2490,2406,111676,218355,124590,21266,2363,101868,95562,96570,97587,74807,14262,71885,165733,139773,72981,24480,5804,15325,50710,98569,104452,90265,121335,55135,117729,114995,92716,70132,29949,61510,86976,85574,101229,81189,64178,383
126124,471656,247274,24212,651,65,282702,421967,142944,21528,794,47,262396,296284,201091,98160,11988,63,156043,321769,246589,100467,38152,6962,106238,154938,179394,227418,190995,10999,225,49052,261546,292255,231567,35337,193,56880,253264,282961,240682,36002,146131,199728,184805,205641,131159,2518,242000,397938,182598,43124,4285,37,15368,64471,129596,190022,249209,221316,282390,232280,138426,91184,77958,47744,86719,165032,158055,147264,119593,193319,528
122913,2584,329,67,23,1,120612,4134,834,233,89,15,116254,7563,1510,460,115,15,43401,23697,19863,19015,15169,4772,58082,32241,22270,10328,2821,175,111996,11178,1876,541,237,89,112299,11103,1645,545,240,85,79005,33650,8836,3272,1096,58,86915,26431,9300,2737,500,34,24,346,986,3557,14931,106073,30951,26061,18309,14681,16415,19500,49740,42193,20651,9106,2944,1283,285
0,8,415,6671,217037,305087,0,44,600,8102,189681,330791,5,523,3406,22426,207865,294993,1061,2428,11601,52935,243307,217886,887,2307,10724,55337,240925,219038,413,3918,24759,121975,253247,124906,425,4380,24345,115834,257509,126725,463,1627,6377,25739,151747,343265,348,587,2105,16575,194823,314780,60357,267202,145535,45144,9788,1192,2415,146729,217123,116004,40835,6112,1194,16587,80656,192938,191707,46136,81
4243,9393,8276,12913,12365,954,10674,10457,11668,11795,3334,216,14933,13103,11901,6939,1174,94,39060,6141,1770,586,354,233,28103,13914,4639,1248,225,15,0,10052,18204,12605,6463,820,0,10950,17342,12314,6690,848,19922,14600,8517,4274,803,28,34084,10510,2456,755,291,48,18017,9063,5162,4866,5746,5290,72,511,1581,3487,8996,33497,14054,10494,11441,7234,3531,1390,518
0,0,0,2,2,3,0,0,0,3,6,5,0,1,3,11,10,3,23,2,2,1,0,0,20,12,3,5,2,0,0,0,0,4,6,2,0,0,0,4,10,2,1,3,41,24,30,6,67,16,13,19,23,16,35,0,0,0,0,0,40,0,0,0,0,18,0,2,18,12,3,21,501
17004,306277,376043,286555,187752,42128,33089,330249,322977,259592,218945,50907,28702,183832,296029,324341,327502,55353,360431,305794,251649,173512,98504,25869,49406,281338,390776,308848,154237,31154,334,9738,16184,95436,353454,740613,363,10222,15685,90972,356230,742287,21790,148994,381569,411451,216530,35425,155697,293396,290853,264638,176623,34552,257478,396973,213511,160409,127770,59618,25931,111064,322854,407532,276721,71657,35995,158007,271160,412246,253882,84469,476
24263,14629,21435,39876,60181,54483,44191,53149,39091,27452,9281,41703,38504,57841,42756,26935,10526,38305,70732,25457,28644,25009,20920,44105,122843,57269,18648,10247,5155,705,214826,41,0,0,0,0,214821,46,0,0,0,0,100911,61647,31088,13530,6766,925,88862,33811,24893,17530,12953,36818,55449,21086,20982,33779,53108,30463,1646,5364,9499,14820,42429,141109,121977,46105,24796,14001,6370,1618,8
8,0,0,0,2,4,15,3,8,1,5,17,10,17,11,2,14,16,61,14,2,0,0,0,54,12,17,1,0,0,0,0,24,0,0,0,0,0,20,4,0,0,3,34,19,15,24,3,56,4,9,2,11,16,85,1,0,0,0,10,50,0,0,0,0,61,1,8,50,30,2,12,458
0,54,20119,141522,376581,92579,1043,135059,141693,274550,78095,415,177861,231521,190110,29522,1798,43,210022,164427,167230,78572,10408,196,440757,139586,40933,9045,522,12,400608,225157,4885,202,3,0,374139,252482,4033,198,3,0,420201,149890,47333,11549,1768,114,202349,286008,113883,26822,1767,26,74839,50121,63743,133668,155879,152605,1,12,364,5607,54385,570486,344590,193902,59821,19801,10209,2532,337
42726,132619,99605,28258,2265,34,39000,110643,99101,49887,6854,22,46608,78142,71995,73019,35525,218,51350,74212,91927,63819,21728,2471,33508,58261,73300,83604,53873,2961,2626,17568,43246,94946,115984,31137,2677,19148,41972,92531,118695,30484,33346,62880,79038,85731,44049,463,55133,78434,93159,60860,17623,298,16042,32041,73689,82115,71437,30183,36994,72620,74670,58083,38153,24987,22763,52388,82138,87303,48799,12116,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
39118,99273,71698,62946,21670,694,41872,76997,55638,57087,59038,4767,40673,63728,47397,47876,79793,15932,12463,42174,71841,92694,70094,6133,11716,31621,42070,53302,78238,78452,4401,100943,111915,55917,20324,1899,4904,108438,104225,54714,21397,1721,17200,44954,41901,47151,78100,66093,27416,60179,60398,57311,78085,12010,1034,39679,66738,70215,80594,37139,144104,72546,38322,21417,13654,5356,6720,36380,48732,54570,56190,92807,365
117874,58860,20253,4006,658,760,153844,39805,6529,1202,474,557,159937,31086,7933,2337,717,401,14574,20883,36477,56484,56403,17590,70097,60969,34463,24236,11468,1170,1985,81718,90245,22727,5667,45,2132,90272,82090,22138,5726,29,118035,47272,21912,11491,3353,341,41044,103762,47337,8732,1020,516,1894,2168,5785,10037,22769,159758,35371,35287,33506,32873,41838,23528,102722,48241,19819,11500,7240,12881,588
42022,44538,111434,112062,34095,6028,92831,114619,92308,39943,6886,2445,162572,111255,57858,11888,3628,649,80094,151586,85569,24391,4647,387,117520,78328,68542,63597,15135,103,277629,60674,2973,66,0,0,277953,60634,2491,62,0,0,141540,82798,73105,38182,7693,1165,141338,128015,64221,15838,2001,114,6413,5616,22055,72482,116817,123291,2076,34115,62354,64295,105483,74902,72756,95209,73368,60802,30918,10167,300
0,0,0,12,14,51,0,0,2,5,37,75,0,0,3,54,29,61,103,9,7,24,9,9,71,32,20,37,15,7,0,2,24,22,6,0,0,2,20,27,7,0,0,1,50,46,54,59,81,9,15,17,19,69,181,1,0,0,0,30,100,0,0,0,2,152,1,7,94,80,15,38,362
0,5,99,5713,136349,105588,0,128,3261,25878,177942,40545,1107,6838,20980,70833,132649,15347,3168,11805,42272,98761,85402,6346,8757,24497,57811,93408,58788,4493,1001,30357,98009,82022,32995,3370,904,35771,92364,80953,34469,3293,7304,13821,28877,57973,116406,23373,738,1850,16252,105974,115270,7670,13721,67218,81891,54765,22730,7429,122,2670,22219,71649,103262,47832,15524,51562,84005,68373,24337,3952,76
131632,123290,64772,54090,35699,3542,77698,134771,85591,55434,50850,8681,41674,107167,104029,82485,66402,11268,157298,93945,70112,54614,30415,6641,21031,70287,88699,90301,80127,62580,3611,35267,100307,106315,102331,65194,3607,38979,96302,103799,105613,64725,15271,60453,86934,102478,87041,60848,129137,113514,67161,50322,43455,9436,5885,106854,137716,92813,50007,19750,126063,114229,79770,52041,34150,6772,6406,23275,52894,91658,101749,137043,461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
0,0,0,0,0,0,0,0,0,6,9,34,0,0,0,23,18,50,57,7,7,9,18,14,47,30,13,26,12,12,0,2,2,19,23,0,0,0,4,13,28,1,0,1,44,27,38,51,51,9,10,16,20,62,104,2,0,0,0,30,130,0,0,0,0,63,0,4,98,30,3,41,540
245095,6029,821,362,259,630,245300,5846,928,378,339,520,240695,9665,1656,599,391,362,30902,27601,46641,64326,55413,28504,113383,95594,30572,10316,3120,404,9747,46326,144162,49985,2967,202,9553,50038,140304,50138,3160,196,178906,58470,11473,3381,953,206,122752,91490,31030,5992,1217,599,8829,859,1210,3084,10733,228653,46455,63883,46321,35554,36498,24600,157144,68544,17637,6263,2284,1515,600
0,0,0,0,0,0,7,1,0,0,4,2,15,5,0,4,6,5,72,0,4,3,2,3,81,10,1,10,3,0,32,0,0,0,0,0,27,5,0,0,0,0,38,31,16,15,13,6,86,11,2,10,6,11,42,0,0,0,0,70,130,0,0,0,0,17,0,4,63,32,3,32,624
697819,117502,32725,11164,2036,29,607406,156869,58719,26194,11457,630,461225,204511,97639,63839,32833,1228,157730,246911,240765,159128,52133,4608,155188,194649,185692,165309,134312,26125,10283,245769,316487,204563,72517,11656,10996,262666,297929,201624,76321,11739,213819,236066,161678,125598,103890,20224,329152,292210,150979,66861,21087,986,951,13498,69237,134933,233777,408879,357859,204998,127605,83416,66287,21110,91905,228283,187574,150966,111376,91171,390
48661,314358,238542,63511,9632,296,55250,309379,202244,82442,25432,253,55508,187962,208833,149863,71383,1451,187342,257232,156222,59931,13198,1075,38885,299328,220076,83485,32827,399,95,5472,31599,156266,286338,195230,79,5852,31130,150890,291798,195251,19973,222617,272241,126257,33851,61,116401,304055,176456,63152,14780,156,37031,167960,163078,137193,117444,52294,2602,41613,127797,254095,226310,22583,21382,165924,228519,186978,60730,11467,513
1,1889,44401,170098,178198,32565,92,16297,102276,176870,116910,14707,12261,112068,150572,108993,37686,5572,9011,17722,44015,97309,196351,62744,35471,120171,130267,101365,35095,4783,80456,216021,111514,15535,3565,61,83082,225853,99196,15353,3621,47,38013,124740,124292,91502,40935,7670,4737,15898,66315,171370,160723,8109,7905,10200,29502,90956,190299,98290,355,8129,41066,103580,177833,96189,91805,197030,96531,31736,7398,2652,176
24963,5432,1761,825,254,3,27287,3485,1593,780,83,10,29316,2072,949,791,103,7,7362,7119,6558,5464,4686,2049,20318,7917,2697,1154,1107,45,31200,2025,13,0,0,0,31258,1970,10,0,0,0,26488,4061,1212,994,474,9,19468,8166,3821,1593,183,7,92,177,668,1303,3816,27182,837,2801,4415,5258,7906,12021,23026,5868,2210,1053,635,446,277
0,0,0,0,1,20,0,0,3,3,6,79,1,2,6,13,58,74,112,24,19,27,12,2,53,73,53,43,16,0,0,0,22,25,24,9,0,6,19,25,28,10,0,5,17,109,144,68,23,53,54,48,78,108,196,0,1,0,0,60,210,0,0,0,0,117,1,5,168,68,4,60,133
0,0,0,0,0,0,0,0,1,0,7,6,0,0,0,11,7,10,34,5,7,3,0,0,30,24,8,14,1,0,0,2,10,24,10,2,0,2,8,32,12,2,2,7,55,60,57,29,65,44,16,31,45,44,35,1,0,0,0,30,90,0,0,0,1,17,0,1,30,27,2,43,71
474669,16271,1583,280,54,11,477118,13609,1675,345,108,13,473826,16109,2373,461,91,8,137778,84803,78408,79748,75237,36894,262337,130528,71732,25003,3135,133,457113,29856,4159,1080,516,144,457776,29732,3640,1057,525,138,372547,97114,18431,3926,821,29,314407,112205,46770,16639,2769,78,559,1084,2437,7487,34861,446440,67412,93162,82396,73014,81553,95331,275394,149291,46167,16460,4347,1209,286
15769,220248,317787,186086,61235,14916,35970,275644,249545,154676,85486,14720,87131,245262,183915,154187,126950,18596,36143,92414,183068,236279,221731,46406,27810,164644,198872,202115,161567,61033,515,11049,85933,309296,328407,80841,578,12432,86324,301560,334741,80406,36649,181779,204964,193557,155294,43798,34573,148432,234297,223147,155944,19648,18756,49667,132378,194581,256466,164193,122396,182825,204098,168875,113036,24811,45241,215086,229635,184772,93417,47890,486
379979,52714,22608,10324,5673,5201,379731,60759,18505,7985,5163,4356,376758,59232,21413,10488,6318,2290,112872,93575,98388,88064,65740,17860,251813,104320,60012,36160,21074,3120,312622,136586,24634,2392,247,18,315722,137934,20229,2337,258,19,279428,94419,51303,29939,18018,3392,262829,95779,61657,39445,14419,2370,5185,4334,5187,15039,57517,389237,65330,68572,79664,94212,104764,63957,238067,135949,57656,29195,12123,3509,66
0,0,0,0,0,0,3,1,0,0,1,2,6,2,1,0,4,1,19,0,2,0,0,0,26,3,1,5,0,0,0,10,0,0,0,0,0,12,0,0,0,0,27,29,9,14,14,5,157,3,12,22,15,15,15,0,0,0,0,10,40,0,0,0,0,7,0,2,19,4,0,21,578
9877,15797,51467,50975,10017,2312,12768,29356,53040,32593,10353,2335,23970,43404,38213,25562,7418,1878,23775,21505,36255,43089,14752,1069,8787,44635,41796,30326,12444,2457,44,38299,62630,33036,6376,60,74,43562,57581,32627,6530,71,12047,42711,38428,29282,15065,2912,15661,25295,54335,35729,7572,1853,5772,12363,18478,32606,42100,29126,2593,13720,29295,45882,41230,7725,9553,37418,44358,32921,12234,3961,227
81,1807,14237,77148,209171,75044,2919,31765,76424,122699,126079,17602,22008,70372,93106,116255,66738,9009,90801,204843,73301,7898,602,40,40732,86896,71807,80408,90632,6789,314569,60446,1951,6,0,0,316626,58960,1331,6,0,0,56237,92689,73342,82610,60581,11926,39957,121685,110199,84342,18563,2742,39158,115050,102907,67814,41819,10737,4828,56266,63470,65917,103003,83780,18898,61512,69197,69338,63118,95201,313
378070,49797,24295,18847,15710,269208,337113,57833,43908,31584,31963,253220,309279,66450,51458,44544,50179,233435,286082,53664,48161,55759,69607,241798,494907,73980,54638,54406,50627,25275,691336,44956,10667,3852,1740,717,692228,45258,9533,3746,1795,688,446225,107742,70628,59044,51574,19195,303413,54265,48988,51680,66996,234061,282643,52404,51592,74337,97761,195605,96254,57721,43513,37607,49030,465952,475393,103022,72030,47834,26989,25162,23
0,1612,21028,89984,92344,23670,171,12404,68785,86439,53927,6912,7243,69031,80562,50855,19097,1850,12999,19707,61560,97200,36759,413,18419,93029,79669,30006,7387,128,11700,108910,85621,19396,2949,62,12539,117695,75880,19341,3132,51,15525,83227,75205,38491,14224,1966,9363,16072,76212,102616,23109,1266,7083,10159,31028,69116,85277,25975,9,736,6696,32643,124072,64482,29319,113868,61842,18267,4698,644,217
757,6323,16083,35592,150831,237499,13084,38367,54950,143992,192579,4113,52224,85597,143800,101941,61959,1564,123721,227394,80021,12824,2597,528,134438,104284,69849,66474,64483,7557,440394,6690,1,0,0,0,441069,6015,1,0,0,0,152357,107033,73373,59275,52430,2617,70404,124494,143516,99317,8779,575,19275,120723,129218,93110,55524,29235,1543,36491,47036,57701,94039,210275,62219,124473,85378,66989,44629,63397,305
487729,76474,12070,4099,1104,233,508312,63748,7435,1594,431,189,487236,75562,14259,3802,708,142,278876,146137,77628,45487,24960,8621,250114,162654,95066,50833,21666,1376,252493,253387,61374,12527,1875,53,247437,264150,55704,12411,1951,56,295720,159855,65686,40940,18675,833,442127,101690,27659,7381,2605,247,640,4487,27547,67875,144816,336344,97909,96931,99208,94018,112701,80942,164649,164301,92685,64316,41953,53805,296
216694,32514,8820,3988,3458,23453,194771,44694,16996,8407,4239,19820,153894,53309,33591,21613,8632,17888,134424,39945,34732,32948,25425,21453,144422,51541,36072,29911,22958,4023,216318,51731,17301,3264,313,0,216655,53188,15503,3249,332,0,124286,58428,44477,33915,24846,2975,158936,42102,28248,26334,14995,18312,26397,13139,20777,54939,97853,75822,43643,40536,37508,34813,34893,97534,97453,79179,61951,33823,12484,4037,5
11649,27712,27954,52994,149923,54793,18482,40240,80251,112452,58716,14884,36647,110704,98470,54779,18175,6250,132336,132235,46571,11844,1909,130,75704,91324,75608,52873,27605,1911,42412,211929,63081,7479,122,2,39878,220079,57508,7424,136,0,80988,110290,63888,43433,17445,8981,48094,111240,115588,38975,9825,1303,36185,37732,80512,95366,57256,17974,2711,20663,34166,50686,100725,116074,27544,82652,81787,61636,40048,31358,321
0,0,0,0,0,0,3,1,0,0,1,2,2,4,2,3,4,6,18,2,3,3,0,2,24,6,6,3,3,0,0,5,5,4,0,0,0,2,9,5,0,0,0,16,14,10,10,6,41,6,2,2,9,10,20,2,1,1,1,10,51,0,0,1,1,6,0,7,22,5,0,20,416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
0,17,4281,42729,236499,193775,52,1663,17385,100067,322785,35349,880,16724,95395,239794,119011,5497,7636,17080,61813,183170,200397,7205,7729,39329,135037,213726,76958,4522,10230,157210,223799,74836,11193,33,10593,171580,210292,73138,11675,23,6287,35070,117843,195899,113144,9058,3151,9713,57353,240334,160304,6446,6610,24101,119861,219078,101009,6642,104,4272,43611,151742,233610,43962,9894,126927,225207,92291,18906,4076,191
