band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,1175,8293,16136,24547,30915,50669,59887,78163,94389,138444,171731,147426,49094,2398,75,1067,7216,17591,21563,31051,44051,61141,81401,120435,127240,167238,160857,31945,396,219,2142,4449,8764,20193,34446,50656,75495,93811,112596,134360,159582,148418,27816,320,54383,72304,62115,53994,52661,49071,52155,53165,56436,62971,72811,89808,94423,43409,3561,10170,14735,23223,35828,40158,44078,49725,59433,79569,105981,126807,129431,102861,44934,6334,0,9,353,2457,3571,8201,9694,13752,22013,33055,54738,64895,120298,204584,335647,0,15,314,2515,4450,7427,9927,13947,19384,33132,56223,74676,110370,198180,342707,8031,6029,6330,12798,22503,35644,50488,64812,79678,105184,132015,154024,135424,56465,3842,14463,28566,33679,35298,34847,40672,50929,60221,68351,86771,106596,133639,142966,35599,670,8127,83494,144396,117520,98805,88676,77873,67044,54713,43512,34731,26938,18287,8363,788,1364,14311,50106,86419,100295,96302,81147,67847,62928,62264,66674,68765,67213,39762,7870,5363,7052,11395,21414,34083,51101,70994,88784,107489,121056,117930,95753,73455,53934,13464,474
264966,59018,7606,886,295,151,48,29,12,4,4,2,1,9,2,293883,35241,2672,635,288,135,81,31,24,10,7,11,9,6,0,317098,13451,1450,453,223,134,82,52,41,18,8,10,8,5,0,37113,22524,17958,16450,15964,15735,16618,16777,18849,18718,21974,24741,30826,34118,24668,86755,97993,52068,35511,24305,16303,9879,5565,2741,1152,453,186,94,25,3,12,320747,11930,270,49,22,3,0,0,0,0,0,0,0,0,12,321876,10795,278,56,14,2,0,0,0,0,0,0,0,0,161842,124555,33226,7928,2748,1227,596,397,237,137,74,38,19,9,0,116923,54952,35975,29352,22020,16839,15973,12319,10063,7577,5484,3577,1784,194,1,2,5,15,11,25,34,75,163,239,448,767,1476,3083,12403,314287,10730,20572,24290,24865,24718,23762,21742,20277,19803,19785,21019,21974,24922,43699,10875,54919,211883,48966,10408,3649,1585,747,382,206,119,72,33,29,15,20,281
129385,173772,54667,20937,9436,4564,2957,1419,868,552,373,355,362,278,36,167927,158724,41657,14507,6545,3872,2017,1401,863,657,487,422,548,310,24,221114,110709,32244,13779,7477,4778,3041,2101,1456,1057,735,617,520,317,16,10713,8449,11797,21388,29023,44221,56519,59463,54332,40962,27431,17767,10842,5727,1327,40941,122896,64086,40977,30724,22529,18910,15055,13196,10615,8448,6013,3577,1551,443,0,1047,30710,77732,78512,106978,55629,28731,12513,5078,2306,573,132,15,5,0,1291,29773,82546,92588,88133,58656,27587,10752,5576,2338,616,83,17,5,122816,112988,57040,33363,21099,14781,10985,8178,6202,4558,3499,2464,1434,504,50,45650,93664,100184,69721,42647,22895,10753,6433,3236,1989,1263,757,463,279,27,3842,693,652,635,803,1111,1469,2218,3141,5037,8000,13731,27326,73140,258163,23599,20161,20637,21944,23169,24316,25139,25956,28410,31383,38167,42552,41907,26873,5748,42153,138404,65067,39663,27368,20081,15483,11831,9317,7422,5847,4139,3335,4055,5796,569
0,80,588,1172,4123,17069,40449,56503,57471,40802,26239,10494,3179,824,39,4,124,1192,8440,22133,32539,41731,43152,36018,25126,18510,18558,10353,1121,31,13,8018,23479,25816,30610,33176,34669,29641,19988,15705,14119,15410,7553,775,60,3686,11051,8905,9685,12487,17263,23701,30208,32768,34908,32972,24699,13705,2821,173,279,1241,13717,23306,27187,29323,32027,29006,26401,23547,21300,18824,10522,1777,575,0,2,3172,30393,39354,56080,32154,23627,20489,12593,9538,7159,9280,9305,5886,0,4,2946,32631,46575,46092,33861,23783,17589,13664,10149,7962,8406,9385,5985,163,4367,18450,23134,24391,27029,30110,29071,25772,22672,20927,19424,10942,1968,612,505,1666,5148,10187,13896,25412,32987,51447,40366,36264,21623,13028,5529,866,108,141,1445,9417,12254,12899,14101,15810,18566,22398,26765,29356,30175,29286,27616,8803,860,1592,4808,11700,19669,23914,26149,27081,28518,30160,31737,28966,19475,4216,187,78,14853,24481,24453,25953,27188,26610,24453,21349,19486,17298,13347,10444,7453,1586,229
41,7426,23652,15699,16146,23533,27963,30652,31949,33102,27499,23972,9765,3056,118,1346,14217,18848,22935,21840,22022,22819,22784,26378,22142,22375,25397,27599,3792,79,1272,25335,36881,24870,22493,18579,20714,19767,20902,20430,19267,22304,18326,3236,197,4046,13141,13057,9937,11925,14110,19327,26447,32197,39989,37381,29700,17497,5045,774,1185,3604,12859,18291,22645,23186,23052,23305,23905,25398,26008,29211,28927,9311,3686,0,3,5712,26507,26760,45166,37727,32712,28349,18881,11898,7224,14895,12610,6129,0,5,5570,27660,31766,37803,39376,34027,23834,20692,13170,8456,13428,12515,6271,901,5630,20943,24840,21564,19919,21063,20813,22467,24022,26270,28560,26466,7889,3226,4507,13480,12777,10326,8151,14403,19295,36770,32891,40768,32710,26374,18245,3390,486,531,1225,9106,13301,14393,16228,18187,20164,23150,25509,28861,31670,31121,29210,11917,3098,9043,17891,30030,37016,35518,30437,25623,21728,18788,17936,14754,8825,3272,614,137,12950,18688,19444,20880,22502,23929,24582,24263,23000,21595,18957,18160,18324,7162,237
23439,152180,148317,127844,68468,33552,27439,15326,7512,6649,3262,2297,922,336,52,9319,65388,95694,94947,84811,52556,68726,43792,36992,25887,17926,13398,7403,742,14,6333,37758,47896,53420,57117,43136,47036,53148,48973,55549,60986,59909,41692,4634,8,24753,38544,42273,47912,50601,55652,61504,60202,61817,57770,49940,38293,22850,5155,329,7062,42200,27726,19001,17101,18748,20657,25108,33754,44699,59388,73381,86255,79079,63436,0,1,10056,47758,51682,63176,56806,74846,85256,75716,69730,35253,34252,12668,395,0,10,9841,53780,55572,50355,59718,79349,72925,80741,70227,43695,28121,12753,508,12007,50741,25185,21941,18854,19278,23782,32614,38133,45060,62453,84878,95024,71580,16065,22461,39597,43278,57904,67700,66323,68806,50317,50631,43413,38612,36183,27945,4395,30,4437,1177,9084,43197,74843,79146,70989,61192,52983,47881,45889,43111,36889,27914,18863,312299,78075,45679,27653,18286,13270,10939,9499,9173,9641,11642,15173,24272,26574,5420,7037,34163,34109,20553,16514,16423,17530,19566,22850,26845,31014,31755,36739,65991,236506,567
76939,120257,80022,60872,42931,43364,28566,29465,21233,15533,13515,8515,2782,394,827,122466,167995,106898,69134,33250,20313,11079,6188,3515,1992,933,308,294,344,506,146585,231827,119673,22153,9859,6098,3642,2128,1074,737,417,224,230,259,309,44473,63356,66297,59006,58864,49818,38571,34487,30271,22325,20272,17425,16337,14360,9353,76163,166000,112499,70745,47253,28248,17277,10674,6980,4432,2568,1493,531,143,209,4644,516229,22431,1448,287,148,16,6,3,1,1,1,0,0,0,4832,518235,20052,1635,324,105,21,4,4,1,1,1,0,0,0,149056,217784,96117,36234,16248,10065,6817,4723,3308,2200,1412,714,240,128,169,114437,128968,92341,72946,49453,34557,20771,12031,7411,5001,3248,1908,1133,528,482,1625,573,846,877,1194,1992,3579,5637,8342,14254,28803,59126,109043,161379,147945,1980,4843,8577,12798,17027,21718,25954,29277,35047,41301,54431,67167,89643,122607,12845,38254,155036,143563,87679,46370,26251,15753,10042,7143,5109,3624,2158,1568,1365,1300,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,13,11,2,4,2,4,27,31,0,0,0,0,1,6,21,26,7,2,4,6,33,33,22,104,30,19,3,5,2,6,10,12,8,5,3,8,8,15,0,97,13,10,25,14,7,12,20,12,6,5,17,7,0,0,0,0,0,0,0,0,6,48,20,2,0,0,0,0,0,0,0,0,0,0,0,19,37,17,7,0,0,0,0,0,0,0,0,12,85,18,5,5,33,32,16,38,34,16,112,12,4,2,4,3,12,16,16,8,17,4,24,39,35,185,9,0,0,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,0,0,127,5,0,0,0,1,7,18,60,149,38,13,1,0,3,2,10,582
0,614,4434,4359,3580,3734,4945,8022,12059,18690,22787,28233,16129,1598,45,0,217,1876,3925,3526,2934,2888,3668,6498,10785,18270,33587,39438,1601,16,15,233,980,2585,3897,4006,4842,5843,8023,13113,20697,34786,29001,1202,6,673,4495,4065,3426,3868,4682,6544,11010,14610,21373,24881,19560,8475,1441,126,176,336,1035,3123,5565,7476,9411,12689,17501,22168,25578,19663,4315,184,9,0,0,0,0,25,182,685,1942,8681,18399,25391,35754,24717,11551,1902,0,0,0,0,27,127,739,1886,7401,16726,30032,34715,24254,11389,1933,113,200,772,1625,3083,5002,7296,8719,11568,16021,22138,28801,21559,2291,41,405,3069,3547,2567,2067,2033,2434,3649,6677,13484,26218,40324,21680,1062,13,121,1070,11314,20195,20383,18257,15634,12820,10013,7580,5255,3489,2122,846,130,1,9,44,313,1823,7439,17445,23819,23459,19778,16049,10430,6633,1841,146,19,519,2227,4740,8246,12950,18913,23938,24542,19566,9939,2915,592,98,25,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,2,3,1,2,1,0,1,2,2,1,1,0,0,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,70,17,15,5,4,1,1,0,0,0,0,0,2,4,12,86,48,32,2,4,0,0,0,0,0,0,0,0,0,0,0,60,58,6,2,0,0,0,0,0,0,0,0,0,0,0,17,27,34,36,18,17,13,13,22,21,14,12,22,36,167,166,21,18,11,4,16,4,11,11,3,7,6,13,24,196,63,9,0,0,0,2,0,0,2,0,0,0,0,0,60,190,0,1,0,0,0,0,1,0,2,0,2,3,9,1,1,4,8,3,11,6,11,54,11,14,7,1,4,1,70,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,3,1,2,0,4,8,2,6,2,1,8,1,5,12,10,3,14,20,2,102,19,4,5,3,3,2,3,6,3,3,0,1,0,0,49,54,30,15,6,5,8,4,9,7,2,0,0,0,0,0,2,47,12,1,2,4,0,0,0,0,0,0,0,0,0,1,49,18,2,2,2,0,0,0,0,0,0,0,0,1,12,32,34,21,26,26,40,23,18,14,16,22,2,0,157,27,23,13,10,10,5,4,12,5,9,7,18,15,0,118,2,0,0,0,0,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,3,4,17,36,83,24,8,2,1,0,0,50,180
89855,145498,121794,103173,71902,47157,25466,11443,4334,1116,237,30,0,0,0,32909,139516,88974,84818,81319,74562,58579,33380,17510,7200,2501,657,80,0,0,19487,81412,77327,67512,64625,64327,66335,64421,53954,37791,18302,5757,750,5,0,69771,182909,127688,87531,55621,38211,24596,17983,9678,5013,2206,689,101,8,0,3925,36473,51206,64645,67934,69685,70022,72186,66849,53701,35490,19834,7985,1951,119,0,1328,26502,36202,29413,40527,38152,42255,52839,59670,71306,83466,86933,42587,10825,0,1587,24736,35633,35751,36664,38413,42300,45980,60413,78775,86755,81128,42688,11182,6529,33481,46808,53013,63334,62371,60440,65358,69182,70352,51557,27663,10216,1655,46,58964,152631,133405,95284,69181,52580,28200,15992,8248,4503,2082,812,118,5,0,951,1640,32605,74053,79898,73287,61478,49920,39926,33929,32482,35610,44021,47289,14916,18840,33160,56254,72119,76147,70272,60312,50962,47093,44434,40757,29053,15989,5590,1023,253,13575,27574,30519,30735,33547,40730,49974,57389,62631,66285,62359,57414,57558,31462,453
0,15,361,1375,4785,10760,23293,48932,68026,79210,90741,63448,22028,2116,31,0,92,733,3879,10418,32096,58898,74795,89800,67029,45037,24759,7016,561,8,5,2720,30131,56906,68643,67735,63461,48980,33047,22917,13154,5397,1893,128,4,1265,1823,1921,2492,3564,5622,8732,13670,23028,38564,65168,91530,107680,47591,2471,593,7564,25399,46231,59724,69734,61547,51497,39040,27981,15434,7632,2352,359,34,0,40260,157589,109096,48543,41788,12772,3685,1027,254,66,14,19,7,1,0,46396,146384,112718,57401,34113,13194,3510,984,300,74,21,18,5,3,251,12622,41470,51706,55736,56283,49397,43939,34279,28307,20782,13051,5653,1565,80,250,593,1360,2586,4684,10151,19486,33166,60324,91890,111888,68178,10125,430,10,132,1094,1888,2227,3153,4734,6571,9777,15168,26289,46070,77681,111399,93476,15462,33,201,976,2845,6610,12388,20383,29755,41053,54308,70968,76983,68066,30247,305,594,50589,115115,94964,60317,35935,22210,14914,10043,6165,2833,967,340,121,14,135
6576,48219,28950,21836,25752,37277,50951,71575,71588,76813,67435,46983,20210,9843,7700,36551,46203,22346,28104,38692,56627,68842,71690,76083,60899,39931,22456,11069,10926,1289,48527,46234,45744,60554,74089,78085,71764,58944,39119,28575,16370,9491,6588,7552,72,21635,40993,49255,59848,76630,89714,80592,61873,42804,30435,21461,11081,4250,1083,54,18291,60379,53249,67843,77928,74424,69020,53845,43190,30316,20999,13457,6695,1676,396,0,9093,112334,121162,85374,99741,56376,37792,28925,19719,12673,5501,2391,532,95,0,8742,105353,126798,101432,84635,57387,37752,25934,21127,13839,5900,2110,586,113,26133,50209,51265,61569,66013,65018,62722,55069,45530,37219,29254,20375,11474,8340,1518,39656,56159,30327,39050,63099,98450,92405,79230,43707,22140,9854,5732,5733,6013,153,10497,8986,9453,14317,20972,29409,38848,48967,58921,64897,68508,65931,60498,64043,27461,395,1840,4642,9487,16968,25726,34573,42152,52269,64130,81565,96347,100544,55419,5651,3901,45648,70733,73690,70754,67660,60858,52788,44133,35247,25831,18194,12759,7378,2134,203
