band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
771,21696,48283,84808,145340,245265,288082,39022,952,18258,47829,84098,159130,247440,295212,20348,1955,10726,43111,102702,170839,246748,279912,17274,116126,113349,96947,96302,105051,134816,173971,36705,22614,51616,77290,94224,151366,226003,208614,41540,0,1704,10179,18855,40006,87939,188104,526480,0,2050,9690,19186,40591,91714,187580,522456,13346,15859,47629,96458,151415,235161,266147,47252,40560,58425,74020,93203,135973,187591,258999,24496,73249,252882,182574,145509,103811,68334,39330,7578,12301,116042,185999,150520,118859,122850,126436,40260,11451,27399,70055,134569,198347,221375,151008,59063,474
322248,10069,561,111,25,5,3,11,328189,4153,489,120,45,13,19,5,330122,2257,390,154,70,20,17,3,57375,32770,30281,30117,34607,38895,54423,54565,175963,88830,42699,18531,5670,1097,221,22,306736,26178,113,6,0,0,0,0,311387,21552,86,8,0,0,0,0,277297,48965,4908,1167,475,172,41,8,166119,63794,39921,27952,19770,10923,4436,118,7,26,41,166,453,1386,4992,325962,28454,45788,45976,40804,36982,38988,44632,51409,250690,73855,6408,1419,433,141,56,31,281
293677,80020,17685,5013,1877,749,688,252,313984,65426,12641,3911,1821,972,957,249,325295,50140,13161,5676,2832,1574,1014,269,17946,27226,63717,101842,101442,57993,23758,6037,152999,107083,54655,34480,24266,16629,8166,1683,320,75385,190613,101860,26176,5016,572,19,458,89495,176905,102467,25172,4969,478,17,225206,93936,38212,19942,12052,6865,3302,446,127644,170497,69190,22018,6692,2622,1043,255,4440,1226,1622,2921,5969,14086,43551,326146,41206,39503,43820,47347,52503,68664,78818,28100,169121,107703,49099,28713,17660,11516,6771,9378,569
56,1370,11931,76074,103193,55994,9726,688,72,6547,44585,76771,66739,38940,24586,792,5927,45205,57101,62949,40618,27232,19400,600,13521,16824,26248,44813,62260,60797,32315,2254,1076,31510,51165,57681,49767,41041,24960,1832,0,19506,94036,60714,36472,18212,15718,14374,0,25269,88588,60835,36276,18359,15584,14121,3141,36798,48082,54329,49153,39660,25805,2064,1755,12352,30771,69659,82635,46257,14846,757,1033,19069,24688,30029,41857,54082,55533,32741,2154,13020,38094,48767,53320,58571,41825,3281,11964,45767,48992,49643,40618,32960,21166,7922,229
5300,37946,30852,51641,64836,55351,25837,2810,14499,35452,42991,42066,47049,41481,47980,3055,22734,60435,39466,36310,39845,37464,35432,2887,16128,21932,22788,37307,61716,69524,40351,4827,4109,27243,41797,42684,44997,49551,53620,10572,0,21617,67748,69892,51857,24225,21354,17880,1,25679,64283,69832,51569,24595,21950,16664,4929,40651,41606,37252,42697,47790,50318,9330,16229,21478,18621,43114,70576,61828,39481,3246,1146,19588,27693,34237,42811,52838,58923,37337,10585,40716,68664,56511,41164,33437,20190,3306,10815,35488,39633,44901,45209,41081,34395,23051,237
147133,289198,104965,47153,18989,7075,2758,324,57175,191649,148498,100389,60365,41110,17916,493,38073,93466,95447,88462,99817,113439,86492,2399,57761,83086,95741,111402,116430,97612,51087,4476,43676,48141,32216,39422,63902,103159,153456,133623,0,31375,120174,113425,159852,114398,65660,12711,0,46181,107354,112529,156406,121703,62980,10442,57958,46137,37295,45180,72741,112605,168760,76919,55311,93804,124221,114389,95631,75045,56206,2988,5355,37914,138895,132453,100692,86419,73070,42797,382803,75181,32777,20373,17248,21178,40548,27487,35903,55438,31264,33094,42734,56164,66617,296381,567
180845,146983,77841,63170,41088,24514,9632,1142,274625,175220,63430,21479,7031,2065,559,806,357990,158807,17648,6560,2333,903,431,543,101720,117641,102625,75622,57161,37563,30951,21932,224162,186129,81429,32726,13171,5721,1562,315,505726,38732,707,41,7,1,1,0,510950,33652,559,44,8,1,1,0,347847,144798,29644,12519,6508,2872,751,276,223692,170470,87665,38195,14927,6822,2536,908,2113,1557,2534,7013,15730,49729,174678,291861,6020,18527,33748,48550,64594,97078,155293,121405,174266,233092,81544,29459,13820,7330,3222,2482,315
0,0,0,0,0,0,0,0,0,0,0,17,19,5,9,55,0,0,4,43,14,8,39,53,128,26,9,11,22,8,12,22,94,24,36,16,34,14,21,6,0,0,0,0,60,16,0,0,0,0,0,2,63,15,0,0,0,0,56,62,14,66,47,49,124,6,6,23,25,23,37,64,194,0,0,0,0,0,0,110,200,0,0,0,0,0,0,132,0,1,14,176,87,9,3,12,582
455,7667,7284,10253,22632,40455,39493,990,145,4820,6413,5397,11967,32866,66876,745,186,2643,7302,9199,15468,36573,57272,586,4620,7163,7359,13334,28366,45288,21929,1170,451,3239,11041,18397,31836,46217,17918,130,0,0,75,1418,14384,51080,51220,11052,0,0,64,1396,14678,51069,50663,11359,273,1946,6741,13092,21799,39405,44597,1376,3019,5940,3879,4775,13193,45222,52612,589,834,26699,37367,28870,19174,10695,4753,837,6,216,5535,32855,43507,31210,14435,1465,415,5630,17070,36188,45126,22372,2329,99,52
0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,10,1,5,3,1,3,3,0,40,28,0,0,0,0,0,0,70,30,11,2,0,0,0,7,97,80,5,1,0,0,0,0,0,118,8,0,0,0,0,0,0,41,64,38,26,36,30,36,198,186,27,20,15,15,12,17,219,72,0,1,1,2,0,0,60,190,1,0,1,0,2,5,10,4,11,15,50,35,16,4,71,26
0,0,0,0,0,0,0,0,4,2,0,2,0,0,4,2,12,8,2,9,10,18,18,21,119,9,7,6,7,5,1,0,95,47,15,12,12,8,0,0,0,56,8,4,0,0,0,0,0,67,5,2,0,0,0,0,11,58,40,62,53,29,33,1,181,37,21,8,16,12,29,11,120,0,0,0,0,0,0,80,250,0,0,0,0,0,1,17,0,3,12,100,55,8,0,50,180
221236,213053,131346,47054,8577,723,16,0,157068,162503,161826,99086,34818,6231,473,0,89781,138579,122096,123829,101107,42383,4228,2,232134,213927,104977,45356,20016,5076,513,6,34608,104051,126880,133535,126005,73687,21681,1558,350,50625,69455,72586,94165,131777,156281,46766,489,51577,68846,71667,94824,135677,153577,45348,34588,92193,115757,114632,130839,103537,29287,1172,192672,226062,124840,56365,16749,4704,611,2,1964,87195,147030,114101,76631,61580,77436,56068,46593,115055,139664,112109,88692,76906,37528,5458,11122,53074,58866,77537,106811,122180,110776,81639,453
8,1464,11633,48157,121739,163463,67461,1196,45,2785,31026,117922,147443,91011,24560,329,1792,75646,122153,116796,64858,28359,5447,70,2906,3924,7466,17525,42492,106801,197171,36836,6548,59535,116675,114026,76848,33899,7295,295,21402,254269,112274,24599,2351,189,29,8,26459,256856,104446,24778,2347,196,32,7,9554,83417,103393,93338,68200,41139,14832,1248,777,3258,10469,37073,118277,192687,52304,276,1051,3662,6463,13116,28591,80269,187405,94564,183,2927,14382,39347,75777,126096,132720,23689,39512,201529,104934,41996,19461,6624,956,109,135
51120,49872,55956,98850,133408,131552,54742,16208,79789,46762,80068,124498,137508,83477,28674,10932,90617,93184,140418,132529,78446,35787,14252,6475,57024,96155,149209,148314,85897,42367,11841,901,72084,109699,143488,123714,81470,42831,16664,1758,4071,199371,197687,103903,54271,25493,6347,565,4697,207041,188166,104400,54790,26024,6023,567,70010,103628,123069,115455,85954,57517,27293,8782,88310,64726,127647,183591,87133,24567,10722,5012,18478,20769,42235,74240,108550,126406,117053,83977,1874,11485,35038,65026,96758,146554,184669,50304,41709,134230,131473,113403,83629,52029,26967,8268,203
52152,106760,89151,101944,77211,39169,10184,4085,61171,103439,86072,87619,74523,49214,13944,4674,91419,85037,74733,81814,70563,54181,18114,4795,31706,74052,118559,126444,78341,33979,12012,5563,36144,78784,70899,70746,78418,83141,52331,10193,21,30988,135722,164757,110584,30002,7619,963,35,35717,130891,165794,110140,30051,7153,875,68171,83431,69619,72779,72621,68378,38137,7520,43486,102337,132967,98601,60503,29865,8409,4488,10539,23123,53405,77537,80270,69464,72129,94189,30702,81995,90409,84753,71052,61416,42429,17900,26328,83296,58602,65834,75705,71940,51778,47173,383
63632,285066,348015,148341,23274,1446,181,27,138114,404951,219620,84928,20519,1704,125,21,167696,252024,195705,144346,84808,24080,1305,18,103783,197973,258940,163705,83793,40400,18620,2768,70557,111080,122041,136892,163051,184585,80233,1543,0,9138,94781,206904,219840,204764,119150,15405,1,10917,91464,207955,222038,207832,115494,14281,93328,157488,141025,138823,154255,144571,40260,232,140531,325490,240786,115729,38700,8062,675,9,10985,29139,66215,103096,136764,169193,206121,148469,205034,209074,141937,97051,70261,61742,53471,31412,49423,119619,123082,117682,111182,102166,82594,164234,528
120277,4627,697,225,59,25,6,1,117170,6446,1471,493,188,99,44,6,109696,12057,2680,894,388,146,49,7,35465,20266,16709,14521,14592,12803,9214,2347,46965,28916,20941,15771,8846,3516,907,55,93411,27067,3619,953,462,227,116,62,95351,25762,3002,932,462,234,113,61,61048,39812,15318,5313,2671,1364,374,17,73534,29456,13903,5753,2425,666,170,10,8,134,370,844,2240,5977,20479,95865,23007,21970,17186,13158,11053,11457,13768,14318,33693,40969,23955,13967,7539,3517,1322,955,285
0,1,26,396,3312,30417,429884,65182,0,1,86,557,4548,32559,418905,72562,0,135,831,2968,11999,57602,351204,104479,742,1200,2910,10238,30879,92710,313367,77172,602,1038,2793,9485,31812,106885,262284,114319,165,1487,6148,21290,76008,155825,197004,71291,176,1746,5931,21297,76887,161570,190726,70885,250,786,2017,5414,15337,52486,212874,240054,258,331,592,1859,8431,46352,387331,84064,7510,199850,169682,96052,38964,13057,3562,541,608,22809,199062,143788,95487,48049,16703,2712,474,4942,24106,68915,136231,167554,110188,16808,81
1744,7657,6488,6023,8826,11279,5896,231,6476,9656,8116,8551,9279,5007,998,61,10163,12369,8734,8671,6107,1675,397,28,35316,7839,2675,1141,497,304,217,155,21543,15429,6799,2885,1092,317,72,7,0,4937,10118,13201,10155,6399,3056,278,0,5378,9718,13196,10118,6557,2881,296,16381,11114,9732,5812,3593,1320,182,10,27235,14276,4026,1513,629,322,127,16,13418,10117,4966,3741,3629,3820,4908,3545,27,211,616,1310,2393,4470,11184,27933,11608,7084,9030,8267,5836,3562,1878,879,518
0,0,0,0,2,1,2,2,0,0,0,0,1,3,10,0,0,0,2,2,9,5,7,3,22,2,2,1,1,0,0,0,16,14,5,0,4,3,0,0,0,0,0,0,2,4,4,2,0,0,0,0,4,2,8,2,1,0,9,35,14,26,15,5,58,20,7,11,15,14,20,9,35,0,0,0,0,0,0,0,40,0,0,0,0,0,1,17,0,0,4,16,12,0,3,21,501
2504,120184,317811,258825,224130,173694,102272,16339,5638,182559,268383,229735,197545,177508,142209,12182,9125,95078,175276,229084,243015,253863,195104,15214,269254,246290,221891,180439,137065,93657,55404,11759,27375,123131,281480,289534,243336,170655,61390,18858,1,5945,6877,13433,57636,165788,367169,598910,0,6265,6552,13453,57418,175259,361625,595187,15558,47723,187817,301255,314404,243694,86674,18634,95797,196418,226299,221432,203273,162693,98637,11210,91657,410335,213873,152097,123296,105262,84756,34483,15021,47130,134010,263688,311543,261161,147188,36018,18133,82212,149473,215344,309106,263459,126507,51525,476
19644,11634,16053,12996,39513,38873,31085,45069,34583,25060,39856,36932,22071,9641,7476,39248,29582,35550,46941,27028,23556,9207,7594,35409,64028,18433,19580,22792,17007,18775,15384,38868,100169,58147,27178,13266,8239,5220,2395,253,214715,144,8,0,0,0,0,0,214726,132,9,0,0,0,0,0,74573,62656,35513,20904,10756,7047,3079,339,71460,35319,22972,17815,12113,11825,10485,32878,46091,21085,14055,16286,23047,34583,43373,16347,975,2756,5276,7502,10445,18741,52266,116906,103725,45120,26854,17179,11000,7442,2494,1053,8
6,2,0,0,0,0,2,4,7,9,4,6,1,1,7,14,9,14,7,8,1,10,20,1,57,11,9,0,0,0,0,0,48,12,12,11,1,0,0,0,0,0,12,12,0,0,0,0,0,0,9,11,4,0,0,0,0,21,27,8,13,9,19,1,55,2,5,7,1,3,18,7,84,1,1,0,0,0,0,10,50,0,0,0,0,0,0,61,0,3,10,46,24,7,2,11,458
0,0,531,19642,109437,134329,358492,8424,5,38484,125953,113353,207002,135691,10320,47,142878,142808,187114,126692,27634,3335,386,8,173174,115170,133583,119752,68912,18765,1426,73,370037,160348,65560,25331,8377,1115,86,1,92069,515428,21617,1536,197,8,0,0,108642,500755,19803,1454,192,9,0,0,355528,158083,74216,29597,10199,2653,546,33,126329,237462,165586,72863,24441,4028,140,6,58343,43207,36303,50850,91220,131377,96200,123355,1,2,28,346,2915,15419,102714,509430,273016,189096,100112,36089,15975,10190,5114,1263,337
19704,89876,98843,66527,24975,5344,234,4,22990,67825,84814,73115,42411,13620,730,2,27924,59565,55225,54031,55594,43388,9779,1,39088,45636,64540,68225,51864,27042,7983,1129,24836,34398,49540,56295,63501,54816,21628,493,34,10160,19026,34220,67659,86392,73543,14473,43,11583,17566,34605,67896,89796,70306,13712,23463,38767,52804,60230,65000,53813,11366,64,40976,47596,67736,70418,50115,23865,4792,9,14910,9309,40211,57342,61577,59774,45034,17350,21812,49992,57449,55031,45161,35487,20360,20215,16911,26995,50060,63323,66901,52344,22418,6555,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
13850,82460,61625,52154,53363,26301,5459,187,16160,67022,51615,39710,41708,48103,30695,386,18022,59686,41339,32751,36019,45771,60620,1191,6414,24111,40746,55207,69116,67620,30934,1251,6518,19190,27197,32502,38228,48804,72515,50445,49,45538,97397,74275,47220,20852,9661,407,77,53164,90311,74015,47210,21258,9026,338,7867,32251,33277,30660,34218,45249,75988,35889,15593,40710,48950,42740,41814,52320,51996,1276,224,12866,43825,50536,52186,56466,63005,16291,115096,71366,42225,26285,16853,12388,8469,2717,2288,19849,32745,36950,40210,43209,44289,75859,365
82551,71399,29651,13386,3577,851,371,625,124108,58550,13863,3657,1041,402,368,422,137268,44304,12673,4711,1957,833,369,296,10628,12533,19073,29700,40598,44997,36721,8161,46475,58344,36713,23997,18826,13071,4472,505,110,23113,99776,50949,19331,7780,1325,3,147,29004,95618,49725,18834,8004,1055,0,90745,57248,23560,15666,9467,4521,997,200,23156,71668,68771,28548,7953,1513,431,371,1668,913,2543,4723,6849,11718,26270,147727,26137,27310,25817,24900,24153,28543,33392,12151,72583,61033,23556,13610,9097,6533,4673,11318,588
25081,26684,54743,91486,85264,51227,12375,3319,61941,85768,84878,67171,35527,8443,4598,706,120051,108324,66511,36799,10904,2826,2413,22,42450,122898,94595,57306,21466,6188,1654,117,85340,75514,51737,51799,50027,26963,1833,12,160958,167491,11661,1166,66,0,0,0,169964,160633,9347,1134,61,1,0,0,117131,68623,58980,52709,32837,10647,3104,452,107926,99099,83998,42551,14494,2447,1007,5,4343,4799,5328,19614,49562,76112,99996,86920,675,11309,39761,46800,46776,61866,100814,35224,41458,83812,62341,53722,47503,33172,14834,6378,300
0,0,0,0,8,12,10,47,0,0,0,2,3,26,22,66,0,0,1,2,39,24,37,44,97,14,1,7,19,9,8,6,44,39,27,13,34,8,17,0,0,0,8,18,18,9,1,0,0,0,2,20,22,12,0,0,0,0,1,50,37,34,53,35,57,29,5,14,15,11,33,46,178,4,0,0,0,0,0,30,100,0,0,0,0,0,3,151,1,3,9,89,73,16,9,35,362
0,1,7,96,2327,25824,202362,17137,0,5,414,2970,15319,69190,156337,3519,241,3685,7451,17548,42528,99571,74999,1731,1918,5095,14538,35694,67192,84697,37370,1250,4564,13861,25284,47356,69139,63160,23471,919,12,5164,55365,68826,65251,36784,15388,964,17,5984,54404,68634,66514,37367,13960,874,4062,9025,13755,23160,38565,74078,79190,5919,480,964,2212,15184,68283,112124,47773,734,3606,39890,57760,61574,44894,24206,11187,4637,48,536,4771,19656,48272,75269,74714,24488,8729,27256,50455,64651,55281,29829,9742,1810,76
78836,129915,64668,46275,41073,34982,16381,895,42363,103339,94993,57365,41627,38653,33238,1447,21411,71555,81834,78070,64275,52957,40504,2419,117318,91339,62820,49878,43883,29487,15278,3022,10414,41521,59414,68668,69961,59233,63478,40336,194,15184,47286,76521,82400,71512,77935,41993,246,16674,44946,77022,82802,74029,76858,40448,8226,30760,57158,66514,76959,69397,67908,36103,85533,108115,67939,48225,36473,37323,26641,2776,2016,43821,103294,101324,74202,47976,28639,11753,93827,92656,77486,56093,40047,33445,15754,3717,2959,12783,23267,43566,66163,78559,75106,110622,461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248
0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,31,0,0,0,0,14,15,21,41,50,13,2,6,7,10,11,13,38,20,22,10,20,12,12,6,0,2,0,2,9,29,4,0,0,0,0,4,5,27,10,0,0,0,4,41,20,26,40,30,40,18,5,7,15,7,22,54,103,3,0,0,0,0,0,30,130,0,0,0,0,0,0,63,0,0,8,94,28,5,0,41,540
236640,12884,1926,495,296,189,239,527,237909,11686,1891,588,296,220,354,367,231215,16598,3192,1011,476,324,326,226,25428,17097,24899,37720,46814,45723,40501,15205,78869,93584,48173,18923,8780,3731,1153,176,2991,23458,58388,115398,47104,5122,848,80,3192,26018,55085,115600,47444,5188,790,72,136092,84766,20996,6995,2835,1211,371,123,88988,91939,45332,19013,5233,1575,580,420,8516,756,630,996,1989,4503,15271,220707,31790,47115,44913,32841,26520,27270,25343,17519,110777,93566,27895,11087,5184,2536,1162,1180,600
0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,2,15,5,0,0,3,5,2,5,71,1,1,3,3,2,2,1,67,21,3,1,8,5,0,0,5,27,0,0,0,0,0,0,1,31,0,0,0,0,0,0,19,35,19,12,10,11,11,2,84,10,4,1,4,9,9,5,42,0,0,0,0,0,0,70,130,0,0,0,0,0,0,17,0,1,12,54,27,6,3,31,624
601768,177882,46696,21700,9698,3042,489,0,515398,192898,76993,37705,21194,12428,4575,84,366361,219257,109365,68392,49779,35989,12051,81,97508,179715,190974,177209,130398,65543,18285,1643,98745,154957,144594,137233,125230,115464,75463,9589,238,111094,242192,219015,166011,86970,29624,6131,330,122730,230402,218129,166629,88794,28512,5749,141717,203505,149891,116450,96116,86054,61023,6519,239046,253961,177205,102129,54931,26491,7429,83,616,2563,22370,58137,94427,139070,227493,316599,285535,186984,128132,89811,64785,54110,43649,8269,35258,175545,160760,136199,115823,97726,73075,66889,390
9773,172376,264055,155357,54300,17191,1842,106,10496,197571,223861,134945,67666,34392,6026,43,17167,132207,140822,162107,121695,73515,27464,23,120515,206145,168835,105301,51646,17737,4467,354,12960,160715,238914,145700,68273,38364,10039,35,0,3653,4588,28925,103012,181294,220472,133056,0,3816,4418,28827,104758,187057,216295,129829,7585,103863,204627,198756,105926,48057,6176,10,59085,205161,219378,113288,53587,21158,3320,23,9381,113600,123698,121390,106033,91618,81748,27532,777,14011,51752,105472,178751,222037,91824,10376,8091,79772,155113,172849,152686,75677,25675,5137,513
0,99,5363,40829,120260,156107,92461,12033,23,2751,29968,85923,134616,114168,54510,5193,2117,56802,103193,112789,89957,45704,13577,3013,6639,9062,19007,36040,64410,120167,150581,21246,15275,75693,96848,98093,82113,43914,12906,2310,8812,192143,150943,56093,13708,4378,1070,5,12024,198501,141265,56341,13544,4548,925,4,16489,80168,98934,91454,73032,45366,17392,4317,3471,5883,21103,56493,118886,160711,57154,3451,6348,5722,10503,25034,59047,118562,150657,51279,130,2078,12320,35022,70188,116325,145228,45861,41351,157911,123266,62838,27268,9430,3933,1155,176
20908,7965,2107,1176,672,356,54,0,24872,4608,1776,1109,646,177,49,1,27690,2964,1016,667,670,195,36,0,5772,4999,5362,4906,4256,3565,3318,1060,16494,8672,4105,1661,897,903,503,3,25137,7936,162,3,0,0,0,0,25918,7191,126,3,0,0,0,0,23267,6077,1646,771,749,614,112,2,15883,8572,4356,2644,1411,332,39,1,63,96,223,555,878,1751,4794,24878,411,1588,2611,3443,3847,4873,7304,9161,18218,8680,2714,1492,850,553,422,309,277
