band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
2,968,7429,36597,86213,130791,171028,189520,150853,90408,9458,315,5659,25603,64411,104318,137567,150013,146122,136485,99914,2860,1089,8104,29703,64413,109081,133546,144914,137989,149406,93509,1513,92815,110639,85541,78728,73647,76408,86096,103681,106496,55826,3390,16623,41663,70142,82794,90843,111239,128314,137335,118149,67690,8475,0,1150,7048,17311,49782,68066,115474,144985,230460,206164,32827,0,1062,6762,21229,53582,70111,106394,159798,214587,204645,35097,11988,10655,36618,71051,99715,109565,124446,145341,149753,101582,12553,34443,54452,59780,68026,82529,98858,122701,135919,139963,74887,1709,25748,133642,163754,141071,106786,80328,66152,62443,57499,33358,2486,1697,20646,75666,123652,127728,103283,89274,91868,106353,110431,22669,7294,20739,49634,75757,104850,132278,145171,141293,107923,72209,16119,474
190272,91247,22491,3788,1285,728,523,595,680,1135,1736,248081,54754,4905,1553,892,603,573,503,710,1194,1031,289835,17134,2621,1145,827,606,527,498,590,761,649,32430,19243,16123,16693,17082,18169,20300,27751,32190,48562,67102,106852,80801,48416,34297,23347,12681,4903,2127,1553,1103,917,186703,130617,364,58,20,2,1,0,0,0,0,194618,122726,343,61,14,2,1,0,0,0,0,182276,108372,13983,3851,2345,1515,1094,925,837,661,611,93615,50594,33364,31723,23777,24382,21418,19773,13992,5007,1074,11,223,281,219,382,633,1049,1811,4309,17803,288006,28000,30070,28769,26778,25405,22497,21276,22265,28040,40356,38662,165719,125942,11892,4332,2117,1117,564,399,215,168,217,281
205715,108169,40704,22674,11454,5460,2554,1291,689,692,559,191153,121784,46140,20827,9064,5009,2544,1315,907,842,376,206011,112719,40309,17142,10057,5763,3534,2159,1277,850,140,11916,11256,17154,27203,50391,72864,84995,65515,39057,15650,3960,74289,105494,56240,43496,33740,27191,21728,16842,12971,6879,1091,0,6061,41965,44434,75952,102894,83517,30468,12036,2257,377,0,5319,40296,51418,81327,103035,72963,32661,10123,2395,424,144795,99946,56953,33384,22212,15487,10928,8395,5335,2226,300,52118,88115,105479,72385,43719,19897,10521,4741,2014,722,250,4271,618,998,1655,2658,4346,7595,14115,30738,85406,247561,47486,44083,41276,39873,39055,37955,36800,37474,36573,27829,11557,113808,104239,57209,35845,24356,17833,13421,9673,7015,6766,9796,569
4,2,36,744,1666,3665,11104,51420,148499,41298,594,2,64,750,2022,3590,15969,56276,110658,59398,10053,250,2,291,1922,5550,23894,62474,78566,59960,22599,3593,181,4100,14053,22822,36366,48999,52179,43662,26442,9123,1193,93,307,756,3967,16488,35842,52473,55942,47141,31894,13086,1136,0,376,15108,25870,62557,68352,57725,19710,8820,514,0,0,266,14755,30153,69449,65694,49351,21405,7118,840,1,208,870,4114,15682,33994,52671,55010,47733,34060,13501,1189,481,2658,6924,14455,31777,56854,70082,55098,17279,3211,213,120,3525,19672,46487,64009,60428,41043,19099,4352,285,12,151,3435,13537,25704,35828,40247,42492,43536,38357,15160,585,54,537,6584,20938,35797,46648,48623,42811,28889,20711,7440,229
0,18,1297,10953,22539,14632,12392,35659,110083,65272,1728,16,2791,18306,19980,9555,10692,26692,66462,85512,33378,1189,116,6107,21710,17777,14610,27628,58007,77549,40537,9356,1176,2521,14422,20049,18191,24236,38704,59554,59538,30863,5639,856,1503,3782,6813,14956,28636,42699,48159,45996,45790,29563,6676,0,376,4348,18589,59601,64597,67203,37339,20689,1814,17,0,343,4505,21409,64282,63697,59222,41246,17710,2140,19,986,3788,9345,17994,27827,38903,46096,47902,47323,28862,5547,2525,9735,17121,13124,13481,28351,58246,80053,41518,9182,1237,362,3228,10056,31920,55314,63982,54095,35964,16617,3018,17,1873,14074,30244,39473,41363,37367,34948,32927,28117,12756,1431,431,2069,14144,29210,38819,41629,41422,37930,29048,25667,14204,237
14318,122778,122594,111521,87776,68139,46679,26191,13294,4074,231,4137,91174,74242,74640,73552,73703,70899,67804,57454,29635,355,7185,67766,43629,37393,40865,46694,55074,75007,112961,128069,2952,35406,48122,49002,49595,53228,61182,70772,85182,85065,67783,12258,20703,42026,20440,17071,19818,26618,37514,52499,82408,125177,173321,0,143,7767,31949,37340,30937,49598,71386,158056,181918,48501,0,80,8379,34196,37015,31270,45905,77119,154146,175420,54065,26967,43290,20954,17915,20115,27277,39248,59332,99883,166096,96518,27695,47371,51829,56179,59316,60220,62265,70940,88145,89697,3938,3795,19545,162018,134129,69033,44294,35036,31339,35168,56834,26404,364188,82820,40551,21739,14304,11010,10936,13235,20117,27546,11149,23740,45331,23008,16701,15507,17067,19996,25727,31559,58873,340086,567
182726,210134,61116,23478,19130,7646,3125,1114,674,994,4208,288094,170744,35250,8661,3229,1627,915,524,616,1302,3045,412177,79022,9927,3621,2163,1301,909,516,652,1240,2192,45315,39491,34686,31219,31974,35447,38015,51355,66111,79813,59998,128479,164130,105371,60748,29265,11658,5504,3353,2051,923,1344,143330,355591,8383,3914,1454,140,39,12,2,0,0,146755,351566,8437,4793,1165,100,34,13,2,0,0,266178,191069,30525,10405,5162,3153,2036,1491,948,858,1197,127039,104716,74833,63557,49357,39261,26160,18429,9912,3003,2853,2406,1433,1326,1473,2132,2963,4412,6661,15050,65234,409433,11530,25624,38928,48645,53368,51763,51492,54252,61225,65968,45014,205084,206237,54714,19765,9068,5122,3256,2044,1214,929,656,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,4,0,24,51,0,0,0,0,13,20,13,4,12,41,58,94,25,17,5,6,8,15,21,9,7,31,38,43,21,28,18,6,27,27,6,16,15,0,0,0,0,0,0,0,9,67,0,0,0,0,0,0,0,0,0,20,59,1,0,0,0,0,53,30,28,11,33,26,70,43,85,11,14,13,4,8,13,22,12,74,52,181,2,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,3,123,0,1,1,18,58,148,31,9,1,1,12,582
1204,9778,5114,11803,33275,33087,19920,8970,4901,1096,81,5252,8470,7402,18882,31151,25484,16326,9748,5125,1354,35,6459,9328,13601,24044,25521,19818,14491,9614,5198,1140,15,1292,5797,12080,17534,24369,25447,21723,14143,5692,1106,46,3551,9847,21233,29065,26045,18660,11842,6206,2419,355,6,3,8791,39268,52973,24043,3539,551,60,1,0,0,3,8788,42168,52873,21958,2933,435,71,0,0,0,4290,10027,15998,23857,23615,19018,14698,10556,5775,1337,58,3032,4582,5988,10438,20851,30720,31430,16668,4658,840,22,199,1372,3606,6529,10674,16336,22575,25715,21209,13977,7037,4,232,1975,5714,11427,17306,23268,27731,26763,13425,1384,1268,15613,29114,30243,23640,16336,8830,3419,664,91,11,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,8,0,0,1,5,3,4,6,3,4,11,19,42,7,7,3,1,1,3,5,5,5,19,33,17,16,7,8,5,6,8,9,11,27,42,29,11,3,1,0,0,0,0,0,0,72,32,16,4,2,0,0,0,0,0,0,63,66,36,53,29,19,34,20,30,36,90,238,21,9,15,15,6,8,14,23,34,128,62,3,0,2,0,0,1,0,0,0,60,190,0,0,0,0,0,0,0,0,0,18,0,4,13,11,23,49,15,2,0,1,74,26
0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,2,0,0,0,4,2,2,10,6,4,6,7,6,8,13,19,17,87,19,4,5,2,6,9,10,4,5,3,71,34,23,8,5,9,16,15,3,5,0,0,6,2,15,19,4,11,1,1,5,4,0,6,4,13,21,4,12,2,4,6,2,3,38,39,36,25,23,35,19,14,45,10,156,7,11,26,10,11,8,7,8,46,25,118,2,1,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,18,0,0,4,10,34,112,21,1,1,0,50,180
204933,243742,127404,37346,6875,1397,232,54,21,1,0,184111,176904,158051,68920,24118,7362,1792,620,116,11,0,165430,113968,126717,98303,64304,34542,13427,4363,902,49,0,43017,140878,126922,98378,82770,60147,35209,21639,9751,2867,427,50761,147907,119762,111168,83041,55774,29854,15615,6645,1430,48,8,122111,88244,51323,104303,127776,105431,18834,3443,528,4,7,118752,86445,66965,120567,119710,85936,20366,2661,591,5,88974,109606,111683,98680,88718,64229,35747,16972,6468,912,16,83127,177347,133058,108012,64735,36156,13471,4634,1381,84,0,1664,805,2544,14418,43572,77941,95224,86875,63699,62013,173250,16792,37468,66649,88800,95943,86692,73295,66130,58437,27068,4731,43750,114715,71285,86713,96218,91024,67237,33585,11869,4582,1027,453
0,0,13,430,3790,17519,52210,87704,146353,106245,857,0,95,838,3981,14698,39691,74803,117488,128069,35223,235,1,908,9543,28157,47622,70118,92676,101762,55382,8912,40,1803,3113,7699,15976,27113,55428,83846,115895,85341,18701,206,1069,5464,15256,29384,49818,73399,88669,80657,53126,17895,384,0,9166,57463,86844,114269,77622,50709,15236,3571,218,23,0,8778,58980,95958,117597,71324,43316,16189,2722,227,30,547,7135,17683,28198,44395,59714,71035,78349,69567,36700,1798,444,1346,3938,9582,25821,50008,83159,127584,101025,12127,87,1000,4204,14322,33559,53816,74581,87630,83929,54002,8069,9,75,1529,11573,33070,54226,69237,75126,71524,59463,35514,3784,360,12964,49361,77239,82411,69901,52373,35484,20408,12609,2011,135
2967,37908,37607,19342,16355,24167,55157,112710,174685,98108,12702,5208,50816,33139,20566,27008,52023,83088,127484,127991,59427,4958,16321,72363,39081,41750,66282,97142,103859,81207,47498,25710,495,16693,33441,55847,72002,90349,108420,104125,73092,29119,8045,575,21662,67893,68011,85581,98042,87642,67492,49019,32781,12326,1259,8,33082,102683,106737,86756,103591,71120,27564,40667,17603,1897,9,30224,100540,118954,85593,105140,63168,33087,32893,19558,2542,25882,73498,62856,70014,86337,86447,70776,56356,38279,18730,2533,13326,42062,44173,49627,83260,111686,103058,76532,44653,22891,440,14830,20616,35651,54370,76019,89340,86120,67152,52669,68820,26121,1253,2702,5686,13021,27746,44688,62455,88455,140205,174734,30763,13585,72348,88302,109722,104989,79229,51778,33052,21224,14633,2846,203
9725,68947,67464,69891,73321,77660,56044,32902,16736,5327,2639,12852,73909,63107,57773,66827,70680,55691,40038,25493,10596,3690,21034,75347,54498,49181,55755,62198,61481,51204,35865,9901,4192,11818,32043,66544,93150,99094,78097,49979,29211,12686,4310,3724,10569,26710,36333,38307,43311,49928,63872,75495,78801,47545,9785,0,816,7973,13547,33606,62109,136451,148616,73066,4465,7,0,753,7744,14732,37338,66250,124764,164609,59721,4739,6,13328,54013,48837,40330,43197,52485,60443,66655,62083,32359,6926,22165,47762,66182,81377,82677,64161,49932,35119,21171,6099,4011,6593,10364,27634,50309,63239,65936,57594,50234,52654,67148,28951,46744,97515,97398,77806,54842,34860,23282,16909,13076,9994,8230,3968,29715,45092,36330,33197,36546,44216,52920,55892,72370,70410,383
37124,183959,241373,208278,132345,53448,11858,1374,156,60,7,40867,207304,248658,194296,114223,50245,12439,1730,167,49,4,28944,151714,170764,154739,133470,109598,78885,36703,4956,204,5,75375,183936,229020,166907,95691,50420,30118,19097,11924,6147,1347,26100,44413,56283,69607,83121,103468,128058,159756,153052,45770,354,0,75,4531,13666,39005,87631,159840,188421,228065,130830,17918,0,65,4220,15418,41854,95281,152080,198265,213921,129952,18926,27162,69823,93634,97849,101143,118697,134743,141121,79816,5984,10,77078,211773,219377,167544,109415,50385,22471,8870,2705,358,6,10662,12104,52696,87716,104435,109418,115140,120373,126892,103967,26579,274285,215757,123596,75885,50664,34317,26034,21681,18137,11746,17880,14795,32160,52990,60851,64326,67718,71800,75825,73294,101719,254504,528
111083,8877,2447,1050,573,385,240,177,122,99,864,95620,20200,4013,1870,1131,651,521,338,340,460,773,88254,24106,5594,2376,1514,949,665,578,555,738,588,12409,11243,8875,8672,7910,10178,10182,12140,15988,17364,10956,24695,25468,19142,16978,14853,11146,5866,3300,2386,1308,775,18000,85030,12853,3810,2753,1589,1050,436,271,96,29,18212,83681,13693,4332,2811,1434,906,504,211,101,32,35066,43865,23823,8961,4570,2979,2195,1840,1507,716,395,40624,18667,16913,13138,12382,9021,6731,4413,2356,988,684,25,290,262,484,1076,1515,1815,2595,5382,17330,95143,27394,23959,17301,12474,9702,7063,5966,5332,5617,7031,4078,20253,53715,22677,10679,6589,4088,2883,1903,1147,948,1035,285
0,0,0,7,225,3978,36712,160562,208995,117712,1027,0,16,184,879,4519,19006,42894,91240,170240,199361,879,0,270,6892,19220,24372,27933,49689,78369,147769,171271,3433,1501,2167,3976,6231,9276,17544,43853,88244,191881,154361,10184,1593,6137,11952,14544,24017,35965,57589,98103,148626,116664,14028,0,1472,23023,21834,52012,78367,156149,133856,55203,7083,219,0,1092,21611,28233,58477,81395,138770,150273,41296,7803,268,957,10080,18278,20202,24125,29689,42352,65725,113337,158835,45638,751,923,1536,4366,7688,14748,30105,66363,177648,219965,5125,307,31004,75652,89216,93412,80152,63467,47266,33715,14613,414,17,310,10659,98214,150912,94091,67130,50074,29603,23171,5037,1253,18468,33792,49747,73089,93303,98205,82156,53931,24718,556,81
139,3474,7401,5878,4881,7309,8049,6893,3447,605,68,959,10764,6730,7226,7237,6827,4676,2388,991,316,30,2511,13116,8213,6804,6261,5639,3261,1483,663,174,19,27426,12295,3998,1766,1007,593,328,230,190,161,150,14745,10864,9269,6067,3625,1981,942,439,173,38,1,0,327,5223,4618,7886,8853,9164,5995,4755,1285,38,0,256,5099,5304,8493,8807,8161,6528,4102,1354,40,12672,5973,7508,7306,5606,4014,2939,1623,438,64,1,19599,14514,6882,3167,1756,924,588,385,243,66,20,9599,8378,5625,4053,3359,2738,2681,2864,3593,4251,1003,38,300,647,1182,1602,1879,2168,3016,5525,15063,16724,9151,4475,4595,5834,6098,5294,4097,3038,2170,2045,1347,518
0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,1,0,2,4,2,5,0,0,0,1,3,3,4,6,3,4,4,0,22,2,2,1,1,0,0,0,0,0,0,13,14,6,4,2,2,1,0,0,0,0,0,0,0,0,0,0,6,2,0,2,2,0,0,0,0,0,0,2,2,8,4,0,0,1,3,23,24,16,19,8,6,5,0,69,11,10,11,16,7,4,7,8,11,0,32,4,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1,17,0,0,1,2,8,18,2,3,1,0,20,501
210,12715,123002,220485,212352,180019,160595,157631,98677,44176,5897,702,55755,175692,201850,161183,142495,132201,144424,131340,66760,3357,944,29347,87517,135159,159365,165675,162592,169455,207466,95218,3021,196534,245757,176700,146285,129246,104566,87934,65396,41868,18917,2556,12895,57095,158141,211500,202281,181961,152808,123423,71922,31844,11889,0,913,3759,4369,14372,38225,131469,182029,307155,278610,254858,0,893,3646,5416,16883,42852,119672,211738,270563,274801,269295,8264,13773,64866,136039,209188,233442,227544,184738,93526,36956,7423,66203,130333,148119,158748,154173,146055,139743,127264,93582,49089,2450,27207,259583,298781,200700,128011,87021,67529,56799,49243,34749,6136,5371,23825,47121,99686,170816,213717,213579,188905,150001,84787,17951,7809,27053,60774,85947,126116,199159,258573,225145,125008,71057,29118,476
33526,50407,31667,20999,12938,10569,9177,6906,4302,3668,30708,26084,18942,28790,32477,20707,20567,17099,10333,6817,4862,28189,24585,26515,34535,27809,23394,18723,12821,10562,5464,3899,26560,61057,34799,18638,17333,15136,10044,11130,9609,6472,3958,26691,81108,17125,22535,24401,21110,17980,12904,10946,5296,1422,40,86240,113765,10456,2324,1369,508,192,13,0,0,0,86740,111962,11337,2940,1317,393,163,15,0,0,0,69736,17311,18378,21237,22043,18023,17246,16153,10858,3777,105,48053,23415,20524,23853,19195,20924,10339,10719,5655,4647,27543,26618,17831,17145,18812,20111,20896,21526,22339,23605,20252,5732,969,3780,8633,13933,16043,16205,15820,17320,19883,21910,80371,69758,15912,18529,20078,20736,19371,18870,15151,8912,5333,2217,8
2,0,3,0,2,1,0,0,0,2,4,0,0,3,2,4,4,7,3,4,8,14,0,0,3,5,10,11,7,3,8,21,2,51,3,1,4,10,3,5,0,0,0,0,23,23,11,3,3,15,3,2,1,0,0,0,0,0,2,11,9,2,0,0,0,0,0,0,0,4,14,2,4,0,0,0,0,0,0,1,24,19,10,7,9,13,15,0,36,10,3,3,4,6,3,5,0,25,3,74,1,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,54,0,0,3,7,20,47,6,2,3,1,10,458
0,15216,90300,64374,84418,140101,132539,79311,22581,1989,26,31,112316,123787,114691,117911,80318,48786,26976,5741,295,3,54082,240715,148866,88640,52264,30904,11577,3103,636,67,1,110208,104853,113968,106776,82999,58194,32839,14941,4987,977,113,280611,128917,75625,49220,35393,26648,22488,11047,860,44,2,0,7825,77578,272024,167053,65926,36519,3321,569,39,1,0,5248,82933,288134,156148,65351,28750,3903,337,47,4,262976,132267,83878,52519,39851,33645,18500,5691,1234,284,10,132242,186457,113000,79727,53273,38695,21306,5572,552,30,1,45653,13729,10562,12537,19554,33359,56478,89761,125892,176748,46582,0,33,424,5356,11596,15901,26772,43631,72539,151276,303327,221210,135919,98894,64241,45443,31844,19416,9036,2965,1336,551,337
1013,25360,51869,87005,74574,43283,17557,4159,583,103,1,7489,19978,44950,62354,67465,55150,33108,12651,2205,156,1,7736,16725,32554,36484,40956,48057,52497,46874,22234,1390,0,26764,30051,39975,48992,48248,43876,33279,22225,9485,2348,264,17087,16878,27604,35989,42076,46609,45666,37769,27005,8549,275,0,699,10495,10658,22114,39081,60882,55637,63915,34676,7350,0,652,10005,12783,24213,40968,55351,61585,56630,35343,7977,15919,15810,30653,37916,44048,48230,47570,41164,21901,2260,36,24159,22900,33180,44005,53440,49367,40808,26874,9854,920,0,12787,4447,24154,45506,50885,46939,42581,35755,26619,14276,1558,16659,34240,37022,36339,36548,34854,31609,26756,22035,13523,15922,11714,11730,28395,37098,41000,43232,42562,36733,25905,19888,7250,487
