band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
0,466,2963,14435,39368,86002,110063,139027,159640,146136,110449,59520,5198,117,3334,12306,35739,61969,96631,116898,125917,125762,121307,113961,58359,967,392,5206,15304,37421,67614,93626,116856,121779,117912,119373,127960,49293,531,73833,98833,78028,68760,65360,61094,65443,71417,84022,91564,82318,30895,1700,14959,26070,53640,64271,71477,78333,93236,110531,114797,109513,88786,42596,5058,0,249,3604,9469,27051,46214,56770,88571,120200,154006,205409,145420,16304,0,276,3344,9211,29913,43958,62655,83104,117760,164916,197243,143759,17128,10044,8199,19856,44277,68959,85256,94020,102583,119658,128185,118426,67265,6539,26524,45374,47121,55407,63593,66356,87323,98376,115420,118226,108049,40835,663,16770,95387,135473,132589,111326,86512,67770,57007,53402,51183,44586,20144,1118,1014,10494,43761,86389,110593,106241,86909,76318,75123,84551,94404,80786,16684,6166,12464,32879,51945,71504,92771,112018,122256,122655,107714,77723,53389,9783,474
163071,99623,36057,7392,2141,892,591,467,449,572,633,1090,1502,214178,84109,8055,2159,1051,669,503,469,478,503,697,1079,849,279456,25451,3803,1360,872,659,523,453,426,453,540,675,522,28746,17090,15075,13624,13184,15508,15932,18062,18964,24558,31790,45949,57163,87674,80642,47274,35091,26342,18259,10527,4806,2126,1484,1135,837,800,24076,292793,735,110,38,10,2,1,0,0,0,0,0,26794,290116,693,115,35,9,2,1,0,0,0,0,0,149903,123571,27585,5377,2834,1688,1295,929,823,740,626,594,505,85269,42995,32965,32288,22247,22623,18972,17232,17117,14398,9059,2693,861,5,125,255,203,227,353,529,800,1260,2376,5458,23197,279939,23145,25899,24703,23783,22469,20728,19213,17886,18014,21513,25631,41735,27399,111603,170447,17651,5952,2826,1652,928,539,354,261,126,147,196,281
176588,113870,48254,25806,15946,8777,4664,2538,1217,693,551,609,448,162180,125820,56677,24614,13586,7034,3845,2256,1418,857,676,728,270,178077,117743,48838,21882,12643,7489,4852,3337,2068,1440,875,655,62,10468,8838,12162,18987,27334,44740,62937,68818,66077,42397,24139,10235,2829,48347,108629,56354,41450,33185,27511,23097,19181,15098,12721,9205,4433,750,0,810,22726,43391,47506,72153,84720,71627,35798,14069,5536,1394,231,0,797,21383,42275,52767,69083,90943,65587,35335,15153,5047,1339,252,123463,96537,59680,37173,23669,18073,12741,10174,7683,5737,3543,1288,200,42605,67670,82916,83544,54088,32293,17716,9373,5395,2658,998,529,176,4205,498,658,1082,1576,2423,3704,5869,9649,17506,36594,92621,223576,40422,37855,35889,33869,33665,33116,32047,31464,30916,32355,28822,21168,8373,82057,111065,59366,38404,26545,19478,15224,11753,9146,6843,5395,6097,8588,569
3,1,5,126,817,1767,3158,7023,25631,91576,116937,11787,201,2,25,278,1156,1991,3449,13069,37456,88443,81101,27727,4283,52,1,93,995,2335,7611,24490,51566,67279,59713,32796,10288,1802,63,2480,10756,15359,24628,34652,43326,43044,38849,27173,14262,3917,532,54,227,528,1593,7095,18395,33165,44624,47717,42824,33139,22117,6800,808,0,24,5558,19915,33616,60207,52943,48141,25414,9157,3894,163,0,0,24,5266,19002,38638,55954,59683,42952,23895,10128,3394,96,0,150,476,1969,6631,17937,32410,43530,46571,43809,34204,23240,7324,781,346,1584,4306,8473,15620,28550,49843,56994,54639,29567,7212,1805,93,53,1466,9644,26373,46169,55214,51283,37762,21346,8201,1423,96,2,65,1705,7516,16400,24590,31359,34118,35520,36515,36995,26111,7861,277,41,205,2431,10707,21670,32269,39401,41399,38724,30262,20608,16039,5276,229
0,0,369,2919,14325,20624,10315,9611,19115,61771,106758,27685,1081,5,971,9348,19213,14040,7346,8974,20300,43518,71412,65508,13391,547,34,2364,15533,17411,13631,13394,22693,44405,66538,49944,23427,4529,670,1693,9463,17270,15802,16058,21026,33842,47299,51726,41544,15439,2812,599,1089,2857,4305,8168,15988,26049,36016,41547,39160,38687,36702,18928,5077,0,111,1681,8220,29224,55595,52680,54235,40617,22283,9193,727,7,0,116,1534,7671,32545,53322,56332,51218,38731,24126,8303,666,9,772,2365,6109,10723,17917,25566,32045,37934,40950,40830,37386,17939,4037,1788,5987,13844,13405,10607,11196,25809,42584,65898,55890,21947,4854,764,288,2082,4965,14837,34546,49133,54441,47471,35652,21312,8704,1136,6,1089,8776,20564,30084,34905,34654,31649,29591,28140,27251,19485,7522,863,369,838,6885,18262,27787,33609,35392,35248,33553,28275,22278,21313,10764,237
3628,97558,101889,98544,86623,77316,58036,40304,28344,15373,7685,2156,139,1132,63670,72216,61407,63199,61964,60903,60422,59642,53654,43538,15724,124,2301,54097,43725,32653,32801,34810,38473,46040,57816,77159,114663,82376,681,28037,41045,39407,41323,42540,48704,53272,58629,68190,71784,71767,45491,7406,12645,40841,21333,14967,14508,17557,22565,30102,39417,55880,83344,111004,153432,0,5,2594,16159,35074,28070,26234,39208,56565,88866,176058,114859,33903,0,8,2189,16887,34749,28554,26278,36102,54037,95835,169195,116928,36833,17790,43478,21402,15439,15431,17573,22810,31374,43971,64690,103895,150316,69426,21494,37166,43318,46551,51038,46807,49191,53593,57367,67242,81018,61540,1270,3614,4617,89533,148407,93152,53205,37362,30433,26948,26922,34416,51698,17288,344532,83242,44378,25076,15797,11510,9316,9072,10102,14171,19383,24247,6769,16820,41596,24455,15977,13505,13205,14392,16356,20213,24321,29991,64050,322714,567
136818,202468,93602,32450,18622,13000,6775,3084,1293,685,574,977,3997,228406,208700,46851,14655,5239,2227,1431,829,508,456,590,1331,2784,379796,102931,15405,4701,2497,1679,1134,820,469,477,646,1277,1888,38571,32890,30514,30715,27010,27125,29434,32566,39169,48206,61732,66647,48845,96383,154027,104042,71118,42410,21145,9894,5123,3259,2246,1234,707,1238,50480,437799,16698,4193,2918,643,81,35,15,3,0,0,0,49094,436981,18474,4206,3522,444,93,34,14,3,0,0,0,214337,215252,48992,14195,6816,3992,2736,1794,1405,999,698,733,1073,107470,93636,70971,59716,49642,41077,33396,24159,16950,11977,5647,1863,2616,2287,1106,1154,1116,1425,1877,2490,3504,4812,8241,20088,76781,387642,8831,18825,29009,37282,42941,45326,43844,43314,44258,49952,52270,60789,31168,140749,235823,71657,27459,12760,6926,4326,2920,1955,1362,870,737,545,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,7,0,3,27,45,0,0,0,0,2,11,20,11,4,5,19,43,46,88,27,15,9,4,4,7,12,21,9,7,5,30,3,72,17,20,23,13,3,21,28,11,8,16,10,0,0,0,0,0,0,0,0,0,37,39,0,0,0,0,0,0,0,0,0,0,0,54,26,0,0,0,0,0,0,71,12,23,14,20,27,39,45,43,82,11,10,14,6,4,8,11,19,10,9,78,46,181,2,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,10,116,0,0,1,5,17,66,132,32,10,4,0,2,11,582
282,7906,5251,5522,14340,30916,29074,17849,9215,5691,2590,544,49,3321,8484,5006,9988,20650,25309,22510,14681,9806,6010,2823,624,17,4386,8870,8308,16352,21437,21125,17005,12959,9266,6114,2998,404,5,838,3877,8205,12270,16985,20626,21971,19334,13895,7840,2845,517,26,2286,7356,13624,21935,24943,21145,15918,10762,6536,3457,1113,149,5,0,4257,21808,47392,39784,12715,2661,502,102,8,0,0,0,0,4159,20373,49991,38620,13203,2341,439,95,8,0,0,0,3000,8143,10550,17475,20649,19719,16034,12967,9999,6888,3137,643,25,2429,3710,4220,6247,11236,18702,27031,27571,18115,7391,2209,358,10,158,767,2247,3985,6558,9639,13883,18383,21511,20599,15165,11722,4612,2,85,860,2891,6188,10442,14685,18945,22231,24796,19162,8250,692,643,9711,21071,26749,24197,19081,13779,8322,4108,1248,266,47,7,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,6,0,0,0,3,3,3,4,5,3,2,7,10,16,40,8,7,3,1,1,1,3,3,4,5,3,19,28,20,5,14,8,8,3,3,7,7,8,14,22,36,26,18,2,4,0,0,0,0,0,0,0,0,62,32,20,8,3,1,0,0,0,0,0,0,0,54,53,39,43,36,22,18,25,25,15,28,45,73,234,20,8,10,16,10,6,6,8,16,28,36,113,61,4,0,1,1,0,0,1,0,0,0,0,60,190,0,0,0,0,0,0,0,0,0,0,1,17,0,2,11,5,16,20,44,14,5,0,0,2,73,26
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,2,0,0,0,1,3,2,0,12,2,6,2,6,7,4,5,13,9,24,8,85,21,0,7,2,2,6,7,9,7,1,4,3,53,39,31,9,5,7,6,12,13,7,4,3,0,0,3,5,4,24,6,4,8,4,0,2,5,3,0,2,8,4,17,13,3,12,3,2,4,4,2,2,20,42,35,32,10,22,33,14,13,22,33,9,152,10,5,16,21,6,11,7,5,7,12,44,19,118,2,0,1,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,0,1,17,0,0,3,5,10,35,106,18,5,0,1,0,50,180
169414,201964,168127,60464,15398,5117,1152,271,58,37,3,0,0,161899,140093,155874,102995,37342,15450,5332,2029,723,222,43,3,0,146786,90300,108587,103047,73255,47940,30653,14492,4997,1598,343,7,0,27442,114126,113626,91801,87185,66452,47351,31976,21503,12845,5627,1849,222,26282,132409,107203,95860,88414,70708,45102,27187,15944,8740,3487,648,21,0,76069,92973,64494,57832,110611,91786,90807,30801,4958,1466,206,2,0,78614,90167,61067,74962,91320,114564,77780,26851,5104,1360,214,2,60725,107941,86284,89837,82284,80180,51322,32907,17856,9368,2950,346,5,58270,148692,129758,106931,74564,55503,24533,15388,5660,2210,476,20,0,1556,651,1005,4878,18291,41786,65542,80471,77802,62982,48353,60930,157758,13197,26660,46729,66824,78684,80757,73498,63924,56436,54652,41480,15766,3398,20833,112505,62708,64890,77217,81761,77402,60874,37009,16463,6470,3212,661,453
0,0,1,51,604,3789,15559,35089,67105,104007,132173,56359,384,0,22,356,1450,4548,14546,35681,57078,86413,118633,83277,13071,46,0,262,3676,14249,29691,42923,59411,77156,85095,69068,30755,2824,11,1471,2167,5067,9017,16971,25172,44669,71669,92327,91119,48208,7196,68,737,3442,8730,18450,29147,45283,61696,75030,73572,56503,33578,8780,173,0,1359,34480,67163,90401,93198,58763,43444,19703,5492,970,139,9,0,1504,31638,66971,101357,85301,63600,39157,18892,5737,821,130,13,339,3608,12097,18496,27452,38924,51898,59447,64339,64834,50934,22061,692,325,868,2132,5326,11862,22448,45020,66770,96485,113188,46645,4029,23,760,2385,7824,18581,34143,48278,63054,73713,73931,60813,29369,2269,1,42,685,4868,17718,33739,48321,58710,63403,61752,57436,43004,23851,1592,199,5512,29802,54663,69049,69004,59176,46556,34628,22340,14016,9173,1003,135
1214,23004,41713,20562,15683,13485,19844,40847,79730,130288,136364,60320,8654,2445,33954,41315,19362,18555,27048,38519,64900,102458,114224,90888,35902,2138,6557,68025,35640,31143,41618,58628,84393,89474,74425,54532,31298,15927,48,13496,24374,40611,55972,64408,82832,85174,92476,70815,41197,15504,4565,284,12897,57220,54211,63260,78251,82008,75003,59544,47162,33427,21330,6609,786,0,10891,68339,108723,85782,73235,85887,63250,27100,25524,29829,12275,873,0,11367,64569,105479,93507,67913,90701,61883,27383,28724,27881,11184,1117,16464,63251,53458,54248,64440,74244,73108,61300,51066,41103,25034,13099,893,9035,32285,39668,36872,49021,75315,89732,92225,72287,50188,30849,14114,117,13457,13446,25982,35985,52384,66758,75704,74595,62426,47666,47180,59347,16778,1014,1860,3591,6847,14172,25751,37882,50409,65212,96868,137047,136853,14202,7681,53337,69553,84048,94934,86665,66981,46635,32085,21730,16180,10069,1810,203
3496,50458,61780,58049,58095,67073,59956,52559,33731,20660,9019,4441,1339,6187,55150,61954,49292,51273,55245,58557,50677,38693,27459,17871,5805,2493,11383,64144,51812,41775,43215,49411,51581,52935,46462,37189,22571,4667,3511,9589,20658,45190,70061,82057,79958,64821,49183,29340,16369,7214,2894,3322,7838,19821,28891,31896,33628,35924,43815,51827,59593,68800,61725,29341,7557,0,201,4107,9542,17441,32585,54175,99869,140511,96586,24358,1279,2,0,194,3680,9189,18436,32529,59293,96953,136611,101494,21150,1126,1,9048,39021,47705,35977,33584,38220,44204,49907,55102,57361,45164,19705,5658,16513,36120,50799,63751,73236,64004,56555,43757,32909,23419,12809,3356,3428,6087,7665,14737,32753,47494,54693,55880,49847,43821,41989,48766,58248,18676,34388,78142,86273,75367,60121,43212,29625,20502,15626,12700,9745,8400,6555,3076,16897,39061,34690,29061,28264,30864,36240,42712,47062,48366,68054,56309,383
22875,125872,204529,194361,154588,106510,46503,12202,2126,296,84,31,5,24582,147734,217359,193026,141033,86488,42633,13894,2779,331,91,28,4,17280,107161,151023,138607,125499,107909,93471,72996,42711,12138,1128,54,5,57983,129951,194299,183138,118289,70600,45744,25861,18461,12482,8227,4037,910,21347,34281,44035,52656,61001,72662,88092,105396,127169,142134,102126,18982,101,0,13,1074,8800,17342,38531,79148,126062,158141,174615,174222,82339,9695,0,9,989,8588,17265,41893,81795,118390,158798,184933,165786,81325,10211,22091,48386,75801,81244,82880,87275,100924,112509,120610,103398,33585,1275,4,56195,156164,191191,178922,127734,79212,43284,21710,10007,4225,1195,138,5,10371,5274,29701,60179,80850,89354,92933,96666,100351,105448,105320,75907,17628,229853,206522,128583,81773,56308,40213,29068,22767,18989,17277,13148,9711,15770,11799,22432,39819,48714,52665,54802,57324,60165,63548,63198,63250,101526,230740,528
107439,11010,2920,1516,736,450,301,231,153,131,97,103,830,85088,27835,5295,2437,1423,843,528,432,329,304,267,459,677,79082,29469,7542,2937,1746,1102,835,636,455,466,528,655,464,10640,9298,8813,7002,8179,7211,7949,8212,9949,11389,13311,15431,8533,19009,24386,17210,15511,13847,12530,9204,5404,3253,2355,1657,889,662,6010,85011,21135,5803,2843,2131,1102,896,491,249,155,70,21,5729,84199,21471,6213,3346,1843,1319,797,493,275,146,62,24,27665,38995,28376,12175,5819,3484,2520,1899,1687,1382,1117,453,345,36020,19372,14466,12201,9963,10092,8381,6260,3925,2733,1168,782,554,5,221,241,248,531,996,1286,1476,1868,3176,6280,20622,88967,22912,21841,16571,12568,9862,7667,6117,5009,4583,4674,4795,6921,2397,12607,48003,28119,12701,7741,5118,3470,2593,1765,1276,855,781,888,285
0,0,0,0,28,236,2811,25973,91007,169612,178003,61279,269,0,4,76,364,927,4938,17672,34809,58872,98165,189876,123472,43,0,86,2167,11504,18601,19683,25490,35624,56641,95076,155032,108957,357,1171,1788,2556,3993,5563,8235,15082,30206,65185,113858,181934,95451,4196,1221,3339,9520,10550,14717,20601,30704,45394,69808,107957,129107,78670,7630,0,192,11711,20710,29475,52279,62341,116546,135279,75423,22226,2920,116,0,203,11179,19590,36922,44035,76259,111716,129404,77291,19705,2783,131,747,4825,15804,15700,17798,21328,25143,32475,47224,73850,115036,132627,26661,592,769,1046,2043,4044,8465,11731,23648,39465,91920,209785,135016,694,200,12259,57193,68981,79139,77993,68623,55707,43828,33728,23475,7966,126,13,106,2135,31305,112940,122688,79212,58768,46988,33756,19329,19976,2002,627,11363,24435,33870,48106,64019,79535,83893,76015,56752,36573,13873,157,81
66,1727,5904,6091,4020,4302,5571,6924,6994,4748,1447,315,35,224,8725,6825,5483,6527,5389,5824,4453,2674,1254,580,169,17,1189,10458,8713,6063,5554,5318,4862,3105,1597,802,378,93,12,24020,13121,5212,2121,1309,769,511,278,230,146,163,146,118,13427,8643,8975,6523,4329,2871,1683,884,472,217,106,14,0,0,1,3259,4057,5212,7147,7231,7430,5943,4329,2902,620,13,0,1,3193,3938,5688,7020,7780,6926,5758,4573,2702,550,15,11899,4563,6037,6732,5716,4362,3394,2755,1747,716,199,23,1,16570,14123,7991,3888,2189,1312,747,505,365,265,137,36,16,8503,7180,5509,4068,3251,2714,2343,2263,2335,2636,3388,3345,609,19,196,413,755,1120,1408,1580,1770,2198,3415,6197,16851,12222,8165,4153,3636,4343,5157,5165,4441,3609,2859,2152,1654,1775,1035,518
