band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
91446,76303,23684,6317,1984,2677,115154,64639,15048,4021,1571,1978,129187,48255,14847,6360,2410,1352,11689,16552,31616,57417,58159,26978,53404,62510,40260,27189,16170,2878,169,8112,92626,77309,21743,2452,167,7894,88797,80559,23148,1846,102310,54110,24924,14486,5654,927,27811,78235,68209,21410,4910,1836,2262,4440,7870,12344,29904,145591,43335,41269,34020,29014,32806,21967,97068,49509,20185,12011,8027,15611,588
54350,50906,77148,107211,52581,4912,86848,96167,101321,52966,6991,1728,138335,133071,59583,11013,2607,350,43346,127900,113859,47548,10535,694,114129,83444,82138,54348,6627,56,207784,129285,1632,117,19,0,208843,128225,1623,125,21,0,136408,97537,80295,23811,3388,489,118611,118887,83765,24713,2238,134,5816,5681,19551,58687,118198,135949,1570,18432,63154,71096,104759,81731,96827,94475,74537,48618,20049,6231,300
0,1,4,13,12,47,0,1,2,14,29,73,0,0,10,51,34,52,108,7,15,13,11,7,76,34,22,28,17,5,0,16,33,5,0,0,0,18,31,7,0,0,0,1,69,34,50,56,80,13,13,18,23,63,184,1,0,0,0,30,100,0,0,0,1,151,1,7,105,71,12,41,362
22,497,9103,81493,138656,17983,20,1173,40423,117752,82647,5739,1547,56935,81147,75727,31085,1313,4005,14309,40546,84402,87711,16781,11579,82450,94983,47019,11346,377,2085,158508,75585,11417,159,0,2151,158464,74753,12197,189,0,17708,90211,71332,44984,21584,1935,1680,4925,33330,142036,64565,1218,3128,17139,35576,64126,89385,38400,12,575,8239,40359,115822,82747,51944,111109,54049,23928,6341,383,76
141729,120540,73313,55223,21139,1081,116232,148001,64510,51675,29641,2966,88239,144060,81884,53504,40825,4513,86400,100507,83923,83117,50991,8087,58479,111386,91438,57966,56588,37168,15477,142426,181303,68333,5130,356,16007,141787,178387,71162,5344,338,54110,118061,97129,61672,58230,23823,97315,130003,76711,57681,44953,6362,3416,13222,78752,126261,112611,78763,84571,99004,91654,67517,54794,15485,34547,85203,113085,91128,49885,39177,461
190131,3126,1073,573,685,4010,181406,6582,1743,816,726,3669,181345,3359,1076,642,786,2957,37528,10620,10412,12081,20400,94452,101468,37847,20753,8129,2023,2241,148693,16654,736,155,3,0,149664,15612,794,168,3,0,154655,15406,2649,1184,950,2356,85513,23255,25992,25223,29693,19843,2697,1180,1227,1784,4223,174382,45574,32984,22502,16447,15735,38544,160544,6828,2311,544,277,107,248
0,0,0,0,0,0,0,0,1,4,10,34,0,0,9,20,13,49,57,16,3,14,8,14,52,22,25,20,11,10,0,0,4,4,4,34,0,0,2,6,2,36,0,8,49,25,35,44,55,10,15,13,15,60,108,0,0,0,0,30,130,0,0,0,0,60,0,5,89,30,2,40,540
167124,27825,2529,680,477,1363,176796,19472,2044,774,570,1039,183450,13601,2322,841,589,563,19011,17036,43329,45084,44029,33598,83833,89733,21446,6403,2274,321,12179,66251,114245,11908,480,19,11897,60036,118893,13718,525,13,154276,38628,6938,2382,861,186,65706,87665,39670,7209,1932,1501,7944,1022,1607,3413,13985,173314,30528,52246,39566,30517,26882,18989,132302,47701,11019,4523,2084,1797,600
0,0,0,0,0,0,8,0,0,0,2,4,15,6,0,4,5,5,65,2,3,3,3,0,77,7,5,5,3,0,25,5,0,0,0,0,14,16,0,0,0,0,46,27,12,13,12,5,87,9,2,9,2,10,34,0,0,0,0,63,118,0,0,0,0,15,1,6,52,20,0,30,624
650213,155039,38286,14305,3261,171,619054,161361,50331,22474,7483,572,564443,171928,66243,40679,17342,640,130971,254999,231613,155605,72671,15416,250089,232697,163708,117260,82854,14667,316626,290233,155185,80975,17449,807,314752,291979,150023,85481,18486,554,339977,233501,123845,85938,67083,10931,378564,281229,132418,53916,14720,428,902,6452,40810,84455,189159,539497,252513,208854,145896,99655,93050,61307,242409,249343,139888,99752,71904,57979,390
69872,417801,142532,39023,5651,121,57209,391858,153794,59131,12882,126,36156,297723,204015,94462,42462,182,360887,213381,72754,21791,5420,767,60032,375257,162275,57725,19537,174,273,5327,10174,71714,227838,359674,285,5305,9405,69253,243854,346898,14636,262479,274489,101842,21515,39,246301,275324,115591,34048,3673,63,40478,177428,169186,150142,113258,24508,5096,41801,121385,218050,244794,43874,15819,135674,226046,186076,83910,27475,513
7,1432,6579,28371,245619,145144,162,4228,27594,106880,246184,42104,1897,37078,89527,152818,135767,10065,9312,18613,63755,136771,163990,34711,14588,44171,88178,140898,125328,13989,14320,208945,137788,50955,13624,1520,14698,210311,132377,53924,14559,1283,15204,50100,80554,120055,138408,22831,4773,12867,52044,137897,199056,20515,7318,31898,114413,151386,106862,15275,462,17518,89492,135203,129121,55356,22746,99944,143022,116168,40681,4590,176
13545,13378,3368,1724,552,671,24982,4818,1733,933,219,553,27533,3091,1081,887,314,331,6845,7908,6158,4508,4365,3445,18501,8219,3516,1512,1254,186,32231,941,1,0,0,0,32256,917,0,0,0,0,25333,4370,1521,1150,714,119,16979,8532,4330,2146,672,579,199,371,1053,1601,3980,26024,1115,3787,4355,4854,7399,11678,22476,6111,2147,1029,680,736,277
0,0,0,1,6,14,2,2,2,10,21,54,5,10,10,27,52,50,156,23,10,7,0,0,109,72,35,19,3,0,12,49,15,4,0,0,4,62,22,0,0,0,6,31,91,117,78,20,139,60,39,37,56,33,185,8,1,1,0,60,211,1,0,0,1,114,1,12,139,58,17,71,133
0,0,0,0,0,0,1,3,1,3,0,6,2,2,8,5,3,8,39,2,3,5,0,0,46,13,11,7,0,0,4,38,6,0,0,0,10,37,9,0,0,0,3,52,59,37,40,19,135,8,19,20,33,30,30,0,0,0,0,30,90,0,0,0,1,17,0,2,35,15,5,44,71
447835,23892,6037,2751,2087,4797,443401,25931,6828,3412,3119,4269,444914,23635,7008,4053,3635,3311,74071,56044,61643,71524,98609,124270,206721,140763,91815,30856,10779,4133,400987,70928,9241,2519,774,166,398152,73517,9232,2731,844,139,341033,106655,20161,9366,6016,2247,209526,110428,79924,54221,27823,6692,816,1771,4222,7261,22050,449854,130401,108206,75222,53365,54313,62542,326989,114504,27287,9927,3630,1653,286
3359,109778,347283,257094,83106,15421,7827,168447,286689,224810,110339,17929,18314,216210,208135,181814,161817,29751,39515,123959,194144,218833,198752,40838,35620,176006,214536,193940,121526,74413,350,15519,161890,344122,225546,68614,332,15155,154142,346835,234879,64698,33244,184001,210877,194431,133223,60265,24249,123417,234316,237333,168416,28310,23792,99386,164166,205660,252416,70621,95707,126892,186395,179757,178139,49151,45628,246104,214627,161328,81660,66694,486
291187,103491,41914,22711,11272,5924,279836,113243,48831,20874,8594,5121,322513,87946,38271,16798,8044,2927,84898,92922,116890,94753,59338,27698,247274,100049,63574,42694,20489,2419,193848,201735,61261,16580,2813,262,196187,198376,61074,17608,3009,245,277703,86398,51270,35867,21609,3652,182132,147896,83841,42474,17377,2779,5688,5194,11626,32230,91094,330667,33267,56937,61291,63723,110880,150401,256301,116960,54044,29749,14055,5390,66
0,0,0,0,0,0,2,1,0,1,1,2,3,3,0,4,0,4,15,3,0,3,0,0,24,2,6,1,0,0,0,0,5,3,0,0,0,0,7,3,0,0,11,34,14,1,21,3,142,3,2,4,36,16,16,0,0,0,0,10,35,0,0,0,0,8,0,2,21,2,0,15,578
0,2260,12546,5234,103051,17354,483,11636,9291,47474,68923,2638,1794,14595,26869,69694,25777,1716,19789,29712,41745,36501,11761,937,6664,26036,46405,43646,14943,2751,255,18096,86208,34044,1842,0,266,16327,85142,36640,2070,0,4814,23912,46623,45198,17061,2837,9259,22867,30925,59481,16349,1564,3739,22006,63397,39391,11289,623,659,6462,17480,32828,56382,26634,1882,21754,61931,39103,11509,4266,227
18455,80741,124563,103445,32943,16536,57384,127977,111136,57165,9623,13320,113176,118258,80349,48550,6989,9186,56975,124399,110036,57341,22214,5434,67576,100547,78181,82678,39688,7298,327774,39816,7642,419,1,0,326939,40109,8003,601,0,0,98266,108211,81638,67533,10412,10089,82323,136220,105191,38599,7538,7105,28585,14798,56150,66892,100237,109727,13252,84161,80105,67001,77330,54007,63283,98289,71006,54331,41497,47321,313
290793,77102,42036,26889,23106,303540,255536,81432,57002,42935,30743,295691,234485,93095,60066,50296,42099,283197,257490,69307,55548,52708,55136,272954,501557,95862,65967,52579,38127,8910,686672,56516,15001,3835,903,112,686115,57331,14436,4098,960,99,411520,151758,86352,57219,46682,9538,269147,60508,52099,56027,52656,275705,253347,106952,62041,87738,133790,118727,43778,53258,50272,46299,65945,500552,472560,124489,72422,43529,25518,21784,23
0,5,1477,39308,149979,37869,7,1591,32687,87696,101686,4971,771,32469,78117,94619,22208,454,16700,53417,84768,62757,10863,133,16122,80957,100788,28168,2582,21,21520,137127,64371,5580,40,0,22143,137244,62634,6574,43,0,13165,71465,89061,44843,9586,518,5767,15854,85065,108128,13661,163,9090,29475,63163,73001,49320,4589,4,281,3334,14974,102348,107697,13480,101161,82468,27108,3839,582,217
12867,43531,87630,229165,60827,6603,52049,123624,195166,59153,6915,3821,160599,207664,56653,10515,3512,1868,74006,98437,89176,89276,66140,23857,171256,145892,88733,25969,8049,1200,298230,128444,14266,253,7,0,250983,174496,15425,288,8,0,213458,163054,48435,10734,4321,1035,85914,155414,134404,53115,11632,1857,8808,10835,22858,65907,149389,182759,2654,12961,32582,66437,137108,187556,179897,160417,73132,15763,4412,5885,305
423095,124052,20650,5027,2275,5250,487424,74544,9747,2795,1653,4388,470893,85459,15129,4087,1774,3397,188017,130260,100260,78683,55580,28104,284678,157272,79738,38033,17733,3829,513765,64054,3158,389,63,0,510243,67583,3125,412,66,0,351409,138409,49996,28021,10907,2418,367817,123415,56141,21535,7857,4433,2007,4580,17226,42112,108291,406519,86499,94700,95299,85853,107738,110308,264593,161473,61446,36235,25316,31593,296
186853,50998,13360,5918,4308,27490,143323,69003,32808,11437,5920,26436,117597,75188,41012,21716,8950,24464,108982,44294,36768,35842,35161,27880,133489,58484,41794,31837,20987,2336,153781,73504,41794,17545,2271,32,153921,73701,40729,18141,2413,22,109834,68704,49573,36365,22656,1795,128931,42807,36894,34325,21501,24469,29714,14717,22925,50115,100903,70553,32600,45368,40915,34468,37739,97837,99274,90702,55573,27425,11585,4368,5
3602,21343,41105,91533,124009,43433,15733,60275,80448,102105,50118,16346,47284,106878,102255,49400,11473,7735,91871,129671,74459,22831,5387,806,95632,102735,72340,38647,12005,3666,211672,108339,4766,243,5,0,210565,109606,4607,242,5,0,99730,123283,66188,22472,5281,8071,79522,114538,90994,29399,6643,3929,33079,24438,61753,86837,84318,34600,520,6645,26773,46547,90740,153800,55068,117283,72043,45083,20679,14869,321
0,0,0,0,0,0,2,0,1,1,1,2,2,4,4,2,3,6,19,2,4,1,0,2,29,3,4,5,1,0,0,6,6,2,0,0,0,6,4,6,0,0,5,17,12,7,11,4,41,5,3,3,7,11,23,2,1,1,0,10,50,0,0,0,1,8,3,4,25,4,0,20,416
60,4,8,10,19,729,11,12,10,17,42,1134,13,26,24,25,103,1526,213,62,39,37,73,1797,552,174,137,165,280,2513,4814,0,0,0,0,0,4814,0,0,0,0,0,347,172,206,197,345,1928,112,33,29,33,51,315,1060,655,2,0,0,0,4,5,11,6,38,1154,1202,672,151,51,35,80,247
41802,101209,50753,21321,21306,12897,25339,94156,62883,27627,25233,13752,53133,100865,38423,22883,24073,9253,27025,14688,25829,53501,83554,43634,26579,46877,68524,54460,36050,14430,163,2457,21047,140045,57000,25375,167,2300,19237,139931,61250,23202,39453,87224,51373,27795,25589,15981,19769,27495,66406,78592,49506,9534,27579,10613,12991,21560,63735,111680,17747,75503,67316,31152,26664,27922,53956,83080,44080,24340,15009,25397,618
