band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
2,589,5301,20924,62513,101073,143472,162223,173249,123505,73697,6719,177,4225,17630,46659,83635,114118,132199,138227,132920,125393,76542,1542,702,6355,20739,49937,83310,114398,128955,134484,126415,137810,69312,850,82578,104631,81108,74330,68474,67163,73013,86530,96985,94503,41588,2364,15644,33199,61093,72240,79515,91672,112056,122734,121976,102642,54142,6354,0,624,4809,15526,36108,57436,80773,113126,145781,211910,182167,25007,0,678,4738,15128,35007,55008,82804,109215,165416,207383,173095,24795,11068,8962,26469,56186,82633,98564,104773,121116,137539,133779,83392,8786,30858,48618,55425,61368,65456,85041,101097,117787,127633,123047,55935,1002,20383,112674,149285,138354,109681,83277,66096,58916,56429,50489,26033,1650,1305,14510,57586,104309,120677,105644,86329,81005,87680,100214,95317,18691,6646,15863,40285,62116,85611,111480,128631,133787,123828,90701,61885,12434,474
172953,99774,29047,5085,1836,811,530,484,585,661,1123,1591,228419,72704,5881,1916,936,609,552,513,517,667,1146,939,284591,21306,3210,1287,847,656,495,467,492,534,729,579,30540,18312,14837,15666,14413,16203,17695,22190,24766,31623,47953,61447,95366,82074,47787,34913,25262,15951,7827,2960,1725,1311,969,852,90376,226786,480,91,23,6,3,0,0,0,0,0,86331,230819,497,91,18,6,3,0,0,0,0,0,165127,118285,19526,4502,2630,1586,1157,929,826,723,620,559,88627,46416,33241,32038,24300,20358,23583,18332,16075,11067,3727,955,8,173,264,210,290,488,688,1171,2082,4865,20404,284084,25392,27713,26681,25301,23743,21667,20012,19296,21780,26741,40780,33012,135911,151323,14487,5080,2480,1405,726,426,321,163,152,208,281
188841,113497,44919,24172,13506,7063,3604,1692,918,606,651,492,173777,128159,50005,22938,10882,6386,2995,1934,1034,749,785,317,191897,116115,43897,19355,11341,6962,3973,2857,1651,1070,759,84,11157,10140,13657,22009,37973,57889,74656,74148,52142,30162,12695,3333,60420,107237,56205,42308,34300,27530,22265,18226,14538,10524,5506,902,0,2542,31631,49030,56150,92511,88686,49463,19669,7999,1961,319,0,2551,31603,48724,53350,88946,93119,49994,22712,6935,1701,326,134376,98209,57527,35474,23809,16227,12072,9085,6941,4314,1683,244,47448,78280,92563,75872,53235,25784,13648,7513,3416,1380,619,203,4235,543,814,1279,2096,3131,5097,8641,15894,33695,89603,234933,43629,40830,38163,36689,36205,35451,34120,33612,34954,32271,24298,9739,98150,106892,58541,37098,25616,18743,14275,10991,8088,6036,6355,9176,569
3,2,10,403,1164,2469,4349,17044,73310,137495,22449,334,2,41,468,1569,2307,7151,25029,73236,101989,40719,6401,120,1,179,1359,3467,13198,38954,69665,69849,45045,14732,2480,103,3285,11937,19086,29165,41100,48080,45360,34375,19804,5994,774,72,261,602,2476,10623,25563,42885,51212,49091,39312,26695,9374,938,0,92,10018,24263,46090,68442,55977,35546,12088,6027,489,0,0,114,10380,24388,44337,65983,59870,34149,14859,4711,241,0,175,646,2776,10271,24666,41352,51009,48698,40312,28334,9860,933,403,2010,5606,11153,20503,41893,60420,63595,39549,11431,2324,145,68,2230,13691,35091,55395,59244,48505,29606,12577,2445,174,6,104,2391,10095,20597,29671,35706,37833,39135,40381,31842,10881,396,46,316,4015,14894,28048,39095,44683,43204,36343,23960,18239,6189,229
0,0,651,5441,20535,17142,9843,15985,48209,112980,42426,1361,8,1832,12847,20916,11595,7741,13761,34909,72645,75911,21597,811,61,3777,18349,18265,13604,16951,36631,65735,64292,29641,6393,874,2093,11137,19289,16266,19253,28600,44493,55057,51251,22440,3977,717,1256,3249,5376,10630,20795,34201,42770,44393,41222,41217,23688,5776,0,202,2762,14073,42898,64180,58455,48451,27896,14219,1427,10,0,203,2715,14344,40403,61989,62510,46634,32606,12047,1112,10,854,2894,7332,14102,21859,31259,39009,43222,44110,42474,22858,4600,2204,7413,16318,13018,10063,17755,39593,64538,64384,31912,6403,972,312,2572,6875,21790,44478,57168,56014,44024,27405,12044,1884,7,1394,11014,24947,34357,38576,36094,32893,31020,30002,23420,9741,1115,404,1296,9864,23196,32973,37448,38669,37229,32723,25138,23308,12325,237
8284,115116,104583,108824,85002,74700,52562,34871,20379,10081,3019,174,2216,76594,74076,67882,66635,64750,69214,62435,61804,49887,21910,192,4030,61531,43421,34897,35295,40512,45373,56525,75670,115346,103641,1354,30865,45423,43150,45862,46369,53806,61617,69663,77074,79390,54903,9473,16179,41706,20798,15785,16735,21061,28685,38722,53937,83413,118117,162457,0,14,4190,26085,35768,30449,32458,53492,76062,164962,151970,42145,0,17,3944,27968,32453,29066,34935,48029,87524,164360,144702,44597,21780,43904,21035,16395,17268,21402,29739,40752,62454,102968,158330,81568,24483,42201,46598,51828,52382,53576,56127,60107,68846,84808,74580,2059,3681,9327,124948,146196,80273,47916,35787,30284,28810,34625,54505,21243,353935,83227,42533,23566,14961,11157,9732,10277,13756,19816,25942,8693,19951,43662,23729,16113,14198,14892,16524,20158,25256,30469,61483,331160,567
158895,214024,71397,29266,17551,9752,4977,1940,863,605,980,4095,256776,194584,37555,12106,3987,1977,1065,659,481,577,1340,2900,396389,91285,11842,4254,2359,1499,1040,624,487,656,1256,2029,41853,35685,32760,29019,32692,27959,32937,40612,48859,64519,72950,53579,111133,160501,103704,67280,35731,16737,7257,4113,2647,1624,821,1278,88705,407085,10174,5165,1379,275,58,17,6,1,0,0,87062,406816,12054,4940,1605,296,68,16,8,0,0,0,238194,205907,39464,11902,6035,3607,2370,1621,1185,820,788,1129,119106,92210,76834,60492,52378,39718,30631,20817,14381,7467,2354,2732,2334,1268,1223,1306,1729,2244,3261,4600,7353,17343,71464,398398,10035,21805,33534,42271,47828,49096,46681,46921,52441,56648,62749,37800,171091,223084,63404,23398,10702,6138,3700,2490,1626,1027,828,601,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,2,1,28,46,0,0,0,0,4,21,16,5,5,17,43,50,91,25,17,7,6,5,12,18,13,7,7,30,12,66,17,24,22,8,13,34,14,7,17,11,0,0,0,0,0,0,0,0,27,49,0,0,0,0,0,0,0,0,0,0,37,43,0,0,0,0,0,6,74,6,32,8,38,26,61,43,84,11,11,14,5,5,7,20,18,9,76,48,181,2,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,4,122,0,1,0,10,27,139,69,16,5,0,2,11,582
608,9201,4732,7740,22581,34071,26229,12678,6986,3587,754,62,4600,8092,5776,14140,25488,27247,19038,12503,7567,3841,917,20,5357,8968,10376,19933,24021,20998,15839,11480,7564,4009,678,6,1028,4677,9697,15649,19895,22600,22386,18218,10232,4073,741,33,2848,8344,16929,25512,25956,20477,14078,8677,4516,1677,209,6,0,6526,27684,55073,31723,6960,1058,178,27,0,0,0,0,6069,28189,57875,28050,7681,1161,175,29,0,0,0,3561,8975,13013,20393,22571,19385,15525,12006,8622,4243,900,35,2775,4033,4978,7759,15320,24590,30518,24383,11173,3134,551,15,174,1036,2803,5112,8171,12400,17673,22451,23141,17902,12612,5754,3,151,1276,4112,8258,13508,18464,22929,26460,22631,10495,942,868,12275,24800,28783,24178,18100,11676,5954,2108,415,62,10,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,8,0,0,1,4,2,4,5,3,3,5,11,18,41,8,6,3,2,0,2,3,5,6,3,19,32,17,7,16,8,5,2,7,9,7,12,25,38,30,14,2,2,0,0,0,0,0,0,0,64,37,15,8,2,0,0,0,0,0,0,0,59,59,44,45,31,20,19,30,18,31,40,80,234,25,6,12,15,9,7,6,15,27,36,119,62,3,0,2,0,0,1,0,0,0,0,60,190,0,0,0,0,0,0,0,0,0,0,18,0,4,12,2,27,36,25,11,0,0,2,73,26
0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0,1,3,2,2,10,2,7,3,8,5,5,11,9,24,12,85,21,3,5,1,3,7,13,7,1,5,3,56,43,26,9,6,7,11,16,8,4,3,0,0,6,2,8,23,3,8,8,0,2,4,4,0,5,5,11,17,6,11,7,0,5,5,2,2,30,33,35,37,16,31,25,10,20,38,10,154,8,8,22,15,7,12,6,7,8,48,20,118,2,1,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,1,17,0,0,3,7,18,92,49,13,0,1,0,50,180
193920,194604,166356,50204,13618,2538,610,94,56,4,1,0,167791,147158,179548,79854,31915,10839,3335,1125,364,71,5,0,158599,96317,118506,97493,74675,42899,22188,8142,2619,546,21,0,35397,120773,122800,100882,83221,60326,44536,27395,16543,7552,2307,273,38345,141418,112831,99845,89435,64348,36735,21896,11429,4749,940,34,0,99939,89397,67939,69015,123775,110137,49972,9292,2131,405,3,0,103413,87951,64238,72348,116437,118435,46702,10364,1737,378,2,75417,107288,96777,95475,89714,69414,45485,24844,12734,4325,524,8,68655,152356,145767,110196,67857,43884,20347,9084,3014,806,39,0,1595,726,1488,8445,28149,57713,81381,87961,73423,54963,60692,165469,14837,31245,55342,77141,87260,85103,73227,63936,59947,49462,20533,3972,30872,114605,65595,74636,86878,87498,76025,49455,23300,8510,3810,821,453
0,0,3,156,1309,7687,30432,54738,95657,142295,82289,555,0,47,558,2148,8127,25247,50781,82317,118414,106085,21295,102,0,488,6065,19868,37809,53776,74359,92960,82448,42414,4918,16,1648,2565,6076,11407,20659,37811,62626,92997,102451,64901,11871,109,874,4291,11464,22861,38107,58216,75863,80884,67976,41570,12768,247,0,4249,44723,85000,98575,88289,54636,28763,8713,1969,181,23,0,4602,44571,86638,94453,86813,58418,27975,10040,1427,161,23,406,5183,14222,22747,34431,49310,60223,67555,71743,59718,28520,1063,364,1070,2847,7043,16451,34215,61118,88294,127231,69601,6854,33,863,3122,10350,24935,42924,59810,75140,81427,72133,40104,4311,2,54,967,7498,24268,42859,58209,67357,67994,64115,50292,29072,2436,251,8464,38339,65292,76426,70614,56619,42243,28081,16650,10731,1411,135
1568,29613,40628,20368,16106,15935,30451,68695,128606,153143,76320,10275,2994,43338,36340,19928,21366,35688,57955,91034,122858,111665,45228,3314,10084,72555,34740,35278,52853,75561,96543,90812,64728,37991,20394,169,15060,27968,45388,63034,75685,94776,100993,86492,54830,21042,6049,391,16754,63286,58464,74162,86906,87901,72594,55113,40685,25961,8880,1002,0,20462,83270,123139,74212,97106,81721,35114,25176,32624,17029,1855,0,21500,82720,123667,67442,86261,95046,37020,32642,30216,13466,1728,20277,69387,56860,60728,74710,80846,73329,59779,48064,30911,15323,1494,11498,37405,41139,41482,64356,93070,99650,85712,62772,37168,17226,230,14109,16521,30133,43578,63198,77777,83009,73198,55824,49364,63984,21013,1119,2228,4440,9135,19715,34112,48054,64011,92752,139528,156079,20535,10149,62246,77313,96667,100869,85263,60009,40091,26504,18142,12206,2249,203
5652,59105,65090,64253,64450,70891,61102,45174,26158,11970,4888,1923,8262,64980,62357,53583,56319,65177,57634,47464,33396,20778,7598,3108,15531,70332,52580,44525,49242,54725,56592,53820,43930,28927,6609,3843,10661,25099,54413,81583,91250,79134,62446,38131,21463,9552,3405,3519,9016,22836,32474,35134,37310,41557,52127,62510,70842,71210,37178,8462,0,431,5709,11817,24333,47997,83482,137210,122968,43855,2851,3,0,425,5612,12116,21827,45606,86952,131652,138878,35225,2361,2,10712,46195,48141,37626,38347,44475,50453,59172,60629,53584,25193,6129,18683,42083,58450,74612,73113,67174,53876,39493,28643,16340,4487,3702,6277,8677,20254,40529,55127,60745,57365,50072,45156,50539,62700,23215,39950,87099,92025,77088,58118,39638,25925,18614,14674,11136,9037,7352,3432,22438,42512,35395,30643,31557,36228,43628,50467,51230,70319,62807,383
26437,151989,224979,203031,146200,83718,27887,4969,604,121,41,6,31647,171983,232904,202391,126513,71249,26640,5884,617,110,40,4,21758,129292,159552,147341,130340,109758,87363,60602,21578,2294,99,5,65496,151172,220631,173819,107632,61566,35998,22844,14850,9903,4978,1093,23411,38810,48823,60138,72379,85938,102662,130027,153135,124726,29761,172,0,28,1962,12537,25424,63358,115640,155438,174470,197976,109644,13505,0,27,1906,12879,22971,60744,113211,155193,194768,190369,103918,13996,24286,57249,85620,88701,89922,100298,116770,126976,124250,53282,2621,7,65950,179690,215218,171133,118124,64647,32187,14935,6137,1741,215,5,10495,7858,39538,73467,91875,98741,102566,107299,112172,115660,88871,21440,250457,211915,126470,78883,53834,37205,27294,21831,19440,15351,10463,16839,13191,26522,45969,54231,58060,60494,63762,67407,69510,67025,101930,241881,528
109009,10329,2586,1267,640,408,282,192,154,101,107,842,90888,23427,4729,2147,1259,717,573,386,319,279,479,714,83605,26994,6334,2749,1605,1035,768,546,533,503,725,520,11968,9958,8168,8102,7207,9636,8232,10446,11533,14864,16222,9581,21514,24877,18124,16714,14227,12170,7551,4209,2746,1990,1093,702,10802,87576,15736,5107,2481,1905,1046,644,314,191,86,29,10370,86868,16810,5133,2411,1854,1176,642,382,169,75,27,31240,40976,26471,10797,5083,3276,2429,1828,1626,1247,581,363,36836,20919,15130,12723,11279,9215,7972,5116,3743,1486,877,621,12,260,240,333,773,1238,1486,1862,2857,5823,18997,92036,24938,22844,16997,12478,9881,7553,5901,5056,5033,5137,6961,3138,16013,51272,25382,11668,7216,4675,3104,2252,1556,963,856,960,285
0,0,0,4,50,1101,10160,71247,155940,210355,79882,479,0,14,142,415,1940,9947,28634,49936,92348,188417,157253,172,0,118,3904,15565,19639,24881,33345,50613,87307,156622,136040,1184,1307,1948,3081,5010,7187,11791,22607,54385,105195,188188,122155,6364,1403,4586,10741,12478,17619,26926,39300,66325,104646,139797,95489,9908,0,558,17404,25866,35630,64404,103106,138049,105299,33284,5449,169,0,559,17606,24125,36838,60400,109546,131917,117099,26715,4236,177,838,7098,17122,17460,20564,24866,30962,45735,69414,114341,146030,34788,670,786,1280,2849,6512,9947,17902,36008,78671,196351,176353,1889,239,20261,65384,78541,86843,80480,66788,52074,39691,27848,10847,222,14,169,4611,58087,139729,110791,71007,55687,40970,23409,21744,3000,840,14511,28492,40847,58884,77658,89747,87041,68376,43866,18667,289,81
92,2548,6138,6130,4889,5306,7116,7749,5499,2181,450,46,435,9716,6705,6129,6688,6726,5783,3336,1655,719,228,24,1736,12013,8292,6141,6353,5440,4113,2351,1062,501,127,15,25550,12943,4536,1990,1151,672,384,285,177,168,158,130,14010,9676,9304,6223,4110,2440,1270,648,301,133,28,1,0,51,4091,4797,6275,8292,8295,6708,4957,3598,1056,24,0,58,4067,4903,6017,8058,8546,6684,5627,3293,866,25,12255,5225,6938,6806,5612,4366,3303,2254,1051,288,45,1,18434,14121,7050,3979,1833,1051,660,451,317,184,47,17,8987,7788,5565,4032,3323,2730,2437,2499,2731,3454,3830,768,30,230,521,936,1348,1617,1824,2134,3176,5896,15913,14519,8635,4277,4052,5020,5667,5230,4413,3360,2530,1893,1885,1182,518
0,0,0,0,0,0,2,1,1,1,2,0,0,0,0,0,0,1,0,2,5,3,3,0,0,0,1,3,2,2,6,4,3,4,3,0,21,3,2,0,2,0,0,0,0,0,0,0,9,15,8,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,3,1,0,0,0,0,0,0,2,1,2,7,4,0,0,1,3,15,30,7,15,18,9,3,4,0,68,12,9,7,16,8,6,4,9,5,10,0,32,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,17,0,0,0,3,6,16,4,2,4,0,0,20,501
85,6446,88381,176077,222648,168094,156694,149142,129809,79031,34817,4535,328,36032,153028,176648,163433,144072,119717,124762,136165,109156,49943,2475,645,20500,69805,110057,142690,151842,149732,151589,164710,184523,67530,2136,173515,232897,171851,141016,122144,109213,89276,71118,54063,33974,14729,1963,11451,43534,126576,185874,192703,174569,156922,131179,100105,56753,25819,10274,0,705,3011,4390,9366,25054,69783,142090,184144,269547,265171,242498,0,696,3038,4167,9248,22882,71748,134901,220372,261272,243506,243929,7867,9712,46574,105522,169818,209866,211323,201113,147537,70232,30448,5747,57145,113699,136822,143749,142535,140656,128411,124006,111319,78034,37560,1823,22378,206339,291229,208121,139885,93414,69602,57577,50212,43269,29116,4617,4261,19648,37073,73842,132387,184546,199662,188245,166056,126448,68304,15287,7084,20673,50240,71689,98480,149203,213921,239218,180041,99125,61480,24605,476
