band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
272436,171880,38293,18276,6174,1606,960,4720,393504,95411,14588,3482,1409,796,1113,3704,463501,36015,5518,2594,1412,739,1164,2777,60173,50125,42752,46918,52433,69975,100869,90179,200715,174623,88740,31008,9556,4461,2079,1644,388545,117419,6115,704,64,17,1,0,386256,119676,6020,821,75,17,0,0,374037,109528,15524,6020,3212,1964,1207,1530,171232,116918,88495,64093,42130,23699,8943,3610,2889,1936,2048,3231,5390,9824,40658,446547,19371,46003,65849,73346,70122,75921,84979,72218,320447,137132,29700,10538,5088,2728,1458,998,315
0,0,0,0,0,0,0,0,0,0,0,8,15,7,12,63,0,0,2,23,21,5,37,73,103,30,8,10,18,25,11,33,71,24,37,17,26,35,11,24,0,0,0,0,0,27,49,0,0,0,0,0,0,37,43,0,0,0,66,20,34,44,75,55,91,15,17,7,16,29,29,104,183,0,0,0,0,0,0,110,200,0,0,0,0,0,0,126,0,1,21,155,79,11,0,13,582
4759,9782,16050,48342,33810,12083,4136,267,9354,9114,27030,39845,25928,13180,4565,213,10664,14037,31735,33217,22079,12804,4578,115,2836,12566,24864,33280,32353,18483,4660,187,6670,21451,38980,32965,18963,8308,1831,61,824,33386,76249,17507,1157,106,0,0,797,33461,76469,17137,1270,95,0,0,7851,17698,31744,30605,22043,14110,4919,259,4864,6922,14154,33515,44638,21436,3572,128,461,3552,8723,16960,28556,34709,24074,12194,23,1407,7606,18272,29399,38454,29508,4560,5033,32910,41679,29382,15270,4468,461,26,52
0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,10,0,1,5,5,8,3,11,23,46,9,4,1,4,6,7,21,44,12,19,10,4,14,13,31,49,33,4,0,0,0,0,0,89,27,9,1,0,0,0,0,92,70,60,36,35,32,40,111,248,17,22,14,9,19,37,145,64,1,2,0,1,0,0,60,190,0,0,0,0,0,0,18,0,16,15,50,33,3,0,75,26
0,0,0,0,0,0,0,0,4,2,0,1,1,0,4,2,8,6,8,10,7,14,22,23,100,9,6,3,13,14,3,6,82,43,11,11,16,19,5,2,0,8,28,6,12,4,3,7,0,10,19,15,15,3,6,6,15,50,58,30,45,21,36,32,161,9,33,11,14,11,25,51,120,1,0,0,0,0,0,80,250,0,0,0,0,0,0,18,0,3,14,103,59,3,1,50,180
289681,265199,59944,6416,672,88,5,0,234039,260458,102364,20244,4064,760,76,0,202935,170487,140386,74681,27260,5689,567,0,96217,182753,143205,101224,59794,28680,9017,1115,109264,183330,147382,106246,49027,21033,5494,229,15580,173756,100444,160285,135221,34180,2494,45,19269,172095,97729,155294,145386,30115,2063,54,137511,141971,138452,116151,60026,23037,4750,107,142813,223965,145039,76898,25783,6662,844,1,1944,1865,19049,75258,125949,116816,80778,200346,27568,73856,120533,128971,106028,91082,63628,10339,99241,111831,117420,131592,104363,44417,10729,2412,453
0,3,553,8599,51984,128843,209926,15213,2,603,4937,30585,87385,164127,125118,2364,38,6515,35332,76121,120916,128851,46675,673,2706,7583,20962,48915,104420,153654,74938,1943,2407,14222,39767,79417,117547,107176,51683,2902,5,48967,139090,132774,68720,23392,2102,71,6,49167,137106,130798,73904,22529,1535,76,1658,18153,38406,68082,93493,106028,78845,10456,785,3496,14396,43313,99601,177042,75526,962,1814,12521,44234,83435,116002,112698,44121,296,255,8264,43517,81819,101904,97562,68297,13503,1733,45321,103342,108990,79630,47313,22870,5922,135
11715,60094,28768,23641,57994,169758,203789,35949,19473,63199,30866,46116,99744,172103,142271,17936,50363,67016,59975,103717,143755,108328,51078,7476,26751,61665,101150,132345,143866,98449,25305,2177,47718,90786,116778,132191,101799,66593,32230,3613,702,103030,168257,126200,97940,44071,45262,6246,817,103403,161727,115643,116081,48627,39048,6362,56032,90492,95941,120343,104768,76404,39669,8059,28189,61853,66860,132048,149099,99035,48531,6093,19697,41066,72972,111581,121571,90460,81039,53322,2015,5772,17355,45607,77960,126857,222999,93143,36160,113548,148125,134674,82101,44503,25626,6971,203
30898,98949,94006,105588,87725,44709,14265,4516,37606,97993,79718,95361,82933,55561,26019,5465,50657,87786,67595,80897,84667,69675,33941,5438,20089,70084,128132,123835,83461,38579,11660,4816,18826,45500,53116,60885,81474,104005,96203,20647,10,6130,23221,60926,131416,212244,46542,167,10,6027,22043,57506,140958,216524,37424,164,29419,75629,56826,63622,78844,91410,70611,14295,36817,82399,113263,101636,74831,47181,19402,5127,11018,24190,67088,89313,83179,69414,81050,55404,80797,138277,108586,66258,35991,23222,15590,11935,9624,58758,50851,46744,57132,73191,82035,102321,383
85297,318108,284381,148568,31592,1868,144,24,100723,335811,272294,127859,30839,2302,134,20,72147,238455,214214,173225,122707,46836,2386,12,126221,311078,235939,107078,48848,24844,13056,2918,41133,69911,94940,123515,163634,222190,150009,4650,0,1990,23001,78318,174491,271057,271285,49840,0,1933,22617,73977,182546,280626,258167,50116,46443,120712,133803,145118,178423,189573,55735,175,142625,318233,241760,112144,41717,11542,1921,40,12295,45596,118068,146015,155621,166416,167371,58600,369759,219083,108341,61581,38814,29751,20774,21879,23922,61760,82943,89842,97046,103633,108902,301934,528
116161,5763,1591,724,382,246,144,906,107815,11229,2958,1165,747,531,481,991,102670,14263,3584,1805,1083,764,894,854,17260,12834,11557,13388,12752,17459,23114,17553,35613,28902,23838,19273,9968,4538,2663,1122,63609,50505,6663,2830,1325,679,256,50,64677,49371,6496,2902,1503,697,222,49,51853,46834,13773,5383,3342,2541,1605,586,47670,25215,18532,14685,10877,5954,1926,1058,132,380,650,1694,2352,3853,12015,104841,37365,27414,17676,12236,8482,7508,8065,7171,42461,50206,15696,7863,4376,2536,1378,1401,285
0,0,23,1132,29801,207546,271931,18785,1,155,1067,11235,52054,118864,303201,42641,16,4006,26932,33153,54434,116831,248298,45548,2195,4141,8157,15831,43697,138490,271227,45480,2766,13964,20379,36644,68474,141797,201270,43924,9,17953,43058,82842,151826,194628,37679,1223,8,18157,41873,79490,164662,193900,29974,1154,2250,22808,26904,35986,50855,95256,189482,105677,1074,1662,5350,13958,32740,99841,317930,56663,1807,84077,121071,124793,94763,63790,35916,3001,43,4751,124746,183861,100892,66772,32784,15369,5697,38146,67469,109920,134619,110545,57744,5078,81
661,8117,8588,7737,11003,9361,2507,170,5111,11745,9422,10121,7637,3137,884,87,7340,14701,9264,8670,5519,2007,594,49,33751,9278,2602,1211,535,311,240,216,18586,14404,8460,4313,1647,572,159,3,0,4142,7948,11416,11104,8856,4517,161,0,4125,7852,11126,11832,9025,4020,164,14564,9854,9776,7008,4537,2071,326,8,26484,13121,5032,1831,902,526,211,37,12930,9410,5787,4298,3701,3966,5626,2426,131,650,1559,2342,2822,4312,11184,25144,10961,6003,7848,8069,6214,4089,2761,2199,518
0,0,0,0,2,2,1,2,0,0,0,1,2,5,6,0,0,1,3,4,8,5,6,1,23,3,1,1,0,0,0,0,22,10,5,3,2,0,0,0,0,0,0,0,5,3,1,3,0,0,0,0,2,3,7,4,1,3,27,25,27,15,7,0,73,16,17,14,8,11,9,6,35,1,0,0,0,0,0,0,40,0,0,0,0,0,0,18,0,0,4,21,6,4,0,20,501
1132,93780,287597,279222,235493,200152,101448,16935,6174,183214,264818,219335,183561,197083,145363,16211,5064,85886,179886,224703,224439,241592,234971,19218,300404,277859,206088,166285,127513,86944,43712,6954,25694,155867,283457,269689,226047,162159,71875,20971,58,3658,8655,30155,115137,280880,416376,360840,58,3676,8411,27886,123599,303422,386391,362316,10553,53600,181770,303436,314081,245892,88168,18259,110950,196716,217141,209799,191473,172263,104463,12954,82487,437459,285860,155560,99690,77701,60749,16253,12161,48821,132203,258572,297052,256911,169907,40132,13471,64526,116599,202773,335188,297992,132871,52339,476
55290,54160,27488,18208,13317,8915,5192,32297,33700,39270,34004,33240,20935,16152,7505,30061,33488,44696,38438,30636,20082,13440,6002,28085,74424,34958,23169,19840,15439,11772,7150,28115,87456,25816,33911,28410,21227,13087,4754,206,139605,69367,4411,1167,279,38,0,0,144561,64391,4351,1215,316,33,0,0,77142,22948,30795,26603,25437,20206,11085,651,56298,30202,34805,26859,17916,12258,7423,29106,32971,24453,25058,28238,29426,30724,31930,12067,1998,8604,18702,22280,21773,24272,27693,89545,75837,23436,27997,27373,26328,20278,9607,4011,8
2,3,0,2,1,0,2,4,0,1,4,7,8,4,9,16,0,0,8,13,13,5,12,19,54,1,6,10,5,1,0,0,41,14,6,9,11,3,0,0,0,0,2,20,2,0,0,0,0,0,4,16,4,0,0,0,0,0,28,20,12,10,27,1,41,7,4,6,7,5,12,16,75,0,0,0,0,0,0,10,50,0,0,0,0,0,0,54,0,2,9,45,26,4,2,11,458
72,94697,86220,139045,198352,96615,15735,119,4600,206443,160427,142679,77383,35912,3388,23,162997,249347,127967,62290,23735,4095,422,2,144388,158197,144311,104385,56521,18722,4095,236,336332,133246,69553,45337,31257,14692,433,5,74,59852,376705,133384,53232,7287,315,6,60,57820,365404,141197,60002,6170,196,6,314928,148033,73556,53524,32207,7613,934,60,214910,193391,107867,67485,39627,7296,278,1,51083,16367,17081,31886,66836,125976,203257,118369,6,198,6746,17434,31816,62504,130879,381272,271490,163899,91451,56240,32055,11947,2816,957,337
8143,53493,113872,88677,35034,5897,368,23,13687,44236,84617,90619,53418,17643,1279,8,11553,37629,48355,59644,71645,61541,15127,13,36719,49991,64194,65831,51247,28634,8230,661,22370,31581,47867,60492,64267,51017,26656,1257,0,7535,19547,38684,67180,82484,73294,16783,0,7591,19251,36998,70879,86437,67455,16896,20190,33358,51285,62861,66939,54675,15997,202,31999,39112,59628,72541,59601,35571,7026,29,13817,18553,60926,68403,60465,48491,29760,5092,28527,50287,50075,49658,45120,36532,25330,19978,14246,29373,50370,57372,59359,49184,31369,14234,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
5911,75962,66724,61751,51938,28230,4635,248,12437,82901,56752,44528,44174,37556,16471,580,23942,77132,43398,35231,36373,42776,35217,1330,6951,30347,52688,68563,67965,49824,18193,868,16227,28482,30688,33443,36019,44915,70971,34654,1657,81724,78378,51120,37599,24722,18542,1657,1722,80903,76251,48950,42301,27395,16121,1756,17846,37080,33537,32939,34386,43714,70286,25611,22537,50936,57257,45078,43505,45723,28931,1432,397,7908,28666,47846,51269,56153,78077,25083,106757,67145,37036,24308,17545,15913,17051,9644,10650,33788,32866,32552,33797,37164,42174,72408,365
58196,80495,39090,13652,5317,2181,1219,2261,78145,81551,25626,9519,3351,1575,1141,1503,97542,64501,20320,9926,5353,2476,1379,914,8686,9777,15970,25424,41493,47402,37898,15761,33730,53515,40613,28316,21089,16021,7813,1314,26,1356,15993,83532,64060,25923,11294,227,30,1330,15167,80331,69210,26422,9680,241,70281,66680,26982,17401,11728,6626,2231,482,16388,45504,66813,45550,18766,6160,1885,1345,1870,2005,4525,6172,8555,14243,38302,126739,31603,33483,28659,24879,21925,22469,26608,12785,68747,59864,24200,13951,9441,7042,5493,13673,588
38784,40537,39818,63265,84362,59252,18774,2316,71273,58026,81138,73899,45625,12235,3227,598,101061,111824,81264,36840,9939,2380,1598,53,23174,79280,102028,80623,40438,14884,3220,235,86181,70836,59995,62699,45625,14468,935,3,66447,260430,11089,735,96,35,5,0,66880,260695,10359,757,108,37,1,0,105611,82254,71062,55313,21657,4447,1383,201,90672,85936,89609,55046,22954,3343,766,22,4285,3887,6150,16726,38571,72830,98951,102482,618,5582,26548,50408,52421,63452,97719,43994,66509,80620,65297,53413,39137,22431,9809,3521,300
0,0,2,3,7,15,4,46,0,0,1,2,8,27,17,64,0,0,1,9,44,12,38,43,94,19,4,13,11,5,10,5,57,30,32,13,28,11,11,0,0,1,27,21,5,0,0,0,0,2,26,21,7,0,0,0,0,0,3,67,22,36,51,31,57,30,7,12,14,17,26,47,182,3,0,0,0,0,0,30,100,0,0,0,0,0,1,151,0,4,9,100,65,14,8,37,362
0,136,1046,8440,51663,97066,84641,4762,4,207,2762,38643,89036,80852,35498,752,39,24050,54607,60933,59931,37220,10866,108,2640,6380,16326,33514,58507,75522,48787,6078,4750,39992,74142,70128,39985,15357,3332,68,27,62002,129527,44622,10700,860,16,0,31,64179,126690,44468,11620,757,9,0,5092,61055,61079,52025,35589,23353,9154,407,1254,1927,6862,29892,96486,98627,12539,167,1412,8494,17264,28673,44923,62649,67148,17191,3,95,1200,7528,25520,59000,115814,38594,23010,91519,66322,36251,19731,8922,1905,94,76
88533,131826,63398,51825,44157,27173,5710,403,68792,139904,75376,44671,39639,31510,12284,849,54530,113352,91092,55209,41243,36121,20414,1064,58353,81755,68001,62721,64352,50222,24581,3040,31007,83452,82186,64658,44781,39308,46151,21482,1962,58979,142959,135306,60741,10580,2460,38,2239,60657,140522,132763,65170,9332,2292,50,33729,77958,87105,70508,48380,41562,42919,10864,61669,108057,78783,55520,43942,39452,23959,1643,2467,3425,22963,66535,93961,92642,75575,55457,60043,73774,74319,67093,52099,45271,32609,7817,18974,52366,76225,85270,72315,48432,30111,29332,461
188549,3577,1561,643,397,570,534,3767,176020,9636,2963,1112,663,412,822,3314,178578,5150,1235,817,470,529,712,2674,33887,10076,6922,7675,8418,11404,21366,85745,84739,38540,22543,14246,6686,2874,852,1981,95770,67267,2600,446,143,15,0,0,98323,64716,2584,447,159,12,0,0,139356,27296,4439,1619,962,702,736,2090,80284,16466,18463,19547,19429,21035,25247,9048,2233,1112,829,930,1337,2044,4844,172164,36380,26525,22056,16099,12527,11224,14794,32181,156320,8593,3373,1397,443,265,154,66,248
0,0,0,0,0,0,0,0,0,0,0,1,3,10,1,34,0,0,1,8,16,7,20,39,54,12,9,1,10,9,4,13,44,21,19,15,18,4,16,3,0,0,0,4,1,5,10,26,0,0,0,2,4,4,4,32,0,0,20,37,18,20,37,29,49,12,9,10,10,11,28,39,108,0,0,0,0,0,0,30,130,0,0,0,0,0,0,60,0,1,4,89,25,7,0,40,540
141999,47907,6127,1445,556,352,421,1191,153246,38314,5455,1297,652,403,521,807,163429,30207,4334,1403,670,446,555,322,15691,9525,21839,32321,32572,31228,39898,19013,51606,92148,39410,11848,5313,2558,975,152,2413,31783,74559,83920,11099,1199,106,3,2541,31076,70263,86946,13049,1129,75,3,117537,65274,12465,4566,1909,1054,355,111,41735,78140,45988,27178,6336,2036,1218,1052,7662,752,876,1283,2310,5107,23145,160150,18708,37576,36575,29481,23173,21977,16479,14759,99376,66578,18093,6975,3626,2125,1226,1427,600
0,0,0,0,0,0,0,0,7,1,0,0,0,0,4,2,13,7,1,0,2,4,3,5,65,1,2,2,3,1,2,0,72,11,2,4,4,3,1,0,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,31,36,9,9,11,9,9,1,83,11,2,2,8,2,2,9,34,0,0,0,0,0,0,63,118,0,0,0,0,0,0,15,1,0,9,49,20,0,0,30,624
541067,220406,56119,25946,11948,4827,861,101,502989,226149,67086,34522,18688,9290,2256,295,449888,227712,78740,46274,32878,20167,5385,231,77543,174494,191964,173582,124875,74925,37226,6666,176875,202865,149483,117271,91573,73009,45526,4673,112597,383967,159783,105697,64887,28818,5394,132,119248,376265,153636,107605,71877,28376,4130,138,242281,240475,128160,86407,65304,57939,37794,2915,283662,248769,171859,87921,45482,19404,4116,62,726,1150,11911,34377,57814,97412,217611,440274,186831,179238,137210,103984,77294,68230,71886,36602,148147,240749,144125,98619,77172,62351,48570,41542,390
6015,303957,235696,84537,33652,10077,1013,53,7389,269969,233528,91975,49552,20357,2193,37,7612,170162,226308,133812,76175,49652,11260,19,262292,231056,106688,46986,18288,7117,2258,315,19026,227014,252567,98957,46648,26267,4496,25,0,3818,2950,9006,36261,118536,236462,267967,0,3834,2809,8352,39256,131308,220732,268709,7950,97607,257027,189020,84851,36105,2426,14,149163,258613,157592,71848,30212,7049,497,26,12250,114095,136341,124406,114577,100012,63917,9402,2101,17116,48382,100683,156136,197820,135512,17250,7483,55695,142360,172001,148074,92702,40055,16630,513
0,375,2020,5623,15552,81347,286140,36095,19,1238,6353,24374,68905,143532,175507,7224,250,14514,41763,71975,110219,127365,58392,2674,7021,8215,22870,53574,97269,125363,102203,10637,8443,23569,43922,71003,101615,114956,60181,3463,1332,102105,166058,91558,41434,18177,5944,544,1425,104421,162253,89287,45743,18537,4946,540,7705,29224,45514,63415,85187,109889,79767,6451,3437,5514,16481,44252,93989,152806,106077,4596,5716,9734,44910,93269,114532,101171,53246,4574,101,3795,28609,74967,101181,101951,87010,29538,9944,53773,93118,108877,93604,51654,14396,1785,176
