band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
58250,258817,301937,285793,103320,7911,79849,303630,290080,230804,106043,5622,83281,275283,259926,214106,146513,36919,291144,304673,213571,124820,67268,14552,139772,198566,207825,201068,192231,76566,408,34743,145906,306310,336970,191691,448,35791,135554,301948,346041,196246,140684,212640,216098,215499,202238,28869,236340,327257,233627,119569,76766,22469,80237,233082,259681,225908,171597,45523,138685,225902,190091,160369,161241,139740,66672,150356,185886,217963,226710,168441,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
125627,55143,14087,4999,1735,820,149972,41508,7375,2300,609,647,149988,38419,9349,3093,1075,487,10164,12271,21235,42908,71413,44420,59976,66655,39296,22709,12366,1409,247,16707,65456,86550,27121,6330,241,16478,60361,89651,28951,6729,104092,60805,20651,12416,4147,300,34797,76204,58742,25089,6743,836,1802,2249,4856,8210,21914,163380,42204,42834,35691,32613,33055,16014,111271,49268,16474,9546,6426,9426,588
3792,78790,73712,80158,81790,37720,17629,117499,90795,68165,54537,7337,100211,132371,67276,42216,13261,627,24211,37328,63078,110526,100005,20814,68651,188942,77559,18048,2556,206,8450,202526,139608,5205,172,1,8391,192061,150200,5118,191,1,83093,161732,76617,27534,6205,781,17330,45173,97041,151817,43869,732,7801,20465,31749,45136,97337,153474,14,1462,7824,41720,180453,124489,129525,154463,46120,18807,6251,796,216
23367,80847,95162,124062,111161,40791,23461,116759,119292,107442,81123,27838,59659,155600,97969,76763,63033,23473,48931,41059,53497,105696,149860,78025,42213,76036,113180,111509,98703,37403,14735,58251,147498,168425,78040,12589,14930,58178,139109,169932,83579,13810,63163,121109,116169,96063,65285,16573,39963,50808,89806,133066,126971,34817,18562,46221,65341,91911,144026,110421,34963,114975,118921,84360,61516,61165,68569,119130,110067,90529,60675,28059,547
286336,13828,2323,547,143,74,284162,15938,2271,605,198,77,268280,27093,4977,1852,902,147,21420,23793,40505,77310,90637,49586,126614,104314,45926,18021,7392,984,2754,15829,88864,164523,26558,4723,2796,16420,74465,173821,30554,5195,194161,79767,17991,8581,2525,226,131319,111614,39697,15758,4719,144,4473,2727,3652,5761,17165,269473,71466,67362,54899,47079,41440,21005,189351,75207,18444,8219,5069,6961,589
4112,210843,322370,231423,60060,1449,2028,94860,342511,266914,119475,4469,1889,32706,171417,314006,280480,29759,290070,292494,180207,58097,8778,611,28119,282920,296320,160261,60296,2341,266,2970,5864,62097,186695,572365,302,2938,5293,57978,183642,580104,5052,124444,356561,252070,91488,642,85456,259604,273102,154563,55170,2362,189631,409742,149206,58409,21337,1932,2442,29986,106050,239232,373534,79013,5603,79469,259963,330679,136878,17665,514
159608,160178,213639,288614,80654,3142,193134,150229,249876,193205,106183,13208,175800,163493,215451,184989,144237,21865,68030,201108,280970,242654,104094,8979,94861,106212,137216,197494,239557,130495,37383,244369,197393,209089,138705,78896,39407,244209,187346,207726,145774,81373,111853,123054,171346,188557,210871,100154,158176,183165,243198,196921,106232,18143,17385,92291,209938,244347,167722,174152,264479,282863,155103,101430,67529,34431,64158,126330,130169,192308,212899,179970,406
669,24805,37182,51275,64290,45250,5572,48120,49980,49552,53529,16718,34877,76854,50023,35301,20157,6259,20949,30747,54044,69082,41207,7442,49566,108750,47139,10546,3989,3481,6917,89723,112106,12673,1842,210,6698,85664,115678,13181,2018,232,41370,93400,56085,20291,6876,5449,15581,28656,55375,83366,35029,5464,15791,19502,26339,37707,68425,55707,5,338,2301,13805,91952,115070,64979,105069,32931,11323,5124,4045,220
183,11300,26274,56137,73221,8685,875,15040,35924,64356,56199,3406,3007,31605,47222,63143,29326,1497,2633,12501,33523,62226,52090,12827,5263,41933,75239,44355,8593,417,28,60769,101337,12926,698,42,34,57965,103357,13644,757,43,6497,36432,53165,53206,24548,1952,1039,8585,27918,71837,63174,3247,2315,14678,34474,49896,59734,14703,147,3637,15707,44052,88178,24079,15017,77864,56944,22291,3547,137,70
2243,40890,88352,176000,308880,152854,3777,39278,108881,229320,323110,64853,11123,103409,196730,244216,189984,23757,150835,235634,190083,128063,53387,11217,126401,193716,167172,147059,112921,21950,27005,368049,250606,87328,33865,2366,27721,368800,241781,91617,36720,2580,97213,202216,168649,136749,132732,31660,52982,117162,201805,215835,153236,28199,56253,248063,225341,146246,81933,11383,1867,34314,96448,132128,201774,302688,58230,212254,173919,140261,133144,51411,335
0,32,3047,61083,237434,130440,0,518,28749,110041,224956,67772,30,31873,114661,150140,123676,11656,7139,14342,64975,191096,134549,19935,7588,68958,119590,138327,87803,9770,21,49592,290853,73299,17236,1035,20,52867,277140,80843,19963,1203,13032,79117,102391,119464,97265,20767,2485,21827,77961,141388,172674,15701,9443,40194,100668,167078,112992,1661,87,5698,44224,129759,174783,77485,11887,132227,154399,95889,30823,6811,150
1555,13094,46301,174234,564085,390937,1975,5647,18218,90792,468007,605567,1694,7723,24956,89314,449358,617161,6986,11875,20682,47300,250359,853004,4229,5502,11516,53845,381105,734009,16,1941,15280,128293,579223,465453,17,1941,13798,119262,577878,477310,2933,7838,20501,74178,362702,722054,4546,4887,8689,23934,250148,898002,104906,369129,364497,233131,105048,13495,126914,600153,378538,57329,17794,9478,3282,48000,186888,360073,374934,217029,116
1,560,1907,6828,65346,86168,129,2601,6278,27585,89239,34978,1510,7048,20829,60167,57821,13435,11247,16826,27153,40799,54662,10123,10121,44400,46026,36869,19564,3830,19731,102631,36027,2212,205,4,19607,102950,35410,2583,254,6,8360,35270,39216,37192,30913,9859,1495,3176,8111,35662,101130,11236,22105,30581,33819,43203,27087,4015,8,849,8571,24597,52936,73849,21809,56671,34236,27855,16369,3870,141
7531,36572,123947,227658,306067,109250,9481,14208,81300,202495,344606,158935,12409,21422,76249,205160,347824,147961,32548,23081,50317,155469,349848,199762,26484,8645,27685,136306,359123,252782,4743,29926,51339,227331,377629,120057,5226,29331,52450,223729,383166,117123,23861,13007,35578,103750,318860,315969,23992,10104,24880,102300,431021,218728,33141,194150,268614,201335,99187,14598,138364,359160,204882,58162,18037,32420,22276,48606,126735,224460,218907,170041,120
370611,11922,3059,785,144,17,356179,20269,6792,2794,464,40,331384,33912,12146,7069,1962,65,114093,50075,38569,42820,54302,86679,180659,80575,57465,38257,24528,5054,351299,32295,2347,496,97,4,352789,30862,2258,520,105,4,236207,87981,31461,18559,11273,1057,200605,69221,53796,36988,23030,2898,260,2883,7778,12057,30551,333009,154767,74338,42053,32361,33846,49173,221297,88578,33846,19191,12654,10972,272
5452,34980,75354,127028,21171,1807,13579,45054,74073,105635,25603,1848,24429,49952,66043,98550,25520,1298,50697,91306,72755,35594,12887,2553,46945,35927,52532,88155,40951,1282,29272,226900,8178,1286,156,0,30980,225166,8147,1329,170,0,47477,49417,67661,80106,19737,1394,30224,53583,97331,75596,8168,890,19677,61514,80256,41843,34342,28160,1926,44285,83281,48806,37275,50219,40599,33869,40302,61763,70018,19241,379
54016,123469,110886,79266,38368,5737,12652,52784,86532,114353,119369,26052,4599,25587,52859,97369,171628,59700,12354,20456,39114,91947,177786,70085,2189,4999,13041,39734,125984,225795,585,5520,17242,126468,188155,73772,708,5468,15418,120067,194245,75836,1957,8121,24205,58366,149295,169798,11367,20838,34440,81785,179288,84024,4756,77726,152515,115178,52617,8950,325586,62390,14256,5076,2347,2087,1964,8473,25806,60960,109443,205096,581
0,9814,28795,45652,387746,76610,2578,25697,28073,119488,324267,48514,11291,31002,76391,227175,176259,26499,15935,79000,143725,186077,107415,16465,6383,27257,126624,202059,118149,68145,6334,136167,222193,140165,39074,4684,6811,133734,214072,145687,43177,5136,5349,28466,112625,203980,130992,67205,7279,32695,101408,221655,156900,28680,13334,107530,215077,149784,55852,7040,45239,81425,94349,139629,156530,31445,2815,47641,155682,172104,94913,75462,236
8258,205546,367134,341958,147496,11858,9963,156211,355106,330599,212358,18013,9223,77768,226308,326536,376623,65792,301890,310996,255768,155089,51791,6716,42519,304744,344814,233177,143117,13879,426,12984,23416,111413,251403,682608,471,12937,21458,105969,250604,690811,17605,155061,395601,326552,183362,4069,102824,250988,307246,258013,148611,14568,191000,512194,209137,103442,56486,9991,15976,71250,174517,331072,398802,90633,25277,123048,290085,400270,206662,36908,515
2540,99795,267263,269579,133063,1813,5331,133552,202121,242895,186591,3563,6190,79176,134295,178685,343716,31991,217309,266306,169611,91520,27037,2270,35672,161147,191191,239258,135686,11099,16,5011,10156,53829,160763,544278,14,5069,9370,51667,158952,548981,11731,106768,185681,266946,196817,6110,71481,159418,228123,223913,87839,3279,221158,307329,104822,72184,57114,11446,22665,81728,165626,244675,207898,51461,18494,86412,122552,211493,259859,75242,498
0,1219,11194,25034,103011,85293,18,3830,10234,30220,131604,49845,1404,16442,49799,83746,65383,8977,6411,3531,9720,25093,77596,103400,8183,25485,69702,82038,32851,7492,7374,141286,66967,8223,1649,252,8034,139465,67408,8738,1835,271,8598,36911,71041,62330,36035,10836,4473,1231,4694,33326,154331,27696,11020,10802,29451,63793,90938,19747,19,1771,13851,49853,110579,49678,28564,114097,47133,22112,9584,4261,174
88175,176669,107776,78010,47553,4653,155831,150470,87830,68214,36524,3967,144329,166680,95878,59932,30481,5536,67394,153336,136833,101035,40843,3395,65129,132225,111991,89292,71281,32918,83334,278844,116711,20419,2561,967,92064,268190,117473,21352,2723,1034,78352,141348,108658,81457,65819,27202,162099,141018,88768,69737,35801,5413,11039,18595,65075,112222,176627,119278,82883,120008,110900,92371,67246,29428,33082,133098,123702,99337,69069,44548,431
280792,156829,60250,32085,16044,18416,185951,95000,89819,83194,76887,32942,176030,73233,51426,56959,109234,96338,39501,31931,54378,76527,175885,184328,74654,79732,64949,74658,123879,142490,64056,61270,69671,84411,147109,132489,64123,61947,62246,83242,144369,143079,110327,82159,57361,63377,112672,135345,74602,55194,67323,107277,163964,105013,29019,92645,72739,63597,81485,222110,251400,148759,65346,36182,27113,26978,127683,92327,71053,74021,88133,101544,612
105509,30385,5771,3147,2103,92,103457,25685,11870,3816,1857,322,106037,23490,12497,3267,1637,79,19510,26936,30092,27091,21593,21785,63447,44471,27066,9521,2315,187,27478,115209,4144,158,16,2,26154,116395,4279,160,17,2,89462,31638,19995,4035,1836,41,60579,40379,28993,12038,4315,703,2040,2797,3300,10021,24919,103930,10124,27595,32200,29211,27133,20744,80821,37172,20220,5600,1879,1315,318
11508,62137,53334,125314,135558,8744,46009,62221,81331,148006,56132,2896,51784,97506,117322,103536,25279,1168,55618,107204,147669,71359,13871,874,30503,132761,154315,65007,13548,461,693,20570,142949,182061,47046,3276,703,18009,131562,188331,54319,3671,27029,124217,129994,85857,27232,2266,59221,89715,129086,96932,20788,853,6746,41818,78819,115024,124382,29806,465,13227,53951,106476,172294,50182,10639,132418,151896,79353,20474,1814,38
0,138,1234,22119,381345,249406,10,1719,17542,124990,396744,113237,171,20794,88795,244746,252467,47269,7740,13593,75489,294564,246986,15870,6652,28170,107816,218131,236490,56983,1268,128775,297227,180426,40480,6066,1324,130980,275926,193984,45303,6725,3782,32624,122541,212177,212880,70238,2531,9148,42781,190762,349586,59434,15587,98181,238480,224146,73986,3862,4154,85770,178308,178927,156439,50644,5871,74408,190130,225122,127823,30888,154
122,1447,1227,694,424,57,610,1871,705,452,309,24,1686,1173,586,385,129,12,1856,538,482,409,429,257,2468,706,415,252,121,9,0,615,2018,1063,253,22,0,668,1799,1206,275,23,2327,792,408,319,115,10,1729,924,705,413,181,19,1109,347,344,485,771,915,16,77,199,307,761,2611,2118,819,485,304,175,70,634
161515,97084,88060,105675,68527,21890,150368,147400,128184,76397,30897,12931,193885,212341,92231,32295,11207,7277,58280,104586,152271,122977,83157,30518,157741,226261,119418,38140,12929,3282,3175,158280,362002,32718,3947,233,3103,158583,356638,37398,4377,256,193795,203843,95887,40325,15146,6620,117690,157733,168901,81597,11698,5809,21559,15501,34819,77446,166193,233717,5901,29720,72614,119846,193780,123431,190535,183476,100417,48921,19514,7061,203
4664,81668,132925,194036,150507,23777,7542,78718,196116,203856,88720,12625,16943,201920,228619,95119,37537,7439,81200,147821,175785,133498,43209,6064,129125,258547,110444,58552,25807,5102,23977,280752,238257,40029,4333,229,24527,282023,233600,42335,4830,262,90284,260391,132467,64540,31697,8198,44412,138443,206156,146027,45985,6554,25659,50821,107855,179589,197247,26406,899,12782,40268,70586,183138,279904,103975,265091,121875,59093,28120,9423,333
42532,25933,19583,27981,40164,88226,69735,24850,27473,30595,19592,72174,71548,28205,32247,27730,20745,63944,121564,27402,16080,11957,12181,55235,158030,24812,24837,21255,12158,3327,244276,137,5,1,0,0,244272,141,5,1,0,0,138471,29647,25489,26296,20012,4504,104672,29027,19617,14416,12044,64643,93042,52089,35352,23619,26124,14193,5019,11087,14747,16031,18345,179190,164317,14813,13296,17883,20300,13810,1
58436,187696,133308,56455,9627,495,42281,181890,129297,71452,19981,1116,12407,121201,157008,99242,51375,4784,195712,103759,76450,50995,17556,1545,1336,11617,109673,163045,95731,64615,67,578,5704,54126,152919,232623,73,568,5064,50775,154302,235235,1440,19941,114678,165568,98937,45453,146918,133367,84368,54465,24567,2332,12031,153892,136384,86551,47680,9479,172076,146299,100256,23021,3049,1316,1602,9337,24686,57073,108073,245245,562
27671,13724,6161,3722,3738,98782,14032,22360,10621,5311,3921,97463,13916,21766,13107,5221,4504,95110,20376,8052,5586,7199,11729,100566,107036,14978,16681,11453,2672,222,140335,9503,2161,694,158,16,140347,9319,2259,726,171,16,96771,19722,17635,14190,4455,460,13803,9542,9514,13141,12739,96354,90970,16067,8289,6654,10185,21059,3652,12668,11202,7161,6063,110808,113070,15253,8252,6653,6188,2319,15
122276,4226,1083,432,109,44,119949,5805,1500,660,227,29,112462,10415,3253,1491,524,25,50606,13235,10303,11642,15787,26597,70255,20922,15605,11326,7447,2615,124735,2683,592,134,25,1,124817,2607,576,142,26,2,83733,26727,9128,4454,3242,886,77058,16740,12670,11093,9003,1606,74,403,1089,3093,11883,111628,42502,20559,13361,11361,14092,26295,77455,29327,10210,5560,3460,2158,269
293744,35282,15519,6081,4786,3959,294925,39809,12874,5293,3520,2950,294996,37539,17459,4958,2761,1658,86583,44518,48470,50349,57829,71622,161068,89515,55574,36949,15016,1249,220402,80557,48778,8283,1245,106,220251,83107,45273,9191,1437,112,210138,86254,36010,17753,7151,2065,165134,74144,61904,36020,19175,2994,4957,4022,6816,14941,30733,297902,80676,77904,58437,43287,42831,56236,219131,79169,27999,17782,10144,5146,327
57558,139491,76316,63761,72948,25264,11972,61108,95251,99414,112077,55351,16598,62729,83000,88641,115586,68339,13675,13052,24841,47938,131817,203327,16184,20406,34005,71337,149681,142058,2263,4878,68906,137584,121647,97725,2554,4967,57831,138335,129216,100312,19792,41275,63382,92234,120334,97014,8960,10530,24974,73403,203412,118937,20878,69926,64889,79973,113656,84282,165966,143562,53010,24861,18753,21811,31032,70018,83331,87033,80442,76860,621
3,2060,11270,62127,363466,72223,63,3710,18238,118028,323085,48025,845,14508,54705,182937,229848,28306,13406,51977,87883,146284,186272,25327,4801,15192,86984,213091,174151,16930,17,2619,23281,97868,183696,203668,18,2612,21598,93653,184576,208692,3908,12131,58929,166652,227705,41824,4325,8593,48260,142207,258588,49176,16053,113998,187094,147441,43346,3217,939,30760,147185,199556,114263,18446,4325,53489,162620,177540,96986,16189,165
11509,22676,37507,63196,54903,12023,16041,35514,50717,55828,38011,5703,22497,64013,50178,45004,17059,3063,12604,32988,54388,62553,34743,4538,25447,74352,56269,34297,10505,944,12869,99008,79072,9288,1330,247,13289,97885,79295,9732,1364,249,28827,64677,47138,38018,19835,3319,11641,28085,57418,72347,30053,2270,6801,13321,28163,47834,72061,33634,217,4930,19647,45765,84437,46818,29593,87935,49278,25248,8904,856,71
257170,163766,56896,36976,20832,20806,286624,151150,52771,32418,16315,20698,302036,149038,51139,26899,15158,19416,138293,144688,145747,83838,30595,24334,167583,199210,124752,58439,20992,8083,157778,200927,159391,54728,9905,1210,157282,200860,152371,60901,11103,1422,166831,216389,104273,52642,25690,9019,231598,174738,83994,31141,14656,17520,39941,18224,26284,52881,180216,246139,21500,69042,129830,142075,111766,85763,100826,240160,142278,59019,19567,5645,24
293,69747,137431,130128,36545,649,2367,97099,112622,111140,49826,1739,12566,80742,66904,83868,116634,14079,54280,82022,83378,76289,64441,14383,16195,64882,86397,79803,82199,45317,14,4227,29764,125083,155604,60101,10,4149,29613,124855,159183,56983,8727,71403,70866,97832,95012,30953,19218,59505,100403,104590,80800,10277,25953,117644,63354,64093,78096,25653,70958,71830,75463,84301,55829,16412,10656,58119,69255,92982,96555,47225,464
140946,160556,113277,74967,33984,6274,110504,115681,109274,102417,79077,13051,80805,105920,86911,103163,126343,26862,79810,67450,80715,117805,137564,46660,28637,53102,74580,94584,144707,134394,5450,38880,85696,146253,150650,103075,5841,38212,80883,144060,155458,105550,28944,67031,82528,93100,149523,108878,96874,64744,71609,113775,144967,38035,4924,61013,136022,136122,123896,68027,265824,137598,59484,32655,22948,11495,22693,46818,69837,105441,134561,150654,631
27539,59972,60057,50720,22962,4704,49503,70154,58116,35331,9785,3397,61527,59773,55807,38472,8621,2451,25974,63008,59340,44611,25371,8738,28364,49545,43797,55517,46732,4072,57890,150158,15556,3341,1031,120,60692,147267,15532,3413,1067,131,38778,55321,52810,53759,24164,2932,36096,84404,67578,29472,6478,1800,5332,17994,41318,44332,51008,66663,28882,64517,49904,39413,31468,12044,31561,47090,38492,39605,38854,31352,326
158061,14502,7834,3810,2605,27207,143147,19897,11111,7579,5531,26754,126061,28067,14013,9863,8813,27202,92921,23824,18632,20535,22024,36083,113157,28750,18702,18150,17430,17830,175910,14997,6580,5341,5881,5310,176010,15104,5961,5372,6020,5552,109477,34843,21578,16034,16394,15693,116775,26533,16804,14866,11325,27672,38673,13623,16153,18118,32793,94659,61314,23809,18519,17380,20288,72709,88518,46010,25797,18680,12554,22460,58
44738,160850,102610,81163,20602,1747,91977,127373,77716,71497,39961,3186,96148,107634,70780,71117,59432,6599,25088,109580,138478,98339,37058,3167,49981,73311,60893,64511,89581,73433,37861,284392,81243,6320,1440,454,40538,283219,79229,6725,1524,475,55484,78977,65287,66200,93553,52209,83615,130288,80209,68055,44083,5460,3275,28340,87353,93079,116508,83155,145169,94690,59393,46205,43929,22324,37068,72086,61239,63826,72130,105361,367
16210,43685,43331,92698,88845,3854,24050,59044,60293,88683,53981,2572,35358,56930,64793,84726,45038,1778,81953,96602,73585,30769,5438,276,45183,46305,47345,57452,70843,21495,10085,126017,96966,29703,16797,9055,10288,127208,93116,30671,17955,9385,42307,44853,48098,62182,70763,20420,61277,82854,79845,51040,12848,759,17909,84511,90063,39452,33480,23208,24120,72397,56898,45991,44097,45120,26026,33811,36207,51405,65335,75839,369
24365,96172,186607,255334,167778,47145,45784,162406,182401,211587,137770,36269,104362,196741,153445,161820,126837,31986,108491,83853,105169,160898,190092,125829,113140,130508,147622,160392,167466,53190,11134,111784,319465,286561,40782,1786,11292,111024,304018,297525,45675,1982,137450,193851,162011,151643,106571,21462,96776,93516,151538,200143,190141,46499,43151,109933,156945,136923,160281,167099,42313,176636,164427,125050,124539,139339,132964,179779,160959,146580,107098,44908,546
47060,115047,98126,53664,6954,934,27342,109669,99760,65952,18681,381,27785,114436,76199,54064,43310,5991,72006,109801,66087,43327,25583,4981,55488,92403,61327,47769,51439,13359,29,10399,74735,119826,74014,42782,30,10728,66182,123461,77331,44053,51660,100880,64262,52569,47495,4919,73335,116499,57954,37487,32712,3798,20587,38079,69518,96003,85244,12354,30859,51995,44821,59686,86185,48239,22503,81854,83453,68339,48365,17271,491
914339,124981,64023,39482,20435,1639,959691,129925,45205,24651,5074,353,980111,98020,44778,32953,8737,300,136860,202131,192989,188929,191958,252032,522726,331832,172006,79183,50988,8164,984019,176649,3685,526,20,0,991988,168793,3496,596,26,0,802708,231429,61146,46591,22103,922,492971,322473,178029,100625,61314,9487,2171,13088,36057,41662,83348,988573,197792,253076,221605,191489,183310,117627,752195,232130,75120,41105,29694,34655,314
5,783,7759,53036,449547,2059948,25,329,1800,16721,193289,2358914,81,604,3228,16325,171284,2379556,1183,2967,9508,45851,397502,2114067,682,1422,4803,25360,239780,2299031,5,542,8861,92213,703606,1765851,5,551,7898,83934,690483,1788207,451,1438,5455,23618,186945,2353171,504,393,1025,4480,87240,2477436,1219384,1041759,209702,76247,22443,1543,56142,839785,1197714,437414,33580,6443,1090,21357,105399,331671,1288847,822714,113
0,126,2623,28397,100666,25579,3,13587,50032,62191,29019,2559,3235,70618,55944,23472,4052,70,67497,61155,18810,6692,2724,513,75992,46755,24270,9456,895,23,18697,121437,15913,1247,96,1,18751,121909,15194,1417,118,2,57117,64968,25317,8421,1435,133,33387,51552,46060,21118,5093,181,12308,16721,39300,54241,33943,878,3,231,2837,10569,29395,114356,27966,74098,33477,16799,4618,433,341
