band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
36843,99664,33745,14545,8117,3635,2953,1394,640,263,612,58400,99762,26550,8734,4028,2197,1257,548,248,337,350,79220,78664,22868,10057,5418,2791,1489,828,540,364,172,5712,5257,6013,8914,10319,17748,23051,32161,41996,35357,15883,13507,54169,38741,28898,21731,15835,12342,9404,5822,1712,250,0,350,7517,14198,26710,63590,47308,22566,11941,7071,1160,0,464,6165,14860,31872,61657,45149,21814,12293,7343,794,39175,75420,37425,17924,11177,8461,6693,3994,1733,335,74,11505,30000,37820,44331,33956,21809,12536,6745,2694,637,378,1455,429,996,1876,2532,3392,4387,7058,13483,39099,127704,21115,25269,23840,21738,19224,18138,17793,18575,17740,14641,4338,36884,83178,29969,14529,8991,6514,5046,4060,3333,3106,6801,588
1,7748,45629,43881,39162,39182,44901,49451,43285,33888,8834,23,28216,67739,57862,51171,41941,36567,30355,29773,12066,249,7516,112822,77718,50436,37075,26124,22935,16867,3712,676,81,13897,13067,19164,25099,33155,45863,62409,68004,48156,23900,3248,11594,77219,111687,78611,43865,20034,8691,3091,886,280,4,0,13025,96316,143152,87063,14801,1301,265,37,2,0,0,16060,75058,172102,79038,11842,1546,280,33,3,0,12475,89373,94533,67481,43249,25075,14002,6377,2425,768,204,9376,10091,20444,36767,52367,67773,86273,60435,11358,1020,58,3656,5505,10609,13295,17211,20249,24491,36183,57861,105420,61482,0,30,483,1713,3733,8757,22372,58283,113582,125313,21696,21107,130987,97171,47049,25301,15518,9617,5404,2742,931,135,216
2376,28059,40692,47521,50413,64110,68692,67079,56807,32696,16945,1207,29048,63409,66714,67414,63326,58454,49818,42146,23217,11162,5906,69632,89541,69467,53721,48046,41662,36806,33679,19899,8138,29932,22808,22750,22850,29216,36279,61162,76989,84986,58819,31277,26984,18930,36748,57229,62005,60152,60671,59802,52073,31687,12763,3021,12626,26240,54831,68894,107428,91759,61206,36074,15015,2444,2951,14167,22322,54160,80305,96906,93469,60046,37759,15624,1829,26268,46810,68273,66804,62511,58676,51949,43633,33026,14168,6244,23696,18946,28359,34438,46395,60346,77015,77778,65978,31272,11208,8318,12931,22328,32059,35086,40397,50684,66128,82871,87500,38180,7873,35469,60989,68883,65802,56022,45008,37975,31623,32448,33808,23046,56418,65577,63491,60793,55253,48820,41186,30445,20832,11168,547
198314,93269,6636,2753,1357,370,260,135,73,72,12,215695,73061,9344,2773,1158,576,304,172,82,81,5,198746,78459,13470,5943,2789,1676,848,649,470,196,5,13741,8776,10876,19459,20606,35664,37496,50248,54734,32818,18833,43347,96427,60601,42249,26430,14023,9327,6260,3340,1051,196,0,2826,7783,14261,26542,99976,106392,29056,10015,5037,1363,0,3563,6729,12597,37590,102608,95611,27334,11008,5188,1023,78845,129367,52516,18742,9193,6289,4453,2372,1146,306,22,50101,96273,67590,37990,22975,13489,8194,4480,1870,279,10,3648,1005,1369,1801,1911,2390,3188,4949,10607,40009,232374,33448,45682,37500,32290,29631,25584,27965,25857,21087,14820,9387,74091,128930,46566,20097,9956,6192,4269,3253,2593,2299,5005,589
2,8417,70978,168758,202511,170661,120891,66477,19166,2320,76,411,2407,28913,125864,184048,181566,147676,96518,54790,8039,25,761,1554,10099,37850,86462,147576,172607,173361,152372,47592,23,113340,206032,177689,133990,96220,61501,26947,10492,3197,744,105,4492,34739,138193,197559,166016,121813,84336,53280,25952,3762,115,0,384,1820,1438,1862,10788,35172,71716,106617,150855,449605,0,716,1425,1489,2311,10717,35840,69668,107948,169533,430610,2885,3396,39761,139840,202371,186387,132570,87863,33767,1403,14,19090,92911,135170,153069,153769,116563,83624,46719,25005,4305,32,6876,238816,248350,144333,82577,48944,30044,18091,9455,2698,73,248,3193,11917,29091,54461,88662,131572,194148,210244,101090,5631,2512,4959,31136,79407,138705,185569,183876,124292,57114,19815,2872,514
7139,174607,81858,85513,111675,149629,170744,90534,29475,4161,500,72005,132984,70961,101469,141859,131488,106805,79204,50274,18213,573,82321,105573,79346,110731,120539,110961,100475,90117,74975,30090,707,25090,55623,99816,131928,160158,150972,134224,90639,45058,11007,1320,26442,79863,57436,59429,71833,91226,107854,124461,134290,115846,37155,6,43958,133812,144506,96032,110500,116820,109130,63042,42134,45895,25,56328,116163,146572,111136,98777,115104,110184,62906,46253,42387,40699,83928,64856,71019,94457,101981,101976,108688,118854,96058,23319,68814,102345,94399,119728,134073,126978,106367,77173,51369,23599,990,10203,10508,41138,77800,112890,137591,133951,109569,83692,122448,66045,112438,183611,166708,119940,85020,65351,54361,45126,34318,22244,16718,10310,68140,70899,61864,68780,86431,107127,122211,113579,100226,96267,406
2,1304,12547,17830,19627,23065,29350,31943,37016,39002,11785,2,9118,26202,27387,27928,27303,26684,26779,30224,17664,4180,1353,42343,44060,34833,27120,21745,19454,17247,8315,4498,2503,12898,10339,15195,21425,29193,35840,38494,31825,18621,8259,1382,11552,49006,63040,48277,26691,11346,5029,2762,1953,2014,1801,0,9794,41342,69743,69553,25655,4455,1984,627,311,7,0,11843,33431,80399,69416,20509,4894,2028,636,309,6,10620,39573,52479,45838,31617,18576,10276,5284,3322,2397,3489,8660,8556,13737,21306,29119,40634,46327,34162,14125,4649,2196,10468,6867,10053,12142,14345,16465,20416,29435,39954,47164,16162,0,6,117,387,1039,2766,7229,22684,59775,104729,24739,13405,64766,65599,35575,18082,9802,5687,3617,2532,2993,1413,220
0,558,5023,8585,16592,18433,30802,45590,38545,11152,520,1,1305,7105,11841,18508,26773,36493,42669,25815,5207,83,14,4754,15907,21452,24894,31888,34922,28892,10961,2073,43,669,2572,5445,9551,18807,26905,35897,35841,24804,11402,3907,761,6498,20507,31937,42232,37970,22807,9263,3191,598,36,0,77,21252,62474,61679,24512,4583,939,230,46,8,0,188,17059,70100,61813,20730,4710,940,207,48,5,501,8406,18092,24196,29792,31127,28942,21640,10431,2427,246,199,1196,3710,7868,13680,25149,41718,48013,28936,5265,66,273,2733,6427,12544,18480,23007,27680,31773,33370,18545,968,4,214,1384,3861,7944,14197,24275,41192,51005,30358,1366,677,20155,43196,42175,32159,20245,11364,4596,1057,147,29,70
13,4347,17599,31942,46287,67926,90806,143733,183561,167470,15535,21,5603,17021,33293,57547,94445,123438,163978,186098,83044,4731,175,14862,47510,83943,104451,124790,138224,122321,98257,30783,3903,57567,118474,127815,122478,106933,84515,67037,46949,24050,9576,3825,28578,118098,109634,96307,91421,82547,82081,76336,56042,22182,5993,1,33598,242645,169739,132417,104364,39450,29401,13932,3264,408,1,46095,219906,174839,150168,90362,41063,28408,14887,3171,319,23268,91693,114426,104624,92278,80208,73120,77249,71609,33438,7306,20855,39014,58869,84896,106275,117580,124619,99762,79087,34497,3765,12546,61319,132758,144539,125613,99647,76929,63312,37970,13320,1266,103,2751,13656,33089,51672,65488,71428,84666,116612,236711,93043,9093,66016,118901,111972,95443,82590,75573,77115,71580,43917,17019,335
0,0,3,77,760,8225,27297,97586,137784,144742,15562,0,0,58,1292,12335,41315,54378,102399,126022,92336,1901,0,67,9495,40942,65320,74656,82418,74759,65676,18113,590,3809,4328,6194,12932,34534,67942,107229,98012,70404,24919,1733,2467,7917,32115,55599,62757,70665,79145,67983,40332,11608,1448,0,28,4867,112994,146985,98280,41183,20173,5943,1487,96,0,43,3659,89785,193927,78019,38333,20316,6326,1555,73,1640,16466,43679,46517,57970,60560,62871,64280,51548,23343,3162,814,2086,9087,27595,32378,64837,87534,83114,97841,26015,735,2717,8534,17770,33856,53011,74309,92719,96054,49362,3701,3,3,154,1769,7326,21493,46113,73055,93442,95274,85540,7867,1246,16949,68017,87759,85742,71362,51295,29103,12614,6104,1845,150
42,2270,5361,12557,20966,50400,92863,202769,343695,375434,83849,271,2151,2477,4319,9861,20121,48751,109889,311039,584971,96356,252,1826,3838,6314,11745,26111,47119,103473,281977,599003,108548,3407,4468,5916,7726,11026,15950,26617,54240,157354,482996,420506,1941,2712,2830,3446,5610,11400,28791,84505,241058,494544,313369,0,22,615,2284,5119,23214,68671,198512,355070,329675,207024,0,32,536,2145,6582,22263,69496,199674,355321,355085,179072,1284,2233,3851,5879,10546,19071,39709,92075,227322,465305,322931,2484,2297,2884,3061,4258,6754,11878,35505,156838,760477,203770,14261,125152,199777,204235,204772,169867,121697,83500,48559,17137,1249,13363,154164,321149,346387,219283,79458,24413,12059,8898,8574,2458,860,3548,17655,50771,96803,151415,202577,223886,197532,162735,82424,116
0,1,209,804,788,1640,3375,12521,36701,93235,11536,1,205,1204,1875,2992,5348,15107,28146,61553,42398,1981,7,1988,3442,5824,10919,19946,34849,34925,31483,16964,463,4094,8945,7713,10814,15862,18572,21333,28527,30826,12984,1140,1365,12314,23712,25041,25047,25058,19631,13974,9599,4712,357,0,21565,67480,46135,18813,5461,1012,280,53,11,0,0,27303,58362,47222,22428,4202,941,285,56,11,0,891,9603,19001,21602,20292,21757,20526,18403,16851,9914,1970,848,871,1681,2194,4169,7715,16807,54810,55617,15708,390,7613,17346,16162,17782,18185,19533,24816,22692,11618,4025,1038,1,12,208,1329,4334,8228,13743,21073,31106,61970,18806,1965,25278,33043,25581,18729,15900,15395,12402,7706,4192,619,141
1,8861,12860,36950,70708,88759,128898,151993,176423,123542,12030,207,10534,5589,13863,40028,77734,113943,149479,202916,188632,8100,5441,7960,9060,19136,37082,72576,110491,167120,199028,175215,7916,25623,8705,10951,16663,25795,45660,85938,142784,209739,207151,32016,21913,5230,4244,6255,13116,30793,74596,156742,211143,183893,103100,0,6888,19457,12000,21902,73914,122898,189564,220221,129893,14288,0,8974,16408,13675,24559,66950,130643,197856,207405,135582,8973,19361,5432,6257,9731,18200,32244,57104,104306,200135,246999,111256,20118,4644,4729,7301,12063,24441,55420,132873,272267,264164,13005,18873,21790,95620,139933,149695,134054,108118,76562,46677,18620,1083,21851,148382,203677,176485,115805,60686,27827,14395,8381,8136,25400,16191,8015,21421,41654,66249,97341,126413,132556,114304,108446,78435,120
339437,32318,7784,4009,1606,758,380,176,49,13,8,307401,53033,11098,6748,3684,2679,1165,535,139,52,4,272444,64835,20925,10302,6248,4838,3683,2547,625,90,1,76406,43241,25910,26238,18786,21784,25525,26310,30223,38309,53806,118513,71382,45525,37607,31498,26691,20295,16624,11919,5908,576,84708,267276,28308,4035,1193,617,253,102,38,8,0,82103,277772,20284,4021,1454,528,231,102,36,7,0,152243,95627,55729,27061,18679,12321,9767,7541,5979,1523,68,154883,57847,37219,33262,25777,27507,20218,14219,11497,3979,130,85,247,1031,3095,4049,5149,6660,9786,18306,58760,279370,98242,65438,43880,30433,23445,19129,17134,17406,19093,28799,23539,107233,127881,53874,28873,18444,13196,10466,8291,6377,5697,6206,272
0,9217,13551,28753,41378,64051,66923,34388,5520,1320,691,239,17320,21128,28824,40712,51559,66688,30165,6997,1734,426,7446,21064,26539,30507,34397,43182,57561,38983,4668,1062,383,26141,30200,48980,53037,41704,27710,18207,10924,5619,2767,503,32763,17309,19444,20645,27648,38407,49843,45233,12765,1057,678,0,48827,191511,18702,4135,1800,567,210,39,1,0,0,65431,171524,22132,4379,1501,591,205,29,0,0,32233,19272,25058,31460,37010,42981,44583,25258,6270,876,791,17248,16341,25001,39796,55164,57531,38929,12411,2376,603,392,15658,5158,23049,56617,45494,28626,22102,19665,18325,17604,13494,158,2674,16929,42799,47652,35034,25193,22720,19617,23133,29883,26582,17215,18558,18595,21347,26379,34548,41171,37590,19443,4364,379
5483,57416,75786,63621,58619,51860,44304,30481,16990,6225,957,1159,15504,28270,34219,45961,53594,63439,68759,66269,33280,1288,499,5319,12047,19493,28965,38774,54767,72795,100879,76128,2076,4371,9483,10673,13249,19824,31363,51951,78548,105821,72255,14204,1047,1466,2208,3843,6742,11824,22240,40235,77500,128271,116366,43,642,3181,3427,5550,26115,74313,116481,97176,53898,30916,84,917,2785,3442,7170,26928,74974,113971,95306,58319,27846,802,1546,3597,6891,11982,21651,31366,53237,90145,131990,58535,4040,8925,10156,12895,18439,29669,46395,67438,108056,101623,4106,1269,5257,31635,71172,84881,77810,61830,42381,24005,10269,1233,232321,104040,38979,16705,7782,4224,2600,1735,1113,936,1307,662,1707,3638,7391,13271,21736,34045,49744,63093,81841,134614,581
0,0,1741,12654,16199,16517,21230,83167,280433,109877,6799,1,4537,14638,14157,14434,22180,66152,168719,171228,67063,5508,73,14430,16631,18399,35438,79023,132942,129482,89127,27172,5900,3291,16802,38157,58274,75488,93839,106121,88396,47808,16293,4148,1903,5674,11370,26321,64727,108607,111060,84264,58369,45131,31191,0,7477,70884,100514,114083,125566,69602,38607,15342,5501,1041,0,11101,59845,103458,127923,113177,71473,39245,15792,5803,800,1384,5383,12669,24579,55659,101858,115633,91618,63621,47914,28299,1340,7492,15706,23529,51433,91364,127465,121537,72947,29202,6602,739,16607,46013,92694,120898,110986,79068,47225,24602,9678,107,13000,39996,44771,44282,50259,61537,76587,93579,83168,38484,2954,336,3661,18012,48983,84812,102726,93852,68362,45997,39818,42058,236
50,13614,78996,163085,219551,213590,184830,132645,59185,16066,638,1511,11591,63634,152884,186159,201086,185964,146115,104853,28269,184,4085,6826,29174,74926,118360,164666,176746,192861,214564,99862,180,125676,205823,180385,156622,138891,116585,79662,47878,22041,7491,1196,13275,42149,147026,216715,190851,153573,125590,101699,70834,19735,803,0,890,9456,4913,8754,30923,62833,104497,144812,197316,517856,0,3106,6955,4973,10569,29572,63535,102763,143816,220323,496638,11352,9006,58797,152816,224013,217407,172391,141761,86491,8071,145,31190,96429,132895,150812,166922,158215,142221,107597,73876,21855,238,14996,240621,310223,189957,115327,75790,54115,40085,27859,12383,894,3497,16101,32735,57118,91077,134980,182496,233410,213163,103305,14368,10911,20031,56513,99260,152505,211138,224317,166944,94108,40384,6139,515
