band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
8,15231,25193,40763,76978,84641,19460,2489,1029,3268,24038,31327,42334,69059,68315,23588,3008,855,12045,27915,34421,41999,53326,69268,24728,1514,576,31235,44819,65949,53929,34007,20413,10190,4416,834,36680,22605,23587,30608,47124,62955,37882,3574,777,40,162765,93367,7003,1800,661,148,8,0,36,166673,89437,6777,2093,606,164,6,0,35265,27242,34387,43756,52210,51801,17936,2296,899,20090,22898,40819,63670,72629,36628,7516,1009,533,16507,9558,55126,60664,35388,26047,23296,21802,17404,360,6915,38936,59283,42839,29965,26366,23442,37686,30422,21845,22201,25317,32301,44447,50350,31819,7090,379
14577,82399,80509,76725,62692,50735,31527,10978,1600,3075,23864,38497,56093,62718,82074,82706,59152,3563,1084,9596,19506,31116,48815,70297,105070,118938,7320,6466,11956,14388,21596,37468,71997,117546,105185,25140,1272,2104,3812,7055,14647,31073,66741,137637,147401,99,1772,4234,6738,26115,110857,125964,95526,40437,172,1939,4065,6224,30299,98962,143824,88210,38047,979,2598,6501,13502,25174,43895,81635,149881,87577,6279,11238,14688,20649,36577,58999,106229,144251,12832,1698,13505,67279,102302,94854,70537,41411,17628,2528,265694,92523,29759,11195,5219,2918,1753,1142,1539,918,2751,6768,14412,26657,45697,68788,88884,156867,581
0,79,9735,18635,19938,35874,212391,239863,12102,13,11907,16355,17598,28145,101818,235116,127627,10038,1104,21119,20070,36603,104749,162214,141180,52227,9351,5419,29556,59960,87630,116388,125784,87163,30200,6517,2938,8975,21727,66229,130882,131572,86046,60149,40099,54,29425,113022,150457,125566,86335,29574,12589,1595,44,31861,108640,137502,142840,79417,35638,11355,1320,2056,9350,22409,58491,124035,134079,95816,64799,37582,2231,13292,24451,52507,113097,157459,125391,49807,10382,2557,30282,88025,142418,134993,87450,44166,17980,746,19986,53514,53164,59426,75083,99469,113644,67630,6701,648,8667,41141,94749,124621,108416,70085,48614,51676,236
343,39720,173741,238988,251477,218627,122378,35359,1617,3779,29814,132581,233763,257524,194418,164426,65378,567,5529,13299,68163,131941,194314,226589,244347,196544,1524,177631,236688,198567,181342,141347,88168,42400,13940,2167,16493,88950,241820,242075,191206,144710,110357,44814,1825,0,7879,5531,10603,30923,93303,129217,237072,567722,0,8044,5364,9419,34166,83842,149727,239607,552081,12137,24562,135967,260277,264288,197588,154244,32912,275,47232,133918,172662,203951,192919,168389,114303,47975,901,27140,386453,289601,157314,93276,61989,42514,21822,2141,5897,25890,55439,101146,163952,240491,285717,180718,23000,12839,38392,97094,170948,256972,262435,163358,68599,11613,515
234,12993,89108,166411,194776,175655,117408,17263,205,538,24680,113665,134627,139852,170537,159122,30916,116,1820,19235,64311,86921,100284,125775,218523,156910,274,118698,197226,167691,123833,84233,53065,23067,5429,811,11306,68333,117180,122927,146387,161135,111335,33551,1899,0,529,4498,3855,15116,45014,73148,180600,451293,0,623,4460,3529,16964,40544,86401,187959,433573,6286,27288,84925,118781,139360,194486,170455,32240,232,34913,83745,112241,149004,166967,136065,75583,15361,174,32761,347824,147902,76171,54117,46718,40999,25489,2072,9484,33774,61135,98764,143127,168410,151979,92827,14553,6457,35631,62818,75888,103135,155022,189352,117208,28541,498
0,9,1210,6588,10028,19612,55376,98702,34226,0,217,3631,5767,10372,24315,75742,98962,6745,6,5462,12378,25824,51071,56650,52971,18238,3151,5689,1598,2655,5200,10208,19405,39123,96138,45735,5810,7253,20605,40931,60756,50053,26253,10701,3389,4,32392,116264,57848,12530,4812,1224,542,135,4,36431,111064,58070,13929,4147,1537,439,130,5228,11728,28553,46314,48158,38899,27052,14447,5372,4058,759,887,2091,7319,28610,87010,91179,3838,8578,4795,8449,16536,29800,46908,60858,43519,6308,0,143,1647,6724,18029,38951,72182,71269,16806,7302,62502,72857,35930,20129,13186,7416,4009,2420,174
10889,163691,90264,77328,57765,50693,36352,15205,649,58270,163346,84685,63640,48956,43448,28719,11039,733,46648,170805,93556,67700,51971,36139,22822,12236,959,32695,78375,109660,94155,81181,62532,34359,8766,1113,24776,87294,85284,77196,66688,57399,49526,40057,14616,227,201592,160359,93720,33311,10099,1811,1130,587,193,209701,150360,93050,37170,8605,2159,1068,530,31576,97454,90670,75981,62320,51814,45763,36231,11027,89892,128756,84469,63224,50963,44318,27979,12157,1078,9419,4410,15805,37421,60472,79404,100560,163909,31436,45982,75958,80951,75948,67954,59369,48984,32534,15156,10209,64261,91710,85275,74365,63399,49886,36073,27658,431
207970,136907,92744,41602,32900,17833,12259,6871,15330,134284,94855,51812,53323,62271,57419,55138,39668,15023,132457,72922,43884,32830,34338,41217,63771,111990,29811,28768,23134,19530,32833,36116,61956,98175,144667,117371,44209,57275,52902,42493,45028,52086,72009,112557,81803,32120,52686,40520,40003,46946,67133,63215,144160,72223,31683,54785,39602,37099,52604,55785,80576,144759,62113,64501,77436,50549,39430,38482,42826,62366,117214,68437,54614,38906,36276,45869,61037,67694,102002,131053,35922,5509,56309,59846,50345,43664,42327,49194,76265,178136,177917,135875,86367,48559,30585,22384,18194,20404,15493,80184,82815,57011,48213,46336,50525,58690,60258,70729,612
83953,34368,17573,4659,2126,2133,1864,315,16,81215,32902,15025,9566,3837,2283,1503,644,32,89165,26252,14110,10407,3389,1968,1424,284,8,11306,16915,18225,19759,19964,17460,15168,12992,15218,37972,43891,26055,19613,12250,4724,1714,772,16,16,96722,45949,3895,342,65,14,3,1,8,97481,45060,3989,392,58,16,2,1,57416,46773,16911,15825,6058,2147,1592,275,10,41455,33792,25711,20984,13820,6227,3184,1739,95,1560,1234,2043,2017,3014,8290,15290,24718,88841,4111,14173,19435,21481,21403,18527,17940,19896,10041,45616,52435,19942,15356,7853,2611,1369,1124,701,318
664,37714,35267,31867,50361,96420,110546,33086,670,12382,57263,38585,48816,84941,95580,46605,12101,322,9951,73518,65821,77989,82150,60719,22749,3580,118,28870,57592,76360,94626,86792,37610,12107,2404,234,8334,59340,95590,109017,77229,33076,11661,2290,58,0,1705,19558,74252,115297,135461,38179,11047,1096,0,1676,17036,69084,129736,121073,47738,9333,919,5096,57648,88502,92109,75380,48362,22169,6981,348,39150,42291,67495,83701,84568,57749,18577,3006,58,2495,12934,33135,48430,64625,80788,86581,62852,4755,45,1991,11656,30653,51552,78222,114469,98076,9931,1977,35550,105530,107963,78329,44957,17267,4597,424,38
0,0,138,413,3236,19704,167694,415320,47737,0,106,1623,6666,29148,106718,248889,247605,13487,0,3070,17895,42895,119866,170780,185196,106986,7554,5566,5115,10652,37161,110583,222309,199888,60777,2191,3547,8301,22974,58558,115606,151783,169899,103245,20329,7,10981,119055,179845,177960,119848,29663,14286,2597,3,12210,120091,170859,197466,101585,37401,12559,2068,1393,8195,26818,69333,120718,144667,151609,104156,27353,1334,2589,7756,22188,58634,152721,245193,156271,7556,9459,23928,80381,149012,177696,135918,63152,14333,363,523,17139,72262,115842,124057,117336,108006,84622,14455,1327,16366,62586,117377,150303,147572,101459,43097,14155,154
1,496,1072,964,566,391,290,176,15,23,1439,1019,487,363,307,246,81,6,798,1412,649,445,282,244,93,44,4,1620,438,336,321,319,251,292,243,151,1945,830,399,301,214,152,97,29,4,0,0,615,1033,1430,618,185,81,9,0,0,668,934,1558,513,223,68,7,1796,881,442,299,228,200,100,21,4,1413,627,613,495,387,236,130,66,4,984,221,251,217,285,327,450,665,571,4,33,56,119,172,215,444,865,2063,1688,767,482,341,259,189,134,80,31,634
