band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
0,0,551,1426,3362,6140,11446,20920,43488,8562,0,130,2409,3642,5192,8769,16494,24571,33343,1345,4,1818,4050,6714,9214,15548,23467,22446,12262,372,2990,7300,6422,5815,6643,10373,17695,24306,13230,1121,1045,10156,14576,17942,17354,14146,10258,6448,3662,308,0,12976,35543,25225,12968,7010,1874,268,31,0,0,14885,33337,25271,12378,7843,1824,331,25,1,705,8106,11467,12378,14167,15534,14272,10995,6859,1412,721,790,1464,3062,4899,8036,21353,41927,13243,400,5888,8748,8205,11613,14740,16782,14602,8688,5345,1284,0,69,1003,3498,6520,8456,11130,15958,31748,17513,3502,18937,17371,13826,12658,13227,9148,5156,1900,170,88
514,22704,82632,80637,140232,157159,154202,139390,87664,19309,303,17847,77655,101547,126598,132937,132413,146742,134623,13778,1841,31689,62412,73387,101312,118559,131321,147877,191121,24924,62243,86867,84406,70140,82341,94068,113726,123243,118974,48435,24579,45041,31957,43892,72230,110592,124900,137010,157618,136624,0,495,7832,40563,81420,95275,104628,141196,246572,166462,0,617,7757,38893,76695,101212,97135,167969,223035,171130,31323,48506,41647,45990,73599,113343,126302,147641,161678,94414,20302,46674,69053,96975,113164,110373,124269,122892,152628,28113,8466,151861,230655,128941,89007,68144,60677,62260,64244,20188,122689,160233,153737,135432,99245,64407,39555,27359,45688,36098,46179,44144,35821,39455,48977,68419,95941,122595,143772,239140,559
4989,95842,166145,170127,181901,181563,140621,60544,13172,1124,12460,130559,187542,172599,170399,143411,120248,63041,15465,304,14163,121686,168218,161900,152523,138641,111207,85429,61255,1006,162407,192488,184550,151542,118401,84004,58338,40595,20113,3590,70574,109514,119266,122410,124399,122534,118397,115350,94240,19344,0,796,19091,54167,107003,174153,200382,190715,181371,88350,5,957,19306,53345,98180,185664,189255,221138,156887,91291,71192,109803,126128,131930,130369,128449,129164,124795,63615,583,114307,188390,194598,179501,120428,81269,55704,44851,35424,1556,45109,69126,146328,158229,154208,141019,123880,104110,65749,8270,53310,131988,136273,124869,108238,96988,95527,96435,102696,69704,35110,57181,91199,104139,115285,126806,138381,137765,123721,86441,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
48514,97632,29602,12836,6273,3747,1934,917,316,640,75038,92874,20237,6991,3715,1725,765,322,360,384,92351,71603,20809,8825,4168,2242,1124,660,426,203,6299,5806,7217,10516,13832,23007,31786,45117,40147,18684,18650,58260,38550,29745,20722,14828,11445,7433,2460,318,3,702,11424,19411,50870,63395,30933,14585,9928,1160,2,800,10906,19243,46129,68567,29767,17185,8577,1235,46252,78539,33516,16314,10927,8297,5558,2401,519,88,14205,33531,47587,44292,30128,18494,8958,3900,893,423,1476,539,1344,2314,3234,4152,6629,12168,35805,134750,23625,27606,25844,22867,20787,19288,20129,19812,17138,5315,47377,81366,26535,13337,8398,6199,4836,3835,3339,7189,588
1,15249,51766,47216,42062,45006,52840,51454,37319,13049,109,42385,72345,59451,51633,43613,35538,32217,18331,340,14086,127275,73240,50580,34677,26045,22029,7028,884,118,15089,14885,23060,30713,40870,62620,71633,61953,30664,4475,13707,98714,116654,71394,34683,13905,5192,1299,405,9,0,23249,120959,162677,43699,4732,569,70,7,0,0,24528,115788,171043,39293,4663,561,79,7,0,16969,105709,97221,63678,37865,20255,9495,3502,1017,251,10165,12433,27150,45942,63854,87298,86231,21169,1621,99,3958,7058,12337,16110,20552,24540,33809,56501,106944,74153,0,68,811,2475,5946,16147,46980,110352,141811,31372,30716,146175,90096,41042,22079,13504,7213,3694,1270,173,216
4250,33008,48211,52913,60994,74382,75649,65042,42601,18340,1915,38402,73265,74116,71814,67131,58980,48715,29461,12116,9683,84250,92978,70700,55617,49243,41426,38642,25018,8940,32037,25421,24850,26682,34497,54489,79032,94789,69368,35903,28615,22989,45734,66531,67560,66867,66909,59528,39838,14473,4059,15188,34214,71907,95116,113306,75851,43970,23483,2444,4095,16432,32701,71164,87825,117674,75454,51787,19896,2510,28507,57824,73819,72502,67789,60733,51918,39735,18608,6927,24970,23518,29605,44781,57703,77468,84896,79766,40251,12473,9150,15577,28103,36269,41025,49671,66759,86392,97894,45642,9893,44177,70646,75321,68822,54554,43980,36234,34655,37618,26983,65723,71823,68859,64378,57003,48316,36926,23942,13076,547
233069,59205,7378,2044,791,407,186,70,83,18,241101,51589,6147,2308,1226,409,247,127,90,7,214706,66563,12521,4073,2487,1287,776,536,296,6,14403,10884,13448,23198,23785,44608,48640,64232,37742,22311,55068,100545,57778,42313,21150,12388,7906,4424,1434,245,5,4088,9936,21319,72099,125313,48293,13371,7464,1363,5,5117,9025,19116,60418,137221,48067,16789,6156,1337,90792,133437,43436,15542,8712,5989,3387,1511,406,39,59186,102041,63928,39583,17892,11237,6091,2871,409,13,3718,1159,1632,2031,2312,3026,4548,9310,34605,240910,37876,48844,39767,35453,31787,28450,27884,25298,17254,10638,92281,123988,41023,17004,8706,5578,3885,2993,2510,5283,589
14,13884,120567,207911,194949,158802,97645,32261,4112,112,653,4343,46770,165900,221733,184542,117580,73684,15018,34,945,2179,16097,57268,129523,188093,188741,173945,73414,52,136278,228224,182863,129338,86068,44888,16564,4803,1086,145,5375,52424,180091,207370,162099,109407,70011,36958,6368,154,0,1008,1669,1627,4796,25063,62581,98476,185432,449605,0,1145,1528,1595,4265,25563,58297,115649,169229,452986,2988,6521,66613,186712,223223,177411,110761,52538,3469,21,24956,104381,166858,169430,152537,107797,63820,33306,7119,53,11199,297516,238287,129075,72502,40936,24003,12748,3844,147,342,4536,16990,40750,75860,122126,188511,236088,136924,8130,2608,8158,45593,109604,179072,212733,163288,79236,26106,3859,514
17176,183193,86217,101412,145427,185835,132011,46998,6980,586,100118,120807,82917,125268,164129,123997,98307,63021,26465,806,99728,102364,96078,129612,126962,114686,104435,88416,42365,1189,28168,67043,122018,157134,175745,158465,117095,62664,15880,1623,35052,84444,60727,69730,88336,110606,131526,145360,134555,45499,17,68509,160582,138362,111675,119238,127323,77734,56500,45895,33,82048,149061,136059,103761,121645,128620,87206,50289,47113,49817,88515,69477,87465,110979,112263,115358,128087,113960,29914,81851,108873,105796,137073,150946,128410,96347,62446,32540,1553,10624,15424,55103,99612,138851,152549,132033,97060,119368,85211,128995,204093,170519,116280,82558,64408,53480,40561,26388,18553,12755,81755,73270,69308,83569,107608,130385,130178,109959,107047,406
2,2640,16120,20986,22908,29022,33775,39354,43355,15309,18,13983,29782,29682,30207,30427,28959,31900,23694,4819,3053,50743,45224,35288,27446,21779,19873,11968,5176,2921,13799,11830,18462,26459,35190,43290,37043,24869,10737,1792,13655,59797,67135,44502,20366,7834,3694,2283,2183,2022,0,17316,48777,92336,50317,10622,2735,886,475,7,0,17137,47538,95767,47598,11159,2813,1056,392,11,12670,47882,57383,44875,28045,14766,7393,4053,2694,3710,9391,10087,17700,25945,36489,49970,45998,19244,6134,2513,10913,8324,11639,14236,16520,20154,28422,40872,51945,20446,0,15,192,601,1836,5025,16992,53696,109168,35946,17266,76496,63282,30887,15048,7947,4674,3009,2994,1868,220
0,881,6563,12980,17333,27861,44474,48814,15856,1038,5,2306,8961,15671,24896,34023,46048,35412,8316,162,53,7195,19236,24389,30961,38419,34347,18070,3039,91,813,3246,7216,13111,24271,36072,39952,32249,14260,4610,1064,8936,26059,39313,47063,32919,14759,4697,948,42,0,607,32875,83526,45126,11389,1829,359,81,8,0,818,32236,86309,41993,12174,1804,392,65,9,737,11463,21271,28947,33676,34435,26730,14586,3603,352,237,1609,5408,10262,20026,37550,52194,39828,8568,118,417,3526,8554,16298,22672,28142,33407,36947,24178,1659,5,361,2091,5593,11441,21181,38350,55022,39444,2312,1084,27668,48513,43317,29243,16399,7481,1838,219,38,70
13,8127,22696,41521,59128,82537,147830,185275,198678,23414,34,7850,22520,45254,76278,123485,164406,203841,120079,5472,607,20421,64717,101073,124444,146294,143906,117008,46191,4558,66879,131236,149607,122277,106553,84269,59565,32134,12213,4486,37297,132378,116479,104447,96688,88288,86827,70407,29669,6739,24,66757,266457,169990,142432,63975,33502,19966,5708,408,24,78397,256149,168085,135647,70099,32702,23314,4377,425,31770,105977,123568,110205,96558,82112,82733,84029,43678,8589,23392,46790,72391,99873,129503,139327,112753,92605,48279,4306,14850,83029,152910,153379,125489,94661,74778,50831,17302,1990,150,4385,19635,44066,64393,75841,87086,115693,232272,125698,11922,85646,131529,117092,98214,85141,83615,82644,53595,19821,335
0,0,8,268,2803,15823,75541,148208,166933,22452,0,0,149,4874,24244,59502,87593,125654,127109,2911,0,295,18792,62445,65032,95626,80553,82020,26391,882,4171,4331,8236,20371,49347,103901,117617,87004,34498,2560,2765,11601,42844,65557,73369,85660,78455,52975,16903,1907,0,73,15948,183874,140571,51649,28253,9009,2563,96,0,82,16030,166765,147150,60058,29030,10690,2121,110,1963,24048,48375,57358,62796,70350,71284,61392,30238,4232,1131,2675,9984,27581,60902,88127,85963,115282,39344,1047,3303,10338,23604,44277,68783,94677,107901,71134,8011,8,4,289,2953,12365,34398,67665,96862,105112,99672,12716,1517,26686,83902,97988,88420,65965,40372,17482,7343,2361,150
91,2957,6885,18347,32670,79969,176805,329508,434680,108294,353,2572,3233,6533,13149,36323,98110,258773,635723,135437,375,2271,4592,8793,18342,39451,87588,241532,634130,153132,3852,4952,7150,9511,14078,22970,44547,130758,463071,489317,2217,2982,3140,4648,8260,20502,64185,211321,506841,366110,0,57,1091,3501,12588,46663,153513,328184,437585,207024,0,88,1050,3307,11311,47875,142227,381362,392215,210771,1400,2796,4523,7883,14670,31919,76263,204389,468480,377883,2813,2588,2759,4137,5825,10516,24235,122898,725031,289404,18215,163214,217684,228045,211374,157445,105752,63140,23483,1854,19534,203875,373076,346758,162362,45224,16447,10055,9797,3078,1035,5192,26814,72167,132962,199719,243384,228281,182376,98276,116
0,29,449,639,1351,2736,9494,31236,96996,17880,4,286,1850,2353,4515,9251,32840,53326,52646,3739,24,2445,4177,7790,14951,30402,41793,36246,22059,923,4948,9403,9656,13248,17971,21199,28302,35984,18550,1549,1549,17112,26245,27582,28059,23927,18172,11415,6217,532,2,34829,70521,40977,12060,1839,471,89,22,0,2,41696,63087,40804,12378,2252,453,122,16,0,1251,12349,22063,23778,23405,22684,21624,18846,12134,2676,889,1038,1732,3409,5714,12771,40612,70925,23051,669,9059,19064,18156,19987,20239,24691,26941,16131,5242,1300,1,31,362,2511,6523,12270,20221,30796,59342,28753,3132,30884,35030,24895,18775,17131,15236,9762,5081,884,141
27,10083,19896,53722,84322,125830,155934,189706,154342,17163,469,11193,7028,22022,64277,107422,151932,206984,226152,13546,7159,7615,11717,27846,55743,104236,158467,213309,211344,13589,26291,9859,13440,21293,35063,74514,133961,211938,239119,45547,22653,5272,4966,8620,21303,55189,138345,224690,211027,118960,0,11482,18234,15770,40522,110965,188576,225917,185271,14288,0,12887,16996,16626,40498,113018,183537,242560,170391,14512,19878,6174,7405,13222,25767,48493,93313,191512,271422,133839,20724,4886,5764,9754,17848,40646,109246,257905,322335,21917,19369,33950,122966,160380,159240,132234,96750,59416,25004,1716,30390,179798,221345,172848,98025,43472,19843,10310,8432,26562,16844,10288,28493,54725,87267,126768,146786,132064,117036,90754,120
344565,29845,6704,2841,1637,548,298,75,16,9,320056,44173,10086,5871,3054,2188,816,217,73,4,283366,58877,19051,9515,6633,4381,3458,1124,128,5,82554,42347,28472,25755,23609,23381,27198,35284,39846,58092,128751,71552,46560,38780,33056,25646,18904,14626,7828,835,136784,226610,18939,2656,952,377,153,55,12,0,138696,230594,13100,2571,948,409,150,61,9,0,164635,96465,52940,25688,15921,11914,9185,7364,2339,87,165328,52395,39957,34791,31151,24696,18767,13589,5644,220,91,334,1598,3989,4909,6389,9262,16825,53075,290066,106176,67604,44099,30080,23199,19567,19049,20142,27921,28701,126307,122841,50088,26845,17640,12361,9811,7575,6230,6840,272
0,11574,16846,36211,51155,83981,53472,10058,1636,859,1042,20177,26906,34966,49615,70404,47984,11992,2113,593,9806,23745,30101,35480,41292,56482,55633,11602,1183,468,28277,36866,57273,55502,36840,24661,14786,7484,3476,627,34680,19409,21666,25034,34615,50330,55103,22435,1804,716,4,102805,146839,11716,2986,1020,345,74,3,0,1,101862,148086,11508,2836,1084,336,77,2,0,33662,22606,29071,35392,43824,51825,36458,10847,1259,848,18492,19385,32909,49822,60530,59129,20546,3788,736,455,16035,6588,37248,61156,40420,26838,22215,20484,19381,15427,237,4137,26023,52160,46935,31485,25465,22819,22907,33624,28549,19091,19992,21557,25581,33604,43334,43958,24599,5527,379
8845,72041,77806,63596,66083,52479,39344,22388,7982,1178,1901,18166,30599,48041,53261,62046,76134,74879,44711,2004,706,7093,15504,25132,34610,53253,71999,103049,96793,3603,5251,10794,11468,17041,27370,47918,74195,111128,88190,18387,1140,1758,2883,5113,9335,18746,35617,72617,135116,129417,57,1129,3681,4415,14065,55276,113587,112040,76576,30916,111,1439,3375,4375,12294,57707,107155,125106,67452,32728,871,1969,4726,9382,17335,29622,47935,87175,141545,71182,4958,9565,12511,16179,23432,43633,66370,105961,122297,6836,1427,8210,46594,86833,91933,76317,54370,31073,13267,1718,248353,99044,34553,13785,6497,3553,2159,1368,1007,1423,777,2135,4866,10020,18445,30898,48560,66131,84859,145051,581
0,3,4507,15942,18157,19728,54140,261560,165869,8711,4,7315,16142,15401,17486,44309,142800,205070,92805,7285,297,17759,17912,23847,58869,127903,143554,114646,36502,7328,4074,22087,47628,70533,94338,112401,108648,62248,21578,5082,2361,7050,15302,40688,94863,126959,105053,69073,52288,34980,1,15385,89907,122298,137103,101525,51563,21014,8780,1041,2,20586,82784,121889,129356,108674,52262,24541,7475,1048,1663,6897,16374,36358,85148,128603,110698,75574,54882,32420,1672,10070,18808,33382,77450,125405,139439,96748,37548,8095,1301,22158,63447,116258,132777,103644,63041,32513,13196,282,15965,46505,48066,50436,60041,76490,97923,97971,50877,4343,460,5484,26608,68739,104847,111396,85525,55735,43312,46511,236
165,21890,118609,209869,230405,221049,170759,84967,23564,973,2473,17653,90821,180025,230308,217305,167443,131848,44098,276,4828,8931,43635,97731,158174,195097,201984,229618,141836,416,149007,225936,190498,163706,139507,107089,64350,30198,10358,1601,14403,61600,190684,232931,192459,149118,121080,89327,29469,1179,0,5638,6063,6614,18511,51941,96661,135753,243213,517856,0,6913,4741,6514,16698,53503,90957,156628,221885,524411,11677,14922,88252,201059,252357,215405,165907,115602,16874,195,37841,108719,159700,172585,182213,163423,134386,91026,31935,422,18948,311072,304083,173812,104416,68800,49060,34310,16393,1356,4471,20346,41631,75108,120187,176856,240155,249376,136965,17155,11655,27443,73240,128003,198069,250254,210931,122543,51704,8408,515
98,8124,59469,130858,171049,170821,144590,81360,7536,148,347,13764,85614,123018,118261,133162,162770,121680,15362,75,1129,11869,51832,70295,84536,100834,128500,226594,98373,91,98951,180271,158152,124786,91066,64041,36744,16035,3352,655,9195,50758,101398,106711,119948,141657,139260,81711,22285,1130,0,99,3640,3116,8328,25154,48352,82479,198207,404678,0,234,3559,3071,7589,26284,45462,97783,182334,407737,6025,17039,64280,100197,116639,144270,187829,119563,18115,96,29489,66156,95827,123442,144108,150374,105999,49537,9036,85,19212,308510,168739,81853,54995,44499,40773,34891,19333,1248,7711,26517,48599,75320,111872,142116,152889,125770,72499,10760,5603,26208,52732,63881,79034,111159,157805,163301,92357,21972,498
0,1,789,4765,6858,10375,24476,63816,89008,25663,0,61,1989,4734,7298,12259,33390,83143,78349,4528,0,3824,9947,16673,37201,48402,53884,40190,13180,2450,5584,1311,2059,3687,7021,11740,21846,43845,96057,32601,5577,5222,14903,28855,48813,55172,36842,19437,8134,2796,0,17856,95819,78364,23588,6400,2367,885,353,119,0,25438,88356,78912,22201,7097,2297,1061,271,118,4887,7879,21799,37108,44877,40375,31306,21855,11110,4555,3941,763,681,1255,3758,12403,39514,96723,63968,2745,7899,4427,6273,11861,20813,34034,46839,56922,32128,4555,0,69,865,3931,10776,23045,45554,69262,60131,12118,5636,46285,73599,41439,22835,14857,10146,5442,3582,1930,174
4652,136852,100512,70966,59638,48447,42756,28509,10081,423,37517,160749,83835,61195,50835,43241,35551,21920,7482,511,30384,162379,94320,66820,52984,39520,28143,18345,9282,659,28367,63211,98392,88836,78757,67170,47434,24031,5769,869,19627,74117,78896,72268,64437,56297,48848,42372,34153,11821,8,157934,162147,104701,54099,17185,4070,1289,954,449,7,173571,146762,106922,50465,18365,3925,1534,824,461,24010,84748,85603,72711,61286,50955,45159,39367,30423,8574,71443,125899,85182,59040,50321,43470,35712,22146,8877,746,9083,3408,10506,26186,45526,62761,76340,100750,149978,18298,39271,67012,72650,70542,64316,57012,51287,40860,26778,13108,8761,48258,82125,79447,71291,62719,53287,41421,31313,24214,431
179529,142709,96432,48008,31193,20268,14950,10349,6051,14927,123241,83985,59971,51395,52178,49926,43986,50219,35138,13754,120715,74821,44169,29518,31466,30645,42639,63520,105389,20338,25856,20980,17697,29404,31873,42173,69261,101639,119838,103829,37890,54022,47698,39283,40442,41428,52836,72628,103074,71061,20337,54251,39801,36186,44422,50059,52603,71472,143403,46472,20830,59478,33966,33416,40626,54744,48220,91112,127974,48640,57196,73802,47726,36368,34755,37202,40517,67801,108343,57531,49342,34462,32854,41240,39221,62378,67705,97488,123903,24780,3802,44838,56017,48615,41131,38207,38812,47501,75948,166724,161706,128463,88964,53344,33028,23113,18789,16078,19127,13166,68305,81253,54673,45304,41528,42493,48506,53381,56384,62934,612
