band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
0,0,5,559,1194,2199,3676,5045,8625,14190,26150,32316,1936,0,20,566,2148,2691,3585,5128,8823,11020,18339,26609,16740,226,0,655,2205,3439,5179,6404,9014,13196,19599,17273,14564,4302,65,1645,5559,5159,4706,4523,4963,6151,8927,13656,19886,14877,5416,427,799,4214,10379,11565,14053,13747,12007,10237,7707,5541,3923,1611,112,0,5472,14447,29976,18676,11921,9435,4071,1360,475,52,10,0,0,4991,19476,24737,20472,12263,7209,5137,1243,309,47,11,0,454,3796,8390,8500,9598,10460,11559,11894,10767,9121,6761,4001,594,611,545,710,1286,2116,3355,5137,7499,17616,30805,21796,4327,92,3788,6869,6367,6606,8640,10836,12465,12907,11142,7472,5128,3133,542,0,10,197,1015,2555,4569,5807,6819,8658,11278,16555,35002,3430,900,12700,14562,12813,10766,9506,10355,9662,6854,4450,2455,818,54,88
35,8034,34869,67039,66983,85176,132705,105387,131798,109304,84576,52905,5632,74,4970,29079,67160,74472,95637,87745,113956,105871,116237,110402,76870,1970,732,9776,40636,50941,58493,63864,86203,96724,104526,105917,138503,120376,7752,41156,72981,64503,59312,57261,59336,66327,80403,79242,96346,97623,82845,27108,12117,41105,26286,25545,31444,48489,70402,89696,98854,103678,113655,119438,103734,0,6,1019,8228,22879,49177,83711,68332,67311,121653,151882,184651,125594,0,5,1968,6887,26271,57550,65027,83043,80546,112092,146871,196762,107421,15096,43958,33601,30892,35609,47174,75946,90632,103050,103301,121755,123248,60181,12844,27749,44337,56176,72907,87993,89149,89944,90569,97756,103304,100870,10845,7242,32380,208687,155207,99701,74472,59204,49800,46281,47319,50255,45929,7966,85191,125232,120774,117347,104943,84186,62494,43010,29663,21528,22815,54094,13166,30373,42011,28974,27667,30099,35061,44112,57599,74577,91884,100072,127742,194272,559
1764,36592,111812,128820,123887,139235,157075,122161,111550,59131,18184,5312,505,5136,57287,136676,143551,132497,136714,127042,103775,83512,59820,26642,3216,160,7128,57958,123767,127287,120831,127909,109534,101068,82782,69251,61538,26861,114,119310,146907,148417,133548,117671,101962,77728,58163,44603,33313,22393,10384,1629,52716,73958,89261,91404,95353,95813,94171,93953,90197,90035,85337,55063,8767,0,284,1092,19380,34993,52169,131925,130123,133216,189504,143924,111670,67748,5,265,1848,18855,39786,63011,105201,161648,154199,161719,135091,115583,58817,53235,74020,91689,99598,101009,101245,98180,98720,99333,96837,83496,18534,132,82648,126750,159954,146092,130716,106326,78959,58068,41839,34633,32546,17277,220,38190,32466,85027,117192,121715,120267,114064,105557,94876,83352,67478,32754,3090,29990,91508,107009,103612,95855,86286,78592,73486,73436,73251,76736,80710,45557,27916,30473,60286,72534,79628,86576,92938,99944,107013,107973,97885,95442,57420,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
14354,101170,43834,17408,10399,6036,3285,2263,1688,864,310,239,561,36595,103904,36296,12091,5846,3117,1734,1090,644,283,201,315,295,57045,86208,29282,13071,6934,3976,2348,1376,808,575,365,354,69,4911,4362,4944,5525,7217,10195,13860,20390,24923,32210,35160,26274,12440,7244,44966,38749,27650,22306,17762,13313,10669,8660,6467,3540,904,181,0,169,1477,11200,12316,23613,61161,39455,21496,16873,8849,5288,514,0,126,2333,9566,13701,28627,49353,49149,22346,13514,8195,5200,301,26738,67183,44606,21273,12821,9163,7246,5904,4151,2266,822,189,49,8865,22475,30802,35402,34837,25808,20246,11670,6863,3409,1305,404,325,1413,311,603,1188,1759,2278,2848,3485,5158,7960,15670,45000,114738,17423,21070,20997,19487,17535,16320,15275,15051,15387,15372,14876,10306,3312,22064,80085,37499,16907,10401,7153,5532,4418,3634,3075,2646,2807,6190,588
0,1535,27535,42182,34383,33907,33269,34717,43428,40938,30660,30406,3002,1,10758,57424,49958,49454,39999,36617,31841,26691,24366,24513,4184,156,1348,81227,85982,50681,39189,29807,21744,19971,16805,7488,1211,484,25,12107,10112,13932,19292,23026,29125,38294,50987,57351,49970,35823,13931,2012,9432,44070,99081,83395,55922,33377,16587,8377,3808,1259,507,145,2,0,5278,32446,132791,116734,52307,14324,1635,332,102,12,1,0,0,3276,42243,109026,136002,52820,10233,1836,438,73,14,1,0,8220,60262,87588,69223,50289,33786,21476,12945,6985,3226,1320,496,146,8096,7616,12889,23765,33952,46605,55011,75787,64116,24255,3309,550,11,3222,3563,7822,9845,12272,15097,17003,20082,26246,39375,60476,99314,41645,0,9,185,798,1829,3585,7310,15987,37187,74756,108761,94167,11388,10051,99808,102771,58609,32140,19703,13029,8945,5369,3293,1634,528,82,216
676,19127,30276,37241,44477,40846,54890,57344,59683,49836,46513,19513,14968,469,15837,45444,55520,59462,53469,55745,49547,46985,37636,31619,14437,9745,2212,44682,78498,71353,50394,46685,40143,35201,32164,30031,25898,12157,7079,26550,19327,19132,19028,20148,24431,32262,46124,65650,72087,62662,44315,25352,24374,14469,23184,40260,51641,52959,52244,49571,51534,47879,39155,21658,10116,1549,11523,11336,32380,49954,58870,97775,80824,50649,47800,25446,9991,1441,1500,11147,14769,27098,54396,65514,79037,93149,58490,40347,23337,9722,1032,23168,31894,54227,58010,55658,52236,50657,44150,38652,33807,22022,8571,5310,21010,14942,21586,25256,31205,42301,48769,63190,69937,63173,46606,17619,9837,7038,9231,15536,23698,27787,30397,33914,41207,51778,63471,75276,69760,27389,5268,23445,45612,56314,58258,54752,47697,38977,33753,28977,25948,30202,26697,17572,41919,55441,55000,53195,50554,46818,42223,37015,30468,21971,16418,8435,547
148065,137110,10629,3976,1508,1052,358,245,109,80,51,61,7,177797,104868,13103,3871,1472,929,443,339,178,126,58,63,4,153280,113439,18826,8397,3645,2214,1077,853,634,460,320,102,4,12184,7833,8924,9859,14563,20354,26187,40444,38363,44083,36855,28420,15182,27030,88395,62514,42003,31265,17983,13042,8255,5985,4002,2020,616,141,0,1787,3994,8363,11212,26056,99187,83364,38665,18696,7304,3801,822,0,1762,5585,6879,13134,33274,78072,107715,32483,13803,6248,3771,525,57023,118367,66978,26013,13053,7477,5733,4010,2511,1335,568,171,12,38182,78954,72013,45418,23137,17359,13250,7337,4288,2442,763,104,4,3527,776,1039,1287,1587,1703,1980,2569,3495,6020,13195,50834,215239,26347,38068,34902,29839,27283,25818,21473,22922,21828,19907,15988,11414,7462,46956,128446,57999,25687,13407,7722,5264,3793,2928,2421,1963,2124,4541,589
1,1706,33332,109700,176406,137764,156264,108515,67761,29538,8464,754,52,99,1550,9773,47527,131275,180493,146175,125948,86156,67126,31861,2258,16,442,1206,3688,17482,44222,74218,126671,144512,159910,134272,106812,16812,10,82222,181705,158893,132954,107266,77022,43676,27045,12675,4686,1631,416,66,3622,16516,80613,152136,163522,136087,105038,73034,52631,32720,12916,1359,63,0,67,1404,1251,1132,1650,9650,23913,39374,83730,103456,154890,409740,0,44,1580,1082,1227,2092,7514,27925,49871,77340,101913,174909,384760,2770,1547,14300,68180,140181,179602,159170,115527,83009,54671,11008,279,13,12117,63559,100077,137437,120868,127936,94318,74782,53349,31494,12956,1348,16,3879,135937,257743,162519,101713,64013,41099,27240,18014,11276,5447,1352,25,132,1659,6561,15605,30628,49720,74776,104891,147760,182449,157863,54468,3745,2332,2151,14779,43412,81838,125139,157382,160277,124014,72269,32581,12421,1662,514
2259,136267,87756,68818,78186,94148,121488,161715,93899,45269,13801,1860,369,32902,147506,62818,66486,98355,119798,112306,94527,76122,51783,33995,8897,340,49617,114752,62797,80860,100828,99684,93899,84544,79060,70900,53764,14790,340,21100,36320,70460,99258,124415,130849,129708,116977,89539,56634,23955,5858,762,17647,66854,54470,46162,53034,63443,76011,91496,101429,108843,113500,86119,26827,5,26288,71305,136991,101567,82158,105322,93397,87152,81574,44265,37856,37955,23,23889,93275,117531,109031,87450,79504,105844,104233,66298,44125,40572,34060,28398,72623,59754,53906,66184,78906,90007,85859,89642,97622,98861,69445,14628,49390,93431,78685,86603,105794,113408,112595,92244,71935,53227,34955,13070,498,9612,5710,22793,49231,75468,99533,116801,115284,100798,78422,70651,124969,36563,88633,148965,154100,122705,90365,68648,55288,46923,41149,32884,25348,17205,13622,8049,43397,67381,54095,53148,60085,72827,88129,101114,103093,88250,86933,79333,406
0,285,5767,14507,15173,17394,19877,22463,27645,29321,31466,32046,7527,0,3228,20263,21993,24531,22203,24167,22694,22017,23371,26007,9602,3395,127,27207,41435,33541,26965,22512,18422,16383,15572,10962,4710,3717,1918,11634,7732,11224,16018,19667,25351,30792,31688,29900,20746,12912,4867,940,9661,31329,55060,48755,35121,19904,9498,4704,2718,1895,1645,1815,1366,0,4682,20927,51435,64481,48907,24522,4958,1845,1075,453,185,1,0,3539,25090,41639,73572,52295,18187,5505,2178,842,448,175,1,8530,26341,43837,42651,35381,24980,16116,9428,5400,3332,2366,1976,3133,7018,7247,9375,14920,18936,26496,32819,41144,34082,19075,7658,3044,1657,9713,4828,8094,9240,10840,12285,13929,16635,22156,29499,37267,38815,10170,0,3,43,183,439,1014,2357,5015,13411,33699,65416,89234,12657,8840,45118,63406,43081,24175,13803,8252,5144,3468,2556,1903,2931,794,220
0,96,2340,5760,8342,14597,16253,21676,38039,39794,22138,6624,141,0,520,4028,7941,12014,14775,24947,27684,36361,31193,14166,2133,38,1,1959,10334,16141,17390,23604,26988,29990,26385,16958,4968,1061,21,436,1762,3459,6407,10372,16292,22083,29354,31458,26983,16589,7736,2869,403,3571,12839,21788,29947,36143,32830,21146,10816,4398,1625,265,29,0,7,3109,38852,59103,44411,23513,4913,1262,482,110,35,3,0,6,5135,32777,66545,45305,18523,5788,1242,351,91,35,2,275,4382,13587,17605,21871,25652,26634,25102,20566,13406,5225,1361,134,136,667,2341,4656,7851,13003,21984,32486,41166,34532,14915,2024,39,126,1663,4023,7664,12240,16352,19580,22807,25772,28369,26195,10677,332,2,95,653,1993,4106,7298,12118,18865,30083,41326,41223,17523,515,303,10326,32814,37627,33606,25694,17091,10431,5564,1838,402,82,22,70
0,1539,11485,19516,33159,39173,56259,81492,107872,145027,153661,113261,6775,11,1974,10860,20890,34406,48390,78107,101560,129155,149795,149261,41195,3615,22,8149,26751,56582,76946,93224,104104,114001,112215,92696,67830,13752,2947,43292,87894,113450,108835,98993,86982,73790,58377,46416,27891,13699,6732,2868,19003,89464,99930,86763,79737,76695,70755,66847,67104,58601,36946,12075,5299,0,15553,106200,221142,123153,112352,98348,36506,21653,24008,8198,1862,244,0,13425,149100,177491,132196,119098,80388,43476,25854,19416,6904,1681,190,13869,68760,94283,93337,87179,75795,67387,62387,63894,66141,50985,19005,6197,15904,29101,45752,56533,73611,94257,105447,103814,93780,74319,56308,17429,2964,10054,33425,98454,121354,118821,103154,84223,67427,56969,44735,21569,8588,446,60,1212,7104,18370,33355,45806,54885,59944,67532,81551,122538,233170,43692,6078,39607,92267,101040,90550,78727,69721,64250,64358,65339,53385,30470,13427,335
0,0,0,9,149,685,8048,25340,58166,94668,140911,98151,5909,0,0,1,227,3301,12416,24429,57789,72817,92467,122075,45525,989,0,7,3310,24690,39922,49753,71420,61755,68406,65897,39106,7452,318,3026,3293,3936,7757,15455,28646,57256,101706,85079,69903,40862,14435,682,1931,4273,19169,37457,47818,57133,59427,67108,60341,46771,23033,6608,967,0,11,177,18235,103524,142927,97008,33150,20863,11802,3425,875,39,0,9,342,17229,120807,149156,68237,41301,22008,8908,3161,855,23,1226,8128,31635,37890,42879,46491,52239,56503,54793,49369,34846,13992,2045,644,1473,2972,11128,24488,43244,52139,62916,75104,84055,63536,9949,388,1897,6167,10844,21211,32957,47948,62443,77616,82784,66626,20796,747,0,0,52,699,2984,8833,20716,38736,58401,75831,81024,80721,60187,3852,917,7052,41648,69358,76197,71285,60183,45798,30299,15955,7474,4722,1148,150
16,1275,3193,6448,12561,23208,39778,70803,146803,216149,343223,270098,56651,124,1387,2366,2507,4565,8896,17914,34285,66504,167003,354964,472827,56864,108,1299,2481,3727,6424,12669,18916,36374,69824,144143,354501,477103,62637,2768,3602,4350,5602,7626,9463,13904,20316,34609,79394,212883,481787,313902,1526,2322,2259,2672,3270,4971,9552,20040,51001,125912,293132,432729,240820,0,10,145,1052,2062,4771,20811,45931,92791,267521,318338,283655,153119,0,9,206,956,2303,6017,16395,51618,123906,254407,310303,295284,128802,1088,1474,2782,3985,5934,9419,16882,29170,59311,125682,265005,423416,246058,2086,2032,2303,2331,2629,3895,5900,8621,20767,57767,256859,712142,112874,10040,67892,172300,166149,175535,170748,143349,109490,79666,54793,30159,9505,580,6813,90217,231734,298443,273825,163078,66235,23898,12095,8075,7665,6524,1604,597,2008,8380,25821,53926,88652,128617,165150,188403,183109,151958,134823,58762,116
0,0,55,427,605,774,1536,2166,7940,18085,51655,72565,5002,0,100,589,1509,1747,2743,4653,12855,20100,42524,44863,28405,722,0,1030,2596,3545,6401,9107,16543,26384,34757,27528,22729,10034,156,3023,7096,7071,7505,10916,12968,14710,17544,21273,29576,21576,6824,728,1102,6594,18931,20086,22132,21842,19523,17521,13542,9915,6737,2668,217,0,13054,38813,55095,30807,16224,5394,881,353,156,29,4,0,0,11723,50766,43461,33940,15531,3749,1187,314,109,25,5,0,720,5739,14504,16177,18849,17783,18186,16921,16250,15422,12063,7023,1173,747,661,1047,1428,2434,3641,7050,12369,35748,51714,36002,7782,187,5482,14066,14058,14271,15209,15440,16618,20359,20796,14533,6725,2600,653,1,5,73,406,1748,4134,6917,10779,15881,21673,31680,63184,4329,897,16493,28095,25899,19317,15120,13505,13102,11630,8411,5185,2849,307,141
0,6639,7089,18716,38988,62920,79109,102099,121968,141429,146437,79446,6185,76,8434,4802,5895,17014,38546,64340,91430,116634,153088,184641,122298,3827,2264,9347,6032,11018,19591,36092,58755,88846,126190,159735,175326,114120,3709,24233,6946,8803,10794,15261,23633,40519,64172,102814,152931,196162,147132,17625,20568,5314,3404,4089,6228,12495,26123,55119,108855,168608,175414,143710,81098,0,2774,14298,13824,10737,18614,62825,103738,122531,200759,163554,91160,6211,0,1949,17095,11558,11906,22736,52727,103569,157150,174009,166079,88229,4018,18529,4577,4999,5921,9897,16560,27627,43657,72210,127867,200170,199732,79279,19156,4266,3840,4830,7176,10284,21420,40450,88161,174267,267493,163512,6170,18205,10370,54759,104383,123624,125696,113617,94925,73246,50796,30535,10403,466,12121,100790,167059,167855,135090,89791,51001,26189,14728,8722,6265,8738,22676,14804,6133,12565,25346,41307,59674,82358,104313,113522,105748,89715,96890,58650,120
