band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
0,351,2690,6124,15245,41667,29818,10,1752,5651,10341,20940,44412,12789,386,4635,9932,16979,32729,28072,3162,6218,9307,8569,11727,24899,30634,4541,3685,19787,25336,22657,15056,8034,1340,3771,35774,35862,16866,3350,265,7,3896,39445,35108,13491,3709,238,8,3207,15399,17823,21559,20368,13706,3833,1008,1741,4124,9270,29133,47159,3460,9629,11892,16838,22669,21152,10555,3160,5,818,5395,10773,15640,28070,35194,11469,26073,19516,18969,13600,5587,681,88
4901,75152,156148,186157,236438,174367,51280,3879,73441,148586,183304,204164,208224,62845,7480,78439,108039,155708,188580,243233,102964,104348,114091,110588,121338,159569,176637,97872,48440,48570,65519,127246,182724,205712,206232,0,5323,48645,143109,140542,277399,269425,0,6544,66089,120503,150576,264336,276395,53208,61899,69411,134304,185580,214087,165954,36371,88482,135654,159221,178961,191966,93788,25158,341943,180933,111026,87263,91440,46680,192840,222505,188799,116624,58751,41996,62928,67732,53266,57234,82847,134158,182778,306428,559
29848,206961,250167,260964,206797,56756,4535,45051,251575,251943,236933,163267,65172,2087,49780,225704,238176,205410,160059,117321,19578,246117,263731,218022,143915,87754,46767,9722,113239,168787,174278,178365,168143,160650,52566,147,8692,70352,219957,269978,293293,153609,183,13323,85981,194853,288102,279007,154579,111800,176853,188913,187214,180138,159221,11889,189014,289494,232469,148387,83962,59499,13203,63907,174287,225584,211120,179187,133506,28437,106513,196131,175884,146032,136248,140333,114887,52124,117430,150053,172916,196123,187804,139578,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
103003,70928,16804,6923,3172,812,769,132045,53938,10392,3791,1228,437,580,135710,46744,12576,4516,1696,794,375,8769,9601,14654,25603,46260,63266,34258,46591,64289,41119,24651,16824,8088,849,81,7786,27227,95877,46954,20302,4184,78,9154,32321,86538,50806,19167,4347,84820,70513,22696,13660,8150,2367,205,26650,61647,60320,35449,14358,3329,658,1649,1432,3405,5290,9135,25502,155998,35647,37888,32322,28605,28495,27757,11697,93634,59057,18638,10275,7026,5129,8652,588
599,60736,63663,61923,76677,62840,29524,5673,99897,85151,67478,51648,43956,2159,67810,138511,70548,41544,31370,5786,393,20698,28890,43886,73103,104336,71503,13546,41784,172556,99315,32496,8427,1282,102,1387,107954,211582,33958,1027,53,1,1191,119303,209378,24975,1059,55,1,55084,153027,88870,40374,14595,3463,549,14475,29787,66984,107874,120456,15957,429,5956,15469,23563,32028,47843,101975,129128,6,669,3873,14449,64912,182779,89274,92126,166189,57310,24889,11049,3915,484,216
14878,66180,72176,92554,110588,89448,29566,12157,93037,104728,97757,85358,61671,21207,36944,141795,94901,75226,60935,50172,16524,42729,35813,39643,61252,111111,125546,60974,36519,53754,94146,94982,94630,77147,27866,11024,30863,93426,164265,114165,57999,7796,11445,34796,99711,150484,119064,55740,8298,47876,103252,102861,91195,74322,46987,11869,34013,40260,62240,96540,122522,96472,23384,14468,33571,52231,63959,93609,132595,86049,23858,90324,106883,88143,63740,49724,53228,52159,102174,98144,86852,69934,45440,22326,547
275784,23659,2513,877,252,112,54,275552,23026,3172,927,353,168,53,259878,32313,6527,2654,1116,689,74,19072,19542,31118,44806,79149,71926,37638,107134,99286,57149,22606,11840,4587,649,1052,9557,25283,159369,86112,18635,3243,1290,10860,36848,139524,94361,16916,3452,160365,104046,21545,10458,5117,1586,134,102827,112007,54330,23289,8616,2104,78,4172,2092,2905,3725,6471,20937,262949,60413,60756,50031,42159,40877,32040,16975,164237,89314,23744,9898,5768,3925,6365,589
944,125822,294876,246979,130742,30361,533,1332,44369,250094,284683,171000,77691,1088,1524,14156,88291,238086,272241,207383,8576,235968,276158,200472,85269,27481,4523,386,15275,189937,291408,194800,102169,35793,875,13,2191,2259,19443,79456,193294,533601,10,2409,2634,17506,84196,184666,538836,3900,54759,276729,284939,165394,44402,134,63381,199426,243413,187554,102297,33428,758,99272,421923,180527,78228,36020,13288,999,1317,16930,62238,139283,262107,305555,42827,3796,42802,164042,287226,239053,82008,11330,514
116086,161133,148162,242949,195467,40385,1653,168143,123139,185016,207100,143065,73079,6293,154533,128740,183069,172518,149907,106549,10519,49956,148628,226556,238613,175406,61296,5380,74498,97133,101101,140874,187085,208513,96631,14855,162921,201500,180656,177817,101007,67079,16335,187261,196392,153698,185051,98546,68552,90691,107838,125373,162769,164482,182479,72203,131994,147897,201419,196476,142499,75741,9809,13905,56589,146469,212708,190348,136122,149694,214515,268436,162940,103741,77314,50731,28158,40768,117408,100755,136099,183323,172869,154612,406
92,16409,28958,37028,49138,57192,34654,1952,37248,43146,43692,41517,45502,10414,21550,71511,50042,34339,28355,12582,5092,18119,23149,38348,56750,54878,27388,4839,33493,98206,61097,18909,5656,3153,2957,2139,48997,118314,48330,4516,1062,113,2178,53936,124182,37366,4616,1070,123,28900,81349,62224,29983,11231,4965,4819,13322,20250,37938,62912,65276,19654,4119,13615,15418,20541,25991,39717,65191,42998,2,156,987,4509,23697,104109,90011,44771,105644,42993,15679,7018,3927,3439,220
19,6755,16651,35411,62227,49492,5245,325,8815,25317,40446,63697,35821,1379,1242,22102,36024,49966,49423,16283,760,1854,7897,21224,41921,56860,37027,9017,3189,28544,56894,59167,23346,4454,206,4,21325,105841,44851,3392,358,29,3,26149,108510,37223,3557,331,27,3322,27223,41171,48982,39515,14406,1181,639,5271,15847,40455,72447,39827,1314,1418,9382,23933,36422,46982,49345,8318,63,1927,8554,22766,52963,76100,13427,7389,63052,60079,32024,11654,1517,85,70
886,25056,63712,106845,195666,281426,95628,1364,24536,73260,131859,236316,272229,29655,6025,67386,146784,193876,204849,138563,11736,118891,203601,180999,135042,89759,32453,8474,94020,176427,148258,131749,123318,81056,14391,7960,268284,247224,171592,49428,23412,1319,9106,295154,237412,152440,52074,21650,1383,70223,174684,157542,124404,118691,103045,20630,40699,87621,143669,196002,172141,115452,13635,34431,193084,216244,156392,108351,53429,7288,889,19044,64873,101528,123566,207145,252174,36034,174908,164874,130104,119545,105839,37915,335
0,3,701,14826,92260,233936,90310,0,64,6497,54906,127438,215355,27776,2,16561,74836,126233,120246,89108,5050,6117,8978,34271,105184,169948,95658,11880,5228,44863,92991,115323,110802,56985,5844,3,4892,196706,176430,43597,9871,537,7,8712,247766,118831,46589,9543,588,6743,59420,82172,94765,102368,73967,12601,2059,11424,49169,101656,136572,125256,5900,6925,25683,65900,116569,151959,64638,362,29,2454,19991,72948,134160,149828,52626,5475,92937,138122,111260,60821,18359,5062,150
833,8348,26023,72260,242190,568236,272316,1339,4151,9739,34301,130733,552774,457169,1110,5372,13608,40679,120303,546624,462510,5689,9018,14321,25906,64429,320262,750581,3523,4395,6685,18616,88950,451850,616187,5,632,4438,39565,196122,581048,368396,6,833,5936,35496,208426,565594,373915,2262,5675,12102,31659,104504,421168,612836,3895,3981,5442,10645,36859,385694,743690,58163,309230,324108,265485,156213,69437,7570,74713,465241,469347,133766,25850,14360,6929,2069,24783,109598,238227,341611,299670,174248,116
0,381,1293,2295,11465,81336,64040,48,1428,3565,10996,37223,85023,22527,665,5367,11941,31480,58345,45259,7753,8895,13343,19697,27588,40838,44508,5941,5777,35261,39926,37059,26431,14121,2235,8637,80408,58815,12077,771,100,2,8969,87015,56403,7481,846,93,3,4915,27231,33454,33877,30553,23948,6832,1217,2279,4695,12062,53519,80755,6283,17284,26330,28426,31351,37990,16706,2723,6,290,4049,13119,27973,53850,61523,13708,50805,35197,25273,21843,11319,2665,141
5512,19779,78344,154396,215735,269169,68090,6712,10493,38184,119921,212618,324394,98703,10853,13723,41290,111849,223985,318369,90956,30219,17571,30909,75030,181967,337450,137879,25343,6679,13715,50798,189660,322276,202554,963,25382,22917,111659,255190,322254,72660,867,27023,25406,106460,261489,320033,69747,22406,9763,20230,52268,129001,328444,248913,23040,7361,14806,40075,153852,441675,130216,25752,129155,228837,210064,141642,67409,8166,92436,309403,237537,97544,30692,12879,30534,19929,30283,81507,152987,206976,175987,143356,120
364314,16573,3707,1379,470,83,12,348976,24567,7909,3513,1325,223,25,317293,42862,12479,8025,4942,906,31,104197,45500,37074,32007,40262,51175,76323,165334,75915,55676,41279,27369,18088,2877,316926,63366,4821,1141,225,57,2,325652,55824,3933,828,244,55,2,213800,95255,35417,19583,13921,8101,461,190149,62261,49244,37716,30972,14462,1734,189,1452,5629,8028,13018,35581,322641,139366,73210,42634,30349,27289,30710,42980,194602,99577,37535,21051,14387,9860,9526,272
1305,25691,51666,101663,75987,7966,1514,8370,35281,51215,87485,72424,9542,1475,18558,40523,50497,68618,78584,8003,1009,41940,71896,75614,44125,22124,8405,1688,42339,30207,35771,59969,78804,17731,971,5711,234627,21608,3246,545,55,0,5592,240362,16557,2662,575,44,0,41312,39488,52708,68089,53734,9347,1114,25978,37479,72841,88878,36783,3091,742,18188,32882,83882,46413,32260,28758,23409,1037,23442,73100,55386,37108,30037,45682,35829,28983,31120,41713,60566,54368,13213,379
34590,109971,101996,78238,59465,23956,3526,7648,40021,60051,88268,104443,97873,13438,2719,17820,36880,62062,103133,156391,32737,9879,16483,24890,51855,106590,154236,47809,1777,3412,7864,18800,50557,135033,194299,238,3628,6022,46194,146313,151700,57647,364,4011,7362,42111,154992,144887,58015,1447,5211,14291,32603,66457,155199,136534,8880,16087,25097,44949,90473,177778,48478,3009,43276,123671,121658,79714,34783,5631,304455,74184,19397,6862,3288,1702,1854,1415,5409,15250,34632,67575,101430,186031,581
0,3168,21315,27487,75836,386678,34133,413,20628,22960,35752,206425,235928,26511,6347,27209,37888,131755,208829,118922,17667,10734,54067,103868,148952,152287,67299,11410,4747,16634,64480,165394,152733,88730,55899,1794,76567,167270,196117,79423,24609,2837,2069,86066,170755,179746,82835,24185,2961,3706,18203,57965,157325,160781,96823,53814,4746,23480,52114,143923,200407,104500,19447,8130,65852,167714,172414,94805,36208,3494,33447,70394,73124,96858,136520,119834,18440,1550,25224,102152,158524,125245,70447,65475,236
3087,126377,301531,321613,232877,90870,5895,6410,89559,274753,312914,239378,152971,6265,7358,41612,144898,260173,291550,313591,23068,248160,283189,248047,168269,98625,31653,4307,27277,204892,326916,243735,173583,99528,6319,5,10341,8994,50605,126255,254647,631403,8,10885,10779,45476,132873,246082,636147,14478,80109,298305,336535,240201,111477,1145,77796,197478,251926,244969,202082,102346,5653,96718,503272,243552,120482,71980,40355,5891,11078,47704,111812,211839,334044,311357,54416,18468,80406,190393,327085,305870,135773,24255,515
885,53223,192507,239323,215500,71986,629,2459,77374,175220,187094,218820,112211,875,4012,50138,104040,130628,184136,294173,6926,175070,243032,173479,109940,55799,15327,1406,22687,122418,157801,185398,195945,84015,5789,7,2323,4878,24235,62845,175579,504186,7,3003,5169,22386,67020,169956,506512,8018,67664,143246,183708,258729,110704,1984,55308,121747,181370,213299,153234,47957,1138,125994,354283,115326,69974,58472,43605,6399,16092,58458,111849,183365,215579,156315,32395,11657,64619,92577,133606,219227,199893,52473,498
0,246,5715,14216,33686,107647,64241,10,1944,7185,13132,47379,131032,25069,354,11839,26958,62343,75104,43225,5928,6115,2542,5620,13006,30870,88277,79321,6837,16038,44660,76468,54869,21354,5525,2048,84933,109259,24440,3762,1124,185,2207,96417,104990,16960,3988,1002,187,6698,24052,53988,61108,45868,25942,8095,4322,969,1939,10488,52416,144374,11243,10033,7364,17933,38615,65636,73872,12298,5,688,6363,23655,62677,97832,34531,16504,100446,57839,26215,14784,6452,3511,174
54173,171582,105906,75900,60549,32573,2153,119279,153127,88867,65406,50436,23570,2151,101195,174207,95501,65457,41328,22152,2996,51675,124538,129262,100359,71925,22965,2112,46188,115530,102484,85787,70819,57653,24375,18891,265466,149799,59273,6833,1792,782,23549,278326,146071,44985,7419,1673,813,56711,126158,102675,80772,64024,53005,19491,135873,134394,87333,66006,51916,24324,2990,10303,10374,39476,77816,107795,176706,80366,66814,101549,100400,86695,73346,51280,22752,19880,107375,112549,95797,76949,53000,37286,431
258715,144262,75582,33791,23145,12038,16883,164846,97705,69861,66003,75129,66647,23602,160249,70188,47780,43290,57569,116272,67872,35270,28899,32193,56790,86906,159080,163412,62722,67889,61367,55325,72315,125935,114809,50296,54292,46701,77168,70109,157710,102730,51901,56954,53666,62505,76885,147644,109451,92674,77957,56732,47769,61047,118569,106493,66448,49444,59205,62245,108153,148237,79641,16136,80845,68484,56237,56165,78629,205099,221328,147772,74001,39773,27086,22951,22867,108706,88513,64344,59992,68158,76555,88493,612
99081,32476,8339,2905,3002,1149,55,96532,26278,14657,5311,3034,1015,180,99169,24508,15364,4474,2506,948,38,16154,22287,24623,25306,21989,17701,18947,53588,44474,27033,15692,4604,1530,86,6884,125218,14071,776,47,10,1,7136,127810,11471,529,50,10,1,76773,37513,20751,8343,2519,1088,20,53073,37250,28693,17692,6860,3063,376,1836,2183,2519,3976,13784,24303,98406,7227,21779,27157,26978,23684,23705,16477,69542,40891,21167,10177,2658,1492,1080,318
4298,57261,36522,61703,135425,97759,3627,30311,60836,53381,108865,109746,32136,1320,31587,88282,98226,99703,65923,12296,578,43964,81293,125456,101065,37469,6815,533,19124,100251,138375,98580,32604,7480,181,229,6539,56877,185611,116099,29249,1991,278,7262,73700,159980,126590,26650,2135,14311,96892,117495,97794,51894,17044,1165,51466,62982,102183,115705,53784,10128,347,4374,27768,56906,82954,108019,99897,16677,214,6599,31902,66660,115043,146603,29574,5361,87972,144103,100207,46396,11537,1018,38
0,34,409,4146,56410,448672,144571,1,541,7125,44621,179708,365555,56691,46,11950,48036,137487,244119,186509,26095,6770,8598,35228,138018,307338,150845,7445,5106,16996,59195,148247,205000,180979,38719,465,52161,194746,283278,90855,28663,4074,514,65065,230890,228912,98057,26418,4386,2596,19261,73634,148588,198553,162901,48709,1961,5763,17821,82088,246513,270434,29662,11892,58850,168195,224251,148749,40679,1626,1869,50238,135333,160597,146351,127019,32835,3222,43280,132149,191894,176543,84132,23022,154
42,979,1231,893,473,326,27,222,1947,766,462,365,193,16,1389,1224,641,372,250,85,10,1778,493,387,388,385,336,204,2281,738,422,280,174,71,5,0,4,1231,2059,469,194,14,0,30,1538,1719,495,174,15,2145,794,432,303,229,61,7,1581,813,726,455,266,119,11,1064,279,296,361,464,724,783,10,55,130,213,323,820,2420,1934,819,482,340,214,131,51,634
136777,114074,61348,74460,94787,44648,16657,128711,148906,100189,92702,43514,21879,10276,158637,196481,115065,46593,18275,8315,5870,48537,83132,113679,120677,97250,67109,21405,128899,192687,143641,58505,22753,9217,2069,702,55376,328618,161666,11402,2473,118,813,69570,378682,96648,12188,2331,123,164709,184207,111295,55445,23729,10835,5396,97463,130851,146401,117290,39666,6868,4889,19729,11907,21376,45039,86948,161347,202889,4083,19061,47273,82498,120538,184024,87815,159656,169233,110497,61077,30350,13889,5222,203
1526,53485,92770,147126,170271,106525,15874,3386,48836,131564,196770,145455,52517,9049,8183,137616,220706,131887,60154,23286,5745,65262,115615,149102,144271,83270,26225,3832,86769,246427,126780,66695,41044,15984,3878,10658,150975,291558,118057,13539,2656,134,11348,181026,286468,91924,14281,2393,137,59130,229232,150969,76335,44627,20929,6355,34995,97084,168512,162397,94185,25616,4788,22688,33872,73807,120444,177576,145080,14110,507,6916,26266,45557,78187,204165,225979,68840,241062,140617,70496,40041,19150,7371,333
35149,28173,15599,20176,30540,30197,84585,62924,23725,22015,28364,21376,16488,69527,65848,24856,26577,27264,21282,17745,60847,115010,28687,15252,11044,10516,10419,53491,153376,22704,20718,21183,15492,8424,2522,244130,269,17,3,0,0,0,244154,249,15,1,0,0,0,132922,27648,21880,23284,21215,14613,2857,98481,27381,19568,14268,11417,11371,61933,84221,47579,35467,23774,19684,23703,9991,3921,8452,12015,13258,14126,16850,175797,161109,14365,10934,12953,16970,16824,11264,1
38490,157206,138471,74499,32607,4477,267,23480,154543,128407,86992,41650,10442,503,5382,82168,137335,113519,70372,35179,2062,172792,100895,71081,56605,34265,9454,925,1119,4203,50638,145904,113342,79007,51804,17,465,756,19439,67645,150580,207115,13,508,1153,17758,72865,145745,207975,1003,9474,58082,148524,115467,81742,31725,119434,130622,82563,57775,38464,15984,1175,4362,114008,131990,93839,62265,33649,5904,155663,118938,113870,45217,9500,1656,1173,1105,6003,15445,32111,63835,101123,226394,562
23334,15603,6491,3817,3074,3195,98284,10465,20780,11610,6643,3718,3822,96670,10778,19809,14581,6416,3700,4192,94148,18462,8439,5018,4751,7484,10808,98546,104671,12990,13893,13968,5905,1500,115,137162,10762,3207,1266,354,103,13,137531,10719,3040,1085,357,96,10,92676,18141,16158,14163,9202,2662,231,11722,9291,7361,9883,10885,11863,94088,85450,18913,7726,6083,6000,10609,18443,2606,9714,11097,7459,5537,5421,109720,110910,13777,8791,5687,6268,4488,1814,15
120598,5298,1325,594,259,62,34,117131,7832,1801,850,392,147,17,108172,13214,3625,1906,922,316,15,47910,12625,9234,9173,10758,14874,23596,66223,20133,14278,11762,8179,5802,1793,123197,3802,766,338,50,17,0,123419,3671,740,268,54,18,0,77155,28452,10841,5351,3252,2551,568,73654,15898,11653,10175,9284,6701,805,48,282,636,1502,3940,14512,107250,38533,19742,12994,10058,10001,13271,23571,68594,33072,11856,6224,4006,2584,1834,269
280383,46952,13313,6729,4496,4197,3301,281070,46430,14877,7809,3813,3006,2366,285186,41335,17195,9198,2832,2464,1161,79703,39564,39187,43217,44613,50404,62683,144173,86723,55207,37764,26086,8683,735,194050,76904,58445,25341,3775,785,71,195688,81728,60672,16430,4088,693,72,188031,92355,38386,23013,11188,4861,1537,152524,65132,60103,41505,24914,13734,1459,4330,3432,4375,8826,15928,33101,289379,68277,69654,56274,42238,35517,38860,48551,187663,98448,29969,18786,12930,7359,4216,327
40799,120985,82803,55175,56253,61473,17850,7327,48730,67840,81772,89949,102815,36740,10884,46294,65746,74863,80592,111403,45111,12209,10334,15983,28989,56219,131579,179337,13961,15472,23949,40178,79692,148439,111980,1803,2092,16549,110487,111178,108755,82139,2159,2381,26891,93458,120746,104313,83267,15587,30495,49225,65669,86294,110446,76315,8010,7739,16881,33788,91743,200928,81127,12859,59423,55243,59569,77276,104304,64930,136024,145255,64333,29028,18448,15723,19152,23303,55486,69631,73119,74711,65945,66521,621
0,988,5448,22287,100236,351687,30503,11,1693,8970,34590,174073,272168,19644,88,10312,23636,99767,189248,174942,13156,9110,36102,64814,98113,148148,141126,13736,4423,7557,43205,131381,199682,116063,8838,5,661,7361,49452,104162,178256,171252,7,850,9164,45781,108824,173218,173305,3444,6743,28864,91331,176348,181696,22723,3926,4659,22675,74155,166559,218536,20639,9891,74090,151511,156872,93230,23784,1771,499,13820,86374,166481,157140,74910,11925,2999,27978,111463,158412,135977,63960,10360,165
9306,16489,26016,46723,55846,39458,7976,13576,24254,42722,44442,47125,25791,3904,16984,51588,46834,42642,31726,10062,1978,9847,23273,41758,52787,48975,22446,2728,17309,63472,53046,40093,21433,5896,565,6095,65160,96071,29828,3657,825,178,6643,71850,97447,21100,3825,782,167,20326,57652,44037,36482,27966,13277,2074,9629,18759,41006,60111,54587,16414,1308,5480,9744,18887,32186,48178,62820,24519,108,2511,11353,26262,50198,80352,31030,18496,78019,52832,30786,15750,5465,466,71
207885,187751,59768,37834,27986,16210,19012,230833,180691,58943,35326,22508,13158,18517,249441,177048,60474,28930,18184,12359,17250,118939,117798,135207,100823,52290,20542,21896,138974,178856,130121,74458,35768,14215,6667,122505,168946,145353,115038,24580,6798,719,122937,178585,158522,89547,27291,6255,802,128149,204206,120282,61720,34522,19111,6854,202423,161367,97161,47408,17860,12268,15160,37165,15392,18935,30102,64045,207219,190827,16785,46656,96936,121901,118249,85686,73763,74269,202331,159166,79552,35521,12069,4587,24
16,39867,102491,127084,89330,15747,258,704,66435,93205,104439,80748,28720,542,3799,70445,56846,61136,84408,93498,4661,42312,70759,70783,69639,63146,49752,8402,11180,47927,71163,71597,68311,69808,34807,0,2139,8635,68191,125426,129614,40788,0,2546,11372,63237,132175,127173,38290,5558,53059,60495,69925,89382,73807,22567,15061,40033,79128,92122,84343,59943,4163,10876,108963,61483,51918,58773,67556,15224,60795,61817,61579,70159,68942,39412,12089,6269,43499,58123,64005,93596,70346,38954,464
110726,151261,110155,78644,52962,22128,4128,85243,112779,88350,94298,82725,60018,6591,59677,102320,74547,78342,98552,103651,12915,67849,60481,61254,83994,112515,111620,32291,21908,42527,57172,71641,91537,137761,107458,2459,23327,48391,112867,129161,125078,88721,2977,26241,54987,99919,136432,119442,90006,21521,53116,67958,73147,88134,144414,81714,84186,59748,55939,79332,108629,122402,19768,3335,33126,104300,121038,112756,103583,51866,235100,140398,67019,36077,24158,18673,8579,17825,36210,51920,73287,103253,116053,131456,631
