band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
0,0,75,661,2045,2558,4637,7962,13574,25208,36082,3093,0,26,1214,2228,3214,4691,7221,11425,16098,28478,20941,359,1,983,2596,4177,6391,7652,12163,19056,19526,17155,6095,100,1848,6195,5457,5194,5015,5461,8663,13329,18940,18216,7048,529,872,5755,11379,13913,14821,14333,12107,9359,6539,4525,2146,146,0,7278,21902,29538,16689,11305,5737,2818,493,124,11,0,0,7245,23939,27135,18241,9311,7035,2262,616,95,16,0,480,5017,9114,9593,10296,12323,13122,12209,10269,7906,4770,796,641,582,887,1682,2767,4377,6732,13709,30611,27692,6081,134,4408,7466,6674,7736,10340,12570,13968,13025,9322,5950,3709,727,0,16,327,1523,3651,5573,6866,8488,11348,16250,35145,6708,1393,14696,15462,13254,10822,10667,11181,8636,5516,3126,1067,75,88
88,10580,55198,54938,110242,95673,119409,140938,124726,102148,62014,8489,98,7934,37820,77037,93533,107528,99914,115974,122954,124717,93516,3418,938,15472,47512,56334,65083,85302,98050,107066,116052,138398,143437,10799,47625,77762,66064,65493,63213,65840,77515,86447,103737,104133,92738,33876,14525,43389,26965,29934,40590,62296,86478,106375,109419,122086,130735,111651,0,44,2778,12751,38395,76342,70832,91062,85895,184569,196181,125594,0,62,3516,12098,44912,63374,84626,74123,106251,162767,206773,125941,19221,45071,36214,34537,41278,64744,92501,103591,115137,129192,134055,68902,14829,32073,50087,67560,88623,92996,94673,100236,102444,110592,116192,14138,7514,57929,230294,144810,96148,72235,57732,50789,50688,53847,51548,10909,95191,135359,130426,124079,106256,80025,56135,36533,25300,23473,53089,18577,35242,42285,30734,30435,34182,41698,55362,73501,94665,107179,131819,207341,559
2345,55905,130499,128318,146768,155169,154353,131440,77178,26142,7285,626,7156,72693,152141,151489,151103,138977,128017,102787,69809,36234,5430,192,8781,74500,138649,136634,127987,131939,119390,94716,78743,67770,36734,185,130656,160488,154807,149866,115953,97618,71504,53316,40836,26432,12455,2097,57052,82720,99043,99523,104153,103672,100508,100560,97910,94321,65374,11192,0,408,2552,32191,44040,101866,125126,181184,145741,191229,123943,67748,5,443,3236,32555,50655,84899,153410,148538,177685,168356,127893,68353,56879,83805,103383,109257,108039,108059,107955,107544,104526,97712,28699,170,89865,146475,167818,159439,129668,103959,68575,50994,41760,35006,22079,390,40011,40226,103972,129110,131863,127818,118512,107396,93879,77718,41348,4175,35832,102853,115923,109979,100415,89676,81117,79252,80201,81040,87268,52472,29934,36738,69393,80963,89148,96738,105147,112816,118159,108551,103023,65418,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
25316,100311,39070,16073,8631,5456,2986,2013,1277,458,237,583,48309,101663,31067,10441,4584,2791,1441,859,402,207,332,315,69996,79992,26979,11440,5955,3394,1965,1128,634,441,359,128,5216,4948,5308,6963,8731,12504,18895,24013,32496,38917,30640,13780,9721,50255,38067,28588,22547,16749,12476,10233,7802,4564,1196,213,0,247,3686,13021,18140,47316,50459,36091,14424,12697,5816,514,0,241,4278,12200,20304,40057,60199,29452,17987,10964,6213,516,32150,71942,41550,19255,11884,8767,7175,5241,2992,1155,240,60,10570,24227,37156,39048,32680,26062,15896,9193,4837,1906,489,347,1432,370,736,1513,2083,2773,3374,4836,7452,14462,42205,121175,19150,23054,22274,20560,18410,17281,16350,16263,16780,16275,12269,3745,28543,82728,33508,15760,9661,6813,5236,4310,3472,2954,2945,6481,588
0,3792,37792,40998,37734,35978,35829,44329,45411,36379,32594,5126,13,17616,62758,54741,49969,40826,36333,31832,27281,27256,7147,190,3254,96957,83078,49293,39102,28174,22026,20190,11199,2062,580,47,12925,11286,16330,20998,28561,34517,49513,61013,59822,40183,18094,2720,10304,58347,107693,81249,50849,26710,12291,5757,1926,630,204,2,0,8450,55284,147242,109947,29661,4535,670,143,29,1,0,0,8391,58145,133916,122974,27226,4433,685,166,25,1,0,9699,73394,93098,68634,46397,30220,17706,9828,4417,1788,613,168,8701,8629,16356,28817,40855,56186,71110,80707,38000,5869,706,26,3416,4385,9226,11239,14410,17339,20107,25029,38117,59220,102826,50648,0,14,286,1176,2544,5280,12110,29610,67911,112542,109208,15281,14480,115045,101573,52890,28646,17474,11711,7096,4139,2112,690,106,216
1406,21961,36709,44138,43576,51586,63105,60957,59369,51792,24958,15833,767,22694,54470,62289,61944,57348,57283,50159,43350,37773,17547,10291,3616,56043,84589,71011,51864,46105,40684,36079,34602,28431,15921,7552,28011,20920,20776,20283,23282,30215,42604,63092,76767,73093,49724,28301,25661,16552,28765,47271,57291,55889,56041,55468,53592,45111,26244,11159,2221,12514,16958,41293,62327,85171,90315,78110,40473,37567,11148,1441,2133,12797,18649,39529,66840,72269,103219,66713,50409,33170,12447,1363,24408,38755,59460,61649,60163,56006,51503,44560,38252,27033,10841,5732,22219,17744,22258,28550,39883,49923,58408,74658,72352,54619,24407,10410,7607,10955,17917,28304,30726,34615,40510,51401,64961,79065,78216,32205,6355,28608,52941,62034,62319,56602,46454,37906,33068,28448,31016,30149,19966,48603,60274,58856,56914,53153,48149,42380,35018,25657,18449,9610,547
195398,90938,11359,2469,1654,669,374,173,80,63,64,10,179592,104570,12374,3564,1465,806,314,291,115,83,72,5,178014,90266,20086,7007,3091,1886,1062,790,477,425,143,4,12676,8744,10228,13565,17294,23211,38785,38525,47528,43109,33733,15853,34153,92461,61344,42970,28909,17017,10693,7328,4855,2537,824,160,0,2754,5153,10676,17309,71555,88500,76023,15165,11393,3901,822,0,2796,5940,10480,21199,53266,117471,56350,21136,9418,4449,746,67205,126956,58799,20968,11185,6806,5279,3302,1727,798,210,16,44911,86408,70412,41202,22220,17477,9920,5838,3490,1229,137,7,3589,884,1075,1652,1720,1932,2435,3326,5436,11729,45471,224002,29794,41672,35908,31454,27690,27209,24467,22612,22277,19163,12652,8353,58860,130491,52271,22936,11563,6881,4774,3445,2834,2235,2226,4735,589
1,4111,62394,148449,144136,178234,140172,91251,47239,12821,1389,60,249,1779,19554,75306,180161,162350,151068,115846,76159,43316,4448,21,616,1273,6093,26613,59856,111561,145950,168056,156264,124216,29742,17,95319,194751,162263,130231,104708,75499,40381,17716,6385,2393,528,83,3974,24145,104571,178349,167437,128883,95219,65042,41870,18426,2259,82,0,266,1524,1446,1227,4637,16434,45663,60303,126392,162625,409740,0,302,1566,1372,1439,3854,19105,38873,71784,111858,172252,407852,2814,2238,23425,101019,172113,184448,154848,97222,71433,20055,628,14,15501,69955,125026,134578,149159,123943,84895,69668,37349,17821,2342,20,4980,184651,256129,153613,91687,57519,35556,22853,14201,7136,1892,40,180,2262,8779,21207,40323,65727,97560,141672,190321,183213,74601,4412,2433,3170,21422,58047,105988,153975,178515,152164,94376,42502,15519,2146,514
3960,155648,85739,74439,91012,122627,154852,133762,61170,19484,2718,424,47288,145846,63672,86557,113514,136362,108617,84588,65815,40368,12781,427,64300,111500,68509,94984,111518,103933,96215,88774,81156,63081,21387,478,22852,45178,83548,117560,138313,142657,132047,110607,71530,32564,7991,988,20744,74117,55040,51172,62123,75093,89627,107867,115431,124126,99098,31397,5,37378,93128,151241,97524,99869,91693,117396,76111,62594,40941,37955,23,39384,103383,140826,104437,82909,104805,102921,89113,56661,43322,38051,34130,77723,61470,61584,77703,93643,94143,94414,103575,107296,81871,18283,59536,98640,81854,101311,118928,124270,110539,86382,63876,42356,17441,702,9872,7513,30497,61794,91709,118229,128062,116285,91925,75797,124396,49756,99367,165112,161086,121777,87896,67207,54394,47036,38206,29323,19370,15061,8911,55247,69045,57285,59131,71038,87922,104386,113349,99550,92775,87195,406
0,669,9080,15725,17395,19787,22806,28469,30445,33845,36055,9195,0,5572,22977,25143,25245,24735,25421,24131,25216,28313,12992,3726,453,34424,43087,33767,27047,22976,18319,16982,13943,6214,4083,2176,12212,8737,12951,17796,24700,29344,35116,33966,26057,15150,6273,1169,10370,39196,59730,49020,31543,15596,6962,3584,2221,1768,1898,1583,0,6917,28466,61257,72810,39296,9707,2966,1213,629,209,1,0,6698,30068,55596,80492,35186,10465,2716,1439,579,231,1,9307,32063,48759,44641,33871,22214,13010,7281,4099,2777,2151,3298,7697,7884,11540,17116,23160,32215,41114,42252,24748,10281,3538,1926,10084,5707,9039,10463,12379,13960,16422,21285,29826,38599,42992,12715,0,5,81,257,640,1661,3757,10048,28653,63299,97956,17114,10683,54296,65405,39664,21249,11682,6874,4449,2970,2154,2987,1058,220
0,183,3664,7636,10915,15359,22437,33700,45217,28004,8455,230,1,874,4997,10043,16090,19834,29100,35256,37792,18407,3360,46,4,3003,13007,18598,20801,26421,31488,31655,21872,7454,1469,28,538,2095,4359,8142,13966,19557,28302,33924,31585,20505,9505,3322,548,4715,16607,25326,36002,39237,28740,15615,6391,2202,386,31,0,28,9237,51532,66373,34964,10318,2608,513,185,39,3,0,34,10553,47412,72407,30950,11415,2229,599,158,40,3,382,6115,15845,20587,25319,27846,29062,24144,16949,7599,1765,187,150,889,3148,5437,10402,17516,30687,41150,42621,20553,3200,47,182,2133,5079,9599,15169,19305,23087,26809,30036,29698,14154,549,2,145,958,2679,5629,10078,16726,27326,42050,46128,23265,814,425,14592,37877,39987,33656,23288,14363,7928,2918,629,111,26,70
0,2243,13591,27299,36998,51354,70622,105378,143713,165167,142913,9941,19,3758,14069,25209,39533,69348,103093,126227,160955,162155,60768,4085,54,11069,36052,67357,90120,106610,120715,123501,108771,81213,20337,3420,49450,101385,121624,114010,104814,85269,71410,56653,35561,17826,7951,3266,22770,103631,105115,88601,86223,80949,74189,72870,68294,44627,16368,5582,0,27005,172197,195852,128414,122192,54155,33173,19712,14153,2122,244,0,27721,193176,175624,135890,105891,63959,27658,24947,11773,2341,239,17626,79587,103586,98630,89129,79520,68638,68111,71888,60844,25027,6633,17958,35024,48306,68856,88501,113304,110472,105363,87353,65883,24874,3325,11100,45153,115071,132992,123304,102037,80842,65404,53530,28403,10632,751,75,1792,9770,24544,41621,54827,62661,69467,82791,118983,237090,65598,7287,50943,105580,106674,93112,80807,71500,68761,71293,61851,36443,14968,335
0,0,0,32,465,2582,12756,48327,97063,140371,121891,8549,0,0,6,512,4616,24133,39082,70959,95205,129751,66465,1307,0,30,7801,24072,58292,56369,79976,70164,75488,48188,11226,430,3456,3683,4856,9486,17366,47609,98189,92907,81560,52989,18785,1150,2172,5416,24563,44395,57380,62210,69072,69255,57056,30747,8635,1135,0,21,693,48899,151988,138865,39888,33411,11536,5700,996,39,0,20,1259,51608,169970,107170,53515,27328,15002,4961,1153,50,1462,11570,35267,43850,50760,51631,57754,61710,54960,42305,18261,2506,789,1696,4743,17084,38032,39929,68802,72586,93598,79076,15151,550,2225,7218,13540,26654,41369,59299,77284,89794,80517,32475,1661,0,1,86,1090,4608,13693,30531,53764,75995,86942,87841,72230,5255,1054,10833,53421,78806,81606,72793,56601,39288,21428,9395,5355,1456,150
28,1527,4426,8668,18783,27518,58901,115333,235123,328962,322598,68339,162,1813,2403,3244,6077,12141,29885,60907,130895,337112,532980,72587,149,1545,2971,4752,8852,16104,30830,58484,126364,322994,537261,79900,3021,3965,5110,6765,8894,11788,17721,29579,65582,184777,491420,361584,1718,2511,2526,2976,4316,7200,16161,37684,106472,274633,463747,270262,0,16,282,1659,3118,12162,31310,96983,185679,393544,312334,153119,0,17,337,1604,3610,10188,35600,83662,220281,357597,326012,151298,1165,1768,3275,4563,7372,13129,25489,48689,109380,253322,440747,281307,2334,2212,2144,2743,3296,5393,7977,15957,48197,201951,749356,148646,11743,93163,186977,182152,191115,173382,135293,97838,66926,38122,12664,831,9311,117603,273746,326407,256884,121654,41053,16276,9666,8128,7509,1969,723,2559,11968,36032,71667,115221,162196,197877,202662,172272,147567,69462,116
0,1,192,368,1071,836,2052,4776,15439,49907,78812,7356,1,128,1083,1518,1883,4395,7963,19622,34258,54981,33832,1146,2,1508,2807,4241,8871,11958,24355,35812,31164,26657,13187,248,3295,7952,7720,9106,13193,13960,19109,21690,28466,26196,9301,822,1221,8900,21183,23217,23022,23004,20411,16458,11693,7871,3558,272,0,19731,50589,52042,25498,10529,1580,632,150,55,4,0,0,19607,54983,47967,27195,8215,2103,480,203,51,6,0,751,7609,16349,18921,18394,20822,19239,17953,16597,14316,8344,1515,783,712,1255,1921,2902,5209,10715,24947,55615,45515,10968,268,6475,15630,14985,15596,16725,17094,20201,23002,18390,8697,3192,823,1,7,122,727,2808,5763,9530,15067,21455,31481,63648,10201,1282,20527,30534,26137,18882,15354,14379,13476,10088,6281,3449,421,141
0,7531,9348,27224,51731,72216,104518,123140,142160,163907,100909,8341,107,9374,4932,9276,25086,56214,84288,118207,148271,196335,153665,5270,3840,8569,7284,14138,26590,49659,82200,122960,161784,186040,142772,5189,24868,7680,10181,12900,19408,30909,56758,98711,147900,201948,175457,24305,21184,5300,3762,4883,8672,19013,42243,94063,166133,192990,161892,90890,0,4743,17628,12298,14593,36746,89911,137420,170486,207143,113846,6211,0,5226,17688,11643,15865,36585,89860,133869,186091,197075,111284,5839,18925,4936,5467,7540,12973,22605,38421,65329,115592,203268,222625,93344,19592,4400,4153,5951,9676,15204,32120,70180,157755,273266,209749,8979,18492,14649,73721,120429,136787,131827,112523,88812,61900,37287,13898,700,16146,122218,184733,174427,128115,76767,38527,19635,10989,7048,8315,24105,15502,6774,16240,32366,51594,75141,103287,121173,118591,100316,102397,67644,120
331870,38741,8441,3481,2003,1056,426,359,111,33,9,8,295484,60695,14614,5655,4027,2765,2021,773,359,105,36,4,262390,68994,23203,10709,6892,5254,3538,3531,1570,392,64,1,73421,40672,26558,23517,17591,20978,21197,21623,25383,28919,36827,49852,107684,72975,44123,36452,30239,27226,20989,17268,14484,10044,4636,418,46642,304657,25526,6769,1519,828,320,176,66,31,4,0,43758,309031,25667,5195,1595,663,380,140,80,25,4,0,140714,95493,55854,32127,18841,12620,10152,8407,6479,4794,1008,49,151257,49348,38803,30418,30551,23245,22607,14381,14380,8650,2803,95,79,181,620,2263,3558,4220,5173,6884,10468,20083,63796,269213,91835,62932,43378,30960,23002,19051,16277,16084,16190,17656,29536,19637,90500,130797,57518,31060,19571,14275,10447,8744,7105,5549,5273,5699,272
0,5452,12739,22241,28938,46416,66811,60217,17936,3235,1253,554,11,13568,20033,25021,29393,44680,55374,50261,21427,4176,1539,309,5357,19072,23725,26227,31137,34906,45997,52553,23340,2180,975,323,24339,26358,41300,50006,42450,30305,21384,14210,8256,4631,2148,405,30518,16427,18075,17852,22617,29915,39936,48219,33808,7143,638,644,0,29272,184324,42576,5774,2404,894,392,133,23,0,0,0,30980,188593,36573,6062,2085,975,354,153,17,0,0,30920,16557,22602,26815,30603,37058,44034,36072,15814,3923,639,755,16271,13953,20546,33037,44375,52956,52033,23563,6772,1396,551,339,15362,4315,14306,47208,48223,32033,22832,19011,17704,16638,16625,11535,108,1818,11232,33053,45224,38057,26891,21915,20249,17026,24598,25621,24722,15877,17307,16562,18580,21722,27209,34554,38333,31685,15716,3525,379
