band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,census_code
37258,101124,135376,140691,60941,40317,147381,138945,107695,41577,93933,163678,104860,80068,33958,57458,51532,88986,173821,105271,51604,112265,134427,126437,54311,19247,106121,208422,119821,25927,20527,103865,205499,127241,22406,86331,146321,128522,91653,25535,48488,74386,135171,164662,52724,24727,64372,90696,153151,143536,54070,145967,123376,80214,72273,92706,140682,121381,85242,37018,547
292274,9422,1198,256,101,292690,8455,1635,374,97,281269,16594,3774,1312,302,25287,36646,68393,112872,60053,155613,100091,33538,12330,1679,4093,31255,197412,61664,8827,5122,28141,197639,64856,7493,224229,58978,14701,4898,445,161227,103511,29129,8962,422,4877,3663,5338,13858,275515,86720,75220,60237,53182,27892,216269,58027,14284,6878,7793,589
13898,328478,353751,129906,4224,4996,212670,406275,191264,15052,3124,73365,317616,362686,73466,364502,312201,130956,21367,1231,57799,387461,271506,106969,6522,1008,3296,29859,161057,635037,1145,3123,29828,173946,622215,9509,253325,400634,163299,3490,129337,336288,260334,97126,7172,308715,367362,113438,36751,3991,4878,57740,197986,424599,145054,10766,155197,391805,242524,29965,514
200369,187629,331262,179009,7566,220925,208185,288126,161328,27271,202092,225690,241648,192851,43554,95211,279152,334210,179759,17503,119496,130457,198942,276886,180054,68526,298944,230913,205057,102395,82081,285120,225406,215826,97402,138332,156942,223242,243445,143874,190724,242869,279356,158793,34093,26048,154715,291400,229093,204579,333088,286799,146966,94041,44941,94510,142578,191177,260563,217006,406
2642,37106,51930,73129,58664,14001,59464,60634,60859,28513,53796,80512,49225,31841,8097,25629,44921,78480,61912,12529,73452,111637,28200,5977,4205,17316,141113,60939,3621,482,17137,143305,58757,3869,403,60552,102258,42811,11446,6404,19478,43645,86459,65242,8647,19237,25875,36674,69294,72391,15,793,6861,70688,145114,93762,94169,22995,7683,4862,220
881,19543,45194,93288,16894,2311,24632,58919,81460,8478,7248,43625,69380,52417,3130,4059,20327,60343,72201,18870,10000,65372,79982,19456,990,607,116401,56515,2188,89,818,118545,54167,2196,74,12200,50218,68111,41316,3955,1846,15670,57576,92022,8686,3943,24852,50814,70354,25837,366,7684,32622,93372,41756,28752,91830,45642,9319,257,70
8140,64217,141665,333105,222092,7884,67774,199763,368247,125551,21028,165790,270738,260914,50749,198115,271884,190822,91699,16699,169675,220926,184976,157234,36408,66781,436447,206407,53468,6116,78421,424234,205746,56016,4802,137747,233773,178670,166762,52267,70182,172264,268830,205358,52585,97879,306289,220150,125609,19292,4535,63701,140234,202779,357970,97568,248621,183355,166259,73416,335
0,276,18626,223749,189385,0,5023,83746,213247,130020,295,81237,160658,162573,27273,8502,28607,153248,204621,37058,14366,108401,159029,131430,18810,73,199822,192220,37262,2659,82,182795,207208,39720,2231,26011,105733,133146,132676,34470,3806,37565,149029,201245,40391,13641,67881,163460,179035,8019,293,15318,102063,201974,112388,28203,181890,154385,57854,9704,150
3048,25232,112639,506313,542974,2925,9766,49472,356883,771160,2646,13385,57793,329120,787262,8804,16661,37048,175305,952388,5199,7788,28762,275506,872951,57,4592,59251,481697,644609,88,4357,59186,523589,602986,4196,12406,46589,280652,846363,5401,6896,16341,147133,1014435,181429,445729,368819,168892,25337,223409,719834,207586,26502,12875,6227,98981,332681,471665,280652,116
29,1088,4087,40730,114876,290,4203,13766,86166,56385,2469,11967,45353,78039,22982,14351,22904,39170,64286,20099,18661,53827,51986,29587,6749,34831,111498,13899,560,22,41698,103891,14630,575,16,13600,45841,46089,40470,14810,1927,5141,18485,111537,23720,28123,38143,44930,43072,6542,32,2873,18793,51017,88095,34016,59925,35906,24998,5965,141
10110,73618,210152,345640,171505,11662,29050,171699,358916,239698,14774,39563,159979,371776,224933,36150,34733,109577,345899,284666,27925,13586,76492,363035,329987,11482,34004,151487,414493,199559,12887,33622,153516,426097,184903,26052,20627,74260,284825,405261,25610,15518,58494,367151,344252,53319,283346,291474,156166,26720,210188,394193,141497,30153,34994,27132,83218,214035,278850,207790,120
374410,9545,2185,373,25,364229,15957,5242,1033,77,342243,28566,11014,4582,133,124901,54227,46990,62482,97938,200303,85340,58702,33530,8663,363394,21595,1329,208,12,369290,15671,1357,211,9,261100,78628,27835,16549,2426,217723,74748,55847,32356,5864,425,5587,11298,26087,343141,173780,74179,42766,39191,56622,249148,76933,30001,17386,13070,272
11574,53057,135136,63530,2495,21219,61872,120019,59976,2706,33551,65581,97774,67235,1651,65143,112775,61501,22270,4103,54089,46700,84945,77538,2520,102809,158555,4006,419,3,101863,159594,3920,413,2,56268,64463,95649,47305,2107,37877,82731,119659,24334,1191,22623,98404,67258,42699,34808,4374,78183,78420,48284,56531,47640,41549,59185,87292,30126,379
80886,141402,118562,61732,9160,20067,78640,115307,151013,46715,7799,40636,87863,175048,100396,16045,28509,75288,185323,106577,2898,7996,28081,108234,264533,1186,8096,69341,225627,107492,1550,7750,70001,232261,100180,2840,14108,46957,135110,212727,14523,28690,67065,172331,129133,9637,133427,168250,85443,14985,347397,48338,10050,3527,2430,2912,14886,49343,114691,229910,581
3,20449,37885,315700,174580,7319,31543,61795,347870,100090,18056,41759,186772,258200,43830,26161,118161,206739,170896,26660,9411,55990,221822,174126,87268,15386,212205,238628,72577,9821,20588,204673,238030,76803,8523,8560,52732,213751,186272,87302,11742,52190,202855,236187,45643,23459,179705,236421,95554,13478,62470,98502,136531,195894,55220,5944,95347,216243,141260,89823,236
22055,328478,451454,255726,24537,20126,270846,447613,299291,44374,13759,141366,353271,431602,142252,374943,354204,246596,94548,11959,76003,423615,341577,210407,30648,5638,12677,70452,232414,761069,6913,11255,70201,247585,746296,26599,289311,467762,281509,17069,146560,332285,345636,225412,32357,330020,477895,173216,83370,17749,24817,116739,297043,489531,154120,39098,201243,448323,333474,60112,515
8222,190327,341870,225950,7684,14111,208632,251423,284450,15437,12998,122127,185370,355094,98464,279222,282938,155107,52779,4007,59953,208109,261605,220971,23415,99,6756,33482,130831,602885,234,6630,33873,143245,590071,23064,164477,260909,307392,18211,95645,219269,294482,155536,9121,327722,250592,99494,75664,20581,34228,123919,253988,278659,83259,31811,116613,190193,321106,114329,498
1,5554,17233,88292,114671,61,6723,19557,116533,82877,3824,26620,85603,94074,15630,6895,5746,18761,65691,128658,10799,43758,103985,56279,10930,17856,174183,29988,3252,472,25438,167268,29298,3358,389,12766,58907,85252,53161,15665,4704,1936,16161,136237,66713,12326,18134,54847,103761,36683,69,4796,33821,114816,72249,51921,115038,37692,15588,5512,174
141504,171478,108085,71265,10504,198266,145030,94076,57471,7993,192763,161140,92504,46488,9941,91578,187228,145927,71465,6638,93744,151164,120734,91220,45974,157942,266848,71284,5359,1403,173578,253684,68830,5459,1285,108758,158314,112241,84526,38997,197342,144222,93791,57858,9623,12491,36692,108287,177090,168276,106283,143192,121328,92147,39886,57019,161572,134010,94708,55527,431
322238,144440,51461,25299,20978,207226,111366,102104,94205,48892,195536,73687,62111,106159,125727,46836,47101,74046,170900,223667,91912,86981,81870,125464,174135,74588,75987,94481,124075,189875,80308,67382,95370,139332,176614,130998,84094,71957,108318,165874,83804,74094,101599,165193,148683,48640,104632,79338,86313,242672,290169,142308,56141,34867,32293,149558,99977,84021,101887,119318,612
113206,26292,4078,3229,202,110164,25020,8459,2834,530,111588,24963,7446,2838,172,24740,33245,35217,27940,25865,75049,45312,21935,4223,488,66269,79651,1049,36,2,65298,80699,969,39,2,99698,31542,12708,2901,158,69706,44449,24875,6639,1338,2428,3567,6178,24815,110019,14800,35753,37593,32415,26446,92235,35667,14724,2755,1626,318
29324,65326,90056,190557,21332,60407,75846,152717,100002,7623,71949,124030,142216,55997,2403,72880,149161,141089,31721,1744,52089,177606,136555,29004,1341,1106,56000,230993,100829,7667,1229,52378,231653,104998,6337,47209,156141,138973,49255,5017,71528,125532,147768,49856,1911,11345,64277,116786,152537,51650,1221,28337,92933,190172,83932,24035,186766,140729,41606,3458,38
0,420,7052,243210,403560,64,5550,59359,387145,202124,1400,40047,204662,322791,85342,9250,28933,206627,370092,39340,9730,52589,197981,300275,93667,4190,235400,325466,77155,12031,5235,228105,330442,80324,10136,6715,66185,206104,271720,103518,3378,18853,113754,400624,117633,24693,172104,307010,141215,9220,10495,145490,221469,197701,79087,11869,133688,263126,200550,45009,154
288,1745,1211,592,135,1116,1675,670,451,59,2041,1101,542,259,28,1975,615,535,504,342,2663,700,406,175,27,0,1218,2247,449,57,0,1165,2298,464,44,2530,770,429,223,19,1892,1063,692,270,54,1164,420,504,772,1111,27,137,297,701,2809,2333,812,481,253,92,634
189861,100939,112230,109112,30609,201968,158964,120437,47710,17098,245265,208498,68125,18360,8988,73158,140192,179288,116118,43033,201289,243882,85203,22138,5259,9028,364084,177969,8620,654,10446,341454,198867,9085,503,240709,205537,76045,24576,8749,142814,204942,157565,30971,7136,24113,23190,64235,161272,276425,8987,49736,114237,201873,170459,232294,190058,86204,31591,9777,203
12892,116709,204208,210161,43607,15840,136201,268053,146297,21186,40068,287731,185783,62903,11092,107447,192592,197172,79810,10556,195958,246717,94426,42994,7482,43931,392387,140534,10051,674,49142,389892,137761,10251,531,144106,272274,109926,49527,11744,62625,204634,222373,87461,10484,31631,80274,169804,252368,53500,1803,24970,64189,159060,337555,163785,266222,100663,44188,12719,333
50656,25494,25401,48720,94148,75896,29614,36926,25666,76317,79146,32051,38607,26314,68301,129215,27334,15557,14515,57798,163507,29398,28386,18218,4910,244324,92,3,0,0,244341,75,3,0,0,145241,32942,32333,26636,7267,110356,31851,19691,15230,67291,104513,56879,33705,29325,19997,6813,15017,18529,20722,183338,167997,16145,18248,24631,17398,1
100762,205722,114461,24114,958,83786,197305,125389,36944,2593,26048,171461,158999,78279,11230,221930,108816,79437,32973,2861,1759,35815,193766,130804,83873,216,838,28361,139799,276803,260,778,28475,150451,266053,2447,48411,194597,136737,63825,179795,139899,81216,39888,5219,33455,193238,132207,71287,15830,197484,173719,65908,7372,1534,2636,15882,45762,111551,270185,562
32373,11680,5975,4164,99606,18855,22874,8809,4523,98647,19003,23946,9459,4895,96321,23397,7527,7021,12234,103329,109900,18843,18294,5581,424,142833,8095,1589,312,38,143228,7697,1560,322,31,101289,22793,19190,9050,911,16166,10932,13853,14300,99842,96515,14243,8593,9950,23923,5645,15882,10548,7360,112119,116288,15889,8146,8219,3193,15
123930,3134,829,228,49,122374,4104,1229,415,48,116260,8161,2785,893,71,54076,14019,12857,17053,30165,75672,21935,16579,10068,3916,125641,2084,398,42,5,125833,1893,393,46,5,91797,23194,7552,4211,1416,80952,17914,14766,11536,3002,126,689,2163,9292,115900,47542,21410,14246,15363,29609,86785,25035,8837,4792,2721,269
306601,29876,12182,5670,5042,307381,33636,10248,4483,3623,307068,35485,11137,3383,2298,96317,54399,59712,64241,84702,184492,91636,53868,26853,2522,239252,89277,27560,3048,234,243128,84313,28639,3110,181,235943,77493,31592,11378,2965,179268,87039,59128,28277,5659,5783,5275,12426,28952,306935,97517,86608,59583,49908,65755,247831,63585,26524,14815,6616,327
91331,139260,80340,85083,39324,20892,88050,118967,124837,82427,27018,82309,104189,125884,95493,16224,19296,40447,118810,239873,19710,27486,58484,149812,178179,2547,17494,139700,147195,126067,3061,14738,138348,157173,119895,26545,55404,96148,132397,123537,10392,17149,51216,185706,175753,34750,81841,84247,122192,110574,204531,132584,41655,23748,25445,42995,91196,102097,101205,91223,621
81,4377,33074,311329,162288,244,8386,57105,329294,116120,2812,23503,139219,282621,62994,19883,75602,137366,226061,52237,5667,37408,178919,253732,35423,42,6901,67860,179017,257329,93,6851,67722,189945,246538,4939,24578,131139,270348,80145,4942,18631,106951,279544,101081,28032,175149,215009,86487,6472,2179,72803,227078,177708,31381,7645,106200,218092,152003,27209,165
14796,31387,59449,77162,19020,20679,49292,64687,57443,9713,34947,71352,59771,31175,4569,17486,45737,76263,54707,7621,40338,83739,56001,19906,1830,22094,139320,37090,2938,372,26743,135726,36157,2840,348,42845,70806,52002,30402,5759,14810,46668,80097,55968,4271,8740,20550,45099,78775,48650,498,10263,37267,86248,67538,48855,92177,43274,15791,1717,71
321444,128827,49873,32568,23734,335169,127779,50382,22969,23677,351311,126190,43051,20886,22248,164270,180109,142523,52320,28273,214280,213226,104678,36315,10560,196017,235472,129495,20259,2696,198239,227799,134328,21282,2291,216227,217209,90355,38290,12763,272277,175592,64284,21419,20075,43523,23521,43370,146650,306621,29976,107801,168105,150970,103124,146378,265455,113252,34830,7580,24
3832,116605,174115,78306,1935,13558,126069,143370,86447,5349,31140,88189,87225,133440,34799,70395,99034,97188,83077,25099,26132,89003,100482,97262,61914,341,8554,89649,185910,90339,337,9135,92045,190339,82937,19775,87338,99016,123414,45250,26426,88133,130384,107366,22484,56350,114433,73350,88798,41862,85317,86334,97176,82257,23709,19523,76592,91432,126726,60519,464
178450,169852,116133,55866,9703,137908,134586,123742,108927,24841,107073,115067,111283,144850,51731,94110,80305,119129,166214,70246,38055,71037,100910,149887,170115,9170,60279,144205,182978,133372,10984,58331,143962,190571,126156,40258,88229,103756,150498,147263,112967,72431,113765,165137,65704,8759,108513,167799,153118,91815,303491,129132,51427,30250,15704,30318,63925,103073,155632,177056,631
39054,72785,69312,38051,6752,65190,79236,57015,20682,4163,76854,66140,61450,19026,3181,38439,75459,64018,36808,12318,40189,54548,57805,66687,8798,104849,112535,8758,1742,212,113388,104120,8635,1758,201,51814,62045,68082,40841,4982,53060,97661,59730,12896,2481,7016,31447,52751,56773,78660,42213,73280,52070,41235,17430,42828,51423,46408,47768,38527,326
163074,13867,5929,3424,27725,149130,19327,10491,7337,27734,134037,26576,14280,9965,29161,98898,25109,23044,26209,40759,119826,29897,22170,20778,21348,179485,14332,7020,5994,7188,181426,12193,7196,6569,6635,118399,35725,21655,19178,19062,123005,28009,18637,14429,29895,41403,17371,20147,30533,104565,66685,26401,20603,22676,77654,101367,44450,26217,17583,24402,58
83501,162839,117668,44478,3224,132764,115514,92008,64321,7103,123867,108685,84243,80048,14867,41277,149642,148525,65991,6275,66497,81671,74020,94306,95216,80059,294727,33705,2493,726,102239,272599,33680,2559,633,74115,88178,75459,100542,73416,114991,132383,88942,64420,10974,4520,59080,110791,125897,111422,168874,96986,61466,53348,31036,53291,80962,73608,83542,120307,367
26396,45492,83277,119639,13819,39896,61498,92399,87067,7763,49072,65268,92576,76968,4739,102499,108922,63565,13088,549,54402,53927,62334,81419,36541,23648,162716,64054,26904,11301,33437,151142,65037,28230,10777,51232,54791,63528,84975,34097,78923,97085,82949,28116,1550,25504,121034,72775,38047,31263,38578,82547,60373,52764,54361,33650,39559,51318,74974,89122,369
38382,147204,270781,254317,66717,75352,201663,242477,202798,53927,150994,211998,189752,173686,48761,125434,105992,153735,228769,160402,136709,165051,182957,205463,82138,20935,197851,440265,108081,4380,22152,197370,433945,114507,3542,178618,220637,186740,152223,34770,112486,133488,206861,253011,72767,54382,165193,172697,177043,205017,70000,221947,167275,147787,165295,170834,207455,186171,146809,61019,546
72934,132178,95226,19951,1496,52463,127338,99384,41353,1247,50540,127392,74889,55455,13509,94422,116255,65758,36572,8778,75292,100331,62446,60576,23140,133,21417,144009,97229,58997,192,20486,144479,101733,54895,72629,108076,67764,61068,12248,99733,118935,52608,41499,9010,24949,57732,101114,113165,24825,42075,58632,58984,97748,64346,34955,104919,90311,67280,24320,491
960643,111587,58206,30001,4462,999622,109764,42214,12764,535,1015903,81147,48607,18660,582,180352,236648,234026,224744,289129,610665,324500,145524,68019,16191,1068563,94446,1811,79,0,1093218,69772,1828,81,0,899688,162836,62217,38023,2135,574091,319650,169318,82474,19366,2919,24998,47495,74348,1015139,249521,294814,244642,221995,153927,834925,186409,64776,38689,40100,314
19,2255,25963,280445,2262396,65,569,8099,105089,2457256,124,1281,9179,93145,2467349,1579,4864,24943,257061,2282631,837,2451,13239,148770,2405781,18,1791,38568,480794,2049907,22,1755,37973,535210,1996118,611,2587,13924,117750,2436206,577,616,2341,40363,2527181,1631801,740787,152763,42460,3267,133872,1276206,1042593,108713,9694,2328,47066,229338,1116792,1175554,113
0,325,14757,96798,45511,153,30752,74163,46463,5860,13962,85883,46922,10412,212,85245,53522,13500,4222,902,90957,43193,20204,2982,55,34456,116630,6027,275,3,38901,111980,6230,277,3,75591,59684,18536,3338,242,43347,61574,42429,9336,705,14550,27284,58520,53751,3286,8,772,7494,25638,123479,46404,71669,29315,9296,707,341
419671,42386,7512,2704,1322,429576,33489,6650,2315,1565,418709,40341,9054,3542,1949,26733,54399,109730,183149,99584,248648,135513,58370,25234,5830,2043,69239,308998,86507,6808,2096,74064,305818,85893,5724,337010,93999,28802,11500,2284,178895,207556,70648,14130,2366,6584,4909,8458,26405,427239,83383,108212,121685,120461,39854,329748,89147,30452,14605,9643,575
201167,5165,1463,1033,6084,195604,8971,3168,1901,5588,191838,12534,3939,2490,4742,38224,30885,41501,67156,38123,107940,65729,25150,11121,6857,40668,115139,53076,7764,573,46901,107571,54263,8049,436,139389,51927,13675,6250,5196,122370,55238,21167,9699,6470,2929,2245,3501,13091,193743,69797,61093,40913,26384,16882,129827,48676,21027,10833,5375,590
660340,167687,60624,29944,5600,512004,226127,102128,54283,29653,362120,230757,167134,127539,36645,179661,229716,264738,185012,65068,160115,165810,174491,240749,183030,140622,387884,311525,75149,9015,159870,373882,306739,75600,8104,211940,213477,177504,206282,114992,307780,278597,207965,109174,20679,38351,111511,186340,233525,354468,557017,168591,82291,57354,58942,156974,180074,154403,167228,265516,398
5148,303409,154787,36418,776,19570,299775,128635,51350,1208,58229,212175,127326,89698,13110,201983,177669,86875,29414,4597,76869,235144,115103,68050,5372,2231,18837,200074,236211,43185,2410,18435,203449,237479,38765,55165,242028,135932,66579,834,121327,233960,117029,27486,736,52184,149074,133728,119108,46444,11824,80797,119193,208721,80003,41187,154635,162079,103834,38803,512
49864,107468,92200,65915,68046,72277,121064,98696,41330,47940,99598,129812,82195,28661,38827,101595,112562,92987,54533,15227,75155,89202,89352,81408,35820,182166,144379,27646,13045,74,202327,123718,28001,13116,61,88349,102677,93720,47946,40222,111147,130657,84148,27303,32780,80073,39595,72427,88963,95840,39689,86248,81460,97505,65797,65614,87521,72965,65122,79477,306
1472,17751,117960,301320,36543,3259,21192,111921,277430,61244,6406,31369,124049,266140,47082,17433,60262,118813,224862,53676,7544,17120,126691,276192,47499,94,4871,23750,86180,360151,84,4799,23404,95003,351756,7068,17145,92250,257340,101243,8031,21533,121840,249747,73895,20108,149707,193296,97690,14245,6820,190394,210410,56342,11080,9061,76307,189038,146845,53795,168
161698,2399,560,116,6,160427,3235,835,251,31,157124,5712,1483,418,42,57483,23149,22084,29803,32260,100581,40247,18411,4917,623,164145,583,43,8,0,164152,577,44,6,0,131678,25622,5164,2069,246,104687,32406,19202,7039,1445,586,1236,2442,7369,153146,42022,35461,24286,24661,38349,122301,31667,7427,2673,711,270
1989,37693,44847,76313,29113,3745,43412,56841,80396,5561,33435,45083,52841,56021,2575,4909,17571,59048,76017,32410,17333,62786,70715,35829,3292,10516,136664,37592,3992,1191,13815,133129,37755,4126,1130,25923,54849,63611,41295,4277,2240,10220,64876,105134,7485,3339,28538,54731,46509,56838,1087,14183,53010,87005,34670,45913,67472,52534,20507,3529,232
0,7542,97407,165103,179440,265,38712,90869,166774,152872,34375,83817,97445,184479,49376,6304,14059,45308,198854,184967,28360,126239,170549,111245,13099,84577,233398,80406,31361,19750,100516,216180,81344,33384,18068,37845,125595,138443,122433,25176,3596,6765,39230,286492,113409,6837,75891,145741,118877,102146,450,15284,70201,196260,167297,117083,201076,96624,30108,4601,194
162265,370178,508134,611747,208042,144803,280936,459244,650915,324468,122721,220811,401901,612564,502369,392908,354174,355885,444147,313252,76046,141903,348706,611350,682361,5843,106468,274205,540153,933697,6960,103017,271243,580108,899038,99069,184843,323154,609482,643818,246873,318326,374535,552640,367992,351787,830842,315507,225200,137030,762602,639029,270218,107546,80971,87437,159412,228740,407324,977453,552
8215,77310,150136,290024,110869,24867,119013,137303,231146,124225,38494,135547,149238,195614,117661,67950,137779,191484,192404,46937,44056,62376,117383,210355,202384,28575,146464,167034,203139,91342,33306,142150,165073,213966,82059,45030,76448,117951,194701,202424,66830,124320,136871,199011,109522,64688,172900,218087,153026,27853,190741,190339,123043,81221,51210,27907,75955,137807,175489,219396,463
129796,275732,263000,174383,33771,48361,155609,215788,282008,174916,16248,71093,142521,251184,395636,105595,113405,148793,260836,248053,16162,24608,62868,194990,578054,398,6194,32597,187246,650247,489,6069,32319,200878,636927,16308,31307,72559,212001,544507,66070,108268,143672,220882,337790,202614,445399,134123,65576,28970,717067,106307,26702,15037,11569,21313,27879,47700,110110,669680,566
