band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
0,0,4,347,1091,1599,2298,3826,5871,9374,15832,25835,28540,1278,0,10,320,1432,2575,3076,3960,6381,7948,12992,16477,27935,12664,125,0,386,1885,2750,4470,5462,6847,10132,14402,18327,15645,12427,3119,43,1378,4840,5174,4133,4515,4054,5076,6651,10412,14487,17898,12736,4233,308,742,2943,9434,10353,12543,12793,12265,10392,8593,6463,4658,3376,1250,90,0,3771,15332,20442,20378,15484,11305,5561,2573,777,231,34,7,0,0,3896,15125,24320,21235,13873,7422,6069,2881,828,207,31,8,0,415,2792,7222,8177,8348,9475,10394,11165,10703,9665,7818,5888,3361,472,568,440,620,1121,1856,2268,4063,5207,9895,19238,32188,14971,3395,65,3197,6432,6156,5736,7378,9460,10835,11834,11724,9428,6081,4474,2747,413,0,5,121,697,1819,3576,4872,5901,6817,8823,11153,16917,33738,1456,568,10901,13636,12437,10522,8994,9236,9733,8028,5572,3635,1952,638,43,88
15,4886,31416,43736,80715,75433,90518,95639,137269,99169,104289,70078,47385,3895,34,3845,19412,54029,75386,73200,98044,85260,107292,96872,108676,99548,61624,1221,669,6811,33968,44471,53723,54316,76683,79025,92756,95824,107567,135666,97376,5588,36076,68272,61096,52995,54907,55681,56970,64368,75993,83576,90605,86032,74921,22951,10604,37836,25989,22581,26528,38991,55170,72076,88690,94034,97185,108527,110824,95408,0,0,975,4348,12425,36220,76342,66767,67440,73102,123535,153864,175222,94203,0,0,1019,5525,17762,48327,51329,69174,70915,79661,118774,145562,182750,93645,11970,41238,32669,29230,30638,38773,56547,77757,88238,97342,102440,111647,113266,52688,11261,25110,37596,50886,64648,71006,85661,73560,89914,89047,90632,101334,85983,7805,7047,18111,178201,163742,104100,76833,60896,50130,44268,42995,44426,47014,41035,5645,76575,116265,112431,110074,102213,86586,67192,49432,34267,24484,19182,22814,52627,10301,25927,41805,27744,25522,27055,30179,36344,46503,59183,74975,87877,94901,124264,182164,559
1243,28605,96443,110518,128196,121971,132028,128936,115900,90897,42452,14304,4122,413,4031,41020,116218,135357,132700,119243,124990,111943,92199,71068,45329,19843,1952,135,5910,43870,110610,115094,125750,112426,104830,100580,87157,72902,63653,53668,19488,90,110142,135975,134688,129043,116567,101455,81518,62397,48268,39486,27978,18789,8424,1298,49130,64109,84314,84473,85668,88610,89859,88506,84968,83175,82877,77773,45549,7017,0,147,1141,7551,27575,42777,101866,118091,134080,135898,164379,128914,101625,51984,4,179,1146,12177,34596,51385,72306,122547,142530,145572,158189,120818,101578,53001,49119,62681,87533,89320,94306,94607,91856,95358,88884,91254,89056,70165,11784,105,74503,114511,144542,144952,128136,104333,86247,62140,46949,37013,29865,29634,13064,139,36562,27345,68560,105727,113190,112394,109222,101898,95126,84061,74706,58800,26135,2302,25266,81247,98937,97194,92097,83787,76150,69882,67478,68770,68294,72039,74029,40858,26126,25998,52156,65274,71950,78103,83307,89609,95231,100892,98709,89095,88751,50827,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
10002,93001,50445,20483,10115,6689,4122,2801,1896,1276,573,239,230,539,28419,103626,40226,13712,7145,3247,2480,1311,796,432,245,192,306,274,46629,89081,33059,13685,8029,4547,2726,1790,1050,646,465,329,332,43,4590,4179,4254,5347,6514,8140,10646,14957,19103,27157,31325,31941,23482,10776,5661,40930,36489,27800,22811,18308,13928,10723,9394,7430,5398,2690,690,159,0,81,1465,6321,10533,16694,47316,48561,30320,16634,12762,7540,3968,216,0,78,1294,7860,11803,20518,35527,51011,33289,17517,12014,7153,4150,197,21707,63113,47234,23279,13088,9608,7519,6141,5012,3138,1771,596,159,46,8170,18480,30011,31636,32048,28272,21126,14323,8874,5484,2419,910,360,298,1389,260,492,940,1513,1892,2421,2869,3701,5434,8468,17034,47510,108488,15963,19684,19421,18467,16904,15418,14872,13733,14057,14438,14210,13547,8675,3022,17069,76565,40597,18460,11062,7576,5684,4591,3855,3171,2759,2370,2711,5941,588
0,599,20969,39767,33710,29953,31296,30627,36396,40281,36201,26639,28091,1433,1,5672,48199,51698,45120,40031,35202,32276,28179,23469,23092,20864,2030,129,420,67390,87045,51466,39122,31426,22989,18555,18341,13029,4913,873,381,12,11344,9354,11975,16915,20270,23616,31143,41960,49396,54940,43713,27790,11969,1577,8721,33063,90085,82471,61109,38206,21497,10999,5908,2519,855,427,101,1,0,1387,34195,73759,126062,85520,29661,4297,843,184,44,9,1,0,0,1191,31919,87384,131152,78226,20780,4195,844,215,46,9,1,0,7024,48060,83463,69564,51608,37262,24461,15913,9504,5091,2459,1004,416,133,7602,6873,10734,19053,30243,36741,48298,59576,69008,51448,13812,2145,427,2,3052,2904,6705,8764,10634,12929,15027,17001,20073,27770,40233,61742,94775,34353,0,6,107,562,1373,2500,4752,9697,20666,44246,79428,103351,80168,9106,7096,85030,102418,63771,35657,21653,14483,10406,6719,4330,2612,1303,412,72,216
384,14494,29726,36454,33146,39030,46142,46412,60252,50336,50266,39182,15212,14354,245,11912,39639,53398,50617,54111,49590,48167,43621,41737,34878,26793,11896,9311,1448,35496,72835,68960,50797,44104,39588,35638,31224,29711,28216,21956,9779,6745,25151,17578,18981,16832,18904,20739,25302,35950,49077,62034,66696,58850,37970,23004,23291,13228,19562,34192,43699,50447,47010,47972,48148,46482,43109,34038,18496,9370,731,10293,13195,17668,37569,55857,85171,79094,72087,42078,38057,19942,6881,915,868,10577,12052,22744,46272,53439,66265,84219,71959,47105,36474,19266,7495,803,22306,25570,48693,54559,51144,51717,46452,44743,39247,35075,28271,18716,6954,4915,20097,13916,17894,22366,27580,34660,44064,52476,61022,61500,57631,38841,14008,9376,6561,7907,13362,20209,25181,27050,29854,34105,41765,51844,61424,71171,62454,23595,4340,19518,39399,50925,54063,52820,47794,40349,33723,30017,25834,23890,29570,23658,15502,36657,50957,51217,49791,48353,45289,41563,37277,32657,26391,19049,14838,7488,547
145870,129914,19461,4198,1521,992,531,346,128,124,54,58,48,6,132556,142996,18003,5023,2237,935,621,306,240,113,108,60,50,3,148507,111371,24718,7595,4375,2152,1632,1022,654,462,387,302,70,4,11736,7336,8352,11190,11955,19163,15986,28820,32244,46905,39897,32029,24943,12695,22038,85096,56441,42845,36018,21131,13285,9321,7005,4835,3103,1484,531,118,0,1052,4658,4899,8118,17165,71555,87814,62948,23164,12920,5715,2821,422,0,1290,4792,6068,10594,26254,44683,94841,70483,23878,11427,5489,3081,371,47991,112374,71860,32186,13088,8457,5963,4495,3259,1858,1167,419,124,10,34858,67969,73224,38783,36637,17693,13466,9823,4288,4328,1608,496,74,4,3462,710,906,1186,1417,1488,1683,2042,2656,3815,6379,14558,56297,206652,23999,36414,32159,28597,25602,24429,22527,19632,20741,20136,17882,14158,10308,6667,37562,126675,60492,28822,15192,8552,5707,4191,3152,2616,2129,1796,1997,4368,589
1,943,27303,98519,115382,179494,115683,131296,77197,53545,24532,5829,489,44,39,1293,6450,37919,97818,152276,143604,141079,102171,68829,55696,21995,1073,15,308,1216,2799,11357,29491,58800,102041,136045,138195,134046,121249,86134,8570,6,69441,166527,150113,126045,114693,85779,50173,35096,19116,8365,3331,1192,331,55,3462,11813,60599,129338,158189,133219,110739,84061,59731,42438,27209,8584,819,56,0,13,1404,787,1093,1166,4637,14806,31453,48003,84394,108900,165103,368498,0,10,1332,1077,1156,1478,3480,14026,32723,51473,82313,102353,175619,363217,2734,1166,8732,46027,108798,167931,150669,134270,95885,69509,38503,5899,125,9,9483,53898,91580,107846,128898,114515,111942,75612,62044,40253,24369,9059,749,9,3249,96023,253241,168682,109680,70847,46857,31371,21506,14514,9085,4203,978,21,89,1228,5028,11902,23471,38767,57993,81290,111135,150972,170991,134564,39462,3365,2262,1534,10346,32456,63871,100171,134395,152831,139524,99529,56328,25680,10064,1266,514
1334,114752,99408,61725,64102,84060,108044,134905,121412,74055,31401,8984,1336,317,18829,149314,61110,62029,78400,106616,116941,90159,79890,63175,45922,27157,6014,279,35564,118969,59611,69129,88936,94133,88402,84116,76761,73146,62600,43949,10254,265,19835,30121,63308,85320,104890,121666,124968,113645,100056,75350,44056,17240,4793,587,15511,58987,54678,42455,46063,55038,65557,75317,91049,96036,104208,104305,73667,22964,5,14850,80321,82600,110644,90856,99869,80787,102566,75251,60355,40652,35979,31100,23,16312,82183,105078,112744,83648,70974,82724,100343,84708,61002,37544,37685,30867,23297,67394,58399,49439,56371,69002,82351,80418,80722,83760,93420,89059,60308,11895,41988,90006,72269,75628,93338,108081,103229,93247,78628,63871,44657,31084,9419,390,9352,4553,17173,39416,62318,84151,102651,110057,103083,87265,68581,67541,123255,26439,79847,134668,146319,122117,92375,70565,56554,47187,41319,35995,28948,21783,15782,12376,7479,33289,65360,52048,48588,52167,61726,74373,86697,96626,93540,79329,82220,72392,406
0,92,3882,12527,14269,14689,17197,19831,22892,26246,27779,29413,28432,6222,0,1952,16175,21073,22125,21021,21326,22366,21165,20352,23161,22341,7290,3124,49,21501,39386,32125,27435,22607,18651,15688,14813,13542,8647,3935,3436,1656,11179,6940,9710,13439,17185,21163,26124,30626,28680,26198,17339,10049,4074,765,9216,24277,50812,47394,38007,23090,12659,6250,3476,2180,1633,1520,1784,1173,0,2139,22470,26527,58523,59791,39296,9034,3127,1389,660,402,112,1,0,2178,20332,33604,63153,61029,27744,9622,3035,1581,676,394,123,0,7938,20962,40087,41262,35213,27011,18382,11601,7039,4192,2871,2094,1815,3004,6446,6876,8008,12242,17697,20241,28102,34810,36415,28861,13360,6294,2742,1377,9362,4253,7178,8240,9551,10990,12058,13933,16945,22772,29194,35997,34958,8040,0,2,28,128,317,670,1499,3010,6754,16943,38026,66083,79541,10470,7607,37164,60531,45113,27156,15837,9571,6108,4159,2859,2169,1758,2832,607,220
0,19,1627,5128,7127,9524,14332,21079,23841,38386,33109,16383,5138,107,0,325,2506,6309,9620,15697,17382,23064,29604,34093,25813,10008,1349,30,0,1242,8633,13469,15700,20324,22466,27500,27393,22030,12720,3563,744,16,340,1514,2871,5026,7796,13428,17682,24239,28734,28126,23603,13424,6523,2494,309,2880,9817,18727,24673,32221,33808,25359,15805,7541,3287,1167,181,25,0,4,2366,18959,48497,57344,34964,9887,2697,695,286,72,27,2,0,3,2023,24126,56521,51989,26694,10529,2830,727,257,74,26,1,233,3089,11611,15612,18950,22221,24378,24604,22518,16997,10520,3886,1069,112,116,523,1802,3469,6404,9443,15785,24670,33683,38764,29022,10805,1282,32,71,1347,3338,6044,10019,13914,16734,19688,21999,24983,26591,22754,8116,202,2,61,457,1470,3072,5482,8947,13819,20833,32130,39619,36481,13089,338,229,7160,28047,35005,32953,27126,19305,12719,7947,3707,1231,286,66,19,70
0,886,8458,16598,24922,38790,41831,65014,69771,125895,121514,159912,90088,5540,6,1358,9698,14838,26794,46466,52776,79083,113332,122984,146970,125259,26519,3136,14,6011,20743,46643,63818,82966,91067,102809,105839,99010,85048,53515,9159,2577,38201,80690,99183,104418,93879,87120,73061,61981,50829,38930,21854,10599,5946,2528,15893,78127,92624,83803,76900,71358,68584,63165,62474,60844,51372,29684,9371,5020,0,7960,107038,161246,129927,117297,122192,49400,29478,19950,18070,5342,1154,165,0,9106,103210,191944,133951,103461,96630,55810,29754,22320,16631,5019,1231,152,11461,58762,86066,88618,80735,76807,65629,58775,58472,60219,60145,42900,14761,5869,13821,26878,37693,49928,64180,79489,99960,96042,94970,77171,64871,50581,11027,2608,9223,25208,83304,109780,113573,102671,85898,70494,58176,50175,36820,16609,7043,245,51,838,5248,13796,26523,38350,47823,53705,57311,66255,81539,125606,224442,27732,5243,30791,80110,94798,87693,77181,68587,61517,58884,60661,59633,46206,25725,12190,335
0,0,0,3,53,648,2375,12451,24940,67320,104535,129401,85819,4491,0,0,0,64,1201,5296,22706,32200,53407,74031,103629,111726,26972,804,0,2,1049,15512,30985,43851,55165,71068,56787,63459,58801,30307,4832,218,2983,3134,3802,5176,11066,23205,37090,68094,92389,77559,62137,33521,11352,528,1731,3497,13261,31602,46684,46307,53054,62269,59819,50983,39521,17464,5000,844,0,3,165,4727,47157,149549,138865,37565,29062,14535,7391,2480,522,15,0,7,128,8584,83558,164208,73542,45289,30024,16565,7237,2306,570,18,1109,5634,27550,31870,40645,41527,46205,48560,52052,50316,44434,29533,10864,1737,507,1552,2850,8574,11583,37586,39621,62035,66620,69952,78563,46693,5617,283,1650,5275,8975,16708,27368,38532,51797,64772,76466,75493,51479,13159,362,0,0,29,444,2010,5979,14012,27535,45413,60365,73795,74828,75000,49692,2934,805,4670,31963,60974,69735,68387,61979,49281,37242,23579,12094,6265,4142,920,150
11,822,2813,5535,8897,17126,25746,46514,92665,149525,240929,327307,224672,47644,84,1255,1973,2178,3309,6430,10611,23690,40581,90152,179884,372890,410173,46996,64,1046,2126,3246,4873,8735,14283,26396,40249,80054,164548,382076,412448,50062,2542,3147,4012,5006,6406,7915,10515,15391,22859,41570,91243,229019,483616,266965,1378,2145,2092,2303,2877,3808,6644,11972,26980,61970,146024,305826,398154,218033,0,5,147,485,1424,3014,12162,27403,64513,131609,276411,304637,253617,114779,0,6,138,695,1801,4135,8981,26515,65787,142639,275027,290567,261510,112405,1023,1239,2451,3224,4635,7467,11233,20426,36557,67947,140148,281020,394891,217945,1973,1922,1701,2280,2554,2888,4804,5841,12449,24410,76338,309356,656146,87544,8646,49517,155466,153764,160713,163395,147031,118454,90098,66115,45124,24313,7146,424,4950,69763,195765,269476,273668,195679,96304,37462,16146,9704,7077,7283,5590,1339,483,1586,6100,18683,40959,68639,101720,136507,165373,176238,163901,135769,124275,49973,116
