band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,census_code
174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,174475,174819,174666,170296,179011,474
62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,62586,68162,64458,68170,69657,281
79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,79405,80579,73381,86601,79995,569
49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,49081,53480,52759,48930,54782,229
54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,54804,54885,55054,54719,55111,237
123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,123344,122756,124188,123713,123594,567
97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,97634,95683,126990,105573,119335,315
328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,328929,328928,328557,329008,329220,582
25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,25687,25939,25683,26018,25902,52
103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,103930,106372,106739,105945,105862,26
124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,124400,121746,126729,122574,126556,453
82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,82625,83261,83125,79688,86422,135
118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,118339,118344,117474,119042,118509,203
95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,95565,96220,95974,96267,96630,383
172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,172566,172693,176417,174155,174151,528
22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,22219,28006,19616,30840,25236,285
105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,105738,105795,105762,106008,105915,81
9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,9621,9029,10123,8915,10456,518
33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,33830,34165,33653,34374,34008,501
243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,243115,243113,242058,242648,244825,476
42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,42974,42730,42781,43322,43060,8
188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,188070,188256,188122,188318,188192,458
126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,126148,125916,124334,127888,126569,337
60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,487
60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,60642,61551,60973,61239,61102,487
57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,57188,58671,59294,59209,61037,365
40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,40269,40258,40854,39840,41190,588
70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,70663,71831,61363,76657,75798,300
113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,113643,115074,115185,112847,118873,362
49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,49180,49915,47320,51644,49695,76
82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,82074,82907,71792,92292,83960,461
52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,52592,92980,63959,75193,93753,248
48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,48278,49023,48806,48584,50217,600
52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,52067,53695,54828,49363,58593,624
166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,166786,159099,184027,178992,172371,390
134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,134957,134967,134538,135506,135032,513
85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,85370,82396,88512,85426,85448,176
6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,6358,6601,6876,6627,6776,277
97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,97779,154298,126178,142342,130547,133
71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71340,72778,73030,72464,73014,71
97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,97836,97964,98336,98565,100167,286
157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,157366,163108,168587,163749,163231,486
90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,90222,97057,87066,103593,98561,66
84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,84061,102418,92219,94490,93879,578
28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,28083,28019,27971,27974,28398,227
75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,75053,73577,77049,75862,75947,313
151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,151035,157102,154666,154282,154272,23
45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,45720,37035,53626,46486,45771,217
84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,84616,93803,63036,111985,93645,305
99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,99888,130490,117850,115425,118056,296
57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,57685,57883,57561,57978,57820,5
59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,59069,62500,64010,71313,68133,321
371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,371986,370399,373786,371514,372681,416
104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,104883,159341,106279,161582,147014,247
27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,27765,26879,31484,31663,29591,618
89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,89133,78485,102155,86805,120723,191
124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,124682,124352,124382,125155,124847,460
118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,118680,126149,124842,136314,131636,497
68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,68864,110864,81784,104138,92001,407
61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,61902,67504,62516,67290,67972,187
45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,45465,45950,45911,44493,47139,371
154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,154927,154308,171234,167029,163527,120
