band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,96976,96555,97558,96612,97276,97150,97032,95113,98995,474
29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,29758,32828,48339,28550,38940,43431,26630,42436,42121,281
44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,44285,40314,46942,43474,45586,44198,43823,44361,46978,569
26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,26196,30428,28453,30018,26811,30779,28697,28665,28985,229
30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,30479,30383,30067,29965,28478,33676,30369,30510,30646,237
68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,68392,68827,68547,68509,68817,68559,68677,68440,68827,567
60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,60570,60586,32824,82896,43456,76741,66553,60704,60885,315
182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,182737,182374,183004,182752,180599,105496,262146,41992,323542,582
13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,13936,14623,14178,14670,14384,14356,14203,14511,14368,52
57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,57646,59639,58754,58670,58891,58774,53500,64189,58785,26
66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,66806,71146,65809,71574,69024,69273,69854,68387,70132,453
45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,45365,46853,45980,46285,46080,45500,46763,46148,46147,135
61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,61763,66434,67414,62703,68206,64979,67855,66607,65747,203
52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,52207,54149,53168,53466,53756,53685,52284,54085,53856,383
96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,96396,96096,93567,98862,98193,96257,95439,98036,97136,528
12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,12409,9810,14561,16961,16100,13938,10187,17952,13999,285
58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,58657,58887,58095,59208,59032,58493,59111,58916,58819,81
5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,5147,4474,6407,4094,6046,5772,4846,5706,5652,518
15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,15855,21534,17136,19002,20607,19147,18134,19706,18909,501
134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,134676,133578,135901,136173,133005,135639,136530,135149,135108,476
23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,23825,23328,24073,24252,23566,24195,23817,23936,23875,8
91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,91426,99911,122283,102074,107055,104511,104488,104652,104558,458
68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,68000,70896,70850,69240,70012,71551,70075,69951,70280,337
33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,487
33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,33764,30059,32822,38033,34709,32056,35064,33669,35331,487
32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,32263,32439,33705,32828,31807,33468,31178,34805,32906,365
21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,21392,23237,22648,19541,24071,20870,23759,23997,22896,588
37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,37445,39437,40692,40451,38580,40695,39818,39599,39595,300
