band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,54437,43197,56346,39337,78314,48676,61104,44469,59689,59646,315
164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,164465,164464,164323,164605,164428,164129,164823,164185,5678,323542,582
12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,12921,12766,13061,12878,12877,12806,13104,12914,12941,12961,52
48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,48257,55673,52289,54083,53392,53347,52349,53596,52666,53196,26
58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,58897,65503,60085,61661,58476,68253,58468,64106,63941,62615,453
41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,41295,41330,41602,41659,41314,41811,41564,38124,43429,42993,135
56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,56804,61535,58852,59492,59162,58312,58095,60947,58045,60464,203
46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,46332,49233,48406,47814,48313,47661,48449,47818,48534,48096,383
85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,85909,86657,88107,84586,84127,92290,87213,86942,84983,89168,528
12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,12409,9810,14561,13445,3516,16100,13938,16902,12042,13194,285
52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,52601,53137,52527,53268,53066,52696,53064,52944,52869,53046,81
3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,3832,5789,4599,4430,5381,4742,4314,4601,4804,5652,518
15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,15855,17975,17178,16987,16847,16806,17365,17009,16947,17061,501
119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,119393,123722,121215,121898,119103,122955,122710,119938,123246,121579,476
21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,21485,21489,21117,21613,21512,21269,21874,21448,21573,21487,8
91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,91426,96644,94024,94232,94132,93990,88975,99343,93968,94224,458
62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,62658,63490,61905,64011,63279,61055,64838,63050,60654,65915,337
30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,30114,30528,30928,30623,30292,30681,23452,37787,30522,30580,487
