band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,124753,124744,123712,125670,124574,124663,125151,474
44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,44486,41430,53559,46608,42823,39550,64577,281
57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,57027,52894,58162,60114,56148,57524,58092,569
36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,36967,36899,37082,37011,36995,37072,37006,229
38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,38918,38607,39342,39964,37625,40694,39423,237
88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,88144,88185,88342,87575,88669,88099,88581,567
77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,77481,76499,79660,77797,77908,77817,78053,315
234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,234754,235144,234442,235275,235122,146363,323542,582
18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,18396,18373,18471,18346,18637,18338,18668,52
72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,72568,78017,76053,75380,72684,78593,75553,26
83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,83959,93752,87971,85594,89481,90751,90497,453
59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,59283,59256,59267,59398,58583,57843,61491,135
83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,83027,83214,82435,89062,84274,83980,85716,203
68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,68437,68739,68749,67602,69546,68513,69070,383
123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,123703,124106,123323,124799,123326,122146,128579,528
12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,12409,22539,18793,16100,13938,22011,20127,285
75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,75587,75564,75247,75678,75516,75957,75669,81
5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,5918,6834,7370,7298,6875,6447,7402,518
24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,24029,24266,24339,24317,24495,24294,24290,501
173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,173474,170249,177312,173094,173250,174607,173773,476
30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,30696,30566,30775,30696,30686,30749,30699,8
133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,133501,126687,143070,133555,133662,136043,134440,458
86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,86156,67399,115812,89342,91566,89107,91473,337
41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,487
41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,41216,46018,43603,42963,44276,43578,43853,487
40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,40568,41906,42556,42131,43721,42146,42371,365
28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,28895,28937,28737,28957,28620,29203,29062,588
50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,50412,50993,43456,58488,50623,51424,50916,300
82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,82199,82163,80278,84157,81183,83237,82405,362
33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,33984,36798,35355,35406,35064,35402,35745,76
57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,57649,60162,59062,57920,59760,59468,59004,461
52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,52592,51172,41808,63959,52372,56074,60500,248
34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,34617,33862,35066,35525,33814,36997,35027,600
36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,36472,35424,33866,46887,34756,40165,40976,624
116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,116482,128175,104621,136433,126625,124553,124386,390
92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,92142,100593,95803,93517,99554,95901,97490,513
55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,55679,66358,60795,61205,60459,61512,61144,176
4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,4733,4651,4771,4781,4515,5012,4775,277
62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,62643,123052,86344,91199,99796,94860,93250,133
51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,51151,51696,52543,51357,51284,52786,51809,71
