band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,45228,45701,45937,46182,45669,45856,237
102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,102900,102866,102892,102993,102942,103002,567
79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,79035,74945,117651,85442,96323,91819,315
274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,274107,274008,274170,194677,304138,323542,582
20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,20940,21797,21766,21644,21461,21621,52
88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,88101,87938,87655,88680,88329,88145,26
102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,102189,101572,100861,109010,103643,104730,453
69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,69171,69027,69002,68863,69784,69274,135
98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,98575,97036,100234,95654,100946,99263,203
79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,79684,79840,80574,80333,80100,80125,383
144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,144986,141073,143327,149985,144416,146195,528
20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,20938,15842,16961,30038,20949,21189,285
88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,88137,87502,88960,87773,88522,88324,81
7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,7727,8301,8003,7909,8007,8197,518
25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,25327,29198,30317,28439,28143,28606,501
202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,202179,201976,201176,203641,204127,202660,476
35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,35787,35439,35990,36023,35738,35890,8
154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,154673,158947,156838,156802,156483,157215,458
86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,86156,123590,105597,105206,102951,107355,337
50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,487
50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,50916,45729,55840,48958,52827,51237,487
47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,47473,50934,47366,50737,49631,49258,365
33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,33652,33625,31799,32683,36906,33746,588
59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,59274,58300,59923,59803,58284,60728,300
95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,95914,85203,106315,96270,95897,96023,362
41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,41277,41208,38782,43563,41616,41308,76
67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,67697,69022,68416,66591,67009,74290,461
52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,52592,51172,81711,50464,67488,75050,248
40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,40818,38833,39089,42766,42016,41386,600
42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,42294,38936,52127,42084,47716,45389,624
140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,140784,126726,161175,144975,142369,145246,390
111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,111781,110291,114935,111906,112116,113971,513
71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,71021,67035,75493,71209,71177,71217,176
5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,5161,5829,5328,5560,5804,5556,277
97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,97779,112310,99154,118894,114483,108524,133
59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,59821,60849,59685,60488,61140,60643,71
80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,80247,68663,93433,83847,79407,87271,286
135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,135813,126623,145029,136044,136462,136070,486
78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,78647,79441,77262,68304,93036,79809,66
77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,77262,78130,73725,72265,86933,78752,578
23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,23108,22708,24354,23289,23494,23492,227
62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,62815,63002,62261,63278,62484,63648,313
128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,128332,127027,126328,132551,128559,128560,23
38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,38096,31194,43526,39462,37844,38516,217
74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,74505,59476,73711,71251,74497,93645,305
