band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,72629,72587,72978,72895,72768,68669,66353,83248,71400,73554,73406,72780,474
26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,26149,18337,33961,32478,27787,27600,19771,35763,26630,19980,22456,42121,281
31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,31757,34695,30326,34763,29377,36747,35557,31577,28079,40352,32988,33743,569
20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,20862,22181,19386,22648,22779,21485,20301,23043,20253,22803,21630,21661,229
22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,22618,22610,22358,23343,23274,22663,22764,23418,22595,23074,22673,23183,237
50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,50660,52240,51479,51387,51308,51584,50826,52167,51475,51467,51429,51573,567
45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,45301,33734,42799,32146,73100,44551,44272,41170,34997,61326,45960,45859,315
136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,136829,137278,136890,137118,136926,137244,136956,57721,216493,87645,175357,148185,582
10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,10765,10175,11243,10554,10499,11267,10648,10996,10719,10742,10850,10771,52
44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,44029,44072,44013,43925,43018,44637,42245,46435,43790,44539,44069,44076,26
48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,48502,53687,52511,49061,53714,47147,54493,54517,52288,51355,51909,52821,453
34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,34478,34693,34602,34425,34718,34284,34923,33940,35274,34510,34648,34626,135
49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,49303,49272,49331,47705,50423,49811,49154,46500,51243,49703,49951,49312,203
38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,38847,40837,40248,39592,40566,40008,38876,41457,39979,40121,39528,40597,383
72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,72497,72489,72199,68874,76117,67210,76424,73561,72072,72344,73070,73125,528
6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,6662,14276,1281,14561,15609,1352,16100,13938,10187,10762,10631,10558,285
43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,43781,44356,44071,43431,44628,44332,43062,44711,44346,44176,43924,44400,81
3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,3832,3895,3245,5056,2622,5381,3389,4520,3425,4582,4061,4136,518
