band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,58213,57729,58533,58348,58266,58205,54248,62191,58227,58167,58041,54088,59558,61215,58238,474
18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,18605,25564,18417,23330,25009,19823,20974,25318,18166,26640,17633,23897,24851,21902,22904,281
26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,26658,26562,26185,26655,25481,28443,22540,28628,22213,31434,28079,27088,24343,26935,28717,569
17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,17243,17224,14614,19827,16169,17484,17755,17754,17250,17365,17271,14294,19883,17430,17469,229
18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,18251,17610,18943,17486,18639,18760,15518,21187,18349,18305,17974,18440,16546,20097,18468,237
40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,40596,41547,41201,41282,41140,40334,41866,41329,40993,41363,40934,41416,41232,41142,41220,567
36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,36338,28462,32834,24200,32146,39337,43559,43456,39975,36766,34997,33810,46099,36886,36350,315
108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,108999,110175,109755,109642,109544,109742,109139,110017,109401,30548,189076,109384,5678,213899,109643,582
8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,8447,8308,8932,8253,8797,8889,8320,8530,8833,8838,8393,8787,8639,8594,8669,52
35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,35201,32022,36707,36749,35360,34263,35346,35471,35922,35333,35430,35182,34788,35745,35329,26
39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,39227,43193,41980,41244,38117,42385,40542,44361,41826,40757,38238,43579,43226,41316,42014,453
