band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,62157,62596,61934,62810,58996,64716,59317,66353,59706,64868,61212,63451,62678,62473,474
18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,18605,25881,18100,23330,26144,27415,26837,19771,27643,15180,19570,19980,40205,24372,281
27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,27603,29424,27572,25322,31504,26658,29582,30532,26653,29495,24277,33247,29375,28717,569
18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,18238,18729,12114,24785,11211,25871,18393,18618,17044,19951,18525,18547,16858,20148,229
18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,18950,19968,19750,18857,19681,19661,19999,19965,16830,20795,21236,19458,19765,19658,237
43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,43799,44345,44186,43999,44239,44103,43987,43588,44766,43903,44185,43914,44461,44120,567
38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,38341,39140,38746,37753,39337,40323,37991,39806,38726,39182,36535,41282,38672,39381,315
116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,116953,117801,117670,117474,117471,116971,117945,117330,77347,157775,117435,28928,194093,129449,582
9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,9203,9193,9145,9228,9310,9161,9263,9083,9405,9232,9314,9024,9425,9243,52
37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,37038,35530,37103,40914,35517,40536,37056,38324,36161,36523,40802,37791,37778,37775,26
39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,39227,44732,48152,45600,40695,47276,38940,46654,43655,45826,45165,45586,44104,46393,453
29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,29647,29636,29630,29626,29651,29616,29394,30004,29534,29049,30362,27481,31739,29752,135
41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,41754,41273,43669,39545,44084,38351,47169,41893,39541,44733,42647,41333,43152,42564,203
