band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,109159,109035,109256,105076,104780,116221,110518,109222,474
39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,39419,39028,46301,41564,39233,42931,42436,42121,281
48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,48708,48070,51885,49002,51798,43415,56847,50236,569
32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,32198,30231,33504,33408,32546,31051,33344,32750,229
33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,33982,33604,34839,34441,34343,34434,34286,34644,237
77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,77017,77362,76889,77390,77273,77195,77112,77357,567
64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,64800,57034,71483,78314,48676,71763,84403,68742,315
205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,205579,205418,205315,205973,194677,216493,87645,323542,582
16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,16118,16065,16248,16072,16234,16129,16197,16166,52
66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,66035,66079,65879,65701,66774,65696,66278,66406,26
72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,72251,82449,74821,75101,82244,79054,75137,80948,453
51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,51883,51890,51467,51960,52250,51887,51882,51902,135
71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,71494,76412,73951,73988,70741,76156,74841,74125,203
59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,59543,60389,59481,60685,59878,60434,60163,60083,383
108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,108027,109158,107904,104297,114251,107806,108161,110378,528
12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,12409,9810,14561,16961,16100,24125,15572,16379,285
66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,66141,66067,65997,66394,65403,66716,65839,66661,81
5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,5918,5054,7056,6003,5572,5762,6552,6227,518
21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,21146,17081,25532,21083,21423,21167,21324,21274,501
151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,151614,152312,151855,149550,154467,151987,152004,151970,476
26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,26858,26814,26901,26643,26965,26934,26879,26873,8
117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,117577,117478,117780,117623,116338,117372,116348,120442,458
76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,76511,77044,65437,96351,78299,78363,79809,79041,337
38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,487
38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,38152,38063,38060,38210,38077,36924,37320,40701,487
34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,34355,38450,36522,36446,38549,37205,36944,36928,365
25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,25213,25337,24087,24439,27095,25399,25517,25324,588
37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,37445,48175,44811,47066,45159,39538,46266,47852,300
71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,71621,72260,71737,71814,66421,75659,72869,73241,362
30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,30897,29838,30443,30089,33446,31096,30964,30981,76
51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,51065,50903,44629,58538,52378,51529,45824,58159,461
33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,33681,43093,50461,58240,50464,25964,67354,49220,248
29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,29672,31520,30491,27057,33287,30748,31507,30626,600
