band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,79376,79393,77480,81289,77973,80132,77367,75687,85561,79221,79788,474
29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,29758,27111,29047,26144,38865,27490,27130,33934,28977,22456,42121,281
35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,35328,37391,36333,32373,40065,29662,39472,39817,31643,38187,39690,569
23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,23377,23508,23729,23580,23378,21291,25786,22900,24357,23542,23584,229
24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,24678,24882,24875,24745,25463,24729,24289,25901,24618,24957,25436,237
55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,55983,56297,56006,56153,55315,56815,56195,56062,56474,55952,56343,567
45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,45583,52051,49455,46228,43559,43456,66529,45209,53713,49536,49896,315
149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,149513,149513,149513,149513,149502,146952,122456,165757,138381,173967,149575,582
11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,11680,11786,11297,12170,11772,11721,11807,11671,11685,11782,11858,52
48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,48047,48048,48129,48078,48047,45231,48440,50592,48081,48000,48155,26
54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,54319,57199,57705,56126,55149,58774,55659,56939,55676,57033,57426,453
36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,36749,38663,37452,37657,37864,37821,37940,37729,37754,32499,42993,135
53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,53735,53693,50261,52636,52989,54910,58178,53929,52286,55248,53843,203
43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,43649,43505,43799,43169,44355,43697,43225,43894,43820,43375,44168,383
78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,78964,77097,80593,79104,76332,82006,79258,76204,82069,78143,80212,528
11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,11278,10941,11999,2562,16961,13714,11718,11932,9853,13394,11565,285
48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,48097,47950,48244,47472,48679,48219,48111,48093,48126,47700,48527,81
3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,3832,3895,5025,3741,5091,4584,3435,4692,4386,4883,4580,518
15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,15323,15479,15375,15618,15475,15402,15523,15136,15771,15461,15467,501
110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,110414,109937,109385,111059,111214,111040,110284,110686,110637,110570,110533,476
19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,19533,19516,19313,19407,19654,19513,19623,19667,19484,19623,19534,8
