band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,67090,67202,67156,64939,67303,69354,67000,67262,62064,67349,71996,66753,67799,474
18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,18605,25881,32181,25794,23311,25950,26693,26463,24028,19570,19980,22456,42121,281
30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,30731,30794,30699,30840,25599,33861,28628,32338,31332,32070,27134,32192,33743,569
19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,19891,19452,19823,20520,19739,20048,19390,19787,16315,24200,19945,19774,20148,229
21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,21100,20943,20638,19780,19964,22782,22213,21513,19651,22078,21092,21656,21163,237
47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,47389,47615,47218,46875,47630,47987,47453,47668,47323,47804,47494,47609,47530,567
41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,41555,37480,42799,32146,39337,43559,43456,39975,36766,61550,37436,47164,41992,315
126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,126500,126519,126513,126511,126208,126357,126636,126575,5143,248098,56040,194093,129449,582
9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,9813,10058,9124,10545,10074,9823,10098,9921,9998,9931,9898,9990,9956,52
40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,40435,39570,41484,40936,40805,40470,40944,40652,40257,40321,41009,41282,40683,26
44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,44643,50665,47696,47468,48082,48134,44361,49780,43120,53737,46159,49861,48299,453
31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,31920,31937,31758,31802,32125,31812,32125,31869,32012,31910,31850,31887,32114,135
45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,45477,45037,44859,43681,48202,45718,45250,45773,45602,44988,45892,45484,45745,203
36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,36803,36552,36797,37495,36837,36690,36762,37642,37087,37067,36304,37572,37048,383
66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,66845,66532,66389,66901,66822,67772,67185,65380,68020,67357,65047,66729,69003,528
