band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
105,9968,14783,16216,15935,15598,20025,3265,667,15855,13880,15170,16435,15775,17087,1026,2609,17933,18215,16749,15702,16030,8292,365,6307,10892,8873,11592,20290,24184,11996,1761,7696,17037,22094,21066,14298,9093,4271,340,7,4274,15982,31911,27025,12779,3253,664,11,4388,18021,29667,27038,12848,3265,657,5553,16577,15616,17552,17538,12853,8346,1860,2136,4875,8583,18622,34260,20148,6854,417,5776,7972,9295,10493,12576,17348,21162,11273,719,1242,4642,9949,13513,21893,32191,11746,12155,21082,19489,18551,13645,8211,2586,176,88
50,14921,80903,167658,211874,211224,167327,30486,1125,34632,135505,153221,176684,180257,178791,24228,3738,32473,129877,145156,146492,178101,210337,38269,174623,94731,76140,84398,105553,124163,142252,82583,19849,21108,71006,130816,138325,150271,182915,170153,1,12535,33638,75494,174358,208734,270914,108769,18,13441,34681,73166,172823,208120,270530,111664,20736,22783,45008,128824,164802,188327,199775,114188,92118,93199,88790,97634,116299,144945,190470,60988,17217,256544,198784,125972,126480,98886,49150,11410,161069,168960,170989,158908,115515,57691,25831,25480,19837,27950,55324,91515,113557,119536,152402,304322,559
33828,179397,220012,227269,198763,127950,27417,1392,56124,210760,220771,196422,175694,126161,29515,581,43959,147829,186939,181591,176012,170380,107122,2196,267531,200915,175236,147534,114768,69606,34984,5454,76457,93083,146107,174712,180237,192061,131297,22074,0,32644,66356,141172,210434,249452,210372,105598,95,34325,72281,136558,208361,248856,210426,105126,59141,81174,143392,197655,218803,222802,92352,709,193182,202189,157804,147891,130464,112772,68577,3149,73736,135560,220281,217086,181196,116808,58756,12605,96253,207537,200646,153240,107975,89985,82638,77754,36362,40007,79412,135548,206031,250315,193539,74814,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
117479,58927,16375,5746,2405,603,316,560,152926,38599,7718,1738,542,301,257,330,149961,38944,8966,2800,892,439,237,172,8605,13729,26376,37052,38136,37647,29232,11634,52215,71837,39266,18570,12190,6309,1670,354,404,65504,106030,23407,5517,1286,222,41,433,72350,101115,21448,5477,1323,231,34,100139,62283,19921,10983,6304,2116,551,114,40044,81014,55665,18768,5293,1025,340,262,1644,462,957,2295,4673,10512,31351,150517,21829,25027,28462,28790,27394,31139,30576,9194,74115,74822,22954,10311,5793,3946,3331,7139,588
455,3980,8793,19526,52735,85381,108503,76589,681,5437,38680,42920,50862,70508,142611,4263,3738,56162,59445,90528,106100,34658,5244,87,7126,8628,23295,59172,89024,107102,57022,4593,35291,144180,94029,55023,21398,5317,695,29,26196,105207,137445,67429,16573,2856,254,2,29785,106304,142759,57571,16353,2931,257,2,40743,134927,85068,48436,31265,12187,3037,299,3033,4141,14534,41580,106931,155795,29720,228,4591,5295,11406,29536,71983,114536,87165,31450,130,201,495,2119,8081,30358,122623,191955,73451,162627,81884,28976,6687,1556,433,348,216
880,51072,127302,180571,237682,213351,81888,5163,22616,177381,178122,155960,182195,132468,47624,1543,93648,195581,139154,121413,153037,139602,54056,1418,163548,71375,90684,129959,186692,146640,88387,20624,138400,77420,118039,137259,148597,155795,102274,20125,9,21645,225037,314769,297565,38362,522,0,30,24319,239219,302021,294129,37704,487,0,146956,124728,152221,152057,172113,111594,35824,2416,138537,74140,111721,162893,189404,153952,64278,2984,82802,40268,69768,146018,165693,155413,160536,77411,46606,142321,165516,132089,103265,88556,68787,150769,100415,122502,146619,150188,156814,137778,64861,18732,547
256944,38761,4991,1449,458,207,185,256,263123,33335,4112,1422,572,274,195,218,244723,44892,8358,2654,1349,730,383,162,15017,26725,44830,51736,43426,46263,49381,25873,71340,133424,58604,20761,11154,5401,2074,493,64,30045,177543,80876,11186,3043,471,23,77,31960,176833,79182,11488,3191,498,22,156020,100842,26655,10991,5353,2448,810,132,80506,128161,61873,24888,5816,1436,337,234,4205,1159,1434,2578,4646,11320,44852,233057,32981,49229,54677,48640,42862,40817,23188,10857,114450,116855,38399,13809,6561,4182,3329,5666,589
7821,224065,268356,172531,97591,49644,9965,284,3294,124499,227621,196823,144677,102969,30171,203,1422,26582,130507,217337,209966,172713,71230,500,342834,220721,134700,76882,36194,13193,4542,1191,31569,236896,262921,163789,86528,39385,8614,555,0,1830,1173,3018,9962,22174,51813,740287,4,1898,1224,3043,10029,22517,52620,738922,3628,41686,260699,282407,163258,72583,5954,42,130748,196627,179705,144806,100103,59596,17908,764,184883,351194,137377,67997,43645,29674,13972,1515,812,4900,18562,48296,108590,262843,352329,33925,3859,28231,114097,358519,248677,63612,11830,1432,514
90575,162136,118336,176801,186718,145019,25463,787,81857,179067,167493,175642,165811,107304,27578,1083,52134,210979,202825,162676,152229,93652,29925,1415,51666,170880,231369,221600,154258,59603,14779,1680,28835,57076,96438,145143,188969,190688,151376,47310,2084,133213,259917,290930,123858,62354,30784,2695,2746,139529,271599,273203,122430,62798,31041,2489,29479,81984,118303,146810,172281,176189,141154,39635,97482,170280,187168,195709,145902,77770,29733,1791,8486,15942,68040,135123,201715,263414,182725,30390,216507,220129,172615,106857,68102,54224,40147,27254,10556,54337,97508,125589,145737,151710,152595,167803,406
519,1572,4299,10521,24856,48004,78438,55262,572,5512,15739,23017,36721,62215,73065,6630,2262,30320,51972,65651,49409,15765,4555,3537,6784,9043,19469,39364,53098,57099,33440,5174,24366,75102,61991,38171,15689,4239,2326,1587,12621,78151,69892,44381,13584,4380,461,1,13795,79443,72893,39183,13207,4450,500,0,21845,67443,56789,36425,23515,10480,3228,3746,3971,4348,15994,34829,67688,71783,21480,3378,10262,3536,5993,14030,38758,74611,61375,14906,241,164,252,617,3125,19362,91441,108269,37184,98652,56935,19116,5667,4108,1407,402,220
14400,38215,41373,32219,27367,13921,7766,539,10426,15940,20094,31090,32836,44347,20479,588,10223,15891,21882,23815,31603,47770,24218,398,687,2760,9015,21720,47632,60162,28412,5412,7883,10913,25254,39565,51888,35079,5074,144,0,9303,2432,9612,5781,19467,74878,54327,1,9520,2541,9289,5925,20139,77442,50943,6803,9522,19205,23730,33209,48554,33293,1484,1740,4259,8970,25603,54220,64893,15640,475,1425,8165,18987,27582,32149,35707,35869,15916,1778,4662,23612,40001,43234,36545,20669,5299,9757,30752,53073,47836,25736,7209,1263,174,70
66,3618,27910,86536,181778,223381,214421,31509,1073,28820,94316,179984,246769,170844,43861,3552,9069,199919,218098,178594,108756,46109,5804,2870,271750,199489,113759,62144,35458,24070,25256,37293,188405,208809,132834,100459,80511,43855,10424,3922,21203,610267,129182,7635,799,85,24,24,32048,605254,124710,6309,770,82,23,23,160767,225515,131739,96600,84602,52360,12827,4809,86027,179943,183421,133849,90937,62226,29784,3032,66147,124666,109183,110128,113122,97383,93807,54783,573,7448,26575,45446,64817,103854,205632,314874,131449,166555,136614,88408,80091,86253,58098,21750,335
937,19234,57065,106873,103188,78228,58959,7552,377,12443,44818,84644,101202,102614,78431,7507,471,25188,72675,95713,92809,89623,51785,3772,4758,20553,54089,97480,122280,82747,43729,6400,1393,8649,37256,83537,123170,107409,61769,8853,0,0,158,15798,107227,197026,103696,8131,0,0,256,16196,108624,196290,102871,7799,613,10033,39946,66819,92204,113996,87935,20490,2705,10196,39418,91525,102924,112884,67457,4927,3902,27703,51971,72146,103775,109627,56359,6553,2745,19904,93656,136068,106294,53043,17938,2388,566,21806,73109,107916,102701,74771,42998,8169,150
11,1362,7814,22541,57116,189895,582434,329033,16,290,1141,4909,17525,68922,573459,523944,11,319,2187,6475,18130,66135,522285,574664,2398,5759,11508,21202,42590,97095,315991,693663,688,778,2286,7071,24608,98935,383096,672744,35,1647,35537,171023,297269,364378,266632,53685,92,2353,40107,165434,291793,363787,274295,52345,487,671,3874,11548,28931,80397,315480,748818,759,1157,2284,5450,12361,39379,405147,723669,61934,479440,296444,154422,104050,64203,26394,3319,8770,203652,348532,378556,200728,39856,8543,1569,694,16315,84776,161131,249384,315383,258231,104292,116
207,21102,28332,26939,23270,26500,28773,5687,1613,35151,23114,24235,26203,25534,22944,2016,9165,35824,31181,26405,25260,21459,10785,731,5638,10504,13460,21102,38064,50812,19873,1357,15219,35807,34460,34196,23524,11927,5183,494,19,5598,33620,63874,45338,11090,1244,27,34,5782,37490,59658,45392,11184,1242,28,11385,34316,28915,29091,24451,19615,10944,2093,1796,4224,12611,32658,65837,32695,10168,821,6483,10259,10991,13182,18168,30726,43616,27385,225,1505,5076,13103,24447,41033,57389,18032,23157,43829,40461,29167,16483,6113,1418,182,141
4,2922,8978,24152,89079,270471,365339,50080,481,5828,7528,38559,76494,188786,431386,61963,4629,7646,17193,28392,64467,172017,452763,63918,8636,6262,22931,44648,80047,181340,356242,110919,6535,6199,15147,24066,46644,121885,336231,254318,950,15758,27504,56006,78798,129718,260419,241872,1183,16357,30115,53151,78711,131523,269263,230722,6132,9511,18075,24479,37614,83935,335445,295834,7246,1936,7010,20918,46539,144733,502563,80080,11079,122908,275665,182390,104947,62512,41472,10052,59358,272366,271540,110444,42790,27721,17977,8829,8088,37255,49873,65197,109642,184338,222184,134448,120
375450,8380,2002,562,103,29,9,3,365954,13130,4959,1865,458,111,58,3,344811,27962,8119,3903,1441,219,71,12,124518,47705,37938,35033,34011,33666,36865,36802,175739,75990,55768,37339,22757,12578,5447,920,362870,22917,668,78,5,0,0,0,364021,21811,632,69,5,0,0,0,224581,90517,35507,17480,9561,5918,2822,152,239456,64191,40772,24615,10510,4829,1892,273,1131,422,1224,3172,5812,12441,38958,323378,150344,55444,35639,25620,21414,23716,30613,43748,160592,112235,51435,24880,14185,8927,6103,8181,272
0,5626,8816,18915,47354,115178,53310,16593,4883,15243,33192,61221,84637,50031,15857,728,14963,39733,51782,79518,63099,15372,960,365,53868,99656,78623,25489,5579,1664,647,266,41158,25337,28324,41350,60347,57095,11421,760,3914,166238,94237,1394,9,0,0,0,6483,172369,86007,924,9,0,0,0,40378,30973,33188,43975,67283,44180,5014,801,28186,46534,86065,68159,33545,2431,505,367,19510,30787,61245,52077,37106,30107,22715,12245,908,17617,47139,48347,36737,32901,32753,49390,30183,20023,25507,21449,23279,34361,58208,52782,379
31067,128560,91495,61643,48655,31903,15793,2626,9647,47653,62168,66763,80387,77733,61228,6163,2359,19783,37842,54089,73970,100151,109719,13829,13894,19767,28318,51519,75553,105491,93605,23595,1225,1714,6546,17982,38539,74184,122090,149462,7,937,19011,108829,73377,84249,102683,22649,10,1011,23960,105132,71972,84213,103083,22361,1055,3153,13444,28255,46639,80858,137836,100502,12160,20261,30114,42009,66474,98536,122433,19755,2533,17084,70421,98852,111439,81099,28098,2216,293534,74353,25061,9548,4385,2414,1109,1338,742,2054,10918,26692,45690,65164,86978,173504,581
349,3066,11939,34573,72812,149780,230768,45330,462,7074,36750,38247,105021,199102,149561,12400,640,16565,82295,143734,144107,103245,50933,7098,25915,127536,111768,112037,95087,53897,18629,3748,2122,30564,104791,120007,111089,88151,63778,28115,9348,77743,188174,164411,73074,26519,8323,1025,12668,79650,197481,150842,72059,26204,8769,944,1717,30513,89853,107865,112162,94980,79234,32293,8910,43469,88428,120242,131120,97403,51260,7785,4033,46812,122126,148470,125756,77598,23194,628,5309,37093,68733,75238,78507,104060,151536,28141,1283,27160,87896,114210,102748,83840,71008,60472,236
19974,237164,325537,217408,153602,94701,31195,2669,18396,167131,241666,211650,187012,179068,75307,2020,7640,47638,165741,222506,224603,246531,164506,3085,401009,217018,169521,137251,91314,44049,16730,5358,44897,262819,275013,204297,156780,104449,32141,1854,0,6540,2099,3552,11304,29215,73306,956234,0,6673,2128,3622,11524,29434,72847,956022,9223,51441,270640,313462,238976,174877,23172,459,196689,195661,170212,160833,153091,141185,60848,3731,197861,488466,189425,89012,53838,40268,20516,2864,7416,28177,51624,87401,157451,329063,383021,38097,10278,41379,123886,383851,342215,135736,40446,4459,515
3016,121604,169391,164672,171767,116538,26563,502,2883,89875,107930,128855,162904,210524,70636,446,1636,23488,81094,97945,129645,252929,185909,1407,179089,176667,161636,114601,79561,42801,16873,2825,33600,117101,136098,190651,177637,90444,26403,2119,0,860,2166,2184,6012,22338,84225,656268,0,911,2240,2165,6116,22582,84798,655241,4551,45420,134383,164859,247318,152364,24956,202,89488,80224,98151,141931,171105,141330,50665,1159,214967,306679,106218,57148,39779,30046,16304,2912,6382,24388,49730,73636,129965,242052,218751,29149,6554,40482,80232,203323,267997,133527,37978,3960,498
1,1125,2317,4227,14643,54924,127658,20856,142,2042,1581,5205,25790,92871,86848,11272,1220,5178,18322,30180,61087,60909,42704,6151,5043,875,2330,7956,23871,69311,106599,9766,4845,6954,16486,35686,61792,54103,36477,9408,2,6288,5313,22064,88166,65620,33399,4899,3,6432,5511,21456,84552,68313,34472,5012,4314,9136,20932,37894,49556,51113,40214,12592,4240,543,1143,4800,20630,78830,107585,7980,8584,8126,18135,26934,46362,76715,39052,1843,187,2662,18015,42362,60103,61853,28931,11638,3617,31424,75450,50031,32887,22968,9036,338,174
21909,160331,94239,67638,70862,64854,21124,1879,9216,105808,112312,80407,74604,76095,41318,3076,7996,52519,121934,103676,90343,73440,47973,4955,32716,70074,89686,96608,95391,75959,37444,4958,9965,9633,28580,68472,113502,132711,98575,41398,466,10962,14188,12877,21169,84160,188955,170059,670,11173,14090,11499,20434,80808,188904,175258,8824,10631,40915,79181,112185,115403,97352,38345,23309,66833,108011,96745,83616,70513,47682,6127,10117,21617,62198,87602,121391,131040,66433,2438,143260,150861,87351,49385,29196,20020,11487,11276,6781,10748,34333,67921,93961,104432,100474,84186,431
186548,115517,91973,77717,77317,51212,14323,4559,164500,93536,75963,88196,87979,76838,28190,3722,158785,87092,65294,57754,77277,85812,82584,4076,25613,29881,36514,51378,101760,181296,147943,44030,61839,77801,68949,66154,81264,101948,112917,46284,25406,100193,139812,194122,108496,38820,9048,264,27842,102202,152579,180223,105039,38061,9957,259,101705,92018,66522,66242,72750,96401,103414,18719,74630,56054,64355,86710,114763,130157,88967,4820,1858,16215,47959,57404,80839,102847,123381,187889,144016,151649,111838,76323,52461,40536,28557,11422,84053,103803,97032,88159,83049,69759,55706,34845,612
90049,24741,10902,8754,8853,3324,365,19,95393,20635,12421,9686,6572,1923,371,6,100390,18758,9569,11233,6007,960,87,3,16075,27901,28099,24413,20192,14124,9381,6822,55555,39129,20721,10995,11433,8076,1091,7,69372,76624,1008,3,0,0,0,0,82437,63633,935,2,0,0,0,0,78832,32844,11869,9873,9924,3526,132,7,60277,34133,24714,16380,8648,2495,348,12,882,729,2413,7415,8721,10649,22196,94002,3513,16653,21107,18579,17882,21227,28031,20015,51839,50987,16056,8073,5997,6326,5980,1749,318
209695,103941,36757,19047,10011,7850,2115,429,226625,97353,31915,16487,9577,5442,2325,369,244046,91520,29673,13402,6390,3560,1562,195,39437,52156,55360,57091,58918,58329,50813,18529,154268,134046,61811,24174,10885,4521,1397,392,126689,175574,50502,19967,5364,3768,4187,5857,141476,162999,51306,17213,5128,3821,4149,5816,146012,135763,55148,28319,14356,7450,3359,777,95163,99679,95469,56263,28843,12095,3539,404,1958,1934,3954,6601,12611,28105,91274,243872,1517,11353,25745,37336,47453,80985,146703,38320,141179,135144,70393,27782,9927,3834,1077,322,38
57,1,2140,23480,99220,246406,252833,30105,75,515,8572,52156,125801,228167,220345,18611,205,19715,76333,133335,159611,150010,108336,6697,6110,2725,7756,43602,182230,265168,136243,10408,5426,11310,59484,132000,170887,152618,103138,19379,358,8204,61866,297611,225422,51808,8725,248,608,6639,66978,297058,221108,52696,8924,231,4133,29807,88054,125265,139190,138939,105490,23364,1600,3010,6415,45091,173121,255363,158401,11241,9174,12773,48259,97041,170734,207918,102170,6173,353,8016,67725,151502,167616,166731,81424,10875,3096,58252,180407,190628,133032,69240,18103,1484,154
1384,893,322,157,207,137,105,87,1071,875,500,259,235,186,90,59,1373,813,415,255,188,127,57,35,1110,265,229,326,213,375,295,440,1265,626,449,349,298,130,61,27,0,33,835,894,841,449,129,2,0,37,947,810,831,437,119,2,1337,689,393,301,241,165,68,22,1150,440,372,458,397,317,184,76,729,139,142,149,224,378,612,880,41,121,157,212,283,520,670,1183,1353,602,522,324,172,133,47,23,634
35635,56195,22124,50134,99514,152613,112311,25521,78326,42462,78248,121661,115481,74349,40502,6820,90404,124336,153696,101298,61271,22329,6170,2011,59863,134233,137088,117448,78136,29221,7553,1524,98890,136377,141892,109941,58205,21486,6106,740,74394,298275,138654,53062,10127,1425,247,13,93141,284942,138616,48005,9771,1475,250,10,101302,136476,125405,95182,64774,32739,11756,3300,98195,73132,107659,138859,77184,46213,7855,1595,12619,13786,29251,59400,99330,132403,135800,78926,1190,5023,15872,35846,66474,119198,195150,119092,61502,160538,130840,91126,60106,37249,17901,5796,203
5836,17922,18283,36530,57037,85649,310092,56228,9277,35945,71820,112964,205417,114085,33695,4374,22620,211540,198220,85516,46851,17318,2954,2558,124612,136116,109494,82562,61762,42025,24028,6978,206887,219948,75342,39790,26389,13347,4020,1854,136360,448369,2817,31,0,0,0,0,164968,420310,2277,22,0,0,0,0,163859,232642,96606,41062,25761,17650,6500,3497,61144,112122,140394,139651,96960,28074,6618,2614,33496,35012,45107,56605,82750,132449,165905,36253,731,1819,5744,12594,21430,42105,125679,377475,150889,217824,111138,42996,24949,20410,14630,4741,333
29229,5995,2379,1253,1538,1378,2818,34624,25128,12262,2797,1929,2119,1786,3598,32398,19901,18941,5246,2529,2289,2193,4435,29172,35548,10513,3963,2749,2111,2231,2850,27685,72448,12983,7386,2172,736,284,165,643,100753,793,0,0,0,0,0,0,101161,405,0,0,0,0,0,0,62937,15872,9487,3003,804,315,232,679,32620,5559,2867,1443,1685,1931,3203,29443,24006,8512,6457,8405,7707,10428,11964,7227,418,1076,2229,3310,3304,4038,5593,61525,58940,6758,7266,7566,4027,1258,393,301,1
42066,195415,124965,55753,21390,5216,1057,155,40650,202875,107990,53850,28396,10169,1967,120,2169,146219,148145,69683,46196,26379,6944,282,235239,70609,53372,44186,27859,11514,3027,211,1056,2056,42890,158198,105740,58160,49097,28820,0,389,2615,31591,92044,136604,142897,39877,4,413,3197,32306,91911,136235,142394,39557,959,3532,31632,133505,139247,69895,54209,13038,194869,94786,59815,46897,29499,15304,4655,192,2913,87358,104957,82668,83819,61786,20633,1883,147694,103788,120144,56078,13265,3214,771,1063,574,2294,8346,17164,27617,40228,62803,286991,562
49042,8792,4070,3818,4752,4374,6370,72300,39534,13158,7766,5638,6512,5703,8049,67068,39838,17893,10099,7153,5618,5278,8123,59363,12901,7272,7414,7324,9318,10183,17275,81567,76087,29145,16389,10418,7833,5359,2369,5298,120674,31455,594,23,1,0,0,0,125358,26877,497,13,2,0,0,0,69234,36229,18463,11506,5682,3943,2639,5328,16978,9663,11856,13014,12130,12095,12571,66633,48539,10576,6998,6108,7206,9297,16651,47599,8890,9136,9283,6905,6080,7482,14956,88550,92133,32743,18262,5638,1526,623,319,255,15
126366,1226,282,98,64,36,61,37,124461,2430,640,309,179,84,51,16,118775,6227,1787,836,372,138,31,4,49971,13315,9550,9172,10050,10571,12249,13292,72497,21012,14044,8754,5300,3503,2302,758,123524,4135,426,77,7,1,0,0,123967,3723,405,67,7,1,0,0,87863,24603,7287,3401,2107,1703,1064,142,83524,16549,10688,8682,5116,2699,881,31,42,118,193,480,1336,3326,11682,110993,38483,14519,10649,8500,7793,9240,13983,25003,68329,34500,11666,5161,3029,2075,1537,1873,269
