band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
766,14088,17484,18877,17367,20417,6896,1583,18669,16154,18528,17897,20685,2379,4986,20693,20380,18930,18416,11627,863,8067,11310,10522,18006,27687,17584,2719,10589,19282,27164,19789,12164,6326,581,85,6600,29307,31797,22502,4720,884,168,6228,28544,31994,23414,4641,906,7651,18364,19064,20934,16595,10515,2772,2576,6337,12625,31258,31505,10739,855,6886,9393,10775,13309,17625,23270,14637,825,1878,7630,13451,20531,33809,17771,15476,24007,21140,19384,11401,4186,301,88
309,29597,133456,231699,237270,202124,49988,2203,63314,167139,190217,208567,207246,45757,5832,56994,163634,167822,185498,240476,64187,191948,100754,85286,108880,134926,156763,105886,22943,29410,114289,153817,164962,201756,197266,405,22073,49690,144143,230710,285012,152410,487,21125,47390,142173,238087,278920,156261,23447,28378,83595,174178,206044,226490,142311,105158,106438,104950,118413,152973,204415,92096,34529,312266,177837,147057,128610,68320,15824,184994,194114,193192,160441,88694,33642,29366,23482,36160,78657,119939,136311,154327,335567,559
55960,219403,253605,247137,187120,50620,2183,80589,249226,238987,222227,167528,56540,931,60177,182437,216393,200945,199589,148863,7624,298165,222699,190371,152244,97011,47526,8012,87718,118374,182103,200521,219485,174349,33478,10,50243,104385,198453,286415,245199,131323,130,49106,102591,197664,292875,241988,131674,66430,109793,187439,240989,259209,149837,2331,226023,218917,176649,155581,137719,93273,7866,88424,177446,254703,237298,159682,81015,17460,123795,240431,212435,146264,106924,96731,89448,41404,52241,113180,192053,281941,235477,99732,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
132972,49124,13984,4340,987,393,611,163740,30986,5425,1208,386,279,387,160203,32452,6815,1797,648,285,211,9919,18370,35691,43100,43917,36699,14715,64989,73611,33962,16861,9755,2769,464,506,121291,64989,12677,2538,359,51,531,121017,64682,13013,2773,342,53,115582,54296,17834,9685,3985,879,150,51033,91930,44483,11990,2204,472,299,1702,587,1577,3790,8858,28195,157702,25059,29781,33072,31705,33466,36564,12764,93445,64391,19334,8630,5211,3704,7696,588
631,5655,12705,34268,86865,124039,91799,836,11025,50653,51601,67390,156514,17943,8348,67096,79615,125594,65972,9086,251,7998,13450,39755,92852,112507,81208,8192,55755,152157,92309,42959,11301,1446,35,43164,140225,130888,34276,6923,480,6,46302,130154,135310,36020,7700,470,6,58142,142310,84793,45274,19962,4991,490,3312,6651,26408,84986,175006,59008,591,5213,6932,17643,55609,118461,110223,41881,154,263,973,4784,22070,104245,223473,103263,162986,69411,16275,3021,625,381,216
3046,77388,174779,227208,289193,116363,9932,46524,202997,210062,201855,158391,74784,3296,125038,207675,151007,149519,173699,87566,3405,174089,83914,121557,186166,183404,120196,28583,145758,98966,146167,162156,179916,136121,28825,17,75707,305946,400126,114231,1882,0,44,66072,306714,403892,119377,1810,0,161083,153151,172579,196365,149725,61526,3480,145794,92507,153621,198148,209015,92048,6776,89284,47597,106696,194456,176055,185207,98614,62384,175426,178039,131968,107095,82939,160058,117570,145106,171367,173074,176585,89111,25096,547
271549,26754,3359,801,288,213,287,274361,23986,3100,958,358,239,249,259424,33681,6115,2239,1075,516,201,17068,34322,59716,50935,53345,55742,32123,90183,138637,45666,16642,8515,2948,660,311,58902,204406,33107,5578,899,48,365,61577,201143,32939,6344,836,47,178542,89535,20995,9052,3684,1271,172,107293,127326,49078,16065,2714,508,267,4388,1325,2048,3925,9129,37910,244526,39054,58882,60543,52036,47406,32537,12793,142593,104139,30395,10563,5564,3776,6221,589
20471,301885,257292,154232,75983,19834,560,8009,185887,252230,194983,136714,51818,616,2285,51118,195094,250676,216952,112348,1784,382097,230248,126427,61238,21976,6719,1552,52464,299325,261095,138613,62428,15477,855,1,2269,1577,6777,21159,46383,752091,5,2253,1586,6616,21828,46548,751421,4368,91691,351415,245121,120915,16687,60,157249,225524,192948,137073,86607,29431,1425,259463,327461,118254,63215,39256,20178,2430,1200,7750,31241,82825,220778,421354,65109,5224,45801,222304,406841,127961,19941,2185,514
129087,149093,159381,202739,210353,53965,1217,117797,186108,196571,198824,158291,45971,2273,72251,255542,209011,181279,136959,47829,2964,68499,218615,263358,224224,104364,24310,2465,35780,72383,130652,191745,223591,187459,64225,6161,208390,329513,229100,85476,42778,4417,7670,200421,326238,235383,89654,42217,4252,38522,104099,146590,183883,201278,176250,55213,124510,192879,218800,205786,116328,43957,3575,9428,27245,103158,195152,280445,244501,45906,249512,243050,169658,95411,66099,49637,32468,15161,73601,125101,155002,176075,166697,194198,406
521,2118,7133,18541,43701,82504,68953,637,9030,20478,33005,59612,90187,10522,4453,40280,69043,71091,28018,6589,3997,7440,13362,29261,55534,64559,45220,8095,34586,83362,62653,29685,8628,2444,2113,19238,95580,74154,25269,8236,987,7,21114,92193,74237,26057,8964,895,11,29037,76585,58369,34027,16565,4828,4060,4151,7347,25960,59236,87516,35319,3942,10759,4342,8751,27526,71797,79393,20903,265,195,370,1493,12020,78230,130898,51920,104977,47310,11537,4545,2740,442,220
19298,45841,44050,34889,20856,9677,1189,12271,19948,28673,37042,45005,31506,1355,11801,20422,26674,31372,44992,39700,839,881,3950,14712,38035,67612,43005,7605,9370,15342,33783,55065,51476,10553,211,47,10303,5638,8645,15452,66230,69485,155,10116,5018,9213,15625,67856,67817,7794,13281,24037,30708,48120,48756,3104,2209,5425,15710,43329,79512,28710,905,2394,10733,25420,35453,39482,42498,19820,2033,8983,34756,49143,45605,28037,7243,12094,42010,62295,42786,14280,2069,266,70
154,7704,48552,142179,261117,246801,62712,2016,47578,144194,242738,248551,79875,4267,20870,253959,233463,168888,76064,12634,3341,308499,205533,102192,53346,30337,27658,41654,216213,226665,131828,105546,66801,17763,4403,92256,614956,59094,2585,278,23,27,106741,598667,60769,2715,276,24,27,195779,236286,129934,102835,76755,22160,5470,105650,217213,185631,133805,80217,42464,4239,85028,137330,120504,134121,116133,109667,66436,921,12254,39087,61751,98533,196098,360575,156731,186389,133475,90975,98946,74440,28262,335
2439,30329,80644,112754,114968,77462,13440,944,19561,70178,107737,117729,101412,14475,1259,41267,92865,110851,106484,71275,8035,6587,31452,84474,131044,112689,56623,9167,1794,13524,58344,125802,136329,81281,14962,0,1,2194,59949,222146,133900,13846,0,0,1824,56750,225429,134094,13939,1088,17455,56147,96328,122254,109225,29539,3134,16900,72397,105064,132411,92044,10086,6649,36977,66849,100859,129398,80683,10621,3681,36529,134127,144679,82449,26641,3930,1350,36578,102588,124059,99273,55831,12357,150
30,2621,13705,41419,136598,564503,431330,25,439,2345,10721,47324,418007,711345,17,673,3828,12200,46769,372450,754269,2958,7941,16790,33614,80597,276286,772020,757,1127,3851,15137,71097,338399,759838,74,4369,89142,274321,402837,345301,74162,203,4680,86912,264221,418676,340312,75202,533,1237,6912,21363,62943,269504,827714,884,1507,3656,9834,27405,266666,880254,104257,548297,255658,148846,89035,39015,5098,18664,293834,408622,365156,87817,14059,2054,1239,30770,130050,229812,353344,305359,139632,116
1918,30614,30195,28819,28066,30942,10256,5232,36831,27494,29387,29108,28406,4352,16396,37349,33776,30464,26567,14926,1332,7009,11831,17341,32850,56888,32556,2335,21735,37918,42048,33242,17317,7752,798,179,9883,59711,64712,24120,2139,66,262,8832,58543,65565,25410,2132,66,15704,37410,34666,30373,24855,14710,3092,2187,5947,19484,60354,54782,16539,1517,8049,11701,13023,17544,29063,47401,34029,329,2302,8598,20858,39506,61501,27716,30341,49085,42340,25956,10395,2422,271,141
19,4923,13780,58241,229720,416038,88304,1232,6330,17563,62080,151409,438902,133509,4962,12286,20487,48057,135747,443152,146334,9166,9898,32444,68018,159396,360388,171715,6820,9847,21017,36313,88829,330822,317377,1874,22966,42432,75884,129275,245117,293477,2072,21916,41271,74868,135375,247205,288318,6565,14144,21974,34819,67210,295027,371286,7450,2857,13622,34225,98913,483855,170103,15037,197988,281255,165382,84497,52165,14701,88189,335574,243371,74145,35478,23919,10349,12701,45322,62342,94245,183531,240323,172561,120
377628,6885,1648,313,41,19,4,369135,11781,4168,1176,197,72,9,352251,23412,7122,3115,525,94,19,132237,51486,41860,39371,38068,41041,42475,188917,80540,56215,33489,18247,7743,1387,374901,11260,349,26,2,0,0,375701,10469,339,27,2,0,0,242759,86017,30729,14517,8181,4053,282,250041,66080,41313,18475,7427,2786,416,1166,602,2013,5126,10425,34209,332997,160360,56953,36018,26082,25229,32819,49077,183569,108018,45270,21050,12307,7242,9082,272
0,7996,11547,37108,118657,68773,21711,6886,21664,43832,99191,68407,24722,1090,18324,51419,69857,85099,38431,2160,502,64294,125747,57492,13980,3112,836,331,44332,29317,37524,57056,74167,22431,965,12515,223223,29942,112,0,0,0,15031,215257,35376,128,0,0,0,43818,37888,39248,65918,65330,12695,895,32581,61723,103047,56637,10661,692,451,22211,43605,68046,52195,36692,28484,14559,1589,28092,58270,47817,38517,37474,54033,32297,25551,27472,24292,34182,57575,64423,379
52379,134253,93299,63225,43529,21260,3797,15385,57606,75520,82660,91177,77380,12014,3642,28178,48652,73084,103470,127365,27351,16657,23240,42324,70058,113383,110845,35235,1340,2819,11057,30940,67687,128767,169132,9,2245,64443,108334,87265,115390,34056,13,2151,62819,107939,89797,114277,34746,1174,5535,21387,41345,75967,144269,122065,14433,24604,37003,62524,96229,142279,34670,3316,31276,92635,126663,109437,44758,3657,310382,67188,20514,7255,3422,1534,1447,880,3721,18349,41034,67835,89539,190384,581
380,5006,22156,58140,115400,277074,70461,586,14604,41396,62954,206537,199605,22935,973,32234,130721,167966,133948,72489,10286,39437,151334,120937,124959,80309,26691,4950,2960,55625,134101,130935,109747,79261,35988,15593,136605,211450,125529,45395,12435,1610,18384,124768,213879,129842,48209,11950,1585,2561,53720,109085,126173,119382,95885,41811,11533,63578,105764,142715,142025,71915,11087,7063,71266,152742,167878,108575,40063,1030,7749,52566,83185,85747,104128,164749,50493,2203,45269,118212,125117,105364,80607,71845,236
35513,327132,316125,216020,132115,50465,4880,30020,229492,262859,224782,216199,113960,4938,8774,85775,221165,257104,267665,233144,8623,438647,234138,180069,131159,66878,24590,6769,68613,325883,282378,205005,143703,53660,3008,0,7471,2305,7507,25988,66644,972335,0,7418,2335,7496,27038,65595,972368,10111,103829,369092,302739,238153,57610,716,227107,215553,191158,176331,173560,91523,7018,294159,462587,161993,79142,50732,29283,4354,10300,37200,71717,132207,288823,473376,68627,12952,61619,234262,474553,230530,60836,7498,515
9256,167401,187443,194124,164864,49841,1124,7857,116659,128323,170061,227015,122496,1642,2689,41699,104706,121910,227573,269621,5855,202568,205836,164185,109603,62815,25028,4018,49014,136964,176676,224562,140445,42750,3642,0,1597,2240,4075,17447,71088,677606,0,1468,2357,4019,18187,70041,677981,5828,80754,159790,236389,240404,50352,536,102439,90463,131878,179895,184546,81975,2857,287396,273332,93210,55308,37900,22748,4159,8449,34039,65313,109072,229624,276734,50822,10327,54235,126914,305625,210942,59555,6455,498
9,1903,2869,8471,40724,136722,35053,360,2159,2539,13277,77429,110401,19586,1863,8601,24288,52340,74144,54529,9986,5142,1227,4012,16328,55468,125652,17922,5098,10449,24723,57220,68831,45888,13542,46,8940,7852,59771,97661,44140,7341,46,8950,7146,54325,103734,43922,7628,4620,13124,30758,51595,58686,50007,16961,4312,661,2166,12488,59088,133208,13828,9361,11241,24031,39437,79570,57681,4430,322,5005,31686,57844,75914,39502,15478,6830,45953,83228,44320,30989,13734,697,174
44906,172609,85353,77085,84684,35243,2956,14883,139930,108446,87183,89921,56315,6158,9649,83545,135644,111435,90532,62864,9167,41220,86070,106109,110756,98530,52735,7416,10699,14175,48028,104727,148705,123494,53008,1162,15380,15514,15775,63730,189191,202084,1350,14738,14643,15049,63369,184870,208817,9359,18255,61629,113603,132452,117009,50529,29643,90921,121851,101790,87129,60901,10601,11016,34820,80193,121042,151951,98728,5086,168822,155406,82116,42644,25923,15523,12402,7792,16368,53018,93697,119127,112395,100439,431
206704,122500,100506,94168,68250,21666,5372,179134,98348,92929,104401,93346,46352,4414,174692,90389,69437,77992,89974,108256,7934,28904,35608,43634,82276,177370,192162,58461,74465,83492,76658,83243,109072,131294,58932,34088,134396,194971,171929,63136,17243,398,36203,128373,194216,174197,66537,16208,428,115765,100089,70259,80275,98520,123924,28939,84062,62206,79512,113763,155762,116536,8615,2363,26774,59907,77216,109695,135613,206824,168313,162670,113277,71756,49785,36340,14661,101101,114358,108181,97734,87505,64272,43255,612
97680,20181,11815,10963,5529,800,39,99837,19183,13194,10932,3201,625,35,104915,16900,11816,10700,2497,174,5,20097,29968,33424,24482,19255,11973,7808,62596,39571,18019,12040,12267,2499,15,99672,47271,64,0,0,0,0,106929,40001,77,0,0,0,0,86921,28745,11370,12217,7249,495,10,64532,38783,26266,12397,4388,614,27,979,941,4840,9652,10886,20766,98943,4977,21547,22981,20678,22073,30195,24556,65696,43231,13999,7481,7082,6918,2600,318
238642,91242,30581,15757,9709,3297,617,253089,80074,30723,14862,7571,3192,582,269247,77431,25752,10299,5151,2085,383,46602,61001,65156,64742,68257,60740,24135,182436,129448,51151,18491,7275,2199,494,202717,120502,42188,11010,4351,4749,6391,210534,109762,44549,11450,4658,4579,6376,172357,129002,50044,23222,10636,4901,1022,107326,118276,95186,44586,19747,5627,707,2141,2601,5417,10424,23758,80101,265867,2332,16611,34732,47537,73399,153425,61376,163530,139473,59474,18604,6532,1635,410,38
57,52,6733,56856,237220,297487,55837,78,1338,22855,100345,226277,262741,40608,449,34734,112151,171756,182678,136066,16408,6412,3937,16478,119004,300329,190394,17688,6022,20496,97258,180351,189231,132357,28527,780,16534,161727,346500,112329,15855,517,1092,13240,157719,352230,114266,15215,480,5516,47690,119393,156721,155830,134377,34715,2132,3583,15074,111606,280731,215730,25386,10102,21020,70167,155060,233646,152844,11403,530,18423,115855,186666,194240,124149,14379,5594,97091,225490,188043,105883,29629,2512,154
1583,816,282,217,182,108,104,1249,857,430,304,226,136,73,1546,776,419,215,186,76,45,1141,278,321,296,368,349,500,1385,658,460,373,214,83,32,0,358,982,926,724,189,4,0,211,1103,958,726,181,4,1465,668,443,281,241,93,25,1215,459,410,555,405,253,97,760,153,167,206,330,663,974,59,140,204,270,452,758,1304,1458,671,521,268,156,79,23,634
52132,45105,34012,80092,155099,153319,34288,86117,53252,109444,141951,103882,50804,12399,101914,163068,149574,94542,41661,7626,3130,78563,163248,142129,117863,48881,12313,2069,118730,159112,152628,97049,35103,10029,986,135059,301102,107606,28849,3206,349,26,144748,284712,112094,30834,3447,350,25,118608,157511,130434,91706,50655,17742,4278,106822,87175,154773,122751,62941,13800,2430,14021,18688,43267,91993,138558,157751,97237,1537,7666,25299,56365,109981,205261,151736,86687,176527,133760,84111,52328,23910,7735,203
9518,18632,28932,50581,83495,276968,119451,13505,48285,99074,178393,189506,53513,5301,36342,269421,171630,71932,30636,4547,3069,144531,148653,113593,84607,54937,31884,9372,252354,204237,64883,37566,19924,6431,2182,324782,262412,381,2,0,0,0,353864,233258,452,3,0,0,0,204614,231423,77951,36228,23428,10056,3877,71952,141585,150636,157721,52088,10234,3361,38073,42016,54341,78900,126561,192787,54899,876,2784,9093,18924,36914,106126,412860,187488,222901,92229,35305,25040,18179,6435,333
31290,4823,2128,1662,1413,2537,35361,28509,10054,2946,1727,1949,3788,33044,24100,16985,4118,2641,2632,4101,30129,37673,9541,4287,2374,2412,3247,28116,73578,14354,6161,1445,410,190,679,101381,165,0,0,0,0,0,101458,108,0,0,0,0,0,65265,16971,7931,1690,503,246,723,32620,6427,2550,1731,2051,3338,30034,25612,8817,9797,7301,10890,13239,9050,511,1481,3192,3697,4315,5894,62403,60048,7644,8948,6631,2340,557,341,1
75696,209786,108923,39959,9756,1678,219,67224,216342,93627,47031,18140,3452,201,5841,198708,128087,62260,38004,12586,531,248529,72530,57814,42099,19680,5044,321,1158,5299,102385,165013,79867,57202,35093,0,721,9583,72314,143007,163794,56598,5,681,9005,71463,147018,161145,56700,1112,7149,73693,176635,103229,65411,18788,211618,96812,62208,43411,24249,7353,366,6298,118653,103347,97728,84429,32553,3009,159352,129526,115335,33329,6063,1278,1134,743,3668,13115,25035,41293,61479,300684,562
51141,7645,4728,4861,5172,6581,73390,42186,12847,8204,6314,7048,8000,68829,43352,17625,9789,7371,6228,7655,61345,13963,8764,8382,9322,11548,17043,84232,79800,30055,16181,10785,7088,3453,5536,131216,21383,143,5,0,0,0,133635,18940,166,6,0,0,0,75253,35927,17939,9965,5056,3166,5718,18312,11199,15041,13971,14206,13415,68796,50746,10570,7389,7531,9480,16333,50925,10024,10983,9402,7327,7522,14365,91659,98564,32834,15215,3184,1001,409,292,15
126726,973,228,90,49,55,49,125351,1787,554,270,113,71,24,120580,5141,1524,609,260,50,6,52398,13387,10926,11030,11895,13236,15298,76136,21787,13938,7754,4674,2833,1048,124917,2989,238,23,3,0,0,125131,2757,250,29,3,0,0,93444,21942,6068,2920,2167,1402,227,86935,16062,11809,7893,4093,1303,75,56,147,291,933,2724,10107,113912,40923,15449,11200,9061,9550,14317,27670,76433,30857,9930,4345,2713,1758,2134,269
2318,21973,25409,16948,18113,5235,1628,16428,35141,20161,12745,4438,1650,824,32618,35530,15307,4841,1611,960,287,13265,22831,20294,18756,10649,4214,911,8150,26470,22401,15996,11817,5132,321,32766,56694,282,0,0,0,0,41034,48405,338,0,0,0,0,14771,27633,21446,13752,8020,4340,522,12489,29048,29581,14951,4818,908,289,1928,1904,2764,5721,14543,36860,27200,4177,12261,15776,16149,18038,17658,6226,6202,23698,24163,17114,9508,5288,4311,327
12868,53858,71168,82895,92883,106342,55890,7162,34672,60346,85704,102047,144450,41487,5228,31853,52462,73899,106790,157184,48449,3979,6698,18758,59508,146901,178115,61908,5059,10692,25851,58409,105187,147518,123099,6608,32987,122371,174404,126143,13089,167,6974,31584,120127,175247,129072,12657,160,6042,26485,52109,74579,105471,147828,63315,3004,7023,27642,74471,126721,172404,65117,5300,49652,100553,109141,106249,85686,19159,126653,143188,99273,51846,28651,17101,8571,6960,35846,77426,93418,102666,88465,70547,621
292,7368,24639,53148,123363,260320,42019,391,2888,10259,39590,111283,279546,67192,1208,8732,37684,83357,148470,181702,49996,5589,13925,42248,83951,149579,172489,43368,4707,14428,74046,133061,142875,112592,29440,71,38865,87410,86248,86840,98716,112999,224,37562,86241,86783,90361,96641,113337,4264,28896,74850,103673,133152,136679,29635,3513,2210,13058,56119,150652,236219,49378,12858,93020,112699,123316,112264,52130,4862,862,5635,54597,131837,167327,126181,24710,4240,87042,139298,137076,113617,28057,1819,165
46532,59307,38890,27521,17716,9662,2186,30488,36723,38020,37419,36594,20614,1956,27502,45467,37325,35096,38100,17377,947,10339,16818,28101,43215,57438,39280,6623,19232,32831,51052,48289,37899,12025,486,211,17889,11715,24065,23072,59151,65711,477,18136,10579,25649,23531,58343,65099,15848,28959,39849,36887,40963,35448,3860,16145,19142,31524,58048,59609,16235,1111,5258,10608,14091,26083,44219,63795,37760,2283,16709,39774,47241,46103,35827,13877,19581,58720,59939,38804,17466,5981,1323,71
490254,38407,11980,7236,6425,6938,95931,470332,50597,16954,9782,7828,9366,92797,457081,66301,18897,10184,8678,9125,87903,195566,114076,82712,62805,56013,45961,101682,343459,189648,74695,33899,14412,4105,463,402262,170434,53352,18039,9698,4608,3008,406696,160220,57732,18882,10256,4613,3006,330380,211620,66585,28827,15077,6537,962,339323,110358,60738,29476,19799,12303,89950,100410,16430,13773,11496,22984,104287,388391,28195,71248,95848,94697,99656,97934,166736,242143,261313,103965,31637,11422,3514,1418,24
1581,51625,125881,115428,63629,16211,438,1191,17081,60512,110133,115997,67745,2134,677,3195,18175,57888,138439,141625,14794,52559,86069,79653,57349,46610,46817,5736,4696,24268,71988,90346,66796,44344,72355,0,263,455,826,2740,33468,337041,0,220,483,776,2581,32633,338100,1178,9701,48154,108420,94189,54928,58223,13812,34755,78055,87756,72105,75829,12481,68586,147411,99480,45481,11823,1941,71,80656,39540,52552,68290,75652,50997,7106,629,9125,35102,91223,105544,55826,77344,464
121909,179335,105032,63631,38952,17189,3956,90819,114559,99102,95044,79827,45967,4686,37310,103874,93087,94352,106198,87631,7552,105603,60980,60269,89795,118868,77929,16560,14520,34263,60485,89534,114709,130803,85690,606,46298,146482,113063,82837,85020,55698,723,44337,145154,114077,85116,84924,55673,14617,39722,72516,90742,107847,141233,63327,102000,59440,63582,95705,107272,91834,10171,3856,27440,101533,162567,135741,71932,26935,245050,138250,69610,34876,21847,15048,5323,12894,25348,45556,68218,93809,112274,171905,631
