band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
0,3405,8704,11471,11800,11528,12235,10222,12851,13079,600,220,5655,12015,11404,10946,11333,11653,11256,14292,6986,135,587,10125,13855,12230,12679,11854,11430,12200,7982,2905,48,3510,8134,7325,6046,7133,11796,16493,18344,11725,4691,698,2302,13151,12265,16699,16398,12975,9290,6873,4440,1407,95,5,926,4997,13712,22631,19802,20114,8447,3659,1238,364,5,935,4878,13902,21258,19910,20634,9657,3189,1182,345,1552,12020,10915,11747,12039,13283,12842,9367,7035,4441,654,1590,2498,4470,5905,10509,19911,25025,15939,7600,2375,73,3552,5711,6069,6806,7256,8443,9585,12505,14475,16774,4719,545,524,1337,3584,6394,8638,10536,15428,20950,25464,2495,4834,16990,15469,13929,13320,12762,8595,6223,2924,797,52,88
0,2473,18227,62682,111375,148447,152347,150233,139425,94573,4661,256,6698,44798,100122,115238,114083,135210,131723,135444,99775,1096,1287,10862,41314,95322,111220,101521,111530,127694,153065,124828,5800,137266,86371,59989,54438,59136,67563,80494,91513,99932,100857,46884,13092,15457,18942,54822,89312,100461,100754,109780,124751,139218,117854,0,2421,16727,25317,42394,92651,136796,145412,175899,203857,42969,0,2427,16722,25067,38391,88874,143950,157218,171424,198306,42064,13941,16293,17901,32787,80932,110187,129118,134157,144557,140273,64297,60739,77324,63354,65508,66294,78090,85789,106120,127921,139656,13648,6285,101570,214385,137663,91514,93777,90580,73671,46883,23398,4717,115125,121980,124001,124354,119816,103022,74472,43308,21837,20876,15652,11769,19510,23635,41172,61678,76990,84140,87966,87899,159519,230165,559
6988,102077,141322,162703,165812,158363,141673,95731,35662,5229,468,20598,122992,163480,157048,153739,130758,124659,96737,42041,3719,257,19208,84336,122023,135843,134189,129685,124672,127815,104931,33134,192,202561,161034,135050,125080,118476,96632,75040,51628,33736,14901,1890,58293,54076,79218,108678,124953,129957,134237,140145,118634,60243,7594,0,10657,33562,52305,86345,127270,170455,171117,170508,129713,64096,91,11485,33341,52868,81068,125877,174147,190537,160739,123028,62847,47406,40207,74455,108386,135324,155525,163345,161960,113023,16286,111,133216,155726,133440,122935,109424,96788,93309,79985,65668,25275,262,50523,74322,119659,164487,159190,151391,121357,86976,56237,26139,5747,49939,137429,155007,145277,120508,92323,73456,65316,62452,59326,54995,25770,26612,34571,59311,89013,121617,162649,186570,150581,123829,35505,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
75123,79843,26148,10256,5686,2800,1130,471,237,273,444,119574,60260,14405,4340,2000,644,347,212,155,247,227,122708,52524,16373,5916,2442,1103,543,338,175,182,107,6526,6866,12656,20452,25034,27624,28287,27607,24319,16552,6488,26788,62224,44323,27484,15416,10618,7956,4834,1946,613,209,291,2552,105382,61495,21101,7605,2591,1031,274,70,19,288,2630,106924,60126,20192,7907,3019,992,256,63,14,64736,74085,28482,13848,8859,6059,3881,1581,626,172,82,21998,54754,59235,38217,17056,7020,2637,775,320,217,182,1561,268,385,723,1351,2412,3948,7212,15117,37796,131638,15855,16627,19415,20772,21158,20126,20374,22244,24046,17245,4549,30765,91194,33008,15652,8679,5319,3808,2933,2237,2886,5930,588
416,1214,4486,6635,11826,20524,43489,63776,70854,104688,28054,483,1328,7787,28183,34870,29559,38676,50098,90890,73959,129,620,24988,43733,44312,63032,80491,60944,29377,7493,971,1,5142,5154,8616,19207,37214,58005,68739,75093,59139,18300,1353,8760,95280,97398,63651,47638,26956,11302,3832,1045,91,9,13809,64700,86255,103822,54936,21648,8359,2000,407,26,0,13508,65448,86345,103318,53744,21539,9567,2137,331,25,0,13823,91970,83726,63190,42092,29944,17945,8646,3597,938,91,2404,1843,4964,11701,28310,43112,112282,96550,51783,3005,8,3504,3223,4431,8833,16157,35332,61571,83348,73769,53074,12720,107,93,178,382,1053,2872,7799,20002,52887,163439,107150,23719,137691,94309,59477,25530,9880,3277,1163,426,191,299,216
26,13754,59785,91149,132191,131280,201318,149588,90414,27400,1004,2012,92869,139011,133196,116851,133244,129754,85876,53151,11725,220,33963,159673,124306,100808,87992,89214,111581,111958,65628,12564,222,143151,53650,52459,60354,95482,123808,121894,115589,80722,42178,8622,125593,40961,66775,90040,97320,100364,113848,113839,93854,46522,8793,7,1335,49589,188670,203334,266985,163697,22545,1737,10,0,24,1643,49077,188308,192623,263759,174810,26689,969,7,0,121445,76683,100855,109301,112991,121393,119132,81069,45754,8038,1248,119932,47001,58868,85132,105530,129262,137977,121416,70215,22296,280,70362,30949,30170,49634,93783,128501,114953,112199,119168,107638,40552,22721,80494,117237,120472,101628,84300,71196,65472,54014,48189,132186,68929,85336,93668,108283,109247,109591,115632,104921,59833,33275,9194,547
217843,67916,11601,3322,1172,528,245,139,150,132,203,229776,58661,9226,2841,1172,638,288,195,138,172,144,208170,67817,16399,5137,2361,1321,837,562,351,197,99,11502,11885,23155,39160,34507,34768,32053,32293,36740,32452,14736,37637,96903,85353,39594,18767,10723,7111,3952,2074,850,287,15,3843,46191,142400,85249,16653,5486,2638,675,99,2,16,3627,48127,139159,83981,18629,6579,2403,640,88,2,92297,124959,47097,17159,9772,5620,3213,1880,891,289,74,44020,108484,73413,43366,20131,8729,3428,970,358,188,164,3871,863,850,1071,1555,2542,3905,7587,18970,58773,203264,22475,31150,38520,40307,36139,32679,30926,30050,22792,10110,8103,45838,139479,56275,26401,11810,6459,4254,3142,2305,2734,4554,589
231,75307,217318,185377,140292,92246,66613,37224,13622,1950,77,159,32979,131594,170796,153020,123980,97622,75036,40652,4378,41,84,5982,36063,99637,153146,159069,149491,129042,83893,13803,47,254165,202596,135955,96966,63875,38604,20822,10131,4528,2009,606,9590,108331,203334,189943,135074,86930,53856,29689,11364,1919,227,0,378,1765,820,1444,4250,9738,14275,26597,62454,708536,4,348,1812,828,1369,4036,9698,17069,27000,62101,705992,3041,5725,65993,201049,225485,156617,104149,56404,11421,346,27,79845,138906,144563,130741,108921,89657,67262,43369,22482,4356,155,56435,334075,179269,95364,54910,39281,28998,22007,14411,5041,466,283,1996,5325,13916,28694,51597,94424,182123,284228,161175,6496,2319,8547,32433,83488,229388,271023,136870,47923,13457,4256,553,514
23903,159093,87473,89846,115804,135830,134830,114787,40385,3430,454,24908,153808,109276,128881,126266,120922,118762,81268,34279,7064,401,21267,110345,175578,137109,126050,117187,103987,71357,33500,9092,363,27983,88222,148075,162169,172917,145878,92768,44888,17722,4510,703,17220,34615,47636,73193,97226,120192,143668,139592,126215,81581,24697,93,36134,151732,199098,215545,146013,68558,44330,33532,9922,878,139,38307,151294,196401,205183,151481,74864,47798,30836,8868,664,16083,45599,69206,87966,100817,117527,128583,127488,117587,77878,17101,58855,114100,128227,139469,140863,130836,95481,56636,31007,9896,465,7081,5365,19417,51731,85708,124490,157500,192693,169934,82772,9144,153851,165856,153098,123231,87865,59766,45531,40184,32575,27126,16752,5231,24217,50266,72168,88113,98592,109322,112323,99909,133037,112657,406
509,216,1823,3498,6588,11048,19501,34979,48798,75518,20993,543,1087,6997,10996,15829,19771,30415,42137,64881,27046,3769,602,10505,29717,40029,48489,44705,27302,12346,4713,3074,1989,5743,3768,9241,15208,24898,34912,41413,40801,31640,13630,2217,9286,48456,55072,43338,32623,18672,8596,3120,1442,2403,463,7591,43663,55716,52862,36040,15570,7931,3317,725,56,0,7368,44591,55871,52071,35226,15431,8917,3317,630,49,0,10520,40277,47933,42061,30645,21922,14331,7682,3307,1698,3095,3474,1613,5722,12685,23498,32758,60582,47222,29073,4855,1989,9288,2524,2771,4495,7745,17115,34192,53729,54199,31631,5782,203,101,136,189,320,845,3229,12263,40112,115728,50345,15489,69922,64232,40431,17638,6869,3294,2932,2063,247,354,220
6914,24641,33131,28283,19633,25108,16668,11727,6370,3168,157,6570,9641,11409,18027,16120,26870,31113,28629,21590,5757,74,6996,8806,13681,17761,15917,19245,24881,33467,31267,3743,36,368,1185,2776,6345,11658,25258,39484,46223,28597,11157,2749,4715,7681,10011,19459,26020,33488,39389,26508,7841,620,68,0,4628,5495,1550,6282,5675,5400,11064,37239,70288,28179,0,5203,4942,1497,5826,5873,5031,15019,40045,68253,24111,4365,6003,8912,13573,17756,20103,22702,36850,36220,8949,367,1018,2178,3956,6417,15134,26939,47144,49522,20529,2883,80,347,4576,6709,14176,18985,22611,24017,25826,27937,20273,10343,1368,1421,6332,18141,26940,31786,31043,27114,18758,10928,1969,6371,13363,29452,39271,37877,27388,14644,5488,1426,450,70,70
12,674,5426,23631,50041,91105,144109,167188,152428,131566,3039,204,6345,35401,71535,122320,151280,178135,133647,61175,7224,1953,949,73019,177906,158771,135391,106435,69942,34266,8317,2553,1670,197329,179978,119990,80260,50960,34036,22808,17219,16528,21704,28407,133761,149725,144489,91168,76927,67612,53243,33152,12981,2865,3296,1046,389465,297937,71733,7135,1425,376,52,14,20,16,954,390351,296927,71858,7138,1499,385,58,14,18,17,100453,171020,144831,92478,74153,64792,57896,40049,16042,3642,3863,51408,105050,147875,130664,107686,76816,61138,46468,30802,9343,1969,34600,90929,85622,79078,77269,85626,79796,69953,72762,60242,33342,196,2141,8711,20177,30608,39016,51237,73099,110824,229855,203355,80020,127874,119342,96644,70397,56767,60008,64174,48940,32869,12183,335
43,7171,23305,45959,70398,74580,67563,69390,47628,24226,1773,33,3734,15015,28426,66565,60460,76907,68428,75467,35870,1131,13,4901,28761,55258,65682,75709,68349,62351,49156,21539,317,1956,9985,19888,46642,69341,81554,71735,67348,44263,16638,2686,748,2871,9190,27831,53806,77073,93225,79962,55416,29269,2645,0,0,0,155,4640,36517,118399,127336,106871,35558,2560,0,0,0,142,4130,32699,109477,156534,96505,30206,2343,186,2847,12246,28716,46537,59072,72385,81858,72361,48383,7445,1285,4672,12489,33346,64824,78254,73236,76317,59794,27136,683,1007,13106,24900,36269,49863,65007,80086,81422,56810,21735,1831,1491,5332,26230,71519,98826,92779,69325,40100,18020,7346,1068,72,5183,26568,57693,73511,79728,71749,55983,36716,21702,3131,150
1,170,1980,5937,13279,24559,51605,127864,317544,518989,128278,5,85,338,819,2539,6620,16025,44652,162890,813814,142419,0,39,496,1655,3605,7511,16614,42992,149123,818095,150076,1555,2837,5357,8832,13099,21108,36838,64483,142680,395887,497530,581,361,785,1656,3821,9210,23442,65332,178882,436619,469517,1,360,2864,30471,98808,171423,226564,267035,251960,114923,25797,1,623,3336,30832,89637,168174,245999,273038,240886,114961,22719,427,218,879,2898,6737,13031,25644,53845,135640,415929,534958,521,697,1000,1720,3315,6066,10905,24786,100930,767663,272603,21543,237237,356036,205377,121298,93628,68653,47862,27601,9822,1149,1550,61216,212658,252851,275670,240119,103011,29580,9829,2756,966,240,3493,21984,63893,106489,144965,199962,236052,189625,174383,49120,116
0,7672,17048,22303,19765,18125,19408,16028,21113,18032,1316,119,16718,21966,19429,17129,18076,19501,18084,18970,10555,263,1053,27125,23856,20848,20131,18915,18548,16293,10061,3889,91,3542,6660,8333,9310,12138,21771,32500,38837,21848,5460,411,4098,27846,23950,25782,26021,22121,14500,9296,5233,1779,184,5,1230,6884,29701,44494,42193,27291,6958,1800,247,7,5,1200,6736,29904,41735,42398,28955,8152,1511,208,6,2860,25107,22348,21828,20622,19313,18378,14394,9966,5149,845,1441,2023,4332,8041,18816,36852,47492,26024,11879,3781,129,3502,7916,7211,8031,8967,11135,14450,21846,30111,35269,12372,103,580,1576,3838,7831,13246,20269,28985,37312,42943,4127,8587,35178,31079,29711,22876,16984,9536,4639,1641,489,90,141
0,327,4064,5893,17068,34820,75884,184070,287326,192910,8663,12,4008,2954,6224,22301,36492,61755,137822,256445,276375,6637,3410,2937,8467,13085,17371,29231,52081,118200,247328,312524,6391,7800,2932,6915,15122,28772,43040,68237,123650,221477,254469,38611,6133,1960,7138,11947,16082,21689,37196,83064,180504,301344,143968,41,7484,14641,21325,33979,50010,64458,85707,143725,249084,140571,56,7881,14343,21847,31837,47351,67541,101293,148523,244851,125502,5732,3074,10101,12298,18095,21508,30300,54498,154293,338915,162211,6821,1165,1926,5247,12806,19615,41081,99093,257159,356414,9698,6280,27964,149606,204457,145165,104544,65886,45995,34691,23414,3023,21323,144289,225920,194446,101791,44634,26788,20249,16476,8172,6937,1919,22045,29350,36492,44286,58585,91380,134334,144323,182551,65760,120
369100,11536,3604,1481,564,162,52,23,11,4,1,354712,19287,6287,3436,1805,651,200,90,40,30,0,322990,39938,11797,5547,3343,1974,688,154,69,35,3,107966,39991,31461,27663,25873,25083,23953,23692,26669,28238,25949,146479,67155,49666,40263,29826,20927,14767,9472,5298,2337,348,307318,76187,2583,354,82,12,2,0,0,0,0,306662,76662,2778,344,78,12,2,0,0,0,0,184630,91765,48046,24125,14316,9098,6319,4457,2882,854,46,215034,54979,41574,30739,20012,11425,6184,3781,1920,815,75,1070,218,394,895,1935,3223,4689,8516,17893,52822,294883,128047,51308,33996,25174,19923,16559,15365,16839,20115,28285,30927,106157,117619,61353,35735,21032,13089,9361,6651,4574,4498,6469,272
0,475,7467,3498,11132,26191,58559,68624,55234,27660,6952,982,10362,14651,26830,38405,56050,64999,33456,16455,3529,73,8928,19637,35026,38304,51195,61025,36353,13537,1076,640,71,36686,61382,76062,52912,25537,7607,3240,1258,574,411,123,35805,15946,19199,20564,27227,36355,48167,44717,15607,1626,579,90,52025,170014,42163,1446,54,0,0,0,0,0,61,54636,166577,42960,1500,58,0,0,0,0,0,34678,18067,24503,24675,26539,42313,49859,35802,8045,660,651,21855,25860,40629,56281,64771,35906,17243,2216,435,480,116,16167,13592,29815,46606,39750,32180,25435,22152,19256,13470,7369,306,4504,20381,35637,35688,31804,25690,23593,23836,24931,39422,25230,12312,17428,18378,16269,15236,18232,24683,31712,58658,27654,379
7381,86417,83777,61604,52317,42075,30946,23581,15658,7057,929,2887,25850,39317,43366,51548,53692,56014,59133,50621,28463,851,725,7605,20061,27642,36010,45959,58729,72403,81875,59143,1590,8868,13756,15707,22042,31000,46371,64397,72650,75550,51218,10183,1037,691,1972,4757,10414,19450,32303,52495,78124,99239,111260,5,138,1514,16682,72835,69103,49495,56516,79982,57056,8416,8,161,1559,17022,69189,69972,52005,63234,76200,54751,7641,895,799,3906,10194,18235,26395,37874,57411,86714,109015,60304,7802,11675,15607,21860,30324,39740,49080,71967,90495,69631,3561,1603,4275,22740,53628,66301,81738,79063,61097,32435,8243,619,249895,88409,35949,17297,8446,4430,2734,1820,1037,587,1138,545,676,2633,8123,16615,25977,36642,47749,51793,86409,134580,581
311,625,3341,10169,16871,40688,54245,105145,166997,141674,8551,390,970,12637,21002,30229,41153,86797,145198,147250,60176,2815,402,3123,21024,70700,101146,106913,93524,80023,49835,20255,1672,9377,70173,97234,84003,73873,81656,61698,41793,19913,7415,1482,1318,6005,41222,76243,89087,85420,78789,63159,53570,36022,17782,1285,39754,87351,144625,119163,82215,43787,17966,8737,3437,297,2016,39133,87407,144548,115097,82118,47276,19366,8371,3084,201,923,5627,40580,67870,77937,80283,74810,72543,63142,46180,18722,2756,18878,51301,63702,79150,93118,90223,79811,47745,19096,2837,1248,15914,50156,92583,104965,107833,83800,57585,30079,4098,356,2181,13832,37702,50326,55133,54337,58833,74398,101147,97188,3540,548,6519,32894,66434,82077,80688,72927,62132,49413,55721,39264,236
5417,88727,237216,221025,173326,129851,110820,70034,33648,11376,810,7388,64016,158086,178439,159861,143377,135742,129137,86500,19365,339,6388,9444,62639,125747,157503,163043,164054,179089,171727,42378,238,314457,193857,142562,122526,106505,83714,57767,33432,16726,7639,3065,17595,123009,222545,199950,155338,130036,107842,77941,39434,7865,695,0,857,6370,1358,1846,4661,11126,18673,38214,82441,916704,0,888,6349,1404,1782,4524,11232,22021,37893,79990,916167,8500,7334,77123,207032,243045,193136,168004,134913,40869,2069,225,135070,154367,136718,123582,112537,115082,114874,102031,68346,18775,868,53873,424598,254659,131458,73191,49060,35878,29813,20671,8057,992,3166,14498,25243,38180,56555,82508,132046,229700,325445,163333,11576,6871,15344,43333,89854,240144,314948,210660,102513,40900,16368,1315,515
