band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
0,1104,8025,7800,8717,10118,10436,10205,9388,8946,11794,9034,328,132,2635,9971,9485,8552,9769,10164,9676,9423,11021,11596,3402,69,285,6279,11463,11471,10466,10913,9817,9630,9887,9092,5219,1350,23,2644,6584,6368,5527,5447,6621,9491,13517,15571,13147,7627,2926,425,1099,11012,9474,12377,14938,13440,10731,8200,6321,4675,2868,697,63,2,261,3101,5353,16013,17541,18366,17453,10516,4365,1746,908,270,3,371,2987,5420,15966,18937,16782,17803,10047,4739,1763,803,274,957,8215,10314,9574,9962,10796,11202,10656,8697,6891,5295,2936,400,1332,1847,2659,4616,5579,11264,16237,20261,17444,8886,4590,1141,39,2599,4935,4891,5445,5918,6212,7135,7878,9753,11675,12759,13997,2698,487,399,757,1729,3863,5768,7319,8546,11281,16131,19034,19468,1113,2212,15138,12588,13062,11227,11408,10793,7681,5960,3735,1668,391,32,88
0,584,8478,31139,64767,104488,121722,133541,125761,125643,105469,61476,1375,127,2884,20609,64162,89498,93859,106488,109187,111056,113449,111934,60969,221,785,6516,19411,61591,86887,92342,88622,91503,100433,122117,132408,80164,1664,117107,85366,56169,45607,48438,47788,59274,66746,74318,80756,87355,82391,33128,10501,14172,12019,26219,59000,79368,81851,86302,90697,97264,113127,115037,98886,0,1155,8517,18299,24038,34850,80993,113518,129117,137452,137074,175656,23774,0,1204,8673,18095,23535,38310,78744,115143,122698,140224,156105,156071,25641,11168,14019,14060,19428,35483,74312,96840,103495,111418,121823,124031,110786,47580,46465,70842,54181,53520,54202,60112,66193,69690,85873,98092,115262,105175,4836,5189,45911,177123,156105,99551,75503,78622,77537,68466,50573,30916,16197,2750,95501,104101,104011,105485,104973,99909,87544,66929,43875,25603,15050,20699,10763,7669,17984,16792,25966,40300,54360,65447,70622,73992,71827,87005,157566,194913,559
2939,65932,114510,132818,129906,144575,133197,120135,99165,54563,15406,2541,341,10540,84861,139963,130651,130083,130114,113219,109963,88666,58422,18124,1208,214,12196,59413,93878,110597,117624,110548,110618,105769,110810,99324,72283,12823,145,171895,145917,118737,115947,99785,96902,82950,64417,51966,34731,22416,9277,1088,51858,42893,57881,77492,97157,105904,108806,112326,118359,118294,83088,37573,4397,0,314,27630,32489,52822,69614,118543,135165,157094,150801,111018,112678,47860,90,564,28032,33103,52941,78529,107955,139443,150882,156389,120741,97355,50004,43636,28231,51554,76465,99346,118585,129661,138555,139988,123821,61734,4378,74,114014,127018,122892,104165,103178,88396,82808,81217,73375,61348,45588,11881,148,43206,54802,84473,122228,142366,133924,128317,106855,82178,59053,37683,17477,3466,34741,106391,129769,129570,117358,98149,78126,64314,55565,54899,50652,51400,45094,21201,23244,24142,37752,58011,78802,103160,131748,157771,143461,120500,92280,23956,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
51954,87810,32232,13613,7680,4002,2517,1092,421,260,194,247,389,97462,71910,20413,6778,2749,1336,559,301,188,158,145,228,184,107622,57747,20889,8104,3971,1785,915,495,315,192,137,162,77,5638,5028,8332,14024,18672,21264,24288,22879,24346,22833,18117,12272,4718,17001,54886,43385,30768,19437,11732,9069,7005,4860,2642,1070,389,167,225,389,42216,98375,35454,14162,6946,2904,1211,356,107,59,7,232,465,42694,98004,35248,14992,6361,2606,1208,429,113,51,8,47601,75895,33994,15971,10043,6910,5283,3599,1783,820,340,98,74,15987,41402,54187,42502,25224,12537,6247,2450,971,359,225,169,151,1515,221,275,438,766,1260,2014,3048,4987,8854,17632,40552,120849,13541,13545,15549,17260,17689,17756,16990,17152,17947,20559,19228,11677,3518,16795,86368,39778,19213,10854,6760,4502,3352,2728,2037,2025,2595,5404,588
415,468,2991,4869,7838,8188,18197,36961,50191,46875,74041,87764,17164,460,727,3300,14462,27101,28413,26833,28475,37452,61756,95790,31177,16,392,12224,38981,33372,36249,59824,56418,66754,33697,15109,2524,417,1,4653,3837,6020,9465,23242,28771,52314,52858,65820,61468,36978,9792,744,5595,62670,91942,69395,51692,32599,23415,11492,5109,1599,411,39,4,3372,49187,64273,88861,80855,36974,19856,8866,3010,561,131,16,0,5753,50591,61840,91630,78505,38314,17184,8428,2892,692,125,8,0,7375,63550,87596,61581,42177,33390,25674,18521,8554,4890,2057,551,46,2177,1246,2953,5337,12429,28352,35873,77499,96301,77855,15068,871,1,3053,2602,3187,4980,8803,15500,29905,48374,66786,70831,53480,41697,6764,98,65,123,193,440,1058,2331,5561,12525,27612,66991,180330,58635,10643,110418,96208,65085,40386,19135,8291,3239,1353,525,276,124,279,216
21,5516,34875,61887,95358,102567,113419,151065,162851,106957,49360,13567,466,320,54322,113650,114473,106929,96231,127285,98399,96381,53059,31390,5349,121,15293,130610,114842,95814,83885,71597,79991,91078,103206,72604,33838,5062,89,132714,50278,40376,45986,60603,84272,98410,105820,104602,84494,56450,28631,5273,119598,31410,48793,67387,76231,81930,91654,87327,99663,92975,65553,29775,5613,7,45,13226,105022,167256,157379,259505,153347,37198,4779,142,3,0,24,98,13516,107534,163150,177117,230443,165494,35234,5175,124,0,0,112205,58360,78710,92396,94922,91786,108353,96190,85471,51068,24109,3408,931,113054,39464,43891,60976,71755,107141,104990,128761,104642,73604,39082,10426,123,65309,27450,23802,30724,51025,81736,114557,98222,93967,98272,100666,84345,27834,15684,57621,89851,103594,99449,83718,70584,61822,56451,51747,41560,43926,121902,56728,71205,74538,85644,92553,93077,92079,97628,96400,67630,40666,23375,6386,547
182541,94369,17426,5015,1742,920,368,205,142,99,119,117,188,196169,82852,15420,4633,1817,898,449,326,156,149,112,155,115,182542,83079,21758,7202,3693,1639,1176,807,524,362,251,133,85,10327,8151,15681,27475,31162,30114,28045,27311,28371,29018,30257,27135,10204,27064,75471,84613,53231,25032,13866,8973,6427,4199,2338,1252,556,229,13,678,20308,73994,128238,54467,14717,6759,2875,911,220,70,1,14,866,19467,69157,133981,55620,14152,5655,2951,1102,228,57,1,63954,127175,58534,23113,11824,6845,5056,3082,1849,1116,490,163,50,34582,87209,70331,51959,30989,14577,8467,3082,1116,434,215,149,141,3701,789,673,778,1027,1425,2123,3021,5094,9980,24183,63815,186642,18699,24387,30849,33352,33781,30163,27682,26319,25315,23981,14532,7107,7084,25775,130901,64195,33369,17108,9116,5419,3785,2898,2180,1973,2463,4069,589
39,33843,159446,186304,132286,113628,79623,59418,38713,19644,6506,748,59,35,13163,83889,130429,140588,126801,105636,89416,70209,49858,19069,1138,26,18,2997,16216,53015,101926,132392,137269,126403,115746,92631,48063,3558,23,209407,195432,133753,96497,72003,50137,33340,18663,10852,5480,2837,1434,422,5789,62066,155422,176652,147148,107332,73818,48653,31038,15954,5266,958,161,0,19,1567,851,764,1206,3872,7102,11931,17071,23711,75988,686175,4,17,1617,822,802,1436,3613,7386,11326,18645,27378,68284,688927,2901,2106,23098,108785,196793,182780,132127,93705,60949,23898,3010,80,25,60327,115104,120853,118714,106116,90621,73679,61075,43305,27280,11172,1954,57,25544,275436,201557,110470,67972,42913,32825,25533,20449,15328,9099,2882,249,123,1351,3013,7211,14951,26535,43528,72266,123546,212216,235894,85701,3922,1760,4690,18038,42023,97206,215423,231681,132418,56641,20237,7364,2419,357,514
10081,130136,93998,69154,73066,104147,116664,119093,108940,62608,16370,1172,406,13577,124356,102194,92107,106554,114218,98890,99018,88766,45677,17196,2949,333,12021,75217,137213,139078,111470,106642,96565,93538,70289,40066,19394,4080,262,21708,61891,106479,136936,147335,142255,119209,84741,49257,23854,9091,2576,503,13316,27002,34844,49706,67868,84434,103982,117953,119736,117035,94911,57810,17238,0,10147,100505,147969,179584,164397,138166,64353,43153,33590,17030,6486,455,36,12638,99957,147271,178641,178374,123901,64017,41830,35895,17754,5060,461,12203,32459,51486,67341,77220,89201,99197,104230,110851,105684,91137,54159,10667,40730,93279,104993,108631,116702,128849,113680,79476,61193,33705,19452,4821,324,6596,3508,9598,27331,53929,76791,105573,128002,155759,164558,117010,52824,4356,128303,140995,135680,119419,95069,69682,50737,39550,34908,31358,24507,23562,12065,3882,14734,34994,51541,66176,75987,83121,91482,96299,88168,90038,119781,89632,406
505,36,933,2276,3547,5594,9574,17194,24525,30921,50767,66788,10811,536,388,3951,7681,10256,13673,17887,21586,32730,51584,48719,11351,3129,495,5639,19649,28528,32381,45146,35688,28398,14243,6371,2613,3424,896,5521,2429,6295,8984,16724,19868,31069,32981,36114,32297,21418,8357,1414,6225,34569,47165,43620,34824,23592,15945,8597,3810,1533,1248,2201,142,517,24877,57197,44592,43661,25028,14160,7794,4339,1038,249,19,0,1420,27067,54725,44737,43668,26516,12331,7333,4129,1261,269,15,0,7477,27259,44431,39048,29914,24264,18973,13934,7576,4372,1978,1482,2763,3313,1016,3352,5103,13194,24055,27450,45445,47968,34893,13291,3316,1075,8695,2369,2115,2857,4415,7343,14254,26303,40957,49840,39202,21773,3348,185,94,94,132,174,295,717,2169,6674,19900,51093,119580,22364,9590,51931,61334,45229,27527,12809,5807,3046,2155,2773,804,130,336,220
3408,20776,22336,22206,25472,28163,15038,14100,10237,7637,4850,1465,112,3176,10178,9038,11007,18437,16703,20026,21690,30161,19408,13858,2075,43,5469,7599,9785,13158,15094,13406,16333,19625,27473,30888,15554,1398,18,296,799,1793,3445,6207,14063,18404,34544,34474,34724,17628,7648,1775,3145,7045,6640,12072,17411,22916,30870,30917,28349,13360,2764,258,53,0,472,8157,1978,1982,5366,5365,3759,8239,19427,36628,64912,19515,0,1026,7828,1774,1764,6155,4761,3927,7663,22049,42520,56768,19565,3508,4966,5895,9064,12541,15876,16041,20137,25506,36423,21420,4226,197,721,1571,2483,5003,6251,14260,22246,39396,44762,29341,8395,1327,44,173,2929,5005,7970,14198,16406,19072,20009,21392,22852,23217,13985,8592,1237,986,2702,9890,17960,23772,26981,26702,23968,20002,12855,7612,1133,4853,9028,20052,29354,34677,30793,23219,14067,6478,2182,773,276,48,70
0,268,2493,9551,23580,45418,84765,101495,154594,132506,135891,77000,1658,52,2789,17289,47643,65629,108428,128029,154063,125547,88085,26721,3697,1247,503,32204,141419,139335,131903,110306,91148,64210,35852,15775,2969,2504,1091,160754,168571,118363,86277,59069,39853,27335,20743,15229,14231,14655,19935,24204,110897,122702,137465,95680,71787,62590,56707,48535,33809,17879,6439,1632,3097,87,152414,442281,139628,28767,4139,1399,360,85,17,14,14,14,103,181984,409362,143217,28506,4408,1138,362,78,19,15,12,15,81052,135497,141341,97921,71071,60954,55835,49783,39093,23004,7751,2365,3552,40588,79267,120457,119874,97305,87724,69957,54413,41947,32183,19861,4116,1527,24574,72068,76264,69032,66711,65722,71864,69224,61021,59192,59838,49615,24094,115,1112,4661,11490,20129,26885,33035,41460,54317,76621,115176,235595,148623,58098,113203,101211,96129,74431,55864,47815,49900,54222,49114,36652,23520,9059,335
10,3838,14088,31168,51018,47116,74093,39667,77345,38113,38636,15891,1053,8,1466,6862,21126,34676,50185,56230,58769,67452,66460,49835,18509,458,4,2144,15684,35313,50784,62889,52068,56056,59247,50017,36289,11494,47,1390,6357,15485,25101,31583,69386,78612,68807,54782,40266,28588,10031,1648,534,1765,5070,13363,27058,57350,65430,76748,70461,54823,40448,17483,1503,0,0,0,4,395,4396,35602,80753,127041,100544,59991,22019,1291,0,0,0,6,412,5818,30502,86673,118385,110614,61089,17083,1454,123,1356,6539,17065,27582,40904,52661,54013,70917,70116,54306,32681,3773,887,3046,6385,16158,37125,53557,53655,74813,65844,61216,44258,14931,161,518,8017,17531,25901,33811,41260,57803,65777,70758,61112,35961,12720,867,1055,3344,12022,38827,70942,85416,78463,61988,41294,22505,11110,4428,642,24,2095,13830,33882,53449,65741,67563,62220,52526,37620,27555,13558,1973,150
0,50,764,3068,6573,12097,21840,36892,81336,177737,356600,418134,75115,1,39,203,420,966,2481,5403,11921,26871,68938,271138,733278,68547,0,19,171,837,1748,3494,6240,12482,26244,64976,240076,765894,68025,1252,2081,3532,6000,8617,11843,18275,27247,44848,81562,175490,423438,386021,540,256,473,970,1825,3616,7696,16981,39670,94223,218730,431293,373933,0,119,1141,7175,40270,83799,145308,198581,234913,226908,150023,86434,15535,0,296,1509,7737,40039,92619,143955,188075,226998,235788,162887,74026,16277,412,152,398,1329,3207,6338,11210,19277,35399,72501,171171,447239,421573,425,561,702,1085,1780,3024,5129,8431,14708,39875,169125,805560,139801,11541,129748,328556,238864,145704,96169,78205,61006,45899,31296,16763,5820,635,647,27150,134293,212183,214093,238012,204101,102906,35536,13601,5276,1636,772,194,1542,9758,33335,66411,94542,122482,160936,199508,178388,160006,129942,33162,116
0,2036,18506,14390,16117,16185,16629,15200,15864,15171,17294,12789,629,40,9007,20494,17121,13604,15595,16397,15513,15237,16915,14953,5832,102,134,19606,20775,20119,17339,17177,15754,15679,13845,11668,6742,1928,44,2828,5343,5887,7285,8921,11848,17254,26499,31995,27188,12689,2869,204,1638,23488,19572,21801,22090,22151,17919,12988,8957,5695,3487,905,119,3,375,4205,9861,33639,34231,40123,25074,9885,2658,614,138,4,4,501,4088,10631,33001,36961,36147,26314,9590,2851,620,97,5,1528,17444,21089,18928,17804,18485,16178,14751,13208,10667,6966,3236,526,1220,1455,2105,5547,8676,19182,31511,38136,29844,14528,6479,2061,66,2451,6591,6220,6273,7070,7669,9573,11519,16130,22580,26805,31360,6569,70,351,948,2008,4057,7395,11145,15906,22060,28879,35062,31181,1748,3597,30817,25913,26459,23657,18594,14296,9007,4926,2322,876,280,66,141
0,52,1709,5021,5656,15434,30453,63572,115863,222967,232654,113932,3712,5,1644,4348,2543,11036,16539,29470,59685,78368,143264,291643,169838,2642,1323,3872,5002,10004,10014,16466,22634,42245,73358,150276,278794,194271,2766,7487,1895,4061,9664,16222,27397,34344,57575,83470,144670,219996,183606,20638,5999,1119,4251,7345,11090,14241,19564,29020,53098,100474,205036,251134,108654,7,2463,11949,14785,21285,26981,45267,51907,74153,93636,125053,244909,98630,28,3063,11781,14666,21401,30870,41354,52078,68808,105757,144918,215242,101059,5651,1383,6820,9628,12444,13857,17955,25762,38423,75859,194124,295020,114099,6564,1043,1291,2402,6672,11234,17737,27013,56561,138410,321612,215995,4491,5871,12709,78311,166976,164260,115354,88148,59507,42780,33034,26192,16507,1376,12023,96407,175198,192099,142092,74641,37483,23820,18113,15965,11625,5228,6331,826,15092,23180,27371,32884,37711,50065,72123,104078,119630,133009,152070,42986,120
