band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
1800,17122,22150,21048,22989,10786,5025,20256,20291,21301,24276,4746,8524,24460,22522,21690,16679,2020,10470,12462,14732,28918,25235,4078,13765,24801,29327,17814,9124,1064,629,10852,40693,33863,8670,1188,602,11930,39555,33300,9264,1244,11807,20292,23199,22613,13902,4082,3397,8635,22184,42348,17633,1698,8329,11480,13727,17713,25780,18866,963,3439,12150,19384,35815,24144,19372,27439,24466,16930,7089,599,88
1341,55192,206999,284335,259317,77259,4599,116654,203230,233355,248534,78071,9398,106712,195134,203770,266682,102747,212591,107276,110025,143658,180229,130664,26494,52863,163422,186558,220381,234725,1681,31899,88088,245092,307377,210306,1673,32924,86709,237989,317096,208052,27574,38898,150879,227629,259107,180356,124654,119735,127352,158860,223235,130607,74494,347303,176720,164336,98674,22916,216675,227721,215530,140129,50609,33779,28191,51979,114456,153438,166075,370304,559
88148,269698,302660,256660,94966,3896,116244,301475,266358,224367,105438,2146,85349,231761,243208,233314,201289,21107,339289,244945,206982,142391,69482,12939,102637,159105,228617,244496,228161,53012,4258,67659,168255,301901,309000,164955,3789,72094,167376,291591,317098,164080,78377,152657,250328,296464,229510,8692,263018,241335,196713,173408,124195,17359,109890,241672,295101,226927,116896,25542,162148,278957,216571,137907,115764,104681,48014,75275,168040,290784,298351,135564,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
145834,42859,9834,2655,547,682,174342,23376,3263,669,322,439,170251,25755,4665,1088,395,257,11887,27200,46675,50680,46534,19435,80181,73013,28694,14882,4972,669,1338,153015,40992,6210,790,66,1327,155642,38377,6152,846,67,131296,45936,16094,7302,1585,198,68774,95184,31533,5782,787,351,1780,856,2722,7215,24493,165345,29558,36137,38413,37104,43135,18064,112710,53725,15767,7276,4572,8361,588
1196,8230,23328,77565,127421,118222,1640,25516,60562,66442,148960,52842,18775,80209,110889,120075,25399,615,9531,20419,68271,127212,116168,14361,83861,167016,77646,24190,3185,64,65645,161798,108834,18459,1210,16,66467,167745,102207,18092,1435,16,83918,150427,74829,37364,8600,824,3929,11303,48056,161215,129944,1515,6142,9959,34727,108356,140638,56140,177,427,2341,14116,83804,255097,140462,157531,48945,7516,1066,442,216
8974,123720,227131,318196,199913,19975,71590,249917,212572,246619,109033,8178,168890,216096,164810,200155,139999,7959,189456,98338,167772,233706,167089,41548,157964,132474,180680,200042,183432,43317,573,161533,399354,325101,11345,3,494,171755,393340,319178,13141,1,182305,188628,205029,219202,96661,6084,160541,125591,201159,257781,137983,14854,96763,64390,177703,216531,214214,128308,86617,214786,185129,133559,105330,172488,139978,178548,201198,209809,132949,35427,547
282120,17852,2173,554,235,317,285244,14429,2319,681,281,297,271025,25245,4357,1625,743,256,21128,52436,64744,58686,63824,42433,121120,128407,34602,13658,4509,955,1658,138644,148226,12637,2015,71,1763,140999,145290,13047,2080,72,207186,70392,16930,6366,2106,271,136818,121894,36716,6605,900,318,4597,1627,3152,7291,30332,256252,47837,70681,67009,56592,45330,15802,171034,90147,22332,8168,4722,6848,589
52779,372419,247575,119324,36896,1264,22016,256587,273634,185582,90171,2267,4106,97152,274590,273462,173878,7069,431831,230149,113157,42139,10784,2197,88696,364002,242477,104281,29300,1501,117,2498,3406,16753,44392,763091,67,2627,3475,15985,45619,762484,6393,189675,392352,198478,43162,197,194171,257910,199805,125158,50318,2895,344937,293923,102591,55108,29588,4110,1799,13758,57013,170656,463853,123178,8250,81232,415224,281819,40137,3595,514
170217,150836,226795,245799,109822,2366,161278,206848,235933,213544,83231,5001,106865,298304,223445,192586,78239,6396,97039,271011,307465,181087,45277,3956,44971,100878,181643,252719,236483,89141,21558,280848,383738,148515,63964,7212,21399,291649,374029,145684,65942,7132,51906,136081,188589,230599,220659,78001,149979,240274,260386,179873,68233,7090,11050,50675,165866,284812,321477,71955,292385,266499,157224,86926,63400,39401,23254,102427,162309,198181,193118,226546,406
570,3673,12668,36770,83591,86199,1416,13788,29636,50695,106991,20945,8275,58051,83879,56223,12369,4674,8899,18794,46967,73829,62465,12517,48525,97033,54072,17812,3415,2614,38405,99861,66779,16269,2138,19,38253,103346,63715,15607,2522,28,40816,87400,54286,28439,8037,4493,4752,12442,41948,96050,63127,5152,11396,5843,16582,60408,98761,30481,293,262,719,6176,62011,154010,72793,106255,32839,6803,4262,519,220
27552,51638,47017,32807,14444,2342,15438,23879,38233,53696,41242,3312,14304,26191,31316,44941,56780,2268,1220,6379,26583,70798,59879,10941,11270,22832,49513,67482,24292,411,3094,7720,10533,10340,59671,84442,2676,8239,10436,9705,60259,84485,9303,18613,31344,45420,64783,6337,2825,7914,29833,82525,50764,1939,3923,16380,35856,43649,49913,26079,2468,17485,50100,56371,38686,10690,16325,58201,66892,29549,4435,398,70
425,17415,100290,253076,291963,106050,4296,81821,218076,311250,147563,6213,51309,307507,246864,130526,29111,3902,351275,204832,91035,44359,30645,47073,255333,237636,137538,100607,32816,5289,286724,461625,19938,863,40,29,285664,465302,17355,826,41,31,244772,235968,133881,106536,41497,6565,140605,250483,192152,114399,63291,8289,110159,153754,146211,146463,130154,82478,1666,21363,57013,92823,188141,408213,188067,207844,127115,109286,98850,38056,335
5386,47615,131108,130630,97542,19755,2757,36722,102803,132689,128279,28786,3197,66887,123963,127220,94873,15896,10386,51283,115211,158003,82128,15025,2931,26194,101710,165635,111215,24351,0,14,15942,188917,203722,23441,0,22,16430,177239,213861,24484,2121,30072,85218,129717,139556,45352,4537,32681,106626,146938,121631,19623,10971,51608,93143,142557,116112,17645,5337,71220,175816,129513,43562,6588,3339,62226,137832,131866,77040,19733,150
78,5696,25954,93438,498182,566858,62,812,5482,29984,266579,887287,24,1456,7512,31172,244261,905781,3798,11579,25490,65094,232175,852070,862,1807,8154,43957,278421,857005,217,15172,192853,419760,456141,106063,402,18044,189540,410696,463033,108491,596,2467,13517,46495,217645,909486,1091,2164,6395,19970,164348,996238,191694,572362,228184,129653,60039,8274,41759,403748,494003,221293,26465,2938,2525,60846,199545,357227,379345,190718,116
3478,35036,38066,31749,37250,15231,15445,35815,32853,34694,34212,7791,23994,42437,36144,33937,21495,2803,9122,15227,26355,56372,49720,4014,28453,44582,46647,28430,11263,1435,786,20222,82103,52221,5331,147,755,22561,79648,51712,5990,144,24688,40071,38948,31977,20429,4697,2743,9220,39326,78878,27849,2794,10197,13616,17102,26433,51152,42310,540,3911,15458,35908,65278,39715,38648,56562,41404,19368,4381,447,141
81,7659,28316,151400,471304,152265,3415,7211,41770,115574,420345,222710,5644,17048,35168,100462,396248,256455,9915,17356,55206,126589,358333,243626,7571,14889,29487,72425,287785,398868,5597,27995,66626,121267,245462,344078,5210,30034,65562,114896,252039,343284,7701,19771,30725,57682,237359,457787,7780,5511,23819,72912,409097,291906,24149,298815,269078,128761,68788,21434,133962,397451,182295,52584,31560,13173,19584,57518,83311,164398,266244,219970,120
379860,5567,967,113,26,5,372315,10444,3149,518,92,20,359416,19218,6161,1552,158,33,142320,55898,46976,44773,46732,49839,204614,86801,53421,27834,11740,2128,381267,5103,163,5,0,0,381675,4709,149,5,0,0,264182,77685,26218,11879,5945,629,261176,71969,35889,12468,4374,662,1236,963,3750,8728,28979,342882,172381,58363,36303,28688,35271,55532,209648,101600,37894,17705,9460,10231,272
437,10922,21998,85667,114971,31797,9138,31397,74004,114053,35233,1967,23957,64267,97772,72312,6866,618,82179,133155,42302,6320,1383,453,48192,35811,52166,84126,43889,1608,38580,218208,8995,9,0,0,36161,222636,6986,9,0,0,49270,45062,54182,87897,28256,1125,39990,78844,110110,34886,1420,542,26489,63848,73282,47628,36490,18055,3198,44307,66506,47810,43549,60422,35301,32257,29604,33149,57265,78216,379
75921,147196,89648,60391,32362,6224,22434,73035,90762,104722,99819,20970,6337,39407,68329,105957,144596,47116,20079,31967,61452,110548,137478,50218,1563,4854,21050,58459,130235,195581,37,6538,122209,99349,132496,51113,30,7888,122195,96196,134561,50872,1456,10124,34327,68380,146005,151450,18348,30059,56137,91589,158086,57523,4669,57174,127047,143518,72913,6421,328758,58357,15381,5336,2309,1601,1064,7333,32009,65771,95587,209978,581
595,8228,41104,107218,272285,119187,969,29491,52073,170027,250880,45177,2103,68361,172770,185342,103788,16253,60647,175944,140665,116339,47780,7242,5160,93279,159045,142651,101571,46911,28839,185030,225807,87391,19005,2545,29650,194251,216740,84725,20691,2560,4597,85481,139870,142026,121392,55251,19044,88099,153906,170248,100341,16979,12568,112278,196595,157100,67487,2589,12214,74484,99675,107612,174447,80185,4618,76346,149585,133409,98542,86117,236
69805,415419,314859,192793,80227,9147,52913,297074,288856,253310,177303,12794,12168,143795,287562,303526,310496,24703,484375,250643,189781,109675,38607,9169,108991,392706,285329,198661,90782,5781,187,7887,4117,19455,62272,988332,116,8060,4247,18751,63240,987836,12733,204751,427282,311504,124589,1391,267144,242486,213765,206024,139212,13619,413622,415051,136091,68581,41969,6936,14655,52016,107947,238664,540898,128070,18021,98154,443219,406165,103532,13159,515
26340,209910,222433,222299,90219,2852,20138,142555,166850,245376,193026,6108,4421,70448,129294,193604,354925,21361,233794,234822,163377,96906,39003,6151,71360,163491,242599,217441,72528,6634,9,2501,2700,11319,60722,696802,7,2610,2699,10813,61025,696899,9323,127855,212035,320089,102766,1985,117392,112943,179459,225643,130774,7842,365645,235211,84156,50745,31931,6365,11866,49515,92755,196527,336861,86529,16628,76819,237144,328117,104085,11260,498
57,2712,4901,25668,131936,60477,914,2035,6021,47122,136964,32695,2430,15723,36747,83606,70491,16754,5287,1846,9071,39064,134308,36175,5706,15810,42455,81652,60658,19470,111,10351,23205,116911,63229,11944,111,10445,22846,115062,65327,11960,5500,20020,46756,67081,62796,23598,4408,936,5382,36766,151170,27089,10520,17008,34251,70614,83970,9388,590,11045,51591,83220,59052,20253,11978,72027,76517,41967,21722,1540,174
81666,167666,94785,97070,56644,5005,28791,168628,110324,102744,80306,12043,14727,127139,144259,117515,82508,16688,51715,107954,129415,123863,77925,11964,11934,23069,81647,158030,159126,69030,2318,18974,17201,39534,180013,244796,2291,19093,16048,37052,182597,245755,10418,32566,96567,151740,144081,67464,39774,123368,131756,109538,80392,18008,13020,56737,111777,166891,142683,11728,201123,156541,73193,36462,21409,14108,9174,27634,82975,129404,132396,121253,431
230233,131552,109970,99879,40627,6905,203398,104899,113898,119800,70585,6344,192996,97790,78139,101644,127033,21072,35331,42087,65968,150745,246824,77460,89011,96839,88893,111624,150873,79916,51252,160766,247515,127081,28847,700,51051,169498,242297,120615,31861,840,137049,103067,86371,102654,144424,44206,92784,82963,106002,161061,158207,19439,3667,44253,75516,112387,151407,231162,198930,175796,109100,66866,46629,19481,122012,130174,120861,108821,80264,54274,612
102539,19921,11986,10930,1559,72,104115,18498,15522,7638,1155,79,109293,16327,14330,6625,424,8,23825,37158,35505,24950,15945,9624,72409,37612,16379,14678,5887,42,127461,19531,15,0,0,0,126917,20077,13,0,0,0,95602,24723,13093,11892,1686,11,73720,42202,19582,10205,1250,48,1107,1505,8827,11843,19479,104246,7428,27036,25388,24208,32503,30444,78980,35957,12018,8117,8153,3782,318
257476,81147,30817,13766,5802,837,280470,66562,25348,11798,4930,985,289982,68591,20068,7914,3170,623,56768,71531,75745,79368,74727,32494,211700,123779,38820,12931,3586,678,257725,81729,33278,6780,5440,6956,257486,84772,30736,6362,5636,6916,205902,116417,42923,17399,7126,1417,125239,137783,83552,34010,9750,1121,2473,3774,8200,19324,67295,289243,3851,24911,47189,68383,151830,93248,192122,137955,44421,11759,2834,567,38
57,536,25085,180076,349551,98937,90,4240,56988,196613,320149,76162,1642,62237,165709,210818,179363,34473,6807,5941,47445,275626,284987,33436,7032,42209,158979,223385,176530,46107,1253,33774,333012,253341,31798,1064,1538,32688,337057,248990,32930,1039,8832,78120,160307,187630,166420,52933,2710,5239,48167,260527,288986,48613,11494,37427,118326,241107,223458,22430,899,42362,184335,223242,181158,22246,10768,161543,260072,163870,53398,4591,154
1799,711,246,252,166,118,1426,910,369,284,202,84,1718,781,357,244,113,50,1174,364,392,336,453,534,1483,716,490,337,140,39,0,616,1146,1080,332,9,0,648,1146,1034,346,9,1585,738,397,313,150,33,1288,472,660,491,361,122,792,175,192,312,700,1082,75,180,276,400,846,1410,1598,726,477,225,116,34,634
66098,42029,55961,148830,191786,49343,94028,74013,152656,144449,73117,19586,118024,200855,150855,71927,15571,4283,103230,180405,164997,92002,21548,2884,143507,192514,151079,68090,16896,1551,205868,274837,83680,11043,715,54,200968,283780,79956,10653,802,51,144512,178249,135604,79278,27449,5842,120633,122461,174751,96740,32661,3446,16291,27243,71522,140318,184846,121295,2175,12764,42992,97535,209778,192601,118299,195629,130078,75473,34962,10617,203
13761,22048,42762,82033,220271,206702,18936,67904,143166,257040,92938,7593,59838,326459,131599,56280,9829,3572,170438,164372,117974,78110,43539,13144,303697,180745,57525,32084,10841,2685,504037,83438,102,0,0,0,506231,81261,85,0,0,0,257302,212614,64253,32487,16384,4537,91165,174759,187387,111575,18345,4346,44469,52738,73013,119170,213962,84225,1085,4666,15137,31864,90769,444056,235270,218006,69571,32298,23400,9032,333
32887,4025,1944,2004,2607,35747,31602,7864,2650,2623,3162,34116,28973,13797,3847,2944,4019,31126,41496,7746,3531,3077,2895,28905,77283,13508,4198,861,266,701,101539,7,0,0,0,0,101553,13,0,0,0,0,67658,18731,4910,911,358,761,34377,6088,2024,2100,3198,30964,27610,9219,10551,11035,14967,11324,654,2355,4024,4558,6197,63705,61314,9270,9946,4629,944,406,1
120359,207129,90711,24010,3471,337,110686,213876,80803,33404,6886,362,18652,242416,105148,56267,22480,1054,265247,75760,62399,32838,9161,612,1293,17619,185288,126892,71005,43920,14,1394,33187,138041,193253,80128,16,1546,34358,132827,198186,79084,1387,16605,151636,166114,81718,28557,233222,98055,65090,35360,13504,786,16081,149056,112759,108849,54067,5205,176048,160092,91564,14796,2298,1219,993,6468,20917,39721,62577,315341,562
53146,7208,5368,6322,6984,74490,44894,13410,7792,8113,8455,70764,47205,17686,10092,7530,7732,63120,16057,9767,9087,12963,16949,88431,87875,29045,15119,9826,5061,5972,142452,10249,45,1,0,0,141837,10872,36,2,0,0,82071,36101,17260,7218,4095,6279,20167,14935,16409,16822,15285,71322,53037,10847,8337,9956,16040,54757,11644,13092,9478,8241,13578,95249,106030,32662,10084,1795,581,347,15
127082,715,175,75,59,64,125749,1653,438,206,92,32,122148,4194,1283,439,98,8,54894,14601,12513,13335,15074,17753,80555,23027,12725,6604,3838,1421,126203,1828,131,8,0,0,126185,1859,118,8,0,0,99544,18485,5125,2724,1910,382,89148,18006,12289,6182,2390,155,72,204,557,2075,8404,116858,43858,16600,11693,10517,14883,30619,84924,26713,8019,3838,2243,2433,269
4292,28244,25755,20486,10589,2258,23973,34590,22235,7260,2213,1116,37795,37133,11700,2958,1075,493,16349,28858,22621,15017,6756,1319,12158,30626,22596,16188,8155,564,72820,16846,76,0,0,0,70703,19011,63,0,0,0,19693,30417,21218,12199,6091,866,18218,33774,27120,10836,1772,364,2226,2378,4253,11274,36496,34293,5605,15814,18794,19591,21731,8750,9901,28555,25265,14384,6968,5211,327
19240,68884,84417,107058,119994,76311,11468,46350,84414,115832,148557,69247,8402,43108,70861,108813,163174,81507,4705,10348,36097,123355,219273,82089,6324,15662,43731,98736,162443,148919,9517,54627,187548,192538,31237,302,9287,58230,186324,188074,33557,349,8316,38979,72301,105033,164356,86844,3421,13706,51321,120123,190530,97281,8361,78267,123299,126158,110281,29374,151836,157545,90114,41875,23149,10764,10100,55285,100030,116584,107008,86321,621
677,12716,41689,101292,267422,87353,769,4316,23075,83774,269955,129260,1802,16499,64072,142656,203506,82614,6815,22378,67227,137388,212448,64893,5511,28884,120184,168944,143110,44516,919,63442,104627,101561,108781,131819,928,67016,102483,98314,110771,131637,5345,50029,101934,139984,166657,47200,3699,4162,29958,125402,261213,86715,22702,122476,134844,141648,80646,8833,1152,13608,106148,181864,169531,38846,8947,129326,159859,154461,55025,3531,165
58405,61428,40035,25106,13378,3462,36631,42665,43722,46229,29046,3521,34208,52229,39859,44516,29215,1787,12529,21997,39857,62973,53860,10598,23091,45370,59376,50804,22198,975,5838,13582,23735,23729,55643,79287,5457,14841,23997,23075,56277,78167,19555,37789,46188,44450,47004,6828,19302,23352,50373,76307,30467,2013,6883,13056,21260,42337,68403,49875,3434,26767,52046,54779,46229,18559,27478,71892,61417,29486,9581,1960,71
500269,32510,12048,7575,7794,96975,488155,39888,15234,9324,10081,94974,478421,53061,16100,10438,10398,89751,217457,120882,85694,70063,55692,109027,385908,180465,61504,25070,6953,781,432783,165085,38231,15329,6443,3530,430744,170007,35262,14970,6854,3568,388242,183130,54153,23632,9266,1565,363340,110971,52967,27144,15699,91826,104169,16905,14529,19324,79830,423014,37417,93872,111806,111066,119676,180477,288737,265631,72676,20945,5617,1806,24
3456,86099,145784,104379,34203,872,1933,28827,95157,147838,93606,7432,888,6386,36410,120094,178216,32799,65902,101552,81809,57124,57027,11379,6882,40085,101176,91365,55378,79907,0,370,679,1774,20355,351615,0,392,668,1526,19874,352333,1384,19413,85682,130961,68269,69084,17145,53032,100484,92829,84560,26743,99613,156251,89501,25228,4052,148,87273,48781,69376,85872,71910,11581,1282,16033,64174,131573,74962,86769,464
156903,185326,96958,58013,26842,5962,112860,124563,113872,105295,65161,8253,52837,119790,106596,119481,114881,16419,118190,67331,83919,126668,109120,24776,19215,45912,86144,122067,149333,107333,1868,82152,173350,103641,100407,68586,1828,88216,168615,100011,102473,68861,19350,55239,96968,113897,157528,87022,114191,64368,94336,116893,119925,20291,5364,51974,153960,181728,101992,34986,274330,137863,60947,29933,19510,7421,16165,34725,64170,96878,122340,195726,631
23898,38912,47241,60253,45578,5462,42134,63945,56743,48563,6892,2232,69018,72414,57529,17401,2302,923,30443,74081,68327,36241,8516,1009,37785,55692,44573,52743,24432,305,177805,33769,1609,246,5,1,177333,34640,1485,235,10,1,51480,60626,51353,45359,6765,1125,42808,81361,66217,28147,2952,689,4651,6550,18630,55059,73547,60177,6831,43569,46626,37867,49137,31500,27324,60369,41966,38172,34726,12973,326
117398,2732,910,869,1027,29523,108646,8714,2709,1845,1802,29529,102655,13556,4327,2300,2016,29062,38979,23854,19801,17812,18261,35901,97139,28315,17542,9199,3695,683,98456,34204,17282,6094,1364,178,97594,36192,16391,5785,1444,172,94009,34684,13829,7871,4633,811,78901,24330,13889,6584,2731,29127,22911,5322,5851,4090,18364,97378,28985,29228,21890,17023,16397,38764,82320,43103,16736,6385,2806,1414,58
55825,117653,91494,90851,51065,4822,91530,115822,79156,82530,38133,4539,93599,113663,78243,79192,42643,4370,33806,118919,141037,87292,27373,3283,37484,63977,78265,83221,98258,50505,112228,227318,66736,5415,13,0,109604,233401,63582,5109,14,0,43598,80094,75324,76021,98409,38264,73738,116753,96195,75508,43638,5878,3587,14909,67168,114580,139075,72391,121093,115158,70077,45108,40794,19480,23677,69570,77043,74585,73003,93832,367
66512,74800,78866,51974,16040,431,81571,76116,65355,45958,18931,692,82616,88121,64054,40898,12397,537,83562,92962,71820,33853,6176,250,41533,56529,58140,66029,57781,8611,8407,76598,172601,30830,181,6,8468,82117,168692,29137,204,5,44082,64094,58610,59111,54446,8280,97272,90700,53698,32688,13587,678,11391,12862,50727,95488,72630,45525,34686,97015,63011,38163,31288,24460,15708,49747,50935,65341,63758,43134,369
37465,149686,186289,241718,183105,18244,109315,245750,171824,170603,109740,9275,202438,212369,137750,139374,115260,9316,155866,101151,127389,176763,183771,71567,154151,156042,158337,146343,141761,59873,697,259377,499360,56902,171,0,443,269101,491008,55755,200,0,204549,205799,161754,144262,93502,6641,166144,138124,149339,194091,151127,17682,72249,43434,113331,185745,236667,165081,99236,184034,147868,111088,111443,162838,151378,205072,184634,143464,101638,30321,546
75118,120745,84043,34573,6574,732,70322,98878,77796,58135,16253,401,50525,80768,61826,63551,62445,2670,104447,78415,55341,49369,30228,3985,50502,74008,64759,63974,59195,9347,345,16965,98460,106949,69847,29219,369,18604,98900,103626,71286,29000,37077,83533,71020,72789,55946,1420,110531,62533,46560,53033,46393,2735,22617,34579,84436,96901,69424,13828,37107,73739,66190,54613,58507,31629,13179,60510,89508,108599,45013,4976,491
754173,207114,97597,49125,43563,13327,915586,145045,42740,33407,26159,1962,993314,87561,36710,38758,6947,1609,170171,301370,257201,179833,131844,124480,596740,338257,128483,44491,46878,10050,1143038,21846,15,0,0,0,1142677,22209,13,0,0,0,891938,158320,45614,39144,28123,1760,602753,295579,157718,81149,25077,2623,3089,21629,30865,42583,127471,939262,70492,161162,179965,196729,286532,270019,695793,292540,73715,31914,20370,50567,314
42,335,2314,27154,406928,2134305,45,205,720,6735,164301,2399072,81,601,1760,6975,110154,2451507,738,3833,12145,65293,409550,2079519,445,1006,6060,28847,193411,2341309,246,12002,96604,422017,1291118,749091,226,12507,94681,409599,1298444,755621,326,1180,5182,18379,126958,2419053,349,193,743,6081,129639,2434073,1809963,592640,111978,44081,11236,1180,61070,522068,937891,957749,85820,6480,1208,26049,124715,389201,1486643,543259,113
1288,1606,12119,34593,68824,38520,2828,24969,59415,58900,10893,85,21584,93564,37022,4825,213,11,95163,40626,9878,4160,3060,4433,90393,41836,19186,5545,423,8,119795,37533,63,0,0,0,120223,37117,51,0,0,0,81918,51691,17740,5373,579,89,70728,57223,17754,6709,4158,353,17555,15008,25430,42978,43350,12895,101,426,2832,8617,29498,115616,44878,64612,27060,14267,5690,813,341
