band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
19814,148313,189719,195611,197522,166187,82673,15268,921,40022,173339,204358,171200,175326,144199,92404,14783,397,32909,119993,164208,163099,157167,156256,146555,75249,592,239987,189236,155011,143220,120248,85905,53224,25556,3641,68207,76192,117343,148457,155110,169546,164735,101380,15058,0,23609,48308,101549,142733,225874,202399,184585,86971,93,25932,49858,98154,152578,208235,228661,161388,91129,53815,62690,114529,158848,187356,200588,183087,54835,280,167791,183612,152950,137208,122033,110880,91051,49350,1153,63458,107776,180328,197106,185689,139233,88973,44024,9441,76098,180213,184794,154905,113487,86086,79193,72729,68523,32228,33271,57790,100672,148818,209334,211254,165599,57062,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
101057,68554,19082,7767,3628,1094,420,294,515,141931,45652,10135,2658,886,388,228,237,296,140368,44360,11278,3754,1389,610,298,207,147,7694,10229,21164,29859,32172,35324,32927,23543,9499,41681,69576,41937,21831,12853,8892,4207,1144,290,369,23799,130185,34523,9642,3037,683,149,24,357,29814,126798,32182,9573,2774,767,116,30,87108,67626,22498,11827,7534,4035,1317,365,101,31872,77162,54924,26420,8405,2490,621,291,226,1608,374,654,1472,2954,5511,12205,33742,143891,19336,21441,24918,25665,24863,24989,29050,25218,6931,56442,83515,26478,12079,6611,4353,3097,3174,6662,588
428,3261,5737,14142,25157,61594,80893,109148,55602,576,3462,23118,40755,39119,47130,76793,124052,957,1798,44386,52800,62733,98122,70109,23368,2625,21,6336,6384,17230,43922,62935,88626,89869,37657,3003,20513,127934,102430,56325,33344,12167,2899,332,18,20149,84721,122573,94749,22986,9558,1079,145,2,18763,91675,123774,87759,23964,8576,1357,92,2,26729,120029,87587,54193,37672,20328,7153,2074,197,2723,2936,9573,23177,74191,111903,118435,12951,73,4151,4296,7654,17574,43178,82331,101859,71333,23586,123,147,334,1040,3531,11886,39065,138212,161624,51340,157198,89455,40893,12371,3197,867,313,328,216
195,33724,98775,146946,186581,211800,163782,53477,2629,11651,147313,162543,148013,152633,158545,87487,28926,798,70215,180936,133835,117187,110123,137655,114984,32274,700,154670,64788,68336,100825,146306,154347,127884,65908,14845,133338,60138,96962,117104,128022,135596,134604,77430,14715,8,8266,153832,261139,292064,171252,11203,145,0,26,10166,162057,248764,318366,145388,13070,72,0,137053,103847,130033,136665,152747,134819,78405,22483,1857,129734,63795,92603,120588,171053,167299,106306,45233,1298,77713,36002,47438,104165,152351,137718,141016,139965,61541,35670,116707,149026,131168,102383,85137,75240,59481,143097,87226,106514,124786,134538,134290,142179,103453,50382,14541,547
244061,50266,5645,1808,622,297,150,174,228,255726,38442,5505,2000,645,355,210,178,190,230780,55437,10053,3383,1674,925,566,302,131,13376,18299,41889,43517,39609,40304,42895,41988,21374,54633,126588,68306,27445,12773,8042,3614,1457,393,29,14059,126214,129625,24755,6483,1795,279,12,24,15702,127036,127662,24456,6219,1921,213,18,130945,112915,33718,12997,6776,3523,1738,540,99,68783,123075,66854,28262,12011,3048,749,260,209,4066,1007,1151,1803,3066,5574,13718,50298,222568,28441,41817,48260,46123,40030,37448,34475,16974,9683,87599,128040,45542,17643,8026,4831,3284,3048,5238,589
2363,182589,240246,175234,119322,72343,32472,5513,175,1082,85890,191631,192667,150362,116187,76189,16160,89,841,15105,85312,177239,193163,177650,138428,42311,208,307683,215072,139225,84958,47828,22510,8723,3300,958,20096,182627,249975,180036,108251,58471,25441,4980,380,0,1235,1380,1584,4580,13995,21609,57397,728477,4,1400,1290,1568,5077,12815,26535,51067,730501,3286,21313,171469,287084,189099,114647,41093,2231,35,109727,172713,169641,140045,108718,76200,41672,11078,463,126543,359501,152816,75876,48191,33632,22863,9850,985,564,3410,11583,30610,63414,133645,289367,279621,18043,3145,18398,67939,233603,326210,137230,34822,7921,989,514
59857,167199,93997,137248,167328,168018,98372,13206,610,52546,177495,138085,155517,157326,136634,71132,16473,627,38995,168975,197199,150009,145310,120712,63927,19984,724,41636,136711,189703,210407,178568,99577,38640,9358,1235,24143,45918,75788,111260,147846,175256,166859,121957,36808,832,87387,214187,281937,167167,83149,47205,22356,1615,672,98607,213769,268027,175966,75720,52955,18292,1827,23575,66758,97654,121424,142857,154907,153353,116296,29011,80698,145046,164509,173501,157400,109358,54157,20142,1024,7862,10110,43753,94446,153455,202777,235438,137471,20523,190777,200010,168097,116924,73483,53743,45764,33838,23199,7940,40992,76749,104154,120300,136036,129079,144748,145837,406
514,895,2834,7179,15077,27182,49823,77928,42039,551,3503,11150,18154,25574,36603,67729,55145,5062,1350,20416,44560,52589,57811,29702,10494,3463,3086,6309,6105,15279,29590,40687,50519,47030,24167,3785,16683,65037,63838,39867,22877,9140,2582,2315,1132,11431,63636,63199,56487,16759,9802,1889,268,0,11271,67291,63037,53001,17491,8830,2308,242,0,16092,56563,55561,39060,27534,16131,6628,2384,3518,3713,2855,10626,22174,49962,65862,52995,12362,2922,9896,2986,4357,8372,21057,47561,70040,48594,10608,229,132,194,352,1063,5480,26984,101807,87230,27073,89589,62386,27360,8652,3630,3681,721,379,220
11111,34245,33834,33306,26040,20478,10964,5495,327,8567,13429,17321,22268,27313,42348,32506,11779,269,8952,12447,19096,20064,24931,31262,45733,13138,177,547,2098,4954,13512,32049,51820,45884,20692,4244,6923,8804,18375,28949,43243,44803,22352,2243,108,0,7872,2942,5502,7316,8055,23058,81121,39934,0,8428,2487,5943,7090,7108,31522,70274,42948,5753,8052,14111,20412,23613,32739,49070,21212,838,1382,3350,6007,14252,35325,62781,43928,8531,244,853,6667,12783,22446,27187,29872,32848,29863,13281,1590,2786,15577,31004,38393,37074,29357,16254,3765,8243,23000,43283,48017,33424,15000,3858,850,125,70
29,2529,15282,56644,109589,187133,202014,181671,14328,584,16002,69531,122342,193343,213641,124657,26175,2944,3558,148105,207153,173806,131941,71643,27014,3573,2426,239581,196061,120465,68940,39983,26471,20426,23467,33825,165673,190576,136720,94845,81388,61912,28124,6344,3637,6782,546463,195104,18649,1756,396,27,19,23,5067,559868,186031,16061,1786,334,31,20,21,134895,209386,136459,93643,79914,66860,35947,7727,4388,72407,148702,169979,139248,94029,73274,49245,19785,2550,52177,112851,98885,94129,104223,94322,86080,80655,45897,377,4731,17921,35002,47694,67140,107765,215495,273094,110978,150189,134744,91722,69692,74987,72125,47398,17383,335
239,17352,35410,92624,77661,91453,72873,40196,4228,239,7945,31295,52549,96678,86265,90024,63132,3909,103,14181,55800,80782,80816,89585,68704,40328,1737,3473,16316,41880,62400,106155,104659,64246,28472,4435,1087,5434,22604,54719,101369,111257,82055,47946,5565,0,0,14,4487,37077,163295,143862,78508,4793,0,0,22,4068,42797,146804,171085,61506,5754,444,6116,25633,51654,74718,88563,99089,71250,14569,1894,7247,28077,58279,100128,95157,84547,54226,2481,2279,21464,38836,55096,80314,100290,89681,39811,4265,2194,11854,62509,116390,112291,76648,35506,12906,1738,259,13279,52027,88851,96991,83856,56963,34145,5665,150
8,683,5083,13743,30101,75548,246596,574043,244401,10,181,683,2428,8107,24931,92964,716741,344161,4,145,1331,3844,9246,25594,87511,673614,388917,2048,4246,9083,15453,25066,50065,110985,352124,621136,655,537,1477,3899,11313,36899,127399,412560,595467,18,916,14455,95919,203593,313101,310212,212438,39554,31,1511,16904,95233,209777,295226,338882,189955,42687,466,399,2198,7056,16312,36644,99242,356026,671863,654,943,1658,3466,7477,15422,55533,556035,549018,41642,394030,328384,166575,113182,78080,47657,18360,2296,4513,136621,304373,326248,290418,98630,22574,5543,1286,422,9195,53754,119151,177709,259912,263936,226697,79430,116
7,18309,20198,26022,22127,21666,24139,24943,3399,1134,27970,22156,22759,21815,22973,23113,17906,984,4089,35579,26763,24792,23312,21977,16679,7271,348,4600,9194,10555,14933,24608,43186,39327,13374,1033,9531,34442,29062,33001,26056,16020,8770,3604,324,9,3489,17510,56487,47923,29914,4722,736,20,9,3722,19585,53828,50793,26739,5564,550,20,6751,31280,26728,26588,23501,20836,15339,8272,1515,1713,2929,7321,17476,51463,49265,22782,7460,401,5269,9290,9254,10468,13717,19350,31527,40499,21436,163,1065,3223,8386,16260,26720,40283,53698,11012,17285,40097,37828,30134,20494,10144,3732,960,136,141
2,1661,6077,15129,47844,116743,294393,301267,27909,127,5652,4847,23452,47980,85912,214803,402873,25379,4357,5095,13240,19599,34481,81550,197318,427164,28221,8255,4498,14518,31919,54449,95427,194861,329534,77564,6343,4196,11921,18283,27920,55709,141246,339022,206385,355,12157,21080,40176,53875,93842,120948,276706,191886,308,13273,21663,39480,56869,84109,152850,241305,201168,5949,6661,14862,18633,26358,43416,106893,343467,244786,7094,1555,4642,12489,25743,58499,181348,481594,38061,8655,74179,240130,197514,126126,74199,49531,33916,6775,41029,219864,270520,148809,55791,30279,23075,13766,7892,5037,31276,40789,50981,72532,124196,170977,209813,105424,120
373454,9291,2682,830,199,51,23,7,1,362440,14813,5506,2587,871,209,61,50,1,337506,31988,9140,4687,2408,618,130,56,5,118084,44011,36123,31871,30642,29236,30719,33388,32464,164737,71919,54759,39368,25582,16305,9245,3964,659,349910,35305,1155,146,20,2,0,0,0,347397,37919,1068,133,19,2,0,0,0,209012,93146,39709,19756,11201,7140,4567,1908,99,231891,58725,42529,26982,14094,7281,3448,1417,171,1098,333,768,1992,3982,6504,14392,43761,313708,141902,53976,34866,25727,20228,19036,22357,29298,39148,140338,114729,56181,28751,16160,10688,6820,5372,7499,272
0,3338,8021,8312,29404,69949,93273,38817,14678,2845,12813,24877,43914,63520,80623,26534,10304,362,12187,31383,44654,58491,69258,42335,6501,740,243,45438,85710,84186,34565,11116,2941,1071,552,213,38867,21164,23972,31607,45268,59417,39295,5531,671,2045,111435,143308,8944,60,0,0,0,0,1719,126368,130710,6935,60,0,0,0,0,37983,26093,30256,31920,52249,57910,26691,1954,736,26118,33480,59236,79084,55877,10035,1212,488,262,17977,22634,49726,51146,40045,29719,25778,18189,10578,578,11175,35752,46826,36434,31056,28975,29480,45516,28472,16074,23012,20325,18724,23704,33318,59874,42289,379
20387,113566,89164,65812,46509,37718,24802,12041,1743,6310,37763,51396,59395,68916,67173,69841,48165,2783,1418,14407,29919,41336,58623,74327,93089,91715,6908,11760,17181,23105,35309,57105,79586,95079,74987,17630,1119,1209,4089,11214,23377,44918,76844,115580,133392,7,589,5979,75372,80595,65591,78715,89377,15517,9,655,7254,74757,83024,60610,88845,79403,17185,978,1875,8727,19935,32375,50397,84860,128369,84226,10792,16270,21345,36228,46476,65022,102823,102332,10454,2084,9933,49826,79030,98582,92953,59751,18208,1375,277952,79890,29273,12162,5501,3054,1802,848,1260,674,1237,6486,17902,31794,48084,59906,86843,158816,581
322,1727,6774,21350,42529,84443,160907,204307,26258,410,3133,26917,28371,51394,142335,176114,112175,7768,497,8594,61373,104038,138253,115821,80162,35058,4821,16830,109975,109786,93028,92768,71208,39360,12793,2869,1767,17331,79341,109300,102867,89529,72165,52759,23558,6457,57515,149897,171323,89281,52594,14579,6340,631,6683,61345,155873,161599,93383,46483,16989,5572,690,1321,17396,71361,90014,103293,88589,85604,65610,25429,5124,30804,71215,79575,125161,119418,78243,33465,5612,2316,32109,90421,127855,130397,95443,56192,13381,503,3855,26156,56687,65834,66670,74783,105366,134649,14617,858,16792,63314,99366,97315,86313,68067,64905,51687,236
11530,194331,279363,216148,168808,122696,66092,21664,1618,11877,126415,211695,199231,171920,171015,142552,46563,982,7116,27648,121199,191015,196304,203769,226508,107583,1108,367097,208657,159264,133675,101308,64473,30936,12473,4367,31097,204795,265805,199642,161016,123332,75827,19505,1231,0,5329,2745,2089,5095,16388,30099,78639,941866,0,5822,2354,2124,5727,15147,35614,70401,945061,8799,26808,181877,304250,234139,200397,115886,9756,338,172307,178177,159146,142088,139675,138026,109500,41152,2179,128231,487561,212881,101996,60545,42131,32182,14808,1915,5489,21902,39280,63583,101534,181494,350675,295359,22934,8695,28843,78637,244349,379810,225225,84598,29296,2797,515
969,85201,150080,144248,154299,146185,79346,13461,264,1071,64788,96834,102805,121945,187476,161657,37319,158,993,12733,61143,86162,93787,142949,259620,116300,366,160868,156777,150971,116570,86827,56886,31233,11833,2088,22526,101765,110560,153789,176424,129827,60027,17858,1277,0,499,2011,1590,2722,9707,25539,97202,634783,0,522,2095,1546,3011,8955,31073,86036,640815,3965,26341,106872,130853,183263,218008,91336,13316,99,79557,71160,79618,109984,148533,146585,105240,32879,497,152251,330825,117780,60850,42626,31425,24198,12001,2097,5005,18289,38087,55556,83879,149847,233867,172621,16902,4209,31192,58046,123477,245804,195980,86460,26369,2516,498
0,675,2094,2547,6164,21858,71035,108921,12457,65,1910,974,2874,10085,40184,95752,66867,7040,470,3772,13911,20226,39989,60138,50034,33168,4043,4975,717,1441,4388,12011,31736,79884,85038,5561,4702,4516,12298,23092,45004,56011,43952,29217,6959,0,3941,6521,9784,39403,90929,45082,26453,3638,0,4280,6276,9191,40760,87957,48926,24472,3889,4139,5486,15895,27732,40355,45750,44272,32515,9607,4188,458,698,2394,9008,30746,92879,80356,5024,7979,6288,13261,20719,30170,53976,65883,26688,787,115,1661,9859,30882,44947,58982,46903,23374,9028,1864,23731,58410,58255,33817,26412,17172,5892,198,174
9455,151615,88262,65155,57031,69669,46873,13585,1191,6405,76444,114570,76200,66705,70163,60993,29706,1650,6922,34026,100918,101482,85684,74608,59507,37090,2599,26760,58411,74498,85804,85934,81540,60219,26239,3431,9534,6545,18924,46935,81106,111636,114214,80660,33282,167,7368,13757,11725,11153,33857,93762,180684,150363,125,7936,13323,11097,11249,30754,99999,172491,155862,8521,6544,27919,57155,89277,101875,100102,81767,29676,19640,50192,93310,92136,78111,71047,57413,37505,3482,9552,13616,46589,67777,94120,116771,110018,43112,1281,122528,143769,91367,54758,33094,21803,16208,8825,10484,5881,7871,23056,49000,73034,90345,89130,92931,71588,431
168200,111058,82527,74021,85388,50440,33627,9762,4143,151248,88697,68352,74689,78830,80179,59600,13994,3335,145454,83541,61791,53674,57192,68917,87720,57590,2795,22058,26887,28473,38038,61397,117278,168188,120062,36034,52986,70745,62119,57020,65703,77794,99394,95231,36164,21159,77890,112969,178857,122619,73120,24264,5092,191,20430,85229,114890,170457,130113,62342,27925,4570,206,86979,90738,62399,54208,62654,72163,93626,81514,13490,67176,50075,58496,63055,91726,112282,117174,56887,3585,1565,9919,36436,48298,59827,79778,97532,112153,172884,125526,140836,108364,78997,54866,42103,33827,23196,9087,69624,96886,85676,82518,76357,70807,56136,50015,28387,612
83892,28419,10149,7602,10247,5067,1380,245,6,90519,22487,9607,12028,7419,3713,1011,220,3,95640,20959,9021,9469,8446,3040,387,44,1,13614,22809,24560,23499,22598,14358,11588,8303,5678,48654,39849,21518,12044,8857,10156,5468,455,6,51516,90935,4541,15,0,0,0,0,0,46331,96396,4267,13,0,0,0,0,0,73270,34662,12393,7899,9672,7414,1651,42,4,54238,35761,25923,14325,11337,4125,1119,172,7,794,631,1187,4474,8275,7921,10765,23822,89138,2589,12734,19141,17461,15735,16400,20210,26768,15969,38409,58447,18081,8941,5832,5362,5494,5260,1181,318
181896,122595,34132,22961,12066,9556,4879,1460,300,203672,108314,35046,18515,11554,7077,3971,1745,199,223889,100961,33723,15135,8125,4722,2496,1205,92,33812,46095,48392,50011,52392,52710,50271,42366,14584,129501,137460,68518,30596,14162,6993,2905,1053,306,82385,208602,48467,28470,7510,4078,3220,3814,5362,69459,223750,49049,25869,7632,3597,3957,3078,5517,125109,136617,60593,32242,18206,9874,5575,2342,626,84033,85333,93656,61960,37195,18407,8138,2515,218,1812,1491,2944,4732,8050,14742,32475,100521,223542,1035,8120,19607,29406,36732,49434,87136,135634,22308,122797,128584,78696,35745,14109,6326,2319,836,246,38
57,1,535,8158,43659,153344,230786,201056,16646,75,198,4057,24484,73512,155605,213668,174419,8224,134,9848,53897,105146,134412,136969,128742,82262,2832,5833,2242,4673,18647,88461,215963,219657,92325,6441,5004,7093,37144,91546,142230,148588,128598,81876,12163,189,4131,30707,178223,279234,128896,27331,5414,117,178,3991,30057,179327,286940,119780,29236,4602,131,3588,18863,64501,100401,123971,123565,116420,87062,15871,1256,2688,4005,16477,87479,204738,209675,123103,4821,8524,8536,31861,66818,118574,174041,174302,68021,3565,262,3623,39376,111438,146938,149201,141698,52694,9012,1807,35813,134691,180620,146558,96764,44960,12137,892,154
1122,1021,367,171,154,173,113,88,83,909,868,559,296,208,149,158,74,54,1273,841,385,242,215,144,93,36,34,1085,221,232,268,230,230,306,264,417,1193,588,418,352,285,190,112,45,22,0,12,604,864,615,747,259,81,1,0,18,630,826,703,651,302,51,2,1271,615,437,300,199,211,119,47,17,1150,351,259,426,333,392,305,113,65,711,128,128,114,177,213,409,566,807,33,105,117,181,202,293,541,650,1065,1251,593,480,368,194,140,96,36,18,634
23757,61697,22673,28745,63782,112264,140912,80264,19953,72612,35814,59615,99342,108222,89541,57630,30672,4401,81898,94249,142732,111666,70099,41017,13288,5432,1134,48754,113204,121677,118308,88142,50549,18105,5162,1165,82230,123502,130289,108317,75542,35310,13897,3980,570,46111,275784,158810,70455,19869,4399,577,188,4,40904,293368,150476,65772,20974,3863,709,139,5,89114,117154,116493,96625,71677,46580,21745,8947,2599,91984,59711,91399,118203,96434,56854,29578,5566,963,11491,11018,21025,39163,72495,100182,123325,118774,64042,987,3453,10499,23851,43855,72821,125166,186204,91009,41468,147176,125284,94613,65024,45914,26710,14356,4513,203
