band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,187,4530,6646,7559,7696,9790,9539,8608,7565,8105,8906,11792,4762,210,72,933,8098,8130,8048,8489,7730,8835,8584,7954,8000,10979,8509,1494,40,115,3563,9631,9848,9827,9214,9079,8804,8043,9072,8378,6110,3641,554,16,2072,5332,5937,5036,4555,4606,6556,8016,11403,13069,12813,9188,4949,2090,273,832,8312,8892,9055,11475,13189,11173,9195,7610,5974,4552,3424,1781,391,40,0,10,1474,3666,6331,14074,16716,15373,16259,12134,5530,2171,1393,559,205,0,27,1390,3921,7194,16153,15142,14167,15189,12204,5884,2587,1272,564,201,688,6295,9229,7699,8188,9007,9249,10241,8925,8390,6494,5121,4154,1966,249,1144,1295,2084,3408,4101,5536,10172,15153,18064,15607,10191,5596,2968,550,26,1862,4453,4095,4510,4889,5189,5450,6103,6767,7931,9638,10461,11698,11282,1567,448,320,484,1024,2126,3895,5150,6348,7257,8884,12343,15046,17834,14064,672,975,12787,11045,11361,10643,9634,9953,9407,6914,5488,4216,2227,1023,197,25,88
0,79,4251,15019,37184,67572,94584,105829,105800,117549,109612,103576,84499,38379,510,33,1531,9325,37776,72588,74616,88974,87232,95572,90191,103888,96901,91462,34287,67,575,3948,12294,30972,68321,79472,77476,76652,78411,86893,96063,111605,112055,49308,398,98847,85833,52290,43473,39424,40812,42955,50996,57696,61224,68821,73288,74681,71110,22993,8670,12648,10303,13722,34014,57954,68213,72531,74370,76912,80645,90368,101108,97488,85497,0,35,4456,11389,17700,20513,32766,64547,106589,108765,116022,109218,160089,119403,12951,0,85,4572,12567,17373,23240,32729,62959,99039,106731,119225,120205,154170,118777,12771,8969,12955,11467,13679,19402,39771,71612,80899,89024,97202,100697,105239,108053,88371,37103,37556,61827,49761,48536,46709,49204,51851,55216,61938,68003,83373,89661,106547,72442,1819,4824,19115,127158,158335,112365,77874,64834,68147,67763,62438,50616,35686,21832,11826,1630,81633,90659,89332,91244,91528,90204,86062,75346,60816,43231,28010,16419,12684,20020,7255,4446,17080,13519,17852,27273,38520,48337,56902,60679,63456,64387,62007,90390,151183,168412,559
1382,40100,95846,101700,118818,129894,110253,119236,109976,89961,62049,27642,7441,1445,285,5632,59770,109795,122519,120003,99902,113091,105756,90242,81734,66923,32916,7004,565,176,7945,42838,74317,89534,102476,98730,95656,93754,96645,91737,94220,76670,47419,3968,119,149220,132365,112721,95200,94728,89737,79648,69946,63120,46922,35388,24964,15528,5874,667,47697,34068,45392,57625,76960,86477,95905,91793,95897,103041,102171,91906,59778,24485,2833,0,2,18034,20332,33549,43993,66959,95196,124330,139678,139165,104112,115020,78782,36876,87,12,18346,22760,34678,52105,65876,89712,115021,136253,139515,119730,104738,80021,37174,40606,21459,38050,58605,72314,90273,107473,109635,119641,119770,119323,88065,29566,1185,63,97422,108922,110070,99331,88608,83919,75732,74718,68033,67719,57595,47455,31510,4882,112,39113,41382,63941,90344,116782,124017,114144,111158,95851,76858,58992,42694,25969,12698,2085,25179,83707,109302,114053,108864,98214,82476,67777,56782,49229,47981,46150,43121,46135,37058,17645,21172,19071,26042,39359,54957,71054,89310,110638,132865,135427,110256,102087,68976,17169,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
33887,91603,35441,18154,9608,5402,3592,2049,971,475,284,191,158,251,345,76479,82135,25029,10220,3855,1798,1140,537,252,205,135,121,152,194,159,92648,62221,25057,10830,5250,2689,1507,805,429,323,196,137,129,125,65,5043,4089,6009,9838,14108,17135,19146,21428,19430,20216,20042,18468,14265,9745,3449,10886,46930,42121,31150,22107,15007,9604,7703,6418,4844,3109,1475,664,239,154,182,266,7877,82037,63991,24121,12347,6371,3073,1290,518,218,79,37,4,177,289,8520,90610,57373,24269,10456,5604,2858,1342,591,215,63,39,5,36291,71171,39860,18541,11369,7964,5785,4363,3370,1914,963,476,212,72,60,12930,31681,45991,42453,30903,18832,9683,5238,2580,982,462,227,170,151,128,1479,190,221,290,456,758,1185,1752,2524,3718,5977,10394,19463,43074,110930,11762,11567,12839,14407,15120,15569,15265,14792,14560,15331,17097,17689,15614,7921,2878,9287,74364,47468,22309,13007,8120,5592,3876,2970,2485,2022,1623,1889,2440,4959,588
411,117,1754,3696,3448,8095,7805,17313,25961,41719,45371,52201,68096,68269,11706,430,356,1939,5002,19429,26228,21926,25140,25963,27747,38653,66635,87781,8733,0,252,5341,30950,30799,31642,36561,47038,53584,64948,28833,19872,4626,1353,163,0,4248,3301,3466,6627,12308,18883,30755,38134,57917,49794,58057,43583,22856,5667,366,4420,40551,80014,68610,57282,38863,28016,19018,10424,5515,2287,764,167,28,3,162,33636,57422,56675,79548,59305,36774,17606,9956,3652,927,236,61,2,0,558,35284,55296,64092,78982,63206,29219,15027,9094,3753,1098,302,48,3,0,4835,43073,73978,66171,46288,36103,29575,20268,16734,9513,4941,3084,1025,350,24,1947,1130,1848,3415,6892,10824,26859,33418,72481,65689,82943,42612,5583,320,1,2704,2151,2597,3361,5288,9271,14254,25809,38991,54758,62784,55756,41907,32716,3615,92,44,97,133,238,470,1006,2021,4272,8688,17564,34730,79901,189804,16902,4793,82872,96125,66835,47368,29939,14858,7097,3115,1452,631,321,192,94,270,216
21,1537,20936,45188,65012,82466,87245,108051,141246,126319,125431,54473,32723,7003,258,55,33483,92249,101863,93857,94198,93899,71739,97564,101791,56389,40468,18052,2223,79,5340,103498,109054,93380,73714,65930,72577,66169,71363,88926,79955,46404,19439,2108,52,126194,43710,36794,40986,40110,63841,65131,81509,107050,83947,83417,61616,39997,20107,3500,114138,27704,36861,51494,60241,69291,75466,70819,80839,84307,88513,68002,46544,19689,4001,7,3,4016,30004,128076,129706,151123,193547,194359,55720,10773,536,39,0,0,23,8,4018,35519,132681,145363,145409,187422,178121,56203,12184,935,23,0,0,106040,47150,63734,75175,78834,84061,77212,89750,90788,82420,53430,34715,11812,2052,736,108060,33038,36367,46183,62484,72684,80788,97311,99267,108890,74253,47472,26480,4551,81,61453,24326,21069,22217,32088,55605,77204,93984,85822,81619,82677,87948,84746,67438,19713,11455,42264,70941,87443,89300,82643,70905,60618,54677,49845,47912,39697,35105,50521,104583,47035,61218,63432,69420,77421,80799,80625,79965,84412,85206,71374,45080,30397,16825,4700,547
157141,107208,25018,7987,2618,1222,828,334,180,163,97,91,94,96,174,170467,99080,21429,6676,2021,1267,906,386,296,145,124,112,110,124,108,160419,91865,29253,9951,4782,2341,1496,979,640,526,391,246,179,107,76,9499,6576,11888,18483,27118,25009,24973,27349,21488,24611,26749,24160,25463,22462,7423,21349,57358,76579,60128,34113,19343,10934,7760,6033,4190,2443,1574,860,408,179,3,135,7499,33730,98935,95040,42356,14337,6361,2769,1371,551,139,24,1,5,158,7805,36958,97836,101810,34553,12841,6077,3056,1479,524,115,33,1,48866,115763,68608,28892,15449,8892,5583,4004,2977,1840,1219,682,318,119,39,26033,68395,71597,59013,33674,20730,12306,6254,2796,1235,552,269,144,125,128,3591,695,611,610,717,953,1321,1861,2511,3797,6322,12779,28735,65340,173408,16034,19681,25172,28546,29085,28760,25903,24103,22659,22176,21983,17640,9499,5797,6213,18102,110397,71629,38915,22138,12442,7289,4675,3459,2635,2143,1688,1821,2245,3673,589
6,12690,100753,175750,135999,118965,85929,68286,54971,38748,23903,10930,2945,335,47,18,5122,46891,103686,122886,118247,103692,95065,79243,62969,52781,30645,8667,322,23,13,1758,7838,29045,62604,98163,117454,117690,110205,104540,90607,65625,23806,895,14,175979,186115,126614,98335,74937,56800,41166,28148,18568,10614,6204,3476,1924,1053,324,4200,36407,113223,153575,145293,119086,88401,63415,45022,30834,18700,8760,2662,557,122,0,0,720,1279,616,638,1154,2890,5785,9692,13842,14946,33986,81234,663475,4,0,719,1360,611,751,1264,2870,5474,9101,13350,18492,31029,82433,662799,2823,1068,10305,50107,131765,177793,153527,113310,85722,60478,33298,9191,820,31,19,46055,97641,105286,106160,96939,89241,77616,63203,52404,42499,29333,17004,5856,988,32,12970,207422,217450,123217,77801,51308,36268,28302,22732,19089,15025,11021,5748,1777,127,69,897,1980,4125,8486,15332,24731,37650,58235,91721,151844,210306,178230,43489,3162,1194,3214,10585,25088,49401,107247,199796,201504,126440,62056,27002,10230,4748,1494,258,514
4271,99404,103314,58353,55711,79747,86889,102118,94703,109137,69877,35318,6036,579,378,7644,95186,102385,78082,84829,95384,94390,89598,92776,77329,52038,25181,9433,1278,302,6242,54192,103017,130124,111594,95880,83958,86772,82107,67314,45258,25437,11870,1857,213,18603,41116,81888,112710,113733,132745,121204,103395,79949,51259,28203,13489,5517,1695,329,11221,20932,27415,36939,49342,63103,76541,90457,99089,105172,103147,93906,73556,41698,13317,0,3662,58718,100393,139633,144478,155718,120974,70004,41079,33627,20994,13698,2617,240,27,4231,59605,109369,139816,162057,142887,108612,64706,41451,33667,24386,11755,3046,220,9862,23842,40130,52506,61647,69636,76712,86823,95055,90962,94760,87587,70020,39073,7220,28854,80243,88587,91180,101389,106473,107366,91369,75929,59122,37934,22630,12259,2247,253,6215,2714,5637,15026,32133,53142,68517,92337,108227,128455,144926,129351,81901,35056,2198,109368,122700,120014,110974,95828,76725,57495,43822,35102,31006,28712,24516,19927,20934,8712,3042,9442,25225,37949,50023,60203,66923,71702,78557,83105,80797,72025,86221,107874,72747,406
502,19,355,1535,1832,4345,4685,9069,13298,18041,26767,35281,47379,54055,6308,527,75,2112,4937,7553,10435,11409,16601,19110,22776,35325,49250,35255,5515,2591,440,2736,12564,21508,29078,31528,35744,31950,27858,13022,8051,3381,1859,3556,196,5330,1819,3409,6983,10152,14170,20170,25201,31165,30090,30047,23818,14739,5471,907,4896,24370,39090,39884,37318,26797,19693,13317,7948,4129,1854,1043,1311,1761,60,183,14701,49639,34997,38746,33139,24467,12578,8178,4686,1519,499,136,3,0,654,15391,49081,37722,38751,36278,20326,10676,7401,4641,1885,528,133,4,0,5926,18760,34951,37763,30816,25494,21270,15434,12631,7896,4632,2707,1315,1401,2475,3147,878,1978,3199,7992,10725,22532,24927,41095,38719,36407,22183,6062,3247,380,8106,2391,1742,2118,2882,4598,6509,12396,20898,32589,41744,40713,29203,15585,1997,174,78,76,98,129,166,284,624,1588,4233,11378,26455,59295,111318,7575,6279,37500,56165,46072,33032,20092,9865,4985,2779,1921,2366,1671,322,99,323,220
1245,16767,22331,16569,22278,18396,24826,12260,16701,7641,7459,4862,3677,706,82,1267,9976,7292,8820,11962,14036,16159,12840,20362,28532,19105,16550,7979,891,29,4402,6544,7151,10774,11624,12475,14003,13707,16216,19856,28001,23557,6890,586,14,247,577,1200,2087,3488,7553,11510,18270,24431,35617,29924,21486,13310,4890,1210,1703,6923,5033,8038,12405,16138,21450,25026,28586,25795,17207,6324,1001,129,42,0,4,6996,2780,1034,1936,5205,4614,3166,5952,14881,18396,56430,40809,13597,0,11,7045,2910,949,2542,5090,4179,2970,5360,12339,25686,47408,46231,13080,2709,4432,4653,6515,9607,11061,13168,14761,16577,21197,30548,25834,12760,1828,150,548,1328,2025,2948,3890,7888,12659,20977,30024,40810,32209,15719,4121,628,26,89,1745,4235,4991,9243,13179,14395,16394,17562,17975,19255,20487,18568,10368,7314,1149,736,1475,4988,11605,17324,21061,23286,23317,21483,19280,14153,9583,5874,486,3474,7300,13872,22106,27774,30038,26026,20079,13303,6995,3044,1083,494,173,39,70
0,115,1109,4739,11877,28861,36113,80014,88874,119504,128688,107469,117112,43611,1133,28,1551,8364,26914,49260,65199,94894,119420,134746,115067,93713,44098,12101,3197,667,342,13980,93179,129691,121624,109625,90822,81572,58670,36701,21361,6848,1715,2389,700,133175,152967,120342,86280,63343,45134,32762,24230,18647,14621,12067,12329,13820,18799,20703,95020,105861,117786,101279,73023,59511,53431,49830,41351,34022,20440,10070,3487,1159,2949,27,48937,432133,183874,83378,15115,3852,1259,438,137,20,9,16,12,12,29,58375,425642,189651,77269,13647,2997,1017,390,130,23,11,12,13,13,71213,107133,126683,102523,73188,58771,51322,49254,43704,37366,26396,12509,4057,1757,3343,31070,64588,93587,109352,92491,90044,67576,64306,43834,40791,32710,23027,12335,2354,1154,18796,56254,68516,62352,57995,57757,57219,62566,60481,54651,50983,53366,48089,43016,17178,74,649,2684,6777,12845,19455,23875,28674,34823,43009,58097,78138,123322,235709,101088,42557,100828,88299,87923,76304,59346,46919,41392,42726,46018,47013,36152,29101,17586,7054,335
