band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
0,766,4620,9468,8200,9284,8734,10143,9275,8092,8648,11769,6628,268,90,1493,8615,10054,7316,8838,9166,9362,8958,8939,10926,9759,2326,53,234,4752,10450,10243,10474,9906,9447,9483,8498,9918,7274,4353,843,20,2182,5885,6322,4988,5130,5392,7765,10241,13443,14244,11688,5896,2398,321,935,9654,9114,10168,13486,13678,10858,8931,6859,5305,4118,2208,532,49,0,85,2176,4424,8720,20587,16182,15615,15086,7416,3278,1442,614,270,0,168,1993,4235,10828,17716,17147,14847,16076,7338,3155,1486,663,243,781,6870,10066,8298,9325,9739,10219,10715,9029,7566,5808,4707,2452,320,1220,1356,2820,3517,4403,8222,12678,18580,18013,13492,7209,3530,826,29,2159,4727,4442,4951,5316,5459,6482,6827,7834,9791,11094,12176,12600,2037,470,355,589,1289,2943,4687,6219,7232,8633,11898,15736,18073,16940,831,1499,13977,11635,12372,10703,10437,10654,8730,6389,5012,2885,1301,274,27,88
0,309,6581,23016,46903,86553,100170,131529,105514,131756,105741,96383,49137,851,74,2129,13486,49828,71844,95295,91827,98390,100037,108530,105635,101611,45638,119,672,5160,14974,42020,79960,83674,84784,83038,85826,99672,118769,121707,63394,793,109863,82085,54920,45834,42274,43012,51904,56976,64753,70173,76364,80399,78117,27769,9499,13444,10927,18483,44751,69538,76137,77680,79745,85217,95799,105957,105961,91305,0,405,6440,15633,16913,32777,49500,94643,111192,119518,130036,154976,128636,23774,0,487,6380,14745,19469,27921,52304,89869,115076,123011,124619,154301,138472,17789,9923,13524,12494,15884,26398,57197,81931,92247,98667,107377,110950,115540,100495,41816,41499,63659,55789,50649,50875,54075,55195,63218,70467,82506,95074,109341,89166,2930,4970,29559,152411,159855,105395,72442,73885,73172,70077,58533,42530,25790,13707,2117,88125,96869,95958,98156,97870,95322,87626,72815,53971,34723,20197,13445,20559,8807,5913,17569,14903,21257,33050,45607,56327,63612,66747,69564,65863,88464,154648,180919,559
1900,54060,101420,117983,128322,125283,131538,115599,111709,75411,39958,10662,1878,305,8012,72577,116693,132533,116563,122424,115275,106952,92160,75368,45158,11382,739,192,9913,50264,84225,98212,108300,108093,101311,99634,101680,97909,90592,58271,7489,135,161409,136756,114440,108259,94792,95579,79981,72263,54811,42200,28866,18660,7179,833,49542,38176,50620,67754,86082,96021,102164,98357,107649,111836,101897,72452,30065,3413,0,10,22970,27273,34071,70314,85534,112919,138482,147933,135649,109550,83463,47860,89,41,23349,25757,41341,61250,91432,106232,145713,147162,130150,111838,89412,42262,41816,24614,45080,64713,83508,103931,117700,123289,130720,128489,106789,43048,2263,68,103147,122876,113926,104991,91441,85208,79477,76104,72741,64978,55126,38147,7739,127,40840,47584,72920,104526,130139,124564,126090,111208,90310,69372,49888,31127,14783,2677,29462,94333,119006,121425,113891,98544,81015,65249,55724,51200,50256,46475,48772,40676,19292,22112,21312,30929,47376,65804,84504,107549,133916,148025,125471,110006,79609,20123,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
40469,92503,33634,15490,8998,4986,2447,1893,651,336,206,187,235,376,86509,77231,22909,8077,3766,1659,830,378,222,164,141,138,220,167,99962,60241,23010,9442,4607,2208,1201,596,358,290,161,124,142,69,5350,4569,7148,11222,15649,20042,21782,21318,21969,21948,20735,15964,10662,4053,13798,51191,42357,31254,20968,12994,9326,7535,5795,3960,1944,825,306,158,203,303,20538,100753,42068,22921,8559,4118,1788,750,275,84,44,7,203,328,19786,101231,45142,19540,9116,3897,1915,858,256,86,46,7,42164,73418,36711,17585,10337,7497,5614,4071,2709,1276,609,270,85,65,14627,36406,47745,44185,28021,16462,8045,3945,1571,633,266,206,159,140,1489,213,249,338,582,995,1492,2298,3386,5472,9639,18556,41904,115798,12578,12481,14131,15650,16424,16648,16196,15509,16088,17378,19220,17344,9585,3179,12450,80995,43589,20802,11988,7346,5032,3598,2872,2339,1762,1942,2547,5149,588
411,220,2169,3486,6331,6374,13763,20505,39431,47434,53108,70931,77528,14271,455,381,2947,8078,24534,26119,25204,26397,28271,39119,57761,98753,17935,8,303,8045,35319,31777,36350,43265,54814,70780,37827,28145,7351,1735,250,1,4408,3590,4578,8872,16000,23755,37018,55834,49898,62609,53316,27892,7680,512,4790,50965,88924,63233,55986,36323,28302,14657,7997,3304,1169,277,32,3,1214,41950,59199,81026,65273,65615,22000,12276,5467,1456,413,67,6,0,1180,45122,56896,73258,81264,54046,24653,11367,6020,1680,389,81,6,0,5965,52177,81284,61026,49562,35231,23929,21345,12478,7484,3555,1436,460,30,2083,1229,2051,4600,8276,18132,26917,58069,87290,87716,51346,7662,590,1,2839,2374,2839,4093,6707,10936,21040,34569,52711,65750,63338,46885,36988,4893,94,60,105,158,301,672,1555,3229,7153,14917,31359,72886,186455,37018,7074,96189,96788,66198,44571,24840,11278,4997,2075,946,398,227,107,274,216
21,3025,27190,50198,78803,95976,104612,122596,154440,134753,79485,36878,9585,347,141,46383,90700,112297,109006,101056,74496,127359,88926,69465,50583,24201,3198,98,9928,115110,114464,93211,75203,75804,66076,83443,92185,81514,63297,24269,3338,67,130228,43861,43695,40219,48392,73165,76006,110160,90576,92828,73712,46484,24415,4168,116972,28786,41528,57438,68953,77214,80227,81929,85854,94062,81941,54180,23869,4956,7,10,7367,68340,128142,177804,179790,220336,93219,21012,1832,50,0,0,23,21,7697,58375,151779,154935,192759,211133,100643,18734,1746,64,0,0,107331,53752,72183,80968,85647,86932,89149,107216,83695,66030,44418,17108,2665,815,110193,35601,41682,50825,63257,90364,95369,102779,120061,88954,59537,32511,6686,90,63531,25753,22044,25553,40258,66438,95279,99177,88427,87628,92947,92260,75393,23221,13338,49046,79755,95671,93825,84214,70683,61285,55033,52062,45066,37873,44785,115273,51386,66184,68246,76860,84862,86505,85681,87393,91798,84787,54565,34546,19641,5455,547
170549,101000,20214,6540,2360,999,483,318,173,115,127,86,106,181,184351,90010,18330,5656,1796,1304,545,413,214,144,127,112,137,112,169914,89510,25247,8434,4063,2052,1407,832,640,435,312,204,123,78,9854,7214,14054,20268,28789,30927,27202,23733,27008,26337,27628,28114,23174,8949,23914,66269,78701,59936,28522,17144,9643,6999,5336,3179,1888,1060,457,203,11,300,12518,46384,115635,88771,24909,8198,3618,1960,760,139,47,1,11,354,11989,49588,119066,82077,24967,7972,4176,2168,679,157,46,1,56500,122042,61797,27738,13268,7727,5436,3616,2209,1475,869,402,131,41,29629,77664,73042,54284,29869,19209,11731,4334,2018,696,334,174,129,138,3646,742,629,696,836,1212,1615,2310,3388,5741,11403,26507,64518,180008,17267,21787,27808,31074,31476,29067,27048,24988,23688,23718,20543,11994,6138,6655,21163,121430,67893,36246,20092,10303,6386,4177,3076,2488,1917,1859,2376,3845,589
15,20456,126848,175037,150862,106430,93125,61107,45471,30512,15847,3987,506,54,28,7981,61848,124039,131551,120679,106111,88872,75435,61279,39173,12645,592,24,13,2272,10916,40202,80313,114781,127351,123325,113604,103348,78545,33803,1769,15,192764,189333,130129,100119,70928,55499,36365,24873,13877,8099,4359,2360,1179,373,4823,47641,133268,166057,146217,114878,82291,56322,38199,24229,11833,3644,720,135,0,1,1201,1068,506,1071,2174,4603,8393,12766,18360,28023,65916,686175,4,1,1196,1057,642,944,2325,4291,9078,12750,17523,29025,76794,674627,2856,1512,15141,76550,160814,190601,140946,104175,75474,45441,15120,1567,40,20,52472,104777,113485,112039,102765,90183,76165,60908,50351,36256,21439,7992,1384,41,17682,241781,210149,117312,73017,45237,36273,26942,21719,17537,12969,7209,2245,185,92,1108,2406,5344,11236,20005,32379,50446,82404,138374,215104,206250,61647,3462,1420,3804,13750,32051,67039,155265,231377,175464,89379,38582,14167,5774,1880,305,514
5763,123324,89764,59329,74870,84511,110287,92452,109612,100741,44724,9241,824,393,9697,108100,103339,82769,105379,91192,103583,95241,89748,68543,33333,12638,1954,319,8445,63806,120195,135347,112161,96850,91810,89469,81251,55708,32726,15103,2726,238,20013,48486,97636,120979,131634,131724,125043,99181,67304,37060,17292,7018,2073,392,12068,23712,30483,41900,58171,72481,88677,103068,112338,111253,101280,86179,48988,15237,0,6161,78434,129956,132268,197245,142080,87020,48715,36761,29266,13512,3962,455,30,7640,78216,122205,155169,171069,152748,82635,51741,37913,27615,14602,3933,319,10651,27871,45357,58742,70994,75596,87365,96518,100613,100665,97687,78563,46465,8748,34677,89833,95986,96893,108600,110200,114450,91336,68544,47784,28627,15330,3294,281,6381,3047,7261,19984,41891,61267,87760,107392,128701,151744,147204,97297,42829,3077,118038,131474,127369,115681,96431,73227,53888,41523,34633,31466,27807,21830,22240,10228,3435,11726,29562,44039,57597,67504,74127,80875,87266,88809,79138,87559,113705,80493,406
502,19,729,1389,3265,3868,7139,11402,18590,25111,34143,48361,60867,8086,534,103,2979,6051,9187,11291,14695,18310,24181,35431,43754,46433,7665,2857,453,4000,15606,24674,34121,34922,36429,34662,17021,10997,4412,2177,3537,460,5406,2034,4713,8649,12405,16856,24597,30937,31324,33235,28048,17172,7012,1083,5262,29324,44093,39269,36659,25994,19029,10656,6003,2625,1213,1231,2024,89,265,18973,54196,41384,34446,39708,16073,9196,5970,2266,803,184,7,0,761,20353,52792,39401,40720,33517,17770,8287,6216,2748,704,191,11,0,6669,22368,39312,37273,33122,25247,18511,15516,10162,6403,3235,1593,1433,2627,3222,929,2178,5169,8170,17790,21684,37552,46946,40570,26735,8584,3279,663,8406,2353,1891,2451,3509,5242,9969,17557,30051,41746,45546,33847,18347,2556,177,88,83,112,154,216,444,1049,3166,8854,23499,54731,117342,13556,7728,44192,58909,46068,30727,16583,7680,3857,2312,2233,2229,511,112,330,220
2967,16331,22259,23582,17680,26370,17018,17871,13143,7713,5876,3801,1099,90,2388,9883,9241,10707,13227,15446,16658,20384,23128,21877,20881,10625,1322,33,4506,7295,7825,12597,13202,13472,12914,18458,20809,24183,28962,10738,824,15,256,625,1312,2638,4734,9978,14639,23396,34887,32725,29313,13692,6126,1479,2378,6992,5840,9502,14810,18973,25120,29945,29222,22254,8708,1845,165,46,0,47,7824,2479,809,4829,5359,3286,4430,11022,24856,41374,49970,19515,0,155,7869,2247,1071,3947,6062,3151,5026,10599,22464,45392,51860,15957,2759,5035,5013,8268,11002,13035,14148,16560,21617,26503,32808,15948,2933,171,623,1586,2315,3110,5854,9856,17228,26101,41069,38443,22881,5829,871,34,125,2269,4593,6140,11645,13775,17612,17841,19235,20247,21600,20898,11916,7904,1189,844,1970,7013,14231,20525,24281,24862,24053,21552,16812,11225,6413,830,4135,7959,16760,25250,31137,31158,25019,17767,9799,4481,1471,598,224,42,70
0,154,1411,6293,18730,29822,61720,80459,121607,139510,121300,125501,61353,1359,28,1988,12565,35013,53375,90819,110405,132333,137360,111191,62615,17260,3312,955,393,20477,119123,134836,125569,107894,97388,71500,48605,27459,10498,2136,2449,892,144749,163750,117466,88067,60561,41631,30918,22428,17295,13042,13157,14501,19342,22312,102988,113225,126235,100430,71752,60076,55801,49745,39285,27516,12960,4803,1386,3017,27,92229,450023,164933,48857,10237,1981,604,232,46,10,13,13,14,30,106711,430786,167881,52685,8084,2144,571,234,42,11,13,13,14,76404,119375,134545,101741,71793,58141,52622,50213,43956,32799,16625,5535,2028,3442,35351,70299,103058,114155,106534,79097,74746,59059,45812,34405,26780,15684,2910,1329,21285,63743,72338,64992,62066,58438,67262,66859,60994,55139,56161,53506,45967,20469,98,823,3508,8746,16330,22757,27780,33971,42211,56322,77521,118577,236428,124147,49811,106920,93756,92633,75877,57598,46431,44544,47931,51015,41939,32501,20316,7946,335
1,2438,14809,15520,43520,37124,70697,42057,64131,50837,47991,29471,12618,822,2,942,7183,12378,26277,43901,51599,56138,54091,63638,59459,41953,14183,292,3,1256,10718,30549,45936,46929,58656,52195,53652,52832,42209,29066,8018,17,1191,5396,11470,19982,26736,57738,54367,76677,63289,49400,34103,22520,7867,1300,469,1325,4146,9378,21058,37286,57173,68629,73779,62550,47721,33560,13818,1144,0,0,0,1,47,2147,13761,46188,99661,122485,86811,47089,12555,1291,0,0,0,0,74,1750,14628,42122,108970,116459,82510,51584,12934,1005,95,993,4823,12632,25113,31034,42721,53607,51934,70320,56714,52511,26604,2935,714,2420,5921,10979,31498,40899,51413,53651,71570,60841,54680,37364,9999,87,349,6300,15125,21852,29794,37055,45247,55612,64943,64455,51836,28847,10008,613,888,2793,8586,27943,58099,76028,78036,66643,50338,32111,17310,9331,3463,467,19,1331,10121,26457,44691,57897,62881,61178,54416,44857,31656,24175,10742,1615,150
0,30,500,2121,4865,8840,15372,26047,43631,92967,202934,361569,372560,58770,1,24,149,290,698,1647,3547,7174,15266,32058,86094,331913,659801,51544,0,17,100,573,1347,2481,4474,7726,15153,31616,78765,293685,704403,49866,1151,1807,2933,5008,7041,9749,13178,20436,31366,49231,86059,190227,436031,335989,521,236,388,739,1341,2510,5088,10049,21560,49537,107119,231280,421379,338459,0,74,809,3560,20121,69021,114657,159664,188981,213856,207350,137951,58627,15535,0,203,1138,3542,24721,62191,116191,148030,196218,222458,198791,141521,63518,11684,397,136,272,965,2381,4531,7898,13465,22208,40735,82029,187475,455526,372188,385,499,621,886,1413,2243,3603,6231,9498,17907,49380,217286,777057,103197,8581,95676,297840,250457,156267,99391,84028,64818,50733,38302,25716,13299,4602,496,437,18227,104879,188955,199009,209613,218390,146766,64180,23637,10023,4036,1337,717,187,1052,6866,23904,52058,77992,100857,128955,165689,187655,154330,151029,111694,27938,116
