band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
0,1800,8273,8849,10247,11903,10896,10152,10485,12504,10383,403,152,4873,11497,8759,10258,10033,10810,10491,10909,13367,4652,94,410,8114,12018,12442,11844,10678,10647,11043,10042,6637,1986,34,2844,7626,6729,5733,6107,8625,12417,16501,15556,9679,3562,516,1433,12332,10968,13833,16268,13059,10186,7628,5577,3547,990,74,4,625,3652,7200,19816,20877,15993,17870,5941,2729,903,285,4,598,3797,8133,19243,20312,18040,15260,6586,2678,955,289,1132,10675,10323,9969,11183,12016,11865,10748,7778,6124,3571,511,1410,1987,3614,5021,7820,14364,20661,21687,12060,5573,1651,47,3017,5312,5419,6061,6385,7342,8035,9678,12211,13569,15343,3523,514,449,998,2441,5041,7109,8580,10804,16022,19793,22513,1631,3310,16062,13865,13574,12034,12432,9856,7074,4926,2163,563,36,88
0,1341,13630,41562,85442,121557,142666,141669,138763,120554,74964,2295,175,4424,31158,85496,95352,107878,115069,118286,123586,124948,77630,441,961,8437,26813,79899,98933,96201,96484,107286,120823,145859,99692,3055,127056,85535,56763,50513,52235,57790,67496,76162,86058,94171,91286,39378,11633,14861,14463,38400,73648,89774,90653,95905,102038,118343,127009,107716,0,1681,10855,21044,29516,58572,98628,146464,138000,169377,180404,29902,0,1673,11786,21138,28664,58045,110487,127502,142954,174142,178511,29541,12463,15111,15945,22953,55441,95438,106477,121152,125500,133607,125624,54732,53891,70763,60663,59072,59553,67799,73592,85268,102384,120851,122504,8103,5559,68935,199267,148036,94461,82259,85316,79020,61030,37644,19351,3565,104606,112069,113354,114367,112391,103139,83104,57025,33077,17532,20716,13063,9597,18594,19596,32383,49589,64867,74418,79020,79655,86420,158851,211453,559
4378,83770,125077,144621,152554,150106,138854,117806,70053,24913,3509,387,14760,101484,150640,150835,138296,128062,120345,104022,77488,27950,1913,233,15292,70057,106439,125322,122722,120486,117590,115724,113078,88211,20945,162,186883,152406,129157,115788,107413,99569,81222,61169,41983,27499,11517,1422,54916,47721,66903,92202,108747,119870,117068,127428,127802,100359,47357,5655,0,4258,28386,39273,63638,104617,117323,184578,157985,151015,110559,54396,91,3698,30631,41463,63752,103624,130116,161475,165626,151472,110049,54031,44811,33566,61938,90719,116632,133696,147023,149441,145141,84369,8605,87,124010,139008,132353,108982,103987,92726,90229,83179,69828,54367,17173,186,46326,63564,99406,142266,150172,144929,127771,99156,71077,45819,21127,4415,41409,120739,141642,137315,120139,96432,75127,62780,60053,55711,54911,49770,23190,24824,28355,46920,71280,96760,128402,162382,165562,132789,106632,28932,517
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
61596,84238,30572,12287,7136,2698,1994,661,353,194,270,412,107510,66832,17183,6193,2347,916,410,259,174,148,241,198,114934,55317,18654,7101,3225,1440,677,411,243,152,168,89,6045,5842,10447,16753,21195,25480,24427,26253,25103,21431,13929,5506,21736,58445,43871,29142,17630,11064,8709,6173,3617,1355,487,182,267,1071,64570,88445,29152,11840,4172,2038,593,197,59,7,261,1066,71456,84186,26963,11414,4404,1748,648,198,59,8,55435,75861,31126,14810,9540,6554,4687,2615,1118,467,121,77,18681,50093,52284,42900,21559,9974,4218,1564,536,251,188,163,1533,247,326,530,963,1759,2762,4453,7970,16523,39261,126084,14653,14905,17298,18839,19431,18982,18188,18916,21429,21706,14116,3948,22642,90068,36227,17498,9696,6071,4128,3148,2463,2109,2736,5625,588
415,781,3239,4991,8757,14571,28099,49466,60551,66870,97519,20703,471,1169,4478,21038,32390,28172,28508,37934,54928,94032,52801,41,508,18267,41125,39084,43595,67294,73726,46349,20683,4716,614,1,5044,4487,6223,14196,29958,38313,59916,67296,68914,47254,13399,962,6653,77208,95610,71406,46851,30795,16678,7512,2525,660,58,6,11050,54595,65758,96040,74851,33983,12276,6183,970,240,16,0,10232,56235,69622,98123,70810,31397,12975,5117,1192,243,16,0,10272,73646,91752,58675,44155,30674,24380,12984,6088,2512,752,72,2337,1592,3245,8058,18839,29217,62496,98719,101511,28433,1511,4,3251,2891,3744,6215,12126,22601,41943,66413,78163,62475,46913,9227,102,75,154,273,630,1711,4080,10036,24323,59481,172558,82539,15951,124511,95616,61915,34672,14273,5497,2019,727,339,155,287,216
22,8952,42978,80742,102383,124748,157396,160800,132837,67076,19357,618,868,70722,128407,121510,114622,97950,132837,113782,68044,40989,8023,155,23769,145121,120339,95757,83138,81672,90377,109778,92484,47515,7829,130,137502,51954,45467,52871,70544,97228,119556,114150,99626,67463,34798,6750,122337,35627,57856,74618,85990,94690,97175,102867,104350,79082,36079,7238,7,566,21081,140452,177061,222293,223500,101601,10826,519,3,0,24,470,23855,147900,172986,220354,240492,78686,12655,486,1,0,116939,65366,89379,99249,105117,99912,115442,103760,64505,32156,5029,1055,117043,43498,52136,73455,81248,119911,137622,120159,85575,52408,14676,178,67594,29169,26307,38083,70281,107422,114398,102133,104575,109639,94891,33417,18776,67841,102310,112476,101297,83832,70546,63013,58262,47068,45232,127256,62249,77729,82939,95609,101015,100183,102405,107404,84783,48166,27827,7600,547
195730,86390,13585,4267,1539,634,369,185,111,124,122,195,208744,76500,11214,3215,1540,779,483,198,165,116,170,127,195614,75411,18590,6655,2725,1632,999,626,454,289,164,92,10932,10196,20614,31822,31921,32823,28797,29889,31003,32821,30104,12329,31026,90094,83644,44763,22355,12247,8249,5409,2897,1612,703,252,14,1644,28451,110193,114870,33356,8207,4430,1592,423,70,1,14,1749,30274,110725,112074,33216,9032,4015,1632,448,71,1,73646,133540,49676,20716,10365,6565,3957,2409,1435,671,208,63,40653,96165,71849,50045,24511,12205,4893,1712,647,253,168,150,3783,814,767,860,1178,1974,2784,4507,8675,21657,61423,194829,20383,27454,34373,36308,35358,31651,28727,27865,27087,18243,8251,7551,33448,137586,60271,29876,14541,7791,4778,3390,2575,2147,2566,4282,589
82,52697,179107,193312,136763,110812,70164,49160,27911,8985,1196,68,60,21956,105777,150810,149537,124097,103671,81911,62064,28107,2236,31,29,4077,23898,73254,124390,150200,142841,130621,109217,64661,7038,31,229830,202001,131724,98425,66823,46334,27355,14784,7248,3536,1687,510,7307,81389,179769,184233,143075,99402,64319,39962,21632,7668,1313,188,0,117,1713,785,917,2489,4695,12058,15383,29009,67145,695946,4,63,1835,792,941,2534,5510,10475,16561,29058,67911,694573,2972,3421,38921,150754,220077,172275,118692,79786,37363,5799,170,27,68472,125699,133204,124706,106569,93236,72235,52923,34541,15777,2808,87,37466,307471,191140,102783,62083,40508,30832,24276,18211,11377,3777,333,189,1610,3913,9845,20485,36528,61703,108953,200777,263076,118459,4719,2017,6233,23840,57392,149784,265440,195452,86367,30470,9667,3159,436,514
14324,155893,82494,68342,101836,124959,119354,126445,85938,23884,1940,426,17667,143611,99646,107202,118882,117051,104820,108724,59571,23660,4641,360,15164,91701,156248,142056,115585,107860,103723,88863,53295,24944,6096,300,24714,72325,125507,145504,164164,143301,116108,64979,32774,12503,3362,594,15148,29823,40940,59938,80356,101287,121859,130860,126938,109545,68912,20229,16,21542,113739,167109,197368,186370,88182,60333,37697,26267,6754,458,58,21341,120876,170773,191780,182249,93996,51688,39544,26398,6669,463,13889,38017,59557,76524,89242,99347,116175,114424,117871,102788,64279,13722,46817,103162,117783,122491,128856,131530,104736,75137,43799,24434,6704,386,6810,4240,13378,37297,67397,98469,127561,157251,180317,141160,65674,6281,139857,152528,144251,122248,92829,64395,47430,39496,35400,28000,25164,14237,4464,18790,41639,60788,76244,86065,95234,102947,99266,93852,126392,100154,406
505,65,1521,2152,4916,7752,14168,22602,36090,47501,71640,14559,539,877,4668,9120,13096,16540,21375,29320,48241,58750,17534,3411,568,7707,24307,33744,37083,46796,36454,19769,8951,3418,3208,1466,5671,3228,6928,11866,20814,26153,35383,38446,36368,26097,10800,1717,7334,41191,50943,46090,32495,21577,12049,5763,2116,1299,2330,284,4637,33768,52367,47494,42945,23834,9205,7064,1695,443,19,0,4068,34185,54985,48361,41342,22373,9701,5906,2050,472,28,0,8925,31891,48472,38928,31282,23004,17750,10689,5556,2481,1565,2928,3387,1365,3567,8875,18012,23936,41870,54180,43421,19706,3624,1528,9005,2391,2402,3441,5931,10651,21636,38772,52961,45800,26128,4353,194,99,112,150,220,499,1384,4792,16311,45700,118732,35278,12094,60699,63043,43212,23259,9580,4317,2486,2972,1290,173,346,220
5929,21623,25063,26575,29152,17865,20414,12393,8481,5963,2215,127,4535,10903,10928,12951,14782,23451,21683,32013,23487,17755,3259,53,6284,8020,11810,14381,14859,16457,20165,24776,34432,22348,2243,25,329,891,2227,4152,8713,17870,30578,40220,36996,22883,8728,2213,3936,7334,7526,15306,21368,28145,34716,32766,19485,4807,350,61,0,3094,6209,1511,3512,7021,3286,7054,14908,44763,64840,19602,0,2676,6845,1394,3386,7050,3750,5955,16359,43900,64872,19613,4104,5199,7022,11591,14208,17136,19838,25582,36343,28440,6082,255,767,2058,3174,4740,9933,19900,30695,51830,36588,14176,1885,54,256,3667,5667,10713,16257,19599,21271,22378,24207,25706,16707,9372,1299,1169,3972,13513,22070,28030,29007,27364,23408,15278,9181,1509,5623,10702,24184,34017,36849,30043,19943,9606,3396,1039,340,58,70
3,422,3259,14156,34112,66178,109111,143965,152083,139880,103925,2125,93,4203,25597,56224,88492,129584,155045,156205,106363,41200,4692,1521,662,50647,157679,149828,136008,110856,83092,47434,24339,4772,2538,1364,177753,173522,119964,84868,55955,35080,25355,19004,15169,15476,20817,26256,120512,134821,141881,95755,73069,64469,57313,43294,23759,9057,2105,3184,304,286420,344746,116879,16892,3046,611,252,21,19,13,16,331,285333,351638,113664,14546,2809,635,191,26,15,14,17,89125,155647,141510,94458,71243,62638,58476,48060,30426,11071,2874,3691,44259,96346,125365,125118,108912,83240,64642,49757,38764,24527,6555,1734,28922,81237,80654,73100,72035,74176,77045,69418,64042,66112,54205,28273,145,1521,6355,15008,25020,31993,40300,52523,75848,112293,233049,175164,68067,120000,109937,97907,72043,55072,52262,57024,57058,41792,27606,10450,335
10,5376,14785,32830,57496,73612,72032,58598,50786,46756,18363,1392,8,2749,10063,26659,48185,54618,60068,72621,71127,57152,28084,702,7,3190,22462,44425,59144,64819,65383,61837,55212,39661,15771,125,1575,8811,14925,36358,40645,74566,78332,79671,47024,35104,12920,2105,653,2278,7111,19083,43784,57926,82444,83191,64944,46271,22346,2005,0,0,0,14,954,14988,46375,142542,115336,88386,21825,1616,0,0,0,22,1126,15304,55807,121432,127675,86186,22778,1706,166,1955,8525,21547,36033,49185,57434,72283,76483,63073,40207,5145,995,3542,8364,24317,46861,59765,76737,70201,68870,52761,19273,350,719,10252,20634,30974,37913,55230,66369,76188,70845,45267,16394,1251,1248,4089,17312,53908,84519,91297,75529,53984,29824,13738,5765,823,37,3302,19033,43193,64066,73766,70776,61090,45606,31434,17281,2452,150
0,78,1295,4401,8582,17372,31502,61936,153573,344609,470015,96843,3,59,244,568,1614,3868,9029,20955,56463,210116,792183,95104,0,24,306,1150,2574,4938,9767,21405,53093,191168,807164,98617,1399,2399,4359,7220,10740,14750,24888,40206,74591,157584,410681,441389,560,302,604,1203,2573,5581,12607,31350,79586,198835,439859,417146,0,217,1465,13707,59549,133304,165624,254136,241887,214254,89043,17020,0,402,2043,16001,59408,130132,182004,228692,244884,218149,91239,17252,416,180,562,1905,4654,8863,16304,30191,62833,154812,434679,474807,466,625,825,1339,2381,4014,7354,12616,31770,132578,803258,192980,15632,176062,349680,222682,134239,93945,74050,55603,38600,21439,7410,864,979,40780,170663,233085,238609,255394,162864,58429,19291,7174,2070,868,211,2314,14484,46362,83992,115553,153548,203679,207540,171805,150724,39994,116
0,3478,17831,17205,17290,20776,15959,15790,18021,19229,14439,792,51,15394,21319,14496,17004,15849,17271,17423,17043,17169,7640,151,361,23633,20995,21442,19294,16850,17393,16544,12782,8713,2752,51,2913,6209,7020,8207,10274,16081,23132,33240,32504,17216,3746,268,2237,26216,22573,22009,24880,21767,17311,11119,7021,4242,1286,149,4,782,4831,15391,39699,42404,31908,20313,4207,1124,142,5,4,751,5061,17500,38275,41373,34855,16857,4864,1126,138,6,1792,22896,21013,19058,19675,19273,16202,15775,12089,8340,4038,659,1245,1498,3277,5943,13816,25510,39709,39169,19654,8195,2707,87,2900,7297,6545,7071,7692,9410,11213,15220,22461,28691,33254,9056,85,455,1190,2721,5610,9848,14725,21183,29572,35706,37109,2606,5756,32892,28338,28224,23473,17931,12563,6805,3228,1153,369,78,141
0,81,2845,4814,9497,18819,57207,94193,208150,263154,146791,5474,6,3409,2894,4317,11990,29780,44927,70647,149706,270639,218646,4064,2597,3047,6631,10417,14306,20862,31131,69331,136022,260226,252637,3818,7643,2272,4983,12373,22094,33112,50409,76180,134798,223535,215394,28232,6051,1520,5163,9726,12673,16814,27159,45266,96104,191681,273412,125456,10,5587,11111,16884,25016,41610,42972,78295,87249,158213,238500,105578,30,5180,12330,17704,25173,40389,48340,66556,95338,156701,238203,105081,5680,2021,7942,11829,14456,16269,23725,33957,63867,173492,325695,132092,6720,1060,1402,4109,7392,16427,22357,50555,118360,290737,285837,6069,6003,18146,109838,188977,157646,111432,77136,51625,38698,30090,19362,2072,15739,118223,197762,199689,123980,58315,31208,21376,17927,13633,6584,6589,1256,18328,25759,31759,37234,46077,65302,99096,129582,136662,167253,52717,120
366795,13065,3970,1597,682,285,82,31,19,7,5,0,350765,21550,6769,3675,2216,933,385,133,51,41,20,0,316754,42662,13357,5861,3842,2319,1232,320,108,50,32,1,103673,38647,29903,25995,23996,22980,22794,21979,22904,23828,26282,23557,138265,66349,47115,39686,30818,22603,16401,11433,7501,4239,1860,268,278258,103009,4520,583,131,32,3,2,0,0,0,0,284163,97512,4157,552,117,32,3,2,0,0,0,0,174234,89948,50916,26769,15838,10380,6832,5047,3600,2345,595,34,207226,53950,42471,29498,21550,14339,7789,4679,2871,1503,610,52,1063,173,317,646,1385,2365,3526,5202,9525,19454,57257,285625,122558,49823,33407,24956,20054,16249,14307,14381,16442,18829,28352,27180,91043,118605,63179,38421,23153,14741,10057,7648,5407,4053,4162,6069,272
0,437,5189,5733,4725,17273,23682,61985,76865,38106,28357,3440,621,8517,10988,20409,27276,46728,58038,56015,20615,14618,1926,41,7502,16455,30739,33528,40521,57251,47206,25106,6159,707,576,42,31794,50385,71345,61810,28081,14221,4132,2188,923,460,355,98,34163,14029,18303,17508,23217,28949,36670,47456,33316,10573,1060,548,1,38579,131572,86636,8754,241,9,0,0,0,0,0,0,36161,142691,79945,6788,198,9,0,0,0,0,0,33548,15722,22081,22981,21972,32210,43755,44142,23566,4690,514,611,19398,20592,34730,44114,67744,42366,25961,8925,1090,330,469,73,15551,10938,23808,40040,40675,32607,25605,22023,19585,16905,12459,5596,218,2980,15327,28980,34943,31563,25321,22489,21828,21721,24294,36128,23340,11961,14905,17352,15685,13919,14660,18489,24491,32774,55868,22348,379
