band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
7,4201,26332,48376,67720,98825,128319,159266,188816,130978,20427,256,5296,27532,53018,70953,93653,114422,149915,196756,154214,7252,287,7110,20259,42944,68264,98858,127318,165700,201088,136824,4615,97571,85793,70208,69561,66615,75161,88569,105319,112509,81033,20928,14069,30717,57984,78372,90420,108402,121255,141453,135595,78671,16329,0,1486,9330,16203,26080,42970,63277,89628,159602,236940,227751,0,1529,9336,16581,28161,42865,61279,107688,157955,234363,213510,11413,10455,19820,51269,90338,107938,124921,146189,182806,113457,14661,30964,41168,50959,56717,66432,85571,111544,143125,155288,123766,7733,74070,210967,146426,105014,77577,69870,61565,54037,44575,25800,3366,855,9123,49148,119195,140885,111299,91454,98390,126987,108387,17544,8329,17045,40544,74540,126189,154390,156556,141764,88347,58910,6653,474
315857,14613,932,331,181,143,110,89,91,124,562,314772,14987,1390,477,279,156,141,106,117,216,392,312801,16549,1994,553,237,130,106,108,141,273,141,20735,21336,23967,25683,28901,30407,33296,36260,38356,40336,33756,80826,108293,77900,45135,15089,3669,1086,444,236,187,168,21048,210246,98263,3017,316,112,23,7,0,1,0,20393,205941,102832,3372,353,106,28,7,0,1,0,159022,149448,16190,4253,1851,1053,533,270,154,139,120,110964,75041,53022,36342,24290,15754,9427,5264,2111,495,323,14,21,52,53,114,184,465,1210,3677,18139,309104,22764,39839,44462,42889,38377,32709,28528,26866,25302,22279,9018,62691,216434,40635,8241,2602,1138,557,330,171,149,85,281
176652,163468,37694,10702,5331,2768,1493,587,473,631,162,261206,102463,22291,6921,3117,1484,888,539,441,552,59,253215,104400,24199,8756,4287,2183,1206,786,500,389,40,14078,21166,42586,68027,70564,69684,48705,29245,18671,12071,5164,110913,118425,57719,37989,26356,17894,12568,8415,5700,2972,1010,35,20599,201302,140361,30099,6199,1089,239,37,1,0,672,20972,199167,142241,29688,5822,1113,258,27,1,0,183347,98594,52317,26696,15025,9623,6183,4277,2612,1086,201,93676,153770,85953,37501,15356,7508,3477,1525,782,354,59,4155,741,688,962,1358,2479,4803,11342,30770,96335,246328,28633,24635,26847,28668,29785,30900,37555,49595,69541,59473,14329,98938,130342,62419,37543,22307,13897,9988,7055,4937,5491,7044,569
231,201,2287,12626,31316,49176,49099,38888,34535,38402,2271,278,623,11034,27487,45128,43451,51675,49579,25317,4449,11,425,7561,38361,83520,63392,33994,19260,8716,3232,569,2,3183,11583,22467,31858,43932,53186,45540,28890,13422,4345,626,1101,21770,85322,71935,39020,19137,10004,5611,3341,1476,315,4569,79663,120700,30568,11962,6240,3285,1264,604,108,69,4706,82461,117506,31039,12315,5781,3212,1361,492,99,60,1290,30424,83555,62512,36637,20364,11142,6546,3999,2099,464,696,2382,7117,19562,46853,77223,69008,29279,6014,888,10,532,2513,5406,9269,13699,23496,37420,60955,73139,29925,2678,296,417,1531,3343,5621,8650,14690,30887,74342,111458,7797,1538,44426,88904,61915,29454,13941,7723,4912,2982,2207,1030,229
129,10501,19715,21487,21879,31556,37446,41838,42173,45050,2799,608,15762,32372,24019,29570,31243,37520,43365,45372,14184,558,451,22804,46155,50848,39597,34385,32960,27934,14782,4254,403,7215,23810,25493,33477,53571,58311,42435,20441,7496,1909,415,2737,15191,49151,56748,46732,33779,22740,17622,14958,10572,4343,5179,72272,104524,60716,22124,5592,1681,1073,1029,382,1,5103,71911,102837,62646,22412,5363,1742,1261,1028,270,0,2811,21353,55324,50530,39002,29920,22537,19013,16757,12451,4875,8453,22521,14877,11363,26065,61523,70697,37161,16428,4925,560,610,6171,12309,18468,21775,29045,42949,66306,59106,15944,1890,518,5266,14175,20364,23261,23993,27763,38216,57126,58968,4923,960,19629,57977,54164,38441,28001,21922,17141,12993,14384,8961,237
5495,166053,137403,109397,74469,55630,35741,20090,9982,3026,309,3558,123706,115714,83255,77278,66563,61825,47404,28999,9095,198,9964,99110,70320,53843,55124,58168,69708,76048,80326,44669,315,47819,57489,57431,60431,66008,77291,85600,82332,58871,22101,2222,28802,59049,27501,24686,30572,40395,49943,62430,75286,91538,127393,0,3065,97194,77177,77436,117479,132426,91139,20857,822,0,0,2970,95419,78294,77274,108374,143054,94918,16680,612,0,50017,51512,28751,24986,29267,40057,48798,66699,93110,122242,62156,36865,50069,71994,90459,80766,69229,62390,62150,60409,32698,566,4006,18537,76466,106122,80026,64579,51598,50321,58357,75305,32278,298397,79175,48197,29184,19824,15089,14366,17083,26471,55030,14779,18372,72741,36608,24741,21017,20565,23061,27256,29539,57321,286374,567
394742,122281,17308,5457,2815,1383,658,265,64,59,183,452567,75627,9649,4061,1931,733,307,94,54,83,109,483978,47005,8298,3299,1606,597,182,77,57,113,3,56055,45687,52658,57549,50724,52125,46166,46588,45073,43765,48825,186672,164717,101320,55603,21794,7891,4085,2040,809,269,15,299341,238859,6641,358,16,0,0,0,0,0,0,299651,238829,6338,378,19,0,0,0,0,0,0,324291,169878,29461,10540,5103,3082,1584,800,368,97,11,215079,123062,73497,52568,34275,20514,13778,6921,4412,999,110,1972,460,464,577,743,1409,3070,6465,14368,58348,457339,21812,37129,46491,50012,49686,48235,49004,58442,68530,74444,41430,170290,260610,68649,21306,9637,5481,3412,2097,1204,1145,1384,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,7,5,20,53,0,0,0,1,20,20,5,2,14,40,59,80,22,25,8,3,12,23,17,9,3,36,9,61,24,35,14,27,21,12,8,7,27,0,0,0,0,0,37,37,2,0,0,0,0,0,0,0,0,52,28,0,0,0,0,0,0,0,51,36,13,19,38,44,47,46,72,17,7,6,7,13,16,25,17,65,63,179,5,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,1,0,7,112,0,0,3,35,178,41,7,3,1,2,10,582
8329,15434,17577,16002,11958,17734,14798,13383,8528,5161,325,3338,10531,6875,9342,9245,17096,19889,20238,24952,7588,135,2506,10519,8946,9963,10006,12967,17604,23606,27168,5871,73,769,3663,5486,5825,8713,11384,20634,26971,31446,12470,1868,1147,2848,6193,13228,16932,22554,28338,25018,11462,1423,86,0,1412,1036,811,2255,2182,6391,13012,32792,48922,20416,0,1490,959,720,2384,2348,5299,17561,33775,47272,17421,1083,2456,7310,10408,13075,14817,19680,22608,26069,11217,506,2040,4696,5297,4416,6608,12107,24053,36439,27107,6311,155,439,4039,6345,9015,12286,16314,18831,21222,22159,15284,3295,317,697,6091,21568,29544,24088,17262,12203,9946,6278,1235,1458,5282,16066,29731,35130,24163,11745,4263,1095,263,33,52
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,10,4,2,2,1,0,0,1,0,0,3,36,23,2,3,5,6,3,2,2,7,4,34,30,11,6,12,8,4,4,6,8,6,43,52,22,4,0,0,0,0,0,0,0,0,72,36,4,0,0,0,0,0,0,0,0,29,45,40,23,26,37,20,31,29,50,114,133,16,19,17,11,12,8,15,26,45,179,55,1,2,2,1,1,2,1,0,1,60,177,0,0,0,0,0,0,0,1,3,15,9,7,12,5,28,11,13,5,7,3,86,26
0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,1,0,0,4,2,8,9,0,10,6,5,8,15,16,6,7,116,15,0,1,1,4,2,2,5,2,0,67,59,26,4,1,5,5,7,2,0,0,0,14,2,16,16,4,10,0,0,0,0,0,12,2,19,18,9,10,0,0,0,0,19,22,31,50,45,22,30,8,11,19,8,136,33,5,16,16,24,6,1,9,30,12,93,3,1,0,0,0,0,0,0,0,79,230,0,0,0,0,0,0,0,0,0,15,4,3,9,13,88,20,4,1,1,0,39,180
114927,245977,162925,63841,24432,7245,1959,579,107,12,1,63235,185199,128589,117988,71419,35603,13484,5075,1293,120,0,22351,100196,125547,106336,95555,88021,57341,21338,4947,373,0,156907,203205,110311,58387,39008,24834,16447,8495,3603,795,13,5411,29962,71958,120840,151419,128500,69046,28009,11542,4726,592,45,6104,8908,10997,21579,33033,37654,47249,63402,108118,284916,121,6212,8730,11212,22395,31071,38919,52313,62004,105067,283961,7269,34874,54624,87721,117569,133321,99329,55284,23176,8098,740,102722,181612,163933,97819,45273,17751,7803,3579,1308,203,2,3157,60110,104395,90400,66064,58277,49718,48669,53681,59228,28306,49097,69534,84075,93133,89121,76235,64153,54240,31784,7512,3121,738,23141,33808,37499,47811,70460,99587,109437,86343,74227,38954,453
79,13810,54282,88179,87202,65607,42920,32690,22051,8188,113,108,9790,40421,78849,85454,71673,50195,42584,27789,8216,42,239,23002,87920,94858,72034,49902,38979,29144,15712,3323,8,1753,5461,12997,25857,51496,79072,93880,77845,47216,16159,3385,1686,11665,36264,71382,93214,82171,59128,34400,17753,6826,632,754,5253,25710,68642,101522,98394,63871,30345,15652,4556,422,704,5447,24251,66785,105639,94857,63859,35211,14027,3956,385,1327,15099,49638,74715,73735,63349,50851,42281,29053,13041,2032,1141,6100,21158,48940,78086,86527,78529,59493,29235,5858,54,930,2963,5223,8617,13699,24979,49176,93685,135720,75463,4666,384,2872,15003,38367,61784,79426,81745,68865,43945,19891,2839,644,24466,93859,116636,80530,48178,28207,13671,5903,2765,262,135
79,13810,54282,88179,87202,65607,42920,32690,22051,8188,113,108,9790,40421,78849,85454,71673,50195,42584,27789,8216,42,239,23002,87920,94858,72034,49902,38979,29144,15712,3323,8,1753,5461,12997,25857,51496,79072,93880,77845,47216,16159,3385,1686,11665,36264,71382,93214,82171,59128,34400,17753,6826,632,754,5253,25710,68642,101522,98394,63871,30345,15652,4556,422,704,5447,24251,66785,105639,94857,63859,35211,14027,3956,385,1327,15099,49638,74715,73735,63349,50851,42281,29053,13041,2032,1141,6100,21158,48940,78086,86527,78529,59493,29235,5858,54,930,2963,5223,8617,13699,24979,49176,93685,135720,75463,4666,384,2872,15003,38367,61784,79426,81745,68865,43945,19891,2839,644,24466,93859,116636,80530,48178,28207,13671,5903,2765,262,135
1439,47026,84625,69322,64547,72605,70508,43920,18986,5691,1987,8378,105313,104299,82078,68616,50561,33837,16073,5806,3784,1911,35772,139793,110480,74837,50771,32879,19381,8706,2863,3032,2142,15090,40561,96285,120490,101589,60645,26933,10215,4071,2599,2178,14112,60806,71658,72452,68547,61410,52950,41220,24874,7924,4703,3,20229,170023,171295,91864,23314,3055,861,9,1,2,6,21810,168272,172747,92955,21191,2722,948,2,1,2,31574,99001,84454,73383,59859,46875,36653,25856,14907,3258,4836,19667,77125,137760,113558,58673,37825,19538,9023,2599,2377,2511,5973,6389,4974,9893,17055,33407,60340,88915,101507,114586,37617,4939,30120,53688,60457,60213,56613,57310,59740,54398,32836,10342,2999,56261,75996,67364,62181,54578,47168,39314,27867,28392,18536,383
92336,430953,220676,83998,29432,9413,2349,555,175,74,21,230107,417016,148153,48846,18390,5608,1409,330,79,39,5,168166,316300,184006,102671,56494,27915,10869,2945,541,71,4,124910,243710,218672,129511,68027,34396,21993,13652,9295,4769,1047,57063,126421,140783,127028,112741,98773,89799,68852,38302,9813,407,0,2832,94980,242652,203300,166180,97895,37357,16049,6383,2354,0,2332,87477,238892,211799,162755,102414,42352,14019,5779,2163,78049,193743,165619,123576,100719,85277,66437,42948,12603,971,40,269498,299637,163018,82177,34064,13800,4887,1982,746,170,3,11624,8379,16079,23143,34088,57702,84561,124098,187621,236655,86032,141604,138059,115072,98234,84277,69988,60919,58248,52756,29716,21109,17039,81867,133590,124796,95597,74678,65024,56872,47320,63267,109932,528
122285,1973,346,159,104,63,62,83,98,227,517,119812,3653,794,298,218,141,125,126,146,317,287,117500,5395,1277,467,297,205,146,123,169,232,106,15532,7936,6761,6385,6268,7350,8001,9780,12286,18742,26876,41361,30789,21841,16693,8753,3574,1452,763,367,190,134,71615,50345,3597,297,42,14,7,0,0,0,0,71094,50948,3506,303,46,13,7,0,0,0,0,67882,43506,8278,2621,1400,874,527,406,217,108,98,49041,15547,12474,12151,10787,10777,7249,4518,2168,827,378,1,23,41,33,61,148,339,675,1506,5205,117885,28300,18864,14136,11249,9250,7410,7015,7000,7446,8677,6570,43940,65601,10187,3368,1377,589,297,176,115,142,125,285
2165,6066,4687,8816,13477,16920,26628,58119,183099,203270,5971,1144,4229,3687,3924,6735,10909,17970,31798,97216,347835,3771,1947,4653,3466,4774,7079,12603,20675,38681,110162,319845,5333,870,973,1815,3045,5327,11411,23299,59313,167529,234630,21006,1858,6710,5116,7005,13342,23912,37625,78565,144073,182510,28502,0,1068,9339,17306,29906,51308,67981,98408,100465,90600,62837,0,1152,9269,17266,32995,48928,64468,110461,95803,88097,60779,2253,5220,5243,6674,9984,16210,25227,44354,110757,215759,87537,438,400,638,1116,2236,4994,12548,39149,141599,320377,5723,2295,87271,125763,101081,68245,49943,32886,25518,19547,9791,6878,763,2164,9820,67652,148838,120532,90182,48102,21941,15800,3424,6580,11686,26597,37756,58522,89402,118334,111089,53926,14727,599,81
868,8179,7968,5629,4152,5363,6197,6482,2554,645,107,4335,14314,7217,6274,5625,4503,3486,1405,674,287,24,7468,13632,8692,7250,5369,3243,1403,632,310,126,19,32360,9974,3109,1354,596,214,131,80,93,107,126,17179,13230,8511,4671,2560,1133,499,237,94,26,4,0,4586,11382,14428,8551,4957,2644,1083,423,86,4,0,4607,11228,14498,9114,4627,2352,1321,327,68,2,13341,7817,10328,7284,3961,2723,1674,690,267,55,4,24850,13773,5019,2253,851,581,369,241,140,50,17,10261,7125,4298,3444,2772,3014,3197,3856,4856,4229,1092,65,293,561,833,1158,1359,1777,2594,5483,15921,18100,8806,5064,5495,9355,7039,4661,3194,2204,1246,766,314,518
0,1,0,0,0,1,0,2,2,1,0,0,0,1,1,0,0,1,1,7,3,0,0,0,1,3,6,2,4,3,6,3,0,20,3,1,2,0,1,1,0,0,0,0,4,20,8,4,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,6,0,0,0,0,0,2,2,0,0,4,8,0,0,2,24,21,14,15,16,9,4,0,53,15,10,9,15,8,9,10,11,10,4,33,2,0,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,15,0,0,0,4,23,5,2,2,0,0,20,501
1305,64725,152989,174225,167216,155931,148912,142258,122769,69084,16345,3364,63988,137437,164392,152677,153138,137400,152821,154764,86682,9096,1735,12062,60413,127037,165117,184173,177448,178022,200952,100746,8054,329803,207906,137291,120460,112071,98546,79480,55542,37963,25505,11192,18299,72071,159207,229098,216395,181133,147933,105801,51272,21694,12856,0,2874,8076,10121,18834,39141,55123,80060,155052,401490,444988,52,2921,8127,10313,20661,38035,52185,93798,165927,395780,427960,9370,9056,47422,126998,227755,254824,230040,174044,88643,35403,12204,137013,146900,138489,129033,123427,114431,119601,127945,115048,55020,8852,77255,513332,258078,124099,72299,54141,41378,33152,24762,13560,3703,4298,9784,21627,40892,82593,147014,227077,288298,248825,126450,18901,6366,19537,39950,74210,155276,276474,305744,193953,85660,44480,14109,476
6206,1572,708,422,328,343,324,423,547,1064,20669,4488,2520,1109,558,651,430,578,626,707,1945,19572,4625,2872,1467,903,810,555,623,660,861,2057,18347,3769,1129,923,963,848,823,1251,875,1439,2096,20310,18312,3081,2066,1838,1471,1421,981,807,608,780,4874,33172,3702,29,0,0,0,0,0,0,0,0,33082,3807,22,0,0,0,0,0,0,0,0,15509,4646,2989,2353,1254,889,700,628,743,987,4853,3399,1256,927,827,930,957,941,1076,1191,2006,19047,11893,4956,2232,1518,1340,926,1102,1264,1627,2502,4348,258,563,831,814,851,743,744,833,1208,3727,22052,17280,5391,4915,4193,1403,332,148,69,48,41,53,8
0,0,0,0,2,2,0,0,2,2,6,0,0,0,0,0,5,6,3,7,7,21,0,0,0,0,9,11,9,1,10,20,10,37,8,0,7,13,2,0,0,0,2,8,0,36,12,0,20,4,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,5,21,12,11,5,21,10,13,5,22,5,3,2,5,6,5,7,20,18,86,1,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,62,0,0,0,7,79,5,0,0,1,1,10,458
3489,10957,53794,56652,19291,17182,39631,77096,144006,198065,2323,11508,114997,38548,52591,75766,115302,138435,60923,13018,1675,52,117898,123602,168099,115563,57155,24893,13095,2239,479,101,2,164517,111856,106388,81386,54029,40899,25312,15098,12739,8134,3088,353138,149792,48868,26280,16446,14533,11204,3585,425,66,2,117,605169,19326,171,13,1,0,0,0,0,0,100,608283,16226,173,14,1,0,0,0,0,0,327949,145697,68026,30320,19290,17820,10480,3299,619,367,120,111176,195321,131606,77034,45315,30972,22116,8040,2859,116,7,68692,27454,25073,29499,28495,30090,38303,57001,97261,145131,75983,14,259,869,2563,5357,7171,8175,11672,22287,113851,449472,251185,176664,79157,39247,20661,12965,10966,11521,10536,8095,1112,337
3372,28113,64105,71521,66879,42811,19834,7025,1500,319,28,6581,15158,39563,48198,55334,58249,47162,26641,7960,653,8,6931,11404,20242,24117,29226,38170,51734,66599,49679,7401,4,20949,20263,27120,35304,44429,49159,47925,33739,18586,6790,1243,9441,9180,17154,27310,37292,46518,53131,52372,38278,13821,1010,0,381,5802,3335,9115,21342,36748,51849,78203,73214,25518,0,415,5744,3463,10103,21152,34716,61984,75491,68682,23757,8567,7458,18067,25230,37095,49451,62927,65204,29271,2162,75,14046,13061,21994,31877,41357,50516,50862,46410,29189,6171,24,8826,6890,30419,59671,61495,51167,31655,21286,17044,12728,4326,12605,37738,49445,49895,44650,34773,25365,18569,14087,8540,9840,2878,14024,18065,25689,33721,49659,69234,57912,23845,9132,1348,487
