band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
60,12533,46155,80316,115819,164681,216723,197911,39069,503,15309,48797,84373,113162,149637,208945,231069,21472,846,13609,39361,76387,122275,162486,227087,214899,16317,120449,94816,85796,80911,91524,114496,133655,118637,32983,19849,46834,87290,107546,132165,151226,175779,124836,27742,0,3698,14824,31895,45652,91892,158102,247152,280052,0,4484,15523,31885,49614,91484,156261,247698,276318,14501,13213,43058,101768,132032,156136,201493,182662,28404,39464,54093,67593,78169,103489,145019,181427,183452,20561,126473,229849,148588,100901,85362,73179,61618,40516,6781,1571,22560,107979,172423,136636,111030,134029,155343,31696,11363,27795,72096,139708,187812,190520,142975,86552,14446,474
324052,6999,596,254,178,121,101,130,602,323031,7616,848,386,196,157,151,193,455,320523,10109,1157,329,153,125,153,318,166,25068,27085,30303,33606,39035,41869,44171,48454,43442,107499,120699,73081,25166,4649,1105,376,260,198,64982,240667,26456,764,133,26,4,1,0,79138,231461,21560,713,130,26,4,1,0,210349,108738,8806,2726,1280,564,238,180,152,129468,81299,55952,30777,19655,10049,4391,1063,379,18,34,64,125,230,697,2418,12949,316498,30549,51112,54775,48027,39672,34257,32617,27902,14122,121584,185447,19323,4067,1395,594,320,188,115,281
236049,127141,23593,6664,3417,1432,665,687,313,299693,78338,13188,4576,1849,926,573,656,162,291242,81164,16310,5805,2674,1357,774,549,86,16893,33399,70159,89347,81603,55283,29164,16593,7520,148935,109018,56427,34679,21839,14149,8681,4777,1456,41,64620,261166,65265,7503,1221,140,5,0,682,79793,252527,58395,7326,1110,121,7,0,210320,99512,44138,20563,11940,7045,4223,1879,341,127663,171972,61448,24184,9358,3242,1381,601,112,4346,856,966,1595,2975,7231,21487,81542,278963,34003,30763,34402,35883,39007,47003,73268,81645,23987,139698,121109,58205,30639,17034,11415,7201,6291,8369,569
240,703,9470,31453,57035,60835,42064,50407,6825,283,3049,28698,43976,55429,65301,49745,12448,103,798,17919,83815,83402,43963,20367,7183,1574,11,4612,19034,34041,50500,63288,51935,26257,8230,1135,1683,52381,105092,56957,23529,10849,5456,2584,501,14398,128626,83377,20364,6937,3915,1155,174,86,17293,135862,74887,19264,6800,3508,1157,188,73,2921,62983,94461,50958,25200,12034,6440,3249,786,984,4579,14480,49707,89651,77679,19638,2271,43,804,4188,9131,15573,28551,51343,86945,56980,5517,347,862,3032,6200,10675,20724,57765,131136,28291,4737,80464,95507,43323,17239,8529,4788,3028,1417,229
815,17443,27387,26851,34050,51732,49194,57945,9156,1545,29010,37440,27986,41214,48381,57011,30482,1504,1905,40941,62398,50468,42587,38760,27885,8657,972,11750,30691,34774,59245,70702,45854,16975,3932,650,4155,31554,68959,61106,41199,26269,20265,15020,6046,17348,102040,103579,40720,6720,2153,1305,700,8,20725,104295,100352,38617,6454,2039,1375,711,5,4667,42287,67605,50771,36750,26473,21559,17422,7039,13065,25929,14006,27141,72310,78470,32772,9818,1062,1062,10452,19219,26071,35358,58626,84939,35291,3555,1059,9780,22367,27633,29455,35820,57162,77314,13983,2278,41065,73466,50765,34356,25325,18279,16817,12222,237
25118,211101,150996,100239,66308,38504,18462,6312,555,18297,163725,116552,98719,84326,67787,48318,19334,537,29249,114434,73441,64595,73514,84672,98238,77086,2366,59397,69422,73762,77879,93704,106823,90837,41388,4383,46883,54375,30190,35205,48895,64873,83210,104781,149183,0,25659,121083,96880,128729,176455,65184,3604,1,0,34699,115199,95251,131744,170137,67033,3531,1,65376,49959,31455,34034,48037,64162,94091,140098,90383,46752,69105,105232,102099,82237,77139,75585,56861,2585,5159,42867,122912,106330,78509,62159,64244,85788,49627,320200,81607,44863,26221,18581,17752,25220,52143,31008,36535,73672,34723,26201,25292,29405,33628,54009,304130,567
444315,83861,10362,3917,1574,735,187,63,201,491993,41991,6885,2758,1022,263,93,74,136,506970,28964,5901,2268,703,195,73,129,12,65155,59366,69686,65267,60868,58800,52728,54817,58528,231279,170800,93121,33610,9798,4239,1860,469,39,410858,132246,2043,68,0,0,0,0,0,435373,108164,1616,62,0,0,0,0,0,384250,128166,19262,7141,3704,1721,743,208,20,249083,124635,77360,45610,25845,12685,7551,2266,180,2094,529,637,872,1711,4443,11375,40570,482984,28966,49757,60029,61065,59201,61079,77763,88699,58656,247103,226169,42452,13985,6702,3816,1979,1365,1644,315
0,0,0,0,0,0,0,0,0,0,0,0,2,7,14,8,7,67,0,0,0,15,27,4,4,45,66,85,37,11,4,17,22,16,8,38,55,22,37,29,32,22,12,4,32,0,0,0,0,37,37,2,0,0,0,0,0,0,62,18,0,0,0,0,0,22,63,16,40,32,67,54,77,14,8,10,13,25,28,49,84,181,3,0,0,0,0,0,0,110,200,0,0,0,0,0,1,3,116,0,1,14,192,52,6,3,2,10,582
11620,17518,20169,17448,20627,19696,13272,8155,724,5464,12637,8554,12623,17183,26704,29004,16671,389,4326,12872,10595,14096,14969,22793,33479,15850,249,1345,5558,6957,8098,15118,26656,37212,25109,3176,1749,4203,11416,20594,28191,33755,24848,4315,158,1,1979,688,2624,2404,9597,32912,50492,28532,2,2075,620,2688,2562,10805,29601,55246,25630,1428,4718,11383,14542,20053,23667,31823,20366,1249,2941,6585,5467,6341,15357,34818,42191,15084,445,963,6184,9343,14020,19906,23744,26881,22861,5327,386,1965,17536,35280,29344,19457,13541,9878,1842,2041,10278,29349,42498,29466,11902,3071,576,48,52
0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,10,4,2,3,0,1,0,0,1,38,24,2,6,5,6,1,5,5,37,35,10,10,10,6,5,9,8,45,54,24,0,0,0,0,0,0,0,93,19,0,0,0,0,0,0,0,44,48,41,24,44,29,39,51,124,136,23,25,12,13,14,24,42,192,56,0,3,2,1,2,1,1,60,177,0,0,0,0,0,0,4,15,11,14,7,28,16,10,8,6,86,26
0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,4,2,8,9,9,7,6,14,20,9,8,122,9,1,1,5,1,2,7,0,94,46,15,2,5,6,8,0,0,0,14,8,26,4,10,0,0,0,0,12,14,24,11,9,0,0,0,28,24,49,61,31,30,8,23,11,146,25,14,19,28,4,9,17,26,93,3,1,0,0,0,0,0,79,230,0,0,0,0,0,0,0,15,4,4,14,94,21,4,1,1,39,180
168915,270959,133085,37743,8822,2096,348,33,4,109700,199772,150949,100143,42713,14598,3687,442,1,41285,137203,143948,117574,106450,59133,14885,1524,3,210328,207977,94014,51519,31197,17700,7409,1813,48,8331,53182,120556,181673,154440,70996,23408,8273,1146,397,8930,11500,24021,35818,54444,66230,105213,315452,636,9505,11478,24256,36894,51866,67879,102222,317269,12147,51185,89171,136447,160460,108001,48174,14798,1622,143206,219059,156847,68616,22496,8230,2951,593,7,7143,103018,120120,87755,70191,59773,62212,69356,42437,63149,91193,110242,111270,92951,75507,57210,16528,3955,2860,35951,43339,54685,86371,127176,121273,97546,52804,453
205,35740,95672,107339,72610,53464,33286,16450,355,422,24794,72583,105333,90033,60009,42500,19266,181,1024,57045,119352,91330,64445,44919,28284,8639,83,2643,9004,23033,58010,93516,112563,80266,30790,5296,3077,22586,67370,112663,98523,65427,31831,12186,1458,1528,8165,55390,127316,107876,77999,28590,7507,750,1817,9443,56242,123752,111886,74582,28657,8001,741,2706,30402,81305,92286,76432,60701,45242,22142,3905,1736,11609,43288,90055,106423,90673,56100,15010,227,1475,4360,8588,14767,31140,70432,142816,129909,11634,653,6789,33866,69118,96667,97172,72266,32986,5604,1935,56302,141697,109207,59116,30264,11442,4620,538,135
205,35740,95672,107339,72610,53464,33286,16450,355,422,24794,72583,105333,90033,60009,42500,19266,181,1024,57045,119352,91330,64445,44919,28284,8639,83,2643,9004,23033,58010,93516,112563,80266,30790,5296,3077,22586,67370,112663,98523,65427,31831,12186,1458,1528,8165,55390,127316,107876,77999,28590,7507,750,1817,9443,56242,123752,111886,74582,28657,8001,741,2706,30402,81305,92286,76432,60701,45242,22142,3905,1736,11609,43288,90055,106423,90673,56100,15010,227,1475,4360,8588,14767,31140,70432,142816,129909,11634,653,6789,33866,69118,96667,97172,72266,32986,5604,1935,56302,141697,109207,59116,30264,11442,4620,538,135
5519,81293,94273,81131,89559,76225,39516,9542,3598,22071,142429,107170,87963,63855,36432,13457,3731,3548,70282,156632,111077,68709,40522,20430,7044,2481,3479,21407,71567,139899,134792,71213,27065,8506,3384,2823,22968,84885,90480,82811,75161,60744,41836,16511,5260,27,69516,229797,149417,27971,3571,354,1,2,56,83483,226752,139676,27231,3188,267,1,2,54505,114466,95894,76464,58192,41966,26082,7978,5109,28414,130076,156906,87245,44569,21036,6752,2196,3462,6673,7671,8889,18699,40886,82098,118422,132642,64676,8875,48227,72095,73788,69303,70223,73218,49282,15645,7085,88070,85687,77127,67091,55596,40958,34391,24651,383
178108,473935,156112,47583,11498,2201,383,127,35,353540,375458,103238,29198,7036,1215,229,59,9,257324,323844,162294,79107,35051,10320,1832,205,5,169385,304784,207786,96542,45083,23072,14149,7480,1701,82002,164315,164851,140728,121366,104850,68930,21931,1009,0,18934,214787,287956,188267,117116,30757,9081,3084,0,23252,214676,285586,190744,112503,30797,9433,2991,114311,237315,171527,127303,104405,76604,34628,3806,83,347662,309759,138144,50832,16505,5034,1627,412,7,12565,13899,23942,38486,69696,112963,183395,280014,135022,174437,158909,128561,106328,86240,72668,70768,46603,25468,27958,127539,164247,123785,91508,77660,62772,68135,126378,528
123288,1144,283,149,74,79,107,208,585,121311,2597,578,262,186,143,164,272,404,119657,3998,868,384,252,170,163,281,144,17576,8870,7921,7947,8629,10227,13061,19674,32012,49636,32865,23352,12946,4445,1513,709,288,163,92055,32493,1251,96,15,7,0,0,0,94860,29906,1042,86,16,7,0,0,0,80510,36176,4933,1953,1062,628,356,183,116,51837,18328,15859,13492,11869,8586,4007,1444,495,1,40,41,65,192,471,1170,4034,119903,32993,20757,15305,11808,9118,8443,8917,9800,8776,69899,45727,6720,2039,712,321,180,162,157,285
3351,6643,7681,14576,22193,39059,118416,294752,22547,1942,4558,4861,7682,13463,24469,61001,376563,34679,2976,4981,4992,7857,15215,29018,71267,346379,46533,1058,1460,2999,5530,13753,37321,115590,301712,49795,3620,7102,7199,14140,29672,52897,132073,224376,58139,0,3535,15866,36019,53507,105396,124403,113377,77115,0,4358,16159,35299,56628,94742,134464,107723,79845,3424,6198,7198,11305,19799,34400,82152,220043,144699,513,554,1043,2282,5759,20042,86948,374535,37542,8107,140310,137368,92626,60585,37652,28281,15754,8535,1103,3953,40501,167119,148553,99599,40515,22292,5583,8864,18892,41143,64331,109360,147081,106393,31662,1492,81
2097,11751,6622,5724,6181,8475,5810,1298,186,8082,14177,7969,7191,5943,2920,1370,431,61,11230,13896,9820,6908,4110,1400,510,244,26,36083,8041,2281,944,280,141,103,104,167,19918,14819,7445,3772,1397,542,194,47,10,0,8024,16543,14119,5218,3121,987,125,7,0,9067,16441,13142,5527,2933,899,127,8,14334,11744,10717,5521,3277,1863,533,146,9,29540,11550,4278,1336,662,430,215,113,20,12038,7347,4666,3589,3574,4098,5211,5832,1789,116,451,873,1323,1710,2319,4339,12996,24017,10712,4993,9754,9722,5609,3643,2164,1118,429,518
1,0,0,0,1,0,3,2,0,0,0,1,1,0,2,5,5,0,0,0,4,6,3,4,6,4,1,21,2,2,1,1,1,0,0,0,13,14,8,4,3,0,0,0,0,0,0,0,0,1,1,1,3,6,0,0,0,0,2,2,0,2,10,0,0,8,39,16,20,14,7,1,57,17,10,18,8,12,15,9,8,34,1,0,1,0,0,0,0,0,40,0,0,0,0,0,0,3,15,0,0,1,25,7,2,1,0,20,501
5613,121118,207460,203799,194201,181182,169025,106005,27356,8797,123060,182242,195775,179564,170857,192955,144571,17938,2920,29763,118951,193866,222485,217831,232112,181421,16410,390952,212238,154485,133249,123139,92012,58127,35923,15634,27820,120221,252659,274482,218329,171692,98961,34879,16716,0,5675,10483,22066,40822,86463,129625,390577,530048,53,6429,10628,21931,43366,79141,133344,397354,523513,10574,21079,107997,247791,316732,266997,166700,60442,17447,170874,176677,163569,149185,141964,150486,152749,94622,15633,169132,563864,205947,99202,66064,48276,36225,21260,5789,5693,16260,37701,87417,180386,296159,350878,207301,33964,9345,31011,69090,162619,335377,350867,166744,70169,20537,476
6893,1369,427,547,343,479,549,942,21057,5199,2208,1011,742,804,544,736,1728,20212,5287,2926,1476,880,799,684,901,1825,19002,4165,1194,1152,1062,936,1489,1429,2191,20808,19208,3333,2228,1956,1495,1288,836,847,5048,34640,2261,2,0,0,0,0,0,0,35047,1864,0,0,0,0,0,0,0,16890,4779,3225,1648,1229,768,845,1016,5151,3652,1321,1184,912,1227,1222,1454,1992,19593,13452,4546,2132,1715,1121,1382,1749,2538,5073,346,851,1006,1044,895,897,1221,2662,23702,18334,6664,5649,2442,442,163,64,54,61,8
0,0,0,2,2,0,1,1,8,0,0,0,0,5,7,8,8,21,0,0,0,9,11,10,7,23,10,42,3,2,18,2,0,0,0,10,18,18,12,17,7,0,2,10,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,26,13,12,8,25,14,12,18,4,2,7,6,6,23,20,86,1,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,62,0,0,1,79,11,0,1,0,11,458
9405,14811,92722,25137,20957,45209,119896,277131,17218,17139,127774,60566,86143,144381,129816,53407,3379,210,142294,171900,182047,81377,33881,10112,1240,268,7,192582,141600,99026,80196,47047,28508,17935,12142,4410,402634,128392,39754,22190,18003,11235,1966,157,8,11467,610437,2855,37,1,0,0,0,0,19281,603644,1848,23,1,0,0,0,0,366557,144678,53485,24756,21777,10030,2036,465,203,152659,214987,122199,66054,43180,16963,7899,610,11,75588,31385,33490,35406,37405,50796,88569,154776,115567,35,502,1997,5839,8560,10866,18179,70174,505538,294054,177234,64190,29800,15818,13551,13623,11657,2182,337
6386,51618,92419,79046,49045,21699,4568,663,63,8031,29924,53560,68946,67958,53151,21495,2414,28,7988,18848,27202,35238,46535,67400,78243,24023,30,25210,27035,38174,53997,60689,52482,33083,12833,2004,10533,14810,27709,42854,56009,67548,56759,27214,2071,0,1480,6254,10129,22112,53308,86954,88381,36889,0,2008,5956,10078,24241,53569,83002,90390,36263,9472,13343,27922,40276,60803,80211,64213,9107,160,16405,19088,33353,49750,57778,62196,50561,16260,116,9520,15624,59239,75525,62969,35094,23308,17626,6602,19368,52206,62123,56177,42457,28894,20147,12990,11145,5522,18420,27467,38553,60900,85690,50325,16231,2399,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
66649,87264,46659,37554,29707,17897,7811,1719,139,58530,79963,38380,33830,30600,26963,19734,7177,222,35159,83925,46044,33435,31859,29620,24879,10210,268,7751,30178,52956,58545,62500,44534,26884,11045,1006,6716,20557,30334,38642,40110,41607,45551,50369,21513,5731,46978,105286,107956,25648,3718,82,0,0,6702,50458,107856,100804,26433,3078,68,0,0,8791,33555,39075,35483,33855,37119,42668,50689,14164,34710,55566,56076,38791,31967,32474,28993,16195,627,189,827,5117,15007,33384,53551,70996,89291,27037,104955,84616,44513,24554,14022,9501,7615,4672,951,1578,18170,37144,39076,37004,39342,40228,46375,36482,365
99147,69705,19813,7744,3676,1097,420,295,514,140255,47280,10054,2787,890,386,233,240,286,139482,45040,11681,3645,1335,585,295,205,143,7694,10437,21000,30596,33010,35512,32210,22918,9034,41443,69846,42669,21332,12868,8783,4098,1094,278,333,23835,130185,35306,8859,3128,622,119,24,357,32012,124600,32934,8821,2827,721,117,22,86405,68592,22671,11661,7525,3902,1213,341,101,31052,77975,55000,26523,8419,2344,583,292,223,1600,370,638,1439,2900,5506,12374,34151,143433,19082,21178,24698,25687,24916,24940,29192,25711,7007,54761,85155,26743,12023,6575,4331,3048,3191,6584,588
108077,104339,44921,23215,17877,12877,14855,20675,4212,125414,94514,56179,28864,21682,11934,6715,3861,759,151113,104907,52237,24517,9443,3285,1792,1329,123,13712,39215,71612,82520,64559,44221,22589,7902,1226,63761,72266,59949,47241,43005,40132,16779,1018,37,45757,254652,40163,1510,62,1,0,0,0,52485,253220,35459,1293,62,0,0,0,0,89513,88319,63684,48465,34623,15542,3818,1225,208,90886,82769,60255,50915,44066,19983,2642,893,148,3737,2633,2011,2717,6761,17736,45978,111875,154107,15962,45138,48190,47939,44145,40896,40505,36069,25246,39963,90073,82126,55393,35641,21309,11196,6034,2229,300
0,0,3,4,6,4,6,8,46,0,1,3,3,12,8,12,27,53,0,0,2,22,17,17,15,37,37,87,18,10,16,9,5,1,5,10,35,48,27,20,26,6,8,12,0,0,14,8,28,4,0,0,0,0,0,18,11,26,1,0,0,0,0,0,0,9,50,27,25,31,39,29,54,19,21,8,12,14,13,36,33,174,1,0,0,0,0,0,0,30,100,0,0,0,0,0,1,4,144,0,1,5,127,44,11,4,3,35,362
5374,17520,14013,20663,27469,38591,68676,52958,2490,6775,14454,10715,17214,23473,32214,62808,79205,896,11307,14445,19160,23634,26436,37742,68720,45970,340,2255,3020,8203,19794,38767,66292,69040,34328,6055,12306,18636,26371,36802,43913,56535,43625,9258,308,0,10597,23258,49704,51549,57177,32973,13098,9398,0,11853,24369,48057,53708,51680,36739,12557,8791,11364,14972,22722,28458,31485,39993,58301,38625,1834,1484,1737,3942,11390,36804,82935,86515,22618,329,4717,23717,33054,34807,35047,32666,34288,29409,20049,1250,2141,3678,13266,38358,59645,64683,51447,13286,17478,37077,48186,50827,45959,30929,12579,4317,402,76
39102,142691,68236,39030,30370,33198,33219,25782,1397,22098,102009,91800,56058,35245,32301,34655,36839,2020,9410,55068,93101,80776,61849,38418,35143,37133,2127,106112,90723,51610,42442,37678,37491,29642,15050,2277,3876,22209,54203,76046,66633,50113,44226,47693,48026,215,8605,26429,38347,41609,56988,64896,83755,92181,276,9986,26661,36995,43560,53377,67030,82928,92212,3756,13895,42837,68655,76600,61659,48468,52651,44504,70492,104842,68042,39747,29119,29686,32588,35114,3395,4082,43127,70685,71829,75116,69460,49205,22880,6641,75001,94682,72391,57002,41259,32714,26970,10213,2793,923,7308,14861,29052,48092,67488,68705,75293,101303,461
299572,9064,3534,2196,1487,866,634,528,222,292425,10306,3719,2116,1160,743,514,532,128,287258,9458,3998,2035,1092,577,401,307,41,84285,21065,16411,16726,17049,18176,20606,29572,74851,155071,55483,29494,19430,11889,6572,2114,515,115,248860,21668,45,2,0,0,0,0,0,254397,18400,36,2,0,0,0,0,0,215089,51210,10290,4760,3001,1617,762,399,135,170483,37783,28096,26814,18789,16299,13490,11345,895,2187,821,881,1144,1779,3631,7657,17367,263272,40698,32134,30104,26233,21067,19583,21626,29223,60015,211227,46778,9765,5699,3621,2237,997,283,76,248
0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,7,28,0,0,0,6,12,13,4,23,33,48,13,6,9,4,6,7,7,12,36,34,21,15,9,9,8,7,1,0,0,0,20,14,8,4,0,0,0,0,0,16,17,10,3,0,0,0,0,18,41,13,19,27,23,20,46,15,7,9,13,9,14,25,30,102,2,0,0,0,0,0,0,30,130,0,0,0,0,0,0,0,60,0,4,38,87,7,0,1,0,40,540
