band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
0,386,7294,20607,30461,43972,58143,69257,88516,100928,122506,141729,119772,60623,9073,81,1081,8273,21491,33683,45777,55279,70512,81907,93697,112864,147880,144251,54399,2092,11,2001,8295,15645,27864,40237,57016,71573,89482,102840,127084,149432,136573,44320,894,69931,72310,55088,51936,51796,48027,49962,56749,60336,71857,77233,84257,73204,40325,10256,9920,16677,26950,44757,55669,61332,70194,78938,86651,93822,107233,102671,74107,36660,7686,0,2,2587,7422,8511,17886,22106,24672,43544,61231,81728,95521,165167,212746,130144,0,3,2642,7229,10133,16502,23670,31318,42327,59166,74449,122372,137516,218915,127025,7931,9349,6612,15965,30915,55752,70357,80809,86401,96617,112847,135246,112964,46369,5133,19669,28718,32473,39527,40763,43033,50494,62839,77454,92857,105962,116080,115847,45606,1945,28135,154190,136283,104550,81752,65401,53691,51222,46666,42462,38535,33440,24693,11364,883,368,2534,12275,38700,78233,103220,100858,81602,68429,65980,75673,91211,99459,45804,8921,4604,10376,15851,31334,49089,75212,99392,113864,115747,113825,97379,65161,54043,25278,2112,474
289241,38663,2873,565,305,173,116,107,83,74,61,60,76,136,500,283310,43432,3517,827,409,267,174,104,111,83,78,87,117,186,331,292023,33094,4913,1251,508,233,128,98,82,66,88,100,184,146,119,15105,15399,15857,18281,17814,20984,19952,23215,25114,25245,25716,28908,28198,29861,23384,48817,85066,72644,56355,38397,19227,7486,2676,998,533,263,172,145,100,154,714,113695,168146,45581,3969,657,158,70,25,13,4,0,1,0,0,901,116865,162864,47243,4286,586,170,74,28,11,4,0,1,0,0,101561,157328,55746,9544,3714,1939,1162,746,425,298,167,110,105,88,100,85167,64088,47475,36855,33134,19546,17563,9296,8639,5437,3060,1711,613,173,276,11,12,19,38,36,57,102,125,256,512,1070,2389,6882,29923,291601,14425,25505,31248,33180,32078,29514,27303,23698,21653,19788,19720,18849,16448,16746,2878,14224,171175,110137,23217,7601,3004,1439,809,515,289,235,122,121,86,59,281
90939,199702,63213,22137,10792,4441,3058,2048,1304,662,403,387,387,435,53,178130,152445,40238,14252,6154,3082,2019,1075,707,468,365,340,358,306,22,191607,128602,44379,16482,7646,4000,2504,1602,1034,696,509,386,351,152,11,11202,10125,20375,32971,45778,54081,55820,50359,38704,27269,19662,13490,9934,7526,2665,56926,122057,64414,39388,31595,22656,17208,13002,10081,7720,5733,4235,2880,1446,620,29,348,37868,167353,120229,54377,13818,3790,1574,430,122,18,5,0,0,664,415,38726,157125,136072,47219,13938,4089,1180,405,100,26,2,0,0,139597,98179,57459,36963,21772,14027,9640,6849,5107,3925,2766,2021,1114,433,109,50718,116824,103773,58999,30769,17815,8601,5633,3138,1597,1011,527,375,155,26,3949,571,515,499,634,882,1187,1748,2914,5070,9758,20380,46431,113348,192075,22151,17867,18560,19745,20845,21415,21784,22784,24827,31083,40134,50949,50297,30278,7242,47021,127374,70236,43734,30647,20806,14033,10088,7853,6308,4698,3705,3749,4168,5541,569
228,22,444,1857,7862,16251,26015,37990,33317,35750,25604,24951,31038,16876,827,269,51,1642,8890,21178,23391,33528,34992,31989,40806,35851,18947,6935,561,2,287,1447,10445,29715,60638,56428,38329,26771,16405,9799,5398,2380,918,72,0,1833,5191,10569,17558,22536,27114,34184,39060,38581,26784,19115,9920,4663,1698,226,809,3133,33249,63409,58556,40111,23385,13746,8524,5569,3719,2506,1513,647,156,50,29120,87329,84629,25273,15321,7054,3673,3357,1811,842,320,151,53,49,331,29725,88041,80505,29440,13643,7382,4061,2890,1596,767,481,71,58,41,657,6711,38251,63290,51456,34612,23357,14489,9436,6298,4304,2982,1919,1077,193,442,966,2801,5012,10822,23787,42765,55529,56163,38793,15965,4563,1286,138,0,395,903,2534,4114,6177,8548,11420,17025,23808,34666,48922,55613,34252,9743,912,265,155,461,1223,2137,3275,4638,6370,9070,14246,26759,51638,82183,55787,825,439,12104,50378,66386,51401,30487,17547,10050,6391,4616,3221,2255,1815,1288,654,229
8,2393,12388,12288,18568,15931,16989,22669,23585,33459,29392,29630,34911,21960,402,97,3921,20031,22746,21200,14916,21277,26250,24132,31006,33776,33120,18579,3498,24,66,5559,26153,35209,38257,32141,26182,27254,23858,22380,19470,11447,4806,1744,47,3094,14244,17863,19057,22957,32685,40252,42833,38105,21926,12830,5568,2170,811,178,1498,4934,19169,37211,41856,39454,31868,24583,18181,14488,12571,11177,9092,5635,2856,39,35077,62332,74867,50652,32292,10765,3572,1888,1076,746,620,628,19,0,44,35893,62207,72749,54479,29888,10781,3841,1615,985,793,867,403,28,0,1465,6733,25308,42657,38396,32399,26691,21694,17844,15366,13250,12266,10505,6983,3016,4356,14827,15688,10112,8017,11604,25904,45327,53268,41818,23438,12690,5567,1823,134,400,1879,6503,9271,12680,15642,16643,21066,27378,39326,51793,45986,19881,5694,431,203,1839,5735,11023,14406,16164,17365,17477,19371,22531,30681,41367,48087,27429,895,330,5040,24435,44527,42477,33100,25491,20605,16870,14380,11870,9478,10157,10504,5309,237
416,60398,136351,107482,82568,64965,49183,43965,27068,19870,12774,7850,3694,847,164,265,48148,105338,81276,63547,59294,53257,52404,44949,40928,32098,22330,11953,1737,71,1170,55619,69264,49855,41216,38653,39228,44232,47980,52688,58723,58671,49930,10332,34,33523,40370,40962,43947,43779,45666,50476,55416,63195,63653,59699,43627,24929,7663,690,9752,54231,30384,19190,17891,19943,24262,29262,34608,40898,47578,54064,63445,70730,101357,0,0,6700,84101,55941,58280,59190,72831,113355,98408,51921,14675,2164,29,0,0,0,7010,82416,60472,55224,60162,81841,101951,97954,53273,15857,1411,24,0,25412,54207,28316,20625,18230,19484,22671,28966,34515,40597,51990,67431,83945,88444,32762,24946,33234,41135,56329,65445,61555,54341,50643,48138,46798,43749,46343,36182,8682,75,3469,4645,24102,59870,78852,70577,53761,46852,39172,36636,37131,41780,51876,55900,12972,267189,73893,47982,34082,23524,17016,13350,10978,10292,10918,13503,18555,30091,41282,4940,5060,52175,43245,25292,19158,16218,14965,15063,16301,18351,20383,20675,30884,61781,258044,567
312469,170565,40363,10698,4443,2458,1683,1069,628,388,147,54,32,56,162,363780,148865,19189,5812,3223,1909,1183,537,298,116,59,45,39,66,94,419939,99436,13808,5928,2724,1570,930,386,195,85,44,43,33,92,2,43726,32976,35274,39676,42555,36708,39595,37100,36134,35398,32285,32927,31944,33024,35893,123572,151602,99627,71868,48531,25146,11236,5643,3523,2099,1337,667,277,81,6,28864,472634,40026,3217,406,61,7,0,0,0,0,0,0,0,0,31206,474129,36307,3070,441,56,6,0,0,0,0,0,0,0,0,236712,200095,67445,18866,8560,4736,3446,2126,1378,880,545,279,116,28,3,166226,113587,74093,54027,43145,30202,23349,13175,11220,6194,5334,3014,1331,239,79,1839,356,328,339,398,484,633,984,1772,3153,5517,9825,21125,101812,396650,14153,23629,29788,34487,36695,36757,36150,34992,35616,37830,44729,50033,53331,57487,19538,77262,245759,130332,44013,18358,9681,6036,3938,2847,2001,1351,887,834,820,1096,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,11,4,5,2,28,43,0,0,0,0,0,6,18,14,6,2,3,5,33,41,33,71,24,12,20,6,3,3,9,13,15,14,5,5,5,33,0,64,11,14,25,20,10,16,26,11,6,7,3,13,19,0,0,0,0,0,0,1,21,46,6,2,0,0,0,0,0,0,0,0,0,0,0,43,35,2,0,0,0,0,0,0,0,0,0,22,50,16,11,8,34,19,25,41,24,44,54,26,10,6,3,5,10,7,14,12,16,14,27,57,47,175,8,1,0,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,1,0,2,112,5,0,0,0,2,13,89,124,27,7,3,2,1,2,0,10,582
2227,14859,11226,8493,12502,10975,14997,8958,11004,11837,8379,6749,5398,1496,129,416,9178,6347,4750,5964,7729,10025,7922,12913,17921,15572,18198,10873,1381,40,824,6715,6855,7351,6048,8737,8170,8893,11036,15022,19528,19723,9554,749,24,501,1888,3216,4165,4090,5251,5697,8590,13078,17256,20987,25097,13664,5002,747,475,1830,2296,5526,7241,11906,14214,15449,20863,20108,17756,8871,2371,271,52,0,3,1793,649,223,1420,1748,1212,2809,7436,16444,16484,40825,29048,9135,0,13,1796,589,299,1366,1788,1593,3311,7997,12009,28142,28889,32751,8686,731,1229,2598,5918,7053,7758,9375,11403,13126,16600,18188,19664,12234,3160,192,913,3155,4000,3870,3055,3887,5358,8945,13980,24346,26434,21910,8146,1185,45,201,1607,3839,4684,6159,8167,9496,11939,13323,14745,15800,16430,14195,6876,1768,252,240,917,4920,13558,20307,21591,17864,13706,10613,8562,7311,6393,2618,377,721,2220,6013,12201,20513,25709,24308,17646,10764,5439,2434,836,328,80,17,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,2,1,0,0,0,1,0,0,0,0,5,34,23,1,2,2,4,1,6,3,2,0,2,5,2,7,31,21,16,5,4,9,5,8,2,2,4,6,6,4,7,39,38,24,16,0,0,0,0,0,0,0,0,0,0,0,0,52,49,9,2,0,0,0,0,0,0,0,0,0,0,0,18,34,31,27,23,12,22,24,20,19,22,23,26,46,97,131,7,16,11,19,5,7,10,7,10,8,20,25,47,158,53,3,0,2,1,1,1,0,1,2,1,0,1,0,60,177,0,0,0,0,0,0,0,0,0,0,0,2,12,5,5,8,6,9,4,10,23,6,10,5,5,4,4,4,83,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,3,1,2,7,2,8,0,9,1,7,4,7,8,8,14,5,4,6,109,18,4,0,1,0,1,4,2,0,2,2,5,0,0,48,58,28,16,5,2,0,4,4,3,8,0,0,0,0,0,0,14,2,6,20,6,1,9,4,0,0,0,0,0,0,3,9,2,12,20,6,7,7,4,0,0,0,0,0,9,20,17,20,35,43,25,19,10,25,4,5,13,19,1,121,28,20,5,11,15,10,20,6,0,1,8,10,29,4,93,0,3,1,0,0,0,0,0,0,0,0,0,0,79,230,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,3,8,7,36,66,10,6,1,1,1,0,0,39,180
64176,155742,185784,117038,50219,28919,10755,5858,2247,882,276,87,16,6,0,13988,151929,111237,92477,90790,65945,47231,25910,12356,6012,3004,917,203,6,0,6983,54335,86676,94145,80297,71642,68704,66637,48476,27698,11727,3922,745,18,0,88094,177184,125377,74011,47653,33879,25457,18344,13543,9193,5494,2574,1050,149,3,3249,10665,32990,55628,79537,103941,113148,96280,59949,33791,17045,8797,4923,1830,232,0,2041,5726,6490,6570,12189,18814,19727,29725,33828,36497,40635,63340,114532,231891,28,2380,5543,6236,7432,11509,19440,22814,26621,32632,36338,46450,58384,115852,230346,3445,16692,31051,40379,60936,75388,94531,95823,80969,58197,34954,17686,8749,2973,232,56260,130948,137607,108974,85323,48750,26492,13139,6908,4053,2205,989,342,15,0,2101,15559,66270,77036,69315,57757,45369,41991,37639,34963,36176,39324,41071,46557,10877,33459,46081,54895,62428,67721,68363,63160,55760,48990,43455,38509,24742,9229,3256,1957,111,7616,22849,24812,26762,30522,38072,51663,68226,79749,78510,63150,59565,45126,25272,453
77,1329,17845,45887,66479,65255,56204,46055,35573,30326,20832,17249,10425,1550,35,65,1509,13967,33081,49177,66932,55582,55445,42844,34572,27005,22240,11824,872,6,91,3853,32560,69446,71471,58524,48793,38542,29815,25020,19438,12362,4837,369,0,1076,2566,5651,8509,16878,29184,42841,61068,62792,68204,54436,35553,17928,6803,1632,621,4858,12738,26547,48269,66745,66610,59853,48702,34703,22211,13424,7016,2651,173,61,2910,4843,21339,35930,74506,78159,59927,61733,38866,20548,8864,6056,1263,116,72,3054,4680,18575,41121,67994,81013,70388,54570,36255,19031,12555,4214,1486,113,429,4672,18506,38791,52015,56609,52772,45869,40525,33644,30128,21371,13261,5998,531,533,2354,7935,15263,30548,48378,62140,62988,63318,50327,38671,22964,8940,755,7,358,1793,2568,3935,5769,8483,10850,18349,29695,48962,76859,100332,81557,24541,1070,204,864,3617,11939,24684,37328,49452,58732,60779,56666,48019,33608,19617,9202,410,114,5150,32803,72633,89234,73593,50731,35042,23750,15471,8241,4407,2885,922,145,135
77,1329,17845,45887,66479,65255,56204,46055,35573,30326,20832,17249,10425,1550,35,65,1509,13967,33081,49177,66932,55582,55445,42844,34572,27005,22240,11824,872,6,91,3853,32560,69446,71471,58524,48793,38542,29815,25020,19438,12362,4837,369,0,1076,2566,5651,8509,16878,29184,42841,61068,62792,68204,54436,35553,17928,6803,1632,621,4858,12738,26547,48269,66745,66610,59853,48702,34703,22211,13424,7016,2651,173,61,2910,4843,21339,35930,74506,78159,59927,61733,38866,20548,8864,6056,1263,116,72,3054,4680,18575,41121,67994,81013,70388,54570,36255,19031,12555,4214,1486,113,429,4672,18506,38791,52015,56609,52772,45869,40525,33644,30128,21371,13261,5998,531,533,2354,7935,15263,30548,48378,62140,62988,63318,50327,38671,22964,8940,755,7,358,1793,2568,3935,5769,8483,10850,18349,29695,48962,76859,100332,81557,24541,1070,204,864,3617,11939,24684,37328,49452,58732,60779,56666,48019,33608,19617,9202,410,114,5150,32803,72633,89234,73593,50731,35042,23750,15471,8241,4407,2885,922,145,135
