band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,census_code
14789,46787,63243,92481,57273,24049,58862,71659,97902,22101,31778,105607,77294,53297,6597,35201,74699,121190,40324,3159,25601,118521,74632,38236,17583,97448,157811,16225,2442,647,98144,157116,16237,2645,431,33506,113452,66229,40882,20504,34871,29733,124499,77946,7524,8782,37593,65087,137105,26006,7777,41593,54213,94579,76411,29805,120104,62966,35728,25970,237
197165,255015,120216,40494,4705,153751,204117,150610,95356,13761,126053,129724,131440,170082,60296,114855,133392,169087,166979,33282,94367,57024,88132,142540,235532,6700,198322,245376,165004,2193,7010,198112,243954,167084,1435,107935,58339,86152,160018,205151,99315,183329,153122,136890,44939,32216,209299,139785,115547,120748,389064,74622,34620,42976,76313,100480,60668,46329,59409,350709,567
523397,17599,3380,589,250,531834,10944,2018,220,199,533183,10222,1511,172,127,111976,118939,112829,100610,100861,374801,145545,20402,4103,364,541524,3684,7,0,0,541642,3567,6,0,0,504252,32162,6950,1704,147,353906,127374,47744,14542,1649,2523,1221,3389,18495,519587,67570,107939,106758,132592,130356,453353,72052,12821,4239,2750,315
0,0,0,0,0,0,1,11,20,73,0,6,38,10,107,107,29,25,34,43,75,59,52,24,35,0,0,68,8,0,0,0,78,2,0,0,72,35,78,109,90,14,31,42,131,184,0,0,0,110,200,0,0,1,119,0,104,158,6,12,582
28312,31970,34959,26965,7023,15941,18443,30860,51691,12294,14394,22136,28099,54273,10327,5605,13506,27365,63340,19413,4601,24673,50526,46735,2694,1796,2292,5769,40364,79008,1809,2254,6692,48148,70326,4558,20729,33904,54452,15586,8068,10812,28283,72690,9376,5647,19010,34758,46975,22839,1409,38785,53161,26486,9388,8954,58423,52718,8709,425,52
0,0,0,0,0,4,0,0,0,10,6,3,1,0,39,26,7,11,7,40,42,18,12,16,50,78,0,0,0,0,110,2,0,0,0,83,62,66,64,169,154,35,24,38,230,56,4,2,3,61,177,0,0,0,19,19,23,39,14,91,26
0,0,0,0,0,4,2,2,0,6,17,10,18,30,15,131,1,7,4,5,134,23,8,11,0,14,28,16,4,0,12,34,20,4,0,46,98,54,34,33,169,31,36,9,43,96,1,0,0,79,230,0,0,0,15,7,51,82,3,39,180
405702,196176,18860,1245,22,277154,249212,85497,9933,209,147994,246084,183817,43347,763,390655,155543,57344,17261,1202,46904,239106,269377,59633,6985,7767,25249,68266,110960,409763,7951,25177,68875,115420,404582,51188,176703,271323,110837,11954,324815,243047,46539,7247,357,83930,204108,124999,110463,98505,134435,198512,167910,106706,14442,30576,82096,157961,221409,129963,453
19251,177621,137832,68407,12010,15541,149190,153871,83817,12702,36504,199441,117150,56820,5206,9293,54571,166701,158193,26363,18217,141561,175165,70338,9840,7814,131775,199819,68278,7435,7806,127690,205971,67841,5813,23607,147415,139166,85143,19790,10822,94189,188446,111962,9702,4719,18187,58894,226153,107168,4685,73951,168963,138293,29229,38067,235460,109523,28119,3952,135
19251,177621,137832,68407,12010,15541,149190,153871,83817,12702,36504,199441,117150,56820,5206,9293,54571,166701,158193,26363,18217,141561,175165,70338,9840,7814,131775,199819,68278,7435,7806,127690,205971,67841,5813,23607,147415,139166,85143,19790,10822,94189,188446,111962,9702,4719,18187,58894,226153,107168,4685,73951,168963,138293,29229,38067,235460,109523,28119,3952,135
66107,158680,156822,89468,9579,135357,193620,112223,33158,6298,199871,184811,72764,17768,5442,71782,247743,134251,21525,5355,88624,159320,133412,83120,16180,45626,363822,69264,1941,3,47166,361190,70603,1694,3,150035,164038,103803,52747,10033,124171,251131,82836,17337,5181,13250,19925,76912,197879,172690,44472,129244,126761,127662,52517,76050,152287,120218,79729,52372,383
584448,259125,25002,1279,128,689030,165259,14897,743,53,535810,261357,66327,6379,109,418210,330324,85793,28363,7292,210836,287178,219866,137090,15012,7782,414656,349638,86550,11356,7893,409315,357698,85561,9515,308399,295653,185488,78469,1973,610729,220389,34659,3931,274,22749,48872,125814,306412,366135,304428,224091,156067,125603,59793,123498,275839,168270,119394,182981,528
124334,478,155,178,772,123679,977,344,279,638,123255,1527,457,299,379,24736,14355,15606,22690,48530,76987,38125,8872,1565,368,123759,2121,35,2,0,123766,2113,36,2,0,114498,8418,1970,792,239,66457,27270,21714,8966,1510,30,85,361,1937,123504,50246,26214,16965,15723,16769,112876,10930,1457,367,287,285
8403,18400,38934,198764,264717,6273,9032,25357,105450,383106,7211,9895,28573,122030,361509,2138,6077,27637,190409,302957,9404,15529,53363,205351,245571,2341,36062,104152,210950,175713,2376,35036,108730,214856,168220,8688,14238,36837,134822,334633,956,2284,11671,142532,371775,116535,231033,108152,53610,19888,3707,133290,270829,98305,23087,22087,80796,196518,207509,22308,81
11441,12243,11717,11678,1065,20707,13834,10181,3028,394,22762,16885,7030,1274,193,43189,3860,652,190,253,32286,12672,2652,493,41,6202,28643,10650,2528,121,6224,28123,11409,2287,101,23078,17542,6025,1416,83,39616,6727,1208,502,91,18454,7836,6483,8972,6399,455,1766,3085,7308,35530,14622,17193,10659,4367,1303,518
1,0,1,4,1,0,2,0,7,5,0,8,6,10,4,23,3,1,1,0,24,12,6,0,0,0,0,2,2,8,0,0,4,0,12,0,41,32,27,5,70,24,23,22,15,35,1,0,0,0,40,0,0,0,18,0,7,27,2,20,501
92662,368161,345164,303543,106229,93978,338878,322321,336581,124001,19966,243071,394522,410256,147944,568153,272689,216322,115231,43364,113193,459414,397747,204155,41250,4390,23104,77611,208849,901805,4453,23001,80941,235089,872275,23347,248222,549067,335370,59753,314631,284528,259067,273400,84133,662154,344490,118496,69163,21456,17344,85856,329835,597298,185426,31831,156782,573967,380939,72240,476
8031,1008,702,991,21874,7008,1913,1225,1387,21651,7950,2267,1407,1587,20569,5120,1960,1970,2660,22716,21913,4090,2731,1737,5768,36896,7,0,0,0,36905,6,0,0,0,20759,5299,2088,1371,6034,4655,2051,2188,2269,21394,17315,3789,2388,3007,7209,999,1867,1640,2059,26059,23692,8840,1077,162,102,8
0,0,4,2,8,0,0,7,13,29,0,1,23,16,30,45,10,12,0,10,36,13,23,3,9,0,0,0,0,24,0,0,0,0,24,0,19,22,25,32,27,9,10,12,40,87,0,0,0,10,50,0,0,0,62,0,27,64,1,11,458
15891,118576,44851,196080,247088,135903,110955,250446,123129,2382,275864,279730,62587,4768,177,298732,188463,86856,35024,14371,517969,67386,31279,7598,107,618610,6183,4,0,0,618899,5895,3,0,0,492666,87362,36737,6659,563,337282,197294,72979,16721,286,100932,61383,68660,147945,244062,379,5140,15485,31012,569674,449768,106056,30659,24328,11298,337
41685,157725,90716,14891,490,29169,102981,120851,51294,1212,22447,51277,85589,132586,13608,45999,73378,106935,68084,11111,21368,55933,101561,105852,20793,822,11676,44996,129839,118174,842,11466,48458,137497,107244,18877,54740,109000,118294,4596,30756,64871,108712,90753,10415,19256,113089,106923,46063,20176,59659,108883,76864,39306,20795,19912,52895,111273,107733,13694,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
144694,77021,55671,16797,1216,130660,68205,52803,38602,5129,107109,78623,56794,45845,7028,29851,97238,102472,56904,8934,22170,58991,71663,80021,62554,44225,192965,57162,1047,0,44645,189735,60329,690,0,33914,69343,62150,74999,54993,76367,95647,56555,54331,12499,705,13426,59393,122531,99344,177278,73121,26325,14314,4361,14202,66670,67239,72319,74969,365
160814,32578,7314,954,751,183377,16118,1952,461,503,179866,18955,2653,623,314,15373,41457,60256,58732,26593,99937,68534,23740,9179,1021,8361,173194,18710,2026,120,9000,172325,19054,1940,92,147410,37892,13523,3259,327,90498,92640,17185,1646,442,1883,1473,5385,20284,173386,35694,44769,44596,50488,26864,130949,43798,12375,6079,9210,588
198959,74578,28067,28692,20752,202356,90707,38386,14475,3998,239750,86100,18226,3548,1122,42478,135401,114651,48813,6213,121629,103243,78407,40414,495,276635,65309,201,0,0,274841,67442,236,0,0,162238,109591,61415,11052,1101,156050,108039,74960,12751,757,5977,3967,13088,74285,250238,51816,86076,79726,72679,53793,111517,136670,64933,24042,6802,300
0,7,8,9,53,1,4,16,19,79,0,9,39,33,66,105,19,19,5,13,78,42,39,15,8,12,32,10,0,0,16,30,10,0,0,0,43,54,56,57,70,30,20,26,64,175,0,0,0,30,100,0,0,1,148,0,49,131,12,38,362
19304,30053,48295,110241,39861,18913,22550,43508,104188,58595,22706,35820,49315,109950,29963,4429,18881,72440,121144,30860,27273,51353,81606,81796,5726,9191,54890,97015,66780,19878,9559,53919,99410,66281,18585,23245,43242,57512,95628,28127,2828,9639,70022,151772,13493,23085,60318,61077,60758,42516,2912,9951,68495,113273,53123,45871,87624,80768,30053,3438,76
166050,109808,55530,60194,21443,102186,150738,68397,60666,31038,48113,160443,108824,64467,31178,183309,91131,69814,55670,13101,20029,104335,119925,82019,86717,6357,52041,79428,108679,166520,6587,50899,82684,114022,158833,13377,85763,132270,93794,87821,157926,110598,55556,57624,31321,35223,127609,131230,95870,23093,152542,125519,76236,49293,9435,6289,32134,86834,123782,163986,461
307508,6138,2617,1182,658,301769,6149,2100,1055,570,295564,6533,2005,772,293,101786,30860,30146,36278,99671,202691,50005,21935,5591,461,270482,93,0,0,0,272740,95,0,0,0,261143,18599,5428,1655,438,200217,53384,35209,25582,9602,2843,1693,3312,12540,278351,66560,52775,38777,38175,84396,254924,16619,6599,2267,274,248
0,0,0,0,0,0,0,3,11,35,0,2,27,10,52,55,19,8,12,18,63,40,16,16,5,0,8,32,6,0,0,7,35,4,0,0,45,37,37,42,60,17,15,23,53,104,0,0,0,30,130,0,0,0,60,1,88,47,1,40,540
56576,903,275,166,897,54604,852,191,148,763,52518,942,145,146,575,2812,2496,6246,16020,24552,26831,14837,3165,774,484,2479,36122,4112,248,0,2785,35745,4704,195,0,41409,5209,881,339,434,15099,25284,17015,4204,901,1602,240,235,834,49214,6645,9884,10641,14359,4236,38869,5185,856,317,234,600
0,0,0,0,0,8,0,1,1,4,20,1,3,6,5,72,2,1,2,7,86,7,1,9,1,22,8,0,0,0,22,8,0,0,0,59,15,26,6,13,85,16,6,4,14,41,0,0,0,67,123,0,0,0,18,0,42,42,0,26,624
576335,204427,60720,18236,1557,601028,198703,53380,8005,159,627153,181485,47504,5092,41,133115,367298,260867,90599,9396,246268,326921,182520,93914,11652,144792,616108,96567,3668,140,145040,612358,100450,3325,102,392940,264474,121733,73310,8818,353919,413410,83839,9890,217,716,1840,42528,233007,583184,169036,209252,180586,192917,109484,245649,331491,146697,92300,45138,390
6140,301651,297341,67332,2536,8111,314541,269211,79926,3211,8040,193275,325173,135094,13418,243335,248911,134855,41514,6385,66384,383475,168173,51799,5169,1935,12188,74888,205567,380422,1973,11795,82114,224778,354340,15352,360556,247587,51066,439,110929,284841,201705,70073,7452,99588,242193,202437,119139,11643,3823,45259,132891,365074,127953,27682,270410,302363,70665,3880,513
50,4109,68343,238976,115674,177,11821,149305,202873,62976,8100,151783,136610,104099,26560,6827,14143,117312,226625,62245,14888,121488,168070,100440,22266,5027,139625,224165,56037,2298,5991,137871,228071,53596,1623,24599,155007,129170,92827,25549,3750,14649,129766,240248,38739,11688,35086,91284,193241,95853,968,23691,114352,219531,68610,58121,216117,112719,38012,2183,176
31849,1176,198,13,2,31616,1300,304,17,1,31614,1238,352,34,0,6009,5202,6698,6913,8416,23467,7269,1608,863,31,33229,9,0,0,0,33229,9,0,0,0,29976,2016,1064,180,2,19634,8045,4001,1410,148,113,43,179,1440,31463,5694,7648,6434,6271,7191,28949,2828,867,459,135,277
3,3,4,4,7,26,31,14,11,9,34,53,42,12,13,155,20,14,5,2,139,63,34,2,0,6,24,16,18,16,6,20,20,24,18,17,68,124,88,46,160,57,38,45,64,140,14,9,12,82,235,2,5,12,73,6,47,156,18,81,133
0,0,0,0,0,0,0,3,3,8,3,5,6,4,10,41,2,2,4,0,40,19,15,2,1,4,4,7,11,22,2,6,4,17,27,8,69,42,48,43,108,18,30,30,59,34,0,0,0,30,90,0,0,0,18,3,11,34,9,44,71
489523,1834,422,351,738,488679,2614,635,393,547,488727,2952,547,332,310,74120,60837,70237,91720,195954,287185,170793,32136,2330,424,455107,37635,121,5,0,454224,38509,130,5,0,466756,21999,3087,796,230,249069,114320,79668,44859,4952,462,328,687,4734,486657,157956,117959,87267,73058,56628,457553,32018,2618,493,186,286
58710,351808,278214,105023,22286,77515,285647,256082,169185,27612,91656,216593,228220,230247,49325,44387,127200,253010,301301,90143,41364,195721,268716,216625,93615,675,49308,298040,336759,131259,761,46488,320134,338148,110510,48093,222414,252350,229884,63300,38687,167776,286271,265599,57708,30353,112651,243548,266629,162860,143403,252548,225245,149993,44852,72976,285384,260032,142125,55524,486
331875,73682,33597,29780,7565,309760,95459,37289,28194,5797,320866,96187,35858,20636,2952,116549,137882,119892,78578,23598,170310,159222,96459,45704,4804,17723,125816,168338,117216,47406,17492,118633,182075,118388,39911,197309,149799,71417,47763,10211,204250,164367,77057,27381,3444,5750,19203,42266,119882,289398,50885,124681,119346,120864,60723,152141,175903,81044,39774,27637,66
0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,8,0,0,0,0,22,2,0,0,0,6,2,0,0,0,10,0,0,0,0,34,28,6,16,0,159,6,6,28,4,1,0,0,0,10,35,0,0,0,0,1,5,3,0,20,578
922,32072,50624,50602,6225,6314,35725,63702,31647,3057,14064,83207,33992,7655,1527,17520,30681,56482,26682,9080,39457,71812,20589,6153,2434,71179,67933,1333,0,0,72731,66396,1318,0,0,43905,69020,18343,6374,2803,16223,21333,74064,27022,1803,1889,5076,23200,82177,28103,514,4414,9751,45004,80762,41740,75034,16492,4906,2273,227
78389,156459,103728,22929,15983,157655,151078,49236,6574,12945,220554,113642,28550,5437,9305,81925,151661,103337,33736,6829,110179,130116,89700,39524,7969,371934,5545,0,0,0,371999,5482,0,0,0,161796,127206,68297,8511,11678,158311,153286,46166,12100,7625,25918,5696,41291,111081,193502,23007,90283,83391,112244,68563,97697,137141,68474,42259,31917,313
254627,33146,19998,21966,438919,246642,47965,29493,26808,418185,240542,62803,36859,33284,395996,200097,51188,51687,59887,406921,614286,83217,45192,23140,4383,732173,28191,7898,1914,184,732258,27779,8442,1745,136,567275,124561,50112,24609,3554,213500,58559,49896,48956,398225,330318,97160,64546,107278,170159,37882,39681,33690,42298,615217,633079,93105,30144,9165,3886,23
161,6542,15215,60321,146399,1918,9626,34548,133254,49292,5827,77704,116033,27779,1295,14046,44516,111547,55706,2823,60968,117651,43686,6177,156,61545,125443,35910,5444,296,61644,122812,38791,5142,249,52301,111243,49616,14146,1332,6209,16501,118728,85754,1446,8082,19623,64841,111633,24459,66,574,5747,44443,177808,81104,110489,30854,5469,722,217
43076,48792,110678,171066,73473,81044,127213,132014,102187,4627,149617,162830,89891,42600,2147,156838,194800,80406,13138,1903,174774,110892,69542,66108,25769,437235,9850,0,0,0,437359,9726,0,0,0,197408,112780,70151,59866,6880,136153,188904,105174,14981,1873,19897,73585,98513,155629,99461,28856,67939,62963,95842,191485,125474,136467,67786,44100,73258,305
505640,54588,13491,5293,2697,551077,23852,4025,1409,1346,541625,32569,5348,1352,815,237369,127093,86587,66261,64399,360541,140208,54555,22207,4198,574448,7178,83,0,0,574473,7140,96,0,0,444151,85202,35734,15068,1554,420828,102979,38777,15556,3569,1210,3768,23140,73486,480105,128737,95257,90176,113738,153801,361023,111118,41359,27292,40917,296
257075,6169,2485,1817,7020,239403,19545,5862,2715,6817,237708,23396,5194,2232,5605,49489,43035,50638,60546,70191,148873,98972,22103,2663,705,152398,105089,14236,1371,6,153341,103302,15381,1075,1,169112,89709,11674,2085,947,107703,80681,61019,20916,7587,6651,3217,4752,19419,239456,21652,66950,74496,61459,46087,197687,68160,3631,655,576,5
13161,14777,35165,69241,192681,35359,52850,71006,120636,45174,77709,106156,98712,33737,8711,130908,131568,42299,14260,5990,150161,100924,50232,20468,3240,324864,161,0,0,0,324863,162,0,0,0,169280,97542,42077,8372,7754,80753,112003,100222,25227,6820,43150,54999,82537,89281,55058,1882,8593,24428,63511,226611,108545,123956,51712,28215,12597,321
0,0,0,0,0,0,2,1,2,2,1,8,3,3,6,19,3,3,1,2,26,4,10,1,1,0,12,2,0,0,0,8,8,0,0,1,26,7,15,7,34,6,5,8,17,24,1,1,0,10,50,0,0,0,9,2,19,15,0,20,416
1394,5,1,0,2,1111,6,1,0,0,868,2,1,0,0,187,59,58,76,261,80,15,6,1,0,0,0,0,0,0,9,0,0,0,0,249,7,0,0,0,900,296,264,227,62,49,1,1,7,583,12,13,13,11,53,100,2,0,0,0,247
638,11322,51922,127873,55255,2225,27455,89977,100632,26317,7847,72977,71721,74720,18945,40107,26954,49016,87084,42706,33710,34811,54642,69460,52088,13203,135316,94834,781,0,13432,134242,95562,898,0,35375,62367,62691,71897,12759,25416,33398,67106,89040,34147,29709,26544,75047,84496,30071,39496,73391,45837,38132,47364,29288,61099,63775,60502,29128,618
2,37,1057,27232,448973,35,1784,15265,263579,196638,1649,62656,288714,115253,9029,7828,18522,89233,296374,65344,69824,249592,114733,35519,7633,85308,323940,65886,2166,1,83722,321200,70512,1867,0,74905,230583,113806,46792,11215,1860,6502,69263,380480,19196,9578,22431,96076,305667,43549,182,3173,19649,76233,378064,208506,206630,46049,13809,2307,191
78199,168769,166527,178466,31457,38011,125214,171214,211689,77290,28006,103073,184599,219115,88625,65001,114685,193625,209212,40895,20378,28947,92372,241848,239873,5605,31551,38089,186692,361481,5056,31148,37922,198707,350585,19835,38486,107969,221329,235799,46794,104231,172091,212953,87349,40430,189437,212300,166232,15019,344838,181425,52300,23301,21554,15866,34921,112934,167350,292347,460
82521,296833,191940,64862,1465,64808,196701,200438,169778,5896,20628,134629,147465,283150,51749,184308,175987,167005,94726,15595,94851,132366,173608,192681,44115,28,6349,18386,120957,491901,25,6275,20451,139370,471500,23862,164372,184013,251955,13419,121636,132222,179776,178701,25286,183030,251557,125861,59137,18036,95270,157622,127229,160414,97086,29132,105471,242273,210847,49898,497
127008,149168,148725,31625,1125,102906,169122,131985,48413,5225,40712,200092,143593,64092,9162,170569,176030,81977,26744,2331,5990,73160,176190,136739,65572,1629,19391,98954,205419,132258,1931,18690,105089,216095,115846,9337,77743,166115,144226,60230,108808,215416,85795,40491,7141,16711,114798,180518,118518,27106,197770,130278,94411,31506,3686,4036,41803,84302,106543,220967,407
78465,166770,54798,23576,3575,192201,98113,28915,6625,1330,256233,60886,7660,1639,766,40640,50407,61660,103317,71160,224996,78185,19509,3911,583,288576,38138,468,2,0,288698,37963,522,1,0,234669,64741,21293,5092,1389,58661,68318,143620,55706,879,1945,1780,8405,52760,262294,1171,9145,21461,84693,210714,231920,70646,19079,4654,885,187
3123,32121,91293,94174,8247,20024,83177,72449,49278,4030,61644,70485,64255,30063,2511,90988,81551,45453,10167,799,52980,52967,58713,54008,10290,57636,166800,4374,148,0,57430,166975,4460,93,0,54107,57003,59013,51776,7059,77187,73361,53541,22644,2225,36319,44570,73146,54928,19995,7763,57408,57356,51284,55147,30386,46353,52565,56324,43330,371
431,12861,100929,433016,263788,5067,15856,88349,341564,360189,7754,25861,73552,337824,366034,11350,35423,93490,334377,336385,8968,23506,54522,244242,479787,10398,46797,103120,219409,431301,10458,45371,110671,247980,396545,10180,28876,49616,179074,543279,8313,10902,51918,314902,424990,48501,399392,231048,99702,32382,201339,431669,115772,43958,18287,29346,78251,138335,289778,275315,120
199,1672,10728,101944,245708,443,1138,7604,81132,269934,873,2738,19335,138990,198315,1897,3909,20129,135535,198781,2085,6581,42470,147935,161180,2450,18644,29973,145394,163790,2776,18831,32711,153267,152666,1965,10299,43528,125234,179225,1238,1113,8936,110623,238341,46199,133538,125143,52767,2604,2060,58377,203421,78255,18138,4818,66587,143384,126868,18594,163
4048,30376,85824,329235,114243,3708,18220,80531,295291,165976,5523,26796,129163,298213,104031,18406,58214,139368,257640,90098,13681,88331,149685,198807,113222,5864,156886,143953,139052,117971,6551,152765,153496,142126,108788,13782,104554,134554,198801,112035,9296,23689,92984,308348,129409,33761,180275,212996,124904,11790,49717,98088,162984,161104,91833,28299,182312,152798,130878,69439,166
339901,57205,19739,10216,919,355482,50375,17000,4628,448,373772,41769,10143,2066,143,44661,54811,69157,112656,146575,342669,72730,10963,1346,66,350778,72399,4138,384,41,351189,71815,4366,337,33,334421,71352,18651,3096,284,84160,203696,120123,19049,1114,8120,5575,11537,35813,366809,2866,14625,29035,105239,275942,342106,69452,13633,2215,236,35
81135,84271,25553,12805,9827,153708,43940,9504,2727,3712,193745,13076,3154,2190,1426,33508,62185,62318,39935,15645,148849,49942,10138,4082,580,210886,2705,0,0,0,210930,2661,0,0,0,185467,20275,5252,2027,570,62911,115677,27742,4994,2267,967,1653,4468,19998,186505,2586,10946,23066,59940,117053,159213,43695,7577,2257,849,295
31087,156934,171808,51238,4693,42548,184944,135861,45654,6753,29047,190211,140290,49017,7195,59064,172966,136526,41330,5874,22069,78452,134438,143992,36809,4112,201676,91153,78621,40198,4377,199162,94809,84096,33316,29984,107261,142318,113471,22726,58905,168498,137655,43543,7159,12334,36367,159060,177358,30641,135699,124806,72411,57096,25748,23740,77023,99787,107442,107768,506
188642,17164,6956,6291,65785,175219,30744,11293,7697,59673,165885,41301,14647,9394,53203,92791,47893,44950,34800,63797,173284,78455,26727,5075,160,207177,63496,11082,1544,140,207646,62723,11435,1517,118,163978,86226,27665,5779,233,127096,52329,32477,15779,58175,46581,13576,18256,59579,146230,12726,43422,52837,50723,123722,164281,100756,15699,1862,536,19
