band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
668,34513,89549,152741,225375,285556,84865,1408,38258,92833,148081,208771,307773,76143,2872,29580,83211,156405,231935,307806,61458,150945,112563,106431,119016,153146,171973,59193,29590,84077,130286,169617,206880,199743,53074,35,12343,32938,65121,133420,256849,372561,39,12595,33626,68179,133959,252154,372715,18280,28455,108371,170066,213577,270322,64196,52740,78256,93138,135193,202845,250282,60813,204535,244118,142664,111016,90060,65852,15022,3756,68459,208530,176619,147307,201184,67412,16659,57612,153034,239120,236038,136837,33967,474
328771,2693,410,218,149,146,646,327712,3523,600,277,175,208,538,326373,5088,630,195,177,229,341,32793,35939,43765,47490,55377,61025,56644,145011,130745,49156,6396,1081,371,273,128763,201782,2301,162,24,1,0,131948,198386,2503,169,26,1,0,272404,53124,4827,1649,592,238,199,154996,88853,51020,23303,11038,3336,487,27,67,113,329,1313,8106,323078,44135,68541,65500,50778,43530,39020,21529,209251,112414,8435,1839,654,281,159,281
305511,74640,12561,4423,1511,755,560,341412,45612,8428,2361,1022,743,383,331110,52481,10253,3567,1515,818,217,23039,63628,112971,103503,58791,26539,11490,192314,100831,51403,28676,16040,8305,2392,1321,255223,132018,10493,864,42,0,2240,253772,132455,10642,812,40,0,247061,91923,33359,15340,7858,3776,644,183394,156994,42203,12553,3480,1100,237,4606,1091,1785,3970,12816,60780,314913,42602,41445,46053,48523,69468,107651,44219,187682,110677,48091,22156,13029,8067,10259,569
256,4180,30955,76645,65741,58955,22300,339,13667,56202,68510,84887,34501,926,2459,54030,121046,56733,20250,4388,126,7914,32616,58181,82619,56610,18772,2320,5746,114975,90418,30606,11496,4842,949,35437,177031,32840,9564,3359,682,119,36381,176378,32961,9238,3284,680,110,10350,115874,80446,32010,12987,5876,1489,1700,10182,48139,112901,77280,8615,215,1565,7939,16972,37157,79357,102302,13740,453,2154,6699,13819,35752,130437,69718,17302,129060,73614,22788,9528,4548,2192,229
3047,30333,35602,46977,62296,69302,27016,5371,46094,40747,51439,63556,62516,4850,7835,70020,71212,55313,47783,20160,2250,19959,39655,66809,90110,46555,10328,1157,7757,67394,83885,52370,31024,22540,9603,40499,152208,69092,9229,2099,1389,57,41120,150609,69948,9209,2222,1408,57,10292,77329,71917,46550,31727,25430,11328,21856,25902,24940,92214,84909,22353,2399,3022,18206,30867,46525,88368,79986,7599,2621,20082,33968,38137,52011,92602,35152,7410,80116,74036,44386,30128,21191,17306,237
84608,237889,151506,87444,40740,14114,1294,65427,187090,127469,110515,82561,41835,2698,68886,119041,84359,92729,116621,120442,15517,79538,90778,99566,121214,132884,83007,10608,69967,48775,42241,62779,89572,122551,181710,0,111754,121831,177121,181242,25575,72,0,109968,119532,174314,189525,24181,75,84418,49392,41353,62284,91634,154452,134062,62720,112850,132072,108525,99300,89715,12413,9938,104576,148018,102446,79343,96301,76973,349041,81740,38928,24097,24549,47210,52030,65121,66593,35933,32729,39980,51893,325346,567
494109,41803,5902,2289,786,102,224,518342,20426,4600,1329,262,89,167,522413,17576,3910,955,180,82,99,82057,81749,83827,80927,73142,69659,73854,291424,171720,63203,13016,4486,1247,119,516182,28769,264,0,0,0,0,517905,27047,261,2,0,0,0,453106,72597,12335,4831,1796,509,41,295551,125628,71602,31434,14897,5685,418,2251,729,900,2354,7687,28211,503083,41744,70551,78676,75711,84376,109850,84307,351086,152904,24350,8758,4145,1943,2029,315
0,0,0,0,0,0,0,0,0,2,9,16,5,73,0,0,11,31,5,35,79,98,31,8,18,31,14,38,68,28,45,37,24,11,32,0,0,0,61,15,0,0,0,0,0,70,10,0,0,0,0,80,22,54,65,73,83,14,12,19,30,37,113,183,1,0,0,0,0,110,200,0,0,0,1,1,118,0,3,181,76,7,3,10,582
17365,24084,25048,25727,21657,13077,2271,9755,13562,15740,23722,33683,30524,2243,7804,15772,15701,20814,33960,33851,1327,2534,8054,10945,18569,40627,40909,7591,2589,9033,23307,35459,42419,15997,425,85,2437,2452,3613,18512,53468,48662,215,2322,2391,4128,18125,54789,47259,2242,10069,17426,25105,32954,36660,4773,5271,7137,8778,18353,51998,35998,1694,2287,9650,16187,25553,31631,33592,10329,567,8661,40640,38273,21995,15460,3633,3443,22751,52190,37868,11237,1610,130,52
0,0,0,0,0,0,0,3,1,0,0,0,0,10,5,3,1,1,0,0,39,24,6,7,6,3,7,38,38,11,14,8,9,12,46,66,12,0,0,0,0,0,103,9,0,0,0,0,0,60,58,36,50,45,48,147,140,31,22,19,17,44,208,56,2,3,1,3,1,60,177,0,0,0,0,2,17,13,15,32,21,8,10,87,26
0,0,0,0,0,0,0,4,1,1,1,1,2,4,13,9,10,11,14,21,12,127,5,1,5,3,7,0,111,41,5,6,11,2,0,5,11,29,10,7,0,0,8,6,33,17,6,0,0,30,51,73,42,30,16,23,149,25,30,28,5,17,34,94,3,0,0,0,0,79,230,0,0,0,0,0,15,5,11,80,42,4,1,39,180
246621,291908,68867,12667,1781,155,6,183363,216904,151582,55176,13228,1739,13,71610,193819,159475,134315,55827,6913,46,287943,193223,76857,40476,18448,4839,219,16966,104776,214837,196100,69805,16963,2558,2963,13409,24554,49617,71292,104648,355522,3300,13243,24486,49058,72777,101438,357703,24241,83280,158652,203741,114522,33525,4044,209786,253634,118513,29947,8239,1860,26,24344,157345,123956,91512,76526,84800,63522,87077,128642,145018,119994,91815,43561,5898,10438,52448,64641,111930,168761,135389,78398,453
2363,85066,131280,102293,59380,32310,2429,2326,58698,128166,110946,71916,41275,1794,6383,119978,133881,80223,52204,21767,685,4493,17072,56729,125635,134486,66894,9812,6674,51310,131517,126635,70450,24950,3585,3432,35417,136372,145842,72974,19021,2063,3670,34638,133096,148264,73793,19541,2119,6607,69750,118158,98537,72304,41790,7975,3140,31936,94638,139557,102891,41648,1311,2472,7620,16668,40357,115223,198768,34013,1330,20938,76273,123435,117783,63670,11692,7622,128787,160880,76814,30837,8792,1389,135
2363,85066,131280,102293,59380,32310,2429,2326,58698,128166,110946,71916,41275,1794,6383,119978,133881,80223,52204,21767,685,4493,17072,56729,125635,134486,66894,9812,6674,51310,131517,126635,70450,24950,3585,3432,35417,136372,145842,72974,19021,2063,3670,34638,133096,148264,73793,19541,2119,6607,69750,118158,98537,72304,41790,7975,3140,31936,94638,139557,102891,41648,1311,2472,7620,16668,40357,115223,198768,34013,1330,20938,76273,123435,117783,63670,11692,7622,128787,160880,76814,30837,8792,1389,135
20262,123044,104572,119593,82362,25832,4991,58879,170272,123608,77225,37781,8110,4781,122640,176224,100774,52009,20143,4338,4528,32404,139957,179007,93824,25774,6098,3592,42113,115470,112263,95812,72758,34933,7307,1853,220406,215604,40042,2739,10,2,2172,222667,214078,39236,2491,10,2,91830,134882,104476,75542,47955,20183,5788,55026,199533,139969,57482,20529,3796,4321,9348,9022,19684,53629,121352,160778,106843,18249,79138,95191,89814,91785,80145,26334,23569,121668,102096,86182,67373,45157,34611,383
344292,419783,88151,15577,1866,259,54,512702,291399,55490,9192,1043,131,25,372007,317340,124984,45698,9140,794,19,252553,360381,155133,59293,26091,13355,3176,125160,218819,188937,156365,124091,53253,3357,38,117996,378358,246701,101766,19931,5192,34,111288,371829,255849,105502,20289,5191,183392,274586,175805,133386,84723,17846,244,446917,305688,88930,22542,4811,1041,53,15210,23651,42300,90432,167259,310257,220873,223871,185876,144777,110540,92821,77303,34794,53638,198496,176007,118672,95267,78635,149267,528
123959,668,217,105,104,194,670,122641,1649,422,236,201,244,524,121560,2700,600,328,201,296,232,20289,10626,10098,11369,14042,21030,38463,60465,36179,20929,5977,1589,560,218,113953,11702,236,20,6,0,0,113738,11913,243,19,4,0,0,98146,22035,3162,1378,725,318,153,59023,21166,17331,15494,8848,3342,713,2,66,61,257,805,2998,121728,39803,23243,16277,11963,10841,12052,11738,96584,23874,3753,940,363,200,203,285
5754,7802,17100,27972,66551,314185,89854,3583,5603,8510,17076,39890,236837,217719,4496,6236,8493,20136,46835,245122,197900,1394,2686,5860,17850,66657,301331,133440,6311,8190,14685,37896,91859,245468,124809,18,12652,35368,76723,149840,143130,111487,15,12913,36461,76224,142472,146826,114307,5304,8253,12805,25366,55119,198780,223591,657,955,2406,7866,39940,296407,180987,34645,196722,134335,79685,44309,28083,11439,1747,15032,169449,191651,105523,35174,10642,12502,37303,71898,140643,184718,77008,5146,81
5265,12062,8461,8812,9614,3559,371,13735,13075,9189,7546,3531,882,186,16014,14777,10267,5208,1362,457,59,39783,5870,1603,408,147,126,207,25454,13923,6205,1875,536,132,19,0,18169,19054,7543,2850,499,29,5,18321,19178,7453,2668,493,26,16653,16192,9123,4033,1756,361,26,33438,10566,2517,926,472,194,31,14737,7453,4910,4699,5551,7568,3226,212,806,1538,2210,3361,10114,29903,12349,8208,13473,7417,4137,1858,702,518
1,0,0,1,2,2,1,0,1,1,0,2,9,1,0,1,8,4,5,8,2,22,2,2,1,1,0,0,21,11,7,3,0,0,0,0,0,0,2,0,3,7,0,0,0,2,2,0,12,0,3,44,20,23,12,3,66,12,21,13,15,16,11,35,0,1,0,0,0,0,40,0,0,0,0,1,17,0,0,26,7,3,0,20,501
24837,224037,259203,244230,235913,177949,49590,25690,206417,250483,229276,230314,227908,45671,5963,83662,226367,282747,282575,292487,41958,464752,229784,180392,157394,102194,57236,24007,50125,228746,359069,283705,196852,73658,23604,393,11726,21642,57563,119955,310972,693508,478,11980,22309,57435,119917,309423,694217,12920,65560,265169,402896,314044,126917,28253,221982,220958,196008,183493,198214,161959,33145,376905,494501,154111,86560,57361,36213,10108,8711,31205,89854,232710,415682,362566,75031,15703,57979,165177,424560,389252,128370,34718,476
7512,974,617,476,666,973,21388,6116,2001,1043,804,879,1354,20987,6508,2688,1194,978,1021,1607,19784,4448,1522,1389,1379,1843,2273,21572,20107,3627,2748,1945,1451,1059,5302,36335,568,0,0,0,0,0,36500,411,0,0,0,0,0,18451,5066,2972,1413,986,1189,5474,4080,1502,1431,1571,1451,2114,20408,15249,4107,2412,1375,1881,2758,5926,536,1239,1320,1191,1225,2178,24935,20263,7965,4700,634,166,69,76,8
0,0,2,2,0,2,8,0,0,0,5,9,7,28,0,0,5,15,10,14,26,44,1,20,2,0,0,10,24,24,9,15,0,12,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,24,15,15,29,15,17,16,3,8,8,19,27,87,0,0,0,0,0,10,50,0,0,0,0,0,62,0,0,68,23,0,1,11,458
12794,73727,52141,27850,77446,278278,100250,69231,106465,111779,151764,162267,20412,897,175464,252256,142381,42290,9992,724,19,231756,158895,113219,62869,29831,19651,7225,458795,99608,31864,22959,10464,618,31,395650,229037,108,2,0,0,0,435475,189215,106,1,0,0,0,426629,121342,37813,27673,9177,1036,317,207788,246590,95274,49630,21273,3984,23,85261,39938,45007,49205,74984,162513,166074,117,1240,5902,11016,15655,45392,542368,363258,150893,48051,20820,17648,16528,4911,337
14755,91767,112884,64979,18771,2197,154,12061,56130,81115,90150,54738,11172,141,11766,30425,40865,60553,94979,66120,799,32147,40049,61738,77544,63107,26881,4041,13281,25997,50026,72819,83685,53732,5967,0,6695,8797,32561,78101,116374,62979,0,6676,9381,33804,77186,114994,63466,11540,25715,46740,77924,104242,38850,496,20784,32338,56791,78613,74604,41131,1246,11207,42105,95806,79997,39678,25749,10965,32099,74901,75567,54765,33353,20873,13949,10552,27669,45344,78623,103252,34992,5075,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
99961,84422,51883,34670,19704,4430,329,88287,74580,42256,38132,35309,15757,1078,63653,85527,44437,40029,38644,21705,1404,12970,52664,79597,70969,55048,21564,2587,11456,30943,47576,51715,54883,63035,35791,17199,95593,143415,37114,2067,11,0,17681,97089,142108,36883,1627,11,0,15895,48985,46841,44161,48668,63718,27131,48154,74007,55878,42005,40751,31553,3051,312,2629,15215,42810,75057,106566,52810,135483,82992,37493,18164,11560,7857,1850,4323,35138,51201,47549,52254,53385,51549,365
130966,50978,14023,4442,1006,388,608,163408,31194,5528,1234,389,291,367,159528,33154,6845,1777,621,281,205,9959,18472,36254,43575,44651,35170,14330,64599,74185,34218,16716,9588,2660,445,506,125919,61144,11948,2531,312,51,521,125309,61399,12200,2588,341,53,115525,54475,17971,9702,3748,851,139,50981,92897,43715,11886,2174,465,293,1694,576,1512,3760,8907,28535,157427,24710,29449,33062,31495,33652,36985,13058,92464,65551,19378,8536,5178,3681,7623,588
149903,90320,39506,19440,17132,25604,9143,159253,92846,50300,25774,14240,5464,2045,191191,98441,41221,12181,3259,2142,311,20883,73903,102881,83057,47392,16968,2472,84446,86628,65541,56134,44663,6683,93,128969,206638,6432,106,0,0,0,130976,205164,6293,86,0,0,0,116579,99679,67934,43784,14489,2514,418,119759,89924,69963,53353,17494,1801,263,4705,2768,2974,9121,30406,102216,195365,27737,60479,62079,56962,52602,48456,35775,65276,115106,80731,45824,23367,10016,3644,300
0,1,6,7,5,9,49,0,2,4,15,12,25,61,0,0,19,24,21,32,51,95,14,22,11,3,4,12,51,50,25,33,3,20,0,0,20,30,4,0,0,0,0,25,29,2,0,0,0,0,3,49,36,39,50,33,61,22,17,16,15,38,41,175,0,0,0,0,0,30,100,0,0,0,1,2,146,0,2,119,57,14,2,36,362
11908,18313,24725,34110,58194,90577,9927,11593,15485,19283,31302,47721,112388,9982,16037,19297,29595,34655,57805,86955,3410,2959,6141,19946,50160,91816,64522,12210,18652,25383,44334,57231,71697,29395,1062,42,21080,55712,71749,62198,23349,13624,89,21882,55040,71631,60022,25640,13450,15351,23151,35497,39817,57296,70729,5913,1951,3082,11725,48119,115184,65817,1876,10650,35560,44782,45023,42202,42782,26755,1806,3283,12138,49326,79337,75719,26145,25903,55522,65064,58576,32513,9096,1080,76
76819,152495,52843,41259,42157,41054,6398,45973,135214,83961,47034,40681,49716,10446,17933,99090,111039,79300,45481,50452,9730,138998,89882,55533,50733,44927,28112,4840,7235,46233,91383,85688,61433,58868,62185,1329,23141,43467,58295,70246,98424,118123,1407,23521,43221,58306,70464,97374,118732,6346,31640,79929,98391,72304,63564,60851,103377,116101,58769,39081,37552,46598,11547,10950,75141,92798,96555,83150,43092,11339,103999,109134,78689,53561,40469,23247,3926,2275,13023,31586,62042,90626,86905,126568,461
303660,7148,3312,1843,1056,717,367,297134,8147,3099,1474,828,673,288,291184,8231,3093,1430,668,432,129,91226,23247,22126,21852,23604,31810,84876,175701,53571,27853,15572,6511,1282,193,267581,2991,3,0,0,0,0,269615,3217,3,0,0,0,0,236064,37746,7059,3771,1677,714,232,182377,42789,31709,27687,19611,16394,3427,2456,1020,1306,2391,5865,15440,270261,49923,40673,35285,27497,25056,31993,70256,240502,23812,8550,4623,2394,674,128,248
0,0,0,0,0,0,0,0,0,0,2,11,4,32,0,0,5,17,9,22,38,55,10,11,6,8,8,14,49,32,24,12,12,7,4,0,0,18,21,7,0,0,0,0,13,26,7,0,0,0,5,50,22,30,31,23,53,12,12,14,14,23,40,102,2,0,0,0,0,30,130,0,0,0,0,0,60,0,13,112,11,0,1,40,540
53886,3335,347,149,134,140,826,52414,2807,274,152,98,134,679,51488,1756,235,110,106,103,528,2474,923,2505,4429,7445,17036,17314,20240,15570,6666,2155,749,311,400,541,17889,21460,2729,326,16,0,899,18365,21456,2411,286,12,0,36204,8780,1753,705,307,136,387,10496,14355,19179,11509,5619,596,749,1441,271,192,141,273,1493,48314,4267,6418,7117,7788,10112,7302,2761,33445,8789,2048,567,282,155,175,600
0,0,0,0,0,0,0,8,0,0,1,0,3,2,16,4,2,1,7,0,5,71,1,2,1,0,3,6,78,12,3,1,4,5,1,19,9,2,0,0,0,0,19,9,2,0,0,0,0,41,30,8,17,9,4,10,78,17,7,4,3,2,14,41,0,0,0,0,0,67,123,0,0,0,0,0,18,0,0,67,17,0,0,26,624
411088,290436,89204,43999,19276,7174,98,404288,320163,89135,35453,10930,1300,6,470075,264190,88036,31159,7220,592,3,56518,225615,263860,190000,92341,30286,2655,134550,278183,194362,128470,86614,35930,3166,9162,475481,308679,61619,5954,333,47,9511,476634,306989,61942,5827,330,42,238204,306965,131376,87233,65563,29930,2004,199044,385731,209767,52546,12371,1808,8,547,552,2490,27547,110488,294984,424667,108392,152466,145234,128639,129141,144406,52997,83742,346333,173086,102785,78386,50897,26046,390
1207,66550,307501,211688,71860,15816,378,1464,80657,299968,187122,82024,23351,414,2873,46183,204114,241653,124716,54171,1290,161703,199982,157542,95557,42892,14513,2811,17006,204814,267603,115006,50219,19026,1326,48,5226,13388,54548,123293,211558,266939,58,5284,13863,58034,119820,212306,265635,5664,96750,338608,165099,61067,7774,38,58827,155805,216931,146144,70198,25366,1729,36496,169160,162689,150301,109198,44435,2721,1154,14377,45232,92403,200617,287419,33798,7369,101080,244903,221517,82822,16503,806,513
42,319,5861,44350,137082,196086,43412,45,1161,17871,104811,160814,122307,20143,244,67203,112950,97226,85030,56509,7990,5641,4127,17288,80252,168516,127395,23933,7040,36515,120035,120136,87291,48281,7854,418,22501,166917,161509,64839,10644,324,1050,22420,164180,164845,63952,10396,309,6488,80357,114003,91430,75122,49675,10077,2305,4647,18946,90414,189869,110733,10238,8233,13314,32644,65527,114423,159828,33183,408,3662,31211,81840,135001,150495,24535,13558,144710,138331,79364,41087,9506,596,176
30986,1491,613,131,12,4,1,30857,1445,696,215,19,6,0,30795,1441,705,239,55,3,0,4734,3391,4149,4572,5050,4831,6511,18690,9197,3240,1058,831,216,6,31567,1671,0,0,0,0,0,31746,1492,0,0,0,0,0,27980,3185,1000,793,257,22,1,16383,7363,4706,2767,1392,601,26,97,36,28,107,715,1707,30548,3667,5332,5354,4623,4199,4857,5206,26422,4235,1302,600,379,246,54,277
2,2,2,3,4,2,6,22,16,19,13,6,9,6,26,24,49,28,5,12,10,142,23,13,9,6,3,0,108,67,34,23,6,0,0,0,16,16,12,19,1,16,1,10,19,14,14,12,18,9,26,81,82,61,63,21,128,54,41,27,30,43,41,135,16,5,5,11,7,78,232,3,3,3,7,11,68,5,5,128,61,23,8,78,133
0,0,0,0,0,0,0,0,0,0,1,4,3,6,2,3,3,6,3,4,7,38,4,1,1,4,1,0,34,17,11,10,3,2,0,0,8,2,4,7,16,11,0,6,4,2,4,23,17,5,21,64,20,39,33,28,104,17,9,23,23,16,53,34,0,0,0,0,0,30,90,0,0,0,0,0,18,2,6,19,20,7,4,43,71
485604,5141,698,286,253,279,607,484595,5805,1007,440,314,280,427,484149,6678,982,372,232,260,195,57939,40547,45770,49873,58799,81604,158336,206916,174498,86496,21123,2923,670,242,348154,142790,1846,68,10,0,0,347702,143161,1929,66,10,0,0,396088,86664,6740,2128,792,327,129,210126,97676,69393,56198,39544,19073,858,372,221,244,481,1591,8960,480999,119484,91968,78740,61894,53374,48872,38536,375323,106613,8346,1759,508,203,116,286
14567,177710,267723,197973,108518,36778,12772,21495,183597,196180,188119,145204,70410,11036,29548,161481,150439,160626,170028,133608,10311,27401,57119,115929,180803,222439,179506,32844,16423,96945,159841,193135,179635,116583,53479,2,7105,66067,227307,267918,196940,50702,12,7431,71233,236515,254729,195445,50676,15487,119871,166223,181236,187667,117814,27743,20038,73895,148291,208078,207935,143960,13844,18189,42348,106914,181398,186978,195846,84368,92171,149276,193358,161078,117733,82905,19520,22103,171156,205197,188810,129822,66946,32007,486
281963,84437,39991,26052,24908,15739,3409,227266,143369,41567,24622,23758,13407,2510,234421,145938,41781,24973,20215,8032,1139,74759,102834,95522,86646,68687,36512,11539,101523,140403,105508,67483,44624,15257,1701,3416,55092,107396,127493,97978,63499,21625,3549,54744,111246,128544,91811,65011,21594,126219,151147,82383,49412,39860,24549,2929,142305,146576,94848,55973,25617,9914,1266,3506,7225,18104,30094,56605,150365,210600,24576,76321,93137,85680,80740,90664,25381,81856,159616,102717,56765,34463,21809,19273,66
0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,6,2,0,0,0,0,0,19,3,2,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,18,34,12,3,7,10,0,156,4,6,5,10,21,1,1,0,0,0,0,0,10,35,0,0,0,0,0,0,0,3,5,1,0,0,20,578
32,9321,28436,35958,47956,17057,1685,604,21260,27758,47901,31648,9884,1390,3142,46663,55290,23550,8682,2150,968,10978,15290,30470,41497,24143,14211,3856,17093,60452,38841,14038,5497,3110,1414,5844,121634,12320,642,5,0,0,5007,121885,13027,515,11,0,0,20853,62920,33325,12700,5581,3403,1663,10318,14197,18678,57562,34552,4144,994,1141,2075,5024,15791,51700,52063,12651,85,1953,3823,6759,16592,68593,42640,21828,61890,37199,11149,4479,2559,1341,227
29222,119860,102365,75491,29991,6508,14051,95762,134531,89938,35340,6869,4145,10903,147738,129967,65174,18635,4495,5053,6426,46603,100751,104727,75194,35308,11391,3514,64588,110485,78715,63124,46164,9354,5058,340561,36873,45,0,0,0,0,344785,32664,32,0,0,0,0,96596,131628,76025,48375,11318,3295,10251,105816,133246,84420,32487,10628,6488,4403,24428,3268,5619,29103,64397,117848,132825,7650,51937,66003,58331,71846,82479,39242,47141,122143,77895,48121,35581,23792,22815,313
