band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
15040,21867,34783,51940,104122,20002,14348,17596,28369,44532,114787,28122,18984,25928,36620,51192,104274,10756,3509,9969,36398,88455,90535,18888,22214,35099,56882,80368,50819,2372,3541,30314,75006,83424,39866,15603,2969,33253,72498,80947,42376,15711,18663,30395,44349,55587,86317,12443,2308,4855,25366,105763,104416,5046,15699,45789,52633,49887,50840,32906,2239,4830,28586,82683,92832,36584,33412,69329,75038,52677,15408,1890,76
117957,132072,55410,47188,48367,12031,68692,147215,76532,47072,54909,18605,28392,129187,114897,66146,55887,18516,157499,90946,61916,55695,39158,7811,11479,68809,111536,81256,67298,72647,2747,32502,59167,77777,107444,133388,2850,34073,57547,76385,106614,135556,8875,51613,107190,99724,73534,72089,128900,114476,55214,43338,51219,19878,19661,98233,109915,106490,63255,15471,124876,117198,79481,51494,34436,5540,3760,19332,50603,94029,102139,143162,461
305537,6633,3037,1512,894,490,299607,6843,2728,1291,763,411,293201,7513,2697,1007,554,195,95686,26075,24992,26959,33419,91610,188487,51561,26136,11755,2481,263,269861,712,2,0,0,0,272222,611,2,0,0,0,249268,27321,6491,2887,982,314,189647,46715,35632,26270,19822,5908,2623,1266,1888,4666,14180,274116,56748,46188,37252,29631,34254,76610,248438,19332,7736,3821,1172,184,248
0,0,0,0,0,0,0,0,0,11,4,34,0,0,13,18,13,47,55,12,10,9,9,17,55,36,21,12,11,5,0,0,29,13,4,0,0,0,28,15,3,0,0,18,47,26,39,31,57,11,15,16,22,47,103,1,0,0,0,30,130,0,0,0,0,60,0,42,93,1,1,40,540
55146,2230,250,171,168,852,54158,1172,253,128,131,716,52097,1246,187,124,125,547,2582,1386,3438,6965,16898,20857,22964,16391,4501,1327,481,427,776,27028,14149,947,61,0,1046,28717,12692,928,46,0,38681,7097,1358,547,183,406,12651,19951,17981,9872,1232,816,1548,221,210,209,1161,48776,5186,7741,8660,9898,11044,3236,36324,6923,1399,398,216,201,600
0,0,0,0,0,0,8,0,1,0,1,4,17,3,2,5,3,5,72,1,2,0,2,7,82,8,3,3,7,1,19,11,0,0,0,0,20,10,0,0,0,0,48,23,19,12,4,13,83,15,5,5,3,14,41,0,0,0,0,67,123,0,0,0,0,18,0,3,76,5,0,26,624
493649,250647,72545,32445,11588,401,497378,263842,73501,23325,3177,52,555900,214256,72377,17098,1637,7,82942,294290,278123,151504,49742,4674,186611,300332,193205,118125,57125,5877,37882,570842,228864,22809,810,68,38158,583739,215695,22829,785,69,306999,291709,124372,86709,47312,4174,244434,429465,155840,27354,4134,48,607,819,8802,82116,267918,501013,133495,177557,160517,146690,166458,76558,151722,350413,157072,101530,66576,33962,390
2154,150800,348733,143348,29116,849,2645,171955,329537,126510,43324,1029,4047,90704,296422,195247,84058,4522,197947,221983,156309,72699,22044,4018,31920,292484,237173,80335,30716,2372,470,6660,30762,108639,223608,304861,431,7006,31150,112506,217081,306826,7554,197785,341226,107587,20747,101,78494,210472,227789,114611,40099,3535,60841,203414,183343,149779,72306,5317,1954,25170,71283,169660,340993,65940,13082,165251,303543,158762,32702,1660,513
42,1238,21348,109772,223962,70790,81,3421,56080,173846,157682,36042,1440,105762,123558,105324,76357,14711,6134,6495,42288,161088,174037,37110,9477,67137,150454,119373,67853,12858,1480,51027,229258,121725,23015,647,2197,55262,223923,122905,22179,686,12000,114367,122979,94914,67225,15667,2915,7337,45746,183394,168457,19303,9437,20779,51609,107979,180185,57163,589,8656,61967,127131,189702,39107,28323,183583,130264,65329,18596,1057,176
31444,1363,386,37,7,1,31234,1348,558,88,10,0,31214,1305,582,127,10,0,5279,4154,5028,5900,5531,7346,20973,8521,2256,1025,451,12,32972,266,0,0,0,0,33018,220,0,0,0,0,29075,2553,968,585,56,1,17676,8030,4308,2254,915,55,105,36,56,462,1583,30996,4517,6307,5992,4914,5433,6075,27773,3458,1071,538,315,83,277
2,3,2,6,1,7,23,20,20,11,10,7,29,37,47,18,11,12,151,19,12,10,3,1,122,67,31,18,0,0,3,17,16,19,9,16,2,20,13,20,15,18,12,36,114,80,75,26,149,45,43,32,45,50,138,15,7,8,10,79,233,4,2,6,13,69,6,13,168,30,11,80,133
0,0,0,0,0,0,0,0,0,5,2,7,2,6,3,4,6,7,39,3,2,4,1,0,36,18,12,9,1,1,4,4,6,6,11,17,0,6,6,2,23,19,6,45,48,38,37,36,106,18,18,26,20,57,34,0,0,0,0,30,90,0,0,0,0,18,2,9,28,15,4,43,71
488056,3016,526,298,299,673,486984,3882,784,412,316,490,486764,4531,732,298,284,259,64308,49252,54487,63953,84701,176167,242585,177966,62485,8464,1055,313,401342,90869,630,27,0,0,401117,91152,571,28,0,0,440018,45992,4820,1395,474,169,225077,108067,73897,55970,27800,2057,412,263,367,1045,6839,483942,135734,103588,83850,64920,58735,46041,425426,60982,5009,1026,279,146,286
29217,271546,270924,171869,55992,16493,41117,224008,231994,196582,105610,16730,51752,187370,181084,196206,177127,22502,34537,82727,171078,241294,235387,51018,24352,134868,207445,226631,153754,68991,166,12632,155485,316227,258957,72574,172,14524,157831,321059,247936,74519,23340,169492,197217,220531,164968,40493,26719,107982,208383,247294,197053,28610,22775,64638,166732,219437,226020,116439,112279,192866,216767,154434,111223,28472,39136,224310,233870,183720,93378,41627,486
311425,69771,43137,27487,19679,5000,264468,120759,39638,28070,19581,3983,278018,123209,35368,25931,12244,1729,96143,119072,96186,98602,50721,15775,134382,146514,101410,66094,25409,2690,7252,72348,153154,128411,86720,28614,6429,75384,150914,131046,83179,29547,156933,154302,74973,49263,36136,4892,168974,161314,80006,47999,16237,1969,4451,11171,25948,49818,137582,247529,34681,96681,107135,93003,105076,39923,111821,169949,94529,49232,28066,22902,66
0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,7,1,0,0,0,0,20,2,2,0,0,0,2,6,0,0,0,0,4,6,0,0,0,0,25,30,10,4,15,0,157,5,6,6,26,3,1,0,0,0,0,10,35,0,0,0,0,0,0,4,4,1,0,20,578
140,19889,31700,58675,27035,3006,2451,28131,41258,49660,17073,1872,7045,66577,45819,16046,3787,1171,13733,19008,46464,36875,18485,5880,25454,68801,30992,9211,4230,1757,25857,109724,4793,71,0,0,29601,106332,4435,77,0,0,29370,69611,25925,8996,4463,2080,13064,15879,39545,61053,9644,1260,1488,2902,9610,38243,69533,18669,174,2935,5636,12571,58891,60238,29208,72456,26335,7434,3308,1704,227
44932,140153,109549,56735,11257,14862,124828,138811,79588,17946,4380,11935,183669,119151,53110,8866,4755,7937,60844,124356,109940,60096,17501,4751,82169,123153,79413,69119,17232,6402,362994,14481,4,0,0,0,362547,14933,1,0,0,0,126214,129498,78086,28591,4192,10907,124925,150295,68383,20570,7302,6013,25116,3624,15043,59075,113678,160952,12750,69724,72779,73422,97933,50880,67539,132946,72680,47267,30268,26788,313
243360,36484,18371,16030,20625,433786,232464,49543,28477,21760,25329,411520,222222,65006,35862,27798,30452,388144,190119,44529,40865,46251,52844,395172,592531,82645,48478,29369,14441,2754,718387,35270,11697,4070,839,97,718075,36196,11187,4007,804,91,528420,135264,57597,31260,15834,1736,203081,50633,44000,41749,40081,389592,313597,86967,62335,54586,110913,141063,30820,34372,29732,27959,40483,605402,609655,94979,41051,15114,5447,3133,23
58,3270,8387,24926,71528,120469,637,6983,15674,46849,141063,17432,2739,45850,93144,77981,8100,824,11666,24636,74481,87476,29318,1061,34159,113491,60376,18409,2144,59,43758,96306,72218,14472,1753,131,43805,99912,68673,14215,1897,136,29867,105602,57811,27610,6890,858,4968,9355,52383,123106,38174,652,6545,11367,33901,76490,88761,11574,58,199,1920,10905,56504,159052,53097,112707,47393,12380,2557,504,217
34658,39504,61191,132710,135023,43999,65639,100869,112119,97562,67581,3315,110505,161579,88856,67056,17376,1713,118373,186181,105508,29410,6293,1320,145520,109383,66842,52980,58104,14256,425728,21327,30,0,0,0,425549,21497,39,0,0,0,164195,118546,67420,52246,41049,3629,106724,159679,116533,55550,7199,1400,14665,52297,67925,104101,133111,74986,19016,55715,52976,56762,96499,166117,93380,134648,71209,48738,31884,67226,305
479588,71581,16802,8496,2984,2258,536578,35472,5592,1886,1052,1129,524086,45083,8736,2226,929,649,207752,118029,85767,63616,52396,54149,321752,145300,67267,31181,13530,2679,564338,16932,434,5,0,0,564582,16732,392,3,0,0,407960,102848,39175,22263,8543,920,388020,111236,48444,21443,10452,2114,971,2021,8744,33539,81739,454695,112508,79734,77520,76223,107357,128367,318673,129999,47153,27837,21658,36389,296
254693,6961,3006,1753,1474,6679,231242,24153,7181,3190,2126,6450,222695,34843,6958,2645,1821,5173,43655,35228,35140,50768,49485,59623,124776,98887,39777,8234,1035,607,118557,119198,29585,5455,305,0,117032,123410,27166,5245,247,0,137815,108573,20980,4099,1329,731,96106,68437,56539,36720,14011,6093,6091,2670,2985,5852,27627,228270,14695,47401,65568,56689,49088,37203,160558,99584,8455,1190,416,506,5
10261,11442,22063,39136,69304,172819,25638,46388,47531,72294,106018,27156,59053,89161,90193,64981,15181,6456,98445,131530,60663,20228,9585,4574,123943,101671,54405,31437,12252,1317,323689,1336,0,0,0,0,323848,1177,0,0,0,0,137252,105784,50971,19457,4530,7031,64115,88223,100078,53367,15169,4073,36405,40392,57741,77721,71294,41472,1260,5000,14147,27448,71268,205902,74380,130517,57078,35026,17794,10230,321
0,0,0,0,0,0,0,2,1,0,2,2,0,6,5,3,1,6,19,1,5,0,2,1,23,6,9,2,2,0,0,4,10,0,0,0,0,2,14,0,0,0,0,15,13,10,11,7,33,6,3,5,8,15,24,1,0,1,0,10,50,0,0,0,0,9,2,6,27,1,0,20,416
1393,5,1,1,1,1,1106,10,1,1,0,0,867,2,1,1,0,0,177,43,52,54,76,239,76,16,6,3,1,0,0,0,0,0,0,0,9,0,0,0,0,0,244,11,1,0,0,0,851,231,248,218,167,34,49,0,1,1,9,581,9,11,8,12,14,48,99,3,0,0,0,0,247
116,5854,19827,68890,122146,30177,1007,13123,59541,77181,84512,11242,3364,45980,65017,59906,63611,8332,35663,19898,30131,52721,79552,27902,29989,25348,39666,48539,61137,40032,2861,90715,131041,19498,19,0,2278,95140,126098,20601,17,0,28259,45812,52797,59997,51669,6555,21193,25277,41321,69638,75852,15826,27413,13921,50044,66850,69823,17816,26210,65464,46583,33371,29959,42633,21705,46584,54196,53280,46933,21094,618
2,14,168,2484,59241,415392,8,724,5650,25301,371447,74171,555,25878,167933,229330,47886,5719,6339,10909,35985,138604,259437,26027,35232,209174,146953,60009,20934,4999,47212,295456,118790,15484,359,0,45727,299460,116148,15717,249,0,37810,203920,131737,68051,28003,7780,1350,3820,16523,161599,286216,7793,7782,13191,40877,148672,247966,18813,118,1167,9220,24886,99020,342890,135682,241987,67809,22121,8569,1133,191
