band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,census_code
2,2353,20268,36125,57603,77728,100000,125485,156659,173577,107440,16027,185,3061,21202,40161,58402,76387,94377,118006,148432,185143,122961,4950,179,5305,15209,33123,53138,79013,102239,126758,167782,181045,106679,2797,89585,81673,65867,63936,60534,65243,73334,87820,98666,102338,67191,17080,12618,25029,48150,68176,77975,92185,104491,116286,134699,115608,64753,13297,0,648,6882,10992,19888,33520,47240,68791,96557,169371,231529,187849,0,648,7904,11455,22470,31129,44677,74707,109956,146896,236665,186760,10119,10368,14094,36191,72504,92889,105096,119447,144271,167964,89518,10806,26958,37218,45317,51657,56540,66838,90439,112860,136491,146844,96901,5204,56114,199385,144088,105323,80664,64865,60261,53652,47461,38198,20850,2406,658,6106,33969,91377,129958,117155,90055,82921,96736,121992,87873,14467,7070,14466,31033,58685,98662,131452,145637,142289,116116,75122,47980,4755,474
310509,19528,1229,381,193,159,116,85,75,81,133,544,308692,20479,1816,508,323,181,130,105,102,115,205,377,308993,19454,2644,698,272,143,103,89,112,126,265,134,18847,18822,22170,22617,24637,28938,29004,31931,33523,34798,37471,30275,70018,102838,77607,50816,21936,6488,1762,734,306,211,154,163,6252,176019,140836,8998,682,175,46,20,4,1,0,0,6983,175478,142433,7265,650,152,48,19,4,1,0,0,144045,156243,22291,5314,2244,1248,682,396,196,137,130,107,104504,69595,51039,41581,25048,17173,10254,8006,3420,1747,359,307,13,17,41,45,83,135,247,587,1484,4448,20775,305158,19912,35162,40499,40863,36583,32429,27643,25301,24689,22186,20723,7043,44176,213617,57573,10988,3458,1438,770,390,269,152,123,79,281
143811,187787,41397,13788,5334,3345,1945,889,533,406,607,119,234976,122881,23851,9511,3703,1928,1051,669,448,410,491,42,235880,112926,29359,10551,4686,2756,1440,954,618,429,333,29,13108,16561,34796,55986,67319,69558,49825,39531,23023,14984,10963,4307,94627,121295,59125,39333,27063,19724,13879,10001,6926,4670,2431,887,30,10736,123570,191491,57280,13618,2553,538,125,20,0,0,669,10249,151815,170269,52707,11042,2440,642,112,16,0,0,171380,97886,55205,29499,16500,11081,6955,5012,3403,2063,806,171,80640,145745,89110,45588,19987,9772,4835,2190,1154,598,291,51,4084,704,621,759,1056,1793,2984,5968,13417,35075,102052,231448,26704,22370,24079,26015,26634,28180,30758,36321,52014,65140,50159,11587,82394,132223,64208,40187,24839,15346,10742,8161,5710,4459,5133,6559,569
230,73,1779,8331,19854,37756,51348,40365,32700,33471,31275,1850,270,313,6116,25331,35151,38146,44426,46983,41991,17710,2591,4,366,4823,27305,70038,69853,38817,25193,13869,6169,2226,372,1,2729,9108,19178,26672,36682,44478,47473,37090,21726,10147,3256,493,999,12873,70175,75109,47150,24001,12887,7297,4438,2690,1153,260,635,62256,116106,47404,16136,8410,4313,2357,867,400,87,61,1036,62116,125409,39481,16316,6763,4180,2313,981,296,86,55,977,20821,71258,67309,41310,24805,13753,8324,5149,3239,1720,367,650,1839,5305,12249,33069,62758,67785,53425,17604,3842,502,4,478,1914,4333,7398,11416,16393,26139,41519,63203,62234,22029,1976,282,319,1123,2517,4264,6579,9784,16972,37041,79114,97384,3653,982,32250,80324,67152,35785,17778,9564,5964,3851,2572,1918,892,229
106,6672,18144,20723,20030,22335,33060,37208,37306,40083,37262,1644,345,11323,28676,27651,21978,27204,31962,36437,41972,36796,9906,323,241,15786,41569,47648,39078,32202,31352,29183,23054,10830,3370,260,5721,20884,23215,27395,42396,53333,48629,31443,14684,5069,1467,337,2293,10640,39667,52068,48264,36183,25416,18711,15622,13014,8879,3816,1182,59020,89649,73116,34681,10893,2565,1454,866,964,183,0,1306,59535,95033,69498,34184,8830,2720,1376,1038,889,164,0,2249,15646,46624,50040,39638,31182,23786,19388,16294,14824,10711,4191,7149,21183,14990,9678,16067,42887,62873,56094,27200,12554,3517,381,525,4705,10139,15364,19966,22294,30612,47183,65173,45728,11542,1342,385,3994,11165,17662,20434,21721,22879,27874,40126,55365,50084,2884,694,13782,48133,54200,39952,29476,22646,18372,14385,11816,13308,7809,237
2582,136309,147928,100396,77580,58505,43524,25442,15209,7760,2107,253,1647,102259,111510,83158,74445,65305,60837,50245,39110,22636,6292,151,5639,89234,69155,53096,47973,51477,57709,65622,73612,71302,32620,156,42608,52444,53059,54470,57408,65440,74616,80942,71555,46652,16794,1607,22067,59520,27347,22514,25720,32466,40388,50399,60986,71447,85763,118978,0,1853,63367,81522,67627,91370,116539,126528,57407,11098,284,0,0,1924,71673,76301,69400,84123,116564,127045,61459,8758,348,0,43253,52206,28464,22867,24997,31401,40420,49415,67544,91385,113727,51916,33034,43912,63026,81117,77332,64111,62323,57709,56489,53803,24422,317,3786,12715,57637,96800,85726,63242,51881,46149,47032,56603,70011,26013,289397,77803,48505,30965,20621,15354,13082,13497,17721,26915,53813,9922,12866,69418,38114,24532,20036,18552,19697,22613,25378,29195,58669,278525,567
369058,143719,19378,6383,3164,1563,1055,444,169,41,60,181,429387,96721,10101,4660,2420,961,499,163,75,47,77,104,467122,60711,10213,3789,1859,854,340,113,60,45,107,2,51604,41614,47015,53974,49429,47400,43207,44899,41070,39370,40723,44910,165159,162019,103839,64183,28616,11062,5111,2858,1557,606,197,8,188308,345120,10873,846,65,3,0,0,0,0,0,0,201079,332559,10819,696,59,3,0,0,0,0,0,0,296330,185777,37284,12287,5707,3675,2020,1164,614,280,72,5,198200,120963,77324,54591,36008,22936,15217,9979,5928,3301,666,102,1927,434,415,484,592,945,1800,3689,7468,15846,69202,442413,19320,32675,41190,45567,45974,44277,45737,45357,57043,64164,69028,34883,140666,265194,84074,25790,11442,6486,3933,2642,1609,1063,1031,1285,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,12,7,2,24,49,0,0,0,0,8,24,10,4,3,19,43,50,76,26,23,8,3,9,14,17,16,7,3,36,2,67,19,26,21,14,33,15,8,7,9,24,0,0,0,0,0,8,58,8,2,0,0,0,0,0,0,0,0,5,69,6,0,0,0,0,0,0,0,22,51,24,8,36,25,43,40,45,66,20,8,5,10,9,10,19,21,16,65,59,179,5,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,1,0,17,102,0,0,2,13,154,79,13,4,2,3,0,10,582
6236,15498,12709,14864,17067,11829,16580,12295,10977,6956,3976,242,2069,11307,7106,6173,8021,15129,13017,20343,21282,19024,5670,88,1894,9764,8488,7647,9795,10832,13120,18111,24214,21852,3459,53,711,2725,4901,5523,6051,8376,14114,21331,28621,25413,9887,1576,951,2445,4751,9221,14835,18420,23996,25289,20594,7828,833,66,0,1151,1102,415,1736,2117,3274,7498,16458,36445,45023,14010,0,1055,1287,355,1884,1965,2552,9654,20135,31421,44883,14038,993,2044,5252,9240,9937,12591,15498,20236,25041,19705,8316,376,1389,5279,4322,4003,4431,8637,15632,27816,33602,20235,3769,114,336,3303,5530,7321,10648,12874,15990,18158,19822,20067,12431,2749,297,484,3722,15384,26124,25199,19011,13747,10498,8760,4985,1018,1255,3963,12280,24170,32322,27398,16574,7572,2727,748,189,31,52
0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10,4,1,2,2,0,0,1,0,0,0,3,36,23,2,3,4,2,6,3,1,2,7,6,32,27,13,6,9,6,9,1,5,7,6,8,41,48,24,6,0,0,0,0,0,0,0,0,0,64,41,7,0,0,0,0,0,0,0,0,0,26,43,32,32,18,33,24,22,26,30,48,110,133,11,21,19,6,12,11,10,13,29,40,176,54,2,0,3,2,0,1,2,1,0,1,60,177,0,0,0,0,0,0,0,0,1,4,14,8,6,13,5,26,10,13,5,5,6,4,85,26
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,0,0,2,2,2,8,7,2,9,1,8,9,9,10,15,5,7,114,17,0,1,1,1,4,1,2,7,0,0,63,56,23,13,2,1,7,3,8,0,0,0,0,11,3,8,21,5,9,5,0,0,0,0,0,12,2,12,20,6,14,4,0,0,0,0,13,20,30,38,52,22,21,27,7,9,20,6,133,29,12,11,15,20,15,1,4,8,30,10,93,2,2,0,0,0,0,0,0,0,0,79,230,0,0,0,0,0,0,0,0,0,1,14,4,2,5,11,63,47,7,2,1,1,0,39,180
97955,227706,166477,80821,30700,13306,3519,1136,310,66,8,1,41020,183203,125972,110226,79969,48650,19888,8947,3261,804,65,0,16532,85440,117387,103077,91646,81177,71401,38933,13231,2979,202,0,136501,195056,116570,64192,41110,28197,19166,11943,6222,2507,534,7,4595,22459,60019,94996,133052,135523,93010,45524,19659,9055,3664,449,2,5026,6865,8934,14293,27828,31555,40607,45348,66603,103158,271786,61,5104,7700,8754,16079,25604,30357,40976,49648,58880,109017,269825,5680,29933,45270,71620,97530,120359,109686,77333,40562,17396,6109,527,88819,170839,149760,109694,56874,25848,11332,5288,2514,916,121,0,2634,44173,95872,87602,69944,54597,48945,44233,45735,50073,55447,22750,43952,62172,74457,84003,84853,75532,64212,55131,46590,22714,5577,2812,416,18069,30603,33062,39041,53181,77698,98312,95608,76593,65053,34369,453
78,6792,48597,76150,77934,70655,50592,34232,26352,18169,5490,80,82,6937,32735,58045,79345,72209,60574,43247,33591,22927,5403,26,157,15146,70851,91267,73501,54891,39758,32544,22892,12070,2041,3,1478,4503,9536,19163,38457,60005,80187,85440,63720,37683,12248,2701,1309,8972,26645,56107,83020,81815,66174,45604,26235,13413,5415,412,270,4736,12916,47161,83912,104501,76197,48581,21613,12007,2963,264,298,4552,16849,45803,89977,93830,74369,52044,24129,9862,3121,287,935,10848,39588,63042,70067,62422,54173,42757,35637,23680,10568,1404,845,4326,15467,35995,66025,75415,76375,69336,46418,21229,3661,29,745,2538,4280,6860,10656,16895,30896,57892,100933,123451,56840,3135,307,1966,10254,28781,48639,66860,75501,71957,58022,34874,15986,1974,426,16180,73139,110189,87988,55500,34586,20513,9501,4785,2093,221,135
78,6792,48597,76150,77934,70655,50592,34232,26352,18169,5490,80,82,6937,32735,58045,79345,72209,60574,43247,33591,22927,5403,26,157,15146,70851,91267,73501,54891,39758,32544,22892,12070,2041,3,1478,4503,9536,19163,38457,60005,80187,85440,63720,37683,12248,2701,1309,8972,26645,56107,83020,81815,66174,45604,26235,13413,5415,412,270,4736,12916,47161,83912,104501,76197,48581,21613,12007,2963,264,298,4552,16849,45803,89977,93830,74369,52044,24129,9862,3121,287,935,10848,39588,63042,70067,62422,54173,42757,35637,23680,10568,1404,845,4326,15467,35995,66025,75415,76375,69336,46418,21229,3661,29,745,2538,4280,6860,10656,16895,30896,57892,100933,123451,56840,3135,307,1966,10254,28781,48639,66860,75501,71957,58022,34874,15986,1974,426,16180,73139,110189,87988,55500,34586,20513,9501,4785,2093,221,135
416,34901,72603,73165,61618,64028,64439,56830,32612,13556,5166,1322,3840,90578,100347,76905,69361,56152,38265,24472,11423,3969,4225,1119,24005,131971,106471,75544,53770,37427,25070,13394,6025,2032,3389,1558,13197,33853,76314,109509,108305,68093,39107,17565,7200,3205,2427,1881,11704,51209,67736,67684,61215,59513,52626,45362,34077,19406,5534,4590,1,10120,111682,177537,117654,53856,7672,1777,353,1,1,2,0,9876,133887,166528,118100,42806,7097,2092,267,0,1,2,24034,92744,76540,71547,59952,47740,38307,30623,20966,11295,2146,4762,15490,64470,125089,110347,69320,45932,23912,13686,5900,1817,2648,2045,5764,5681,4390,7398,13252,22101,40418,65912,87520,93309,106761,28150,3846,24054,46239,55058,55664,53132,51852,52666,55888,46243,27305,8709,2233,42437,73083,63089,58940,53200,46832,40842,32639,25160,25822,16379,383
66575,404016,242145,95419,40734,14562,4791,1195,323,141,67,14,174821,422393,171482,63540,25375,8433,2893,748,200,60,32,5,139248,307547,188322,108345,64106,36859,17228,6285,1648,349,42,3,110797,212771,221314,137073,78504,43907,26721,15565,10965,7730,3819,816,48662,112749,127284,122473,107009,94606,88798,76531,56713,28313,6573,271,0,443,46548,186730,213564,185082,120965,73728,23792,12392,4867,1871,0,511,50209,187208,220540,168970,123451,75872,26301,10033,5010,1877,65365,170628,164636,122524,99569,82564,71989,54190,30200,7726,566,25,241532,280732,183574,89727,41496,19840,7879,3156,1376,553,114,3,11353,6567,13566,18920,27822,40921,62850,89552,128418,185848,214239,69926,129098,129429,109137,94243,81897,70060,59391,53888,54043,44858,24272,19666,13796,66162,117982,121804,96729,75543,63397,57284,48914,43891,61003,103477,528
121777,2387,372,179,108,78,54,62,80,102,216,502,118952,4265,892,377,215,147,120,109,120,146,334,240,116409,6008,1561,545,301,232,147,126,110,161,222,95,14684,7482,6432,5769,5985,5993,6990,7835,9506,12108,18325,24808,38016,29885,21208,16744,10750,5026,2142,986,599,277,158,126,58915,60758,5520,606,84,19,13,2,0,0,0,0,59166,60666,5472,504,80,15,10,4,0,0,0,0,63200,44467,10898,3054,1577,1009,579,478,288,179,101,87,46140,15205,13653,11026,10606,9181,7927,6233,3293,1676,646,331,1,11,42,28,43,98,190,397,756,1727,5786,116838,26420,17996,13612,11027,9147,7461,6543,6218,6576,6982,8332,5603,34388,71440,12354,4164,1703,782,365,222,147,109,126,117,285
1116,5910,4476,6173,11371,14110,17115,33232,64752,206161,161107,3695,575,3876,3235,3675,5236,7427,13185,19766,38489,116128,315845,1781,1515,4099,3609,3726,5541,9130,14084,23335,44843,133695,283423,2218,813,868,1380,2456,3671,7290,14069,31574,70589,186677,196300,13531,1318,6487,4499,5617,9417,17192,27147,42953,88530,148014,157509,20535,0,492,5855,13054,20615,41349,51318,81640,89509,93641,76092,55653,0,442,7229,12846,24230,37203,48076,77160,100929,84287,80630,56186,1752,4922,4855,5291,7960,12142,18112,27290,51975,121135,206866,66918,401,372,494,843,1515,3296,6228,17044,49990,169715,276533,2787,1379,65757,119306,99343,75717,51226,37165,26755,21936,16260,8056,6318,653,1757,5724,37423,120033,129838,95065,70335,33856,18751,13070,2713,5603,10133,20828,32335,44704,67999,95819,112250,88905,40168,10076,398,81
387,7575,6566,5942,5065,3882,5661,5772,4925,1824,466,79,2973,13439,7389,6427,5115,4735,3725,2479,1100,496,245,21,5433,13502,8423,7588,5562,3822,2069,965,432,236,96,16,30857,10961,3173,1414,805,293,174,93,71,85,113,105,15745,12914,8436,5087,3223,1403,713,372,157,66,26,2,0,2505,9153,12909,10609,6573,3566,1710,807,258,54,0,0,2018,10877,12613,10987,5353,3212,2050,805,176,53,0,12956,6045,10513,7281,4555,2809,2156,1141,449,194,42,3,23984,12484,6190,2710,1048,697,359,324,179,119,35,15,9580,6911,4160,3400,2760,2567,2776,3158,3758,4578,3596,900,46,260,426,708,949,1181,1433,1789,2857,5828,17260,15407,7983,5289,4239,7948,7738,5115,3557,2564,1797,972,674,268,518
0,1,0,0,0,1,0,0,3,1,1,0,0,0,1,0,1,0,0,2,1,7,2,0,0,0,0,4,4,3,3,3,5,4,2,0,18,4,1,2,1,1,0,1,0,0,0,0,2,21,9,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,6,0,0,0,0,0,0,3,1,0,0,4,8,0,0,1,7,37,10,14,14,10,8,4,0,49,19,9,7,14,9,6,9,11,10,10,1,32,3,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,14,0,0,0,1,22,8,2,2,1,0,0,20,501
591,49003,132505,152092,154550,149863,132548,142221,128112,103290,57181,13803,1887,50008,119167,143037,143875,138613,134038,129670,145219,134685,68226,7334,1293,8656,43294,98391,141504,166964,165867,159847,169360,182073,72028,6482,307187,203935,132591,113962,104103,94975,84472,64850,45881,32131,22126,9546,15593,56916,128256,199935,211538,178945,148479,125541,82299,38441,18173,11643,0,1716,6591,7851,12570,27967,39627,69187,74573,199170,379665,396842,52,1721,7440,7897,14662,25857,38593,65326,91697,178138,390030,394346,8915,6748,32053,91934,173320,233153,230172,194875,137694,68028,28466,10401,120517,140410,127581,122612,113420,105597,109153,113465,116986,94653,44186,7179,56189,462672,283902,136180,81446,54069,43205,34822,28383,20643,11154,3094,3811,7921,17269,30653,58301,105674,166785,233202,270830,205905,100093,15315,5433,16183,31743,56087,106913,203304,285743,252903,140615,68242,36536,12057,476
6120,1658,484,427,414,311,327,317,423,492,1068,20565,4089,2482,1173,674,684,450,412,544,599,686,2110,19281,4300,2820,1612,957,701,587,520,555,696,869,2025,18138,3578,1320,842,771,770,642,888,1187,889,1405,2060,20074,17863,3227,2076,1603,1533,1134,1163,909,619,585,782,4745,31659,5159,85,0,0,0,0,0,0,0,0,0,31823,4984,104,0,0,0,0,0,0,0,0,0,15336,4046,3395,2117,1415,974,756,500,605,736,930,4741,3334,1006,919,898,856,637,964,904,1015,1159,2017,18848,11195,5064,2319,1552,1182,1067,891,1078,1251,1607,2521,3981,215,490,757,741,791,736,647,662,877,1177,4528,21003,16933,4820,4656,4238,2138,610,194,105,52,39,35,53,8
