band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
4500,7002,11503,20151,30460,84639,323375,47588,2760,4926,5994,10344,22571,48869,328483,105271,3954,5269,6179,12218,24517,57745,306211,113125,1211,1850,4154,9263,26712,89520,312759,83749,4913,7391,9555,22671,44679,113951,240121,85937,2,6345,21490,53528,81896,140571,132228,93158,2,7669,22882,51397,79622,146543,127349,93754,4107,7422,8835,16558,29841,67536,213988,180931,560,707,1505,4149,12374,60888,356709,92326,16598,169844,140007,86279,51221,34635,20965,9669,1397,6737,88128,199166,135104,64152,27003,7531,10450,26114,52120,92918,151524,145450,47971,2671,81
3556,10972,8555,6334,8638,7720,2110,259,10912,12889,9101,7176,5379,1925,653,109,13192,14166,10757,6215,2636,830,318,30,38107,6884,1858,654,222,116,125,178,22554,14541,6920,2793,924,318,77,17,0,11658,18758,11333,4341,1742,294,18,0,12895,18827,10126,4274,1793,212,17,15238,14276,10104,4541,2787,959,227,12,31820,10838,3287,1168,540,322,142,27,13231,7420,4785,3942,4301,5391,6706,2368,152,580,1155,1683,2271,3808,11483,27012,11545,5966,12056,8745,4989,2929,1359,555,518
1,0,0,1,0,3,2,0,0,1,1,0,0,3,9,0,0,0,4,7,5,6,4,2,21,2,3,1,1,0,0,0,20,12,4,5,1,0,0,0,0,0,0,0,2,0,4,6,0,0,0,0,4,0,2,10,0,1,33,21,19,19,10,2,62,15,10,20,11,15,12,9,35,0,0,1,0,0,0,0,40,0,0,0,0,0,2,16,0,0,4,27,3,2,0,20,501
12267,169832,231172,225333,201951,200930,137816,36458,14191,156871,213650,211875,198523,210404,181706,28539,4040,49203,166409,240450,245344,249730,234916,25667,426910,216803,164644,148396,118224,76979,44525,19278,36554,164211,307684,282734,216064,140255,48611,19646,50,8257,12823,35565,65195,118192,371513,604164,104,9109,13950,34466,63691,131925,365599,596915,11435,36281,169631,328776,333178,229563,85260,21635,197365,191143,178743,162886,162742,176862,123632,22386,256138,546625,181672,90023,61488,44922,27448,7443,6919,22082,55188,139440,277070,393747,271444,49869,11847,41512,100439,265865,423580,255681,90711,26124,476
7214,1048,646,506,489,578,856,21269,5661,2083,1113,695,782,773,1547,20530,5932,2800,1328,917,764,1007,1721,19311,4246,1494,1044,1139,1455,1509,2477,21062,19580,3586,2383,1887,1607,1084,944,5168,35696,1207,0,0,0,0,0,0,35820,1091,0,0,0,0,0,0,17412,5365,2720,1786,959,902,1137,5270,3879,1380,1196,1195,1288,1595,2051,19973,14286,4292,2195,1606,1426,1794,2667,5442,400,1062,1111,1157,991,1195,2331,24377,19165,7244,5623,1363,250,101,57,70,8
0,0,0,2,2,0,2,8,0,0,0,2,7,5,12,23,0,0,0,17,12,3,16,22,43,2,10,10,2,0,0,10,24,21,3,24,0,1,11,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,6,26,14,10,27,15,13,18,4,6,6,6,25,20,87,0,0,0,0,0,0,10,50,0,0,0,0,0,0,62,0,0,11,80,0,1,0,11,458
11441,37716,78260,23883,33034,98971,300220,38961,30390,128798,82529,105328,174534,90324,10420,492,155069,214616,167511,61701,21176,2611,432,10,211224,148902,110128,69517,39944,22753,14911,6067,431509,112844,36314,21010,17674,4682,292,14,97118,526983,683,13,0,0,0,0,113123,511283,380,11,0,0,0,0,397632,133495,43827,25888,18156,4108,621,260,179791,237328,99640,60977,31804,13384,1622,16,79905,34792,39842,39082,48546,84065,158057,138693,67,762,3387,8335,10887,16509,57045,524698,325146,167578,56060,25146,15490,15661,13806,3222,337
9319,69457,103983,74984,37984,8637,1047,96,9263,42582,63330,80855,68643,35624,5148,62,9358,24167,32726,43693,65331,88935,41152,145,28354,32159,47592,66675,64520,45438,18022,2747,11502,19401,36374,55225,72084,69217,38380,3324,0,4189,5396,17749,40883,79602,109859,47829,0,4936,5403,17459,41161,87409,102236,46903,10203,18661,34914,54565,81389,86207,19306,262,18256,24392,43205,61871,70451,60950,26002,380,10145,25257,79132,81118,51308,29019,21138,8390,24626,62354,68758,57451,38528,25274,16271,12245,7754,21915,34768,52341,87240,75361,22750,3378,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
81831,87766,47905,37275,26175,11390,2836,221,73420,78277,37610,34696,34945,24670,11300,481,49836,83682,44980,34985,35645,30896,14790,585,9259,40343,63931,68604,58549,37261,15774,1678,8973,24743,38407,45144,44986,49105,56277,27764,10385,60143,132034,82075,10296,461,5,0,10808,67707,134832,71490,10142,418,2,0,11332,41120,44097,37561,38940,46359,56671,19319,42408,63342,55100,39305,36865,34201,22839,1339,245,1382,8994,25157,49913,73759,98058,37891,118902,84928,41458,21145,12425,9259,5955,1327,2615,25180,43786,42952,42354,46195,49330,42987,365
117006,59198,16362,5952,2398,622,315,558,151830,39467,7940,1748,556,283,264,323,149002,39904,9005,2767,906,423,236,168,8605,13790,27299,37618,37247,38183,28334,11335,51527,72907,39285,18492,12070,6205,1585,340,404,65504,106030,23533,5391,1286,222,41,415,78919,95521,20552,5416,1362,192,34,99935,62677,19995,11099,6004,2063,527,111,38891,82167,56343,18225,5201,989,340,255,1637,457,929,2254,4651,10608,31674,150201,21532,24722,28432,28679,27493,31212,31041,9300,72694,76316,23124,10241,5742,3896,3324,7074,588
127515,99638,41462,22532,15166,15585,23029,6121,140057,94575,54985,26575,18124,9874,4373,1359,169048,102237,49067,18235,6058,2164,1759,178,16668,51088,90076,83609,61353,32221,10893,1648,72656,78841,63725,49188,48589,28844,2294,51,75520,243317,22777,515,16,0,0,0,79485,243505,19119,397,13,0,0,0,102252,93014,64216,50334,26857,6723,1717,284,104866,85260,61446,59053,34146,6411,1189,186,4193,2684,2463,4222,13453,38521,108644,173375,21010,52071,53935,52937,47105,46030,40962,30040,51365,101666,82814,51838,30110,15901,7436,2834,300
0,0,5,6,4,6,8,48,0,2,3,5,14,12,25,58,0,0,8,28,15,16,35,45,89,20,9,20,6,1,4,12,42,46,28,35,8,10,13,0,0,18,14,22,0,0,0,0,0,18,22,16,0,0,0,0,0,0,34,40,28,27,49,32,57,22,20,10,14,10,40,37,174,1,0,0,0,0,0,30,100,0,0,0,0,1,2,146,0,1,25,133,26,7,3,35,362
8468,16655,19393,27174,32782,64725,73711,4846,9091,14970,13569,22683,31996,54669,98033,2743,13608,15883,23951,28090,34712,65099,65381,1030,2548,4064,12599,30665,60240,81612,47129,8897,15361,20615,34119,44100,58018,58433,16559,549,0,13525,35776,59560,63362,46319,17655,11557,2,15073,38689,54956,62561,48341,16980,11152,13206,18368,28040,33793,38643,58547,54057,3100,1682,2208,6168,22471,67542,109010,37951,722,7053,28695,39472,38901,37661,37540,35593,22839,1491,2544,6088,25532,59438,72277,61710,18674,20983,45039,56025,55732,43439,19879,6007,650,76
53189,154262,58630,39358,34224,37869,32314,3179,32125,119185,87244,53885,33681,38254,43640,5011,12841,73652,102912,83071,53126,38197,44365,4861,121486,90742,53319,44814,42391,36410,20544,3319,5082,32674,69747,84321,63496,50613,52687,54405,561,13513,33030,47312,55216,63518,96068,103807,656,15574,34006,44234,54534,69807,91166,103048,4752,20272,59512,83142,78693,57123,57836,51695,84156,112450,63520,38464,32616,34606,40737,6476,6446,57257,81847,82259,81880,63929,30761,8646,87721,101927,75586,56321,40142,32712,15410,3206,1412,9585,20912,41786,66855,80415,79190,112870,461
301477,8348,3296,2086,1216,785,614,281,294819,9180,3402,1777,1044,623,581,217,289101,8934,3626,1750,830,480,370,76,87381,22091,19112,18169,20113,21795,30664,79416,164218,55257,28849,17860,9909,3684,759,147,261643,8915,17,0,0,0,0,0,264156,8665,14,0,0,0,0,0,225257,45313,8163,4347,2435,1069,502,177,174461,41182,31189,25162,20422,16182,13515,1881,2299,911,1076,1491,2882,6963,16504,266613,44794,35922,32686,26786,22533,22900,30047,65015,228871,32200,9257,5178,3131,1545,407,94,248
0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,30,0,0,0,13,16,4,22,36,51,12,9,5,6,9,8,12,43,32,23,14,11,7,8,2,0,0,0,29,12,5,0,0,0,0,0,28,14,4,0,0,0,1,34,30,19,28,28,21,50,11,12,10,16,9,25,35,102,2,0,0,0,0,0,30,130,0,0,0,0,0,0,60,0,7,60,68,1,0,1,40,540
51856,5122,501,147,128,119,146,798,50685,4406,312,180,82,88,156,649,50616,2474,320,120,102,77,113,504,2398,759,1643,2606,5484,8824,14783,15629,17390,14683,8596,3187,1122,511,224,378,447,8005,26197,7304,849,154,5,0,791,10233,25363,6068,828,144,2,0,32905,10942,2491,798,466,195,98,377,8664,12522,15314,14083,8244,2507,466,703,1377,293,144,165,143,353,1852,47798,3593,5431,6103,6460,7042,9873,4706,2557,30295,10873,2670,808,310,216,139,150,600
0,0,0,0,0,0,0,0,8,0,0,1,0,0,3,2,16,4,1,1,3,5,0,5,71,1,2,1,0,0,3,6,72,17,2,2,2,5,3,1,11,12,7,0,0,0,0,0,16,7,7,0,0,0,0,0,34,34,3,19,10,5,5,9,78,12,8,5,4,4,1,13,41,0,0,0,0,0,0,67,123,0,0,0,0,0,0,18,0,0,25,54,5,0,0,26,624
333115,319501,106475,57750,26994,12963,4423,54,315218,374649,96053,48801,20724,5207,620,3,386054,312506,97629,46344,15300,3230,212,0,40235,176123,236504,202493,123740,61243,19416,1521,106433,238793,201087,133835,93257,62551,23524,1795,2129,317268,383248,134943,21390,2035,230,32,2655,352201,365630,117106,21361,2104,193,25,177764,312755,144261,88300,67533,50025,19685,952,153912,315856,264875,95096,24009,6608,919,0,511,412,1028,8277,50021,129050,318224,353752,90065,133052,130311,118141,109206,120069,122897,37534,41918,320991,187997,108301,78956,60728,42039,20345,390
777,31047,219347,250516,121535,43188,8335,255,1182,34928,233503,234524,104391,54239,12045,188,2218,23761,130985,234209,158451,90589,34351,436,135865,178463,150853,111058,59509,27506,9642,2104,10283,139627,257007,154660,65815,35125,11663,820,32,3467,6563,27830,68765,120743,215085,232515,32,3884,7084,27587,69424,136147,202554,228288,4928,45154,262295,234188,89349,36329,2732,25,45212,121328,185556,164659,94235,46762,16326,922,22048,139438,152060,134052,117818,80500,27481,1603,749,8478,30753,58427,112554,222605,223768,17666,4914,62115,183135,231712,136428,46799,9448,449,513
42,114,2249,20223,70220,144878,163454,25972,44,477,7813,51248,126655,133820,95899,11196,80,39420,100658,90602,80722,67618,43674,4378,5315,2966,9164,37472,111351,148160,96071,16653,5757,22776,84732,113803,94186,65636,35322,4940,303,10761,87452,183249,101929,36996,6295,167,896,12496,97591,170399,102171,38233,5226,140,4604,52875,103256,88611,72796,60758,37468,6784,1844,3482,9149,41523,126114,163685,75641,5714,7523,9236,23164,41902,74088,116416,135674,19149,316,1847,15178,53871,88487,138854,111799,16800,6437,108652,137923,89158,53378,26033,5182,389,176
30568,1708,698,219,33,9,3,0,30548,1538,742,312,86,8,4,0,30454,1539,757,351,116,19,2,0,4285,2875,3338,3963,4331,4377,4175,5894,16829,9525,3976,1420,751,626,107,4,29341,3897,0,0,0,0,0,0,29652,3586,0,0,0,0,0,0,26448,4322,1097,729,527,109,6,0,14995,7254,4756,3009,1780,1016,425,3,87,36,28,46,240,846,1882,30073,3087,4531,4773,4425,3737,3795,4373,4517,24708,5366,1533,695,415,288,204,29,277
