band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
2,666,10376,24137,38662,50887,69349,83392,104311,121064,149171,136385,74052,10813,105,1303,11456,26802,41910,50923,66899,81182,94192,114579,150001,157772,73494,2649,45,2827,9670,19910,34007,49204,70304,86101,102307,129628,155903,151903,60190,1268,75319,75626,58791,53772,53501,52930,56899,62117,74925,78221,88543,83430,47228,11965,10671,18919,31889,52188,62746,67540,80180,89437,95647,111233,113156,86587,44037,9037,0,35,3467,8876,13090,19848,26614,38507,54795,78625,113154,143695,196775,175786,0,39,3643,8952,13543,20083,27346,40833,55086,78873,105589,146565,219519,153196,8579,9701,7654,20801,42405,65966,81059,89007,101413,112164,141779,128543,57931,6265,21919,30821,36506,41750,45347,47791,60394,74799,93673,109172,122665,127617,58149,2664,34194,170341,138380,105738,81406,61258,59122,51894,47370,42690,37349,28503,13786,1236,445,3311,16867,51592,95124,113406,98478,78141,70846,76461,92992,108192,56985,10427,5210,11449,19237,38375,59981,93053,114063,125057,122232,113806,76904,59933,31281,2686,474
295708,33063,2174,519,244,166,125,93,81,68,66,80,133,513,293101,34611,2808,715,371,229,164,113,99,76,105,103,193,345,298923,27450,4051,1037,419,211,113,82,90,87,100,129,218,123,16346,16447,18133,17806,21068,22697,23534,23956,26054,29323,29363,31662,31607,25037,55025,89986,74885,55860,34267,14889,4791,1605,725,356,203,168,117,156,1888,126875,174435,27347,1940,361,116,46,19,5,0,1,0,0,1557,130391,171783,26603,2128,375,124,45,20,6,0,1,0,0,115257,157147,45498,7626,3160,1667,1030,619,369,223,120,118,96,103,90777,64219,53467,35386,28613,22407,14071,9232,6930,4108,2447,889,206,281,12,15,23,44,40,73,127,202,411,902,2053,6053,26798,296280,15850,28285,34098,34443,34886,30614,27272,23506,22636,20894,20668,18352,17535,3994,20783,188468,94314,18100,6041,2394,1150,689,389,265,152,129,95,64,281
102253,203258,53873,20767,8246,4315,2750,1673,1002,509,348,407,494,66,191849,149563,32775,12837,5468,2960,1398,963,586,436,357,386,359,24,206943,124167,38651,13830,6790,3463,2314,1253,935,580,450,368,202,15,11766,11273,24503,39125,55298,57673,57690,45813,33714,25077,15635,10904,8283,3207,67867,124447,60319,40512,29826,21577,16619,12057,9181,6859,4890,3415,1714,678,29,1292,59926,195297,100752,31266,8163,2330,660,204,37,5,0,0,666,1574,62562,191210,103163,29292,8284,2358,622,190,33,7,0,0,149729,97332,57969,33954,20427,12932,9208,6132,4528,3330,2427,1349,511,133,58078,125316,101301,55693,26591,15612,8251,4302,2215,1265,684,416,207,30,3983,623,543,548,756,1029,1535,2435,4195,8621,18023,42757,110283,204630,23469,19133,19772,21673,22688,23365,23882,24641,30845,38623,52515,55136,35836,8383,56928,130754,67518,43159,29208,18883,12747,9409,7414,5615,4076,3991,4439,5820,569
230,26,539,3641,9215,21740,32632,44013,34134,31607,29226,29729,21028,1272,270,69,2644,11023,24001,32201,35119,33391,43126,41761,25695,8806,924,2,302,2157,14334,39696,68735,52311,33667,23066,13202,7048,3204,1184,125,1,2072,5842,13160,19456,27181,31000,40136,42483,32224,24386,12747,6025,2033,287,859,4887,43564,71411,55313,35105,19168,11438,7031,4465,2997,1845,768,181,87,35350,104270,72761,21985,10855,5639,3925,2338,1021,545,137,58,61,355,36026,105621,70757,21979,10982,5401,3837,2285,999,532,148,63,47,725,9625,49325,66549,48225,32221,19810,12200,7934,5053,3615,2261,1258,231,485,1215,3192,6990,15707,32432,55849,57052,53634,23646,6959,1656,214,1,409,1156,2988,4951,7368,9604,15456,21701,32064,47293,60109,42193,12610,1130,272,181,639,1515,2643,4056,5778,8041,12807,22945,47676,82761,68616,1102,535,16767,59862,69198,47515,26099,14295,8493,5564,3964,2571,1977,1485,707,229
18,3029,14146,16187,17662,17940,19028,27949,28287,34009,34147,35155,26319,697,153,5218,22776,23318,20011,20736,24965,26474,29391,34165,40002,22514,4786,64,86,7749,31928,38092,39276,31936,27457,27856,24990,22793,14102,6058,2173,77,3837,16122,19147,20508,28824,37985,46521,43589,29387,17168,7477,2851,930,227,1712,6045,25008,42386,44578,39307,30079,22291,16937,14087,12227,10313,6496,3107,154,40345,74977,77231,45745,23347,6742,2487,1202,897,779,610,57,0,117,41003,74795,75814,47419,22529,6709,2500,1278,944,769,639,57,0,1709,8583,31874,45455,38644,33273,25841,20709,17085,14642,13640,11790,8045,3283,4996,16860,15156,10746,8838,16102,39256,52958,54491,30418,15389,6964,2215,184,425,2597,7377,10829,14746,16121,20898,25627,36570,51798,53711,26275,6954,645,240,2381,7023,13059,16114,17854,18690,19447,22798,29213,41705,50897,33927,1225,400,7010,30840,49276,42361,31675,24675,19711,16500,13628,10613,10578,11325,5981,237
738,83870,145252,92637,87515,63991,49297,38147,24433,16307,9451,4663,1112,182,438,64989,108327,78763,69458,58011,58338,52177,43936,38625,26913,14922,2609,89,1939,66947,68957,50084,42986,41373,44288,48441,56369,60252,63257,57185,15464,53,36081,43457,45740,45038,50197,49369,55547,65667,67720,65164,51720,31287,9677,931,12332,57635,28824,19951,19784,22457,28651,34128,41142,48430,56629,65922,74827,106883,0,0,23549,88205,57603,64228,72154,104967,110253,70989,22943,2632,72,0,0,0,24567,85401,60580,58952,73921,100393,114311,75214,21128,3053,75,0,31777,52641,28473,20919,19130,22223,28025,34259,41114,50520,66965,87487,95922,38140,27534,35186,47275,65575,69844,62228,54890,53635,50083,49217,47470,42245,12303,110,3537,6401,31908,72668,83320,64698,57374,45072,39891,39452,42972,53329,60393,16580,273871,75170,48413,33327,22512,16416,12936,11161,11532,13017,18396,28814,46416,5614,6643,58478,41749,24844,19349,16584,15871,16858,18571,21409,21726,30167,60979,264367,567
329750,164359,33131,8672,3798,2104,1451,838,556,230,67,35,56,168,386115,132227,14516,5910,3088,1512,882,447,198,64,50,39,68,99,432942,89471,12465,5111,2487,1423,649,306,118,62,46,36,97,2,45733,36324,37415,44334,40080,43747,43403,37524,38154,34988,35646,34013,35327,38527,135884,155540,100223,71497,42736,20467,8531,4485,2837,1649,921,326,113,6,70384,445798,26911,1858,241,23,0,0,0,0,0,0,0,0,58593,459312,25152,1895,240,21,2,0,0,0,0,0,0,0,252964,200142,56610,15987,7631,4704,3022,1809,1108,688,355,154,38,3,178291,117260,75419,50209,41401,30201,17241,14193,9142,5755,3890,1795,336,82,1873,378,335,394,424,476,917,1437,2781,4906,8994,19217,91068,412015,15613,26131,32917,37634,39777,38899,38032,37679,39578,44798,52947,56903,60120,24187,95317,255769,115795,37109,15834,8516,5312,3446,2470,1675,1058,885,879,1150,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,10,6,5,0,30,43,0,0,0,0,0,11,21,10,4,1,4,31,42,37,74,24,17,14,6,2,8,10,18,13,7,7,5,33,0,68,9,19,26,19,8,29,14,10,7,4,11,21,0,0,0,0,0,0,8,53,13,2,0,0,0,0,0,0,0,0,0,0,5,65,10,0,0,0,0,0,0,0,0,0,50,30,17,5,28,26,22,43,28,45,58,25,8,6,5,7,9,10,10,20,18,19,63,50,177,6,1,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,1,0,1,93,25,0,0,1,2,28,153,64,12,5,2,1,2,0,10,582
3415,13950,11215,12869,10185,14863,11706,14021,12784,8873,7667,5410,2102,169,966,8789,6408,7154,6588,9152,10748,12974,13547,20136,16960,13564,2193,50,1188,6616,8009,7763,7034,8667,9143,11671,14521,19439,21100,12751,1297,30,504,2030,4263,3791,4340,6605,6754,11815,16424,24203,24521,16388,6638,953,618,1971,3168,5865,9993,13314,15694,19765,21833,20586,12575,3422,371,54,0,85,1895,542,505,1947,1547,2066,5521,12991,23113,30355,34684,13978,0,215,1783,539,435,1956,1618,2510,5677,12448,21174,33615,36194,11065,748,1494,3142,6927,8745,8681,10320,14785,14122,18832,21676,14984,4542,231,1291,3980,3921,3216,4030,4748,6875,11478,24203,27795,25183,10815,1636,58,233,2054,4314,5336,7191,8996,11888,13665,15010,16621,17632,15960,8313,2016,267,300,1358,7303,17597,23043,21342,16931,12465,9530,8252,7208,3060,573,912,2531,7541,15210,24548,27642,23004,14864,7781,3456,1204,406,111,19,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,10,2,3,1,2,1,0,0,1,0,0,0,0,5,34,23,1,2,4,3,4,3,3,1,2,4,3,7,31,24,14,7,4,8,6,7,1,4,5,6,6,6,40,42,24,12,0,0,0,0,0,0,0,0,0,0,0,60,43,9,0,0,0,0,0,0,0,0,0,0,0,19,41,28,30,17,19,30,20,16,29,23,25,48,99,131,9,19,12,14,8,9,10,4,13,18,26,45,163,54,2,0,2,2,1,0,1,2,1,0,1,0,60,177,0,0,0,0,0,0,0,0,0,0,2,8,9,6,7,10,5,4,28,8,13,4,4,5,5,3,84,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,1,0,0,2,2,2,7,6,4,5,5,5,3,8,4,10,16,5,6,6,110,17,4,1,0,1,1,4,1,2,0,7,0,0,60,51,25,16,4,1,1,5,4,7,2,0,0,0,0,5,9,2,14,15,3,7,7,0,0,0,0,0,0,8,4,2,19,14,5,12,6,0,0,0,0,0,9,21,18,33,39,34,21,21,24,6,5,11,19,4,131,18,21,4,16,14,16,12,4,1,8,9,30,4,93,1,2,1,0,0,0,0,0,0,0,0,0,79,230,0,0,0,0,0,0,0,0,0,0,0,10,5,4,1,3,8,9,71,36,6,3,1,0,1,0,39,180
72934,173687,184049,107859,48207,20660,9569,3098,1343,438,127,28,6,0,22255,161108,111012,105892,87662,63920,37191,17985,9201,4027,1403,336,13,0,9988,61622,97792,96027,81359,78116,70355,63960,38254,17573,5755,1158,46,0,100267,187676,121748,71475,44816,32041,23603,16873,11504,6944,3362,1477,215,4,3586,13380,41039,63737,94276,120561,114065,82035,47481,22324,11144,5819,2268,290,1,2962,6238,7171,8497,16057,22022,27595,32845,38447,46021,58627,99206,256316,42,3258,6085,7158,8731,15755,22273,26785,33096,39681,42406,59032,111085,246618,3988,20253,34713,48567,70476,88176,104219,99522,70091,44431,23099,10426,3754,290,64288,145498,141530,112104,75195,43318,19901,10046,5329,2910,1363,497,26,0,2203,22141,76556,80789,69846,54110,49177,42335,38341,38185,41437,43363,49487,14035,36348,50729,60084,68558,73687,71331,64232,55762,48783,43032,31403,12158,3644,2254,151,10287,25302,27146,29551,35090,46845,65085,81438,87323,70719,64670,50704,27694,453
78,2285,27264,57802,65415,65865,61497,40796,35025,24355,19555,12755,2386,43,66,2260,17043,41655,60282,67884,60163,50783,42960,28956,26259,15016,1786,8,104,6279,41858,78120,72229,61652,45571,34652,29125,23079,14989,6778,685,0,1165,3328,5482,11590,22739,33990,54848,70787,71998,62488,44672,22222,7932,1880,744,5930,15518,35792,58677,72840,68367,58268,42249,28201,16424,8526,3350,235,74,3358,6138,29279,53174,83198,78275,67567,46729,26245,13474,5547,1830,233,81,3589,5963,28675,52911,80185,79905,68359,47150,26643,13065,6476,1933,186,551,6056,23408,46342,58751,59407,52387,46150,39518,32786,26334,15456,7228,747,621,2519,9039,22897,38627,56011,68359,71198,56702,46189,29750,11898,1302,9,462,2010,2937,4683,7007,9661,15214,25143,43444,71779,103670,95098,32496,1517,225,1105,5030,15908,30596,45677,58266,65169,63254,54529,40288,23382,10912,780,171,7451,42960,85827,92454,68426,46133,30681,19847,10990,5481,3311,1228,161,135
78,2285,27264,57802,65415,65865,61497,40796,35025,24355,19555,12755,2386,43,66,2260,17043,41655,60282,67884,60163,50783,42960,28956,26259,15016,1786,8,104,6279,41858,78120,72229,61652,45571,34652,29125,23079,14989,6778,685,0,1165,3328,5482,11590,22739,33990,54848,70787,71998,62488,44672,22222,7932,1880,744,5930,15518,35792,58677,72840,68367,58268,42249,28201,16424,8526,3350,235,74,3358,6138,29279,53174,83198,78275,67567,46729,26245,13474,5547,1830,233,81,3589,5963,28675,52911,80185,79905,68359,47150,26643,13065,6476,1933,186,551,6056,23408,46342,58751,59407,52387,46150,39518,32786,26334,15456,7228,747,621,2519,9039,22897,38627,56011,68359,71198,56702,46189,29750,11898,1302,9,462,2010,2937,4683,7007,9661,15214,25143,43444,71779,103670,95098,32496,1517,225,1105,5030,15908,30596,45677,58266,65169,63254,54529,40288,23382,10912,780,171,7451,42960,85827,92454,68426,46133,30681,19847,10990,5481,3311,1228,161,135
18,20244,59641,63403,54763,49809,58853,60740,44129,38233,18590,7242,4571,420,1335,57544,97218,73054,67526,56082,44424,32801,24451,13330,6031,2079,4463,318,9447,113193,95672,80552,57298,43476,29550,22459,13151,6992,3112,1226,3790,738,10994,21410,54086,85871,95170,83837,57903,35921,17202,8572,3802,2296,2136,1456,8823,33290,58860,56610,56519,55744,49215,46597,39451,33307,22653,12280,2871,4436,0,1853,65365,155041,130857,84747,32987,7055,1964,775,9,1,0,2,0,2172,68162,154505,131533,82545,32280,6956,1841,650,9,1,0,2,15043,76787,71014,63868,54819,49657,41369,34173,26867,21088,13981,6202,1155,4633,12888,42138,92831,106702,79970,59999,36120,21362,13484,7045,2680,1116,3038,1283,5459,3889,4599,4423,7833,11851,20532,33097,51712,69640,79149,81629,91555,15288,2474,15775,34149,44989,47764,47427,45415,44399,44951,46834,46237,33908,19797,6537,1363,22206,64795,56873,52038,50058,45649,40533,36048,31325,23181,21976,21461,13150,383
39101,305191,288358,131425,60241,27910,11225,4352,1439,427,161,98,44,10,116235,396467,208073,83326,37552,17938,6453,2739,802,241,95,36,23,2,93955,278052,194930,122410,75803,49181,30096,15602,6851,2289,640,154,16,3,88454,164099,202759,157622,98749,56384,36299,22994,15560,10531,7824,5531,2667,509,36869,88291,107671,111148,98811,90126,79867,76498,68726,55365,37017,16236,3190,167,0,38,16799,101197,190483,187875,135975,110726,70462,31304,13648,6283,3385,1807,0,34,16403,94885,190545,181284,144287,111562,73995,31507,13188,7101,3601,1590,50358,133034,153471,121115,93871,81934,71503,61883,50739,33984,15161,2685,232,12,191228,255689,197019,108669,59281,29649,15366,7176,3202,1609,742,299,50,3,10987,4223,9879,13772,18384,23916,37988,52444,71158,96101,132888,177369,172594,48279,109423,114448,99310,86566,76787,67990,59340,51200,47115,45706,44536,32767,17894,16900,9352,44286,90174,108322,98371,77636,63875,54797,50144,45123,37503,41132,56028,93239,528
