band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,census_code
18,7662,35431,59609,91359,124557,159320,205843,162096,27372,359,9076,37278,63673,89012,118686,145470,208971,188846,11896,476,9831,26881,56865,91914,126157,163548,215808,173403,8384,108611,88718,76775,74984,77750,89297,110502,122845,97713,26072,16976,36571,71669,90089,108828,126955,145226,158500,97582,20871,0,2589,11473,22346,35522,54800,90970,147510,262850,245207,0,2645,11946,21918,37097,60218,97026,158961,241504,241952,12862,11030,29030,73602,109641,127926,151059,193651,144400,20066,34050,46810,59301,64022,80345,110442,143627,171272,151038,12360,97457,221151,147849,103854,80128,71451,62190,52247,32213,4727,1117,14060,72913,147240,143893,106996,102014,130850,131229,22955,9733,21098,53608,102027,154902,174101,166798,109567,71720,9713,474
320178,10599,743,300,179,127,100,95,127,585,319317,10942,1046,457,237,152,123,125,215,419,317137,12893,1534,458,182,126,116,138,298,151,22745,23616,27041,30038,32591,35690,38011,41858,42729,38714,91662,114865,78476,35503,9197,1963,674,294,217,182,40995,241560,48608,1599,200,53,14,3,1,0,41668,238962,50641,1474,216,56,14,1,1,0,182969,131666,11700,3497,1553,780,390,185,158,135,120196,76534,53625,35910,22675,12823,7223,2985,718,344,16,26,60,71,161,322,943,3028,15486,312920,26032,45146,49487,45285,39498,33156,29630,28727,24830,11242,88180,207356,27901,5921,1892,871,432,214,171,95,281
205693,148161,28591,8779,4238,2172,900,552,662,213,275875,94938,18269,5219,2549,1252,666,507,586,100,273887,90701,20855,7273,3442,1698,964,627,455,59,15368,26334,55278,77552,82796,62087,37611,22810,13924,6201,129811,113586,57278,36361,24131,16160,10765,6923,3744,1202,39,38206,245031,96928,16521,2661,498,72,5,0,675,39130,245427,94989,16530,2677,466,65,2,0,196832,98403,48856,23906,13554,8042,5311,3401,1402,254,108191,163124,77177,30406,11944,5428,2100,1035,474,82,4249,786,794,1221,1967,3882,9129,26079,89821,262033,31047,27531,29909,32096,33399,35996,49018,73148,69497,18320,118194,126437,60518,34669,19379,12595,8862,5849,5819,7639,569
236,458,4833,21137,41359,55963,49274,37031,45243,3498,280,1682,17497,35962,49906,50603,59150,36454,7472,26,530,11649,57976,88805,52242,29263,12943,4634,984,6,3743,13850,28460,38748,54046,57779,36613,19206,5802,785,1315,35876,96011,66065,31040,14615,7526,4268,1916,400,9812,106687,101934,23289,9225,4859,2174,799,184,69,9676,108421,100697,22891,9436,4897,2073,771,104,66,1848,43771,92060,57298,31503,15779,8526,5058,2600,589,879,3330,9257,30364,72040,82417,48929,10392,1409,15,652,3180,6908,11931,19261,32992,57378,81823,41148,3759,318,563,2153,4482,7568,12510,25275,67368,123018,15777,2624,60297,95075,53199,23076,10912,6413,3679,2580,1177,229
317,14472,23320,23467,26434,36809,48051,44430,52331,4942,850,23199,33681,25181,34266,37393,45422,52480,21203,898,884,30894,53948,51659,39139,38155,33675,19622,5949,648,9032,26169,29972,44727,63044,58146,29304,11020,2649,510,3299,22302,58784,59737,44993,29639,20878,17358,12466,5117,11620,85828,105335,52476,13282,2943,1369,1073,646,1,11111,87033,106659,50457,13126,3111,1438,1207,430,1,3579,29927,62699,50753,38421,27808,21787,19095,14749,5755,10632,24239,14065,15668,47350,77149,55684,22262,6759,765,764,8018,15193,22400,26618,38469,64241,72864,23445,2561,724,7053,18023,23570,25991,28222,36454,58125,67922,8489,1418,28387,66927,53177,36328,26638,20779,14949,15467,10503,237
10799,186366,152375,102640,71120,49096,26784,13710,4306,399,8725,145026,116386,87731,80456,70154,58443,36913,13470,291,17080,108973,69571,60153,60797,70643,83116,86966,59479,817,54056,60799,66286,67106,77182,91905,93729,73250,30182,3100,36757,57610,28172,28852,38243,49889,63614,78926,98621,136911,0,6700,114897,83425,100717,144659,129398,35606,2193,0,0,7010,117071,81041,98299,145655,135140,31944,1435,0,57580,50355,29812,28527,36914,49238,65669,94349,130057,75094,40828,58487,89501,93828,79888,73234,68804,68086,43745,1194,4386,27830,99259,110040,78391,61394,54978,60569,80876,39872,308569,80495,46984,27638,18959,15661,17096,25880,54248,22065,26157,74323,35398,25270,22370,23959,28518,30891,55708,295001,567
416009,107388,13206,4393,2269,1111,482,107,56,194,474187,57647,7442,3502,1472,546,151,69,73,126,497778,35405,7456,2766,1143,368,109,63,124,3,59567,52409,58317,60622,60121,52708,50533,50077,47384,53477,204690,170111,99143,46402,14532,5870,2868,1235,343,21,364733,176791,3517,167,7,0,0,0,0,0,364828,176814,3400,167,6,0,0,0,0,0,352368,151884,23302,8860,4646,2304,1195,509,131,16,225362,128544,79325,48049,28742,19002,9115,5427,1515,134,2025,498,533,688,1053,2336,5552,12943,48898,470689,24940,42630,52606,55333,53494,53264,59083,73509,81130,49226,205025,248328,54751,17301,8247,4574,2729,1510,1244,1506,315
0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,14,6,15,58,0,0,0,6,26,12,3,7,43,64,83,24,22,7,9,16,23,11,5,38,29,46,30,29,15,37,15,9,6,29,0,0,0,0,8,60,8,0,0,0,0,0,0,0,5,73,2,0,0,0,0,0,1,71,25,10,42,36,61,48,75,15,7,7,14,17,23,19,56,75,180,4,0,0,0,0,0,0,0,110,200,0,0,0,0,0,1,0,4,115,0,0,5,99,144,14,4,2,2,10,582
11396,16916,13224,18746,17921,17038,16400,10565,6593,430,4895,11046,7563,10880,15421,15439,24754,26937,12095,199,3274,11120,10967,11169,11890,16209,23507,30766,10187,140,987,4618,5911,7595,9176,18189,29097,34243,16984,2429,1393,3208,8646,16027,21349,29177,30042,16693,2575,119,0,1796,778,1514,2433,3336,11814,28550,58551,20457,0,1809,756,1498,2483,4209,13331,34817,49092,21234,1262,3296,9384,11345,14770,19134,24153,30299,14819,767,2762,5306,5277,5535,9181,19102,36930,35760,9150,226,640,5007,7560,11450,15355,19403,22381,24594,18686,4153,346,1063,10526,28259,31016,22145,14998,11488,7894,1494,1706,7248,21537,36886,34011,18707,6948,1761,388,37,52
0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,10,4,2,2,1,0,1,0,0,2,37,24,2,5,2,7,4,2,5,4,36,34,8,9,9,10,2,8,8,6,44,52,26,0,0,0,0,0,0,0,0,82,28,2,0,0,0,0,0,0,0,32,51,38,24,39,27,31,33,52,117,133,21,18,17,13,11,12,26,45,185,55,1,3,1,1,1,3,0,1,60,177,0,0,0,0,0,0,0,4,15,10,9,9,14,26,13,6,8,5,86,26
0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,0,0,4,2,8,9,8,2,8,10,11,19,7,8,120,11,1,0,2,5,1,3,5,0,87,47,19,4,1,7,8,3,0,0,0,14,5,23,6,10,4,0,0,0,0,12,4,30,6,14,4,0,0,0,25,21,40,58,31,23,27,7,23,10,143,26,7,24,20,16,1,8,19,24,93,3,1,0,0,0,0,0,0,79,230,0,0,0,0,0,0,0,0,15,4,3,11,40,74,8,2,1,0,39,180
139019,266683,139413,56763,15087,3773,1050,195,21,1,78382,198772,140362,108850,62674,22823,7748,2185,209,0,31560,116434,132594,113490,101181,82636,35072,8275,762,1,180427,210228,100373,55170,35428,21916,12224,5037,1182,20,6689,40215,90733,148373,164634,104743,43876,15757,6128,857,185,7582,9968,15281,29932,38334,49878,61082,107812,301951,239,7712,10163,15014,30174,38701,52899,62521,105618,298964,9332,41856,68420,108283,142501,128822,77734,33103,10890,1064,120421,204394,158972,84075,33972,12567,5304,1943,355,2,4360,79570,112944,91164,66784,58215,52959,57504,63772,34733,55345,79090,95956,102556,92022,75888,63527,43179,10951,3491,1432,29144,37914,44182,61700,96261,120725,100684,85121,44842,453
93,19158,80979,96642,83334,54498,41584,26823,11850,160,184,15357,57216,91974,84622,69249,49183,34634,12621,81,484,36020,102596,96845,69868,47282,35608,21212,5172,34,2205,7088,16310,38261,69278,97423,96463,61730,22118,4245,2178,16039,49375,92186,98090,77075,47269,23069,8934,906,1104,6710,39409,92366,113907,85912,48188,20090,6927,508,1098,6708,38271,89419,115813,90158,48291,19550,5278,535,1900,21707,64149,83266,75880,63286,49274,35869,16979,2811,1283,9539,28378,65811,93062,95384,69384,42578,9596,106,1169,3550,6614,11573,19068,39826,83185,142968,100000,7168,497,4188,22476,51475,78171,90792,81910,56383,25305,3924,1078,36989,117901,117559,69895,39628,20254,7865,3588,364,135
93,19158,80979,96642,83334,54498,41584,26823,11850,160,184,15357,57216,91974,84622,69249,49183,34634,12621,81,484,36020,102596,96845,69868,47282,35608,21212,5172,34,2205,7088,16310,38261,69278,97423,96463,61730,22118,4245,2178,16039,49375,92186,98090,77075,47269,23069,8934,906,1104,6710,39409,92366,113907,85912,48188,20090,6927,508,1098,6708,38271,89419,115813,90158,48291,19550,5278,535,1900,21707,64149,83266,75880,63286,49274,35869,16979,2811,1283,9539,28378,65811,93062,95384,69384,42578,9596,106,1169,3550,6614,11573,19068,39826,83185,142968,100000,7168,497,4188,22476,51475,78171,90792,81910,56383,25305,3924,1078,36989,117901,117559,69895,39628,20254,7865,3588,364,135
2946,63161,90060,68620,81944,74878,63516,25952,6711,2868,12246,123111,103826,89794,68206,44017,24557,8601,3546,2752,51589,148282,113792,71019,44506,28258,13376,4392,2637,2805,17556,54226,115665,132078,89746,44505,15861,5664,2919,2436,18108,70516,80411,78909,71117,62295,51282,31838,11267,4913,7,45619,207107,156715,61402,7862,1867,74,1,2,13,47153,205337,155853,62841,7762,1668,26,1,2,38675,111360,87883,76155,58484,45319,32663,20084,5093,4940,22461,101710,152273,98858,55346,27490,13259,4078,2205,2976,6249,7001,6436,13489,25411,51501,88130,109749,123149,49541,6497,37975,62104,67140,64277,62484,63923,63739,39838,12679,4445,71605,79898,72389,64645,55573,46800,32929,31135,21237,383
125134,459314,195446,63679,19878,5124,1044,235,98,30,280843,408187,125178,40081,11755,3142,613,130,46,7,208250,327560,172751,88606,47260,19067,5386,993,104,5,144297,273913,217311,113013,55832,29961,17282,11081,5980,1312,67590,143246,154421,132757,114769,105097,85123,51967,14411,601,0,7782,135586,279070,209929,139709,65686,20864,8870,2486,0,7893,145834,263481,210230,147468,65514,20047,6978,2537,93229,215170,169505,126148,101234,84254,56958,21511,1917,56,307864,302865,157017,63372,25783,8876,2928,1003,271,3,12015,10734,19262,29610,47528,78286,119632,186780,259191,106944,156523,147905,121431,102660,85345,70722,63855,61748,36849,22944,21437,102061,149702,126137,92679,75591,65792,53602,65324,117657,528
122882,1452,326,152,89,66,78,100,226,546,120498,3181,653,324,192,152,118,161,300,338,118771,4484,1098,429,274,183,125,174,257,122,16492,8244,7395,6960,7254,8352,9920,12770,19361,29169,45003,31984,22693,15432,6517,2355,1060,505,222,146,84321,39438,1973,148,22,13,2,0,0,0,82237,41529,1962,151,24,12,2,0,0,0,73935,40563,6116,2302,1289,681,506,286,135,104,50454,16003,14724,12546,12084,9630,6032,2934,1084,426,1,29,43,42,108,253,596,1341,4595,118909,30444,19802,14690,11524,9203,7762,7606,8117,9151,7618,55900,56976,8237,2693,1025,432,230,137,144,143,285
3309,5094,7128,11272,16353,22581,47740,151024,253677,11040,1921,4352,3992,5040,8719,16638,28082,77368,372471,10635,2449,4762,4313,5582,10514,18059,33081,88949,346127,15382,954,1184,2266,3811,8263,19374,47146,143263,271454,31503,2871,6533,5992,9537,19597,33766,64408,140943,205712,39859,0,2341,12820,23242,42962,61190,102366,108584,107045,68668,0,2376,12629,22407,44538,64192,105386,109470,99932,68288,2819,5869,5792,8446,13996,22841,39152,95670,221146,113487,477,479,778,1506,3681,7990,28954,113578,357712,14063,4053,112482,131923,99110,65160,42992,30168,23442,12294,7594,902,2805,19067,114223,158431,112398,70041,28264,18770,4317,7636,14451,33344,47452,78719,117799,132064,75445,21407,901,81
1621,9820,6838,5405,5733,5984,7840,3838,927,138,6171,14536,7332,6502,5537,4644,2076,952,356,38,9136,13626,9639,7246,4683,2347,902,372,170,23,34504,8685,2733,1127,454,198,101,89,116,137,18390,13896,8033,4639,1850,802,355,138,36,5,0,6202,14500,14143,6904,3746,1886,642,117,4,0,6224,14275,13848,7501,3908,1729,558,97,4,13793,9285,11133,6409,3539,2486,1040,376,78,5,27750,11866,4950,1777,770,438,338,164,72,19,11169,7285,4270,3566,3088,3395,3931,5041,5003,1396,89,366,691,1075,1349,1736,2401,4907,14522,21008,9731,4891,7403,9790,6497,4162,2788,1579,930,373,518
0,1,0,0,1,0,0,4,1,0,0,0,1,1,0,0,2,5,5,0,0,0,2,6,3,3,4,6,4,0,21,2,1,2,1,0,1,0,0,0,6,18,10,2,5,1,0,0,0,0,0,0,0,0,0,2,0,2,2,6,0,0,0,0,0,4,0,0,2,10,0,0,5,36,14,18,14,13,5,0,56,14,10,14,13,10,9,13,11,4,33,2,0,1,0,0,0,0,0,0,40,0,0,0,0,0,0,0,3,15,0,0,0,7,24,3,2,0,0,20,501
2684,89978,181197,186964,177781,167383,161367,142176,85659,20570,5525,88453,161292,177586,163731,158590,163149,173432,111923,12078,2258,17708,86050,157021,197065,197457,194746,215510,136864,11080,358248,209905,142956,129733,115911,100411,69156,46075,30203,13161,22726,90467,198769,260645,218576,179171,134577,69578,26861,14389,0,4390,9127,13977,29201,48410,85504,123345,427340,474465,52,4401,9338,13663,30175,50766,90185,144904,402747,469528,9910,13437,71278,176944,274554,274513,217254,118116,45291,14462,152305,162326,148961,135567,130978,128089,138861,134539,72695,11438,111880,550274,231948,112542,67814,50682,39377,29786,16866,4590,4886,12458,27827,58029,120429,209406,297573,299725,160822,24604,7667,24164,51468,105314,231050,342917,265889,115050,55462,16778,476
6493,1538,594,414,375,327,504,487,1046,20828,4890,2118,1340,573,631,594,549,838,1744,19907,4965,2985,1442,825,760,647,666,921,1933,18636,3923,1197,927,1033,843,1127,1230,1430,2219,20497,18701,3212,2291,1799,1433,1298,992,745,826,4942,33955,2941,7,0,0,0,0,0,0,0,33949,2956,6,0,0,0,0,0,0,0,16020,4739,3109,2190,1225,863,658,713,1077,4957,3579,1076,1223,828,944,1244,932,1337,2122,19272,12620,4695,2287,1502,1275,1113,1298,1709,2512,4697,295,704,906,961,864,776,856,1203,3106,22953,17734,5958,5281,3559,863,214,112,50,46,56,8
0,0,0,0,2,2,0,2,1,7,0,0,0,0,2,5,7,6,8,21,0,0,0,1,16,7,6,10,20,10,38,7,1,9,10,2,0,0,1,9,8,28,12,1,23,0,0,3,9,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,24,0,0,0,19,13,9,13,12,19,13,8,19,6,3,5,5,6,6,20,20,86,1,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,62,0,0,0,27,64,0,0,1,1,10,458
6568,9323,77530,41046,16833,28018,59248,136832,242968,4120,13157,122746,48309,62646,100187,150259,96245,26884,2282,100,132584,143280,172675,107055,43303,19284,4000,768,172,5,177665,121067,111380,77083,52576,34280,22160,12864,10642,3729,375274,142695,45022,22364,16322,14957,6702,896,104,3,2528,616082,6117,66,4,0,0,0,0,0,1222,617677,5825,70,3,0,0,0,0,0,345741,146925,61093,26269,20814,15923,5630,1029,409,154,134341,202941,120845,76449,43160,29819,12953,3768,277,9,72037,28895,28514,32869,31306,37354,53512,94433,148815,95247,19,360,1292,3848,7032,8453,10897,20115,89586,480088,269696,180072,71523,34533,18106,12553,12336,11992,9761,1537,337
4478,37207,78351,79374,58333,32383,12390,2501,449,41,7130,22039,44055,58926,63880,56971,38364,12930,1195,17,7307,15140,23062,28215,36220,49369,67994,64592,13598,10,22989,23010,31762,41616,55403,51532,43595,24489,9550,1561,9804,11564,21653,34280,45201,56360,59546,46306,19319,1474,0,822,6228,5448,14836,30160,53238,76601,88780,29394,0,842,6212,5254,15490,32968,56404,81093,78361,28883,8944,9933,22033,32707,44726,64274,74336,43958,4487,109,14832,15924,26425,38446,52097,56615,53183,37570,10365,50,9086,10170,42777,70312,63307,43616,26436,19627,14859,5317,15542,44117,55523,53360,44647,32217,22499,16807,10430,10365,3952,15960,22221,30674,43971,67302,73762,33971,11942,1752,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
48466,96228,46621,30400,33062,22609,11891,4906,1130,86,49272,81388,36334,31871,25138,27665,23263,15339,5026,103,27489,79620,46608,32015,27751,29043,26084,19761,6887,141,5844,24007,45440,51798,55048,47424,36521,20383,8254,680,5298,16872,24507,34484,36106,35557,37980,42041,45068,17486,4005,40220,85952,107013,47447,9715,1012,35,0,0,3784,40861,84374,105361,50457,9872,668,22,0,0,6941,26973,36171,33172,30853,31297,33932,41067,44807,10186,25957,50410,55805,39842,28141,28414,29820,24511,12166,333,159,546,3001,10425,21647,37746,53674,68857,80230,19114,93283,83995,46145,26976,16034,10291,7881,6433,3666,695,893,13309,30237,36433,33661,33578,37033,35286,44077,30892,365
84573,76241,23559,9019,5126,2188,639,315,276,475,128773,54604,12763,3355,1490,462,268,193,252,251,130640,49226,14114,4841,1857,796,403,220,198,116,6921,8452,16523,24934,30482,29774,31038,27694,19128,7465,33169,66768,44129,24405,13740,10000,6507,2672,793,228,309,8052,128430,44764,13916,4794,1618,408,101,19,304,8696,129344,42981,14082,4972,1549,391,73,19,74891,72519,25233,12659,8404,5119,2419,840,242,85,26388,64110,59916,32724,12488,4697,1251,395,246,196,1579,304,479,994,1921,3464,6422,13862,36447,136939,17124,18570,21810,22959,22902,21694,23641,26847,21329,5535,40313,90636,29979,13819,7628,4747,3573,2506,3009,6201,588
91625,107334,47295,27283,17610,10457,12512,16180,17301,3451,109336,93020,61661,29046,23129,15257,9574,4901,3609,389,135781,103969,56222,29878,12737,5489,1942,1606,1028,94,11526,30952,58168,77233,63562,51089,32751,16062,5265,948,55504,66125,56864,46379,39538,38869,31630,8784,470,25,35965,240670,61915,3394,185,16,0,0,0,0,35841,239000,63597,3845,223,13,0,0,0,0,80958,81280,61653,47938,37987,23428,8522,2530,955,146,81063,74987,61724,46315,46536,28424,11122,1629,632,125,3313,2664,1751,2216,3618,9470,21993,52292,113359,136879,12710,39106,42847,43229,42061,37665,37009,35670,32873,20920,30001,81516,79138,57532,39496,25437,15618,8424,4988,1814,300
