band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,census_code
9048,92586,282494,402633,86506,21032,127961,298241,324689,101344,13218,128054,291763,334325,105907,229750,152243,155512,224968,110794,56368,154390,245588,311001,105920,1696,18950,141592,400847,310182,1573,19022,141581,409831,301260,23034,107242,256111,362988,123892,110088,148881,207765,300180,106353,180485,308611,199024,145545,39602,75244,287268,221164,184649,104942,28411,128380,279624,305843,131009,474
318284,13564,1101,76,8,322701,9719,561,43,9,324150,8455,368,51,9,74434,56064,58628,72189,71718,191302,116550,23742,1406,33,228331,104230,465,7,0,231214,101332,481,6,0,290765,38913,2973,369,13,169022,88494,51414,22635,1468,17,93,658,10932,321333,24114,80869,83107,77151,67792,275475,53961,3254,293,50,281
367119,17893,2092,909,1160,365799,18822,1741,846,1179,360681,22553,2363,1001,933,28243,43568,113299,151488,50044,222248,103480,43278,13347,1820,11487,141958,220340,8773,321,11493,138513,223935,8317,301,293055,70658,16280,4388,674,180525,173209,31172,4629,1304,4224,1120,2764,15337,363014,54811,83284,95431,102203,47479,277235,71190,22453,7696,4578,569
58,2370,17949,208812,29843,361,12884,107468,130431,7888,1875,81590,137633,35665,2269,44328,78214,94721,39905,1864,9257,106018,105927,33467,4363,25885,190277,40860,1927,83,26073,190039,40977,1885,58,5492,97417,111976,39439,4708,14356,73623,122575,45856,2622,4739,45643,115841,86923,5886,1780,15501,48715,123852,69184,6948,98770,114274,32086,6954,229
9078,32870,25392,155054,52179,24643,29916,61951,142111,15952,42966,29815,114842,79645,7305,22181,58152,113175,74420,6645,21181,47644,107254,79199,19295,72675,165373,33992,2508,25,70262,166955,34878,2452,26,26841,44739,100963,84392,17638,30686,34438,121820,79020,8609,5734,45462,107791,76842,38744,13037,53961,90921,91809,24845,17359,75226,99390,56475,26123,237
186114,262465,124910,39431,4675,87829,204049,160767,130461,34489,67863,111905,103724,199962,134141,95961,116351,131003,192836,81444,71864,42195,58812,144346,300378,3231,76764,102430,319858,115312,3322,76334,104854,335173,97912,78673,43524,54744,157888,282766,71852,123881,139875,184625,97362,55499,293140,97806,92719,78431,445604,56253,24768,30896,60074,80532,45278,37030,53084,401671,567
324444,151721,60491,8344,215,452364,82206,9503,1004,138,493948,45520,5050,619,78,211953,147927,89932,59624,35779,329330,172691,36675,6335,184,512960,30912,1223,103,17,513631,30233,1235,98,18,430341,95332,15709,3686,147,373874,128325,32878,9218,920,2943,2803,12723,84244,442502,26809,77736,115183,166650,158837,315507,174108,40454,11084,4062,315
0,0,0,0,0,0,2,23,6,74,0,6,38,18,99,117,31,12,37,41,80,49,37,47,32,0,0,16,58,2,0,0,16,62,2,0,74,43,76,101,102,22,7,54,123,186,0,0,0,110,200,0,0,0,122,0,12,248,18,12,582
13379,14452,59680,38385,3333,13715,22634,64911,25685,2284,13879,40867,49468,23194,1821,18868,36539,47007,23976,2839,15322,57541,41857,13969,540,14057,107708,7425,39,0,15390,106015,7783,41,0,10842,40243,48138,27339,2667,14632,33505,53133,26400,1559,4348,18970,39494,48607,17810,254,10856,32131,62595,23393,17297,60088,38331,12479,1034,52
0,0,0,0,0,2,0,1,1,10,6,1,4,2,43,27,1,1,5,64,34,5,9,14,85,86,0,0,0,0,124,2,0,0,0,71,40,29,58,277,154,23,10,23,301,65,8,2,2,60,191,0,0,0,18,26,20,44,13,104,26
0,0,0,0,0,6,2,0,4,2,21,10,9,11,47,116,20,8,6,4,125,28,31,5,0,58,3,7,0,0,61,5,8,0,0,78,79,62,35,33,216,25,12,17,45,113,0,0,0,80,250,0,0,0,17,3,41,117,9,59,180
421096,184123,16381,404,1,333024,228301,55052,5542,86,243864,200152,134180,43081,728,269727,205646,100636,38961,7035,193436,192096,171159,58757,6557,183415,192559,203560,31028,11443,185299,188582,205959,30854,11311,195494,188385,172307,61767,4052,322115,211387,72062,15999,442,8328,139841,170354,89215,214267,71716,172076,166294,155005,56914,158475,100398,180475,144268,38389,453
15,2235,38852,258453,115566,103,5482,91960,260873,56703,877,56838,207392,143159,6855,5210,26808,182789,195199,5115,12062,121905,191217,84055,5882,35303,239647,124243,15844,84,35183,239362,124890,15620,66,15830,121497,167026,97493,13275,1345,15084,140849,247842,10001,5502,44681,178596,180679,5663,72,12176,84198,208348,110327,26967,209935,140059,33949,4211,135
72400,28857,52461,326369,65061,67155,44018,148438,250089,39351,91122,135099,189816,124068,12759,84073,190528,187440,84031,10531,88475,161631,168287,137402,10742,27347,106954,176221,209293,50640,27179,106082,178293,210816,48085,95089,144246,154731,148738,20227,64943,153653,171036,138467,13781,30409,107519,194856,128609,91465,1480,49967,142278,218685,136633,77624,154047,175559,125720,23576,203
156403,133456,131162,50755,8296,189878,130081,101273,47717,11140,178352,132434,96716,60738,11863,94684,194239,128346,45164,17689,123005,107235,115633,105073,29212,115987,279638,80519,3993,46,119008,276230,81080,3838,27,146788,113970,107899,89899,21590,158069,164847,99456,48498,9392,20271,68090,107054,116280,168388,83928,138572,112365,93868,51229,121067,84593,101990,93521,78828,383
301458,498218,69288,924,94,404893,411061,52372,1579,77,330459,350061,161880,27301,281,272490,381791,139524,55601,20576,130115,185685,233288,276882,44012,5605,85226,269041,357832,152278,5137,85619,263710,364117,151399,181750,228621,231818,218300,9493,373710,375960,102986,16806,520,24502,95860,184335,281658,283627,408622,201452,113045,90303,56560,116496,172776,161728,142661,276321,528
93932,20716,7506,3640,123,98765,21918,4821,361,52,94795,27992,2732,345,53,42475,31084,24817,18766,8775,55174,41046,23797,5583,317,85138,32680,6095,1545,459,85371,32259,6277,1579,431,69214,42707,10641,3014,341,70629,39885,12649,2604,150,681,1803,7439,28144,87850,21016,30998,25468,25790,22645,52129,44380,20046,6519,2843,285
3,147,6042,244487,278539,18,500,9080,168061,351559,83,2276,45491,228499,252869,1545,4379,18354,174184,330756,3769,22046,78706,248024,176673,534,85298,228792,126797,87797,322,85250,225923,131297,86426,2737,26241,61566,172192,266482,758,3038,19025,131509,374888,38607,206577,207037,75950,1047,432,147698,226620,128107,26361,11143,105026,218047,171121,23881,81
14663,12560,12480,7688,753,18724,15020,10497,3571,332,22347,14590,8998,2036,173,41396,4222,1490,683,353,31631,12705,3297,475,36,642,15527,20987,9930,1058,623,15391,21185,9987,958,23543,15593,7130,1818,60,39232,6684,1549,600,79,19265,8184,5364,6071,9260,297,1530,3737,9358,33222,16580,13405,10308,5064,2787,518
0,0,1,3,3,0,0,1,5,8,3,1,10,9,5,25,2,0,1,0,27,9,5,1,0,0,0,4,6,2,0,0,0,10,6,1,23,35,37,9,75,13,22,21,23,35,1,0,0,0,40,0,0,0,18,0,3,28,2,22,501
104278,518232,346688,214110,32451,178927,469109,287354,233875,46494,62976,384987,345686,344784,77326,510726,320589,220880,130843,32721,93644,454270,400291,223041,44513,570,10944,48870,303334,852041,547,10821,49518,313696,841177,31327,325034,510857,304495,44046,312183,348168,298406,213039,43963,314934,428501,223844,168677,79803,53112,265264,487656,328463,81264,57364,210903,382924,427908,136660,476
33006,25988,63609,66058,26206,44958,62412,64701,23854,18942,40445,73588,64114,20696,16024,142288,40469,12069,6004,14037,73574,65432,50197,21537,4127,214265,535,67,0,0,214253,547,67,0,0,52037,53849,67748,35111,6122,99132,63200,24956,11432,16147,51382,68898,60361,24144,10082,10550,24433,38982,50062,90840,50811,25488,69058,52293,17217,8
1,2,3,0,8,0,0,8,12,29,0,2,25,10,33,51,6,8,2,10,36,22,14,11,1,0,0,0,0,24,0,0,0,0,24,0,7,35,29,27,33,9,4,17,35,79,0,0,0,10,50,0,0,0,53,0,12,68,6,10,458
101144,299778,169951,54747,5235,276132,244430,90798,18783,712,432456,160874,31834,5602,89,222888,197203,156165,50601,3998,465916,121201,41219,2499,20,360674,266505,3499,175,2,380716,246390,3580,167,2,453789,128198,44182,4561,125,358955,207391,54134,10270,105,60209,28008,53246,134143,355249,104,4088,39661,147262,439740,429261,137590,53442,9398,1164,337
31134,125686,131757,16771,159,41600,140870,102763,20069,205,40927,95273,97694,69903,1710,73848,107425,88454,32005,3775,41260,72191,104736,79467,7853,3316,28665,85736,130991,56799,3212,28654,86363,132412,54866,38592,81698,107513,75604,2100,65879,102129,96978,39325,1196,21604,75396,102186,80399,25922,54571,86028,77451,52200,35257,28459,67215,99843,80410,29580,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
117028,83245,73454,20630,809,122000,64134,57491,46218,5316,100249,63117,50549,65886,15360,62211,90325,75198,58049,9370,38240,52382,56916,74767,72874,109434,129075,48118,8401,156,106438,131089,49239,8310,108,44531,60517,55202,75687,59232,110368,64211,47037,58593,15090,2531,49816,80453,74694,87635,168411,64147,30770,20573,11150,25680,49679,50705,56535,112455,365
152923,43547,5620,302,19,175202,25068,1918,199,24,170383,27023,4381,579,45,16321,26583,50629,70156,38722,94791,59507,32247,14693,1173,1461,89993,95601,14982,374,1524,90120,95915,14467,385,137027,43118,17401,4698,167,63935,103024,29774,5443,235,1920,3298,7511,17212,172470,42055,40560,37403,45714,36679,132590,34956,14370,8174,12321,588
112805,117758,85915,32292,6895,171463,95807,70520,12712,4944,198492,110744,38076,5491,2423,83269,148044,87329,29777,6579,135666,83659,88687,45692,726,267139,84916,2113,23,0,262536,89340,2269,27,0,155392,89301,80854,26146,2927,160553,120978,61985,10576,1821,8233,8494,41966,103887,192403,18533,83614,78180,93047,80992,119422,89916,76300,50639,18053,300
0,0,13,14,50,0,1,7,37,74,0,2,48,27,70,110,9,15,18,9,78,42,32,22,8,0,12,42,0,0,0,16,40,0,0,0,11,83,48,68,87,12,21,21,69,179,0,0,0,30,100,0,0,0,150,1,22,128,31,51,362
13,2760,30268,163767,50946,29,4808,63282,141337,38298,407,38938,109627,84290,14492,3912,17572,86738,131360,8172,8780,86927,106323,41597,4127,560,137980,73999,30150,5065,421,138457,73946,30513,4417,8580,76823,90842,59934,11575,1536,11889,70695,144943,18691,10166,42254,82184,102858,10292,64,4015,34686,133563,75426,30370,128977,65888,20744,1775,76
172286,96638,58979,66275,18847,137382,122270,52919,58720,41734,79076,130085,84891,68016,50957,122043,100556,80763,77889,31774,52274,100574,99571,71262,89344,33679,147031,172739,44039,15537,33613,146087,174018,44180,15127,47435,105112,103696,74110,82672,133315,109530,58704,61248,50228,14084,121240,124675,87688,65338,145116,121155,75522,53426,17806,33084,61552,108961,97130,112298,461
104188,49149,32142,17490,4462,149944,38154,9927,1679,2944,180167,12713,2269,695,2087,62104,42842,44107,31923,12180,123435,41608,11560,2300,1028,114091,53018,5942,413,8,117848,49019,6203,394,8,156466,19606,5768,1770,1132,130727,62780,17706,3235,3257,2321,1989,3908,16145,168791,2441,14240,27898,51733,82873,141759,26489,7533,1800,395,248
0,0,0,0,0,0,0,10,5,34,0,5,25,13,48,67,8,8,17,12,59,34,22,18,7,0,0,15,31,0,0,0,8,38,0,0,32,36,41,52,60,8,19,22,59,110,2,0,0,30,130,0,0,0,63,0,19,105,5,43,540
187528,8209,1019,412,1149,189640,7776,1067,396,1079,186881,11622,1591,561,883,31844,29526,48051,52346,41328,115804,68604,17131,4814,968,12610,74174,117743,4606,43,13228,71546,120060,4312,30,154998,41872,6777,1599,590,94062,71664,29095,5015,1070,8642,1415,2923,11835,176723,23765,48047,56220,45125,26101,142697,39936,11782,4309,2512,600
0,0,0,0,0,8,0,0,2,4,20,0,4,5,6,64,1,2,3,6,73,9,4,7,4,12,12,0,0,0,2,22,0,0,0,52,22,16,12,12,84,9,6,8,14,41,1,0,0,50,107,0,0,0,14,0,4,58,8,26,624
799194,48771,11085,1850,375,763572,68114,22306,6462,821,682843,111941,45880,19409,1202,201617,280123,218154,120625,40756,365964,234142,146269,95924,18976,289005,457575,111794,2870,31,285563,459299,113599,2787,27,476665,190085,104845,76061,13619,521314,243599,74163,20816,1383,1397,9000,50761,122883,677234,305456,208810,148320,127925,70764,390367,210228,123690,82436,54554,390
21979,419774,193875,38483,889,26577,368538,209883,67539,2463,27896,220805,283878,131232,11189,220532,271563,134290,43491,5124,50170,380066,181631,60610,2523,4470,5758,51719,257791,355262,4522,5654,52458,262903,349463,23186,311352,273171,66997,294,107945,310287,189075,65994,1699,82955,219132,196027,135538,41348,7076,63594,201181,340190,62959,41104,243447,274633,96098,19718,513
1,901,25258,272160,128832,210,16219,107906,270690,32127,5884,106519,219163,89631,5955,16691,61192,138084,172831,38354,25270,134146,183561,78354,5821,62995,289035,71624,3428,70,61728,289164,72703,3506,51,27054,137643,166712,86269,9474,5192,36243,158836,216082,10799,9842,31513,132976,215201,37620,519,16275,87163,202886,120309,51649,208917,129400,32585,4601,176
29181,2923,837,297,0,29746,2390,874,228,0,30181,2094,743,220,0,8521,9782,7489,4578,2868,21784,8111,2100,1206,37,23789,9010,439,0,0,23794,9009,435,0,0,26985,4138,1303,804,8,18753,10259,3637,587,2,136,275,693,2313,29821,1673,6410,8164,9556,7435,24290,6130,1656,726,436,277
0,0,0,0,21,3,0,5,19,64,5,6,16,61,66,159,14,17,6,0,120,77,39,2,0,6,39,29,6,0,6,30,42,10,0,3,24,139,136,41,98,85,47,59,75,192,2,1,0,60,210,0,0,1,114,2,30,172,26,70,133
0,0,0,0,0,1,2,3,2,6,1,4,8,6,9,41,5,3,0,0,45,15,16,1,0,8,38,2,0,0,16,36,4,0,0,5,48,76,56,25,123,41,20,28,33,30,0,0,0,30,90,0,0,0,17,0,3,43,12,44,71
368050,70877,34398,15945,3598,394043,76061,19040,3668,56,393489,86262,12520,558,39,169262,115944,88806,70809,48047,262111,164744,57306,8356,351,324226,151854,14110,2283,395,325438,149926,14810,2310,384,337683,128981,22814,3210,180,279655,148579,50500,13272,862,2527,12032,33643,71244,373422,33170,102297,116499,124529,116373,279954,142906,49541,16325,4142,286
6627,149459,490719,149797,19439,18886,348497,311631,116216,20811,52390,354426,230800,150277,28148,86272,201309,254864,227160,46436,47908,239196,292174,166998,69765,837,22838,310994,403803,77569,808,22460,315466,404650,72657,45472,258153,285126,172955,54335,57895,257442,292990,180024,27690,29154,106667,235326,310870,134024,117922,191227,248500,197760,60632,60790,268285,272643,140274,74049,486
331795,84402,39406,14425,6471,369741,67052,26027,8321,5358,377178,73000,16321,6982,3018,147472,125370,110660,67669,25328,289588,105285,53428,24560,3638,396813,74054,5558,74,0,394250,76660,5517,72,0,305142,99988,46953,20484,3932,298277,98061,58495,18617,3049,6309,5522,11712,66529,386427,54561,61097,71325,119644,169872,289826,116557,46971,17857,5288,66
0,0,0,0,0,2,2,0,1,2,4,4,1,1,4,15,4,1,1,0,25,2,8,0,0,0,2,8,0,0,2,2,8,0,0,23,33,16,13,13,159,3,3,17,42,17,0,0,0,10,40,0,0,0,8,0,5,19,2,20,578
1508,12289,5049,83746,37853,5701,11041,25664,92273,5766,13079,25262,68260,31708,2136,27439,46456,51848,12875,1827,26737,39155,52923,18552,3078,67521,67981,4928,15,0,65540,69821,5072,12,0,21433,37659,57241,20811,3301,18769,27498,64162,27856,2160,8574,31505,64707,25146,10513,1073,6513,21791,52903,58165,13764,49924,55092,16911,4754,227
6231,15884,20783,40214,293912,22480,21253,47906,254112,31246,34825,86618,180635,63740,11156,106043,212707,49920,6298,1976,63826,113294,117644,74140,7883,289279,60788,17958,8324,253,289382,60018,18730,8344,128,77283,122225,113846,50165,13340,45510,103570,185838,34954,7317,40938,107753,142709,60591,24953,929,14899,73019,136905,151012,40524,101321,102020,80483,52380,313
272198,45621,29573,28964,372541,269436,58417,38989,38422,343084,256054,72695,45781,54299,319028,289334,51297,47658,54680,304418,540085,75167,57115,47775,25835,710615,23776,7816,2632,571,710287,23646,7985,2647,504,477348,116830,66853,58133,27276,289548,52723,44530,53558,312423,363335,88205,69562,90144,135391,60333,43390,36989,45615,555742,553022,82095,51314,30207,25663,23
0,56,10493,153393,64696,0,6547,94314,121803,5974,636,105350,106725,14986,941,40518,79132,81873,26858,257,33516,153142,38098,3847,35,45457,158172,23841,1167,1,43305,159638,24559,1136,0,19205,145601,54729,8250,853,15838,87551,95268,29485,496,9281,21551,89487,105486,2833,9,376,5472,58413,164368,36727,139770,41158,9245,1738,217
32081,56226,130722,204967,23089,82412,114598,161274,85330,3471,133151,160832,113267,37907,1928,177688,199223,60448,8997,729,137994,114659,103904,83632,6896,394849,51872,364,0,0,402771,43937,377,0,0,148841,124088,111931,58629,3596,157214,173724,98976,15971,1200,14962,89441,119348,122267,101067,10785,89195,90325,110673,146107,100911,116041,89104,69622,71407,305
576243,3370,800,417,879,573806,5745,952,367,839,557262,20511,2662,549,725,168640,91801,85896,99328,136044,367125,139842,53369,18905,2468,569525,11614,513,57,0,569346,11784,523,56,0,471876,74362,26621,8051,799,394048,100367,51922,30088,5284,756,1496,7483,30959,541015,172089,144802,101183,84017,79618,440640,72001,37873,19880,11315,296
245029,29299,7007,3310,4282,194609,65137,18709,5733,4739,156794,79328,36401,12269,4135,119418,45460,44781,53699,25569,129925,64070,58023,33470,3439,177126,65746,36843,8695,517,176233,66426,37062,8721,485,113392,76070,64334,32524,2607,150890,50233,47914,34536,5354,9011,9065,25116,103295,142440,52386,63840,46634,42831,83236,103190,116740,57790,9634,1573,5
118018,90219,60922,41076,14790,159704,92881,46394,16116,9930,200576,87049,24977,5812,6611,108206,95947,60194,36375,24303,148714,106486,53261,12219,4345,287742,33675,3389,219,0,286760,34689,3369,207,0,181105,97395,33263,6311,6951,156993,111343,41665,10130,4894,29352,14335,34318,67244,179776,14302,46243,63407,91618,109455,154598,85461,50766,21083,13117,321
0,0,0,0,0,2,1,1,1,2,1,7,4,3,6,20,4,2,1,1,25,6,9,2,0,0,9,5,0,0,0,13,3,0,0,4,14,17,12,9,42,5,4,5,14,22,2,1,1,10,50,1,0,1,7,1,12,23,0,20,416
79,97,87,1,0,84,36,0,2,39,31,10,6,15,159,74,16,19,26,366,385,139,112,167,957,2444,0,0,0,0,2444,0,0,0,0,198,122,107,146,689,248,146,42,1,0,177,20,1,0,0,0,0,0,0,40,326,86,40,10,30,247
130459,82793,21050,12723,6452,129355,82301,21950,13315,6593,173548,55057,13949,7511,3475,49876,31935,49367,77963,44389,123311,77234,36786,12013,3972,896,100659,131862,18952,740,938,97822,134397,19271,681,149238,71590,19227,9211,4140,83087,74768,72881,19225,3992,27123,5931,8785,26522,185097,6146,33173,55219,56570,101825,158647,63424,17826,6929,6160,618
0,421,10033,287212,179635,89,2524,88919,338810,46959,976,85489,252102,132025,6709,11967,30323,114590,288014,32407,16719,136688,229018,88517,6359,8484,322584,145159,1072,2,7626,323601,145038,1034,2,16086,143654,207891,100037,9633,5867,20949,111974,325978,12533,6882,28559,145106,273413,23341,308,12802,90563,248836,124792,50597,267520,122816,30535,5833,191
75613,173164,207431,152870,14340,83751,165971,172975,159804,40917,90456,146298,151446,182496,52722,44132,99511,208706,218581,52488,51104,103721,130978,187500,150115,23481,246711,271232,57855,24139,22501,244842,273281,58854,23940,64263,123831,135095,188442,111787,72435,137621,163572,185639,64151,22346,104571,200033,187227,109241,229659,184646,106277,68927,33909,50449,125171,149549,147744,150505,460
73636,317741,209550,36304,390,92995,263385,199120,81365,756,54725,190042,171540,205651,15663,216981,199682,148170,63995,8793,94213,174719,172940,168265,27484,1737,17050,73598,254514,290722,1502,17234,72749,258280,287856,43045,192248,196804,195455,10069,147427,190125,181128,113439,5502,84739,233541,162693,113422,43226,114194,141994,143993,170493,66947,46372,126911,176432,199999,87907,497
178760,159265,105454,13971,201,172537,172431,89003,22056,1624,156281,180640,80536,35862,4332,120977,167995,114918,47786,5975,87082,130534,130163,79414,30458,86857,213178,111135,31473,15008,88222,210384,112568,31353,15124,110752,148102,112080,67022,19695,156147,164984,98814,34323,3383,4477,39117,109374,146500,158183,106917,116555,107356,97146,29677,71517,111612,129402,80894,64226,407
17397,29998,47922,186941,44926,6035,42596,49224,159600,69729,38787,29042,64407,156023,38925,10807,48660,117753,123728,26236,17612,36262,57623,157950,57737,309,6981,94687,173382,51825,327,6666,98391,178344,43456,31810,27460,52049,161546,54319,6388,26130,71923,187003,35740,33477,120085,84851,39568,49203,9557,145168,94908,60522,17029,34316,29610,70400,95998,96860,187
14146,66757,91468,54984,1603,48567,70730,69355,37458,2848,71983,52913,53311,46732,4019,85519,76116,52914,13569,840,66421,34895,41900,65629,20113,26891,88270,108774,4955,68,26487,87423,110429,4570,49,64361,36968,43736,66924,16969,93892,60287,45150,27234,2395,44339,53198,63807,42144,25470,44103,61629,32899,30079,60248,49765,30433,37764,47552,63444,371
6032,10407,56209,343281,395096,11226,5904,44298,285665,463932,12505,7193,40890,299361,451076,21444,24775,77287,279781,407738,16299,4846,34613,237140,518127,14002,16648,149242,512138,118995,13851,16535,143225,523710,113704,15639,5780,25091,178891,585624,15905,5740,30010,267646,491724,150152,404811,185432,64894,5736,269173,381612,120829,20191,19220,16735,39050,142165,208473,404602,120
27,1765,12250,95882,250327,106,3616,23313,127653,205563,2354,20182,58819,160729,118167,1965,2979,12260,74105,268942,3960,19906,75735,164830,95820,25428,85048,112882,89304,47589,24378,84926,113517,91633,45797,4549,23852,66173,144590,121087,1245,1049,8182,112437,237338,23191,74423,106324,110830,45483,6430,61221,156141,107412,29047,31919,125225,113685,71473,17949,163
849,5490,43664,288542,225181,1896,6250,28769,215498,311313,3079,7742,27884,253797,271224,14795,73421,149542,228995,96973,5686,9422,52734,236693,259191,88,4232,19936,108072,431398,96,4190,20157,111341,427942,4835,8068,31452,187965,331406,5913,9758,55280,277841,214934,190316,283874,71483,16334,1719,104489,191102,183691,68851,15593,4738,21464,81527,165018,290979,166
30918,50856,226791,112836,6713,36808,113979,208349,64975,4006,48395,135753,191465,50531,1975,128536,160293,99723,34300,5268,61889,248796,99810,16812,833,34843,198879,168923,23388,2111,33983,197840,171556,22963,1802,58571,193467,139147,33715,3228,33672,177673,182293,33453,1037,29745,109692,120743,110417,57522,1948,22572,62237,216692,124668,64358,171940,150606,37401,3814,35
196850,7159,1915,1244,1246,199889,5310,1679,684,867,202427,4152,927,427,514,21352,20932,32577,54422,79192,139218,57760,9576,1597,390,158038,49906,585,47,0,160489,47438,603,46,0,191758,13340,2434,621,355,99697,56763,35702,14790,2214,952,686,1164,3455,202064,20462,62066,56195,40421,28509,190933,13140,2627,681,404,295
29255,103987,179874,95750,6894,42472,113958,182099,67803,9428,56637,154748,127653,65368,11354,27927,125460,184672,68799,8902,36823,94388,134078,111084,39387,9137,149378,150253,73805,33187,8579,147389,151762,76069,31961,57097,125988,125844,84964,21867,39146,127610,173964,65082,9958,13000,41573,120952,176085,64150,78319,116557,102043,88048,30793,37473,103384,127917,84899,62087,506
162304,32767,17131,10278,50584,145804,51089,21750,7779,46888,125522,65967,27674,11960,42454,99615,51645,41373,32595,48672,153624,65773,39731,14335,1407,189305,51793,25294,7887,1083,188675,51490,26089,8088,1020,133395,79671,43619,16716,1101,123361,49678,35359,19245,47463,35266,19355,33805,87255,97515,16704,47536,46886,45476,114756,127390,94141,42428,7473,725,19
