band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,census_code
492,13994,43578,83510,158412,238502,219225,99896,15658,2654,28528,62638,105452,168945,193628,179240,123427,8755,2930,15868,57118,117441,164129,190639,184996,131353,8793,132237,118055,84723,78423,84515,105488,130444,120360,19022,20567,49533,82877,101998,135428,177239,170792,112230,22603,0,2644,7658,20031,71995,168240,227379,269986,105334,0,2424,7802,23949,77427,156928,241577,266101,97059,14816,12136,47490,100560,146217,177170,212703,143475,18700,51378,69047,83409,94705,113151,148781,174901,125892,12003,43584,171733,180039,146974,108454,91061,78847,47012,5563,11392,90115,161537,158869,120887,100650,103116,98836,27865,11957,23651,60753,111087,157707,180815,167567,128683,31047,474
266029,56448,7621,2301,479,124,21,7,3,253131,72955,5535,1038,292,50,21,8,3,265734,61754,4548,746,168,58,14,9,2,45766,35297,30622,30375,33555,35560,41422,48044,32392,97713,113847,70995,35980,11704,2283,445,61,5,17213,250278,62837,2469,206,30,0,0,0,19964,240887,69115,2880,159,27,1,0,0,161735,140741,23493,4957,1446,498,138,20,5,110598,71179,50760,38113,30247,19228,10528,2363,17,2,19,31,122,309,1212,6512,46560,278266,5386,25591,44299,49766,45735,42776,43236,44491,31753,106631,186018,32207,6109,1516,370,121,40,21,281
292612,79365,11116,2877,873,603,461,560,706,285217,87400,10035,2619,809,570,460,713,564,292329,75021,13540,3192,1164,678,559,658,390,16073,15732,20194,36619,60286,91400,83821,51230,11287,114585,124833,61258,38081,23733,13176,6090,1976,441,32,18650,55504,129654,152535,24398,1666,397,43,45,16768,55059,155560,134447,18502,1775,368,35,191452,116606,43529,17439,9006,4170,1981,695,177,79102,134967,105254,47277,14648,6074,2002,936,579,3692,640,554,824,1486,3164,9235,39436,327428,26048,37215,45082,49816,51833,56825,59104,40597,16688,181632,109431,43147,21397,11930,6948,3598,2411,2658,569
0,167,1187,2224,7291,49501,145658,51740,1264,7,612,4616,19443,59557,90335,69512,13955,995,37,3430,33579,82015,77102,46808,13059,2305,697,17688,33480,40170,52059,54031,41462,17150,2716,276,1139,13994,55964,73268,60513,33893,14390,4786,1085,111,49127,118435,64535,22594,3436,656,138,0,132,45129,122435,69269,18485,2779,675,128,0,786,8794,48906,74165,63398,39222,17362,5154,1245,2274,16654,35240,63484,69724,48793,19138,2987,738,625,5955,20000,45283,66121,67257,43652,9985,154,213,2269,7120,14797,26633,44767,75977,79915,7341,473,11053,49277,76614,65195,34586,13394,6066,2374,229
67,12230,20799,13278,12659,33019,105678,74029,2814,1194,31333,16787,9658,27847,79234,82470,23607,2443,5619,41094,12354,29266,65341,74390,36806,7687,2016,6844,19642,28473,44936,65030,64742,35187,8337,1382,7079,18028,22732,39593,63019,60841,38954,18460,5867,1260,100610,101362,46812,19256,4521,682,68,2,1424,94917,106771,50354,16469,3851,733,52,2,6763,24727,21647,35359,58880,61004,43008,18242,4943,13852,20011,16601,32044,71429,73700,35195,9641,2100,1933,5101,18466,47583,62523,54424,38742,38119,7682,3107,13771,27411,40496,51182,55455,50890,26118,6143,2617,20692,38654,53290,56593,45157,27422,18456,11692,237
25272,216815,149004,98126,63713,42540,15369,6189,567,10412,108361,119057,91143,97020,74271,70687,45074,1570,6482,76572,65086,49880,58099,76002,119198,153965,12311,45403,63787,60432,67805,70415,96709,109769,88634,14641,30109,47418,23733,22838,31599,52417,85327,136220,187934,0,4412,38543,52545,53482,108363,195147,152496,12607,0,4165,36294,62278,52987,101103,213289,137413,10066,32397,52473,24478,21535,29336,50614,96154,170380,140228,30651,52496,68832,75371,78367,81882,111589,108272,10135,4961,88314,193565,89773,52244,43645,53299,64237,27557,380815,75187,33635,18502,13469,12934,18132,39786,25135,31815,56410,25615,19553,20150,25165,30236,51181,357470,567
209608,128501,96277,64026,31638,12250,2666,86,163,278759,194241,53322,11859,5088,1460,327,92,67,339055,168174,27493,6872,2444,832,255,63,27,98661,133179,90146,59998,50016,39554,32798,26372,14491,169155,192231,107046,47885,18731,7293,2541,311,22,177525,346382,17820,2600,682,159,27,13,7,192955,329246,19383,2890,563,128,30,13,7,235370,221151,56727,17851,8166,4193,1492,249,16,232687,168188,76064,35577,18119,9502,3803,1080,195,2056,1090,1292,2603,6434,17450,52037,160701,301552,8521,24338,40736,53927,64691,75109,97414,118163,62316,134962,215539,107556,45586,21306,10598,4960,2819,1889,315
0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,1,12,62,0,0,1,23,18,6,13,35,65,100,25,19,7,6,9,28,10,34,61,26,24,34,15,27,24,16,18,0,0,0,0,0,47,23,6,0,0,0,0,0,1,48,29,2,0,0,0,6,73,25,18,63,55,54,90,15,11,9,3,15,37,33,95,184,2,0,0,0,0,0,0,110,200,0,0,0,0,0,0,1,121,0,0,3,49,185,35,6,2,10,582
4338,9241,8844,16139,35909,34443,15210,4854,251,6102,8349,9994,26171,36972,25671,12267,3562,141,5101,10915,21223,29026,28288,20836,11062,2674,104,7340,13622,18152,27282,26625,20946,11117,3688,457,4516,14598,30747,35895,23220,12972,6327,924,30,35,28031,76362,21011,3532,252,6,0,0,72,24516,76463,25527,2465,180,6,0,0,3329,10597,20143,28907,27515,21208,13298,4005,227,9245,7354,15924,28727,31185,24666,9802,2223,103,735,4879,9212,15793,22271,25804,27608,20329,2598,2,508,4432,11607,17613,27028,37750,26558,3731,1946,21520,34685,30552,21258,12222,5529,1415,102,52
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,10,2,4,0,2,2,1,2,2,41,25,2,1,0,0,2,3,3,62,26,8,1,8,3,6,8,12,75,81,5,0,0,0,0,0,0,0,122,2,2,0,0,0,0,0,0,48,28,22,18,19,27,31,45,237,141,15,10,11,9,8,16,27,274,63,3,7,0,2,1,1,0,60,191,0,0,0,0,0,0,8,10,16,12,17,3,38,7,8,11,95,26
0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,2,0,2,13,8,3,8,6,7,5,23,25,108,9,13,10,3,3,4,2,2,85,48,12,18,14,10,2,0,0,1,57,0,5,5,0,0,0,0,0,64,2,6,2,0,0,0,0,24,74,34,39,43,17,18,36,2,192,28,14,8,10,5,8,38,12,111,2,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,17,0,4,17,45,83,16,5,6,53,180
225061,220143,136147,32098,7389,1073,92,2,0,187873,170829,149580,75313,28184,8123,1921,182,0,168214,97246,118963,93794,73120,52466,16551,1651,0,127330,174619,127013,76319,55092,33752,18552,7919,1409,78813,139790,104360,108156,97729,57731,26011,8656,759,21683,178407,95517,124245,128303,50584,10042,8309,4915,28336,168974,93877,146450,118258,42485,10753,8210,4662,107691,106079,106830,106328,98317,63625,26660,6194,281,147073,202493,134054,72462,40747,17456,6886,833,1,1703,12059,66222,114547,95481,63649,45345,52875,170124,27826,59537,95293,100040,92200,87831,87503,60497,11278,74879,94946,49543,72374,102781,109634,70903,33784,13161,453
0,47,618,3959,19708,63317,169241,151848,6383,0,223,1511,9417,47434,116523,155741,83655,617,0,1736,19651,73474,120295,117845,69293,12673,154,2145,3968,10187,35023,104874,158502,90140,10165,117,1373,17278,61195,94888,112098,81231,37608,9163,287,318,54879,141116,112565,73128,29129,3772,213,1,472,51744,143842,121646,68332,25013,3903,168,1,676,24057,63222,87477,94755,76854,48942,17948,1190,259,1591,5653,22145,74932,149396,139531,21351,263,1606,5638,18482,48678,99575,141141,88451,11502,48,0,172,3723,18519,45964,83709,126194,121964,14876,683,42711,117136,121280,76695,36534,14355,5232,495,135
21647,54703,18091,10481,26023,97190,220104,88368,8541,11507,65709,21438,27034,78367,145655,143476,51645,4220,36076,62836,62884,105060,101560,101849,63829,17975,795,34278,66936,101358,117008,111347,67467,42526,14384,1299,16203,94730,92955,79078,93891,104125,66828,18095,632,77,42835,56169,55747,102933,143883,104492,44946,19373,96,40580,57085,65520,103688,131317,112029,42172,17968,29378,81645,82478,77693,84477,99653,78490,27204,2013,24251,54446,82015,97124,96329,101163,64420,21548,584,13869,22587,49975,91996,111061,99700,63493,48497,51680,74,2640,19975,54446,79951,97858,130123,130767,33209,17046,77707,86194,85807,99635,96921,62298,26492,4426,203
63702,107540,78841,78718,66194,51423,23722,5138,4794,100363,102684,78508,67779,53798,39618,23215,9053,5071,105375,88272,74901,65348,55484,44095,30687,10954,4987,32145,80583,110453,105011,68340,41603,21652,12436,7899,54421,80754,58839,61291,64870,64032,57515,30829,7607,1935,143405,168435,110366,45747,9502,708,84,1,2380,138275,169904,124249,36907,7653,746,68,1,76489,82861,60733,64515,60768,57132,48790,22503,6355,63210,108163,111426,68805,53847,39402,23425,7302,4682,10663,13669,33934,52328,59857,63652,64939,70686,110355,29996,69276,77962,73729,62034,53434,52285,44288,16958,53902,77432,45110,50227,57717,57912,50170,46025,41504,383
55690,326037,311922,143034,30551,2408,216,108,16,77120,408397,255937,99756,24771,3466,438,85,12,102375,277288,210511,140068,90922,40391,7895,522,10,98845,231571,227147,142871,74893,41777,28082,19718,5078,53506,96910,101605,110401,127336,155353,158252,64965,1654,2,7964,37513,81544,144747,213355,193395,147896,43566,0,7267,37883,88566,147056,203105,198549,146571,40985,68908,141913,128117,117510,128540,145892,118598,20446,58,137241,292958,229026,129135,52511,22003,6234,860,14,11054,19623,46231,78294,102415,125540,163340,211921,111564,250717,188453,117823,83383,61982,51003,50678,41657,24286,37592,99658,97254,91167,89735,86930,77135,85376,205135,528
68377,29837,12172,6681,3755,3495,1348,232,20,61851,41040,13917,5941,2393,572,139,49,15,55568,45315,17811,5425,1206,390,129,66,7,23846,23190,16866,15009,13343,13069,10200,7510,2884,27127,33435,24182,18584,13178,6591,2333,464,23,10189,82989,19471,6818,3477,1797,625,350,201,11633,79686,20894,7758,3175,1576,669,334,192,32248,45055,25695,12751,5518,2643,1488,500,19,38728,38627,23700,13730,7049,2813,1047,212,11,160,668,813,1696,3954,8358,17378,34957,57933,8114,16433,17516,16270,13960,13020,14832,16907,8865,20419,38284,26128,17805,11017,6077,2976,1551,1660,285
0,4,39,220,2179,19368,158835,331314,17259,2,30,165,815,4147,20893,103758,361861,37547,1,129,759,3930,23056,62978,140219,264831,33315,722,1099,2033,4132,9295,25826,107212,334651,44248,754,4418,10351,19630,43689,78267,157100,179201,35808,0,4666,40259,67324,131099,140449,49832,37630,57959,0,3505,42508,72831,134293,127855,54184,38080,55962,342,3806,12509,22419,33980,51575,104833,203712,96042,351,537,1106,3891,10320,22028,78366,350434,62185,1167,54465,112467,128590,116825,82712,30623,2340,29,12,1106,57041,153373,125267,88617,69615,27890,6297,1120,15209,51136,89784,125201,124343,87724,33744,957,81
6052,9929,7306,6749,6150,7086,3797,974,101,9219,11960,8990,6207,5802,3989,1492,443,42,9274,15052,7849,7417,5107,2380,827,214,24,33519,8807,2494,1247,833,522,323,244,155,18773,15197,7684,3975,1698,571,186,57,3,0,2190,8144,9486,12595,9842,4259,1559,69,0,1790,8453,11067,12016,8872,4472,1419,55,15285,10411,9466,6012,3909,2322,644,90,5,28557,12351,3837,1678,815,509,278,99,20,12451,8009,4697,3626,2924,2794,3478,5839,4326,71,311,750,1293,2036,3112,5701,13591,21279,11192,6854,7355,7300,5798,4014,2501,1866,1264,518
0,0,0,0,1,0,3,1,2,0,0,0,1,0,1,2,8,2,0,3,1,2,6,3,5,6,2,23,2,2,0,0,1,0,0,0,13,14,7,4,1,3,0,0,0,0,0,0,0,2,4,2,4,0,0,0,0,0,0,2,8,4,2,0,1,7,25,20,20,17,11,4,66,9,9,6,16,13,11,17,7,33,2,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,18,0,0,1,8,21,1,2,1,21,501
1382,164415,303965,235862,189035,170255,106553,36823,7469,7046,242711,272199,196527,156978,146822,128803,59649,5024,6174,91388,212436,218727,192997,181133,199319,107247,6338,305103,247234,185942,150101,121755,95001,67307,38199,5117,25557,101930,255738,268955,221294,176061,109585,41421,15218,1,1377,5370,7558,19985,95434,176546,343056,566432,3,1194,5425,8627,22624,90279,190261,346167,551179,16381,27182,156994,272013,288193,253415,143230,47864,10487,140741,209389,206754,171998,167786,151937,109740,52409,5005,54421,323614,254408,171379,121795,100224,92454,77435,20029,17114,49782,123350,232934,280322,240703,168926,74622,28006,16251,57939,110341,148557,210610,278068,226516,124678,42799,476
23526,11473,14371,21082,36844,44908,32774,12386,17503,29264,21029,31728,42696,36979,22535,10256,5989,14391,25188,20706,40598,45281,36598,20077,9122,4891,12406,99866,48604,26152,12180,6248,3959,3170,3439,11249,52123,27428,36850,36562,28154,17583,10471,4950,746,211170,3229,299,129,40,0,0,0,0,211243,3124,323,148,29,0,0,0,0,38707,17374,26901,39721,38043,28413,17320,7415,973,64000,43155,38373,24422,13713,8173,5937,4228,12866,25542,31932,36969,42343,34122,20804,11254,8886,3015,5355,6931,12251,18440,21797,24377,28925,32767,64024,42328,10347,11481,23960,39862,40901,25662,12750,7576,8
0,1,1,2,1,1,0,2,6,0,0,0,1,5,11,2,10,20,0,0,0,7,17,3,8,15,20,43,11,0,4,7,1,1,10,0,20,19,14,6,13,3,8,1,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,1,23,0,0,0,24,16,8,20,16,14,22,14,4,2,2,9,9,17,19,79,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,53,0,1,6,17,54,6,2,0,10,458
768,131061,179568,145791,91712,48818,25299,6983,855,58456,262115,145905,87309,46738,20500,8804,981,47,230387,236577,98223,39538,15341,8985,1682,108,14,140194,103468,113853,105468,85246,55716,21011,5153,746,343145,143386,72699,42805,22609,5648,533,29,1,1239,463929,150993,12810,1546,280,51,7,0,1031,449082,164560,14652,1235,237,52,6,0,337019,134689,79934,45939,24368,7179,1513,204,10,175723,226946,121836,60144,28626,14841,2555,168,16,49822,12951,14423,19675,28726,47743,80163,151469,225883,7,140,1136,6781,20632,49316,90291,142934,319618,305305,145915,81822,51202,29373,12448,3360,1034,396,337
5324,35278,60897,94616,74500,30312,4329,238,13,12580,39628,76362,86280,56195,27330,6691,430,11,12915,38227,54629,50520,55533,55361,34202,4110,10,38560,46760,59784,61664,49715,29424,14138,4938,524,22878,24469,37806,49454,58502,58756,40998,12188,456,0,6695,14361,18480,44446,85364,66554,48499,21108,0,6237,14724,21563,47377,78497,70302,46773,20034,20658,24850,43853,53256,59832,60728,37707,4583,40,37441,38188,53668,64002,53501,38562,17811,2319,15,16942,7888,38154,58032,56973,50777,43503,28345,4893,20921,42797,47767,48861,43284,34218,27962,18734,20963,16518,17119,35112,47048,55983,57344,40925,25380,10078,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
45026,83111,46457,42864,43272,25994,7163,1110,169,65653,65917,34850,32180,31755,32225,24429,7854,296,48312,61708,35961,27560,27353,32987,38680,22064,536,23134,50024,48983,48170,42662,38324,30206,12738,912,15384,28610,28923,29845,31549,34312,43423,57213,25920,10767,115254,76136,50213,28025,11537,2935,314,3,11144,111494,79831,53593,25649,10177,3054,241,1,15095,37067,33822,30490,30940,33529,44080,58033,12113,60279,58969,39393,27516,24825,28015,35084,20510,708,466,3353,21346,46987,44854,38982,42031,55734,41376,113791,64694,38142,24618,16781,12652,11198,9557,3618,4156,27502,27869,26525,28003,30643,31368,43050,75938,365
90909,70031,28784,9394,2647,544,79,21,2,105527,77836,13937,3903,871,228,80,26,3,116777,59665,16825,5925,2201,707,243,68,0,8650,9819,12873,20810,28140,36592,39335,33402,12790,44345,59695,34990,24016,17729,12695,7131,1716,94,0,2781,31248,86156,55216,21330,5032,645,3,0,2589,31364,97283,47242,18140,5206,585,2,75239,70386,25135,14445,9898,5255,1798,234,21,22860,55240,62818,37424,15377,6096,2193,399,4,1612,412,1561,2942,4179,5705,10219,29413,146368,22497,24227,22773,21861,20455,21064,26930,31756,10848,82869,56416,20704,11639,7785,5726,4250,3911,9111,588
45750,83635,70579,50855,46760,37565,12404,4351,3766,92878,90639,54079,49377,41102,17424,4418,3832,1697,122485,91769,66180,45079,18650,5534,2534,2727,268,21119,78446,86868,68266,50367,28386,13549,5803,2194,81464,65019,46321,44341,49224,48752,17837,1469,3,50097,247253,49054,6613,1044,129,1,0,0,55138,236661,54250,7143,885,94,1,0,0,99948,67441,49557,46577,46845,29876,10444,3434,498,93208,80397,66916,57667,37430,14353,3651,2216,75,4993,3829,3655,9213,22850,40931,61965,87551,119996,3614,21465,47072,49002,42327,44875,53439,67706,24866,66802,63773,51242,44968,42614,38288,25074,15737,5832,300
0,0,0,0,7,13,6,7,44,0,0,0,2,4,11,23,18,61,0,1,0,5,20,35,11,32,43,100,13,4,5,9,11,9,5,5,7,75,25,15,21,19,10,10,0,0,0,0,27,26,1,0,0,0,0,0,5,24,25,2,0,0,0,0,1,0,32,48,24,33,45,27,61,29,7,8,9,12,13,33,38,178,1,0,0,0,0,0,0,30,100,0,0,0,0,0,0,3,147,0,2,9,28,93,38,11,7,45,362
0,26,815,3397,15029,50815,107860,66709,3103,2,63,1243,8937,33259,68939,83860,50133,1318,2,929,13533,44893,62997,59131,44131,21857,281,1803,2927,7498,19110,47883,85178,69519,13632,204,1850,11478,43188,66399,61288,38074,19020,6226,231,0,6909,85885,64060,41480,28851,13286,6606,677,0,4575,89716,66959,39885,25992,14009,6082,536,884,13526,40916,51453,51274,42736,31135,14746,1084,812,1002,3705,15982,37232,77014,84065,27488,454,1719,11497,21261,31995,45127,61384,57496,17066,209,2,126,1271,6038,18014,43309,83783,86526,8685,2068,41276,76563,60536,35257,20211,9170,2540,133,76
64734,120983,60847,34635,33292,35012,37471,24790,1261,51565,103421,77306,41776,28032,26539,33711,48031,2644,33565,60233,76702,59743,47510,37677,36945,56464,4186,60397,75622,59504,45995,43263,44009,44127,34382,5726,16397,46570,54347,60544,56002,43131,38551,47064,50419,1905,41040,72583,101227,105237,56316,16750,8770,9197,2248,38842,73278,114432,99979,49251,17785,8391,8819,18138,38765,58767,61920,58475,45186,40057,52882,38835,55911,90951,67992,42651,32735,27513,35120,53721,6431,2160,20645,65314,78245,69626,56591,46507,39823,34114,72508,88661,70031,55457,41274,33603,29195,17292,5004,11590,26552,30676,47069,61948,64069,50559,46062,74500,461
60670,52317,30392,14343,22594,14776,7577,1361,3401,102249,54198,26169,8850,5001,2519,616,608,2438,136617,46308,7511,3544,951,485,363,423,1729,36066,32433,21174,22881,22887,25057,15727,12367,4564,77611,51724,25518,14803,5487,2794,886,277,831,40219,90768,30859,7106,3555,862,88,11,4,43952,83423,33334,9020,2936,701,95,7,4,107306,55834,9940,4494,3328,1892,709,439,800,92949,51147,34071,21078,7770,6205,1160,521,2804,1433,1083,1029,1426,2114,3765,9599,42601,130104,508,2822,7047,11439,15307,20369,31184,46710,43799,72795,76266,14715,6920,4071,2025,716,355,113,248
0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,7,28,0,0,1,7,18,9,7,16,33,58,12,3,5,5,4,13,1,11,34,26,27,10,12,11,12,7,1,0,0,0,0,3,27,15,1,0,0,0,0,0,4,23,19,0,0,0,0,8,38,19,17,24,36,19,46,15,6,3,10,12,12,27,37,108,2,2,0,0,0,0,0,30,130,0,0,0,0,0,0,0,63,0,0,6,36,78,6,3,2,41,540
