band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
34,5684,24110,47118,71524,137886,182816,199087,136936,60508,7564,1384,12410,40178,62263,96935,140800,158840,150477,132530,74761,2689,1735,8074,27928,64664,104517,135336,150986,160394,140047,76859,2727,103462,108736,77173,67593,62533,69797,82600,100946,111395,79772,9260,17330,29666,58703,72308,87104,110342,142085,147013,123941,71949,12826,0,964,4353,8634,24071,64306,117706,158037,243640,199495,52061,0,934,3960,9169,21548,69334,116560,154795,242933,191764,62270,12870,8018,21733,54537,90658,116031,141734,168239,163907,86901,8639,38513,56488,64317,68234,80572,91796,114766,139039,137866,77497,4179,22390,129806,146534,141340,113217,88587,75848,69209,56081,27869,2386,6224,50342,114475,138216,125285,98038,83466,83051,87233,67052,19885,9726,13798,34456,63166,98633,129622,146534,146224,122858,90615,17635,474
217262,97361,12714,3447,1705,378,113,32,15,3,3,210132,108982,10776,2200,630,201,75,20,8,6,3,226691,93499,10487,1703,418,141,64,16,5,9,0,37130,33017,24302,25891,24405,27009,29801,31808,35386,41386,22898,74056,99572,74022,48127,24959,9024,2429,657,166,19,2,455,184501,132562,14367,993,125,28,2,0,0,0,592,188561,124651,18037,1015,149,26,2,0,0,0,120258,155811,41824,10182,3078,1128,499,197,44,8,4,93419,64714,49261,38690,29579,22137,17566,11752,5054,855,6,1,11,18,47,115,239,746,2632,12030,63984,253210,3206,15914,30575,39192,40706,37283,34866,35233,35161,39642,21255,66273,189028,58858,13265,3773,1224,383,130,54,30,15,281
250301,110079,19023,4517,2089,807,478,424,395,474,586,246849,111434,21058,4491,1491,704,484,389,411,684,392,260896,92721,22844,5756,2007,990,557,463,458,660,179,13578,11523,14415,21429,30237,49615,73783,74092,58056,32769,7145,73355,133198,65105,40994,29219,19046,11983,6769,3149,1024,331,0,6568,32061,66021,140565,111160,22857,2771,620,245,11,0,6651,27851,67877,127338,130733,18328,2936,591,238,16,157726,120594,54362,24892,12745,7080,3937,2197,992,417,113,60374,103336,102963,71349,30088,12538,5815,2178,1060,723,415,3510,634,435,483,744,1184,2158,4848,13515,49595,309353,20641,27952,34646,38142,41796,43156,44619,49484,42674,28540,11558,144079,119441,51377,26402,15690,9738,6290,3675,2261,1952,2247,569
0,24,595,1134,2097,5666,27602,94835,111393,14920,766,0,207,1478,5931,21125,44749,74223,71851,34662,4244,562,17,1139,10873,44507,69878,64123,44279,17990,4399,1446,381,11826,26824,29848,36151,42899,45721,36859,20838,6812,1126,128,792,4995,30009,55316,59886,49366,31622,16210,7423,2670,743,0,11436,95923,84862,47445,15136,3031,911,266,22,0,0,11761,88181,93422,44427,17396,2642,904,272,27,0,559,2849,23289,51964,60395,52266,35847,19679,8508,2820,856,1194,9867,19020,35036,57968,57950,44731,24698,6559,1612,397,302,3292,9373,23187,41197,54167,56689,45275,22115,3410,25,107,1209,3611,7663,13645,21717,32863,52870,70757,52596,1994,289,3963,24447,51763,63817,53747,32488,15650,6984,4273,1611,229
17,6048,16227,14437,10721,10492,20854,54571,111211,28197,1798,291,19341,23248,8784,8382,22398,57597,76379,47127,9633,1393,1567,37178,13447,11919,28550,54193,64814,42632,14560,4449,1264,4861,13089,21005,26957,38780,54801,54676,38925,16648,3874,957,4776,13313,16271,21983,36406,51121,52524,39019,23582,11186,4392,10,46126,110479,63975,35136,13574,4057,965,240,10,1,11,46083,104804,70727,32428,15543,3704,1038,222,12,1,4386,17763,19190,19517,32448,47933,51545,42386,25286,10390,3729,9455,18257,12180,14904,31854,56643,68157,40950,15526,5262,1385,1164,3801,7253,23681,42709,51449,46691,36046,29187,29562,3030,1893,8479,17245,26354,35257,41975,44868,45570,33338,15712,3882,1656,11390,25941,36257,45350,46402,39383,27501,17589,14365,8739,237
11350,157053,146550,116425,59355,60645,34855,19452,8411,3199,300,3985,65634,112217,90953,73738,68639,65341,57568,54609,24560,351,2031,46225,67164,47582,42775,44103,61267,79162,117129,108071,2086,34509,51206,47006,57254,49269,63614,75223,84711,89412,58182,7209,15555,50718,23159,17206,19617,25449,39483,59178,87953,118965,160312,0,2432,10580,48578,45562,41830,74194,125039,194382,71036,3962,0,2539,7789,50226,42834,50478,68748,129551,191068,69478,4884,16878,54645,26037,17965,17892,22890,37180,60694,106934,156001,100479,22244,42159,47501,65545,60739,63902,61039,82477,96679,72741,2569,4379,28436,161692,124264,63590,42397,35710,38464,51945,47087,19631,358439,77450,38562,21133,14012,10852,10396,12621,18561,43833,11736,19270,53780,28397,17933,15675,16525,19591,23455,27631,55196,340142,567
178412,117536,86591,64513,54369,25814,12698,4627,457,57,141,228411,195357,81290,25783,8703,3547,1463,413,124,67,57,270071,207104,48367,11667,4583,2092,839,314,112,52,14,73104,116108,87992,62195,49824,39704,32685,28419,23859,20692,10633,124775,178204,116038,66988,33439,14803,6646,3319,883,106,14,39132,455886,41020,7025,1508,438,144,34,14,12,2,43685,453057,37928,8379,1451,532,120,34,15,10,4,171197,232831,87980,27815,12082,6756,3893,1955,598,97,11,183988,169968,88551,49356,21906,15928,8439,4530,1885,517,147,1893,910,832,1305,2476,5167,11756,27746,70205,171485,251440,5929,16297,27104,37811,45982,52689,58705,73689,86419,103701,36889,94413,188526,127578,63917,31858,17290,9816,5362,2893,2067,1495,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,10,2,2,17,56,0,0,0,2,22,18,5,6,12,39,57,100,15,20,12,5,5,6,11,25,8,31,12,63,22,20,30,9,20,33,4,23,9,0,0,0,0,0,0,34,26,16,0,0,0,0,0,0,0,0,31,33,16,0,0,0,0,0,36,47,21,15,31,49,45,50,88,14,11,8,5,2,10,25,26,47,72,182,4,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,3,119,0,0,1,4,58,164,40,7,4,2,10,582
3429,7728,5439,8726,13637,27224,35550,16969,8324,2077,126,3533,9115,4718,9959,27840,31974,22331,11924,6357,1422,56,2919,8884,11074,20048,24810,25293,18058,11576,5405,1119,43,4788,10556,13280,17497,21600,20526,20387,12954,5674,1717,250,2777,9638,19043,28703,27250,19552,11760,7580,2578,333,15,0,5765,62853,46447,12158,1748,249,8,1,0,0,0,5951,52661,55154,12836,2437,181,9,0,0,0,2181,7009,12173,19810,23562,23120,18677,13444,7496,1665,92,7708,5857,8012,17019,23894,25914,22129,12924,4743,988,41,425,3050,5730,9229,13934,18289,20775,22230,21723,12670,1174,1,144,1530,5805,10367,14577,19948,29410,29080,16988,1379,798,11916,26291,28257,23778,17368,11219,6288,2563,708,43,52
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,10,2,3,1,1,1,2,1,0,2,3,40,25,1,2,0,0,0,2,1,3,2,62,24,9,1,3,6,3,3,8,6,12,72,80,6,0,0,0,0,0,0,0,0,0,118,6,0,2,0,0,0,0,0,0,0,46,21,19,17,14,14,25,20,31,38,230,137,17,9,7,7,7,5,11,17,33,261,60,4,6,3,0,2,1,1,0,0,60,191,0,0,0,0,0,0,0,0,9,9,12,13,9,11,4,37,6,4,8,10,93,26
0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,3,0,0,2,11,8,2,6,5,5,8,3,7,29,14,107,7,8,12,6,3,2,4,2,2,1,77,42,24,7,13,14,8,3,1,0,0,0,54,4,2,6,2,0,0,0,0,0,0,48,16,2,6,2,0,0,0,0,0,19,43,40,43,32,34,15,17,26,16,2,185,23,20,9,6,9,5,4,12,38,4,110,3,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,1,16,0,2,6,23,43,72,17,4,3,6,53,180
189101,177654,173377,53109,21419,5703,1436,190,16,0,0,155683,142869,138266,95720,56177,21625,8382,2638,610,35,0,145662,82968,88561,94401,74604,63441,42466,23904,5654,344,0,81339,167482,111637,87013,62583,45056,31795,18430,10710,5226,734,51127,123864,90536,86114,88880,80787,54141,28625,13150,4407,374,23,164330,73808,93376,120858,95760,45127,11372,7798,5974,3579,88,166459,63743,99185,110516,113059,40025,11650,7501,6129,3650,72024,111360,77886,88328,90132,77588,58036,31186,12818,2530,117,108135,178884,131282,91985,51828,29778,19557,7774,2561,221,0,1478,3952,29461,75192,94526,78340,55859,40809,35092,54771,152525,21600,38530,68090,82092,81408,74706,70763,75679,62978,40856,5303,42786,104851,44117,44220,63834,83940,92231,73820,39965,22884,9357,453
0,3,174,871,3973,16837,41628,105852,161206,83422,1155,0,31,557,2376,10049,39681,85936,124209,117844,34300,138,0,476,5864,29507,67140,100641,102016,73167,32803,3474,33,1697,2874,4752,12917,36527,86354,124818,107267,35160,2705,50,690,7410,33037,62516,82310,91432,73757,41593,18752,3502,122,0,17845,93971,123543,90791,55856,25505,6634,935,41,0,0,18848,86696,131320,83514,63266,23927,6579,931,40,0,293,9653,39442,59754,75507,78048,66333,48731,28040,8767,553,156,818,2684,7311,23316,63604,112088,131818,68517,4747,62,1066,3370,8848,21971,45975,81368,114168,99391,36167,2783,14,0,36,892,5919,18534,37088,62254,93587,108194,84681,3936,193,16254,74930,104801,94628,62706,34363,16857,7212,3006,171,135
10691,53221,24239,9746,9239,19943,60355,158780,154226,39534,5174,4549,54657,30269,14328,27545,62077,112036,126864,88232,26958,1536,19176,65545,36219,68410,87613,84929,82516,68053,31248,9027,128,25479,47517,71103,92717,101054,79757,65806,43536,21645,7358,631,10096,61764,84706,69415,65522,78301,82608,71217,36171,6512,225,3,11163,56756,47188,55225,87426,104926,102369,65327,27811,12261,9,11814,53627,49852,48702,98556,98234,106846,61662,27491,13662,12995,70130,65911,65349,65153,69589,80451,74581,44755,13338,779,17195,41991,57083,68633,78055,84304,82642,68850,33603,9343,181,11681,14430,28306,55115,78467,91295,85762,63645,39624,46115,38418,32,855,7687,25695,49400,64982,77029,96904,111431,98885,16143,8532,55526,70386,69317,72032,81315,82058,63627,35644,15683,2406,203
39665,94952,70019,70178,57250,59437,44654,27061,9671,3461,3724,72042,101101,66438,56056,57140,47163,34238,22826,13918,5201,3966,86901,78029,63425,59288,50391,45899,38360,30307,18200,5158,4145,23677,54721,82464,95273,78101,58394,37475,21411,13104,9464,6038,33401,77012,51529,48294,50863,54519,51730,49650,40176,16935,6049,4,87890,133441,133831,84550,30172,8712,1341,231,11,0,7,90657,117612,146490,81227,34939,7682,1325,232,12,0,55759,79229,52238,49964,52488,49993,47959,43035,32934,10925,5622,44551,86988,89602,73663,61197,45961,33062,24297,13313,3644,3984,7440,10268,19496,33986,44760,48801,51474,53772,52408,64147,93531,20632,51100,63165,63101,59018,50639,44185,43825,40828,32449,11020,27447,84160,40586,37105,42440,47318,47597,44895,36591,39883,31977,383
32234,197847,317901,204741,90722,23125,2950,266,120,67,9,42930,289020,297902,151531,65617,18293,3858,618,152,55,6,57908,228994,198828,148554,106790,72758,41010,13196,1783,155,6,72060,159707,214339,162359,101626,58729,38265,26316,19285,14554,2742,37365,77409,82280,83871,92276,103590,123402,135892,106073,27358,466,0,3469,14437,46385,82210,125269,160178,160758,158700,94978,23598,0,3423,12845,49200,71860,131663,162564,155213,158464,98274,26476,50271,106998,113452,99139,99789,103901,117316,114297,60420,4391,8,94763,230169,226534,156918,85846,43335,21399,8427,2269,316,6,10424,9492,27897,47405,68330,83983,98716,119946,154426,172583,76780,205631,175600,117050,84000,64737,50458,41982,42050,39717,29138,19619,23228,76341,83223,76781,74111,73607,71970,66876,59694,80505,183646,528
58466,30971,15563,7542,4714,3182,2853,2066,484,59,17,50555,43680,16004,8532,4281,2037,549,158,77,33,11,44619,43974,23388,8926,3376,969,383,166,74,41,1,17566,21552,16549,12906,10745,12208,10678,9269,6965,5556,1923,19610,30512,22036,17710,14817,10854,6434,2713,1024,193,14,227,74440,29731,10956,5039,2551,1538,613,455,223,144,300,74972,27307,12730,4726,3033,1408,627,444,214,156,23603,38863,28869,16144,9119,4396,2416,1375,909,214,9,31673,33471,25176,15111,10395,5464,2794,1277,453,96,7,82,489,568,848,1578,3213,5951,10990,18994,34831,48373,5765,12374,14468,13991,13005,11470,10554,11631,12720,14948,4991,12882,33438,25440,18789,13257,9013,5636,3184,1697,1156,1425,285
0,3,4,60,282,1791,8501,61375,246866,206295,4041,0,12,62,246,786,3091,14400,45137,166784,294821,3879,0,48,289,968,4352,19430,43823,81166,167995,204677,6470,594,738,1236,2140,3757,7314,16919,47239,170163,263737,15381,547,2378,6142,10742,17816,35735,56130,101434,152588,127750,17956,0,6,18060,43887,66913,114482,114111,57024,34079,34500,46156,0,8,16795,46898,58342,120595,114841,56053,34532,33146,48008,242,1698,6774,13270,20165,27332,37951,63277,122352,177051,59106,284,384,629,1378,3807,8593,14673,36330,129679,319748,13713,410,26522,75310,100720,105165,95353,74984,40664,9588,492,10,5,177,10057,86155,128195,102902,75210,65974,39088,19017,2438,421,7411,26611,53605,79573,102892,104343,86710,51210,16230,212,81
3369,9828,5953,6060,5227,5292,6203,3898,1710,558,46,6346,10594,8471,6266,5379,4847,3514,1758,733,217,19,6395,13684,7996,6676,5253,4256,2395,985,391,102,11,30167,10348,3094,1646,904,658,480,304,236,183,124,15832,13661,8703,4801,2868,1368,557,223,104,25,2,0,71,5924,6758,9685,9977,8003,4478,2608,622,18,0,62,5499,7188,8846,11211,7588,4488,2608,634,20,13701,8063,8689,6562,4612,3139,2203,910,231,33,1,24008,14262,4955,2047,1226,696,428,294,166,52,10,10445,7773,4547,3476,2836,2383,2269,2445,3529,5423,3018,40,194,437,758,1160,1630,2313,3731,6308,16076,15497,9978,5402,5877,6282,5755,4709,3580,2443,1648,1560,910,518
0,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,0,0,2,4,7,0,0,1,2,1,4,4,3,5,3,4,1,22,3,2,0,0,0,0,1,0,0,0,9,17,6,3,3,1,2,1,0,0,0,0,0,0,0,0,2,2,2,4,2,0,0,0,0,0,0,0,2,4,8,0,2,0,1,2,6,32,12,15,17,13,4,3,57,18,4,7,8,10,12,9,7,16,6,32,2,1,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,18,0,0,0,2,8,19,2,0,2,1,21,501
406,58418,252826,236741,172815,160397,145575,108722,55001,20512,4346,1604,126364,253764,200623,156246,125958,120523,111871,83688,33056,2062,3715,37555,147340,180182,174963,158404,148353,158998,152209,52082,1958,240340,235604,166256,140057,117384,100789,81969,62787,45389,22720,2464,20397,50565,160042,225121,219843,178218,150823,114026,60197,25767,10760,0,250,3317,5367,7261,18096,61337,113352,214197,354855,437727,0,242,2870,5724,6701,20123,60142,113655,209983,335573,460746,15266,9724,70869,171480,232304,232055,221313,156508,71117,29204,5919,102474,172118,175091,150016,147439,136248,127366,103173,68158,31960,1716,30757,229255,246645,179709,130005,99081,84180,77426,72785,55062,10854,11309,32471,66675,132895,205713,229151,205024,165724,100638,43523,22636,13048,32048,74568,101030,128146,172274,223128,216352,141613,84259,29293,476
20919,10397,9621,10902,20698,27389,40713,32729,17639,7376,16484,26070,15317,23399,28528,35277,30399,20013,12157,5799,4640,13268,22395,14283,25008,37550,36453,30099,18838,9650,5348,3802,11441,86307,48608,29014,14902,8686,5161,3410,2621,2646,3006,10506,47035,21609,26995,31049,29311,22775,15874,10280,6769,2745,425,202921,11166,472,191,89,28,0,0,0,0,0,203464,10630,442,220,83,28,0,0,0,0,0,36075,12944,17593,26600,32898,31544,24916,17358,10333,4148,458,55936,36144,34319,27453,17993,10766,7247,5542,3987,3558,11922,20533,25860,26340,33435,34188,28083,18816,11344,7660,6877,1731,4444,4840,7887,11857,15840,17809,19333,22775,24268,29788,56026,39572,9674,7774,11952,21989,33020,34760,26187,15028,8984,5927,8
0,0,2,0,2,1,1,0,0,3,5,0,0,0,0,1,5,8,4,2,14,15,0,0,0,0,7,16,4,2,11,20,10,39,10,5,1,5,5,1,0,2,9,0,6,30,11,7,5,12,3,3,7,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,0,0,0,0,6,18,0,0,0,1,28,11,4,15,15,12,12,14,18,8,1,1,2,7,7,7,18,15,79,0,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,53,0,0,2,6,20,48,6,4,0,0,10,458
43,70417,138520,145429,107517,76444,49209,27034,12559,3341,342,12672,220024,172230,91557,65618,35439,19489,10856,2505,444,21,150758,253155,119176,57846,24948,13438,8263,2876,337,51,7,123457,83632,93028,85520,84279,69638,53084,25253,9913,2552,499,304773,141769,77105,49345,31709,18628,6385,1025,104,11,1,0,231051,347583,44702,6219,962,248,64,25,1,0,0,246938,317628,58462,6359,1146,235,59,26,2,0,300085,136203,77393,53174,32601,20852,7738,2195,533,72,9,137230,191837,139367,80864,38884,23224,14029,4715,642,53,10,47103,11125,10658,13316,16838,23455,35037,54418,83487,159960,175458,1,78,287,1919,6860,17033,34149,62319,88725,134385,285099,269484,140140,83599,56120,38592,23760,12264,4465,1447,721,263,337
1751,22803,40435,63745,75431,62218,30254,7939,814,114,3,8383,26941,48425,69824,65709,47278,26721,10467,1631,127,1,9398,24620,42632,43283,42159,45335,44851,37513,15034,679,3,32467,33845,43771,51906,49414,39380,28557,15576,7807,2479,305,20310,16308,26327,34364,42210,47995,49771,39861,23187,4946,228,0,958,11788,12825,19621,38790,63838,58588,53104,32463,13532,0,916,10820,13929,17574,43556,61095,58591,52137,32535,14354,18599,15317,29808,39309,44568,49682,50271,41050,15890,997,16,31914,26802,39373,49615,50637,44366,34399,20700,7064,632,5,16401,3513,17825,40079,48631,46484,42691,38103,31183,18108,2489,14515,32633,38102,39372,40069,35430,29016,25072,19629,13012,18657,15207,9732,22942,32444,40247,45941,47826,39627,26375,18394,6772,487
