band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
3950,68550,164447,84066,106266,56002,42469,41929,19632,15754,8990,4043,1321,176,528,24110,84252,87514,64191,60809,56158,54034,52198,50494,42998,31107,9097,105,380,20274,56622,46629,34419,35953,32834,39687,46245,65215,82407,106550,50081,299,22161,43313,39676,37880,39609,40887,42371,56034,59633,66947,70158,63990,31579,3357,7436,42854,25155,16554,13849,14819,16823,23602,33470,44706,63764,83301,93482,137780,0,743,2488,12097,31177,48013,27508,42517,62726,111833,154806,97657,24283,1747,0,631,3388,11083,35907,44226,29974,39388,58372,102073,168806,93878,28176,1693,7590,46254,29656,16760,13670,13929,16923,21244,32170,47146,69951,105165,130688,66449,14630,27091,39469,41581,43542,50777,49893,50982,57338,54375,75153,77903,34320,541,4058,4614,69817,139823,94213,54857,37618,30273,27868,29684,37684,43803,30074,13209,332679,76533,43254,25713,16183,11713,9205,8107,8119,9846,12934,21182,36689,5438,10232,42271,33111,18712,13934,12459,12335,13696,15974,18338,20299,28348,59775,318111,567
144701,105185,82515,65400,47105,45281,26431,16951,7805,2833,781,48,49,130,181819,177585,102769,49254,19038,6886,4340,1899,996,329,143,61,53,43,205704,212260,86127,24048,8799,3838,2312,1115,564,248,118,38,39,5,48427,92072,84696,59835,51183,40007,33260,29236,24743,23137,19677,17427,14068,7447,74035,160541,116532,78935,52741,29334,16067,8333,4667,2688,1075,218,41,8,573,416978,95409,24211,5002,2105,530,252,96,29,13,10,7,0,602,419323,100886,16353,5284,1845,543,227,89,31,14,11,7,0,119111,199439,128380,50970,20132,11387,6361,4188,2824,1584,627,177,31,4,137837,151740,102385,57705,39998,20344,12587,10611,5124,3832,1906,819,210,117,1743,666,667,716,1020,1720,2963,5492,10575,20868,43194,89776,166448,199367,3922,9838,16934,23549,30013,35079,39533,42959,46992,58244,65473,73688,85394,13597,55586,147347,135670,84000,48470,28065,17031,10749,6998,4226,2597,1859,1473,1144,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,11,8,2,1,7,28,39,0,0,0,0,2,10,22,10,3,6,8,13,39,48,91,14,17,17,7,5,3,5,4,11,21,8,7,28,0,71,16,15,9,31,8,14,13,29,5,9,20,5,0,0,0,0,0,0,0,6,31,20,15,4,0,0,0,0,0,0,0,0,0,1,30,31,16,2,0,0,0,0,0,0,28,50,13,19,10,21,48,23,38,44,83,11,11,8,8,4,3,1,10,20,21,20,54,54,178,7,1,0,0,0,0,0,0,0,0,0,0,110,200,0,0,0,0,0,0,0,0,0,0,0,99,23,0,0,0,1,3,31,137,74,23,5,4,2,0,10,582
941,6580,6048,3646,7343,12604,17009,23739,24145,14108,8270,4123,608,65,1770,7564,4691,5036,8161,22348,22271,21019,17955,8095,7344,2444,508,23,926,7210,7519,10672,15400,18922,19451,18528,13883,8786,5438,2115,368,11,3321,7141,8919,12067,14098,12949,20659,15148,15874,9211,6073,2715,939,115,1468,6133,10194,16849,23508,23462,17547,12094,8544,5836,2820,674,96,4,0,812,13245,56504,34849,19948,2886,871,105,7,2,0,0,0,0,833,22935,46926,37618,17072,2984,741,111,7,2,0,0,0,1173,4283,7209,11099,15709,18793,18304,17626,13465,10824,7076,3071,556,41,5996,4972,5564,8215,13013,17350,22535,21394,13032,10157,5074,1605,301,21,226,1430,3567,5014,7483,10204,13333,15128,16525,17560,17699,14462,6146,452,1,23,389,1771,4617,7742,10022,12838,16804,22938,24134,18651,8924,375,295,5089,15883,21960,22108,19643,15683,11545,8004,5033,2664,1025,275,22,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,10,1,2,3,0,1,1,2,0,1,0,2,1,2,40,24,2,1,1,0,0,0,0,2,1,3,1,4,59,20,10,4,1,2,4,3,4,1,7,5,6,9,71,56,29,1,0,0,0,0,0,0,0,0,0,0,0,83,39,2,0,2,0,0,0,0,0,0,0,0,0,42,14,20,12,14,11,13,10,23,14,23,27,37,215,127,21,8,7,7,7,5,4,5,5,14,15,35,251,60,3,2,7,1,0,0,2,1,0,1,0,0,60,190,1,0,0,0,0,0,0,0,0,0,5,9,4,8,12,7,9,9,3,30,10,5,1,7,10,6,90,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,1,3,0,0,1,1,9,4,8,1,5,5,1,6,6,0,6,10,27,10,99,11,7,7,10,4,5,0,2,4,1,2,1,1,53,52,26,12,5,10,11,10,7,2,1,0,0,0,0,13,45,0,1,4,5,0,0,0,0,0,0,0,0,12,52,0,2,3,3,2,0,0,0,0,0,0,13,35,44,11,41,24,31,15,12,14,10,32,3,2,173,30,15,11,8,5,4,7,4,1,8,21,25,3,110,3,0,0,0,0,0,0,0,0,0,0,0,80,250,0,0,0,0,0,0,0,0,0,0,0,14,3,0,1,2,6,19,26,68,30,12,3,3,5,1,53,180
147468,137086,146892,112763,46258,20585,7407,2673,696,157,18,2,0,0,125384,111635,109728,105608,78545,48072,23558,11023,5458,2147,693,153,1,0,116719,78436,64890,73519,69466,64090,54046,42116,32369,17950,7117,1259,28,0,49943,129108,116480,81203,64587,59004,34013,33316,22792,13966,9233,5524,2386,450,20728,107244,80471,67013,68229,72776,67416,55132,38389,23404,12990,6266,1765,182,0,113190,70225,60474,59927,111667,78154,72838,27962,9511,5648,5479,4103,2827,0,113795,81849,47570,67107,105241,83826,66105,27644,10270,6254,5445,4105,2794,35750,109332,63605,63663,73145,66241,70349,54967,41094,25635,12680,4642,856,46,67925,151004,126465,94640,62217,45370,32825,18597,13357,6168,2783,621,33,0,1312,1071,9064,31924,60108,75308,67669,54533,40957,32329,27828,30369,60786,128747,16618,23434,41400,58303,64832,64693,60240,57669,57083,57998,53065,41846,22567,2257,13468,101733,50655,31323,34957,47348,60461,70036,72391,58894,37110,22822,14430,6377,453
0,0,34,175,741,2217,7944,18599,43978,77184,123158,110417,30397,277,0,3,183,637,1859,5263,18941,42734,78693,98960,94994,66571,6261,22,0,52,1413,7189,24058,46295,69962,82710,79652,58736,34877,9478,693,6,1114,2049,2646,5008,9557,24258,51021,80779,105473,86238,38936,7478,539,25,338,3059,12233,32491,48402,63559,71989,69567,53702,33112,18566,7144,903,56,0,3348,31955,94159,83430,90447,49381,39100,16494,5605,1093,103,6,0,0,3409,44780,77748,92399,84864,52166,35876,16431,6030,1300,110,8,0,103,2419,18283,35628,46970,58858,62473,58268,50608,38229,26551,13205,3293,233,83,396,1222,2388,6056,15260,33110,61180,97220,107850,73452,15838,1058,8,643,2003,3935,8825,17550,32096,51889,75946,92417,80072,40611,8733,397,4,0,5,125,1209,4824,12138,22881,36419,52625,73183,84458,82560,44040,654,62,3758,33305,68327,83279,78156,59645,39279,23742,13581,6804,3792,1328,63,135
3921,41977,28790,14430,8547,5491,10849,21360,55553,135992,135115,65386,14713,3024,232,31071,43306,16804,11801,15967,36976,65439,93255,96235,85375,41094,11305,191,5171,61314,29014,32892,56581,65188,69162,67305,65781,51528,32272,12987,3667,2,18281,31983,46565,56586,78610,75534,70804,62210,49751,29766,22820,10276,3209,208,7255,26725,69204,64927,52922,49828,57126,62029,70469,55336,35465,13104,2073,74,0,1269,26078,47369,30201,45714,51731,81778,84928,91809,53691,29850,17062,8975,0,1309,36692,34932,33771,45260,53983,75805,79062,91653,63370,27200,18771,8647,4332,50026,51243,53540,51116,49641,51636,56757,65105,61512,42248,19918,5665,292,10866,27830,36984,47218,59424,62152,64935,63602,60804,54968,35295,14785,3008,9,9630,8664,15892,26485,42745,60137,69442,72241,65297,50738,34539,28483,44847,23718,12,264,1909,8532,21164,35819,47178,55141,61857,75193,87668,83980,61471,8855,3206,32888,52523,55943,54145,55207,61241,65705,63674,50832,33156,18693,8215,1098,203
25216,75314,67556,56727,42378,49298,45497,42678,34638,20935,10523,3496,3223,2593,49852,88287,58742,50927,45266,44281,39081,32920,26495,18378,12365,7079,3712,2704,64129,68821,54704,51519,45669,39534,38322,32916,29478,23465,17253,8151,2905,3237,16316,33947,54672,66301,76925,64282,53866,38302,26579,17908,11609,8534,6288,4593,18196,63507,48967,38399,37379,40209,40922,43135,40870,39269,34325,22533,7234,5213,0,34648,81339,116595,92004,97581,33772,17800,5031,1126,235,50,2,0,0,34209,103262,96186,100753,88850,34988,15414,4970,1220,283,45,3,0,31354,75159,47735,40072,40212,40935,39732,38514,37092,34141,29075,16984,3955,5186,31220,62465,73380,77357,47550,47943,40563,29242,26667,19951,12800,5467,2453,3204,6311,7760,8700,18491,27155,34045,37562,39235,40816,42240,41264,43203,58096,75205,12887,34410,46473,50410,49435,47284,42365,37484,34434,34010,33141,29715,21400,6514,8005,77875,41963,29571,29018,32424,36271,37614,37303,35450,30060,28388,32912,23145,383
14811,98967,239785,227713,164874,80713,32902,8217,1571,216,101,75,31,6,23091,153804,278015,199988,116777,63518,23807,8151,2068,514,159,65,20,5,28166,156704,178713,145407,114050,90336,69193,46502,27479,10723,2280,393,30,6,49853,100027,158991,162396,129699,85289,57240,37678,28916,20377,16060,13466,8623,1367,24520,55724,62103,66088,65909,71879,76001,88568,100280,107337,93849,50116,7491,117,0,809,4796,18058,30583,62894,75936,122024,134901,125531,116891,108357,55214,13988,0,815,5845,15162,33298,62047,75911,111703,126984,129761,133879,99853,60857,13867,34718,70154,94465,87365,77416,76416,80458,85040,94791,89638,63563,15430,524,4,58469,160507,192472,162239,126607,79466,40443,25731,13984,6858,2462,656,83,5,9989,3134,15204,24891,37946,51093,61337,70485,79826,93271,113088,137117,123636,48965,159925,154602,114291,83241,65017,53025,43276,36469,32684,33126,31778,28517,18909,15122,13188,50826,65951,64045,60206,58687,57666,57527,56234,52672,47585,50739,74262,160394,528
