band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
2051,31412,93486,195408,321727,194583,34600,5270,57304,117923,215747,245898,198764,32361,5535,39074,131659,209628,244880,210691,31800,171865,126891,101486,112361,142705,172504,45455,29607,86149,122859,175149,230939,183208,45356,56,6148,22327,101598,226144,362155,154839,49,5951,22373,98811,219717,364279,162087,17400,30915,110727,182776,247540,238196,45713,71305,98867,111346,145603,208312,200826,37008,90234,229991,203785,140299,113319,81509,14130,26039,164400,211035,156019,129626,135401,50747,16136,48837,123756,201856,231945,188597,62140,474
298002,29980,4142,804,81,20,4,297595,32735,2254,376,54,16,3,302987,28075,1666,239,51,11,4,57304,41269,40656,39371,49387,58597,46449,134213,121955,59165,15512,1937,243,8,98376,222601,11802,235,19,0,0,99639,221319,11823,235,17,0,0,223237,96954,10327,1956,485,66,8,134360,79144,53574,36903,22057,6823,172,7,28,115,420,2628,27780,302055,10359,44427,63339,59108,55071,54942,45787,183964,133320,13239,2057,335,89,29,281
338916,41479,5280,1286,673,669,870,334641,45286,5059,1223,615,711,852,327580,50066,6153,1610,754,743,625,20309,22513,39135,81087,110109,92023,21466,162842,115260,56781,30226,13830,4494,740,1137,42096,157181,167136,14400,825,104,1171,41026,157087,167916,14317,916,126,235421,102819,29114,11458,4517,1405,321,110860,174289,75800,22006,5526,1539,819,3922,721,918,1944,5530,27640,345784,35618,53007,62601,68292,73701,63844,26145,225573,94136,33446,15698,7434,3507,3358,569
1,719,2375,10633,101434,140572,3298,44,2044,17200,74271,116581,47035,1857,216,16469,88991,100625,45160,6417,1154,26876,46359,61720,71190,42819,9512,556,2050,40605,91372,77250,35200,10704,1851,1844,116750,111857,25727,2508,346,0,1856,116410,112597,25281,2491,397,0,1441,31081,89626,81213,41554,12011,2106,5606,29324,70660,90423,52545,9293,1181,1593,13698,48475,84382,80129,29941,814,545,5158,16012,34276,68836,108730,25475,1297,33288,91694,83084,35255,10607,3807,229
1022,23858,19799,17299,62061,143476,7058,6897,37184,12922,38869,108889,65111,4701,21109,32357,28458,84402,84338,20577,3332,10992,31028,50829,84337,71950,22990,2447,11589,25515,43392,79173,70877,34732,9295,12219,154918,81577,22189,3391,275,4,12628,153041,82925,22182,3465,328,4,12545,31315,38063,74272,73635,36674,8069,21094,21165,32693,90253,84225,21464,3679,3491,10864,50670,79086,64267,47963,18232,5751,25083,47517,65632,71721,48035,10834,5902,37618,63673,72071,51476,27191,16642,237
72500,248513,162268,84398,35386,13033,1497,24638,171766,125000,110192,102692,74105,9202,20654,103251,70372,72521,111460,188957,50380,65474,77556,80496,98405,126580,134148,34936,50290,41709,28668,40425,78176,147065,231262,743,14585,79190,70025,174559,252463,26030,631,14471,80133,69362,160445,262684,29869,53844,46416,27599,38167,79316,175116,197137,41721,81050,94319,100875,111713,153056,34861,8672,209640,149070,67891,57552,81487,43283,409212,68967,27896,17312,17965,34116,42127,52503,51823,26393,26031,34312,48647,377886,567
249886,147915,92386,43382,10638,829,179,359404,152023,25924,6239,1325,204,96,417964,110175,12637,3427,812,156,44,140499,144531,91190,62496,47880,37104,21515,234576,195467,82075,24400,7355,1293,49,417551,119620,7107,782,125,23,7,419925,117239,7129,770,120,25,7,318550,179350,31519,10549,4408,804,35,289577,160090,60342,23198,8956,2725,327,2409,1383,2740,8455,31443,132970,365815,13760,40483,65092,82492,105236,139161,98991,202933,219670,76535,27780,11224,4456,2617,315
0,0,0,0,0,0,0,0,0,3,17,10,8,67,0,0,12,32,9,21,87,105,34,12,8,15,29,35,71,31,40,22,42,14,25,0,0,0,6,51,19,0,0,0,0,1,61,18,0,0,0,78,32,31,71,82,94,19,12,4,30,41,108,185,1,0,0,0,0,110,200,0,0,0,0,0,122,0,1,34,211,28,6,10,582
7521,9694,19947,40748,38253,12393,673,9334,9727,30509,43290,26050,9788,531,8136,18191,34322,37979,22669,7553,379,10462,20986,27047,35807,25085,8788,1054,7601,27043,46970,29641,14380,3494,100,812,69749,54797,3757,112,2,0,833,69861,54690,3725,118,2,0,5456,18308,34502,35930,24289,10147,597,10968,13779,30363,43929,23189,6679,322,1656,8581,17687,28461,34085,32161,6598,24,2160,12359,22860,39742,42785,9299,5384,37843,41751,27228,13037,3689,297,52
0,0,0,0,0,0,0,1,1,0,1,1,0,10,3,3,2,2,1,3,42,26,2,0,0,3,4,63,30,5,6,7,8,11,80,85,1,0,0,0,0,0,122,2,2,0,0,0,0,56,32,25,23,37,50,252,148,15,14,9,10,29,286,63,9,1,2,1,1,60,191,0,0,0,0,5,13,20,16,12,40,6,17,96,26
0,0,0,0,0,0,0,6,0,2,0,4,0,2,13,9,10,7,6,16,37,110,14,14,5,6,3,2,105,38,15,21,9,1,0,13,45,5,5,0,0,0,12,52,5,5,0,0,0,48,55,65,46,26,42,5,203,26,13,11,5,29,28,113,0,0,0,0,0,80,250,0,0,0,0,0,17,1,8,45,98,15,8,54,180
284554,259655,66843,10080,853,20,0,237019,215336,126617,34581,7605,846,1,195155,138409,133556,96162,50319,8376,28,179051,197683,123591,67329,36758,14757,2836,127972,147484,141005,122548,61793,19256,1947,113190,130699,171594,150992,37473,11127,6930,113795,129419,172348,149931,37914,11699,6899,145082,127268,139386,125316,66729,17322,902,218929,221105,107587,51422,19525,3404,33,2383,40988,135416,122202,73286,58197,189533,40052,99703,129525,117909,115081,94911,24824,115201,81978,82305,130497,131285,59932,20807,453
0,209,2958,26543,121162,233575,30674,3,820,7122,61675,177653,161565,6283,52,8602,70353,152672,138388,44355,699,3163,7654,33815,131800,191711,46414,564,3397,44724,111961,141556,86814,25710,959,3348,126114,173877,88481,22099,1196,6,3409,122528,177263,88042,22461,1410,8,2522,53911,105828,120741,88837,39756,3526,479,3610,21316,94290,205070,89290,1066,2646,12760,49646,127835,172489,49344,401,5,1334,16962,59300,125808,167018,44694,3820,101632,161435,98924,37323,10596,1391,135
45898,43220,14038,32209,191545,200501,17737,31303,60110,27768,102415,189490,126469,11496,66485,61906,121769,136467,117309,45259,3669,50264,103151,154144,133014,79517,33096,3417,33980,134131,102750,119155,125805,48569,2147,1269,73447,75915,133509,176737,83541,26037,1309,71624,79031,129788,170715,90570,27418,54358,104783,100757,108393,126617,62166,5957,38696,84202,121576,128537,115772,50080,3017,18294,42377,102882,141683,116035,63022,68565,276,10441,56983,102319,137050,171648,70326,36094,108466,109352,126946,114506,51849,9313,203
100530,124283,91676,88175,55573,14019,5816,138139,109669,89547,72001,44873,19444,6416,132950,106223,85203,71238,52943,25404,6142,50263,120973,141207,92168,44487,20143,10881,81703,87366,77588,84057,80139,56858,12447,34648,197934,189585,51572,6157,285,2,34209,199448,189603,50402,6190,328,3,106513,87807,81147,78246,71233,46059,9141,93685,150737,95493,69805,46618,18267,5657,14071,27191,61200,76797,83056,84467,133301,47297,96883,96719,79849,68444,62856,27914,85880,71534,61442,73885,72753,58448,56057,383
113778,467498,245587,41119,1787,176,37,176895,478003,180295,31958,2582,224,25,184870,324120,204386,115695,38202,2673,36,149880,321387,214988,94918,49293,29526,9990,80244,128191,137788,164569,207617,143965,7608,809,22854,93477,197960,260432,225248,69202,815,21007,95345,187614,256745,233732,74724,104872,181830,153832,165498,184429,78993,528,218976,354711,206073,66174,20842,3118,88,13123,40095,89039,131822,173097,250205,172601,314527,197532,118042,79745,65810,60295,34031,64014,129996,118893,115193,108906,98324,234656,528
79308,27918,8941,5152,3802,769,27,78809,33611,9603,3303,456,109,26,71318,42536,9906,1636,388,116,17,31877,24872,20019,18320,14582,11540,4707,38391,36383,25992,17282,6401,1400,68,47382,58545,13279,4264,1592,597,258,47698,57772,13783,4177,1593,628,266,45789,48105,20676,7231,2807,1235,74,52539,39059,22541,8076,3065,606,31,334,883,1784,5140,13600,33349,70827,12364,22411,21308,18049,17383,20246,14156,32842,41817,25983,14084,6557,2588,2046,285
0,12,208,2780,52503,396275,77440,5,92,707,5009,49781,323702,149922,12,412,3211,31879,100777,285399,107528,988,1812,4369,12220,49992,317575,142262,1397,8992,20975,55977,125914,237369,78594,0,23115,83262,174292,129653,51771,67125,0,22163,83676,167553,133324,53771,68731,769,9456,24965,43593,80158,209014,161263,479,909,3694,13133,41425,274563,195015,7244,108836,162309,149474,87822,13433,100,37,16364,172729,161880,109058,56126,13024,3153,37425,101524,159022,149781,73225,5088,81
10007,9860,9108,8807,7733,2390,239,13395,13603,8250,7743,4035,1020,98,13681,15540,9591,6440,2298,539,55,37355,6636,1922,1036,624,346,225,23559,15438,6246,2198,552,142,9,0,6577,12822,15507,9677,3380,181,0,6478,12914,15336,9554,3652,210,18062,13459,8956,5068,2266,321,12,33115,10465,2586,1184,545,212,37,15373,7979,4992,3752,3715,6062,6271,123,631,1428,2660,4820,11248,27234,12953,9133,9691,7371,4583,2611,1802,518
0,0,0,1,1,3,2,0,0,0,1,2,7,4,1,3,2,7,6,6,3,23,4,0,0,1,0,0,23,10,4,2,3,0,0,0,0,0,2,4,6,0,0,0,0,0,5,9,2,1,2,27,25,29,16,5,73,8,8,17,19,17,12,34,1,1,0,0,0,0,40,0,0,0,0,0,18,0,1,6,24,0,3,21,501
12674,327636,334689,238694,208914,79090,14062,36447,380017,279440,200049,185778,119039,14989,14216,198227,287460,245691,240521,208188,21456,388884,270468,209132,157854,110876,66281,12264,39192,221601,355615,285648,203946,86402,23355,67,4084,9732,31440,150443,354851,665142,66,3988,9765,30448,142525,349572,679395,18567,95988,317193,362863,298676,102413,20059,199371,275544,234071,206665,188043,96668,15397,135838,400365,247015,157429,125640,110849,38623,27579,97331,259344,356470,288290,145436,41309,25289,107455,176216,271820,352753,211856,70370,476
27319,14360,23330,46073,58206,25760,19819,33955,33190,50771,48135,23708,9127,15981,29820,37218,58711,46361,20931,8171,13655,118088,47502,20168,7853,4788,4170,12298,59301,40980,47838,35711,20010,9523,1504,213407,1182,234,44,0,0,0,213434,1146,247,40,0,0,0,43007,26570,46983,49205,31994,14952,2156,77552,52971,37577,16798,9665,6225,14079,35141,42266,53705,43624,22583,12130,5418,6913,11698,21444,27945,33238,39248,74381,45726,12590,25126,50807,47824,22169,10625,8
0,2,2,2,0,0,8,0,0,1,5,12,5,26,0,0,5,19,5,19,22,46,8,4,7,1,9,2,35,13,11,13,3,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,24,0,0,16,26,15,27,14,31,9,2,2,14,14,26,79,0,0,0,0,0,10,50,0,0,0,0,0,53,0,4,14,62,6,0,10,458
15742,205867,217205,113272,60896,16475,1398,135154,279866,128275,62350,21099,3973,138,330131,204541,66091,21338,8157,572,25,168877,141055,137884,110403,58567,12617,1452,395201,135236,66396,29381,4466,168,7,59022,525177,44616,1806,202,32,0,61037,523029,44728,1814,215,32,0,386753,135747,69576,31566,6438,746,29,242541,238066,98159,37206,13938,913,32,54009,16697,23055,37186,71670,144373,283865,28,457,5897,27344,78415,150413,368301,357824,144825,75648,38064,11677,2199,618,337
12149,60625,108952,96280,26241,1211,49,21850,68860,113150,73032,26112,2468,35,20236,61972,67533,69004,67184,19503,75,49853,70288,77277,63036,33072,10712,1269,28181,39129,59313,75798,69906,31740,1440,22,14128,24127,62083,100904,74373,29870,15,13826,24507,60653,98459,76752,31295,25397,43496,65671,77325,72248,21177,193,46437,58156,76810,72082,41932,9993,97,17938,24476,70077,73096,62941,46306,10673,32086,58809,62583,55491,41923,29390,25225,19437,32597,56432,71692,68971,40085,16293,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
76182,79645,57087,52557,25909,3476,310,89987,62216,43082,39520,40090,19283,981,68961,63364,38176,35301,44438,42315,2606,36073,65590,63136,52609,48076,27154,2515,23383,37193,37780,40324,47251,65800,43448,48040,123971,78020,33794,10097,1250,12,49094,120639,80407,33479,10072,1478,15,24566,48055,39516,39447,45996,69518,28071,80475,63598,36066,33949,39478,38754,2979,850,11081,53107,57706,50534,62043,59808,136607,65803,35929,21652,15715,13046,6299,10664,37442,34140,36046,39919,44702,92141,365
117806,63314,16779,3997,464,46,5,142273,51154,7476,1220,221,56,11,142352,46029,10248,2951,661,157,13,11290,14188,22130,36809,48398,48562,21034,65253,60450,34698,22563,14237,4956,254,38,11089,106595,64198,18055,2393,43,34,11460,107447,62931,17912,2572,55,101910,60384,21263,12503,5465,846,40,34766,80578,59151,20126,6483,1289,18,1726,972,3347,5349,8574,23256,159187,29681,30192,28271,26587,29224,38121,20335,106997,45864,17402,10060,6897,4862,10329,588
70622,103911,69107,62755,36485,7847,4938,128808,85609,65647,53417,14225,4682,3058,152558,101297,66100,25580,5286,3313,1092,39656,108911,100496,61440,30197,10870,3428,102183,71920,56854,62803,53229,7386,55,133697,202022,17172,1247,53,0,0,133618,200898,18350,1249,57,0,0,121220,75618,59879,59767,29565,7457,1114,121684,92145,79803,46536,11807,3300,638,6465,4112,9094,29345,60472,96858,148637,7186,43152,64132,54958,61020,75645,48273,88752,72105,59803,54502,45151,24177,9840,300
0,0,0,11,14,2,50,0,0,1,6,21,20,71,0,1,1,36,28,35,46,108,7,6,11,14,10,5,58,37,25,25,19,18,0,0,0,25,29,0,0,0,0,1,22,32,1,0,0,0,1,18,69,32,46,44,77,17,10,10,16,22,58,179,0,0,0,0,0,30,100,0,0,0,0,0,150,0,7,26,109,35,9,47,362
0,218,3586,18362,89494,122300,13794,3,603,6993,44008,101769,84594,9784,13,5577,46093,82060,68547,43069,2395,2365,5593,19548,60501,111867,46778,1102,2852,31469,78609,78186,40756,15162,720,0,53384,100197,52224,28356,12243,1350,0,52164,101623,51533,27981,12949,1504,1611,34473,62854,66169,50620,28569,3458,1043,2128,15338,48344,111392,65633,3876,3833,20250,37024,58315,81412,45605,1315,14,563,5486,23734,70370,120734,26853,7375,79194,86865,45861,21722,6306,431,76
102171,124346,49591,43419,46610,41601,5287,80417,123980,64419,37311,35510,56701,14687,46834,91525,85105,60543,45980,63482,19556,83069,86786,66478,56285,56708,50505,13194,28495,63707,77428,70895,53132,54101,65267,12537,64129,135181,127831,47706,14548,11093,12605,62925,135942,126665,48442,15396,11050,27744,61315,79570,74649,54849,57991,56907,85161,105829,61311,41001,38692,59202,21829,3626,53427,98453,89336,68429,55088,44666,99625,103198,76850,53469,42035,29125,8723,19540,34892,53556,78887,79232,56880,90038,461
77386,59623,20713,22594,18741,4634,3740,128053,46002,15945,6494,2770,738,2646,159563,28373,5743,1331,547,494,1880,45287,37051,30207,29907,27042,16210,7452,98318,47330,21870,8315,2702,504,892,73718,78794,16440,3891,595,30,4,72281,80250,16407,3893,595,41,5,129466,40685,6933,4309,1756,691,902,104666,63410,25467,15891,4552,734,2985,1765,1345,1597,2781,6376,28931,150359,939,5881,12989,19894,30001,49678,59803,106197,53367,10257,5332,2045,588,190,248
0,0,0,0,0,0,0,0,0,0,6,8,7,28,0,0,6,22,9,17,37,63,9,5,6,9,8,12,49,28,19,14,15,11,4,0,0,0,10,23,13,0,0,0,0,4,24,18,0,0,2,41,23,27,41,27,55,9,5,11,16,25,47,110,1,1,0,0,0,30,130,0,0,0,0,0,63,0,3,36,82,8,2,41,540
172152,21978,1862,685,341,255,1044,172822,22595,2276,677,357,298,933,166588,28647,3703,1068,438,357,737,24210,19219,25701,33872,38342,35752,25999,69098,88908,29603,12505,4994,1626,587,6312,19406,86114,89184,7844,307,9,6139,19643,86539,88673,7779,393,10,112167,71153,15018,4811,1713,527,447,64074,69588,39696,20369,5201,1112,866,8231,937,1147,2022,4862,19752,164587,15236,25916,39378,40453,34612,26232,17431,110144,56985,17951,8277,4096,1960,1823,600
0,0,0,0,0,0,0,8,0,0,0,2,1,3,15,5,0,3,4,3,5,62,2,1,2,1,2,6,67,13,2,4,4,4,3,0,23,1,0,0,0,0,0,19,5,0,0,0,0,25,42,7,13,12,5,10,83,5,6,4,6,4,13,41,1,0,0,0,0,50,107,0,0,0,0,0,14,0,0,8,50,9,3,26,624
746657,84329,19524,7738,2278,419,330,702961,100345,32738,15945,6894,1946,446,606007,141277,55551,33182,19254,5811,193,122663,203513,191963,155715,104764,63522,19135,255405,230411,138314,104041,80733,46445,5926,69446,467502,244110,74495,5566,150,6,70924,461309,248072,75124,5666,173,7,360066,220931,102967,73467,62366,37961,3517,395180,265528,117157,54161,22944,5939,366,1036,1425,11919,36046,67257,134855,608737,231857,170696,136494,104937,91987,88989,36315,265215,237092,118767,88067,67894,47656,36584,390
1855,163472,324156,131003,48625,5749,140,2947,146336,291916,147780,66399,19480,142,7738,92416,191830,209736,115799,57170,311,129895,223505,162821,98243,44005,14924,1607,16775,173799,285018,122645,56902,19738,123,18,7450,4172,33641,148260,238326,243133,18,7433,4204,32682,140639,236814,253210,11384,98403,290415,188904,74068,11812,14,47009,186260,221641,134661,69478,15828,123,27712,145605,161230,140404,105303,80492,14254,1886,22467,64179,142576,246484,176238,21170,15949,105419,208720,200267,99945,36257,8443,513
0,113,1665,15804,112178,263492,33900,10,2324,21312,75927,183290,137208,7081,520,30541,109820,163174,99705,21403,1989,10427,23595,58433,96630,131388,97060,9619,11026,57598,117246,134764,82362,22563,1593,4323,183961,188724,44966,4544,629,5,4468,179633,193049,44469,4785,743,5,9410,64892,115716,120940,82211,30985,2998,2805,10508,36870,118162,185180,71087,2540,7041,10038,35230,94835,155526,116312,8170,117,2879,20699,61821,121976,163426,56234,15165,123683,148431,91709,36399,9722,2043,176
26277,4817,1177,592,347,28,0,27354,3872,1036,640,323,13,0,27801,3809,784,512,327,5,0,5203,7822,6630,5216,3808,2954,1605,16140,10510,3704,1454,937,490,3,10983,18835,3236,184,0,0,0,11453,18294,3294,197,0,0,0,22448,7194,1742,906,728,219,1,14293,10270,5194,2615,771,95,0,99,91,284,514,877,4042,27331,551,3525,5167,5793,6462,7277,4463,18355,9686,2697,1185,637,402,276,277
0,0,0,0,0,5,16,1,2,1,4,5,21,57,2,4,8,9,39,56,36,152,14,9,12,9,0,0,84,82,32,34,6,0,0,0,16,34,20,10,0,0,0,15,34,26,13,0,0,1,4,30,102,113,90,3,64,80,44,28,48,65,35,192,0,2,1,0,0,60,210,0,0,0,0,1,114,1,7,37,148,33,8,66,133
0,0,0,0,0,0,0,1,1,1,3,2,3,3,1,3,1,5,6,6,6,39,3,4,3,0,0,0,39,16,7,12,3,0,0,2,24,22,0,0,0,0,4,32,20,0,0,0,0,1,15,55,46,43,42,8,115,24,31,14,9,36,16,30,0,0,0,0,0,30,90,0,0,0,0,0,17,0,0,5,39,11,4,43,71
329422,77126,40205,23404,14047,7507,1157,333340,106222,35127,13378,4037,740,24,329750,116844,37557,7778,808,117,14,127292,95504,75480,64074,53158,47951,29409,184161,164420,91748,40460,10268,1743,68,127949,309200,42597,9681,2571,669,201,129751,306125,44011,9387,2663,705,226,240668,177946,54338,15331,3724,822,39,209932,149936,81097,33362,14622,3756,163,1134,4902,11573,23663,40983,81768,328845,16072,54992,81604,82787,85644,95064,76705,180170,184583,68214,34979,16552,6044,2326,286
2444,27396,194639,368165,175271,36804,11322,7785,98626,322581,222811,110373,45020,8845,10816,196642,241337,161374,122442,75312,8118,47816,117797,157857,183290,181204,111790,16287,19847,111346,198888,213805,144806,87106,40243,61,6040,29888,226937,364707,154901,33507,52,5988,30071,223400,357250,163821,35459,17722,125242,203080,206846,151558,82701,28892,28321,117706,203887,219320,159882,78026,8899,18866,37668,106623,168984,209054,224692,50154,79536,107157,158280,179663,156646,107595,27164,22186,141514,207220,196725,133521,62667,52208,486
284664,96106,40837,30478,13534,6568,4312,317510,86613,38432,18088,7725,5091,3040,327412,95165,31182,11386,5691,4492,1171,115535,85207,91915,77900,56762,37281,11899,236846,104738,63283,38079,22482,9759,1312,285665,162426,25160,3121,121,6,0,290619,156908,25717,3121,127,7,0,251707,105026,57702,33137,18511,9109,1307,244267,103649,61465,39733,18878,7566,941,4420,4148,4288,7841,24934,103538,327330,37142,43005,44728,50952,68181,121339,111152,224952,128323,62714,32965,16905,8016,2624,66
0,0,0,0,0,0,0,2,1,1,0,0,1,2,2,5,1,1,1,0,4,15,0,4,1,1,0,0,25,2,2,6,0,0,0,0,2,0,8,0,0,0,0,4,0,8,0,0,0,9,40,8,15,4,22,0,152,10,0,3,6,34,19,17,0,0,0,0,0,10,40,0,0,0,0,0,8,0,2,4,18,1,1,20,578
450,7497,6787,3239,18609,98669,5194,461,12605,4517,16952,59065,44693,2152,5231,13150,27141,48893,40129,4547,1354,19589,22082,42095,38025,13643,4141,870,14703,27037,31219,39194,21098,5566,1628,9040,103637,24506,3233,29,0,0,9937,102326,24923,3227,32,0,0,9437,28733,28397,42800,22940,6279,1859,11678,16725,26018,45804,33540,5333,1347,4733,11199,34934,48174,20929,17865,2611,314,2728,6296,15298,32015,45421,38373,5434,28036,38670,40671,19085,5606,2943,227
