band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
0,3209,40989,100781,228230,416640,83418,73,24525,68448,138471,242137,351946,47667,502,10740,74423,176775,263037,312220,35570,227393,128357,109188,118964,146755,121765,20845,25793,71948,112835,155917,201605,243320,61849,9,3880,16660,81329,232479,355135,183775,13,3956,17636,82925,220316,359507,188914,8500,13461,68200,145485,224849,298374,114398,94276,96963,80913,114913,195786,255438,34978,170024,320296,186210,102635,63727,27771,2604,4703,101165,232335,153147,141470,185629,54818,4395,22130,65988,140299,236479,251187,152789,474
263336,64121,3652,1182,483,228,31,312874,15627,2185,1143,764,409,31,314499,13160,2654,1326,832,484,78,42752,41293,40924,44993,53414,58677,50980,135893,107275,61994,20953,4599,1861,458,147717,183652,1502,131,25,4,2,183943,147753,1199,109,24,3,2,237834,82403,8110,2873,1304,494,15,137063,79918,57232,34296,18244,5692,588,5,79,227,1181,4128,20757,306656,30989,49968,51433,48637,48727,55994,47285,177510,135653,14627,3680,1041,346,176,281
89559,115432,100913,53637,24517,12837,3066,89139,121137,86313,54589,31142,15338,2303,101120,117839,85846,49571,30040,14228,1317,11304,18115,79223,136362,102551,45902,6504,66612,69933,64909,66657,65217,51086,15547,124,46300,106472,134450,88566,23217,832,116,54022,111731,126236,82025,25032,799,96900,93884,73506,59771,40048,30254,5598,29767,94121,137239,92811,32126,12266,1631,5129,7025,18043,40643,76865,121395,130861,58150,76914,65292,53593,56102,70136,19774,80260,87424,72934,53621,38320,27445,39957,569
364,8220,87349,126973,31053,4434,639,2085,63315,149030,33959,7752,2449,442,11502,162854,66525,13393,3429,1014,315,14380,55508,71324,59854,40574,16211,1181,4191,75225,122577,42833,10211,3156,839,570,241457,15943,1056,6,0,0,1243,242637,14430,717,5,0,0,5809,85619,111490,41492,10310,3310,1002,14592,92128,90963,47421,11929,1648,351,362,1130,4364,24824,74251,115150,38951,913,4629,18582,57512,106047,66287,5062,7361,84156,98869,49412,14091,3573,1570,229
4805,39634,51654,85455,61168,28442,3415,24765,42424,70576,67945,44017,22121,2725,16988,86604,73878,51363,31643,11653,2444,25936,42691,59211,73143,52229,18873,2490,7863,34799,71736,73956,48360,27402,10457,273,156865,88800,27772,850,13,0,373,163378,83038,26872,900,12,0,8772,42865,70731,67772,43820,28966,11647,34774,26087,66457,88411,42032,14152,2660,1288,4669,24777,61323,81714,79126,21676,15162,37244,57781,69301,62824,28006,4255,5035,45572,68849,63161,42613,24969,24374,237
108276,155714,146119,109706,66928,28483,2369,32511,112381,96656,115661,131507,115548,13331,37919,79780,51669,75502,123397,197060,52268,34156,56974,76727,104539,145081,154492,45626,51033,33834,23117,34877,69640,154975,250119,0,3472,70729,53791,82570,215864,191169,0,3599,70548,53717,81189,219833,188709,58685,34528,26754,38049,71666,168973,218940,26598,63393,91160,98368,114885,175302,47889,5530,155603,174895,83483,60218,61225,76641,402371,79074,31895,16465,17234,36211,34345,68294,32514,28454,34656,41772,54806,357099,567
74359,152990,129722,121236,58545,4941,3422,217720,248624,62981,9192,2933,1072,2693,329279,189217,16389,5544,1849,838,2099,148546,145958,91457,63626,47132,33892,14604,221236,188194,90147,29289,10804,4046,1499,460929,81755,2279,224,27,1,0,475607,67516,1892,176,23,1,0,321492,169312,30193,13334,7141,2488,1255,285468,136708,72999,33699,10429,3071,2841,2610,3783,8644,22000,56203,226764,225211,8119,20850,40989,63963,96499,164534,150261,141268,253093,84981,31212,15137,9527,9997,315
0,0,0,0,0,0,0,12,6,3,3,6,15,95,11,8,10,7,9,6,124,53,1,0,2,3,4,126,40,12,2,0,2,0,129,58,0,0,0,0,0,0,58,0,0,0,0,0,0,17,12,14,12,8,8,74,51,6,0,5,2,8,145,201,11,2,3,0,0,20,86,2,0,2,1,12,158,3,7,21,146,29,10,20,582
1944,14014,30975,41514,28012,12174,596,8727,27305,36543,29908,18337,8066,343,13127,43118,31463,21116,14982,5199,224,10925,12205,14032,21822,32285,32218,5742,15318,42258,32578,21911,13779,3304,81,56349,64271,8428,180,1,0,0,56796,63951,8330,151,1,0,0,11917,40502,29823,20800,16378,9237,572,11553,7848,14368,40941,44992,9261,266,509,3883,10985,16517,26314,42485,28536,80,2107,9508,19016,31287,52868,14363,29138,40316,25424,19109,11543,3334,365,52
0,3,2,4,1,6,12,2,2,4,8,6,10,24,0,2,9,11,17,16,15,54,13,4,2,8,3,0,33,15,20,9,13,1,0,0,10,22,0,0,0,0,0,24,12,0,0,0,0,0,2,33,43,22,32,15,60,28,11,14,18,18,33,90,0,0,0,0,0,20,50,0,0,0,0,1,71,0,0,7,68,22,7,14,26
237809,228033,116994,33407,5559,203,0,206202,175377,140277,72142,25077,2925,5,123354,122851,125818,141992,92923,15046,21,194744,248511,112112,46035,16362,4053,188,55473,132704,145586,148236,101331,36084,2591,20,74006,118922,153814,231540,43187,516,18,75544,120570,149286,233391,42670,526,57259,132500,137567,152716,107885,33113,965,239389,192849,108473,53668,22573,5029,24,2293,65736,196620,111299,62833,108440,74784,57202,147135,168381,113062,80558,48838,6829,6310,92323,98580,117454,142065,118711,46562,453
0,157,3977,47390,199848,156923,6826,2,4008,48841,153279,152354,54240,2397,1050,82755,153926,116140,47441,13021,788,2503,6024,16742,77056,181320,129646,1830,3860,70190,142870,119399,59343,18444,1015,0,44399,254986,107820,7779,137,0,0,47146,255012,105089,7717,157,0,6546,108472,127344,91167,53506,25086,3000,985,4446,15502,85622,236956,70407,1203,1309,4235,12679,41012,130686,194293,30907,18,1165,18042,63978,129798,180833,21287,19762,180304,140952,48593,19520,5491,499,135
855,32116,38099,40809,135048,310230,34551,10302,71261,63190,113414,196372,119342,17827,22167,117082,127465,148014,130625,36691,9664,93897,225808,200183,53400,13980,4010,430,48236,143501,112045,126509,110466,45196,5755,10863,82589,99104,93052,170143,59527,76430,18265,87697,88025,94697,165152,61053,76819,32111,135017,110242,110582,117150,69366,17240,79967,141029,150762,142199,51658,19039,7054,27969,50629,168731,168099,95275,70368,10637,1372,15289,45829,94225,133424,199440,102129,9865,82422,130622,139297,123569,74291,31642,203
8494,66178,77467,89981,128346,99218,10972,12880,72174,68632,83253,131067,102785,9865,14413,63094,65422,80677,138199,109299,9552,47356,123810,130350,107619,52620,13958,4943,12079,31013,48769,69729,117273,158497,43296,1,4129,51924,155050,236044,32200,1308,1,4192,51607,153595,237271,32712,1278,15100,50368,61936,74235,111863,137171,29983,44298,75236,89936,115247,95896,52302,7741,14027,106257,142549,94806,73684,37628,11705,61515,159546,127682,69095,34426,18024,10368,4390,22414,44017,56627,67818,98987,186403,383
280014,382166,173419,31844,2305,190,44,257853,400071,170021,39018,2799,188,32,144877,283757,240880,158092,41149,1192,35,111533,263476,283355,137788,50702,20064,3064,52434,97808,136327,182585,238285,156820,5723,0,2000,37991,192011,302963,307105,27912,0,2183,38486,190862,302038,308670,27743,67579,154545,163386,185583,205835,92554,500,215351,349528,215206,73812,14494,1558,33,11855,22082,79640,179956,223439,232579,120431,378579,228332,121057,64184,38881,18737,20212,28414,111826,142514,141792,127928,107574,209934,528
117314,7456,860,225,56,6,0,110483,12789,1693,650,233,67,2,98082,20814,5378,1176,396,69,2,15046,17644,21790,22901,20844,21743,5949,25690,38199,31620,20215,8058,2061,74,2337,69107,37166,10207,4040,1884,1176,2305,73895,34119,8734,3737,1963,1164,44896,49738,16076,7359,4775,2870,203,45837,38527,26071,13248,2032,199,3,78,1583,1846,3072,5967,18896,94475,27202,32547,24966,16505,11916,9420,3361,23947,58299,20488,10168,5329,2965,4721,285
0,1,1321,20454,110830,315958,80654,0,51,1087,18632,96963,307872,104613,0,2555,23388,61560,118315,229797,93603,699,1393,3247,11174,47127,256112,209466,605,7340,26069,69918,131513,202750,91023,75,86931,184490,136076,112408,9238,0,86,89094,186368,134028,109511,10131,0,419,12210,38720,62499,94464,167780,153126,302,512,1194,5935,44401,321233,155641,5560,93837,86741,123431,138440,76809,4400,112,14928,174930,164084,121476,49417,4271,5525,81906,155504,111448,79053,83014,12768,81
560,10301,9261,9434,11186,7184,218,6900,13906,10875,11357,4164,878,64,9442,16604,13286,6935,1533,308,36,32205,10514,3336,1092,509,287,201,18591,16952,8340,3450,714,96,1,0,319,8841,14446,13117,8748,2673,0,407,10450,13190,12227,9155,2715,16553,12647,9880,5617,3001,441,5,26531,14368,5157,1375,480,198,35,9612,6517,7859,8099,6085,6377,3595,51,430,1370,2863,6203,14120,23107,10308,8767,11691,8439,4533,2442,1964,518
0,0,0,0,0,5,9,0,0,1,1,6,14,20,0,0,3,2,23,4,24,42,2,8,7,4,3,11,14,36,1,17,9,13,1,0,0,28,4,0,0,0,0,0,18,21,1,0,0,0,0,8,48,30,41,48,14,41,12,13,9,31,55,66,4,1,1,0,0,30,70,0,0,0,0,2,52,0,2,13,75,5,1,21,501
5484,160298,320800,296242,259162,156586,17187,20020,257890,273875,233920,233611,179444,16999,1525,83288,277556,304798,297153,230851,20588,556691,301830,162492,94774,57274,33243,9455,39163,224043,336944,300841,212041,78940,23787,0,1110,4713,15484,93219,345315,755918,0,1211,4948,15886,86890,352165,754659,6551,49421,241438,424394,340117,125809,28029,314228,240351,200946,185992,159310,98046,16886,145764,624405,282711,95785,38952,20707,7435,16009,47711,139197,323774,393004,255337,40727,8829,28520,70782,239229,448354,301843,118202,476
86379,54126,25819,13023,5867,3420,26233,50364,44655,36728,30044,19134,9227,24715,39141,43189,41297,37595,22180,9286,22179,55906,47597,43318,27572,13456,6475,20543,55131,29344,39483,42076,34417,13641,775,54181,84271,51926,18480,4230,1611,168,54337,84826,51733,17956,4247,1609,159,44036,27046,35449,41650,38725,25721,2240,57701,45904,37362,26127,15930,9121,22722,10755,17027,31502,48276,46798,45208,15301,6526,29534,49756,36097,22350,16670,53934,47541,23507,36856,42010,37956,20134,6863,8
0,0,0,0,0,0,0,0,0,0,0,10,10,50,0,0,0,2,24,16,70,46,15,15,14,10,23,24,23,27,17,29,24,22,19,0,0,2,5,17,30,4,0,0,0,14,21,29,2,0,9,19,59,38,59,68,63,28,12,17,20,40,86,128,0,0,0,0,0,50,130,0,0,0,0,0,90,0,5,26,130,6,0,20,458
410,541,81364,231312,176332,136353,4543,712,162159,146702,146479,143551,30500,752,142710,190308,145170,114258,36395,1550,464,106189,102950,147739,163487,89561,19573,1356,280432,119194,95845,93230,39927,1990,237,155140,130659,273422,71007,601,26,0,180529,105409,279564,64721,609,23,0,270069,145443,99992,82433,30296,2332,290,96003,172244,187857,116041,51113,7062,535,42510,24926,42735,78379,123713,176004,142588,6,196,5311,41569,111043,152028,320702,233637,166452,124167,64722,25705,14151,2021,337
655,21677,90394,122017,59445,11112,207,8539,35541,90560,101578,53928,15220,141,5707,19354,43736,84919,111696,39954,141,72268,104145,68873,39999,16352,3556,314,15473,25636,51861,78209,81419,49453,3456,0,2796,9700,27834,57508,94756,112913,0,3152,10482,27728,54700,97061,112384,9641,17862,35288,66341,105153,70007,1215,39709,64208,82548,72352,35393,11209,88,13390,84286,124536,56366,17109,8206,1614,35828,58613,51855,58047,56953,29118,15093,7096,12232,27025,56319,72717,71521,58597,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
13958,89211,61210,60684,56009,14020,307,25025,79669,45994,43575,55612,44688,836,8812,56636,54223,46031,53733,72145,3819,5162,29113,65029,87563,70879,36085,1568,6502,19030,29265,42922,54549,80755,62376,1,17266,190033,86922,1097,80,0,1,18132,190899,85219,1065,83,0,7166,28042,38553,43593,50439,85455,42151,21484,57839,59667,47551,46931,58317,3610,762,14981,65779,72214,72344,63714,5605,147958,72879,33955,18009,11952,8455,2191,1222,21718,39160,44780,45864,52157,90498,365
70426,70132,28897,12917,7621,5685,6733,71575,74499,26723,13247,7192,4612,4563,77271,69055,27466,14790,7698,3438,2693,11069,12615,18582,32298,52548,51968,23331,20292,52217,50760,40349,27741,9108,1944,4682,66295,88695,32622,9377,739,1,4844,71264,88182,28405,8855,860,1,45182,81255,37400,23294,10583,3698,999,17893,35537,63051,51700,21802,7672,4756,1917,2439,7898,13960,22067,45737,108393,22302,40865,38932,33654,30931,24720,11007,44152,78876,36528,16661,9427,6212,10555,588
161701,95949,48651,29075,13175,3815,3946,172723,92720,52079,26425,6623,3646,2096,180258,90092,51715,26049,4621,2984,593,24389,102116,130277,69065,23809,6112,544,122315,61303,60597,63337,43597,5118,45,26787,310722,17463,1340,0,0,0,28913,314361,11998,1040,0,0,0,144505,66915,63864,57130,19720,3458,720,148735,95657,79928,25593,4213,2032,154,5835,3048,7432,32407,55642,74338,177610,9463,56706,66458,63654,84143,65819,10069,103688,75057,59938,50864,39183,21493,6089,300
1,2,1,1,0,2,0,0,11,14,20,19,27,14,0,22,38,66,39,33,5,240,21,10,2,0,0,0,190,84,25,7,2,0,0,0,0,0,0,0,32,62,0,0,0,0,0,22,74,0,23,133,111,47,35,1,225,46,29,15,21,24,4,227,6,2,0,0,0,100,290,0,0,0,0,3,129,0,14,76,174,49,17,61,362
0,4524,66307,85404,56729,30096,4694,3,4395,54540,90919,64124,31596,2177,466,59728,79482,60257,32538,14851,432,1720,3123,9508,31130,84722,105355,12196,3344,60261,85891,61835,28120,7774,529,0,84423,125988,33716,3612,15,0,0,92113,123087,29341,3187,26,0,5384,76985,72285,47322,27794,15677,2307,924,1422,4205,32046,153582,54667,908,1300,5591,11959,26888,58060,101734,42222,20,553,4269,25094,81454,125020,11344,33781,119328,57611,22739,10838,3185,272,76
75533,161240,100646,49703,19838,5645,420,62545,134286,101040,58379,39655,16059,1061,43286,84263,97919,90928,67801,27515,1313,90250,92376,67264,71090,57132,30540,4373,18386,59192,80659,86161,72808,63508,32311,33,14078,83263,185914,112791,16760,186,33,15570,99094,171439,110026,16683,180,20577,57066,89172,95712,73416,62919,14163,83507,107620,76894,66487,47738,28843,1936,2960,29575,90640,99059,82142,67452,41197,104574,92485,83187,59091,42872,25186,5630,3882,37742,62282,88653,90289,73038,57139,461
362823,8877,3191,2007,936,591,52,364433,11046,3659,1285,759,262,41,368247,10571,3669,1310,423,103,15,144411,31069,28625,24880,29082,37736,91256,273510,66904,29429,15466,7424,1324,114,374934,22369,55,3,0,0,0,379816,17506,36,3,0,0,0,331494,47124,8186,3512,953,327,41,224419,44331,30083,17628,27113,25936,5947,2655,1772,2138,4945,9906,24180,338742,62546,50550,43571,35991,33464,41825,113538,343278,31355,7337,3253,1236,425,175,248
201879,24370,5430,2198,1690,2313,7028,207805,22284,4218,2085,1799,2497,5527,211314,22531,3983,2119,1632,1809,3997,21476,17148,29908,59312,65194,42112,13363,96084,108559,29636,8854,3509,3355,1528,14054,112610,121866,3945,84,1,0,13757,112720,122383,3612,87,1,0,169081,61189,10144,3651,2293,2541,1645,68409,108680,43773,10685,3547,3288,5329,8382,672,1415,4014,6322,19490,207090,3473,21885,44756,47821,49857,50592,27831,128561,100498,15548,2580,719,304,303,600
0,0,0,0,2,3,16,0,0,0,2,0,33,84,0,0,0,6,29,27,85,53,16,14,10,9,18,34,18,34,23,19,20,28,26,0,0,2,37,17,0,0,0,0,3,42,19,0,0,0,0,5,61,27,64,88,34,38,9,8,16,40,107,180,4,1,0,0,0,10,70,0,0,1,0,2,146,0,1,24,127,25,2,24,624
694195,84684,34477,25906,16563,4843,607,603556,152291,54255,26709,16473,7420,571,523365,174058,72275,46909,31238,12975,455,109128,193133,211521,162588,100847,59001,25057,187945,239358,169332,116394,86005,54395,7846,6986,526866,246073,72186,8963,201,0,12180,561906,219084,59431,8464,210,0,312953,226627,124560,84062,60544,46713,5816,325185,241256,163586,86098,33728,11013,409,617,5256,36255,60947,83789,178102,496309,194537,201078,170082,116150,84776,65144,29508,151717,279702,167699,101146,68721,51760,40530,390
12316,194252,279162,125633,54669,8869,99,7635,121118,241059,179665,91638,33822,63,7106,53441,155420,236704,145902,76179,248,180613,261226,143947,63547,20847,4468,352,15525,189660,268716,114622,65954,20474,49,0,4219,7845,49745,152928,293664,166599,0,4411,7932,49501,148905,298650,165601,8636,54121,279306,226251,91565,15112,9,72391,223105,196057,106272,55867,21220,88,32796,184558,208368,135760,76885,32620,4013,604,12077,50235,103462,246324,242638,19660,8414,56912,182574,247963,134340,40398,4399,513
21,7253,17357,47013,130554,188332,36622,361,14143,47512,108391,162215,86653,7877,6510,75282,148389,119791,57341,15536,4303,8962,14290,31051,57704,120664,172644,21837,11638,67345,119763,119216,77800,27371,4019,6687,240557,108344,55964,14220,1366,14,9847,244867,106803,51223,12912,1485,15,14140,79454,117519,105239,71412,33354,6034,5678,14275,34787,77281,158706,130658,5767,6123,4796,15912,49788,122211,184653,43669,193,5326,31310,70356,117266,165946,36755,30915,167452,129536,59024,26561,11529,2135,176
0,2,141,5666,13721,12167,1541,21,7890,13090,7487,2963,985,802,3993,20420,4854,2079,1081,597,214,4142,12453,6824,3906,2849,2352,712,14533,9762,4865,1931,1287,790,70,30228,3010,0,0,0,0,0,29806,3432,0,0,0,0,0,19819,8203,2264,1236,1222,409,85,5872,12888,8792,3571,1097,586,432,83,320,1945,4348,7296,14027,5219,11,99,844,1345,2926,9129,18884,11103,13660,4246,2131,952,587,559,277
0,0,0,0,0,0,0,0,0,0,3,1,2,8,1,4,11,5,5,9,21,56,9,4,6,6,6,11,60,16,21,10,17,14,9,26,37,19,4,0,0,0,55,45,18,8,0,0,0,90,94,73,33,48,53,85,282,18,14,27,26,29,115,68,1,0,0,0,0,60,190,0,0,0,0,0,18,0,7,27,55,20,3,74,133
0,0,0,0,0,0,0,0,0,0,3,1,2,8,0,0,4,30,4,23,65,154,41,20,17,13,36,48,160,61,52,55,44,69,35,0,0,8,46,77,33,0,0,0,8,76,70,32,0,0,52,170,100,91,140,189,317,46,44,31,47,109,253,157,2,0,0,0,0,290,660,0,0,0,0,2,15,4,16,61,271,25,11,221,71
436310,48685,5659,1638,463,108,5,437174,46630,5969,2052,809,219,15,412162,61564,13869,3763,1200,285,25,51920,71015,78384,80165,81444,87771,42169,132508,166036,122293,53978,14952,2909,192,36472,277295,111736,47228,11127,4765,4245,47890,271158,114838,39557,10223,4953,4249,239323,186146,41030,15277,7536,3189,367,180569,145119,98491,53295,13621,1627,146,732,3447,3989,7832,16150,60957,399761,55825,107738,100013,77877,63530,56272,31613,138179,246147,63495,23971,10371,4572,6133,286
11,6110,111621,224310,283070,171027,19892,2227,70040,140108,207298,225479,156544,14345,3671,76057,109182,168591,246273,196886,15381,80861,159570,139271,156871,161325,101295,16848,9562,81758,136238,158832,174334,165824,89493,0,1618,11901,103219,196144,272034,231125,0,1976,16496,105424,183114,279328,229703,6458,60607,103070,139527,183889,219605,102885,28650,102145,151841,186566,180067,152149,14623,16410,160436,288945,149331,92636,88387,19896,106090,116595,161544,157361,160264,101429,12758,10891,83122,112252,145836,167545,142330,154065,486
326606,91297,33621,9643,5615,5350,4367,347228,78883,24125,10939,6757,6354,2213,321998,93637,29642,16274,8404,5689,855,154617,123777,68164,53255,41102,29889,5695,184156,138612,69793,41516,26267,14157,1998,89863,245151,125498,12594,3310,83,0,96276,267293,99427,10374,3033,96,0,234971,110886,55217,35240,24047,14263,1875,271702,87827,48146,42135,18575,7415,699,4381,4549,5458,16517,47791,133800,264003,46803,53511,59467,74939,103735,95041,43003,88017,187451,99154,52454,27033,14029,8361,66
0,0,0,0,0,0,21,6,4,4,6,12,23,36,3,16,9,27,27,49,23,139,21,17,6,9,4,0,73,79,41,32,11,2,0,0,26,32,13,9,0,0,0,14,52,14,8,0,0,1,12,50,87,95,85,13,128,39,36,45,34,57,25,167,12,5,4,2,1,61,212,1,1,4,2,6,101,0,7,40,133,37,12,74,578
3165,19943,45595,37898,23489,7999,2356,10117,36359,39224,29746,16503,6235,2261,14253,55378,33711,20598,10802,3725,1978,12736,15880,28723,34216,26219,18260,4411,9754,37271,32641,28434,18781,10202,3362,1061,52538,72546,13932,361,7,0,1299,52171,73379,13198,391,7,0,8939,40602,31794,25949,17940,11141,4080,15668,13685,38542,46197,19522,4786,2045,2283,2093,8175,22734,37709,41421,26030,3040,12066,23425,28610,32030,36194,5080,17013,33413,30454,26354,16471,10019,6721,227
2517,24101,50712,93256,133155,57744,16003,22436,85120,87128,102503,61556,7664,11081,47572,123027,82300,74527,37455,6334,6273,37986,103804,130308,74610,24432,5632,716,45242,91793,75742,66957,76401,16596,4757,283727,88419,5340,0,0,1,1,280826,92297,4363,0,2,0,0,64643,108590,75037,81277,33870,4552,9519,53106,106323,125334,64941,18412,5492,3880,25857,5727,51451,65124,81478,96876,50975,471,21745,73293,68224,82158,88329,43268,27497,93707,79934,61443,46241,39923,28743,313
280663,53581,40145,31910,25432,27383,312243,283446,55753,38560,34778,39016,47154,272650,243603,72198,49687,46268,54714,64023,240864,332035,50065,35232,38128,41216,47235,227446,494909,75275,50258,41068,39846,44038,25963,717350,47387,5960,636,24,0,0,720788,44764,5254,532,19,0,0,407804,109790,79250,58370,49123,52037,14983,315380,45892,38690,34345,41201,61235,234614,352114,58368,61542,95614,89913,68991,44815,74843,41132,29949,24125,24407,37178,539723,497637,64712,56666,54345,45776,32316,19905,23
