band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,census_code
32,31438,145221,431394,265182,2842,71635,196776,398046,203968,1956,60423,245919,413594,151375,287121,153612,169439,203763,59332,49151,136981,215860,319016,152259,1097,15545,112640,426924,317061,1088,15065,120179,405019,331916,11197,58666,206146,356047,241211,138719,114959,168150,318956,132483,303111,344802,146715,69110,9529,23878,270215,222653,232121,124400,8714,66090,197539,350088,250836,474
309570,21043,1789,537,94,323556,6741,1716,853,167,323567,6345,1925,959,237,58450,58349,63366,76025,76843,186907,109596,31085,4427,1018,314830,17972,208,20,3,315347,17452,214,17,3,299480,27979,4077,1381,116,169135,93340,51373,17495,1690,19,211,1751,10659,320393,50226,71642,68236,72478,70451,280400,45863,5488,995,287,281
131481,157827,76297,27979,6377,136663,146163,78736,31770,6629,153189,138087,71431,32656,4598,15863,71073,182216,112320,18489,97650,89567,93646,86223,32875,2186,131178,174374,87568,4655,2113,131003,181124,80248,5473,137000,115977,78582,52350,16052,54414,194374,114735,32031,4407,6691,18668,57615,132207,184780,90609,98006,75651,88594,47101,117252,110171,75250,46648,50640,569
1389,69187,164825,22098,1533,7542,185844,57326,7253,1067,68326,166931,20107,3014,654,32813,94665,83977,43194,4383,17430,165853,64798,9241,1710,66095,190196,2740,1,0,67627,188424,2981,0,0,25622,159639,62398,9391,1982,45136,137805,67201,8152,738,707,3513,36857,131487,86468,2133,15998,81497,140499,18905,31677,142223,70638,11855,2639,229
21806,64153,111951,66681,9982,41490,79153,95611,50484,7835,49529,116448,71125,32383,5088,43749,70225,101416,52826,6357,16239,81873,102587,53862,20012,14489,221511,38152,421,0,14244,218560,41361,408,0,19928,87027,93744,51348,22526,44915,66880,116900,39774,6104,3123,19191,84596,116807,50856,27465,69446,96539,71079,10044,18105,87289,87757,47668,33754,237
168066,213988,154817,70178,10546,86617,132715,164878,178965,54420,82603,75113,107294,212466,140119,55199,95735,148787,218218,99656,69254,33663,49799,140022,324857,3,63911,74680,173148,305853,2,62080,77410,182132,295971,76558,37583,53778,145561,304115,47645,113403,138746,191590,126211,25823,286196,120499,80279,104798,444012,64792,24052,31005,53734,84991,38145,48565,62976,382918,567
119719,226640,154651,39984,4221,347927,176936,14534,2681,3137,476292,57166,7462,1865,2430,219000,152342,87977,59272,26624,310197,177616,43865,11111,2426,530265,14601,333,16,0,530510,14359,335,11,0,431636,85215,19364,7155,1845,352564,127479,52025,9297,3850,3873,8590,31332,147312,354108,14299,45117,90033,170142,225624,267840,201605,44953,17095,13722,315
0,0,0,0,0,15,6,5,11,103,17,10,10,12,126,53,1,2,6,127,49,5,0,2,129,58,0,0,0,0,58,0,0,0,0,21,19,17,11,77,55,2,5,5,150,208,6,3,0,20,87,1,3,6,164,5,19,164,21,27,582
6513,32539,56044,30083,4050,17507,47655,41726,20372,1969,30642,51778,29875,15825,1109,15886,17895,30703,48731,16014,32367,52358,30789,13179,536,92744,35991,494,0,0,92674,35943,612,0,0,27675,49554,29485,19794,2721,14699,14560,55936,42696,1338,1282,11404,23386,46009,47148,444,8507,26768,56636,36874,48836,41464,26763,11017,1149,52
1,4,4,7,12,2,4,11,13,26,1,10,16,12,31,62,9,2,9,2,45,22,12,12,0,0,32,0,0,0,0,36,0,0,0,0,22,60,41,24,73,24,18,26,41,90,0,0,0,20,50,0,0,1,71,0,4,81,18,15,26
323281,245749,49415,3551,9,272693,225033,104565,19546,168,178896,166454,193748,81925,982,313338,226485,66371,14901,910,106677,196655,204551,103639,10483,2973,171845,216976,227304,2907,2877,167950,224783,223212,3183,109665,189646,207682,108438,6574,329462,192682,79425,19747,689,7288,222431,159733,100430,132123,106081,236388,161268,98759,19509,31885,145643,164545,191100,88832,453
0,2338,74508,284829,53446,301,34951,203591,163454,12824,12665,195314,159122,45053,2967,4228,15362,110802,263464,21265,19730,166725,165704,58885,4077,1213,251859,157394,4654,1,1215,243844,165648,4413,1,36520,183005,127249,59228,9119,2316,13160,124984,268791,5870,2766,11557,61748,235984,103066,191,12037,90350,227488,85055,77773,245087,72088,18396,1777,135
8710,52915,62984,341351,125748,36938,94601,157093,260227,42849,72252,169581,209557,121493,18825,175414,318122,83676,13280,1216,104078,176322,176682,115713,18913,59044,126659,134936,170645,100424,59120,125473,145420,158390,103305,79266,179904,153802,142424,36312,146154,196881,182333,52736,13604,40068,165339,233659,117255,35387,4860,44898,130889,216573,194488,33965,161956,193460,144429,57898,203
28823,107475,127382,183685,33291,39757,100315,118198,182244,40142,37227,92797,115666,197179,37787,90508,191642,141533,49424,7549,21649,59287,98090,199929,101701,162,42916,210969,221969,4640,171,40012,216679,219453,4341,32453,81537,105493,181962,79211,72399,119563,155861,111024,21809,36795,202232,134336,85989,21304,122748,205129,98827,37645,16307,10555,49897,79281,106771,234152,383
453110,363025,52359,1373,115,452421,355180,60754,1528,99,259063,367663,217929,25195,132,193852,417115,199459,51057,8499,87631,168159,258122,315265,40805,10,28087,253479,460902,127504,8,25986,260447,457830,125711,125587,225539,262009,245286,11561,359215,388187,111692,10676,212,17005,72385,246895,319686,214011,486568,223037,91890,43264,25223,64794,188577,198213,164581,253817,528
121994,3519,356,48,0,119178,5604,895,228,12,110839,12973,1745,352,8,21659,25949,34222,30615,13472,41222,49295,27472,7480,448,30223,75100,14480,4346,1768,29901,75472,14719,3989,1836,70645,38217,10370,5668,1017,61178,48094,14836,1789,20,491,2584,4423,13252,105167,41032,39551,23282,15447,6605,55281,44342,14567,5914,5813,285
0,537,32144,263973,232564,2,569,29589,234282,264776,44,18602,86773,223960,199839,1181,3073,17355,144788,362821,2186,23847,98105,230966,174114,7367,235643,184740,101468,0,7494,229083,195812,96829,0,3104,38367,87717,169882,230148,458,1178,9558,158427,359597,38894,128888,171147,167065,23224,943,147579,233333,132396,14967,25154,186903,157977,115382,43802,81
3832,14196,12918,15790,1408,11844,17086,15407,3538,269,16750,20884,9141,1260,109,38777,6870,1605,588,304,26263,16571,4824,469,17,13,6948,18882,16769,5532,15,6886,19714,15533,5996,21701,15403,8466,2522,52,34306,11084,2211,458,85,12095,10195,11202,8132,6520,141,1350,4139,11971,30543,13111,15360,11873,4958,2842,518
0,0,0,4,10,0,1,1,17,23,0,2,8,20,26,44,6,10,6,11,43,8,19,10,11,0,25,7,0,0,0,6,34,0,0,0,5,62,38,70,31,34,15,19,76,70,1,1,0,30,70,0,0,1,53,1,8,82,5,21,501
33646,388432,417743,314163,61775,99939,404201,330916,312884,67819,13098,281617,430481,413753,76810,701166,294385,134812,65285,20111,103656,430822,417843,220150,43288,8,4736,22623,256864,931528,6,4651,24559,249402,937141,14290,213698,573348,355269,59154,421031,290884,263714,193155,46975,407624,611330,139960,42615,14230,31603,127889,446430,497189,112648,17784,69319,341824,571402,215430,476
112827,49455,18617,6275,27693,69701,55179,41824,20264,27899,56929,58600,51605,22679,25054,74479,65079,38402,14327,22580,65580,50008,58328,37566,3385,68835,115610,25683,4065,674,69103,113723,27377,4045,619,53965,44754,57630,48888,9630,76753,57147,37352,17717,25898,16120,35205,66181,63654,33707,14081,61857,51217,27103,60609,55748,43961,58598,43538,13022,8
0,0,0,0,0,0,0,0,17,53,0,0,7,25,80,50,23,18,20,36,41,22,38,40,20,0,0,10,32,16,0,0,18,42,6,2,18,73,66,93,77,21,28,30,110,128,0,0,0,50,130,0,0,0,90,3,17,146,1,20,458
439,64225,288461,228347,49383,33106,249441,205122,140643,2543,229477,222822,155435,22428,693,141324,182256,221295,81286,4694,331055,147647,123826,27946,381,233607,269368,127519,360,1,233380,252479,144660,335,1,332197,164993,111934,21077,654,146604,288236,151788,43281,946,50040,50182,109501,200050,221082,17,3161,61003,180889,385785,303755,200122,91889,28595,6494,337
5481,78042,166271,54341,1372,17022,96065,137872,52418,2130,10631,46009,119897,124514,4456,115872,118388,54720,15465,1062,22915,57655,109021,99488,16428,20,10505,37419,101851,155712,20,10430,39524,98859,156674,14433,39480,95902,142279,13413,60777,109629,98847,35147,1107,30843,171105,81627,17731,4201,59641,76344,80976,65402,23144,10706,28496,77623,100037,88645,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
50224,101355,87197,54636,1987,60156,82896,61814,79466,11067,28253,81455,65679,89174,30838,13177,69577,120221,83185,9239,13308,34633,59627,87904,99927,332,164754,129712,597,4,302,158001,136549,546,1,16446,49052,60969,84926,84006,41756,86856,66630,74695,25462,1886,64632,101297,101893,25691,184952,64701,25852,14892,5002,7049,46463,62431,65033,114423,365
108006,57452,18615,9479,8859,111835,57556,18492,8242,6286,114217,55415,21211,7603,3965,15735,21951,45668,77991,41066,40115,73934,56253,28083,4026,11827,137876,45207,7478,23,11601,137303,46632,6849,26,85151,72610,32496,10116,2038,27722,73859,73018,20698,7114,2421,7838,19556,40088,132508,38761,55787,47579,41269,19015,84152,70182,24183,10875,13019,588
203022,99454,37337,10839,5660,213431,94646,38201,6015,4019,219827,91847,38178,4591,1869,53869,181638,97083,21862,1860,148902,82251,88424,36364,371,148607,205797,1908,0,0,147001,207412,1899,0,0,171729,90342,76297,16129,1815,184424,123214,43629,4090,955,7292,6059,45215,87040,210706,26374,93053,90944,120535,25406,140944,86798,70534,44571,13465,300
2,2,1,1,1,1,21,28,28,27,2,48,82,48,23,255,16,2,0,0,237,57,13,1,0,0,0,0,16,78,0,0,0,1,95,0,132,147,63,8,249,49,19,34,13,230,4,1,0,100,290,0,0,0,132,1,75,204,42,69,362
3,52055,116233,63619,15844,74,43237,123856,67433,13154,15059,109777,83652,35432,3834,2626,9199,44128,145992,45809,18583,114186,86489,26233,2263,31,198139,47551,2032,1,12,197557,48578,1606,1,30859,111261,66125,32926,6583,1448,3616,53656,182374,6660,2986,12630,38744,105009,88385,85,3218,38217,150492,55742,87029,116049,33309,10420,947,76
138199,181524,74015,17744,1543,109260,171238,86117,41884,4526,74790,133481,124583,72898,7273,133437,103239,98871,63406,14072,38928,102231,118659,96419,56788,578,71852,238831,100325,1439,588,72135,243300,95389,1613,38293,109449,130950,97065,37268,123688,138851,85254,55506,9726,6655,96165,138140,104567,67498,141173,124209,83703,51446,12494,16489,72444,122325,116659,85108,461
368166,6725,2007,1303,276,370016,8513,2140,704,112,374017,8118,1822,335,46,161933,37204,34813,41927,111182,308737,55910,22760,6445,319,395995,1362,4,0,0,395988,1369,4,0,0,362149,23973,4527,859,129,247015,42219,35018,32791,18414,3604,2760,6554,19595,351825,83964,64310,50461,50856,131894,364317,16637,4673,1119,313,248
217435,13587,3200,2537,8149,222813,10951,2979,2734,6738,226782,10489,3036,2234,4844,27773,32670,81628,79914,26528,151468,79533,12988,4242,3294,31040,212758,8724,38,0,30598,210992,10927,43,0,209321,29935,5312,3168,2808,109248,107458,15775,4394,6836,8659,1349,5449,13172,218756,8944,51219,67183,73208,45661,193924,49410,4050,728,401,600
0,0,0,2,19,0,0,2,27,90,0,0,7,36,104,63,15,16,16,44,45,23,29,39,32,0,2,48,6,0,0,2,56,6,0,0,2,69,55,119,58,21,13,32,128,181,4,0,0,10,70,0,1,2,146,0,14,149,15,25,624
743796,62338,37718,16131,1292,692820,109678,38409,18261,2107,619870,138051,66063,34452,2839,180877,288051,230036,115491,46820,287429,279519,167990,101727,24610,181665,573879,100009,5720,2,182221,574145,99742,5164,3,430258,212578,118472,78793,21174,447399,266682,109975,34642,2577,1117,31068,84924,154004,590162,277231,259503,163276,108048,53217,280422,291691,143970,83824,61368,390
55824,387775,183675,46698,1028,34094,287763,250865,98665,3613,18181,155994,317855,165685,17285,301529,262652,91673,17871,1275,56117,379443,167927,69923,1590,871,9060,71165,286827,307077,854,8698,73971,287641,303836,13843,258458,318806,83571,322,154949,306388,147156,63715,2792,96264,291981,192690,81676,12389,2412,47087,151177,394552,79772,19349,180238,334217,126508,14688,513
1458,19803,66222,230561,109108,3271,45912,153076,199044,25849,24601,177243,164943,52211,8154,13352,32951,82433,215361,83055,30706,142274,164860,79137,10175,51025,289408,75468,11132,119,50758,287617,78866,9769,142,38465,149607,145348,79220,14512,10023,33575,115409,237075,31070,7651,14172,71873,221899,111557,947,26212,99320,197962,102711,89520,219753,84792,26724,6363,176
1,7,8246,20098,4886,1777,16365,11106,2939,1051,15170,13455,3024,1066,523,9407,12726,5689,3914,1502,19313,9208,2816,1700,201,33199,39,0,0,0,33209,29,0,0,0,25063,4864,1772,1336,203,11841,13845,5908,933,711,118,1634,6097,14294,11095,32,703,1952,6586,23965,19289,9081,3003,1082,783,277
0,0,0,0,0,0,0,3,2,9,2,9,10,9,26,59,8,8,10,13,66,30,11,24,16,33,48,5,0,0,70,46,10,0,0,120,124,51,72,109,294,19,37,32,129,69,0,0,0,60,190,0,0,0,18,0,29,69,14,74,133
0,0,0,0,0,0,0,3,2,9,0,2,34,10,80,167,44,25,31,62,199,64,70,88,55,0,5,63,94,2,0,2,87,94,3,17,166,158,152,249,333,65,52,93,304,158,1,0,0,290,660,0,0,1,16,8,53,294,30,224,71
469226,20683,2530,404,25,469747,19342,2952,745,82,452766,33348,5571,1091,92,78661,102188,117910,118050,76059,203501,199473,76381,12833,680,168881,241489,65318,11378,5802,167855,242467,66197,10354,5995,351073,111157,21569,7751,1318,244443,169019,68043,10976,387,1982,5204,11003,38312,436367,97773,147518,109399,85363,52815,287042,152696,34912,10568,7650,286
910,75603,306441,369686,63401,11359,167925,287288,290395,59074,22999,139410,240496,340446,72690,146032,205797,212770,208467,42975,28107,171544,221771,245860,148759,91,8726,136834,317177,353213,96,8886,147768,299201,360090,17156,128869,200742,278219,191055,58501,193010,259586,249351,55593,49187,369751,215693,128671,52739,146403,204597,222134,206638,36269,35244,147646,203612,217442,212097,486
375770,71013,15679,7407,6630,387864,58733,16164,8264,5474,374332,66541,22538,10771,2317,209480,124288,77663,49554,15514,256728,124701,58952,30510,5608,161593,293672,18784,2450,0,162126,293411,18846,2116,0,289046,104288,48540,28575,6050,319797,79402,55910,18668,2722,6297,6604,24222,102359,337017,67954,79035,106787,146765,75958,178182,181296,74430,29238,13353,66
0,0,0,0,21,7,6,10,17,51,5,18,36,53,42,146,29,9,12,0,112,78,38,10,0,2,49,25,4,0,0,57,23,8,0,4,42,118,133,46,149,46,65,45,59,171,12,6,1,62,213,1,4,5,104,2,35,153,33,80,578
8925,51722,51399,24487,3912,20540,58258,41157,16804,3686,36332,61337,29120,10887,2769,18527,31923,47084,32663,10248,24632,48657,39418,21369,6369,10297,107139,22888,121,0,9939,104474,25918,114,0,25122,50105,36356,21246,7616,19876,35709,64080,17722,3058,3210,6682,31930,55620,43003,6477,26516,40440,48474,18538,33067,41474,36697,18696,10511,227
7292,62123,117795,168658,21620,53744,128898,137177,43241,14428,104442,134068,104235,25128,9615,67078,182679,103968,21926,1837,79727,119727,95094,74686,8254,362785,14685,16,1,1,362801,14674,11,2,0,116185,119639,107638,22792,11234,89480,156800,113183,11066,6959,27895,42889,92389,123226,91089,2880,77285,98016,123368,75939,63153,123728,85895,59200,45512,313
306171,63357,41027,34882,325920,307327,59929,56415,52881,294805,278975,76200,66347,82004,267831,353770,56129,54527,58953,247978,530471,80460,58332,58682,43412,747051,23251,1046,9,0,747308,22948,1094,7,0,458032,126284,81487,69961,35593,339628,50325,52580,65518,263306,378254,79020,130212,112832,71039,93119,47342,33752,39485,557659,527162,80346,75759,56375,31715,23
1,1,1944,90626,136066,615,16157,71586,133313,6967,5517,92472,118116,11320,1213,82416,101747,37999,6413,63,63504,140512,20593,3851,178,77108,146917,4527,86,0,76705,147500,4362,71,0,40021,154524,27698,4967,1428,63624,74195,79805,10394,620,14073,31500,128525,53833,707,1,126,1734,24601,202176,15859,156275,48178,6286,2040,217
1585,44996,47896,184383,168225,51834,62351,123892,204645,4363,77925,142655,140404,84882,1219,274144,153694,16527,2533,187,135778,109383,89212,84651,28061,415794,31290,1,0,0,417234,29850,1,0,0,132497,109560,93949,91034,20045,187641,141966,101995,14840,643,43619,162823,129569,71306,39768,13126,73179,72346,112079,176355,61396,106233,85062,75026,119368,305
496968,68819,12472,3081,369,534348,41327,4617,1227,190,492155,76005,12098,1300,151,256594,154752,90910,60337,19116,315237,146123,80649,36572,3128,537239,43689,778,3,0,538039,42873,795,2,0,371439,126702,57901,24477,1190,449889,92407,30927,7618,868,725,7951,50028,144497,378508,114946,98827,89037,116770,162129,264602,160198,68917,43192,44800,296
223358,41453,7146,4033,12937,171461,72067,26055,7051,12293,129550,87107,52197,9574,10499,123439,65798,53980,32931,12779,114442,73087,64087,35328,1983,104281,111250,66320,7055,21,104341,108990,68903,6677,16,93770,79331,77027,37511,1288,146476,59521,52288,19633,11009,8294,11428,49202,151705,68298,40758,72739,60866,46422,68142,61320,116362,94961,14928,1356,5
18181,32536,85580,127352,61376,30070,70871,106841,100763,16480,56369,118623,117171,26206,6656,153911,133464,30804,5945,901,118605,92687,68834,40789,4110,267675,57209,141,0,0,268750,56148,127,0,0,121984,94224,71184,29281,8352,132069,129427,53257,7534,2738,38150,61518,112493,81917,30947,3343,22852,43739,86940,168151,70127,101274,69522,45788,38314,321
1,2,3,12,31,0,2,23,23,57,14,15,30,30,58,119,6,6,13,10,91,29,14,24,3,0,21,25,2,0,0,10,38,4,0,9,44,46,44,46,78,19,16,22,54,186,1,0,0,10,80,0,0,0,135,14,18,123,27,34,416
613301,6635,3237,4188,51738,615725,7405,3605,4794,47570,613336,10490,5614,6195,43464,327671,65741,56538,61265,167884,558262,74788,26086,10003,9960,678812,284,3,0,0,678819,277,3,0,0,622199,30840,9270,6215,10575,476869,59284,42438,40366,60142,51675,22615,22981,41770,540058,134103,83260,69784,83220,308732,619861,41739,12298,3374,1827,247
0,7003,47641,42520,50218,922,23927,58490,34733,29310,9170,64319,36971,16663,20258,18381,14824,33375,42634,38166,19665,16033,51082,38636,21979,13461,61084,69715,3036,1,13557,61949,69153,2636,2,23343,54614,36508,16265,16665,15482,19576,45901,38752,27749,10824,18400,30536,58284,29336,5243,33222,45540,24455,38922,19792,55605,49279,15769,6935,618
0,195,11332,198197,267577,542,3133,84324,365795,23507,1203,135753,287270,47246,5829,21876,97794,146275,186837,24519,26407,204325,179545,60130,6894,2,318005,158253,1041,0,2,323763,152757,779,0,36278,232991,137200,60457,10375,7692,73037,234946,155168,6458,7785,25128,137530,290512,16346,118,8304,55889,202569,210421,64691,265126,105103,30442,11939,191
95554,232067,193104,97765,4928,95964,173095,171389,159284,23686,50855,151867,174929,208950,36817,65593,200586,239757,106961,10521,24821,74819,136108,214674,172996,5515,169520,392846,55316,221,5510,161653,403529,52503,223,27067,100855,141309,214460,139727,83736,172617,173368,158273,35424,13832,161840,251292,163787,32667,325889,188045,66639,27869,14976,11115,70582,134954,155414,251353,460
16400,266350,270955,82828,1088,38427,245708,248214,104403,869,13647,134903,232787,251415,4869,323914,214521,78933,17394,2859,79819,172810,183121,170175,31696,4,3578,23463,92173,518403,3,3543,25063,87579,521433,17782,141886,198983,247646,31324,193138,211913,168474,62964,1132,156862,306304,126621,38265,9569,106770,131315,122140,188132,89264,15743,63082,170718,216530,171548,497
261062,131363,47125,17259,842,210402,155618,59073,29397,3161,180560,151502,77589,43132,4868,67831,170751,142314,66810,9945,75725,128904,129661,89156,34205,246,164653,234707,45711,12334,249,166808,237560,40021,13013,110661,141543,112183,74377,18887,115523,155715,119707,61246,5460,3161,28695,85173,158063,182559,140846,130801,117885,57980,10139,38594,167971,130301,75680,45105,407
317,26211,32418,152379,115859,2757,30275,31657,168228,94267,23326,26943,39806,209193,27916,16534,111449,134354,59248,5599,18883,26455,71353,167805,42688,0,506,22207,57563,246908,0,504,23320,51725,251635,28013,19628,61681,158124,59738,4074,30876,114940,157934,19360,19891,205723,50247,19696,31627,4404,84191,118435,88676,31478,26765,18660,51928,140004,89827,187
24675,53238,108211,41248,1586,37891,71520,74072,43084,2391,65072,48732,61053,51192,2909,53944,41540,81252,47364,4858,58036,30382,35113,61937,43490,4,179907,48359,687,1,2,177318,50985,652,1,67093,33748,44130,66058,17929,70467,54337,57132,42190,4832,42057,15649,79720,57007,34525,81873,50347,29514,20219,47005,51262,37567,41922,48047,50160,371
2597,6657,44880,338611,418280,4534,5548,35206,312609,453128,5537,8946,35791,329780,430971,13177,42751,119008,249387,386702,8591,5755,19371,192680,584628,0,13518,23320,315183,459004,0,13615,25843,276506,495061,8489,7690,23262,137558,634026,8350,6474,36868,276608,482725,70160,457019,210709,64906,8231,278762,418762,87088,15203,11210,9820,39069,137745,201306,423085,120
23,26402,69348,152638,111840,1916,35534,70011,145242,107548,24075,64082,83712,138236,50146,2034,5887,31517,192980,127833,13920,48383,92632,152183,53133,7,49233,131262,132276,47473,6,48324,136690,124626,50605,24528,61375,80184,120996,73168,1347,2994,23581,225668,106661,6275,64883,105174,106810,77109,771,58726,174111,97152,29491,48952,118567,107807,70727,14198,163
35,6109,118630,349570,89382,921,26798,136391,337338,62278,6774,48886,183741,275488,48837,22296,111514,164909,217423,47584,13471,54468,156511,262955,76321,502,35173,148716,253449,125886,537,36060,157275,240771,129083,12695,51275,143448,277630,78678,8817,38653,173550,271161,71545,14709,164101,241600,130958,12358,67525,112546,237315,113392,32948,16649,119186,184437,165181,78273,166
203117,143487,50245,26854,4441,269052,97293,39285,20513,2001,294516,79223,37655,16103,647,63113,52907,61019,92599,158506,269595,100444,42151,14900,1054,389912,37960,272,0,0,390185,37682,277,0,0,256460,91976,49756,26845,3107,59195,108834,193787,64592,1736,13390,20105,40959,63431,290259,6807,22336,44263,143236,211502,279893,69213,46279,23313,9446,35
23159,52837,59141,69551,8903,73963,101622,30950,6347,709,134766,68883,8236,1430,276,70679,78726,39901,18378,5907,122166,65401,20039,5711,274,201285,12248,58,0,0,201258,12278,55,0,0,157326,41438,11642,2906,279,125146,70398,15347,2295,405,1145,4414,25158,88470,94404,1271,10302,25325,63659,113034,99666,80633,22575,7683,3034,295
17754,112308,164905,107938,12855,22688,103316,138857,127339,23560,30719,98784,126267,138123,21867,25490,111231,188017,79176,11846,13007,53139,93100,169466,87048,314,40629,166174,51934,156709,316,38675,169825,49890,157054,21123,78895,97364,153380,64998,21929,99633,148663,124530,21005,23205,92990,140039,121423,38103,130733,156124,76976,40943,10984,11259,68203,102107,95058,139133,506
188177,55813,19811,5208,17533,172105,53624,34393,11058,15362,138115,61767,46092,25830,14738,147407,53232,38876,25167,21860,139354,49987,49419,36026,11756,236669,48561,1310,2,0,237168,48093,1280,1,0,122078,57134,52555,43894,10881,168746,40982,34363,23898,18553,25056,20925,91496,90836,58229,43920,58327,47078,36817,100400,97294,61891,79158,39830,8369,19
31,18890,84425,184184,854918,4681,18979,72230,189600,856958,17133,69576,117961,158705,779073,5571,4309,22545,263415,846608,22966,62885,159266,175782,721549,5773,184410,322046,592833,37386,5891,184694,339901,566605,45357,27680,104310,118014,120593,771851,3707,2267,14323,213652,908499,643417,136357,124924,158872,78878,79,35208,718844,329442,58875,72762,212558,130194,355366,371568,100
