band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,census_code
14244,86672,95487,127205,139260,17788,22280,87488,81895,127917,141830,19246,22652,76817,79812,131030,152479,17866,64552,149798,148036,87472,25085,5713,15579,42258,65434,107970,184166,65249,42,13863,99884,276329,88304,2234,35,14837,103226,265323,95143,2092,21350,63333,76938,107243,163948,47844,56438,88234,123655,123384,76871,12074,19772,153795,140940,93928,57055,15166,85830,184203,119693,53666,24656,12608,6317,32657,59511,72079,101643,208449,383
355052,391080,114221,9232,326,71,343542,392002,121250,12782,347,59,192342,324449,244623,103482,5025,61,141312,341782,261197,90608,30210,4873,66309,124590,180112,254691,228979,15301,0,6360,101346,324192,375012,63072,0,7081,104510,311975,386144,60272,89471,185725,197750,237966,156886,2184,276689,372212,179519,37816,3678,68,13327,36956,143191,246793,270685,159030,426547,229465,108911,55198,27939,21922,41414,144663,169030,157219,128811,228845,528
119354,5772,673,100,18,0,115361,8533,1490,421,107,5,104437,17298,3239,772,167,4,18635,20703,24973,26393,26082,9131,32104,43634,32322,13745,3945,167,12284,76755,25987,6894,2440,1557,11732,82485,21493,6260,2460,1487,54839,47413,12994,6209,4053,409,52952,44792,20580,7124,462,7,193,2060,2538,5311,15990,99825,33208,35972,24565,15718,11749,4705,37243,53566,17841,8171,3934,5162,285
0,21,7254,70917,303921,147105,0,114,5561,64045,281916,177582,4,7140,44144,106083,231208,140639,902,1857,6478,31120,205618,283243,994,12291,49148,119863,221105,125817,1286,145654,199364,141640,41274,0,1244,154517,194274,139834,39349,0,1088,21016,57682,91170,172973,185289,362,782,2716,22286,238834,264238,15760,112151,113165,164190,113809,10143,296,54260,225395,160130,81427,7710,11636,124639,171465,98080,98692,24706,81
1787,12433,9811,11334,12155,624,9411,14484,13483,8756,1856,154,12206,19120,12508,3717,536,57,35526,8847,2312,850,374,235,21707,17259,7142,1841,191,4,0,998,15565,16142,11026,4413,0,1941,15706,15285,11042,4170,19050,13625,9510,4755,1189,15,30259,12987,3678,878,299,43,10557,7938,9924,7782,7016,4927,74,714,2202,5408,12972,26774,11419,11550,12741,6839,3327,2268,518
0,0,0,0,4,10,0,0,2,2,17,21,0,1,3,14,14,24,44,0,10,7,5,11,38,13,4,18,15,3,0,2,30,0,0,0,0,2,27,11,0,0,0,2,21,55,45,52,27,35,14,9,22,68,68,2,2,0,0,30,70,0,0,0,1,53,1,4,60,28,3,21,501
14628,250974,378482,317024,222221,32430,48945,326309,298756,267356,240231,34162,4055,153381,361332,339759,319170,38062,622310,300574,150079,83452,45882,13462,61286,311656,385024,299080,128140,30573,0,2231,8768,50974,295584,858202,0,2377,9269,51735,306837,845541,8662,98697,395798,468710,205272,38620,362355,257428,224253,210298,132950,28475,245463,658823,208257,64990,28067,10159,21996,70137,254259,445845,357763,65759,12290,41265,140537,451714,415007,154946,476
97910,52967,23112,9794,4153,26931,58818,48368,40720,28171,12716,26074,46363,49791,47437,34416,13545,23315,63465,55513,43714,21652,9227,21296,59420,37326,48747,45242,22592,1540,59038,101289,42177,9751,2305,307,59257,103150,40562,9203,2413,282,47998,34045,45244,47532,35445,4603,65978,51522,37458,23798,12106,24005,12627,23526,46641,56696,52525,22852,9078,43121,54085,31639,20148,56796,51030,30931,46770,48112,28740,9284,8
0,0,0,0,0,0,0,0,0,3,17,50,0,0,0,21,13,78,48,19,19,9,24,28,31,21,31,24,34,20,0,0,2,14,29,13,0,0,6,20,38,2,1,13,56,39,65,78,69,24,20,18,35,100,128,0,0,0,0,50,130,0,0,0,0,90,1,9,79,78,0,20,458
420,5907,195425,236545,175660,16898,9909,202000,167702,179652,70524,1068,180573,203385,157215,84082,5052,548,118129,134129,190020,148139,38127,2311,300889,132082,111792,78647,7160,285,211682,104216,309047,5833,77,0,213665,109942,302375,4784,89,0,295048,157268,106939,64848,6339,413,107260,230919,185568,89632,16866,610,45519,33959,63486,123147,187236,177508,7,727,17143,97084,167052,348842,261074,185635,116566,44631,19366,3583,337
1834,37431,144106,96705,25043,388,12139,55604,125822,84371,27211,360,7237,29040,66925,129127,72465,713,89436,114872,64963,29156,6519,561,18304,37101,74066,98368,70420,7248,0,5891,16675,52041,94886,136014,0,6918,17341,51311,97077,132860,11210,25640,53833,104787,106340,3697,48337,81386,97622,59530,18363,269,17926,125528,114990,33167,11371,2525,45583,66880,60805,71348,42921,17970,8356,17842,44403,80761,82890,71255,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
28724,94161,71253,71298,29293,670,40325,80539,50666,58714,61828,3327,15730,68950,58098,56744,82976,12901,7972,43288,90523,94178,55800,3638,9278,24576,40892,57732,83726,79195,15,50594,229819,14796,175,0,17,54671,226593,13948,170,0,10506,36505,48231,54287,85292,60578,29908,70646,64207,51880,67758,11000,1093,33389,84243,82322,82273,12079,164992,69924,30015,16180,11043,3245,3025,31606,49961,52894,56456,101457,365
85152,69355,22618,10731,6844,7711,91238,66217,22873,10893,5866,5324,94281,63435,24959,11703,4789,3244,13038,16333,27977,51397,63280,30386,28280,60921,56607,38247,15695,2661,6529,101801,72128,19675,2269,9,6580,111149,64720,17744,2211,7,62153,79159,34997,19000,5736,1366,21930,46835,78645,37982,11270,5749,2104,4253,12140,21143,42751,120020,28970,47461,43264,36938,31732,14046,62887,75354,31090,13573,7882,11625,588
181318,95476,47097,22183,5495,4743,189882,99592,44286,15573,4025,2954,198347,91022,49168,13212,3433,1130,36137,132266,132961,43589,10332,1027,133567,68707,74416,65352,14146,124,47876,302439,5754,243,0,0,47757,304149,4259,147,0,0,155331,78342,70950,44590,5960,1139,159139,118532,63885,11858,2394,504,6470,3507,18918,55359,79981,192077,15082,73564,75342,84789,93118,14417,122996,76983,65901,51772,29668,8992,300
1,2,1,1,2,0,0,17,14,25,29,20,0,37,66,50,38,12,247,19,6,1,0,0,215,71,18,4,0,0,0,0,0,0,21,73,0,0,0,0,10,86,0,52,168,84,45,1,239,44,26,18,30,7,228,5,2,0,0,100,290,0,0,0,3,129,0,31,141,133,21,65,362
0,19111,96202,82467,40777,9197,18,15090,88111,94320,43901,6314,4471,81507,87134,51153,22110,1379,2059,4981,18448,68514,129910,23842,7235,84613,93744,47651,13435,1076,0,141116,91731,14746,161,0,0,154425,80529,12645,155,0,13629,95250,72381,40500,22171,3823,1108,2040,11841,116640,113628,2497,1873,7917,19756,50436,105801,61971,31,1251,10839,65156,144863,25614,56142,122280,45937,17383,5516,496,76
106250,176450,84278,36732,8586,729,78586,156907,96463,54856,23990,2223,55210,105785,112263,92706,44118,2943,108790,98568,79871,74412,43441,7943,26518,76798,98390,92834,75987,42498,70,26014,163864,185855,36497,725,67,32980,170340,167917,41122,599,26813,77992,110686,98417,75330,23787,99969,117965,88467,63373,39207,4044,3910,55066,115116,104761,82118,52054,119707,107284,85881,56472,35796,7885,8618,50588,87233,107607,90242,68737,461
365776,7261,3028,1373,892,147,367463,9273,2941,1419,331,58,371430,9360,2638,698,187,25,153207,31537,29359,34637,39280,99039,295471,56791,25862,12819,3049,179,388911,8434,15,1,0,0,389953,7398,9,1,0,0,346254,36305,6700,1787,525,66,235946,43187,28819,29833,27891,9781,2731,1854,4191,8356,22128,345078,71585,56173,47489,38010,46218,122010,355081,22733,6168,2241,607,229,248
209579,19187,4214,2022,2330,7576,216758,15273,3384,2171,2539,6090,220130,15469,3352,2119,1926,4389,23855,22761,48499,78336,56802,18260,121414,97743,20670,5845,3432,2421,20352,166078,65584,537,9,0,20172,171722,60182,472,12,0,190339,44701,7480,3120,2758,2146,85903,109683,32428,6051,3626,6020,8493,846,2926,6015,15785,213320,5324,33352,55770,55885,61039,34845,163857,73799,8648,1439,428,342,600
0,0,0,0,3,18,0,0,1,1,30,87,0,0,2,21,30,94,55,17,13,15,15,39,31,23,29,23,34,28,0,2,13,41,0,0,0,2,22,40,0,0,0,0,46,38,55,106,44,30,11,11,38,118,181,3,1,0,0,10,70,0,0,1,2,146,0,5,81,85,8,24,624
720811,69603,36202,25417,8517,725,645093,134421,46281,23117,11413,950,569771,157493,67217,44396,21482,916,139176,228350,238347,139148,83725,32529,224011,263662,172127,113917,73631,13927,43245,605331,181413,30194,1091,1,50583,632389,151294,25983,1026,0,370256,222268,116526,79873,60963,11389,381790,252338,149300,58107,18851,889,778,13190,56653,83707,165931,541016,229552,228212,172058,110732,82001,38720,208011,289120,158515,93014,63247,49368,390
25865,287204,249628,92950,19057,296,13902,193344,265090,144452,57701,511,10312,88507,235479,226260,111343,3099,232324,266980,125010,41575,8486,625,26390,283326,232409,93169,39467,239,0,6290,19317,127338,294075,227980,0,6857,19941,124073,300660,223469,9764,118749,355915,152115,38426,31,102578,265943,185547,82328,38150,454,55206,235182,212387,115205,50242,6778,1093,23651,80619,203903,328925,36809,11472,97968,269275,221053,67372,7860,513
166,10922,30937,102762,210995,71370,936,26354,75041,177757,134554,12510,12296,117642,169393,95451,26559,5811,10451,20474,47868,101228,205007,42124,18782,95564,147897,114026,44766,6117,20269,271104,97908,34199,3617,55,21851,278080,93341,30456,3382,42,22925,109014,136627,99011,50807,8768,7238,21300,60547,138575,188070,11422,6697,7489,31423,101420,212068,68055,389,11163,56149,111412,185604,62435,52132,199400,112086,43381,16397,3756,176
1,1,1835,12165,16674,2562,430,11781,13447,4979,1672,929,9041,17693,3812,1642,688,362,6461,13081,5991,3713,2984,1008,16828,9563,3869,1673,1187,118,32648,590,0,0,0,0,32634,604,0,0,0,0,22738,6214,2043,1292,818,133,8581,13189,7973,2218,693,584,95,683,3518,6700,14639,7603,16,244,1254,2403,7934,21387,14969,11413,3903,1547,735,671,277
0,0,0,0,0,0,0,0,2,1,3,8,2,5,11,7,6,25,58,9,4,5,11,11,64,21,16,19,18,9,26,46,14,0,0,0,56,53,16,1,0,0,103,112,65,36,65,95,286,18,23,33,30,121,69,0,0,0,0,60,190,0,0,0,0,18,0,14,46,46,6,74,133
0,0,0,0,0,0,0,0,0,4,1,9,0,0,21,15,17,73,160,39,26,16,34,54,175,63,60,54,81,43,0,0,26,76,62,0,0,0,29,101,56,0,7,85,188,102,143,217,326,52,47,41,100,281,157,2,0,0,0,290,660,0,0,0,1,16,6,25,219,121,16,222,71
454028,33576,4175,874,203,12,456704,29461,4867,1439,359,38,433578,46818,9568,2302,555,47,64831,82630,90391,96023,102754,56239,163362,183147,110275,29987,5768,329,88010,266558,102838,24095,6145,5222,91459,275692,93511,20952,6222,5032,288739,156740,30614,11304,4825,646,209068,160289,84506,35423,3338,244,1141,4143,6169,13444,49483,418488,72667,125645,106882,79613,67654,40407,208984,204215,49447,16915,6503,6804,286
88,17559,210512,293527,260250,34105,4558,105107,205512,258822,213860,28182,8124,105195,146071,258800,264141,33710,106193,182448,167204,191336,143541,25319,14779,119187,170841,196191,201337,113706,1,3452,44825,194729,270579,302455,1,4211,53010,190300,277616,290903,9130,88774,136702,191307,251726,138402,39973,134912,201191,221646,189175,29144,25454,258140,270800,122700,106563,32384,122194,152485,189215,184450,147780,19917,18962,111605,142328,194090,170248,178808,486
352702,81027,22797,8245,6344,5384,364305,72509,19416,9885,6309,4075,346270,82461,25836,13013,7523,1396,182086,119365,74078,53069,38779,9122,219882,130691,65466,36316,20883,3261,115061,297579,56533,6949,377,0,118341,312004,39611,6202,341,0,260301,107786,53445,32097,19597,3273,295969,84962,53202,30288,10616,1462,5205,5157,9842,37400,120103,298792,55363,63599,74060,109650,117610,56217,130016,185405,90118,41486,19085,10389,66
0,0,0,0,0,21,7,3,7,13,16,45,3,16,15,37,53,30,142,21,17,7,9,0,93,79,34,27,5,0,0,44,18,17,1,0,0,26,47,13,2,0,1,18,95,97,110,22,132,47,48,43,46,48,170,11,5,3,2,61,212,2,2,3,5,103,0,14,94,103,15,77,578
5148,29746,54572,34983,13122,2874,13272,47617,40633,26148,10052,2723,23046,59340,32933,16707,6172,2247,15177,21199,38899,34525,24084,6561,15049,42756,37115,26814,14177,4534,2575,76748,58388,2722,12,0,2593,79660,55648,2526,18,0,14475,45684,35196,24628,15041,5421,17344,20603,54092,37300,8726,2380,2771,3055,16046,37357,47995,33221,4249,17257,31129,35346,43025,9439,24427,35721,35031,24128,12814,8324,227
4597,44854,61936,144832,102808,18461,31910,106944,104346,108464,13048,12776,74457,130039,81829,74624,8621,7918,47346,142480,130529,46151,9907,1075,57300,106264,81885,88810,36765,6464,340364,35558,1564,0,1,1,341736,34998,752,2,0,0,86154,113276,88752,71633,7400,10273,64283,137054,118288,46344,6269,5250,26726,16194,71075,86639,109079,67775,1015,42784,86280,85380,105635,56394,40328,109506,84443,60306,46934,35971,313
286383,64390,40482,31574,30365,318163,294137,56005,45764,42459,49541,283451,263229,69180,55820,57456,73156,252516,342190,51037,42276,45404,54540,235910,511061,77771,53235,44949,51137,33204,731257,36645,3300,155,0,0,732635,35928,2667,127,0,0,429746,116668,83119,58732,60192,22900,326742,47563,41837,46048,62426,246741,362964,65747,88279,113442,85472,55453,82927,43886,31699,27028,37799,548018,511128,69803,65891,58428,41373,24734,23
0,1,110,8109,153638,66780,168,7298,37457,86740,94415,2560,2063,55878,121042,44557,4243,855,66407,88711,55568,15154,2784,14,39280,136264,43380,7573,2101,40,41774,149381,36568,915,0,0,46968,163310,17664,696,0,0,22456,137316,56002,8549,3327,988,51548,55850,80290,38156,2451,343,12069,15570,75683,104527,20595,194,1,39,568,3217,47307,177506,8642,114076,85235,15824,3249,1612,217
1047,24138,40480,52417,265486,63517,32908,59231,73031,154305,125639,1971,58936,105021,130101,103937,48300,790,200514,197455,42182,5624,1215,95,113591,95880,81373,71273,74392,10576,305147,141833,105,0,0,0,322345,124725,15,0,0,0,108722,98708,82498,74241,77634,5282,151770,146915,80783,64618,2562,437,26214,123948,131518,82073,56831,26501,5371,55743,60502,66610,110413,148446,43198,90806,78821,65854,61418,106988,305
456808,96724,20759,5361,1821,236,494281,76777,7655,2312,533,151,455536,102664,18561,4360,472,116,224585,145456,94091,62351,41722,13504,279152,140771,88458,50331,21577,1420,462584,116026,3046,53,0,0,470414,108977,2286,32,0,0,326192,145281,59673,36844,13296,423,413919,106206,43168,14208,3756,452,509,3061,22153,64936,162749,328301,97735,83633,77850,76756,111620,134115,215615,172571,76607,45225,33161,38530,296
203863,54646,10808,4081,3221,12308,154518,70063,36796,11378,4727,11445,112112,77972,59923,24356,4732,9832,110536,58154,48577,40245,21031,10384,101338,61777,58317,47038,19841,616,87183,89267,82627,27979,1868,3,87569,93629,79423,26457,1846,3,80569,66137,66236,56421,19143,421,135518,51958,47670,33833,9805,10143,6798,8087,18892,79247,129645,46258,30599,57986,58550,43275,37974,60543,49151,79068,112857,40730,6228,893,5
12645,26292,41164,89418,116560,38946,19980,49994,83138,92525,68340,11048,40296,97638,106535,63509,12585,4462,124059,133558,52094,11621,3078,615,101308,80496,66454,49492,25504,1771,130767,190923,3335,0,0,0,142039,181178,1808,0,0,0,98789,91229,66250,46086,15967,6704,100706,124705,77289,15684,5219,1422,34037,36181,84876,91122,56830,21979,1900,13991,29870,44774,90338,144152,50446,91805,67622,49059,33864,32229,321
1,1,2,3,12,30,0,0,9,27,18,51,9,15,19,28,26,50,110,14,3,7,14,6,84,31,16,3,26,1,0,0,40,8,0,0,0,3,32,13,4,0,7,21,50,35,35,41,72,17,15,14,20,51,186,1,0,0,0,10,80,0,0,0,1,134,13,10,74,71,18,30,416
611218,6548,3968,2764,3862,50739,613743,7512,3436,3834,4748,45826,610616,11003,5279,4249,5928,42024,311992,56601,49699,53798,55958,151051,539101,78293,31462,14290,7007,8946,677105,1987,7,0,0,0,677440,1654,5,0,0,0,601164,46700,10617,5794,5400,9424,458931,64070,36179,35893,34563,49463,47219,17392,19822,23119,42896,528651,117370,73939,62401,55891,78560,290938,594943,57840,17566,5081,2165,1504,247
0,527,27238,44900,32281,42436,223,12113,47285,37492,25454,24815,3932,47447,43955,21981,11747,18319,16432,9153,19520,32976,36802,32497,17729,10509,27345,46473,26819,18520,9911,24378,97423,14610,974,1,10287,31941,92968,11178,923,0,19684,38769,42197,20476,11460,14809,12678,12503,32416,36130,31532,22201,7712,14914,19264,34502,52088,18900,3180,19456,41876,28737,19123,35010,13760,40614,50032,27887,9374,5713,618
0,1,1271,31059,321467,123503,342,1671,13029,223646,229370,9243,654,37989,285293,127666,21470,4229,14496,60633,112256,140137,139446,10333,14916,131938,188997,103197,34021,4232,0,32515,420966,23782,38,0,0,89804,367952,19506,39,0,16460,176163,154335,86170,37921,6252,5155,28892,150283,222848,65539,4584,6670,12913,54009,199350,200720,3639,52,2879,24042,79574,222150,148604,28717,227743,143104,49445,19366,8926,191
