band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
0,775,21317,64048,127595,252652,364175,42705,15,13373,48900,89360,155919,235969,307936,21795,217,5142,40108,114239,192150,253428,252036,15947,205895,120584,97369,95638,114797,133120,92736,13128,20318,55847,88027,120141,150721,196111,201846,40256,0,2833,10015,31161,117189,231321,339857,140891,0,2949,10141,33344,123936,244036,311752,147109,6691,8214,41189,96275,161187,212689,266180,80842,81623,89795,66360,80239,129009,206389,203081,16771,132725,286682,200635,114083,72899,46217,18543,1483,2344,60200,190791,172056,114432,139273,155443,38728,3859,13322,44602,89689,158250,225287,216631,121627,474
245224,79879,4979,1700,729,341,168,13,300960,25999,3043,1270,886,561,303,11,308438,18081,3008,1560,906,629,375,36,37692,34933,37145,37402,41353,48187,53754,42567,119537,100923,66465,32722,8902,2746,1401,337,43732,285095,3865,283,41,13,2,2,57806,271686,3246,240,41,11,1,2,208930,106580,10922,3625,1745,938,281,12,126310,78765,48624,36063,25571,14258,3089,353,2,39,135,483,1882,5164,26996,298332,25373,42278,44331,45102,41491,44001,50018,40439,124205,180139,20126,5731,1768,658,262,144,281
73059,107870,90521,61774,37550,17602,9342,2243,74293,99236,93749,61510,37277,21871,10509,1516,86547,104912,85963,54032,36819,21532,9210,946,10300,13344,45243,97132,124135,75182,29769,4856,53800,65470,57299,58826,57397,55618,40883,10668,51,20077,94508,104151,107184,57076,16539,375,52,23378,98408,107437,104175,52266,13896,349,85683,86139,70187,54978,43345,32375,23843,3411,23808,71515,129346,96712,48240,21528,7483,1329,4884,4686,12112,25184,47636,78276,113107,114076,48170,68756,61088,50151,45580,53194,59032,13990,68205,79298,67655,54575,40315,29883,23943,36087,569
192,3397,42355,128635,68042,13510,2492,409,1459,29843,142985,63933,14165,4678,1708,261,4911,129267,93029,22463,6379,1995,801,187,10096,43964,60169,58833,46631,28684,9958,697,2822,46194,113927,67925,19338,5926,2239,661,16,208569,45978,4407,62,0,0,0,25,216530,38090,4338,49,0,0,0,3330,56977,107733,62658,19212,5910,2432,780,9226,69729,88088,61216,24734,4765,1036,238,249,889,2105,10495,38385,79439,101171,26299,649,3173,10154,32993,70678,95987,41992,3406,3628,61329,92920,63536,26235,7549,2554,1281,229
2083,33149,37041,65455,70924,45829,17618,2474,16555,38157,57327,62123,50681,32565,15075,2090,10375,71780,69543,53842,37408,21937,7712,1976,19941,38392,43538,63235,60784,35287,11535,1861,6207,23345,54774,68585,57162,34179,22288,8033,64,93319,131479,43038,6458,215,0,0,75,103521,119694,45305,5777,201,0,0,6390,29975,57794,64436,50629,32618,24078,8653,30484,22347,41477,83971,60798,24071,9302,2123,804,3607,12200,41691,62856,74016,65062,14337,11915,29220,44927,58827,60272,48524,17789,3099,2847,32592,57572,59781,48542,30963,21099,21177,237
91532,133536,134256,111232,79999,45487,20509,1044,16593,105097,80041,95060,109339,114196,92163,5106,20719,84078,44056,53133,82515,125590,180631,26873,28107,46898,61045,79496,106849,138213,125881,31106,42543,36753,19483,24001,39888,78140,151795,224992,0,570,50427,49376,50151,95277,223629,148165,0,599,48151,51903,49220,99228,220508,147986,50023,36836,22471,27204,42322,80198,171287,187254,21063,51238,70851,85247,91206,111917,159289,26784,4697,91728,190936,95497,60642,49775,60477,63843,384886,83535,35668,18239,13197,17467,39560,25043,59677,34823,23303,28150,32726,38538,54513,345865,567
60774,122932,130125,106156,94835,24506,2655,3232,174302,237673,106404,16773,4844,1748,957,2514,244511,264604,21705,7508,3057,1117,766,1947,118813,142595,95777,62515,50136,36840,26769,11770,191180,180102,102976,43936,15537,7481,2666,1337,373183,166844,4652,447,80,9,0,0,394528,146148,4095,366,73,5,0,0,271131,202877,38395,16573,8686,4816,1600,1137,248078,147623,77401,40390,20533,6424,2192,2574,2275,2949,5378,13351,27308,72184,243154,178616,6547,15417,28876,48157,65962,99192,159093,121971,106694,245564,106157,40160,18781,10990,8064,8805,315
0,0,0,0,0,0,0,0,10,7,3,3,4,4,14,95,11,7,6,9,7,7,4,124,53,1,0,0,3,2,4,126,37,13,4,0,1,1,1,128,58,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,14,9,17,9,9,5,8,74,49,8,0,3,4,1,8,144,199,12,3,2,1,0,0,20,85,2,1,2,1,2,11,157,3,4,13,83,90,15,9,19,582
854,10443,21872,34757,33070,19656,8320,257,6584,20932,31440,29953,21609,13490,5062,159,8545,37706,31237,21913,15784,10926,3011,107,9114,10843,11249,15644,23055,30929,24741,3654,10339,37117,32064,22549,16257,9183,1678,42,34769,78646,14696,1109,9,0,0,0,36273,77557,14207,1185,7,0,0,0,8163,34566,29713,20910,16230,13233,6083,331,10604,6896,9150,23103,45124,29927,4296,129,396,2363,7731,12446,17064,27462,39265,22502,36,1156,5739,13454,20263,32870,47421,8290,22011,39780,24296,19008,14314,7485,2130,205,52
0,2,3,0,4,2,5,12,1,1,4,6,6,8,6,24,0,1,7,10,13,8,19,12,51,13,7,0,3,8,2,0,23,24,19,7,11,6,1,0,0,0,30,2,0,0,0,0,0,8,27,1,0,0,0,0,0,0,15,40,29,29,30,4,57,27,13,9,11,18,25,22,89,1,0,0,0,0,0,20,50,0,0,0,0,0,3,69,0,0,2,38,51,10,3,14,26
213140,201665,137068,53783,14302,1983,64,0,187057,148902,143384,86459,41672,13391,1139,1,100596,117529,104810,119697,116672,56574,6122,5,153420,242499,127845,59944,25973,9874,2357,93,40490,113332,123781,132791,117953,69450,22703,1505,0,37397,118927,96686,187828,163655,17157,355,0,39551,115832,102278,190730,158337,14918,359,42688,113526,118869,127885,126282,73208,19065,482,199568,194104,112787,66550,33057,13342,2590,7,1978,29595,164021,136499,68142,56903,111345,53522,45755,115183,153220,122010,82488,64719,33813,4817,2514,67695,90564,90610,115290,123887,96172,35273,453
0,50,1329,13173,95450,188220,114034,2865,0,1448,22621,91337,153737,110263,34442,1273,536,47899,133269,123003,72251,30503,7280,380,2114,4169,10303,32583,107164,180573,77484,731,2086,45526,113499,123657,79680,39602,10471,600,0,17638,177435,185774,31579,2686,9,0,0,19684,168782,193956,30015,2678,6,0,2734,78027,116884,96533,62949,38973,16975,2046,747,3065,8984,35771,134412,204839,26741,562,967,3231,7346,20983,62081,144699,159972,15842,5,545,7206,37882,76460,137760,145258,10005,9235,138331,155494,68312,27670,12292,3535,252,135
243,21994,34170,35946,50782,198939,224979,24655,5843,56377,57964,70602,130452,183981,73051,13438,10906,99127,109892,115970,141984,82398,24521,6910,74840,183169,218644,81213,22227,9117,2230,268,34060,123563,104717,101572,113700,78405,32328,3363,1005,73814,103763,42652,137070,108755,56631,68018,1605,74635,103634,44277,147518,98756,53702,67581,23508,104837,111297,90372,102790,95608,50372,12924,62542,126269,125868,135729,87458,34143,14463,5236,25260,33106,111566,172890,114620,72415,55559,6292,830,9877,29428,63734,98828,128213,189405,71393,6233,59187,107135,120154,120018,95203,59869,23909,203
5214,48945,68608,73636,89683,122822,64270,7478,7992,59081,63676,60914,87968,118661,75658,6706,9936,50012,58725,60608,88727,131054,75035,6559,35195,98415,122711,106065,71129,34562,8202,4377,9723,23532,38677,51339,73692,122234,130686,30773,0,1027,31006,81756,189909,162243,13969,746,0,1058,29479,87561,181799,167395,12662,702,11078,40063,51609,58871,75134,113111,111168,19622,35079,64996,74837,93415,95590,74392,36297,6050,10724,71000,134346,98437,72306,58612,26058,9173,45329,135679,126525,82193,43924,24230,14052,8724,3327,15940,32543,46675,52113,64586,98847,166625,383
224872,360261,208178,67042,8789,661,152,27,202060,383525,201021,70188,12267,754,149,18,111064,249710,225862,174778,93531,14605,413,19,91939,199973,278086,174293,76639,33002,14039,2011,42917,79691,107578,140825,184099,210427,102169,2276,0,531,17740,89435,226434,283493,239213,13136,0,565,17313,93713,224774,292472,227776,13369,53738,128534,139724,150950,176163,170192,50545,136,170617,318304,229400,110099,34137,6665,743,17,11230,14217,46468,121559,181399,199573,202888,92648,340059,222219,129045,73600,44137,28607,13399,18916,20898,86291,120599,127319,119511,105382,95751,194231,528
114832,9035,1596,336,81,35,2,0,106498,15349,2683,854,335,162,36,0,92763,23232,7217,1762,663,242,38,0,13079,15978,17223,18031,21541,18564,17628,3873,20553,35136,28308,24063,11644,4973,1209,31,138,52637,48395,13856,5597,2585,1721,988,147,55133,47664,12766,5236,2432,1558,981,33928,54181,18694,8443,4773,3779,2009,110,39218,37158,27945,14003,6441,1067,83,2,28,1160,1565,2038,3615,6836,21041,89634,22550,29906,23610,17679,12305,9832,7558,2477,15550,58107,22989,12004,6664,3774,2452,4377,285
0,0,252,7023,38295,144343,302971,36334,0,14,286,5375,36105,124264,314076,49098,0,550,13009,37729,72149,127876,225337,52568,572,1099,1822,5744,18190,65989,280981,154821,462,4558,15286,42127,81718,138842,180819,65406,0,38538,173226,134540,102609,78694,1611,0,0,40871,169569,139595,103578,74946,659,0,242,7430,26044,46070,63971,97653,158891,128917,260,377,815,2408,11378,72411,369377,72192,1859,74132,76391,88694,123167,111390,51632,1953,54,4964,106555,168378,124845,90890,31251,2281,2513,54540,126569,124118,75440,71579,68445,6014,81
256,7471,8301,8003,9056,10921,4018,118,5071,11116,10322,10869,7862,2311,549,44,7038,15769,11820,9207,3303,781,196,30,29831,11799,3606,1449,680,363,238,178,16961,15221,9457,4469,1678,310,48,0,0,113,5319,11131,11669,10192,7722,1998,0,130,5916,11601,11574,9783,7204,1936,15431,10269,9750,6735,3911,1865,178,5,25625,13340,5379,2580,709,349,134,28,8949,5462,6425,7583,6113,4963,6045,2604,31,274,868,1817,3582,6744,15082,19746,9472,6882,10073,9283,5532,3202,2024,1676,518
0,0,0,0,0,1,5,8,0,0,0,2,0,9,12,19,0,0,1,3,11,14,6,21,40,4,2,8,6,5,3,9,5,43,3,4,15,7,14,0,0,0,14,18,0,0,0,0,0,0,2,27,11,0,0,0,0,0,3,20,46,27,34,45,13,37,14,12,4,11,39,45,66,4,0,2,0,0,0,30,70,0,0,0,0,1,2,51,0,1,5,59,27,4,0,21,501
1620,99921,264956,277587,239746,210280,112227,9422,9984,190001,256528,217497,200073,202924,130759,7993,524,44603,193706,279935,255158,267639,163076,11118,504235,292415,174936,101377,66620,43610,25528,7038,26623,163138,282639,285566,237750,148178,52387,19478,0,331,3378,7290,24826,121343,375861,682730,0,393,3395,7858,27090,132546,367632,676845,5494,26623,142537,328503,368101,237374,85140,21987,277223,225970,170115,170728,159504,129251,73056,9912,87027,548335,347065,130116,54097,27441,16111,5567,12083,36520,80948,216841,329580,330128,183299,26360,6745,21367,44469,121511,313849,383584,231377,92857,476
77096,53446,28156,15291,8118,4016,3100,25644,44793,39803,33795,29515,22705,13085,7551,23620,34042,38041,36201,35307,28153,14790,7113,21220,49917,40935,41523,30317,17826,9405,4960,19984,51951,24073,32198,37271,35133,25518,8306,417,49693,59943,67797,25071,8594,2486,1186,97,50144,61688,64909,26228,8143,2510,1165,80,41100,22322,28752,35113,36100,31848,18425,1207,51301,41793,35456,26408,19157,11637,7304,21811,9636,12827,22600,37731,43019,39457,39400,10197,5143,20279,41565,39297,25159,17137,14852,51435,44815,19118,28879,35919,36707,29220,14959,5250,8
0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,45,0,0,0,0,13,17,20,62,45,10,16,15,7,10,22,22,8,41,10,24,18,29,19,12,0,0,0,2,10,15,29,2,0,0,0,6,14,27,19,0,0,5,13,52,29,35,57,61,57,31,8,17,13,14,51,75,128,0,0,0,0,0,0,50,130,0,0,0,0,0,1,89,0,5,11,73,78,0,0,20,458
404,73,27909,173366,180748,149249,97562,1544,345,116180,145954,117132,128207,110313,12091,633,96982,193612,138118,112461,76059,12510,717,396,92307,87311,116405,146255,121777,55018,10883,899,265799,106429,89278,83257,67711,17463,713,205,9196,255998,167328,192423,5704,200,6,0,22426,243178,159858,200520,4685,183,5,0,252264,130612,98927,77452,57317,12912,1156,215,76244,172425,147678,127400,74404,29286,2952,466,40511,18512,32701,51240,86778,121045,163904,116164,6,63,1928,15880,64027,111509,139804,297638,217848,144453,121256,79718,37498,18525,10269,1288,337
284,12448,49427,121212,80449,35099,6466,122,6393,23155,63543,100474,68342,35120,8397,83,4896,13782,30388,54136,95278,86538,20425,64,59801,90937,73730,44803,23655,10391,1974,216,13754,19321,37182,59214,74350,65785,34275,1626,0,488,8487,13591,33891,56819,94252,97979,0,596,8785,14878,34707,58691,90911,96939,8716,12892,25336,43739,76631,93852,43763,578,33947,51205,70357,71836,46273,26532,5308,49,11603,54273,115545,77023,28531,11278,6223,1031,28764,51580,47058,45866,54326,44098,20517,13298,6335,9024,18365,36877,59115,62915,64971,47905,487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640
7305,73615,62845,50373,53159,41219,6742,141,15504,71356,48604,36066,42622,50501,30452,294,4905,44613,51502,41758,41152,52872,57665,932,3420,20235,46510,71618,74115,55675,22981,845,4607,15342,22300,32497,41809,52421,76907,49516,0,5806,114615,160007,14612,330,29,0,0,6256,108671,166354,13759,333,26,0,5045,21764,31486,36947,39611,48884,83528,28134,16478,46993,56304,44986,37938,45154,46440,1106,574,6066,47293,64792,61341,64868,47749,2716,133009,74957,36733,20232,12787,9465,6679,1537,500,14918,30746,38428,39329,40385,50359,80734,365
56310,73581,32970,14264,8408,5991,4926,5961,58348,76881,30546,14553,8841,5436,3881,3925,64457,71165,30202,16851,9535,5073,2934,2194,9569,10109,14190,23480,34604,50428,41496,18535,15062,43048,46683,41015,30163,18866,6053,1521,3359,33001,101569,42529,16540,5016,397,0,3482,34211,103783,40973,15284,4368,310,0,33976,77194,41387,23752,15921,6788,2638,755,15005,26813,45441,60151,32084,12848,6051,4018,1805,1535,5282,9875,14713,22601,48586,98014,17410,35583,35040,31662,27771,26513,19653,8779,29735,79248,39931,20417,10994,7013,5471,9602,588
155939,82456,53439,32057,18976,6655,3764,3026,158149,88657,57485,29469,13987,3518,3720,1327,164065,88707,51328,34437,12312,2570,2698,195,19025,76903,117587,87849,36550,14460,3558,380,109498,58844,52836,55512,52575,25091,1948,8,3192,274199,76164,2514,243,0,0,0,3780,289525,60630,2230,147,0,0,0,135731,58068,56261,54563,39362,9351,2537,439,131070,87669,84177,38640,10727,2451,1529,49,5244,3007,3370,17274,38726,53184,69235,166272,6498,42291,58565,56634,60608,80445,43626,7645,83172,80027,54325,48356,40028,29515,16635,4254,300
1,1,2,0,1,1,1,0,0,6,15,10,20,19,28,7,0,9,39,55,39,30,28,3,234,23,11,4,1,0,0,0,171,92,28,13,4,0,0,0,0,0,0,0,0,0,34,60,0,0,0,0,0,0,35,61,0,6,85,129,71,36,23,0,217,48,23,21,12,19,23,1,226,5,3,1,0,0,0,100,290,0,0,0,0,0,5,127,0,3,47,122,118,29,15,57,362
0,438,41340,73535,66196,40317,23678,2250,1,1327,30820,71071,76638,43517,23743,637,41,39916,70051,63104,41822,23261,9435,124,1506,2288,5652,16042,42016,91059,83247,5944,2005,41333,74836,67418,39864,17091,4942,265,0,37466,145541,49840,13915,990,2,0,0,39162,147990,47802,12123,675,2,0,1994,58935,69064,51267,32252,21804,10974,1464,840,1056,2390,10703,67319,142447,22652,347,922,4184,8071,16369,33385,61919,94708,28196,9,272,2082,9758,41363,88719,100246,5305,18492,110081,66581,29205,14245,7034,1972,144,76
60522,140637,106494,59325,29007,13728,3074,238,51740,112553,103850,63813,42453,27697,10315,604,34926,69613,84766,83953,73709,46975,18343,740,73807,90971,60085,62366,60238,37889,24672,2997,12982,47762,66588,74374,71870,59690,55899,23860,7,6491,45707,137743,146668,69076,7249,84,8,7543,51748,144088,138363,65096,6108,71,15500,42888,74319,82784,77590,59676,51603,8665,70030,95501,78042,62828,51066,36013,18574,971,2518,15192,68068,88314,80820,67147,57994,32972,92948,80708,77799,61417,44052,33886,17817,4398,1773,28437,46817,69412,80979,75290,61900,48417,461
359389,10770,3904,2002,1107,813,462,30,360976,12964,3804,1933,1169,441,183,15,364238,12975,4550,1665,636,191,73,10,140262,30711,23319,19811,24763,23811,36901,87481,265555,65641,30724,16204,10941,4228,794,84,350088,47076,192,4,1,0,0,0,355111,42094,152,3,1,0,0,0,322305,49973,12242,4739,1510,633,206,29,224419,33656,31159,18718,23593,17162,24237,2513,2605,1705,1967,2499,5482,10366,26316,333398,56200,45372,39111,34564,28557,30697,42596,104388,328290,43152,8504,4036,1916,711,310,140,248
189174,34625,6497,2684,1538,1469,2421,6500,199897,28010,5332,2176,1632,1653,2478,5037,202210,29629,4858,2254,1649,1369,1867,3549,19889,13654,21351,40221,57487,52906,32452,10553,77121,110402,39875,12429,4842,2635,3294,927,9460,60602,163389,18563,523,23,0,0,9615,60989,160931,20541,461,23,0,0,145407,79017,13507,4589,2480,1880,2399,1265,56073,96562,57597,17782,5065,2688,3185,4759,8279,623,796,2567,4163,6926,23765,200266,2502,14765,34531,42648,41400,45521,41864,22984,93097,125566,23146,4495,1233,473,231,272,600
0,0,0,0,0,2,4,15,0,0,0,1,1,9,29,79,0,0,0,2,10,27,30,78,51,14,8,12,13,6,18,32,7,42,16,18,20,22,19,24,0,0,2,13,37,4,0,0,0,0,2,22,40,0,0,0,0,0,1,45,29,30,65,75,26,41,9,9,7,21,48,91,176,7,1,1,0,0,0,10,70,0,0,0,1,1,1,146,0,0,10,76,77,14,3,23,624
674330,92134,32990,27162,21131,10387,2583,558,571133,163801,59949,30912,18429,11959,4602,490,491184,175918,81967,45412,34747,24187,7541,319,89705,153257,188535,174376,108854,79466,47818,19264,154546,213770,170961,120523,89919,65171,41643,4742,655,380600,345086,103648,27925,3284,77,0,1027,411007,327687,94545,23861,3092,56,0,273061,228150,127917,79922,63625,49900,35359,3341,277412,232908,170277,102831,49314,21716,6512,305,542,2188,21734,46157,59556,86699,187881,456518,168617,177540,160462,123203,86428,68876,53794,22355,107036,267213,171663,109734,73258,53646,45014,33711,390
6510,127203,268048,160936,76140,32134,3997,32,4832,77890,196025,193589,118006,66528,18114,16,5722,32669,102672,193235,184955,105841,49881,25,138607,247687,155723,82297,36411,11428,2622,225,11639,120843,260723,148920,74074,49219,9565,17,0,3238,5214,17155,78698,161054,287332,122309,0,3370,5056,18372,79470,166130,280471,122131,8128,25021,180422,270857,125391,60362,4818,1,53267,184501,191552,124748,67047,42553,11310,22,21158,143931,187429,150257,93134,54337,22230,2524,365,6508,32212,66278,130887,259861,165667,13222,7181,33924,120778,216832,183052,83562,27201,2470,513
2,4490,11806,25727,66117,140065,160979,17966,114,8641,29816,63760,127726,136701,54811,5583,3242,49474,122375,124240,78928,35281,10325,3287,7665,10518,21766,38844,66350,133128,136619,12262,7641,47949,94637,112016,91383,52981,17782,2763,1084,175662,147657,64878,29860,7227,781,3,1609,181860,143276,66527,27125,6170,583,2,9308,59038,98260,101960,78926,52045,23039,4576,4579,10341,23709,50456,93503,158556,81965,4043,5737,3566,9150,27156,65670,133502,152482,29889,120,2716,17494,47371,77279,119396,140973,21803,18708,134815,136203,73892,35873,17448,8828,1385,176
0,2,1,1834,7813,14137,8296,1155,3,5335,11339,8981,4218,2011,725,626,1151,21069,5760,2566,1338,653,600,101,2926,11155,7024,4428,2927,2413,1851,514,12434,10107,5287,2432,1331,1172,435,40,26282,6956,0,0,0,0,0,0,26378,6860,0,0,0,0,0,0,17734,9287,2561,1413,917,981,294,51,4890,11954,7616,5283,1996,598,589,312,62,145,1123,2966,4635,8155,12591,3561,7,53,456,998,1573,3501,10137,16513,8194,14858,4645,2588,1275,692,540,446,277
0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,7,1,2,6,9,4,5,8,21,54,10,3,4,5,5,6,11,59,13,20,9,9,18,12,7,22,28,28,8,0,0,0,0,51,37,26,11,1,0,0,0,64,91,82,43,21,47,51,77,278,20,12,17,26,25,29,104,67,2,0,0,0,0,0,60,190,0,0,0,0,0,0,18,0,4,20,36,42,8,2,74,133
0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,8,0,0,2,19,15,3,31,56,148,38,19,20,12,22,25,45,143,71,36,48,44,55,45,34,0,0,3,23,62,62,14,0,0,0,0,29,79,57,21,0,0,30,123,127,73,89,136,164,310,39,39,37,29,55,111,227,156,3,0,0,0,0,0,290,660,0,0,0,0,0,2,15,3,13,33,201,112,17,11,219,71
